id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound
event_boomtheghost2_01_s_11,40085,event_boomtheghost2_01_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_01_s_11,True,,1,delight,,13,idle,,3,angry,,5,idle,,7,idle,,15,idle,,17,idle,,19,idle,,31,1,1.0,,
event_boomtheghost2_01_s_12,40085,event_boomtheghost2_01_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_01_s_12,True,,1,delight,,13,idle,,3,delight,,5,idle,,7,idle,,15,idle,,17,idle,,19,idle,,1,S_10,1.0,,
event_boomtheghost2_01_s_13,40085,event_boomtheghost2_01_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_01_s_13,True,,1,delight,,13,idle,,3,delight,,5,idle,,7,idle,,15,idle,,17,idle,,19,idle,,S_10,S_10,1.0,,
event_boomtheghost2_01_s_14,40085,event_boomtheghost2_01_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_01_s_14,True,,1,delight,,13,idle,,3,delight,,5,idle,,7,idle,,15,idle,,17,idle,,19,idle,,S_10,S_10,1.0,,
event_boomtheghost2_01_s_15,40085,event_boomtheghost2_01_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_01_s_15,True,,1,delight,,13,surprise,,3,delight,,5,idle,,7,idle,,15,idle,,17,idle,,19,idle,,S_10,113,1.0,,
event_boomtheghost2_01_s_16,40085,event_boomtheghost2_01_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_01_s_16,True,,1,idle,,13,surprise,,3,delight,,5,idle,,7,idle,,15,idle,,17,idle,,19,idle,,113,113,1.0,,
event_boomtheghost2_01_s_17,40085,event_boomtheghost2_01_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_01_s_17,True,,1,idle,,13,surprise,,3,delight,,5,idle,,7,idle,,15,idle,,17,idle,,19,idle,,113,113,1.0,,
event_boomtheghost2_01_s_18,40085,event_boomtheghost2_01_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_01_s_18,True,,1,idle,,13,surprise,,3,delight,,5,idle,,7,idle,,15,idle,,17,idle,,19,idle,,113,113,1.0,,
event_boomtheghost2_01_s_19,40085,event_boomtheghost2_01_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_01_s_19,True,,1,idle,,13,surprise,,3,delight,,5,idle,,7,idle,,15,idle,,17,idle,,19,idle,,113,113,1.0,,
event_boomtheghost2_01_s_20,40085,event_boomtheghost2_01_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_01_s_20,True,,1,idle,,13,surprise,,3,delight,,5,idle,,7,idle,,15,idle,,17,idle,,19,idle,,113,1,1.0,,
event_boomtheghost2_01_s_21,40085,event_boomtheghost2_01_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_01_s_21,True,,1,idle,,13,surprise,,3,delight,,5,idle,,7,idle,,15,idle,,17,idle,,19,idle,,1,S_10,1.0,,
event_boomtheghost2_01_s_22,40085,event_boomtheghost2_01_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_01_s_22,True,,1,idle,,13,surprise,,3,delight,,5,idle,,7,idle,,15,idle,,17,idle,,19,idle,,S_10,S_10,1.0,,
event_boomtheghost2_01_s_23,40085,event_boomtheghost2_01_s,Speech,tove_s,tove_s,Locale_MainScenario:event_boomtheghost2_01_s_23,True,,1,idle,,13,surprise,,3,delight,,5,idle,,7,idle,,15,sad,,17,idle,,19,idle,,S_150,S_150,1.0,,
event_boomtheghost2_01_s_24,40085,event_boomtheghost2_01_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_01_s_24,True,,1,idle,,13,idle,,3,delight,,5,idle,,7,idle,,15,sad,,17,idle,,19,idle,,S_10,S_10,1.0,,
event_boomtheghost2_01_s_25,40085,event_boomtheghost2_01_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_01_s_25,True,,1,idle,,13,idle,,3,delight,,5,idle,,7,idle,,15,sad,,17,idle,,19,idle,,S_10,S_10,1.0,,
event_boomtheghost2_01_s_26,40085,event_boomtheghost2_01_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_01_s_26,True,,1,idle,,13,idle,,3,delight,,5,idle,,7,idle,,15,sad,,17,idle,,19,idle,,S_10,S_10,1.0,,
event_boomtheghost2_01_s_27,40085,event_boomtheghost2_01_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_01_s_27,True,,1,idle,,13,idle,,3,delight,,5,idle,,7,idle,,15,sad,,17,idle,,19,idle,,S_10,S_10,1.0,,
event_boomtheghost2_01_s_28,40085,event_boomtheghost2_01_s,Speech,centi_s,centi_s,Locale_MainScenario:event_boomtheghost2_01_s_28,True,,1,idle,,13,idle,,3,delight,,5,idle,,7,idle,,15,sad,,17,idle,,19,angry,,L_190,L_190,1.0,,
event_boomtheghost2_01_s_29,40085,event_boomtheghost2_01_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_01_s_29,True,,1,idle,,13,idle,,3,delight,,5,idle,,7,idle,,15,idle,,17,idle,,19,angry,,S_10,S_10,1.0,,
event_boomtheghost2_01_s_30,40085,event_boomtheghost2_01_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_01_s_30,True,,1,idle,,13,idle,,3,delight,,5,idle,,7,idle,,15,idle,,17,idle,,19,angry,,S_10,S_10,1.0,,
event_boomtheghost2_01_s_31,40085,event_boomtheghost2_01_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_01_s_31,True,,1,idle,,13,idle,,3,delight,,5,idle,,7,idle,,15,idle,,17,idle,,19,idle,,S_10,113,1.0,,
event_boomtheghost2_01_s_32,40085,event_boomtheghost2_01_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_01_s_32,False,,1,idle,,13,idle,,3,worry,,5,idle,,7,idle,,15,idle,,17,idle,,19,idle,,3,30,1.0,,
event_boomtheghost2_01_s_33,40085,event_boomtheghost2_01_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_01_s_33,True,,1,idle,,13,idle,,3,worry,,5,idle,,7,idle,,15,idle,,17,idle,,19,idle,,30,30,1.0,,
event_boomtheghost2_01_s_34,40085,event_boomtheghost2_01_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_01_s_34,True,,1,idle,,13,idle,,3,worry,,5,idle,,7,idle,,15,idle,,17,idle,,19,idle,,30,S_10,1.0,,
event_boomtheghost2_01_s_35,40085,event_boomtheghost2_01_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_01_s_35,True,,1,idle,,13,idle,,3,worry,,5,idle,,7,idle,,15,idle,,17,idle,,19,idle,,S_10,S_130,1.0,,
event_boomtheghost2_01_s_36,40085,event_boomtheghost2_01_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_01_s_36,True,,1,idle,,13,idle,,3,worry,,5,idle,,7,idle,,15,idle,,17,idle,,19,idle,,30,30,1.0,,
event_boomtheghost2_01_s_37,40085,event_boomtheghost2_01_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_01_s_37,True,,1,idle,,13,idle,,3,worry,,5,idle,,7,idle,,15,idle,,17,idle,,19,idle,,30,31,1.0,,
event_boomtheghost2_01_s_38,40085,event_boomtheghost2_01_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_01_s_38,True,,1,idle,,13,idle,,3,worry,,5,idle,,7,idle,,15,idle,,17,idle,,19,idle,,31,31,1.0,,
event_boomtheghost2_01_s_39,40085,event_boomtheghost2_01_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_01_s_39,True,,1,idle,,13,idle,,3,think,,5,idle,,7,idle,,15,idle,,17,idle,,19,idle,,31,31,1.0,,
event_boomtheghost2_01_s_40,40085,event_boomtheghost2_01_s,Speech,frima_s,frima_s,Locale_MainScenario:event_boomtheghost2_01_s_40,True,,1,idle,,13,idle,,3,think,,5,idle,,7,idle,,15,idle,,17,idle,,19,idle,,31,53,1.0,,
event_boomtheghost2_01_s_41,40085,event_boomtheghost2_01_s,Speech,yan_s,yan_s,Locale_MainScenario:event_boomtheghost2_01_s_41,True,,1,idle,,13,idle,,3,think,,5,idle,,7,no,,15,idle,,17,idle,,19,idle,,53,75,1.0,,
event_boomtheghost2_01_s_42,40085,event_boomtheghost2_01_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_01_s_42,True,,1,idle,,13,idle,,3,think,,5,idle,,7,no,,15,idle,,17,idle,,19,idle,,S_10,S_100,0.7,,
event_boomtheghost2_01_s_43,40085,event_boomtheghost2_01_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_01_s_43,True,,1,idle,,13,idle,,3,think,,5,idle,,7,no,,15,idle,,17,idle,,19,idle,,S_100,S_100,1.0,,
event_boomtheghost2_01_s_44,40085,event_boomtheghost2_01_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_01_s_44,True,,1,idle,,13,idle,,3,think,,5,idle,,7,idle,,15,idle,,17,idle,,19,idle,,S_100,S_100,1.0,,
event_boomtheghost2_01_s_45,40085,event_boomtheghost2_01_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_01_s_45,True,,1,idle,,13,idle,,3,think,,5,idle,,7,idle,,15,idle,,17,idle,,19,idle,,S_100,S_100,1.0,,
event_boomtheghost2_01_s_46,40085,event_boomtheghost2_01_s,Narration,alfred,,Locale_MainScenario:event_boomtheghost2_01_s_46,False,,1,idle,,13,idle,,3,think,,5,idle,,7,idle,,15,idle,,17,idle,,19,idle,,black,black,1.0,,sfx_scn_touchprocess
event_boomtheghost2_01_s_47,40085,event_boomtheghost2_01_s,Speech,tove_s,tove_s,Locale_MainScenario:event_boomtheghost2_01_s_47,True,,1,idle,,13,idle,,3,think,,5,idle,,7,idle,,15,idle,,17,idle,,19,idle,,S_150,S_150,1.0,,
event_boomtheghost2_01_s_48,40085,event_boomtheghost2_01_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_01_s_48,True,,1,idle,,13,idle,,3,angry,,5,idle,,7,idle,,15,idle,,17,idle,,19,idle,,30,30,1.0,,
event_boomtheghost2_01_s_49,40085,event_boomtheghost2_01_s,Speech,tove_s,tove_s,Locale_MainScenario:event_boomtheghost2_01_s_49,False,,1,idle,,13,idle,,3,angry,,5,idle,,7,idle,,15,surprise,,17,idle,,19,idle,,S_150,S_150,1.0,,
event_boomtheghost2_01_s_50,40085,event_boomtheghost2_01_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_01_s_50,False,,1,idle,,13,idle,,3,angry,,5,idle,,7,idle,,15,surprise,,17,idle,,19,idle,,S_100,S_100,1.0,,
event_boomtheghost2_01_s_51,40085,event_boomtheghost2_01_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_01_s_51,True,,1,idle,,13,idle,,3,angry,,5,idle,,7,idle,,15,surprise,,17,idle,,19,idle,,S_100,S_10,1.0,,
event_boomtheghost2_01_s_52,40085,event_boomtheghost2_01_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_01_s_52,True,,1,idle,,13,idle,,3,angry,,5,idle,,7,idle,,15,surprise,,17,idle,,19,idle,,S_10,S_10,1.0,,
event_boomtheghost2_01_s_53,40085,event_boomtheghost2_01_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_01_s_53,True,,1,idle,,13,idle,,3,angry,,5,idle,,7,idle,,15,idle,,17,idle,,19,idle,,S_10,113,1.0,,
event_boomtheghost2_01_s_54,40085,event_boomtheghost2_01_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_01_s_54,True,,1,idle,,13,idle,,3,angry,,5,idle,,7,idle,,15,idle,,17,idle,,19,idle,,113,113,1.0,,
event_boomtheghost2_01_s_55,40085,event_boomtheghost2_01_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_01_s_55,True,,1,idle,,13,idle,,3,angry,,5,idle,,7,idle,,15,idle,,17,idle,,19,idle,,113,113,1.0,,
event_boomtheghost2_01_s_56,40085,event_boomtheghost2_01_s,Speech,pepper_s,pepper_s,Locale_MainScenario:event_boomtheghost2_01_s_56,True,,1,idle,,13,idle,,3,angry,,5,idle,,7,idle,,15,idle,,17,angry,,19,idle,,XS_170,XS_170,1.0,,
event_boomtheghost2_01_s_57,40085,event_boomtheghost2_01_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_01_s_57,True,,1,idle,,13,idle,,3,angry,,5,idle,,7,idle,,15,idle,,17,angry,,19,idle,,30,30,1.0,,
event_boomtheghost2_01_s_58,40085,event_boomtheghost2_01_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_01_s_58,False,,1,idle,,13,idle,,3,angry,,5,idle,,7,idle,,15,idle,,17,angry,,19,idle,,30,S_10,1.0,,
event_boomtheghost2_01_s_59,40085,event_boomtheghost2_01_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_01_s_59,True,,1,idle,,13,idle,,3,angry,,5,idle,,7,idle,,15,idle,,17,angry,,19,idle,,S_10,S_10,1.0,,
event_boomtheghost2_01_s_60,40085,event_boomtheghost2_01_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_01_s_60,True,,1,idle,,13,idle,,3,angry,,5,idle,,7,idle,,15,idle,,17,idle,,19,idle,,S_10,31,1.0,,
event_boomtheghost2_01_s_61,40085,event_boomtheghost2_01_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_01_s_61,False,,1,idle,,13,idle,,3,angry,,5,idle,,7,idle,,15,idle,,17,idle,,19,idle,,31,31,1.0,,
event_boomtheghost2_01_s_62,40085,event_boomtheghost2_01_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_01_s_62,True,,1,idle,,13,idle,,3,angry,,5,idle,,7,idle,,15,idle,,17,idle,,19,idle,,31,31,1.0,,
event_boomtheghost2_01_s_63,40085,event_boomtheghost2_01_s,Self,rapi_ss,,Locale_MainScenario:event_boomtheghost2_01_s_63,False,,1,idle,,13,idle,,3,angry,,5,idle,,7,idle,,15,idle,,17,idle,,19,idle,,31,31,1.0,,
event_boomtheghost2_01_s_64,40085,event_boomtheghost2_01_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_01_s_64,False,,1,idle,,13,idle,,3,angry,,5,idle,,7,idle,,15,idle,,17,idle,,19,idle,,31,31,1.0,,
event_boomtheghost2_01_s_65,40085,event_boomtheghost2_01_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_01_s_65,True,,1,idle,,13,idle,,3,angry,,5,idle,,7,idle,,15,idle,,17,idle,,19,idle,,S_10,S_100,0.7,,
event_boomtheghost2_01_s_66,40085,event_boomtheghost2_01_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_01_s_66,True,,1,idle,,13,idle,,3,think,,5,idle,,7,idle,,15,idle,,17,idle,,19,idle,,S_100,300,1.0,,
event_boomtheghost2_01_s_67,40085,event_boomtheghost2_01_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_01_s_67,True,,1,idle,,13,idle,,3,think,,5,idle,,7,idle,,15,idle,,17,idle,,19,idle,,300,S_100,1.0,,
event_boomtheghost2_01_s_68,40085,event_boomtheghost2_01_s,Narration,alfred,,Locale_MainScenario:event_boomtheghost2_01_s_68,False,,1,idle,,13,idle,,3,think,,5,idle,,7,idle,,15,idle,,17,idle,,19,idle,,black,black,1.0,none,sfx_scn_touchprocess
event_boomtheghost2_01_s_69,40085,event_boomtheghost2_01_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_01_s_69,True,,1,sad,,13,idle,,3,think,,5,idle,,7,idle,,15,idle,,17,idle,,19,idle,,S_100,S_100,1.0,bgm_story_spookaboo,
event_boomtheghost2_01_s_70,40085,event_boomtheghost2_01_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_01_s_70,True,,1,sad,,13,idle,,3,think,,5,idle,,7,idle,,15,idle,,17,idle,,19,idle,,S_100,S_100,1.0,,
event_boomtheghost2_01_s_71,40085,event_boomtheghost2_01_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_01_s_71,True,,1,angry,,13,idle,,3,think,,5,idle,,7,idle,,15,idle,,17,idle,,19,idle,,S_100,S_10,0.5,,
