id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
event_trueflavor_04_e_25,40074,event_trueflavor_04_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_e_25,True,,1,1,1.0,,,,,2,idle,,12,delight
event_trueflavor_04_e_26,40074,event_trueflavor_04_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_e_26,True,,1,1,1.0,,,,,2,idle,,12,idle
event_trueflavor_04_e_27,40074,event_trueflavor_04_e,Speech,ade_c,ade_c,Locale_SubScenario:event_trueflavor_04_e_27,True,,1,20,1.3,,,,,2,delight,,12,idle
event_trueflavor_04_e_28,40074,event_trueflavor_04_e,Speech,ade_c,ade_c,Locale_SubScenario:event_trueflavor_04_e_28,True,,20,20,1.0,,,,,2,delight,,12,idle
event_trueflavor_04_e_29,40074,event_trueflavor_04_e,Speech,ade_c,ade_c,Locale_SubScenario:event_trueflavor_04_e_29,True,,20,20,1.0,,,,,2,idle,,12,idle
event_trueflavor_04_e_30,40074,event_trueflavor_04_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_e_30,False,,20,XS_120,1.5,,,,,2,idle,,12,think
event_trueflavor_04_e_31,40074,event_trueflavor_04_e,Monologue,crust,,Locale_SubScenario:event_trueflavor_04_e_31,False,,XS_120,XS_120,1.0,,,,,2,idle,,12,think
event_trueflavor_04_e_32,40074,event_trueflavor_04_e,Speech,ade_c,ade_c,Locale_SubScenario:event_trueflavor_04_e_32,True,,XS_120,1,1.3,,,,,2,delight,,12,think
event_trueflavor_04_e_33,40074,event_trueflavor_04_e,Monologue,ade_c,,Locale_SubScenario:event_trueflavor_04_e_33,False,,1,1,1.0,,,,,2,delight,,12,think
event_trueflavor_04_e_34,40074,event_trueflavor_04_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_e_34,True,,1,1,1.0,,,,,2,delight,,12,delight
event_trueflavor_04_e_35,40074,event_trueflavor_04_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_e_35,True,,1,1,1.0,,,,,2,delight,,12,idle
event_trueflavor_04_e_36,40074,event_trueflavor_04_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_e_36,True,,1,1,1.0,,,,,2,delight,,12,idle
event_trueflavor_04_e_37,40074,event_trueflavor_04_e,Speech,ade_c,ade_c,Locale_SubScenario:event_trueflavor_04_e_37,True,,1,1,1.0,,,,,2,idle,,12,idle
event_trueflavor_04_e_38,40074,event_trueflavor_04_e,Narration,ade_c,,Locale_SubScenario:event_trueflavor_04_e_38,False,,black,black,1.0,,sfx_scn_dishdebris,black,,2,idle,,12,idle
event_trueflavor_04_e_39,40074,event_trueflavor_04_e,Speech,ade_c,ade_c,Locale_SubScenario:event_trueflavor_04_e_39,True,,200,20,1.3,,,,,2,delight,,12,idle
event_trueflavor_04_e_40,40074,event_trueflavor_04_e,Monologue,ade_c,,Locale_SubScenario:event_trueflavor_04_e_40,False,,20,20,1.0,,,,,2,delight,,12,idle
event_trueflavor_04_e_41,40074,event_trueflavor_04_e,Speech,ade_c,ade_c,Locale_SubScenario:event_trueflavor_04_e_41,True,,20,20,1.0,,,,,2,idle,,12,idle
event_trueflavor_04_e_42,40074,event_trueflavor_04_e,Speech,ade_c,ade_c,Locale_SubScenario:event_trueflavor_04_e_42,True,,20,20,1.0,,,,,2,idle,,12,idle
event_trueflavor_04_e_43,40074,event_trueflavor_04_e,Speech,ade_c,ade_c,Locale_SubScenario:event_trueflavor_04_e_43,True,,20,20,1.0,,,,,2,idle,,12,idle
event_trueflavor_04_e_44,40074,event_trueflavor_04_e,Speech,ade_c,ade_c,Locale_SubScenario:event_trueflavor_04_e_44,True,,20,20,1.0,,,,,2,idle,,12,idle
event_trueflavor_04_e_45,40074,event_trueflavor_04_e,Speech,ade_c,ade_c,Locale_SubScenario:event_trueflavor_04_e_45,True,,20,20,1.0,,,,,2,idle,,12,idle
event_trueflavor_04_e_46,40074,event_trueflavor_04_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_e_46,True,,20,1,1.3,,,,,2,idle,,12,idle
event_trueflavor_04_e_47,40074,event_trueflavor_04_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_e_47,True,,1,1,1.0,,,,,2,idle,,12,idle
event_trueflavor_04_e_48,40074,event_trueflavor_04_e,Speech,ade_c,ade_c,Locale_SubScenario:event_trueflavor_04_e_48,True,,1,1,1.0,,,,,2,idle,,12,idle
event_trueflavor_04_e_49,40074,event_trueflavor_04_e,Speech,ade_c,ade_c,Locale_SubScenario:event_trueflavor_04_e_49,True,,1,1,1.0,,,,,2,idle,,12,idle
event_trueflavor_04_e_50,40074,event_trueflavor_04_e,Speech,ade_c,ade_c,Locale_SubScenario:event_trueflavor_04_e_50,True,,1,1,1.0,,,,,2,delight,,12,idle
event_trueflavor_04_e_51,40074,event_trueflavor_04_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_e_51,True,,1,1,1.0,,,,,2,delight,,12,idle
event_trueflavor_04_e_52,40074,event_trueflavor_04_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_e_52,True,,1,1,1.0,,,,,2,delight,,12,idle
event_trueflavor_04_e_53,40074,event_trueflavor_04_e,Speech,ade_c,ade_c,Locale_SubScenario:event_trueflavor_04_e_53,True,,1,1,1.0,,,,,2,idle,,12,idle
event_trueflavor_04_e_54,40074,event_trueflavor_04_e,Speech,ade_c,ade_c,Locale_SubScenario:event_trueflavor_04_e_54,True,,1,1,1.0,,,,,2,idle,,12,idle
event_trueflavor_04_e_55,40074,event_trueflavor_04_e,Speech,ade_c,ade_c,Locale_SubScenario:event_trueflavor_04_e_55,True,,1,1,1.0,,,,,2,idle,,12,idle
event_trueflavor_04_e_56,40074,event_trueflavor_04_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_e_56,True,,1,1,1.0,,,,,2,idle,,12,think
event_trueflavor_04_e_57,40074,event_trueflavor_04_e,Speech,ade_c,ade_c,Locale_SubScenario:event_trueflavor_04_e_57,True,,1,1,1.0,,,,,2,idle,,12,think
event_trueflavor_04_e_58,40074,event_trueflavor_04_e,Speech,ade_c,ade_c,Locale_SubScenario:event_trueflavor_04_e_58,True,,1,1,1.0,,,,,2,idle,,12,think
event_trueflavor_04_e_59,40074,event_trueflavor_04_e,Speech,ade_c,ade_c,Locale_SubScenario:event_trueflavor_04_e_59,True,,1,1,1.0,,,,,2,idle,,12,think
event_trueflavor_04_e_60,40074,event_trueflavor_04_e,Speech,ade_c,ade_c,Locale_SubScenario:event_trueflavor_04_e_60,True,,1,1,1.0,,,,,2,idle,,12,think
event_trueflavor_04_e_61,40074,event_trueflavor_04_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_e_61,True,,1,1,1.0,,,,,2,idle,,12,idle
event_trueflavor_04_e_62,40074,event_trueflavor_04_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_e_62,True,,1,1,1.0,,,,,2,idle,,12,idle
event_trueflavor_04_e_63,40074,event_trueflavor_04_e,Speech,ade_c,ade_c,Locale_SubScenario:event_trueflavor_04_e_63,True,,1,20,1.3,,,,,2,delight,,12,idle
event_trueflavor_04_e_64,40074,event_trueflavor_04_e,Speech,ade_c,ade_c,Locale_SubScenario:event_trueflavor_04_e_64,True,,20,20,1.0,,,,,2,delight,,12,idle
event_trueflavor_04_e_65,40074,event_trueflavor_04_e,Monologue,ade_c,,Locale_SubScenario:event_trueflavor_04_e_65,False,,black,black,1.0,,,,,2,delight,,12,idle
event_trueflavor_04_e_66,40074,event_trueflavor_04_e,Narration,ade_c,,Locale_SubScenario:event_trueflavor_04_e_66,False,,black,black,1.0,,sfx_scn_foodcook,,,2,idle,,12,idle
event_trueflavor_04_e_67,40074,event_trueflavor_04_e,Narration,ade_c,,Locale_SubScenario:event_trueflavor_04_e_67,False,,black,black,1.0,,sfx_scn_cook,,,2,idle,,12,idle
event_trueflavor_04_e_68,40074,event_trueflavor_04_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_e_68,True,,XS_120,XS_120,1.0,,,,,2,idle,,12,idle
event_trueflavor_04_e_69,40074,event_trueflavor_04_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_e_69,True,,XS_120,XS_120,1.0,,,,,2,idle,,12,delight
event_trueflavor_04_e_70,40074,event_trueflavor_04_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_e_70,True,,XS_120,XS_120,1.0,,,,,2,idle,,12,delight
event_trueflavor_04_e_71,40074,event_trueflavor_04_e,Self,crust,,Locale_SubScenario:event_trueflavor_04_e_71,False,,XS_120,XS_120,1.0,,,,,2,idle,,12,delight
event_trueflavor_04_e_72,40074,event_trueflavor_04_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_e_72,True,,XS_120,XS_120,1.0,,,,,2,idle,,12,idle
event_trueflavor_04_e_73,40074,event_trueflavor_04_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_e_73,False,,XS_120,XS_1200,1.3,,,,,2,idle,,12,idle
event_trueflavor_04_e_74,40074,event_trueflavor_04_e,Narration,crust,,Locale_SubScenario:event_trueflavor_04_e_74,False,,black,black,1.0,,,black,,2,idle,,12,idle
event_trueflavor_04_e_75,40074,event_trueflavor_04_e,Narration,ade_c,,Locale_SubScenario:event_trueflavor_04_e_75,False,,20,1,1.3,,sfx_scn_dishdebris,,,2,idle,,12,idle
event_trueflavor_04_e_76,40074,event_trueflavor_04_e,Speech,ade_c,ade_c,Locale_SubScenario:event_trueflavor_04_e_76,True,,1,1,1.0,,,,,2,idle,,12,idle
event_trueflavor_04_e_77,40074,event_trueflavor_04_e,Speech,ade_c,ade_c,Locale_SubScenario:event_trueflavor_04_e_77,True,,1,1,1.0,,,,,2,idle,,12,idle
event_trueflavor_04_e_78,40074,event_trueflavor_04_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_e_78,True,,1,XS_120,1.3,,,,,2,idle,,12,idle
event_trueflavor_04_e_79,40074,event_trueflavor_04_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_e_79,True,,XS_120,XS_120,1.0,,,,,2,idle,,12,idle
event_trueflavor_04_e_80,40074,event_trueflavor_04_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_e_80,True,,XS_120,XS_120,1.0,,,,,2,idle,,12,delight
event_trueflavor_04_e_81,40074,event_trueflavor_04_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_e_81,True,,XS_120,XS_1200,1.0,,,,,2,idle,,12,delight
event_trueflavor_04_e_82,40074,event_trueflavor_04_e,Speech,ade_c,ade_c,Locale_SubScenario:event_trueflavor_04_e_82,True,,XS_1200,1,1.5,,,,,2,delight,,12,delight
event_trueflavor_04_e_83,40074,event_trueflavor_04_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_e_83,True,,1,1,1.0,,,,,2,delight,,12,delight
event_trueflavor_04_e_84,40074,event_trueflavor_04_e,Speech,ade_c,ade_c,Locale_SubScenario:event_trueflavor_04_e_84,True,,1,1,1.0,,,,,2,delight,,12,delight
event_trueflavor_04_e_85,40074,event_trueflavor_04_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_e_85,True,,1,1,1.0,,,,,2,delight,,12,delight
event_trueflavor_04_e_86,40074,event_trueflavor_04_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_e_86,True,,1,XS_120,1.3,none,,,,2,delight,,12,delight
event_trueflavor_04_e_87,40074,event_trueflavor_04_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_e_87,True,,XS_120,XS_120,1.0,,,,,2,delight,,12,special
event_trueflavor_04_e_88,40074,event_trueflavor_04_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_e_88,False,,XS_120,XS_1200,1.3,,,,,2,delight,,12,special
