id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,set_filter_02,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,play_sound,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id
event_unbreakablesphere2_01_s_21,40076,event_unbreakablesphere2_01_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_01_s_21,True,,S_10,S_10,1.0,,Grey,Vignetting,,,1,idle,,,,,,,,,,,,,,
event_unbreakablesphere2_01_s_22,40076,event_unbreakablesphere2_01_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_01_s_22,True,TreeOfWater,black,black,1.0,,Grey,Vignetting,,,1,idle,cinderella,,,,,,,,,,,,,
event_unbreakablesphere2_01_s_23,40076,event_unbreakablesphere2_01_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_01_s_23,True,,1,1,1.0,,Grey,Vignetting,,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_01_s_24,40076,event_unbreakablesphere2_01_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_01_s_24,True,,1,1,1.0,,Grey,Vignetting,,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_01_s_25,40076,event_unbreakablesphere2_01_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_01_s_25,True,,1,10,1.0,,Grey,Vignetting,,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_01_s_26,40076,event_unbreakablesphere2_01_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_01_s_26,True,,10,10,1.0,,Grey,Vignetting,,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_01_s_27,40076,event_unbreakablesphere2_01_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_01_s_27,True,RestArea,10,10,1.0,,Grey,Vignetting,,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_01_s_28,40076,event_unbreakablesphere2_01_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_01_s_28,True,BubbleMaker,10,10,1.0,,Grey,Vignetting,,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_01_s_29,40076,event_unbreakablesphere2_01_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_01_s_29,True,,10,10,1.0,,Grey,Vignetting,,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_01_s_30,40076,event_unbreakablesphere2_01_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_01_s_30,True,EventScene_unbreakablesphere_04,10,10,1.0,,Grey,Vignetting,,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_01_s_31,40076,event_unbreakablesphere2_01_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_01_s_31,True,,10,1,1.0,,Grey,Vignetting,,,,,,sfx_scn_remotesignal,,,,,,,,,,,,
event_unbreakablesphere2_01_s_32,40076,event_unbreakablesphere2_01_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_01_s_32,True,,1,1,1.0,,Grey,Vignetting,,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_01_s_33,40076,event_unbreakablesphere2_01_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_01_s_33,True,,1,1,1.0,,Grey,Vignetting,,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_01_s_34,40076,event_unbreakablesphere2_01_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_01_s_34,True,,1,1,1.0,,Grey,Vignetting,,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_01_s_35,40076,event_unbreakablesphere2_01_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_01_s_35,True,,1,1,1.0,,Grey,Vignetting,,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_01_s_36,40076,event_unbreakablesphere2_01_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_01_s_36,True,,1,1,1.0,,Grey,Vignetting,,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_01_s_37,40076,event_unbreakablesphere2_01_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_01_s_37,True,,1,1,1.0,,Grey,Vignetting,,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_01_s_38,40076,event_unbreakablesphere2_01_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_01_s_38,True,,1,1,1.0,,Grey,Vignetting,,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_01_s_39,40076,event_unbreakablesphere2_01_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_01_s_39,True,,1,1,1.0,,Grey,Vignetting,,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_01_s_40,40076,event_unbreakablesphere2_01_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_01_s_40,True,,1,1,1.0,,Grey,Vignetting,,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_01_s_41,40076,event_unbreakablesphere2_01_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_01_s_41,True,TreeOfWater,black,black,1.0,,Grey,Vignetting,,,,,,,,,,,,,,,,,,
event_unbreakablesphere2_01_s_42,40076,event_unbreakablesphere2_01_s,Speech,yuni_n,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_01_s_42,True,,1,7,3.0,,,Vignetting,,,,,,,yuni_n,7,idle,mihara_b,5,idle,mori,3,idle,,,
event_unbreakablesphere2_01_s_43,40076,event_unbreakablesphere2_01_s,Speech,yuni_n,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_01_s_43,True,,7,7,1.0,,,Vignetting,,,,,,,,7,idle,,5,idle,,3,idle,,,
event_unbreakablesphere2_01_s_44,40076,event_unbreakablesphere2_01_s,Speech,mihara_b,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_01_s_44,False,,7,5,1.5,,,Vignetting,,littlemermaid,1,delight,,,,7,idle,,5,idle,,3,idle,,,
event_unbreakablesphere2_01_s_45,40076,event_unbreakablesphere2_01_s,Speech,mihara_b,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_01_s_45,False,,5,5,1.0,,,Vignetting,,,1,delight,,,,7,idle,,5,idle,,3,idle,,,
event_unbreakablesphere2_01_s_46,40076,event_unbreakablesphere2_01_s,Speech,mihara_b,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_01_s_46,False,,5,5,1.0,,,Vignetting,,,1,delight,,,,7,idle,,5,idle,,3,idle,,,
event_unbreakablesphere2_01_s_47,40076,event_unbreakablesphere2_01_s,Speech,mori,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_01_s_47,False,,5,3,1.5,,,Vignetting,,,1,delight,,,,7,idle,,5,idle,,3,idle,,,
event_unbreakablesphere2_01_s_48,40076,event_unbreakablesphere2_01_s,Speech,mori,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_01_s_48,False,,3,3,1.0,,,Vignetting,,,1,delight,,,,7,idle,,5,idle,,3,idle,,,
event_unbreakablesphere2_01_s_49,40076,event_unbreakablesphere2_01_s,Speech,mori,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_01_s_49,False,,3,3,1.0,,,Vignetting,,,1,delight,,,,7,idle,,5,idle,,3,idle,,,
event_unbreakablesphere2_01_s_50,40076,event_unbreakablesphere2_01_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_01_s_50,False,TreeOfWater_r,3,1,1.5,,,Vignetting,,,1,delight,,,,7,idle,,5,idle,,3,idle,yuni_n,mihara_b,mori
event_unbreakablesphere2_01_s_51,40076,event_unbreakablesphere2_01_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_01_s_51,False,,1,1,1.0,,,Vignetting,,,1,delight,,,,,,,,,,,,,,
event_unbreakablesphere2_01_s_52,40076,event_unbreakablesphere2_01_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_01_s_52,False,,1,L_10,1.0,,,Vignetting,,,1,delight,,,,,,,,,,,,,,
event_unbreakablesphere2_01_s_53,40076,event_unbreakablesphere2_01_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_01_s_53,True,,L_10,L_100,1.0,,,Vignetting,,,1,delight,,,,,,,,,,,,,,
event_unbreakablesphere2_01_s_54,40076,event_unbreakablesphere2_01_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere2_01_s_54,True,Hospital,black,black,1.0,none,,Vignetting,,mori,1,delight,littlemermaid,,mana,3,idle,,,,,,,,,
event_unbreakablesphere2_01_s_55,40076,event_unbreakablesphere2_01_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_01_s_55,True,,S_10,S_100,1.0,,,,,,1,idle,,,,3,idle,,,,,,,,,
event_unbreakablesphere2_01_s_56,40076,event_unbreakablesphere2_01_s,Narration,mori,,Locale_MainScenario:event_unbreakablesphere2_01_s_56,False,,S_100,S_100,1.0,,,,,,1,idle,,,,3,idle,,,,,,,,,
event_unbreakablesphere2_01_s_57,40076,event_unbreakablesphere2_01_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_01_s_57,True,,S_100,S_10,1.0,,,,,,1,idle,,,,3,idle,,,,,,,,,
event_unbreakablesphere2_01_s_58,40076,event_unbreakablesphere2_01_s,Narration,mori,,Locale_MainScenario:event_unbreakablesphere2_01_s_58,False,,S_10,S_10,1.0,,,,,,1,idle,,,,3,idle,,,,,,,,,
event_unbreakablesphere2_01_s_59,40076,event_unbreakablesphere2_01_s,Speech,mana,mana,Locale_MainScenario:event_unbreakablesphere2_01_s_59,True,,S_10,31,1.0,,,,,,1,idle,,,,3,idle,,,,,,,,,
event_unbreakablesphere2_01_s_60,40076,event_unbreakablesphere2_01_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_01_s_60,False,,31,31,1.0,,,,,,1,idle,,,,3,idle,,,,,,,,,
event_unbreakablesphere2_01_s_61,40076,event_unbreakablesphere2_01_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere2_01_s_61,True,,31,31,1.0,,,,,,1,think,,,,3,idle,,,,,,,,,
event_unbreakablesphere2_01_s_62,40076,event_unbreakablesphere2_01_s,Speech,mana,mana,Locale_MainScenario:event_unbreakablesphere2_01_s_62,True,,31,3,1.0,,,,,,1,think,,,,3,idle,,,,,,,,,
event_unbreakablesphere2_01_s_63,40076,event_unbreakablesphere2_01_s,Speech,mana,mana,Locale_MainScenario:event_unbreakablesphere2_01_s_63,True,,3,30,1.0,,,,,,1,think,,,,3,idle,,,,,,,,,
