id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,characters/0/hide_char_id,play_sound,set_camera_shake,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/9/show_char_id,characters/9/set_char_position,characters/9/set_char_anim,characters/9/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id
event_exnii2_07_e_11,40071,event_exnii2_07_e,Speech,liter,liter,Locale_SubScenario:event_exnii2_07_e_11,True,,,,,event_exnii_talk_05,event_exnii_talk_05,1.0,,,,,,,1,angry,,13,sorrow,,OP_centerup,idle,ce005_01_op_c,,,,,,,,,,
event_exnii2_07_e_12,40071,event_exnii2_07_e,Speech,helm,helm,Locale_SubScenario:event_exnii2_07_e_12,True,,,,,event_exnii_talk_05,10,1.0,,,,,,,1,angry,,13,sorrow,,,,,,,,,,,,,,
event_exnii2_07_e_13,40071,event_exnii2_07_e,Narration,,,Locale_SubScenario:event_exnii2_07_e_13,False,,,,EventScene_ce005_06_3,1,event_exnii2_09,1.0,,black,,sfx_scn_hitexplosion,Low_2,,1,angry,,13,sorrow,,,,,helm,liter,,,,,,,,
event_exnii2_07_e_14,40071,event_exnii2_07_e,Narration,,,Locale_SubScenario:event_exnii2_07_e_14,False,,,,EventScene_ce005_06_4,event_exnii2_09,event_exnii2_08,1.0,,,,,Low_2,,,,,,,,,,,,,,,,,,,,
event_exnii2_07_e_15,40071,event_exnii2_07_e,Narration,,,Locale_SubScenario:event_exnii2_07_e_15,False,,,,,event_exnii2_08,event_exnii2_08,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_exnii2_07_e_16,40071,event_exnii2_07_e,Speech,,ce004_03_03_op_r,Locale_SubScenario:event_exnii2_07_e_16,True,,,,,event_exnii2_08,event_exnii2_08,1.0,,,,,,,,,,,,,,,,,,ce004_03_03_op_r,OP_rightup,surprise,,,,,
event_exnii2_07_e_17,40071,event_exnii2_07_e,Speech,,ce004_01,Locale_SubScenario:event_exnii2_07_e_17,True,ce005_02_01_op_l,OP_leftup,idle,,event_exnii2_08,event_exnii2_08,1.0,,,,,,,,,,,,,,,,,,,OP_rightup,surprise,,,,,
event_exnii2_07_e_18,40071,event_exnii2_07_e,Narration,,,Locale_SubScenario:event_exnii2_07_e_18,False,,OP_leftup,idle,,black,black,1.0,,,ce005_02_01_op_l,,Low_2,,,,,,,,,,,,,,OP_rightup,surprise,ce004_03_03_op_r,,,,
event_exnii2_07_e_19,40071,event_exnii2_07_e,Speech,,ce004_03_03_op_r,Locale_SubScenario:event_exnii2_07_e_19,True,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,ce004_03_03_op_r,OP_rightup,angry,,,,,
event_exnii2_07_e_20,40071,event_exnii2_07_e,Speech,ce005_03_op,ce005_03_op,Locale_SubScenario:event_exnii2_07_e_20,True,ce005_03_op,OP_leftup,angry,AAAWunder_2,1,1,1.0,,black,,,,,,,,,,,,,,,,,OP_rightup,angry,,,,,
event_exnii2_07_e_21,40071,event_exnii2_07_e,Narration,,,Locale_SubScenario:event_exnii2_07_e_21,False,,OP_leftup,angry,,black,black,1.0,,,ce005_03_op,sfx_scn_cannontrigger,,,,,,,,,,,,,,,OP_rightup,angry,ce004_03_03_op_r,,,,
event_exnii2_07_e_22,40071,event_exnii2_07_e,Narration,,,Locale_SubScenario:event_exnii2_07_e_22,False,,,,,black,black,1.0,,,,sfx_scn_cannonbeam,Low_2,,,,,,,,,,,,,,,,,,,,
event_exnii2_07_e_23,40071,event_exnii2_07_e,Narration,,,Locale_SubScenario:event_exnii2_07_e_23,False,,,,,1,1,1.0,,,,sfx_scn_bigwaterpillar,Low_2,,,,,,,,,,,,,,,,,,,,
event_exnii2_07_e_24,40071,event_exnii2_07_e,Self,,,Locale_SubScenario:event_exnii2_07_e_24,False,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_exnii2_07_e_25,40071,event_exnii2_07_e,Narration,,,Locale_SubScenario:event_exnii2_07_e_25,False,,,,EventScene_ce005_01_3,1,event_exnii1_04,1.0,,black,,sfx_scn_evagrowling,Low_2,,,,,,,,,,,,,,,,,,,,
event_exnii2_07_e_26,40071,event_exnii2_07_e,Narration,,,Locale_SubScenario:event_exnii2_07_e_26,False,,,,,event_exnii1_04,event_exnii1_04,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_exnii2_07_e_27,40071,event_exnii2_07_e,Speech,ce005_02_01_op_l,ce004_01,Locale_SubScenario:event_exnii2_07_e_27,True,ce005_02_01_op_l,OP_leftup,pain,,event_exnii1_04,event_exnii1_04,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_exnii2_07_e_28,40071,event_exnii2_07_e,Speech,ce004_03_03_op_r,ce004_03_03_op_r,Locale_SubScenario:event_exnii2_07_e_28,True,,OP_leftup,pain,,event_exnii1_04,event_exnii1_04,1.0,,,,,,,,,,,,,,,,,,ce004_03_03_op_r,OP_rightup,angry,,,,,
event_exnii2_07_e_29,40071,event_exnii2_07_e,Speech,ce005_02_01_op_l,ce004_01,Locale_SubScenario:event_exnii2_07_e_29,True,,OP_leftup,pain,EventScene_ce005_01_5,1,1,1.0,,black,,,,,,,,,,,,,,,,,OP_rightup,angry,,,,,
event_exnii2_07_e_30,40071,event_exnii2_07_e,Speech,ce005_02_01_op_l,ce004_01,Locale_SubScenario:event_exnii2_07_e_30,True,,OP_leftup,pain,,1,1,1.0,,,,,,,,,,,,,,,,,,,OP_rightup,angry,,,,,
event_exnii2_07_e_31,40071,event_exnii2_07_e,Speech,ce004_03_03_op_r,ce004_03_03_op_r,Locale_SubScenario:event_exnii2_07_e_31,True,,OP_leftup,pain,,1,1,1.0,,,,,,,,,,,,,,,,,,,OP_rightup,angry,,,,,
event_exnii2_07_e_32,40071,event_exnii2_07_e,Speech,ce005_02_01_op_l,ce004_01,Locale_SubScenario:event_exnii2_07_e_32,True,,OP_leftup,pain,,1,1,1.0,,,ce005_02_01_op_l,,,,,,,,,,,,,,,,OP_rightup,angry,,,,,
event_exnii2_07_e_33,40071,event_exnii2_07_e,Speech,helm_op_l,helm_op_l,Locale_SubScenario:event_exnii2_07_e_33,True,,,,,1,1,1.0,,,,,,,,,,,,helm_op_l,OP_leftup,idle,,,,,OP_rightup,angry,,,,,
event_exnii2_07_e_34,40071,event_exnii2_07_e,Speech,helm,helm,Locale_SubScenario:event_exnii2_07_e_34,True,,,,EzsUp_r,1,10,1.0,,black,,,,helm,1,"expression_0,angry",liter,13,surprise,,OP_leftup,idle,helm_op_l,,,,OP_rightup,angry,ce004_03_03_op_r,,,,
event_exnii2_07_e_35,40071,event_exnii2_07_e,Narration,,,Locale_SubScenario:event_exnii2_07_e_35,False,,,,,black,black,1.0,,,,sfx_scn_admirestartup,Poli_1,,1,angry,,13,surprise,,,,,,,,,,,,,,
event_exnii2_07_e_36,40071,event_exnii2_07_e,Speech,liter,liter,Locale_SubScenario:event_exnii2_07_e_36,True,,,,,event_exnii_talk_05,event_exnii_talk_05,1.0,,,,,,,1,angry,,13,surprise,,,,,,,,,,,,,,
event_exnii2_07_e_37,40071,event_exnii2_07_e,Speech,helm,helm,Locale_SubScenario:event_exnii2_07_e_37,True,,,,,event_exnii_talk_05,1,1.0,,,,,,,1,angry,,13,surprise,,,,,,,,,,,,,,
event_exnii2_07_e_38,40071,event_exnii2_07_e,Narration,,,Locale_SubScenario:event_exnii2_07_e_38,False,,,,,black,black,1.0,,,,sfx_scn_shipcrosssea,,,1,angry,,13,surprise,,,,,,liter,,,,,,,,
event_exnii2_07_e_39,40071,event_exnii2_07_e,Speech,helm,helm,Locale_SubScenario:event_exnii2_07_e_39,True,,,,,1,1,1.0,,,,,,,1,angry,,,,,,,,,,,,,,,,,
event_exnii2_07_e_40,40071,event_exnii2_07_e,Speech,helm,helm,Locale_SubScenario:event_exnii2_07_e_40,True,,,,,1,1,1.0,,,,,,,1,angry,,,,,,,,,,,,,,,,,
event_exnii2_07_e_41,40071,event_exnii2_07_e,Speech,ce005_01_op,ce005_01_op,Locale_SubScenario:event_exnii2_07_e_41,True,,,,,1,1,1.0,,,,,,,1,angry,,,,ce005_01_op,OP_leftup,idle,,,,,,,,,,,
event_exnii2_07_e_42,40071,event_exnii2_07_e,Speech,ce005_01_op,ce005_01_op,Locale_SubScenario:event_exnii2_07_e_42,True,,,,,1,1,1.0,,,,,,,1,angry,,,,,OP_leftup,idle,,,,,,,,,,,
event_exnii2_07_e_43,40071,event_exnii2_07_e,Narration,,,Locale_SubScenario:event_exnii2_07_e_43,False,,,,,1,1,1.0,,black,,sfx_scn_shipcrosssea,,,1,angry,,,,,OP_leftup,idle,ce005_01_op,helm,,,,,,,,,
event_exnii2_07_e_44,40071,event_exnii2_07_e,Speech,ce005_02_01_op_l,ce004_01,Locale_SubScenario:event_exnii2_07_e_44,True,ce005_02_01_op_l,OP_leftup,delight,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_exnii2_07_e_45,40071,event_exnii2_07_e,Self,,,Locale_SubScenario:event_exnii2_07_e_45,False,,OP_leftup,delight,EventScene_ce005_01_3,event_exnii1_04,event_exnii1_04,1.0,event_bgm_ce005_vixisanc,black,ce005_02_01_op_l,,,,,,,,,,,,,,,,,,,,,,
event_exnii2_07_e_46,40071,event_exnii2_07_e,Narration,,,Locale_SubScenario:event_exnii2_07_e_46,False,,,,,event_exnii1_04,event_exnii1_04,1.0,,,,sfx_scn_antifield,,,,,,,,,,,,,,,,,,,,,
event_exnii2_07_e_47,40071,event_exnii2_07_e,Speech,,ce004_01,Locale_SubScenario:event_exnii2_07_e_47,True,ce005_02_01_op_l,OP_leftup,battle,EventScene_ce005_06_3,100,event_exnii2_09,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_exnii2_07_e_48,40071,event_exnii2_07_e,Speech,,ce004_03_03_op,Locale_SubScenario:event_exnii2_07_e_48,True,,OP_leftup,battle,,event_exnii2_09,event_exnii2_09,1.0,,,,,,,,,,,,,,,,,,ce004_03_03_op_r,OP_rightup,go,,,,,
event_exnii2_07_e_49,40071,event_exnii2_07_e,Narration,,,Locale_SubScenario:event_exnii2_07_e_49,False,,OP_leftup,battle,,event_exnii2_09,event_exnii2_09,1.0,,,ce005_02_01_op_l,,,,,,,,,,,,,,,,OP_rightup,go,ce004_03_03_op_r,,,,
event_exnii2_07_e_50,40071,event_exnii2_07_e,Narration,,,Locale_SubScenario:event_exnii2_07_e_50,False,,,,EventScene_ce005_06_5,event_exnii2_09,event_exnii2_09,1.0,,black,,,Low_2,,,,,,,,,,,,,,,,,,,,
event_exnii2_07_e_51,40071,event_exnii2_07_e,Narration,,,Locale_SubScenario:event_exnii2_07_e_51,False,,,,,black,black,1.0,,,,,Low_2,,,,,,,,,,,,,,,,,,,,
event_exnii2_07_e_52,40071,event_exnii2_07_e,Speech,ce005_01_op,ce005_01_op,Locale_SubScenario:event_exnii2_07_e_52,True,,,,EzsUp_r,1,1,1.0,,black,,,,helm,1,angry,,,,ce005_01_op,OP_leftup,idle,,,,,,,,,,,
event_exnii2_07_e_53,40071,event_exnii2_07_e,Speech,helm,helm,Locale_SubScenario:event_exnii2_07_e_53,True,,,,,1,1,1.0,,,,,,,1,angry,,,,,OP_leftup,idle,ce005_01_op,,,,,,,,,,
event_exnii2_07_e_54,40071,event_exnii2_07_e,Speech,helm,helm,Locale_SubScenario:event_exnii2_07_e_54,True,,,,,1,1,1.0,,,,,,,1,angry,,,,,,,,,,,,,,,,,
event_exnii2_07_e_55,40071,event_exnii2_07_e,Speech,helm,helm,Locale_SubScenario:event_exnii2_07_e_55,True,,,,,1,1,1.0,,,,,,,1,angry,,,,,,,,,,,,,,,,,
event_exnii2_07_e_56,40071,event_exnii2_07_e,Narration,,,Locale_SubScenario:event_exnii2_07_e_56,False,,,,,black,black,1.0,,,,,,,1,angry,,,,,,,,,,,,,,,,,
event_exnii2_07_e_57,40071,event_exnii2_07_e,Speech,ce005_01_op,ce005_01_op,Locale_SubScenario:event_exnii2_07_e_57,True,,,,,1,1,1.0,,,,,,,1,angry,,,,ce005_01_op,OP_leftup,battle,,,,,,,,,,,
event_exnii2_07_e_58,40071,event_exnii2_07_e,Speech,helm,helm,Locale_SubScenario:event_exnii2_07_e_58,True,,,,,1,1,1.0,,,,,,,1,"expression_0,angry",,,,,OP_leftup,battle,ce005_01_op,,,,,,,,,,
event_exnii2_07_e_59,40071,event_exnii2_07_e,Speech,,unknown,Locale_SubScenario:event_exnii2_07_e_59,False,,,,EventScene_ce005_02_3,1,1,1.0,,black,,sfx_scn_evadebris,Low_2_Loop,,1,angry,,,,,,,,helm,,,,,,,,,
event_exnii2_07_e_60,40071,event_exnii2_07_e,Narration,,,Locale_SubScenario:event_exnii2_07_e_60,False,,,,,1,1,1.0,,,,,none,,,,,,,,,,,,,,,,,,,,
event_exnii2_07_e_61,40071,event_exnii2_07_e,Speech,anis,anis,Locale_SubScenario:event_exnii2_07_e_61,True,rapi,5,worry,RedOcean_s_2,5,3,1.0,,black,,,,anis,3,worry,neon,1,surprise,,,,,,,,,,,,,,
event_exnii2_07_e_62,40071,event_exnii2_07_e,Speech,neon,neon,Locale_SubScenario:event_exnii2_07_e_62,True,,5,worry,,3,event_exnii_talk_04,1.0,,,,,,,3,worry,,1,surprise,,,,,,,,,,,,,,
event_exnii2_07_e_63,40071,event_exnii2_07_e,Speech,anis,anis,Locale_SubScenario:event_exnii2_07_e_63,True,,5,worry,,event_exnii_talk_04,event_exnii_talk_04,1.0,,,,,,,3,worry,,1,surprise,,,,,,,,,,,,,,
event_exnii2_07_e_64,40071,event_exnii2_07_e,Speech,neon,neon,Locale_SubScenario:event_exnii2_07_e_64,True,,5,worry,,event_exnii_talk_04,event_exnii_talk_04,1.0,,,,,,,3,worry,,1,surprise,,,,,,,,,,,,,,
event_exnii2_07_e_65,40071,event_exnii2_07_e,Monologue,,,Locale_SubScenario:event_exnii2_07_e_65,False,,5,worry,RedOcean_s_2,redhood_goodbye_01,redhood_goodbye_01,1.0,,black,rapi,,,,3,worry,,1,surprise,,,,,anis,neon,,,,,,,,
event_exnii2_07_e_66,40071,event_exnii2_07_e,Speech,ce004_03_03_op_r,ce004_03_03_op_r,Locale_SubScenario:event_exnii2_07_e_66,True,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,ce004_03_03_op_r,OP_rightup,idle,,,,,
event_exnii2_07_e_67,40071,event_exnii2_07_e,Speech,ce005_02_01,ce004_01,Locale_SubScenario:event_exnii2_07_e_67,True,,,,none,1,1,1.0,,black,,,,,,,,,,,,,,,,,OP_rightup,idle,ce004_03_03_op_r,,,,
event_exnii2_07_e_68,40071,event_exnii2_07_e,Speech,ce005_02_01,ce004_01,Locale_SubScenario:event_exnii2_07_e_68,True,,,,,1,1,1.0,,,,,,ce005_02_01,1,think,,,,,,,,,,,,,,,,,
event_exnii2_07_e_69,40071,event_exnii2_07_e,Speech,ce005_02_01,ce004_01,Locale_SubScenario:event_exnii2_07_e_69,True,,,,,1,1,1.0,,,,,,,1,think,,,,,,,,,,,,,,,,,
event_exnii2_07_e_70,40071,event_exnii2_07_e,Narration,,,Locale_SubScenario:event_exnii2_07_e_70,False,,,,,black,black,1.0,,,,,,,1,think,,,,,,,,ce005_02_01,,,,,,,,,
event_exnii2_07_e_71,40071,event_exnii2_07_e,Narration,,,Locale_SubScenario:event_exnii2_07_e_71,False,,,,RedOcean_s_2,event_exnii2_06,event_exnii2_06,1.0,,black,,,,,,,,,,,,,,,,,,,,,,,
event_exnii2_07_e_72,40071,event_exnii2_07_e,Speech,rapi,rapi,Locale_SubScenario:event_exnii2_07_e_72,True,,,,,event_exnii2_06,event_exnii2_06,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_exnii2_07_e_73,40071,event_exnii2_07_e,Speech,anis,anis,Locale_SubScenario:event_exnii2_07_e_73,True,,,,,event_exnii2_06,event_exnii2_06,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_exnii2_07_e_74,40071,event_exnii2_07_e,Speech,neon,neon,Locale_SubScenario:event_exnii2_07_e_74,True,,,,,event_exnii2_06,event_exnii2_06,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_exnii2_07_e_75,40071,event_exnii2_07_e,Speech,ce004_03_03_op_r,ce004_03_03_op_r,Locale_SubScenario:event_exnii2_07_e_75,True,,,,,event_exnii2_06,event_exnii2_06,1.0,,,,,,,,,,,,,,,,,,ce004_03_03_op_r,OP_rightup,idle,,,,,
event_exnii2_07_e_76,40071,event_exnii2_07_e,Speech,ce004_03_03_op_r,ce004_03_03_op_r,Locale_SubScenario:event_exnii2_07_e_76,True,,,,,event_exnii2_06,event_exnii2_06,1.0,,,,,,,,,,,,,,,,,,,OP_rightup,idle,,,,,
event_exnii2_07_e_77,40071,event_exnii2_07_e,Self,ce004_03_03_op_r,,Locale_SubScenario:event_exnii2_07_e_77,False,,,,,event_exnii2_06,event_exnii2_06,1.0,,,,,,,,,,,,,,,,,,,OP_rightup,idle,,,,,
event_exnii2_07_e_78,40071,event_exnii2_07_e,Self,ce004_03_03_op_r,,Locale_SubScenario:event_exnii2_07_e_78,False,,,,,event_exnii2_06,event_exnii2_06,1.0,,,,,,,,,,,,,,,,,,,OP_rightup,idle,,,,,
event_exnii2_07_e_79,40071,event_exnii2_07_e,Self,ce004_03_03_op_r,,Locale_SubScenario:event_exnii2_07_e_79,False,,,,,event_exnii2_06,event_exnii2_06,1.0,,,,,,,,,,,,,,,,,,,OP_rightup,idle,,,,,
event_exnii2_07_e_80,40071,event_exnii2_07_e,Speech,ce004_03_03_op_r,ce004_03_03_op_r,Locale_SubScenario:event_exnii2_07_e_80,True,,,,,event_exnii2_06,event_exnii2_06,1.0,,,,,,,,,,,,,,,,,,,OP_rightup,go,,,,,
event_exnii2_07_e_81,40071,event_exnii2_07_e,Speech,ce004_03_03_op_r,ce004_03_03_op_r,Locale_SubScenario:event_exnii2_07_e_81,True,,,,,event_exnii2_06,event_exnii2_06,1.0,,,,,,,,,,,,,,,,,,,OP_rightup,go,,,,,
event_exnii2_07_e_82,40071,event_exnii2_07_e,Speech,ce004_03_03_op_r,ce004_03_03_op_r,Locale_SubScenario:event_exnii2_07_e_82,True,,,,EventScene_ce005_04_1,1,1,1.0,,,,,,,,,,,,,,,,,,,OP_rightup,go,,,,,
event_exnii2_07_e_83,40071,event_exnii2_07_e,Speech,,anis,Locale_SubScenario:event_exnii2_07_e_83,True,,,,,1,XS_30,1.0,,white,,,,,,,,,,,,,,,,,OP_rightup,go,ce004_03_03_op_r,,,,
event_exnii2_07_e_84,40071,event_exnii2_07_e,Speech,,neon,Locale_SubScenario:event_exnii2_07_e_84,True,,,,,XS_30,XS_30,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_exnii2_07_e_85,40071,event_exnii2_07_e,Speech,,pepper,Locale_SubScenario:event_exnii2_07_e_85,True,,,,,XS_30,XS_10,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_exnii2_07_e_86,40071,event_exnii2_07_e,Speech,,pepper,Locale_SubScenario:event_exnii2_07_e_86,True,,,,,XS_10,XS_10,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_exnii2_07_e_87,40071,event_exnii2_07_e,Speech,,ce005_03,Locale_SubScenario:event_exnii2_07_e_87,True,,,,,XS_10,XS_10,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_exnii2_07_e_88,40071,event_exnii2_07_e,Speech,,ce005_03,Locale_SubScenario:event_exnii2_07_e_88,True,,,,,XS_10,XS_10,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_exnii2_07_e_89,40071,event_exnii2_07_e,Speech,,ce005_03,Locale_SubScenario:event_exnii2_07_e_89,True,,,,,XS_10,XS_10,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_exnii2_07_e_90,40071,event_exnii2_07_e,Speech,,ce005_01,Locale_SubScenario:event_exnii2_07_e_90,True,,,,,XS_10,XS_10,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_exnii2_07_e_91,40071,event_exnii2_07_e,Speech,,pepper,Locale_SubScenario:event_exnii2_07_e_91,True,,,,,XS_10,XS_10,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_exnii2_07_e_92,40071,event_exnii2_07_e,Speech,,pepper,Locale_SubScenario:event_exnii2_07_e_92,True,,,,,XS_10,XS_10,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_exnii2_07_e_93,40071,event_exnii2_07_e,Narration,ce005_01,,Locale_SubScenario:event_exnii2_07_e_93,True,,,,EzsUp,13,13,1.0,,white,,,,rapi,5,delight,anis,3,shy,ce005_01,13,delight,,,,,,,,,,,
event_exnii2_07_e_94,40071,event_exnii2_07_e,Speech,ce005_01,ce005_01,Locale_SubScenario:event_exnii2_07_e_94,True,,,,,13,13,1.0,,,,,,,5,delight,,3,shy,,13,delight,,,,,,,,,,,
event_exnii2_07_e_95,40071,event_exnii2_07_e,Speech,ce005_01,ce005_01,Locale_SubScenario:event_exnii2_07_e_95,True,,,,,13,13,1.0,,,,,,,5,delight,,3,shy,,13,delight,,,,,,,,,,,
event_exnii2_07_e_96,40071,event_exnii2_07_e,Self,ce005_01,,Locale_SubScenario:event_exnii2_07_e_96,False,,,,,13,13,1.0,,,,,,,5,delight,,3,shy,,13,delight,,,,,,,,,,,
event_exnii2_07_e_97,40071,event_exnii2_07_e,Speech,ce004_03_03_op_r,ce004_03_03_op_r,Locale_SubScenario:event_exnii2_07_e_97,True,,,,,13,13,1.0,,,,,,,5,delight,,3,shy,,13,delight,ce005_01,,,ce004_03_03_op_r,OP_rightup,go,,,,,
event_exnii2_07_e_98,40071,event_exnii2_07_e,Speech,anis,anis,Locale_SubScenario:event_exnii2_07_e_98,True,,,,,13,event_exnii_talk_01,1.0,,,,,,,5,delight,,3,shy,,,,,,,,OP_rightup,go,,,,,
event_exnii2_07_e_99,40071,event_exnii2_07_e,Speech,ce004_03_03_op_r,ce004_03_03_op_r,Locale_SubScenario:event_exnii2_07_e_99,True,,,,,event_exnii_talk_01,event_exnii_talk_01,1.0,,,,,,,5,delight,,3,shy,,,,,,,,OP_rightup,go,,,,,
event_exnii2_07_e_100,40071,event_exnii2_07_e,Narration,,,Locale_SubScenario:event_exnii2_07_e_100,False,,,,,black,black,1.0,,white,,sfx_scn_spellteleport,,,5,delight,,3,shy,,,,,rapi,anis,,OP_rightup,go,ce004_03_03_op_r,,,,
event_exnii2_07_e_101,40071,event_exnii2_07_e,Narration,,,Locale_SubScenario:event_exnii2_07_e_101,False,,,,,black,black,1.0,,,,sfx_scn_memorynoise,,,,,,,,,,,,,,,,,,,,,
event_exnii2_07_e_102,40071,event_exnii2_07_e,Narration,,,Locale_SubScenario:event_exnii2_07_e_102,False,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_exnii2_07_e_103,40071,event_exnii2_07_e,Speech,ce004_03_03,ce004_03_03,Locale_SubScenario:event_exnii2_07_e_103,True,,,,RedOcean_s_hole,black,black,1.0,,black,,,,,,,,,,ce005_01,13,idle,,,,ce004_03_03,3,idle,,ce005_03,15,sad,
event_exnii2_07_e_104,40071,event_exnii2_07_e,Speech,ce005_02_01,ce004_01,Locale_SubScenario:event_exnii2_07_e_104,True,,,,,10,1,1.0,,,,,,ce005_02_01,1,idle,,,,,13,idle,,,,,3,idle,,,15,sad,
event_exnii2_07_e_105,40071,event_exnii2_07_e,Speech,ce005_02_01,ce004_01,Locale_SubScenario:event_exnii2_07_e_105,True,,,,,1,event_exnii_talk_14,1.0,,,,,,,1,think,,,,,13,idle,,,,,3,idle,,,15,sad,
event_exnii2_07_e_106,40071,event_exnii2_07_e,Speech,ce004_03_03,ce004_03_03,Locale_SubScenario:event_exnii2_07_e_106,True,,,,,event_exnii_talk_14,event_exnii_talk_14,1.0,,,,,,,1,think,,,,,13,idle,,,,,3,delight,,,15,idle,
