id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/1/hide_char_id,characters/2/hide_char_id,play_sound,effects/0/play_effect_id,effects/0/set_effect_position,effects/0/is_effect_movable,effects/0/stop_effect_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
event_miraclesnow1_01_e_19,40003,event_miraclesnow1_01_e,Speech,Locale_SubScenario:event_miraclesnow1_01_e_19,True,,1,sad,,13,surprise,,,,,113,113,1.0,,sugar,sugar,,,,,,,,,,,
event_miraclesnow1_01_e_20,40003,event_miraclesnow1_01_e,Speech,Locale_SubScenario:event_miraclesnow1_01_e_20,False,,1,sad,,13,surprise,,,,,113,113,1.0,,rupee,rupee,,,,,,,,,,,
event_miraclesnow1_01_e_21,40003,event_miraclesnow1_01_e,Self,Locale_SubScenario:event_miraclesnow1_01_e_21,False,,1,sad,,13,surprise,,,,,113,113,1.0,,rupee,,,,,,,,,,,,
event_miraclesnow1_01_e_22,40003,event_miraclesnow1_01_e,Speech,Locale_SubScenario:event_miraclesnow1_01_e_22,True,,1,surprise,,13,idle,milk,3,angry,,113,1,1.0,,rupee,rupee,,,,,,,,frima,5,sleep_01,
event_miraclesnow1_01_e_23,40003,event_miraclesnow1_01_e,Speech,Locale_SubScenario:event_miraclesnow1_01_e_23,True,,1,surprise,,13,idle,,3,angry,,1,31,1.0,,milk,milk,,,,,,,,,5,sleep_01,
event_miraclesnow1_01_e_24,40003,event_miraclesnow1_01_e,Speech,Locale_SubScenario:event_miraclesnow1_01_e_24,True,,1,sad,,13,idle,,3,angry,,31,31,1.0,,rupee,rupee,,,,,,,,,5,sleep_01,
event_miraclesnow1_01_e_25,40003,event_miraclesnow1_01_e,Speech,Locale_SubScenario:event_miraclesnow1_01_e_25,True,,1,sad,,13,idle,,3,angry,,31,31,1.0,,milk,milk,,,,,,,,,5,sleep_01,
event_miraclesnow1_01_e_26,40003,event_miraclesnow1_01_e,Speech,Locale_SubScenario:event_miraclesnow1_01_e_26,True,,1,sad,,13,idle,,3,angry,,31,31,1.0,,rupee,rupee,,,,,,,,,5,sleep_01,
event_miraclesnow1_01_e_27,40003,event_miraclesnow1_01_e,Speech,Locale_SubScenario:event_miraclesnow1_01_e_27,True,,1,sad,,13,idle,,3,angry,,31,5,1.0,,frima,frima,,,,,,,,,5,sleep_01,
event_miraclesnow1_01_e_28,40003,event_miraclesnow1_01_e,Speech,Locale_SubScenario:event_miraclesnow1_01_e_28,True,,1,sad,,13,idle,,3,angry,,5,1,1.0,none,rupee,rupee,,,,,,,,,5,sleep_01,
event_miraclesnow1_01_e_29,40003,event_miraclesnow1_01_e,Self,Locale_SubScenario:event_miraclesnow1_01_e_29,False,,1,sad,,13,idle,,3,angry,,1,1,1.0,,rupee,,,,,,,,,,5,sleep_01,
event_miraclesnow1_01_e_30,40003,event_miraclesnow1_01_e,Speech,Locale_SubScenario:event_miraclesnow1_01_e_30,True,,1,sad,,13,idle,,3,angry,,1,L_10,1.0,,rupee,rupee,sugar,milk,,,,,,,5,sleep_01,frima
event_miraclesnow1_01_e_31,40003,event_miraclesnow1_01_e,Speech,Locale_SubScenario:event_miraclesnow1_01_e_31,True,,1,sad,,,,,,,,L_10,L_10,1.0,,rupee,rupee,,,,,,,,,,,
event_miraclesnow1_01_e_32,40003,event_miraclesnow1_01_e,Speech,Locale_SubScenario:event_miraclesnow1_01_e_32,True,,1,sad,n102,13,delight,,,,,L_10,113,1.0,bgm_story_inwonderland,n102,n102,,,,,,,,,,,
event_miraclesnow1_01_e_33,40003,event_miraclesnow1_01_e,Speech,Locale_SubScenario:event_miraclesnow1_01_e_33,True,,1,surprise,,13,delight,,,,,113,113,1.0,,rupee,rupee,,,,,,,,,,,
event_miraclesnow1_01_e_34,40003,event_miraclesnow1_01_e,Self,Locale_SubScenario:event_miraclesnow1_01_e_34,False,,1,surprise,,13,delight,,,,,113,113,1.0,,,,,,,,,,,,,,
event_miraclesnow1_01_e_35,40003,event_miraclesnow1_01_e,Speech,Locale_SubScenario:event_miraclesnow1_01_e_35,False,,1,surprise,,13,delight,,,,,113,13,1.0,,n102,n102,,,,,,,,,,,
event_miraclesnow1_01_e_36,40003,event_miraclesnow1_01_e,Monologue,Locale_SubScenario:event_miraclesnow1_01_e_36,False,,1,sad,,13,idle,,,,,13,XS_130,1.0,,,,,,,,,,,,,,
event_miraclesnow1_01_e_37,40003,event_miraclesnow1_01_e,Speech,Locale_SubScenario:event_miraclesnow1_01_e_37,False,,1,sad,,13,idle,,,,,XS_130,XS_130,1.0,,n102,n102,,,,,,,,,,,
event_miraclesnow1_01_e_38,40003,event_miraclesnow1_01_e,Speech,Locale_SubScenario:event_miraclesnow1_01_e_38,True,,1,sad,,13,delight,,,,,XS_130,XS_130,1.0,,n102,n102,,,,,,,,,,,
event_miraclesnow1_01_e_39,40003,event_miraclesnow1_01_e,Self,Locale_SubScenario:event_miraclesnow1_01_e_39,False,,1,sad,,13,delight,,,,,XS_130,XS_130,1.0,,,,,,,,,,,,,,
event_miraclesnow1_01_e_40,40003,event_miraclesnow1_01_e,Speech,Locale_SubScenario:event_miraclesnow1_01_e_40,True,,1,sad,,13,delight,,,,,XS_130,XS_1300,1.0,,n102,n102,,,,,,,,,,,
event_miraclesnow1_01_e_41,40003,event_miraclesnow1_01_e,Speech,Locale_SubScenario:event_miraclesnow1_01_e_41,True,,1,sad,,13,delight,,,,,XS_1300,XS_1300,1.0,,n102,n102,,,,,,,,,,,
event_miraclesnow1_01_e_42,40003,event_miraclesnow1_01_e,Speech,Locale_SubScenario:event_miraclesnow1_01_e_42,True,,1,sad,,13,delight,,,,,XS_1300,XS_1300,1.0,,n102,n102,,,,,,,,,,,
event_miraclesnow1_01_e_43,40003,event_miraclesnow1_01_e,Speech,Locale_SubScenario:event_miraclesnow1_01_e_43,True,,1,sad,,13,delight,,,,,XS_1300,113,1.0,,rupee,rupee,,,,,,,,,,,
event_miraclesnow1_01_e_44,40003,event_miraclesnow1_01_e,Speech,Locale_SubScenario:event_miraclesnow1_01_e_44,True,,1,sad,,13,delight,,,,,113,113,1.0,,n102,n102,,,,,,,,,,,
event_miraclesnow1_01_e_45,40003,event_miraclesnow1_01_e,Speech,Locale_SubScenario:event_miraclesnow1_01_e_45,True,,1,sad,,13,delight,,,,,113,113,1.0,,rupee,rupee,,,,,,,,,,,
event_miraclesnow1_01_e_46,40003,event_miraclesnow1_01_e,Speech,Locale_SubScenario:event_miraclesnow1_01_e_46,True,,1,idle,,13,delight,,,,,113,113,1.0,,rupee,rupee,,,,,,,,,,,
event_miraclesnow1_01_e_47,40003,event_miraclesnow1_01_e,Speech,Locale_SubScenario:event_miraclesnow1_01_e_47,True,,1,idle,,13,delight,,,,,113,113,1.0,,rupee,rupee,,,,,,,,,,,
event_miraclesnow1_01_e_48,40003,event_miraclesnow1_01_e,Speech,Locale_SubScenario:event_miraclesnow1_01_e_48,True,,1,idle,,13,delight,,,,,113,113,1.0,,n102,n102,,,,,,,,,,,
event_miraclesnow1_01_e_49,40003,event_miraclesnow1_01_e,Speech,Locale_SubScenario:event_miraclesnow1_01_e_49,True,,1,idle,,13,delight,,,,,113,113,1.0,,rupee,rupee,,,,,,,,,,,
event_miraclesnow1_01_e_50,40003,event_miraclesnow1_01_e,Monologue,Locale_SubScenario:event_miraclesnow1_01_e_50,False,,1,idle,,13,delight,,,,,113,L_10,1.0,none,,,,,,,,,,,,,
event_miraclesnow1_01_e_51,40003,event_miraclesnow1_01_e,Speech,Locale_SubScenario:event_miraclesnow1_01_e_51,True,,1,idle,,13,delight,,,,,L_10,L_10,1.0,,rupee,rupee,,,,,,,,,,,
event_miraclesnow1_01_e_52,40003,event_miraclesnow1_01_e,Speech,Locale_SubScenario:event_miraclesnow1_01_e_52,False,,1,surprise,,13,delight,,,,,L_10,L_10,1.0,,rupee,rupee,,,,,,,,,,,
event_miraclesnow1_01_e_53,40003,event_miraclesnow1_01_e,Speech,Locale_SubScenario:event_miraclesnow1_01_e_53,False,,1,sad,,13,delight,,,,,L_10,1,1.0,,rupee,rupee,,,,,,,,,,,
event_miraclesnow1_01_e_54,40003,event_miraclesnow1_01_e,Speech,Locale_SubScenario:event_miraclesnow1_01_e_54,True,,1,sad,,13,idle,,,,,1,113,1.0,,n102,n102,,,,,,,,,,,
event_miraclesnow1_01_e_55,40003,event_miraclesnow1_01_e,Self,Locale_SubScenario:event_miraclesnow1_01_e_55,False,,1,sad,,13,idle,,,,,113,113,1.0,,,,,,,,,,,,,,
event_miraclesnow1_01_e_56,40003,event_miraclesnow1_01_e,Speech,Locale_SubScenario:event_miraclesnow1_01_e_56,True,,1,sad,,13,idle,,,,,113,113,1.0,,rupee,rupee,,,,,,,,,,,
event_miraclesnow1_01_e_57,40003,event_miraclesnow1_01_e,Monologue,Locale_SubScenario:event_miraclesnow1_01_e_57,False,,1,sad,,13,idle,,,,,black,black,1.0,bgm_story_weare,rupee,,,,,,,,,,,,
event_miraclesnow1_01_e_58,40003,event_miraclesnow1_01_e,Monologue,Locale_SubScenario:event_miraclesnow1_01_e_58,False,,1,sad,,13,idle,,,,,black,black,1.0,,rupee,,,,,,,,,,,,
