id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,jump_target,set_filter_01,fade,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
event_perfectmaid_01_s_35,40039,event_perfectmaid_01_s,Speech,cocoa,cocoa,Locale_SubScenario:event_perfectmaid_01_s_35,True,,XS_10,XS_10,1.0,,,,,,,,1,serious,,,13,sad,,,,,,,,,
event_perfectmaid_01_s_36,40039,event_perfectmaid_01_s,Speech,cocoa,cocoa,Locale_SubScenario:event_perfectmaid_01_s_36,True,,XS_10,XS_10,1.0,,,,,,,,1,serious,,,13,sad,,,,,,,,,
event_perfectmaid_01_s_37,40039,event_perfectmaid_01_s,Speech,soda,soda,Locale_SubScenario:event_perfectmaid_01_s_37,True,,XS_10,12,1.0,,,,,,,,1,serious,,,13,sad,,,,,,,,,
event_perfectmaid_01_s_38,40039,event_perfectmaid_01_s,Speech,soda,soda,Locale_SubScenario:event_perfectmaid_01_s_38,True,,12,12,1.0,,,,,,,,1,serious,,,13,sad,,,,,,,,,
event_perfectmaid_01_s_39,40039,event_perfectmaid_01_s,Speech,soda,soda,Locale_SubScenario:event_perfectmaid_01_s_39,True,,12,12,1.0,,,,,,,,1,serious,,,13,sad,,,,,,,,,
event_perfectmaid_01_s_40,40039,event_perfectmaid_01_s,Speech,cocoa,cocoa,Locale_SubScenario:event_perfectmaid_01_s_40,True,,12,12,1.0,,,,,,,,1,sad,,,13,sad,,,,,,,,,
event_perfectmaid_01_s_41,40039,event_perfectmaid_01_s,Speech,cocoa,cocoa,Locale_SubScenario:event_perfectmaid_01_s_41,True,,12,12,1.0,,,,,,,,1,sad,,,13,sad,,,,,,,,,
event_perfectmaid_01_s_42,40039,event_perfectmaid_01_s,Self,cocoa,,Locale_SubScenario:event_perfectmaid_01_s_42,False,,12,12,1.0,,,,,,,,1,sad,,,13,sad,,,,,,,,,
event_perfectmaid_01_s_43,40039,event_perfectmaid_01_s,Speech,cocoa,cocoa,Locale_SubScenario:event_perfectmaid_01_s_43,True,,12,12,1.0,,,,,,,,1,idle,,,13,sad,,,,,,,,,
event_perfectmaid_01_s_44,40039,event_perfectmaid_01_s,Speech,cocoa,cocoa,Locale_SubScenario:event_perfectmaid_01_s_44,True,,12,12,1.0,,,,,,,,1,idle,,,13,sad,,,,,,,,,
event_perfectmaid_01_s_45,40039,event_perfectmaid_01_s,Speech,cocoa,cocoa,Locale_SubScenario:event_perfectmaid_01_s_45,True,,12,12,1.0,,,,,,,,1,idle,,,13,sad,,,,,,,,,
event_perfectmaid_01_s_46,40039,event_perfectmaid_01_s,Narration,cocoa,,Locale_SubScenario:event_perfectmaid_01_s_46,False,,12,XS_100,1.0,sfx_scn_handheldcute,,,,,,,1,serious,,,13,sad,,,,,,,,,
event_perfectmaid_01_s_47,40039,event_perfectmaid_01_s,Monologue,cocoa,,Locale_SubScenario:event_perfectmaid_01_s_47,False,,XS_100,XS_100,1.0,,,,,,,,1,serious,,,13,sad,,,,,,,,,
event_perfectmaid_01_s_48,40039,event_perfectmaid_01_s,Self,cocoa,,Locale_SubScenario:event_perfectmaid_01_s_48,False,,XS_100,XS_100,1.0,,,,,,,,1,serious,,,13,sad,,,,,,,,,
event_perfectmaid_01_s_49,40039,event_perfectmaid_01_s,Speech,cocoa,cocoa,Locale_SubScenario:event_perfectmaid_01_s_49,True,,XS_100,XS_100,1.0,,,,,,,,1,idle,,,13,sad,,,,,,,,,
event_perfectmaid_01_s_50,40039,event_perfectmaid_01_s,Speech,cocoa,cocoa,Locale_SubScenario:event_perfectmaid_01_s_50,True,,XS_100,XS_100,1.0,,,,,,,,1,idle,,,13,sad,,,,,,,,,
event_perfectmaid_01_s_51,40039,event_perfectmaid_01_s,Speech,cocoa,cocoa,Locale_SubScenario:event_perfectmaid_01_s_51,True,,XS_100,XS_100,1.0,,,,,,,,1,serious,,,13,sad,,,,,,,,,
event_perfectmaid_01_s_52,40039,event_perfectmaid_01_s,Narration,soda,,Locale_SubScenario:event_perfectmaid_01_s_52,False,,XS_100,S_1300,1.0,sfx_scn_handheldcute,,,,,,,1,serious,,,13,sad,,,,,,,,,
event_perfectmaid_01_s_53,40039,event_perfectmaid_01_s,Monologue,soda,,Locale_SubScenario:event_perfectmaid_01_s_53,False,,S_1300,S_1300,1.0,,,,,,,,1,serious,,,13,sad,,,,,,,,,
event_perfectmaid_01_s_54,40039,event_perfectmaid_01_s,Speech,soda,soda,Locale_SubScenario:event_perfectmaid_01_s_54,True,,S_1300,S_1300,1.0,,,,,,,,1,serious,,,13,sad,,,,,,,,,
event_perfectmaid_01_s_55,40039,event_perfectmaid_01_s,Speech,soda,soda,Locale_SubScenario:event_perfectmaid_01_s_55,True,,S_1300,S_1300,1.0,,,,,,,,1,serious,,,13,sad,,,,,,,,,
event_perfectmaid_01_s_56,40039,event_perfectmaid_01_s,Speech,soda,soda,Locale_SubScenario:event_perfectmaid_01_s_56,True,,S_1300,12,1.0,,,,,,,,1,serious,,,13,sad,,,,,,,,,
event_perfectmaid_01_s_57,40039,event_perfectmaid_01_s,Self,soda,,Locale_SubScenario:event_perfectmaid_01_s_57,False,,12,12,1.0,,,,,,,,1,serious,,,13,sad,,,,,,,,,
event_perfectmaid_01_s_58,40039,event_perfectmaid_01_s,Narration,,,Locale_SubScenario:event_perfectmaid_01_s_58,False,,black,black,1.0,,none,,,,,,1,serious,cocoa,,13,sad,soda,,,,,,,,
event_perfectmaid_01_s_59,40039,event_perfectmaid_01_s,Narration,,,Locale_SubScenario:event_perfectmaid_01_s_59,False,MaidCafe,12,12,1.0,sfx_scn_toyshopbell,bgm_story_orangepop,,,black,,,,,,,,,,,,,,,,,
event_perfectmaid_01_s_60,40039,event_perfectmaid_01_s,Speech,soda,soda,Locale_SubScenario:event_perfectmaid_01_s_60,True,,12,12,1.0,,,,,,,cocoa,1,idle,,soda,13,idle,,,,,,,,,
event_perfectmaid_01_s_61,40039,event_perfectmaid_01_s,Speech,soda,soda,Locale_SubScenario:event_perfectmaid_01_s_61,True,,12,S_130,1.0,,,,,,,,1,idle,,,13,think,,,,,,,,,
event_perfectmaid_01_s_62,40039,event_perfectmaid_01_s,Speech,cocoa,cocoa,Locale_SubScenario:event_perfectmaid_01_s_62,True,,S_130,XS_10,1.0,,,,,,,,1,idle,,,13,think,,,,,,,,,
event_perfectmaid_01_s_63,40039,event_perfectmaid_01_s,Monologue,cocoa,,Locale_SubScenario:event_perfectmaid_01_s_63,False,,XS_10,12,1.0,,,,,,,,1,serious,,,13,serious,,,,,,,,,
event_perfectmaid_01_s_64,40039,event_perfectmaid_01_s,Self,cocoa,,Locale_SubScenario:event_perfectmaid_01_s_64,False,,12,12,1.0,,,,,,,,1,serious,,,13,serious,,,,,,,,,
event_perfectmaid_01_s_65,40039,event_perfectmaid_01_s,Speech,ade,ade,Locale_SubScenario:event_perfectmaid_01_s_65,True,,12,2,1.0,,,,,,,,1,idle,,,13,idle,,ade,3,delight,,,,,
event_perfectmaid_01_s_66,40039,event_perfectmaid_01_s,Speech,ade,ade,Locale_SubScenario:event_perfectmaid_01_s_66,True,,2,2,1.0,,,,,,,,1,idle,,,13,idle,,,3,idle,,,,,
event_perfectmaid_01_s_67,40039,event_perfectmaid_01_s,Speech,ade,ade,Locale_SubScenario:event_perfectmaid_01_s_67,True,,2,2,1.0,,,,,,,,1,idle,,,13,idle,,,3,idle,,,,,
event_perfectmaid_01_s_68,40039,event_perfectmaid_01_s,Self,ade,,Locale_SubScenario:event_perfectmaid_01_s_68,False,,2,2,1.0,,,,,,,,1,idle,,,13,idle,,,3,idle,,,,,
event_perfectmaid_01_s_69,40039,event_perfectmaid_01_s,Self,ade,,Locale_SubScenario:event_perfectmaid_01_s_69,False,,2,2,1.0,,,,,,,,1,idle,,,13,idle,,,3,idle,,,,,
event_perfectmaid_01_s_70,40039,event_perfectmaid_01_s,Speech,ade,ade,Locale_SubScenario:event_perfectmaid_01_s_70,True,,2,2,1.0,,,,,,,,1,idle,,,13,idle,,,3,shy,,,,,
event_perfectmaid_01_s_71,40039,event_perfectmaid_01_s,Speech,ade,ade,Locale_SubScenario:event_perfectmaid_01_s_71,True,,2,2,1.0,,,,,,,,1,idle,,,13,idle,,,3,shy,,,,,
event_perfectmaid_01_s_72,40039,event_perfectmaid_01_s,Self,ade,,Locale_SubScenario:event_perfectmaid_01_s_72,False,,2,2,1.0,,,,,,,,1,idle,,,13,idle,,,3,shy,,,,,
event_perfectmaid_01_s_73,40039,event_perfectmaid_01_s,Speech,cocoa,cocoa,Locale_SubScenario:event_perfectmaid_01_s_73,True,,2,2,1.0,,,,,,,,1,serious,,,13,idle,,,3,shy,,,,,
event_perfectmaid_01_s_74,40039,event_perfectmaid_01_s,Speech,cocoa,cocoa,Locale_SubScenario:event_perfectmaid_01_s_74,True,,2,2,1.0,,,,,,,,1,serious,,,13,idle,,,3,shy,,,,,
event_perfectmaid_01_s_75,40039,event_perfectmaid_01_s,Speech,ade,ade,Locale_SubScenario:event_perfectmaid_01_s_75,True,,2,2,1.0,,,,,,,,1,idle,,,13,idle,,,3,shy,,,,,
event_perfectmaid_01_s_76,40039,event_perfectmaid_01_s,Speech,ade,ade,Locale_SubScenario:event_perfectmaid_01_s_76,True,,2,30,1.0,,,,,,,,1,idle,,,13,idle,,,3,idle,,,,,
event_perfectmaid_01_s_77,40039,event_perfectmaid_01_s,Speech,ade,ade,Locale_SubScenario:event_perfectmaid_01_s_77,True,,30,30,1.0,,,,,,,,1,idle,,,13,idle,,,3,idle,,,,,
event_perfectmaid_01_s_78,40039,event_perfectmaid_01_s,Speech,ade,ade,Locale_SubScenario:event_perfectmaid_01_s_78,True,,30,30,1.0,,,,,,,,1,idle,,,13,idle,,,3,idle,,,,,
event_perfectmaid_01_s_79,40039,event_perfectmaid_01_s,Speech,ade,ade,Locale_SubScenario:event_perfectmaid_01_s_79,True,,30,30,1.0,,,,,,,,1,idle,,,13,idle,,,3,idle,,,,,
event_perfectmaid_01_s_80,40039,event_perfectmaid_01_s,Speech,ade,ade,Locale_SubScenario:event_perfectmaid_01_s_80,True,,30,30,1.0,,,,,,,,1,idle,,,13,idle,,,3,delight,,,,,
event_perfectmaid_01_s_81,40039,event_perfectmaid_01_s,Self,ade,,Locale_SubScenario:event_perfectmaid_01_s_81,False,,30,30,1.0,,,,,,,,1,idle,,,13,idle,,,3,delight,,,,,
event_perfectmaid_01_s_82,40039,event_perfectmaid_01_s,Speech,ade,ade,Locale_SubScenario:event_perfectmaid_01_s_82,True,,30,30,1.0,,,,,,,,1,idle,,,13,idle,,,3,delight,,,,,
event_perfectmaid_01_s_83,40039,event_perfectmaid_01_s,Monologue,ade,,Locale_SubScenario:event_perfectmaid_01_s_83,False,,30,12,1.0,,,,,,,,1,idle,,,13,idle,,,4,delight,ade,,,,
event_perfectmaid_01_s_84,40039,event_perfectmaid_01_s,Speech,cocoa,cocoa,Locale_SubScenario:event_perfectmaid_01_s_84,True,,12,12,1.0,,,,,,,,1,delight,,,13,idle,,,,,,,,,
event_perfectmaid_01_s_85,40039,event_perfectmaid_01_s,Monologue,cocoa,,Locale_SubScenario:event_perfectmaid_01_s_85,False,,12,12,1.0,,,,,,,,1,delight,,,13,think,,,,,,,,,
event_perfectmaid_01_s_86,40039,event_perfectmaid_01_s,Choice,cocoa,,Locale_SubScenario:event_perfectmaid_01_s_86,False,,12,12,1.0,,,event_perfectmaid_01_s_88,,,,,1,delight,,,13,think,,,,,,,,,
event_perfectmaid_01_s_87,40039,event_perfectmaid_01_s,Choice,cocoa,,Locale_SubScenario:event_perfectmaid_01_s_87,False,,12,12,1.0,,,event_perfectmaid_01_s_88,,,,,1,delight,,,13,think,,,,,,,,,
event_perfectmaid_01_s_88,40039,event_perfectmaid_01_s,Speech,cocoa,cocoa,Locale_SubScenario:event_perfectmaid_01_s_88,True,,12,XS_10,1.0,,,,,,,,1,serious,,,13,idle,,,,,,,,,
event_perfectmaid_01_s_89,40039,event_perfectmaid_01_s,Self,cocoa,,Locale_SubScenario:event_perfectmaid_01_s_89,False,,XS_10,XS_10,1.0,,,,,,,,1,serious,,,13,idle,,,,,,,,,
event_perfectmaid_01_s_90,40039,event_perfectmaid_01_s,Speech,cocoa,cocoa,Locale_SubScenario:event_perfectmaid_01_s_90,True,,XS_10,XS_100,1.0,,,,,,,,1,serious,,,13,idle,,,,,,,,,
event_perfectmaid_01_s_91,40039,event_perfectmaid_01_s,Self,cocoa,,Locale_SubScenario:event_perfectmaid_01_s_91,False,,XS_100,XS_100,1.0,,,,,,,,1,serious,,,13,idle,,,,,,,,,
event_perfectmaid_01_s_92,40039,event_perfectmaid_01_s,Speech,cocoa,cocoa,Locale_SubScenario:event_perfectmaid_01_s_92,True,,XS_100,XS_100,1.0,,,,,,,,1,idle,,,13,idle,,,,,,,,,
event_perfectmaid_01_s_93,40039,event_perfectmaid_01_s,Speech,soda,soda,Locale_SubScenario:event_perfectmaid_01_s_93,True,,XS_100,12,1.0,,,,,,,,1,idle,,,13,shy,,,,,,,,,
event_perfectmaid_01_s_94,40039,event_perfectmaid_01_s,Narration,,,Locale_SubScenario:event_perfectmaid_01_s_94,False,,12,12,1.0,sfx_scn_servingcart,,,,,,,1,idle,,,13,shy,,,,,,,,,
event_perfectmaid_01_s_95,40039,event_perfectmaid_01_s,Self,,,Locale_SubScenario:event_perfectmaid_01_s_95,False,,12,2,1.0,,,,,,,,1,idle,,,13,shy,,,,,,,,,
event_perfectmaid_01_s_96,40039,event_perfectmaid_01_s,Monologue,ade,,Locale_SubScenario:event_perfectmaid_01_s_96,False,,2,2,1.0,,,,,,,,1,idle,,,13,idle,,ade,3,idle,,,,,
event_perfectmaid_01_s_97,40039,event_perfectmaid_01_s,Speech,ade,ade,Locale_SubScenario:event_perfectmaid_01_s_97,True,,2,2,1.0,,,,,,,,1,idle,,,13,idle,,,3,idle,,,,,
event_perfectmaid_01_s_98,40039,event_perfectmaid_01_s,Speech,ade,ade,Locale_SubScenario:event_perfectmaid_01_s_98,True,,2,2,1.0,,,,,,,,1,idle,,,13,idle,,,3,idle,,,,,
event_perfectmaid_01_s_99,40039,event_perfectmaid_01_s,Monologue,ade,,Locale_SubScenario:event_perfectmaid_01_s_99,False,,2,30,1.0,sfx_scn_putdown,,,,,,,1,idle,,,13,idle,,,3,idle,,,,,
event_perfectmaid_01_s_100,40039,event_perfectmaid_01_s,Monologue,ade,,Locale_SubScenario:event_perfectmaid_01_s_100,False,,30,30,1.0,,,,,,,,1,idle,,,13,idle,,,3,idle,,,,,
event_perfectmaid_01_s_101,40039,event_perfectmaid_01_s,Monologue,ade,,Locale_SubScenario:event_perfectmaid_01_s_101,False,,30,30,1.0,,,,,,,,1,idle,,,13,idle,,,3,idle,,,,,
event_perfectmaid_01_s_102,40039,event_perfectmaid_01_s,Monologue,ade,,Locale_SubScenario:event_perfectmaid_01_s_102,False,,30,30,1.0,,,,,,,,1,idle,,,13,idle,,,3,idle,,,,,
event_perfectmaid_01_s_103,40039,event_perfectmaid_01_s,Choice,ade,,Locale_SubScenario:event_perfectmaid_01_s_103,False,,30,30,1.0,,,event_perfectmaid_01_s_105,,,,,1,idle,,,13,idle,,,3,idle,,,,,
event_perfectmaid_01_s_104,40039,event_perfectmaid_01_s,Choice,ade,,Locale_SubScenario:event_perfectmaid_01_s_104,False,,30,30,1.0,,,event_perfectmaid_01_s_105,,,,,1,idle,,,13,idle,,,3,idle,,,,,
event_perfectmaid_01_s_105,40039,event_perfectmaid_01_s,Speech,cocoa,cocoa,Locale_SubScenario:event_perfectmaid_01_s_105,True,,12,12,1.0,,,,,,,,1,delight,,,13,idle,,,3,idle,,,,,
event_perfectmaid_01_s_106,40039,event_perfectmaid_01_s,Speech,soda,soda,Locale_SubScenario:event_perfectmaid_01_s_106,True,,12,12,1.0,,,,,,,,1,delight,,,13,think,,,3,worried,,,,,
event_perfectmaid_01_s_107,40039,event_perfectmaid_01_s,Speech,ade,ade,Locale_SubScenario:event_perfectmaid_01_s_107,True,,30,30,1.0,,,,,,,,1,delight,,,13,think,,,3,worried,,,,,
event_perfectmaid_01_s_108,40039,event_perfectmaid_01_s,Speech,ade,ade,Locale_SubScenario:event_perfectmaid_01_s_108,True,,30,30,1.0,,,,,,,,1,delight,,,13,think,,,3,idle,,,,,
event_perfectmaid_01_s_109,40039,event_perfectmaid_01_s,Monologue,ade,,Locale_SubScenario:event_perfectmaid_01_s_109,False,,30,3,1.0,,,,,,,,1,delight,,,13,think,,,3,delight,,,,,
event_perfectmaid_01_s_110,40039,event_perfectmaid_01_s,Self,ade,,Locale_SubScenario:event_perfectmaid_01_s_110,False,,3,3,1.0,,,,,,,,1,delight,,,13,think,,,3,delight,,,,,
event_perfectmaid_01_s_111,40039,event_perfectmaid_01_s,Speech,ade,ade,Locale_SubScenario:event_perfectmaid_01_s_111,True,,3,3,1.0,,,,,,,,1,idle,,,13,think,,,3,idle,,,,,
event_perfectmaid_01_s_112,40039,event_perfectmaid_01_s,Speech,cocoa,cocoa,Locale_SubScenario:event_perfectmaid_01_s_112,True,,3,12,1.0,,,,,,,,1,surprised,,,13,shy,,,3,idle,,,,,
event_perfectmaid_01_s_113,40039,event_perfectmaid_01_s,Speech,cocoa,cocoa,Locale_SubScenario:event_perfectmaid_01_s_113,True,,12,12,1.0,,,,,,,,1,idle,,,13,shy,,,3,idle,,,,,
event_perfectmaid_01_s_114,40039,event_perfectmaid_01_s,Speech,cocoa,cocoa,Locale_SubScenario:event_perfectmaid_01_s_114,True,,12,12,1.0,,,,,,,,1,idle,,,13,idle,,,3,idle,,,,,
event_perfectmaid_01_s_115,40039,event_perfectmaid_01_s,Speech,soda,soda,Locale_SubScenario:event_perfectmaid_01_s_115,True,,12,12,1.0,,,,,,,,1,idle,,,13,idle,,,3,idle,,,,,
event_perfectmaid_01_s_116,40039,event_perfectmaid_01_s,Monologue,,,Locale_SubScenario:event_perfectmaid_01_s_116,False,,12,12,1.0,sfx_scn_aniout,,,,,,,3,idle,cocoa,,15,idle,soda,,3,idle,,,,,
event_perfectmaid_01_s_117,40039,event_perfectmaid_01_s,Self,,,Locale_SubScenario:event_perfectmaid_01_s_117,False,,12,3,1.0,,,,,,,,,,,,,,,,3,idle,,,,,
event_perfectmaid_01_s_118,40039,event_perfectmaid_01_s,Speech,ade,ade,Locale_SubScenario:event_perfectmaid_01_s_118,False,,3,3,1.0,,,,,,,,,,,,,,,,3,idle,,,,,
event_perfectmaid_01_s_119,40039,event_perfectmaid_01_s,Self,,,Locale_SubScenario:event_perfectmaid_01_s_119,False,,3,3,1.0,,,,,,,,,,,,,,,,3,idle,,,,,
event_perfectmaid_01_s_120,40039,event_perfectmaid_01_s,Speech,ade,ade,Locale_SubScenario:event_perfectmaid_01_s_120,True,,3,300,1.0,,,,,,,,,,,,,,,,3,worried,,,,,
event_perfectmaid_01_s_121,40039,event_perfectmaid_01_s,Speech,ade,ade,Locale_SubScenario:event_perfectmaid_01_s_121,True,,300,300,1.0,,,,,,,,,,,,,,,,3,worried,,,,,
