id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/5/hide_char_id,characters/6/hide_char_id,set_camera_shake,characters/4/hide_char_id
event_bluewaterisland2_04_e_34,40021,event_bluewaterisland2_04_e,Monologue,,Monologue,Locale_SubScenario:event_bluewaterisland2_04_e_34,False,,9,idle,,7,idle,,4,idle,,2,idle,yan_s,19,surprise,,14,idle,,16,idle,ocean,XS_140,19,1.0,,,pepper_s,mary_s,rapi_s,frima_s,liter_s,neon_s,Low_3_Loop,
event_bluewaterisland2_04_e_35,40021,event_bluewaterisland2_04_e,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_04_e_35,True,,9,idle,,7,idle,,4,idle,,2,idle,,19,surprise,,14,idle,,16,angry,,19,19,1.0,,,,,,,,,,
event_bluewaterisland2_04_e_36,40021,event_bluewaterisland2_04_e,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_04_e_36,True,,9,idle,,7,idle,,4,idle,,2,idle,,19,surprise,,14,idle,,16,angry,,19,19,1.0,,,,,,,,,,
event_bluewaterisland2_04_e_37,40021,event_bluewaterisland2_04_e,Self,,Self,Locale_SubScenario:event_bluewaterisland2_04_e_37,False,,9,idle,,7,idle,,4,idle,,2,idle,,19,surprise,,14,idle,,16,angry,,19,19,1.0,,,,,,,,,,
event_bluewaterisland2_04_e_38,40021,event_bluewaterisland2_04_e,Speech,yan_s,yan_s,Locale_SubScenario:event_bluewaterisland2_04_e_38,True,,9,idle,,7,idle,,4,idle,,2,idle,,19,no,,14,idle,,16,idle,,19,19,1.0,,,,,,,,,,
event_bluewaterisland2_04_e_39,40021,event_bluewaterisland2_04_e,Self,,Self,Locale_SubScenario:event_bluewaterisland2_04_e_39,False,,9,idle,,7,idle,,4,idle,,2,idle,,19,no,,14,idle,,16,idle,,19,19,1.0,,,,,,,,,,
event_bluewaterisland2_04_e_40,40021,event_bluewaterisland2_04_e,Speech,yan_s,yan_s,Locale_SubScenario:event_bluewaterisland2_04_e_40,True,,9,idle,,7,idle,,4,idle,,2,idle,,19,sad,,14,idle,,16,idle,,19,S_190,1.0,,,,,,,,,,
event_bluewaterisland2_04_e_41,40021,event_bluewaterisland2_04_e,Self,,Self,Locale_SubScenario:event_bluewaterisland2_04_e_41,False,,9,idle,,7,idle,,4,idle,,2,idle,,19,sad,,14,idle,,16,idle,,S_190,S_190,1.0,,,,,,,,,,
event_bluewaterisland2_04_e_42,40021,event_bluewaterisland2_04_e,Speech,frima_s,frima_s,Locale_SubScenario:event_bluewaterisland2_04_e_42,True,pepper_s,9,idle,mary_s,7,idle,rapi_s,4,idle,frima_s,2,think,,19,sad,liter_s,14,idle,neon_s,16,idle,Beach_d,S_190,3,1.0,,,,,,,,,none,yan_s
event_bluewaterisland2_04_e_43,40021,event_bluewaterisland2_04_e,Speech,rapi_s,rapi_s,Locale_SubScenario:event_bluewaterisland2_04_e_43,True,,9,idle,,7,idle,,4,no,,2,think,,,,,14,idle,,16,idle,,3,3,1.0,,,,,,,,,,
event_bluewaterisland2_04_e_44,40021,event_bluewaterisland2_04_e,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_04_e_44,True,,9,idle,,7,idle,,4,no,,2,idle,,,,,14,angry,,16,idle,,16,XS_160,1.0,,,,,,,,,,
event_bluewaterisland2_04_e_45,40021,event_bluewaterisland2_04_e,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_04_e_45,True,,9,idle,,7,idle,,4,idle,,2,idle,,,,,14,angry,,16,idle,,XS_160,XS_160,1.0,,,,,,,,,,
event_bluewaterisland2_04_e_46,40021,event_bluewaterisland2_04_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_04_e_46,True,,9,idle,,7,surprise,,4,idle,,2,idle,,,,,14,angry,,16,idle,,70,70,1.0,,,,,,,,,,
event_bluewaterisland2_04_e_47,40021,event_bluewaterisland2_04_e,Monologue,,Monologue,Locale_SubScenario:event_bluewaterisland2_04_e_47,False,,9,idle,,7,surprise,,4,idle,,2,idle,,,,,14,angry,,16,idle,,black,black,1.0,,,,,,,,,,
event_bluewaterisland2_04_e_48,40021,event_bluewaterisland2_04_e,Speech,frima_s,frima_s,Locale_SubScenario:event_bluewaterisland2_04_e_48,True,,9,idle,,7,idle,,4,idle,,2,no,,,,,14,idle,,16,idle,,3,3,1.0,,,,,,,,,,
event_bluewaterisland2_04_e_49,40021,event_bluewaterisland2_04_e,Speech,frima_s,frima_s,Locale_SubScenario:event_bluewaterisland2_04_e_49,True,,9,idle,,7,idle,,4,idle,,2,no,,,,,14,idle,,16,idle,,3,3,1.0,,,,,,,,,,
event_bluewaterisland2_04_e_50,40021,event_bluewaterisland2_04_e,Speech,frima_s,frima_s,Locale_SubScenario:event_bluewaterisland2_04_e_50,True,,9,idle,,7,idle,,4,idle,,2,delight,,,,,14,idle,,16,idle,,3,3,1.0,,,,,,,,,,
event_bluewaterisland2_04_e_51,40021,event_bluewaterisland2_04_e,Speech,rapi_s,rapi_s,Locale_SubScenario:event_bluewaterisland2_04_e_51,True,,9,idle,,7,idle,,4,think,,2,delight,,,,,14,idle,,16,idle,,3,3,1.0,,,,,,,,,,
event_bluewaterisland2_04_e_52,40021,event_bluewaterisland2_04_e,Speech,liter_s,liter_s,Locale_SubScenario:event_bluewaterisland2_04_e_52,True,,9,idle,,7,idle,,4,think,,2,idle,,,,,14,no,,16,idle,,XS_140,XS_140,1.0,,,,,,,,,,
event_bluewaterisland2_04_e_53,40021,event_bluewaterisland2_04_e,Speech,liter_s,liter_s,Locale_SubScenario:event_bluewaterisland2_04_e_53,True,,9,idle,,7,idle,,4,idle,,2,idle,,,,,14,no,,16,idle,,XS_140,XS_140,1.0,,,,,,,,,,
event_bluewaterisland2_04_e_54,40021,event_bluewaterisland2_04_e,Speech,liter_s,liter_s,Locale_SubScenario:event_bluewaterisland2_04_e_54,True,,9,idle,,7,idle,,4,idle,,2,idle,,,,,14,delight,,16,idle,,XS_140,XS_140,1.0,,,,,,,,,,
event_bluewaterisland2_04_e_55,40021,event_bluewaterisland2_04_e,Speech,volt,volt,Locale_SubScenario:event_bluewaterisland2_04_e_55,True,,9,idle,,7,idle,,4,idle,,2,idle,,,,,14,delight,,16,idle,,XS_140,XS_140,1.0,,,,,,,,,,
event_bluewaterisland2_04_e_56,40021,event_bluewaterisland2_04_e,Monologue,,Monologue,Locale_SubScenario:event_bluewaterisland2_04_e_56,False,,9,idle,,7,idle,,4,idle,,2,idle,yan_s,12,idle,,14,delight,,16,idle,,black,black,1.0,,,,,,,,,,
event_bluewaterisland2_04_e_57,40021,event_bluewaterisland2_04_e,Self,,Self,Locale_SubScenario:event_bluewaterisland2_04_e_57,False,,9,idle,,7,surprise,,4,idle,,2,idle,,12,idle,,14,idle,,16,idle,,8,8,1.0,,,,,,,,,,
event_bluewaterisland2_04_e_58,40021,event_bluewaterisland2_04_e,Self,,Self,Locale_SubScenario:event_bluewaterisland2_04_e_58,False,,9,idle,,7,surprise,,4,idle,,2,idle,,12,idle,,14,idle,,16,idle,,8,8,1.0,,,,,,,,,,
event_bluewaterisland2_04_e_59,40021,event_bluewaterisland2_04_e,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland2_04_e_59,True,,9,angry,,7,surprise,,4,idle,,2,idle,,12,idle,,14,idle,,16,idle,,8,8,1.0,,,,,,,,,,
event_bluewaterisland2_04_e_60,40021,event_bluewaterisland2_04_e,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland2_04_e_60,True,,9,shy,,7,surprise,,4,idle,,2,idle,,12,idle,,14,idle,,16,idle,,8,8,1.0,,,,,,,,,,
event_bluewaterisland2_04_e_61,40021,event_bluewaterisland2_04_e,Speech,frima_s,frima_s,Locale_SubScenario:event_bluewaterisland2_04_e_61,True,,9,shy,,7,surprise,,4,idle,,2,delight,,12,idle,,14,idle,,16,idle,,1,1,1.0,,,,,,,,,,
event_bluewaterisland2_04_e_62,40021,event_bluewaterisland2_04_e,Speech,yan_s,yan_s,Locale_SubScenario:event_bluewaterisland2_04_e_62,True,,9,idle,,7,surprise,,4,idle,,2,delight,,12,delight,,14,idle,,16,idle,,1,1,1.0,,,,,,,,,,
event_bluewaterisland2_04_e_63,40021,event_bluewaterisland2_04_e,Speech,yan_s,yan_s,Locale_SubScenario:event_bluewaterisland2_04_e_63,True,,9,idle,,7,surprise,,4,idle,,2,idle,,12,delight,,14,idle,,16,idle,,1,1,1.0,,,,,,,,,,
event_bluewaterisland2_04_e_64,40021,event_bluewaterisland2_04_e,Speech,rapi_s,rapi_s,Locale_SubScenario:event_bluewaterisland2_04_e_64,True,,9,idle,,7,surprise,,4,delight,,2,idle,,12,delight,,14,idle,,16,idle,,1,3,1.0,,,,,,,,,,
event_bluewaterisland2_04_e_65,40021,event_bluewaterisland2_04_e,Self,,Self,Locale_SubScenario:event_bluewaterisland2_04_e_65,False,,9,idle,,7,surprise,,4,delight,,2,idle,,12,delight,,14,idle,,16,idle,,3,7,1.0,,,,,,,,,,
event_bluewaterisland2_04_e_66,40021,event_bluewaterisland2_04_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_04_e_66,True,,9,idle,,7,surprise,,4,idle,,2,idle,,12,idle,,14,idle,,16,idle,,7,7,1.0,,,,,,,,,,
event_bluewaterisland2_04_e_67,40021,event_bluewaterisland2_04_e,Monologue,,Monologue,Locale_SubScenario:event_bluewaterisland2_04_e_67,False,,9,idle,,7,surprise,,4,idle,,2,idle,,12,idle,,14,idle,,16,idle,,black,black,1.0,none,,,,,,,,,
event_bluewaterisland2_04_e_68,40021,event_bluewaterisland2_04_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_04_e_68,True,,9,idle,,7,idle,,4,idle,,2,idle,,12,idle,,14,idle,,16,idle,,7,7,1.0,bgm_story_impression,,,,,,,,,
event_bluewaterisland2_04_e_69,40021,event_bluewaterisland2_04_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_04_e_69,True,,9,idle,,7,idle,,4,idle,,2,idle,,12,idle,,14,idle,,16,idle,,7,7,1.0,,,,,,,,,,
event_bluewaterisland2_04_e_70,40021,event_bluewaterisland2_04_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_04_e_70,True,,9,idle,,7,idle,,4,idle,,2,idle,,12,idle,,14,idle,,16,idle,,7,7,1.0,,,,,,,,,,
event_bluewaterisland2_04_e_71,40021,event_bluewaterisland2_04_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_04_e_71,True,,9,idle,,7,shy,,4,idle,,2,idle,,12,idle,,14,idle,,16,idle,,7,70,1.0,,,,,,,,,,
event_bluewaterisland2_04_e_72,40021,event_bluewaterisland2_04_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_04_e_72,True,,9,idle,,7,shy,,4,idle,,2,idle,,12,idle,,14,idle,,16,idle,,70,70,1.0,,,,,,,,,,
event_bluewaterisland2_04_e_73,40021,event_bluewaterisland2_04_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_04_e_73,True,,9,idle,,7,shy,,4,idle,,2,idle,,12,idle,,14,idle,,16,idle,,70,70,1.0,,,,,,,,,,
event_bluewaterisland2_04_e_74,40021,event_bluewaterisland2_04_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_04_e_74,True,,9,idle,,7,shy,,4,idle,,2,idle,,12,idle,,14,idle,,16,idle,,70,70,1.0,,,,,,,,,,
event_bluewaterisland2_04_e_75,40021,event_bluewaterisland2_04_e,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_04_e_75,True,,9,idle,,7,shy,,4,idle,,2,idle,,12,idle,,14,idle,,16,shy,,XS_160,XS_160,1.0,,,,,,,,,,
event_bluewaterisland2_04_e_76,40021,event_bluewaterisland2_04_e,Self,,Self,Locale_SubScenario:event_bluewaterisland2_04_e_76,False,,9,idle,,7,shy,,4,idle,,2,idle,,12,idle,,14,idle,,16,shy,,XS_160,XS_160,1.0,,,,,,,,,,
event_bluewaterisland2_04_e_77,40021,event_bluewaterisland2_04_e,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_04_e_77,True,,9,idle,,7,shy,,4,idle,,2,idle,,12,idle,,14,idle,,16,no,,XS_160,XS_160,1.0,,,,,,,,,,
event_bluewaterisland2_04_e_78,40021,event_bluewaterisland2_04_e,Speech,liter_s,liter_s,Locale_SubScenario:event_bluewaterisland2_04_e_78,True,,9,idle,,7,shy,,4,idle,,2,idle,,12,idle,,14,delight,,16,no,,XS_160,XS_140,1.0,,,,,,,,,,
event_bluewaterisland2_04_e_79,40021,event_bluewaterisland2_04_e,Speech,liter_s,liter_s,Locale_SubScenario:event_bluewaterisland2_04_e_79,True,,9,idle,,7,shy,,4,idle,,2,idle,,12,idle,,14,delight,,16,idle,,XS_140,XS_140,1.0,,,,,,,,,,
event_bluewaterisland2_04_e_80,40021,event_bluewaterisland2_04_e,Speech,liter_s,liter_s,Locale_SubScenario:event_bluewaterisland2_04_e_80,True,,9,idle,,7,shy,,4,idle,,2,idle,,12,idle,,14,no,,16,idle,,XS_140,XS_140,1.0,,,,,,,,,,
event_bluewaterisland2_04_e_81,40021,event_bluewaterisland2_04_e,Speech,liter_s,liter_s,Locale_SubScenario:event_bluewaterisland2_04_e_81,True,,9,idle,,7,shy,,4,idle,,2,idle,,12,idle,,14,no,,16,idle,,XS_140,XS_140,1.0,,,,,,,,,,
event_bluewaterisland2_04_e_82,40021,event_bluewaterisland2_04_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_04_e_82,True,,9,idle,,7,shy,,4,idle,,2,idle,,12,idle,,14,no,,16,idle,,70,70,1.0,,,,,,,,,,
event_bluewaterisland2_04_e_83,40021,event_bluewaterisland2_04_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_04_e_83,True,,9,idle,,7,shy,,4,idle,,2,idle,,12,idle,,14,idle,,16,idle,,70,70,1.0,,,,,,,,,,
event_bluewaterisland2_04_e_84,40021,event_bluewaterisland2_04_e,Monologue,,Monologue,Locale_SubScenario:event_bluewaterisland2_04_e_84,False,,9,idle,,7,shy,,4,idle,,2,idle,,12,idle,,14,idle,,16,idle,,black,black,1.0,,,,,,,,,,
event_bluewaterisland2_04_e_85,40021,event_bluewaterisland2_04_e,Monologue,,Monologue,Locale_SubScenario:event_bluewaterisland2_04_e_85,False,,9,idle,,7,shy,,4,idle,,2,idle,,12,idle,,14,idle,,16,idle,,black,black,1.0,,,,,,,,,,
