id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,set_filter_01,fade,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,effects/0/play_effect_id,effects/0/set_effect_position,effects/0/is_effect_movable,effects/0/stop_effect_id
d_ex_redash_07_2_14,80800,d_ex_redash_07_2,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_07_2_14,True,,90,90,1.0,,liliweiss,Vignetting,,,,9,sad,,,,,,,
d_ex_redash_07_2_15,80800,d_ex_redash_07_2,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_07_2_15,True,,90,90,1.0,,liliweiss,Vignetting,,,,9,think,,,,,,,
d_ex_redash_07_2_16,80800,d_ex_redash_07_2,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_07_2_16,True,,90,90,1.0,,liliweiss,Vignetting,,,,9,think,,,,,,,
d_ex_redash_07_2_17,80800,d_ex_redash_07_2,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_07_2_17,True,,90,90,1.0,,liliweiss,Vignetting,,,,9,think,,,,,,,
d_ex_redash_07_2_18,80800,d_ex_redash_07_2,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_07_2_18,True,,90,90,1.0,,liliweiss,Vignetting,,,,9,think,,,,,,,
d_ex_redash_07_2_19,80800,d_ex_redash_07_2,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_07_2_19,True,,90,90,1.0,,liliweiss,Vignetting,,,,9,think,,,,,,,
d_ex_redash_07_2_20,80800,d_ex_redash_07_2,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_07_2_20,True,,90,90,1.0,,liliweiss,Vignetting,,,,9,think,,,,,,,
d_ex_redash_07_2_21,80800,d_ex_redash_07_2,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_07_2_21,False,,90,90,1.0,,liliweiss,Vignetting,,,,9,think,,,,,,,
d_ex_redash_07_2_22,80800,d_ex_redash_07_2,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_07_2_22,True,,90,90,1.0,,liliweiss,Vignetting,,,,9,delight,,,,,,,
d_ex_redash_07_2_23,80800,d_ex_redash_07_2,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_07_2_23,True,,90,90,1.0,,liliweiss,Vignetting,,,,9,delight,,,,,,,
d_ex_redash_07_2_24,80800,d_ex_redash_07_2,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_07_2_24,True,,90,90,1.0,,liliweiss,Vignetting,,,,9,delight,,,,,,,
d_ex_redash_07_2_25,80800,d_ex_redash_07_2,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_07_2_25,True,,90,90,1.0,,liliweiss,Vignetting,,,,9,delight,,,,,,,
d_ex_redash_07_2_26,80800,d_ex_redash_07_2,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_07_2_26,True,,90,90,1.0,,liliweiss,Vignetting,,,,9,idle,,,,,,,
d_ex_redash_07_2_27,80800,d_ex_redash_07_2,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_07_2_27,True,,90,90,1.0,,liliweiss,Vignetting,,,,9,idle,,,,,,,
d_ex_redash_07_2_28,80800,d_ex_redash_07_2,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_07_2_28,False,,90,90,1.0,,liliweiss,Vignetting,,,,9,think,,,,,,,
d_ex_redash_07_2_29,80800,d_ex_redash_07_2,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_07_2_29,True,,90,90,1.0,,liliweiss,Vignetting,,,,9,idle,,,,,,,
d_ex_redash_07_2_30,80800,d_ex_redash_07_2,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_07_2_30,True,,90,90,1.0,,liliweiss,Vignetting,,,,9,idle,,,,,,,
d_ex_redash_07_2_31,80800,d_ex_redash_07_2,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_07_2_31,True,,90,90,1.0,,liliweiss,Vignetting,,,,9,idle,,,,,,,
d_ex_redash_07_2_32,80800,d_ex_redash_07_2,Narration,Narration,Locale_SuddenStory:d_ex_redash_07_2_32,False,,black,black,1.0,,,,,sfx_scn_remotesignal,,9,idle,,,,,,,fx_Eventscene_camera_recording
d_ex_redash_07_2_33,80800,d_ex_redash_07_2,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_07_2_33,False,,9,9,1.0,,liliweiss,,,,,9,idle,commander,1,idle,,,,
d_ex_redash_07_2_34,80800,d_ex_redash_07_2,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_07_2_34,True,,9,2,1.0,,liliweiss,,,,,3,think,,1,idle,,,,
d_ex_redash_07_2_35,80800,d_ex_redash_07_2,Speech,commander,Locale_SuddenStory:d_ex_redash_07_2_35,True,,2,2,1.0,,commander,,,,,3,think,,1,idle,,,,
d_ex_redash_07_2_36,80800,d_ex_redash_07_2,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_07_2_36,True,,30,30,1.0,,liliweiss,,,,,3,idle,,1,idle,,,,
d_ex_redash_07_2_37,80800,d_ex_redash_07_2,Speech,commander,Locale_SuddenStory:d_ex_redash_07_2_37,True,,L_10,L_10,1.0,,commander,,,,,3,idle,,1,idle,,,,
d_ex_redash_07_2_38,80800,d_ex_redash_07_2,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_07_2_38,True,,30,30,1.0,,liliweiss,,,,,3,think,,1,idle,,,,
d_ex_redash_07_2_39,80800,d_ex_redash_07_2,Speech,commander,Locale_SuddenStory:d_ex_redash_07_2_39,True,,L_10,L_10,1.0,,commander,,,,,3,think,,1,delight,,,,
d_ex_redash_07_2_40,80800,d_ex_redash_07_2,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_07_2_40,False,,L_10,2,1.0,none,liliweiss,,,,,3,think,,1,delight,,,,
d_ex_redash_07_2_41,80800,d_ex_redash_07_2,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_07_2_41,True,,2,2,1.0,bgm_story_impression,liliweiss,,,,,3,idle,,1,idle,,,,
d_ex_redash_07_2_42,80800,d_ex_redash_07_2,Speech,commander,Locale_SuddenStory:d_ex_redash_07_2_42,True,,2,2,1.0,,commander,,,,,3,idle,,1,idle,,,,
d_ex_redash_07_2_43,80800,d_ex_redash_07_2,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_07_2_43,True,,2,2,1.0,,liliweiss,,,,,3,idle,,1,idle,,,,
d_ex_redash_07_2_44,80800,d_ex_redash_07_2,Narration,Narration,Locale_SuddenStory:d_ex_redash_07_2_44,False,,black,black,1.0,,,,,sfx_scn_windowclack,,3,idle,,1,idle,,,,
