id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id
event_goldencoinrush2_02_s_14,40049,event_goldencoinrush2_02_s,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush2_02_s_14,True,,2,2,1.0,,,,,3,sad,,,1,worry,,,,,,,,,,,,,
event_goldencoinrush2_02_s_15,40049,event_goldencoinrush2_02_s,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush2_02_s_15,True,,2,2,1.0,,,,,3,sad,,,1,worry,,,,,,,,,,,,,
event_goldencoinrush2_02_s_16,40049,event_goldencoinrush2_02_s,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush2_02_s_16,True,,2,2,1.0,,,,,3,sad,,,1,worry,,,,,,,,,,,,,
event_goldencoinrush2_02_s_17,40049,event_goldencoinrush2_02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_02_s_17,True,,2,S_30,1.0,bgm_story_marrybad,,,,3,sad,,,1,worry,,,,,,,,,,,,,
event_goldencoinrush2_02_s_18,40049,event_goldencoinrush2_02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_02_s_18,True,,S_30,S_30,1.0,,,,,3,sad,,,1,worry,,,,,,,,,,,,,
event_goldencoinrush2_02_s_19,40049,event_goldencoinrush2_02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_02_s_19,True,,S_30,S_30,1.0,,,,,3,sad,,,1,worry,,,,,,,,,,,,,
event_goldencoinrush2_02_s_20,40049,event_goldencoinrush2_02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_02_s_20,True,,S_30,S_30,1.0,,,,,3,sad,,,1,worry,,,,,,,,,,,,,
event_goldencoinrush2_02_s_21,40049,event_goldencoinrush2_02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_02_s_21,True,,S_30,S_30,1.0,,,,,3,sad,,,1,worry,,,,,,,,,,,,,
event_goldencoinrush2_02_s_22,40049,event_goldencoinrush2_02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_02_s_22,True,,S_30,S_30,1.0,,,,,3,sad,,,1,worry,,,,,,,,,,,,,
event_goldencoinrush2_02_s_23,40049,event_goldencoinrush2_02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_02_s_23,True,,S_30,S_30,1.0,,,,,3,sad,,,1,worry,,,,,,,,,,,,,
event_goldencoinrush2_02_s_24,40049,event_goldencoinrush2_02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_02_s_24,True,,S_30,S_30,1.0,,,,,3,sad,,,1,worry,,,,,,,,,,,,,
event_goldencoinrush2_02_s_25,40049,event_goldencoinrush2_02_s,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush2_02_s_25,True,,XS_10,XS_10,1.0,,,,,3,sad,,,1,surprise,,,,,,,,,,,,,
event_goldencoinrush2_02_s_26,40049,event_goldencoinrush2_02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_02_s_26,False,,S_30,S_30,1.0,,,,,3,sad,,,1,surprise,,,,,,,,,,,,,
event_goldencoinrush2_02_s_27,40049,event_goldencoinrush2_02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_02_s_27,True,,S_30,S_30,1.0,,,,,3,sad,,,1,surprise,,,,,,,,,,,,,
event_goldencoinrush2_02_s_28,40049,event_goldencoinrush2_02_s,Self,soda_b,,Locale_MainScenario:event_goldencoinrush2_02_s_28,False,,S_30,S_30,1.0,,,,,3,sad,,,1,surprise,,,,,,,,,,,,,
event_goldencoinrush2_02_s_29,40049,event_goldencoinrush2_02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_02_s_29,True,,S_30,S_30,1.0,,,,,3,sad,,,1,surprise,,,,,,,,,,,,,
event_goldencoinrush2_02_s_30,40049,event_goldencoinrush2_02_s,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush2_02_s_30,True,,S_30,2,1.0,,,,,3,sad,,,1,surprise,,,,,,,,,,,,,
event_goldencoinrush2_02_s_31,40049,event_goldencoinrush2_02_s,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush2_02_s_31,True,,2,2,1.0,,,,,3,sad,,,1,worry,,,,,,,,,,,,,
event_goldencoinrush2_02_s_32,40049,event_goldencoinrush2_02_s,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush2_02_s_32,True,,2,2,1.0,,,,,3,sad,,,1,worry,,,,,,,,,,,,,
event_goldencoinrush2_02_s_33,40049,event_goldencoinrush2_02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_02_s_33,True,,2,2,1.0,,,,,3,sad,,,1,worry,,,,,,,,,,,,,
event_goldencoinrush2_02_s_34,40049,event_goldencoinrush2_02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_02_s_34,True,,2,2,1.0,,,,,3,sad,,,1,worry,,,,,,,,,,,,,
event_goldencoinrush2_02_s_35,40049,event_goldencoinrush2_02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_02_s_35,True,,2,2,1.0,,,,,3,sad,,,1,worry,,,,,,,,,,,,,
event_goldencoinrush2_02_s_36,40049,event_goldencoinrush2_02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_02_s_36,True,,2,2,1.0,,,,,3,sad,,,1,worry,,,,,,,,,,,,,
event_goldencoinrush2_02_s_37,40049,event_goldencoinrush2_02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_02_s_37,True,,2,2,1.0,,,,,3,sad,,,1,worry,,,,,,,,,,,,,
event_goldencoinrush2_02_s_38,40049,event_goldencoinrush2_02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_02_s_38,True,,2,2,1.0,,,,,3,sad,,,1,worry,,,,,,,,,,,,,
event_goldencoinrush2_02_s_39,40049,event_goldencoinrush2_02_s,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush2_02_s_39,True,,2,XS_10,1.0,,,,,3,sad,,,1,worry,,,,,,,,,,,,,
event_goldencoinrush2_02_s_40,40049,event_goldencoinrush2_02_s,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush2_02_s_40,True,,XS_10,XS_10,1.0,,,,,3,sad,,,1,worry,,,,,,,,,,,,,
event_goldencoinrush2_02_s_41,40049,event_goldencoinrush2_02_s,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush2_02_s_41,True,,XS_10,XS_10,1.0,,,,,3,sad,,,1,worry,,,,,,,,,,,,,
event_goldencoinrush2_02_s_42,40049,event_goldencoinrush2_02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_02_s_42,True,,XS_10,S_30,1.0,,,,,3,worry,,,1,worry,,,,,,,,,,,,,
event_goldencoinrush2_02_s_43,40049,event_goldencoinrush2_02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_02_s_43,True,,S_30,S_30,1.0,,,,,3,worry,,,1,worry,,,,,,,,,,,,,
event_goldencoinrush2_02_s_44,40049,event_goldencoinrush2_02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_02_s_44,True,,S_30,S_30,1.0,,,,,3,worry,,,1,worry,,,,,,,,,,,,,
event_goldencoinrush2_02_s_45,40049,event_goldencoinrush2_02_s,Self,soda_b,,Locale_MainScenario:event_goldencoinrush2_02_s_45,False,,S_30,S_30,1.0,,,,,3,worry,,,1,worry,,,,,,,,,,,,,
event_goldencoinrush2_02_s_46,40049,event_goldencoinrush2_02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_02_s_46,False,,S_30,S_30,1.0,,,,,3,worry,,,1,worry,,,,,,,,,,,,,
event_goldencoinrush2_02_s_47,40049,event_goldencoinrush2_02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_02_s_47,True,,S_30,S_30,1.0,,,,,3,worry,,,1,worry,,,,,,,,,,,,,
event_goldencoinrush2_02_s_48,40049,event_goldencoinrush2_02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_02_s_48,True,,S_30,S_30,1.0,,,,,3,worry,,,1,worry,,,,,,,,,,,,,
event_goldencoinrush2_02_s_49,40049,event_goldencoinrush2_02_s,Self,soda_b,,Locale_MainScenario:event_goldencoinrush2_02_s_49,False,,S_30,S_30,1.0,,,,,3,worry,,,1,worry,,,,,,,,,,,,,
event_goldencoinrush2_02_s_50,40049,event_goldencoinrush2_02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_02_s_50,True,,S_30,S_30,1.0,,,,,3,worry,,,1,worry,,,,,,,,,,,,,
event_goldencoinrush2_02_s_51,40049,event_goldencoinrush2_02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_02_s_51,True,,S_30,S_30,1.0,,,,,3,worry,,,1,worry,,,,,,,,,,,,,
event_goldencoinrush2_02_s_52,40049,event_goldencoinrush2_02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_02_s_52,True,,S_30,S_30,1.0,,,,,3,worry,,,1,worry,,,,,,,,,,,,,
event_goldencoinrush2_02_s_53,40049,event_goldencoinrush2_02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_02_s_53,True,,S_30,S_30,1.0,,,,,3,worry,,,1,worry,,,,,,,,,,,,,
event_goldencoinrush2_02_s_54,40049,event_goldencoinrush2_02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_02_s_54,True,,S_30,S_30,1.0,,,,,3,worry,,,1,worry,,,,,,,,,,,,,
event_goldencoinrush2_02_s_55,40049,event_goldencoinrush2_02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_02_s_55,True,,S_30,S_30,1.0,,,,,3,worry,,,1,worry,,,,,,,,,,,,,
event_goldencoinrush2_02_s_56,40049,event_goldencoinrush2_02_s,Self,soda_b,,Locale_MainScenario:event_goldencoinrush2_02_s_56,False,,S_30,S_30,1.0,,,,,3,worry,,,1,worry,,,,,,,,,,,,,
event_goldencoinrush2_02_s_57,40049,event_goldencoinrush2_02_s,Self,soda_b,,Locale_MainScenario:event_goldencoinrush2_02_s_57,False,,S_30,S_30,1.0,,,,,3,worry,,,1,worry,,,,,,,,,,,,,
event_goldencoinrush2_02_s_58,40049,event_goldencoinrush2_02_s,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush2_02_s_58,True,,S_30,XS_10,1.0,,,,,3,worry,,,1,idle,,,,,,,,,,,,,
event_goldencoinrush2_02_s_59,40049,event_goldencoinrush2_02_s,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush2_02_s_59,True,,XS_10,XS_10,1.0,,,,,3,worry,,,1,idle,,,,,,,,,,,,,
event_goldencoinrush2_02_s_60,40049,event_goldencoinrush2_02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_02_s_60,True,,XS_10,S_30,1.0,,,,,3,worry,,,1,worry,,,,,,,,,,,,,
event_goldencoinrush2_02_s_61,40049,event_goldencoinrush2_02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_02_s_61,True,,S_30,S_30,1.0,,,,,3,worry,,,1,worry,,,,,,,,,,,,,
event_goldencoinrush2_02_s_62,40049,event_goldencoinrush2_02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_02_s_62,True,,S_30,S_30,1.0,,,,,3,worry,,,1,worry,,,,,,,,,,,,,
event_goldencoinrush2_02_s_63,40049,event_goldencoinrush2_02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_02_s_63,True,,S_30,S_30,1.0,,,,,3,worry,,,1,worry,,,,,,,,,,,,,
event_goldencoinrush2_02_s_64,40049,event_goldencoinrush2_02_s,Self,soda_b,,Locale_MainScenario:event_goldencoinrush2_02_s_64,False,,S_30,S_30,1.0,none,,,,3,worry,,,1,worry,,,,,,,,,,,,,
event_goldencoinrush2_02_s_65,40049,event_goldencoinrush2_02_s,Self,soda_b,,Locale_MainScenario:event_goldencoinrush2_02_s_65,False,,S_30,S_30,1.0,,,,,3,worry,,,1,worry,,,,,,,,,,,,,
event_goldencoinrush2_02_s_66,40049,event_goldencoinrush2_02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_02_s_66,True,,S_30,S_30,1.0,,,,,3,worry,,,1,worry,,,,,,,,,,,,,
event_goldencoinrush2_02_s_67,40049,event_goldencoinrush2_02_s,Self,soda_b,,Locale_MainScenario:event_goldencoinrush2_02_s_67,False,,S_30,S_30,1.0,bgm_story_impression,,,,3,worry,,,1,worry,,,,,,,,,,,,,
event_goldencoinrush2_02_s_68,40049,event_goldencoinrush2_02_s,Self,soda_b,,Locale_MainScenario:event_goldencoinrush2_02_s_68,False,,S_30,S_30,1.0,,,,,3,worry,,,1,worry,,,,,,,,,,,,,
event_goldencoinrush2_02_s_69,40049,event_goldencoinrush2_02_s,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush2_02_s_69,True,,S_30,XS_100,1.0,,,,,3,worry,,,1,angry,,,,,,,,,,,,,
event_goldencoinrush2_02_s_70,40049,event_goldencoinrush2_02_s,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush2_02_s_70,True,,XS_100,XS_100,1.0,,,,,3,worry,,,1,angry,,,,,,,,,,,,,
event_goldencoinrush2_02_s_71,40049,event_goldencoinrush2_02_s,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush2_02_s_71,True,,XS_100,XS_100,1.0,,,,,3,worry,,,1,angry,,,,,,,,,,,,,
event_goldencoinrush2_02_s_72,40049,event_goldencoinrush2_02_s,Self,alice_b,,Locale_MainScenario:event_goldencoinrush2_02_s_72,False,,XS_100,XS_100,1.0,,,,,3,worry,,,1,angry,,,,,,,,,,,,,
event_goldencoinrush2_02_s_73,40049,event_goldencoinrush2_02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_02_s_73,False,,XS_100,S_30,1.0,,,,,3,worry,,,1,angry,,,,,,,,,,,,,
event_goldencoinrush2_02_s_74,40049,event_goldencoinrush2_02_s,Self,soda_b,,Locale_MainScenario:event_goldencoinrush2_02_s_74,False,,S_30,S_30,1.0,,,,,3,worry,,,1,worry,,,,,,,,,,,,,
event_goldencoinrush2_02_s_75,40049,event_goldencoinrush2_02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_02_s_75,True,,S_30,S_30,1.0,,,,,3,worry,,,1,worry,,,,,,,,,,,,,
event_goldencoinrush2_02_s_76,40049,event_goldencoinrush2_02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_02_s_76,True,,S_30,S_300,1.0,,,,,3,worry,,,1,worry,,,,,,,,,,,,,
event_goldencoinrush2_02_s_77,40049,event_goldencoinrush2_02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_02_s_77,True,,S_300,S_300,1.0,,,,,3,worry,,,1,worry,,,,,,,,,,,,,
event_goldencoinrush2_02_s_78,40049,event_goldencoinrush2_02_s,Self,soda_b,,Locale_MainScenario:event_goldencoinrush2_02_s_78,False,,S_300,S_300,1.0,,,,,3,worry,,,1,worry,,,,,,,,,,,,,
event_goldencoinrush2_02_s_79,40049,event_goldencoinrush2_02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_02_s_79,True,,S_300,S_300,1.0,,,,,3,sad,,,1,worry,,,,,,,,,,,,,
event_goldencoinrush2_02_s_80,40049,event_goldencoinrush2_02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_02_s_80,True,,S_300,S_30,1.0,,,,,3,sad,,,1,worry,,,,,,,,,,,,,
event_goldencoinrush2_02_s_81,40049,event_goldencoinrush2_02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_02_s_81,True,,S_30,3,1.0,,,,,3,sad,,,1,worry,,,,,,,,,,,,,
event_goldencoinrush2_02_s_82,40049,event_goldencoinrush2_02_s,Self,soda_b,,Locale_MainScenario:event_goldencoinrush2_02_s_82,False,,3,3,1.0,,,,,3,sad,,,1,worry,,,,,,,,,,,,,
event_goldencoinrush2_02_s_83,40049,event_goldencoinrush2_02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_02_s_83,True,,3,3,1.0,,,,,3,sad,,,1,worry,,,,,,,,,,,,,
event_goldencoinrush2_02_s_84,40049,event_goldencoinrush2_02_s,Self,soda_b,,Locale_MainScenario:event_goldencoinrush2_02_s_84,False,,3,3,1.0,,,,,3,sad,,,1,worry,,,,,,,,,,,,,
event_goldencoinrush2_02_s_85,40049,event_goldencoinrush2_02_s,Self,soda_b,,Locale_MainScenario:event_goldencoinrush2_02_s_85,False,,3,3,1.0,,,,,3,sad,,,1,worry,,,,,,,,,,,,,
event_goldencoinrush2_02_s_86,40049,event_goldencoinrush2_02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_02_s_86,True,,3,S_30,0.7,,,,,3,worry,,,1,worry,,,,,,,,,,,,,
event_goldencoinrush2_02_s_87,40049,event_goldencoinrush2_02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_02_s_87,True,,S_30,S_30,1.0,,,,,3,worry,,,1,worry,,,,,,,,,,,,,
event_goldencoinrush2_02_s_88,40049,event_goldencoinrush2_02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_02_s_88,True,,S_30,S_30,1.0,,,,,3,worry,,,1,worry,,,,,,,,,,,,,
event_goldencoinrush2_02_s_89,40049,event_goldencoinrush2_02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_02_s_89,True,,S_30,S_30,1.0,,,,,3,worry,,,1,worry,,,,,,,,,,,,,
event_goldencoinrush2_02_s_90,40049,event_goldencoinrush2_02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_02_s_90,True,,S_30,S_30,1.0,,,,,3,worry,,,1,worry,,,,,,,,,,,,,
event_goldencoinrush2_02_s_91,40049,event_goldencoinrush2_02_s,Self,soda_b,,Locale_MainScenario:event_goldencoinrush2_02_s_91,False,,S_30,S_30,1.0,,,,,3,worry,,,1,worry,,,,,,,,,,,,,
event_goldencoinrush2_02_s_92,40049,event_goldencoinrush2_02_s,Self,soda_b,,Locale_MainScenario:event_goldencoinrush2_02_s_92,False,,S_30,S_30,1.0,,,,,3,worry,,,1,worry,,,,,,,,,,,,,
event_goldencoinrush2_02_s_93,40049,event_goldencoinrush2_02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_02_s_93,False,,S_30,S_30,1.0,,,,,3,surprise,,,1,worry,,,,,,,,,,,,,
event_goldencoinrush2_02_s_94,40049,event_goldencoinrush2_02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_02_s_94,True,,S_30,S_30,1.0,,,,,3,surprise,,,1,worry,,,,,,,,,,,,,
event_goldencoinrush2_02_s_95,40049,event_goldencoinrush2_02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_02_s_95,True,,S_30,S_30,1.0,,,,,3,surprise,,,1,worry,,,,,,,,,,,,,
event_goldencoinrush2_02_s_96,40049,event_goldencoinrush2_02_s,Self,soda_b,,Locale_MainScenario:event_goldencoinrush2_02_s_96,False,,S_30,S_30,1.0,,,,,3,surprise,,,1,worry,,,,,,,,,,,,,
event_goldencoinrush2_02_s_97,40049,event_goldencoinrush2_02_s,Self,soda_b,,Locale_MainScenario:event_goldencoinrush2_02_s_97,False,,S_30,S_30,1.0,,,,,3,surprise,,,1,worry,,,,,,,,,,,,,
event_goldencoinrush2_02_s_98,40049,event_goldencoinrush2_02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_02_s_98,True,,S_30,S_30,1.0,,,,,3,worry,,,1,worry,,,,,,,,,,,,,
event_goldencoinrush2_02_s_99,40049,event_goldencoinrush2_02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_02_s_99,True,,S_30,S_30,1.0,,,,,3,worry,,,1,worry,,,,,,,,,,,,,
event_goldencoinrush2_02_s_100,40049,event_goldencoinrush2_02_s,Speech,cocoa,cocoa,Locale_MainScenario:event_goldencoinrush2_02_s_100,True,MaidCafe,S_10,12,1.0,,Grey,black,,3,worry,soda_b,,1,worry,alice_b,cocoa,13,serious,,ade,15,worried,,soda,1,sad,
event_goldencoinrush2_02_s_101,40049,event_goldencoinrush2_02_s,Speech,cocoa,cocoa,Locale_MainScenario:event_goldencoinrush2_02_s_101,True,,12,12,1.0,,Grey,,,,,,,,,,,13,serious,,,15,worried,,,1,sad,
event_goldencoinrush2_02_s_102,40049,event_goldencoinrush2_02_s,Speech,soda,soda,Locale_MainScenario:event_goldencoinrush2_02_s_102,True,,12,12,1.0,,Grey,,,,,,,,,,,13,serious,,,15,worried,,,1,sad,
event_goldencoinrush2_02_s_103,40049,event_goldencoinrush2_02_s,Speech,cocoa,cocoa,Locale_MainScenario:event_goldencoinrush2_02_s_103,True,,12,12,1.0,,Grey,,,,,,,,,,,13,serious,,,15,worried,,,1,sad,
event_goldencoinrush2_02_s_104,40049,event_goldencoinrush2_02_s,Speech,cocoa,cocoa,Locale_MainScenario:event_goldencoinrush2_02_s_104,True,,12,12,1.0,,Grey,,,,,,,,,,,13,serious,,,15,worried,,,1,sad,
event_goldencoinrush2_02_s_105,40049,event_goldencoinrush2_02_s,Speech,soda,soda,Locale_MainScenario:event_goldencoinrush2_02_s_105,True,,12,12,1.0,,Grey,,,,,,,,,,,13,serious,,,15,worried,,,1,sad,
event_goldencoinrush2_02_s_106,40049,event_goldencoinrush2_02_s,Speech,ade,ade,Locale_MainScenario:event_goldencoinrush2_02_s_106,True,,12,14,1.0,,Grey,,,,,,,,,,,13,serious,,,15,worried,,,1,sad,
event_goldencoinrush2_02_s_107,40049,event_goldencoinrush2_02_s,Speech,ade,ade,Locale_MainScenario:event_goldencoinrush2_02_s_107,True,,14,14,1.0,,Grey,,,,,,,,,,,13,serious,,,15,worried,,,1,sad,
event_goldencoinrush2_02_s_108,40049,event_goldencoinrush2_02_s,Speech,soda,soda,Locale_MainScenario:event_goldencoinrush2_02_s_108,False,,S_10,S_10,1.0,,Grey,,,,,,,,,,,13,serious,,,15,worried,,,1,sad,
event_goldencoinrush2_02_s_109,40049,event_goldencoinrush2_02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_02_s_109,True,CoinRushMainHall,black,black,1.0,,,black,soda_b,3,worry,,alice_b,1,worry,,,13,serious,cocoa,,15,worried,ade,,1,sad,soda
event_goldencoinrush2_02_s_110,40049,event_goldencoinrush2_02_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush2_02_s_110,True,,black,black,1.0,,,,,3,worry,,,1,worry,,,,,,,,,,,,,
event_goldencoinrush2_02_s_111,40049,event_goldencoinrush2_02_s,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush2_02_s_111,True,,XS_100,XS_100,1.0,,,,,3,worry,,,1,worry,,,,,,,,,,,,,
