id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_filter_01,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id
event_redash2_02_e_11,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_11,True,,redhoodoswald_01,1,1.0,,,redhood,redhood,,,,,,,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_12,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_12,True,,1,1,1.0,,,oswald_o,oswald_o,,,,,,,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_13,40032,event_redash2_02_e,Narration,Locale_MainScenario:event_redash2_02_e_13,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_14,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_14,True,,1,1,1.0,,,oswald_o,oswald_o,,,,,,,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_15,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_15,True,,1,redhoodoswald_02,2.0,,,redhood,redhood,,,,,,,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_16,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_16,True,,redhoodoswald_02,redhoodoswald_02,1.0,,,redhood,redhood,,,,,,,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_17,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_17,True,,redhoodoswald_02,redhoodoswald_02,1.0,,,redhood,redhood,,,,,,,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_18,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_18,True,,redhoodoswald_02,redhoodoswald_01,1.0,,,oswald_o,oswald_o,,,,,,,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_19,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_19,True,,redhoodoswald_01,redhoodoswald_01,1.0,,,redhood,redhood,,,,,,,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_20,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_20,True,,redhoodoswald_01,redhoodoswald_01,1.0,,,oswald_o,oswald_o,,,,,,,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_21,40032,event_redash2_02_e,Narration,Locale_MainScenario:event_redash2_02_e_21,False,WasteLand_03,black,black,1.0,sfx_scn_gunhandling,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_22,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_22,True,,1,1,1.0,,,oswald_o,oswald_o,oswald_o,1,idle,redhood,13,think,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_23,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_23,True,,1,L_10,1.0,,none,oswald_o,oswald_o,,1,idle,,13,think,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_24,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_24,False,,L_10,130,1.0,,,redhood,redhood,,1,idle,,13,think,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_25,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_25,True,,130,130,1.0,,event_bgm_redash_thankstogoddess,redhood,redhood,,1,idle,,13,think,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_26,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_26,True,,130,113,1.0,,,oswald_o,oswald_o,,1,idle,,13,think,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_27,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_27,True,,113,113,1.0,,,redhood,redhood,,1,idle,,13,go,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_28,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_28,True,,113,113,1.0,,,oswald_o,oswald_o,,1,idle,,13,go,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_29,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_29,True,,113,113,1.0,,,redhood,redhood,,1,idle,,13,idle,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_30,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_30,True,,113,113,1.0,,,oswald_o,oswald_o,,1,idle,,13,idle,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_31,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_31,True,,113,113,1.0,,,redhood,redhood,,1,idle,,13,idle,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_32,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_32,True,,113,113,1.0,,,oswald_o,oswald_o,,1,idle,,13,idle,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_33,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_33,True,,113,113,1.0,,,oswald_o,oswald_o,,1,idle,,13,idle,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_34,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_34,True,,113,113,1.0,,,redhood,redhood,,1,idle,,13,think,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_35,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_35,True,,113,113,1.0,,,oswald_o,oswald_o,,1,idle,,13,think,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_36,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_36,True,,113,113,1.0,,,redhood,redhood,,1,idle,,13,idle,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_37,40032,event_redash2_02_e,Narration,Locale_MainScenario:event_redash2_02_e_37,False,,black,black,1.0,,,,,,1,idle,,13,idle,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_38,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_38,True,,L_10,L_10,1.0,,,oswald_o,oswald_o,,1,idle,,13,idle,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_39,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_39,True,,L_10,L_10,1.0,,,oswald_o,oswald_o,,1,idle,,13,idle,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_40,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_40,True,,130,130,1.0,,,redhood,redhood,,1,idle,,13,idle,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_41,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_41,True,,L_10,L_10,1.0,,,oswald_o,oswald_o,,1,idle,,13,idle,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_42,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_42,True,,130,130,1.0,,,redhood,redhood,,1,idle,,13,idle,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_43,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_43,True,,L_10,L_10,1.0,,,oswald_o,oswald_o,,1,idle,,13,idle,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_44,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_44,True,,L_10,113,1.0,,,oswald_o,oswald_o,,1,idle,,13,idle,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_45,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_45,True,,113,113,1.0,,,redhood,redhood,,1,idle,,13,idle,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_46,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_46,True,,113,113,1.0,,,redhood,redhood,,1,idle,,13,idle,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_47,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_47,True,,113,113,1.0,,,oswald_o,oswald_o,,1,idle,,13,idle,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_48,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_48,True,,113,113,1.0,,,oswald_o,oswald_o,,1,idle,,13,idle,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_49,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_49,True,,113,113,1.0,,,redhood,redhood,,1,idle,,13,idle,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_50,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_50,True,,113,113,1.0,,,oswald_o,oswald_o,,1,idle,,13,idle,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_51,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_51,True,,113,130,1.0,,,redhood,redhood,,1,idle,,13,idle,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_52,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_52,True,,130,1300,1.0,,,redhood,redhood,,1,idle,,13,think,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_53,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_53,True,,1300,1300,1.0,,,redhood,redhood,,1,idle,,13,think,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_54,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_54,False,,1300,1300,1.0,,,redhood,oswald_o,,1,idle,,13,think,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_55,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_55,True,,1300,130,1.0,,,redhood,redhood,,1,idle,,13,idle,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_56,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_56,False,,130,130,1.0,,,redhood,oswald_o,,1,idle,,13,idle,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_57,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_57,True,,130,130,1.0,,,redhood,redhood,,1,idle,,13,think,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_58,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_58,True,,130,113,1.0,,,oswald_o,oswald_o,,1,idle,,13,think,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_59,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_59,True,,113,113,1.0,,,redhood,redhood,,1,idle,,13,think,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_60,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_60,True,,113,113,1.0,,,redhood,redhood,,1,idle,,13,think,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_61,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_61,True,,113,113,1.0,,,oswald_o,oswald_o,,1,idle,,13,think,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_62,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_62,True,,113,113,1.0,,,redhood,redhood,,1,idle,,13,think,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_63,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_63,True,,113,113,1.0,,,oswald_o,oswald_o,,1,idle,,13,think,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_64,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_64,False,,113,113,1.0,,,redhood,redhood,,1,idle,,13,think,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_65,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_65,True,,130,130,1.0,,,redhood,redhood,,1,idle,,13,think,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_66,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_66,True,,L_10,L_10,1.0,,,oswald_o,oswald_o,,1,idle,,13,think,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_67,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_67,True,,L_10,130,1.0,,,redhood,redhood,,1,idle,,13,think,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_68,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_68,True,,130,130,1.0,,,redhood,redhood,,1,idle,,13,think,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_69,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_69,True,,130,130,1.0,,,redhood,redhood,,1,idle,,13,think,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_70,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_70,True,,130,130,1.0,,,redhood,redhood,,1,idle,,13,think,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_71,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_71,True,,130,1300,1.0,,,redhood,redhood,,1,idle,,13,think,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_72,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_72,True,,L_100,L_100,1.0,,,oswald_o,oswald_o,,1,idle,,13,think,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_73,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_73,True,,L_100,113,1.0,,,redhood,redhood,,1,idle,,13,think,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_74,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_74,True,,113,113,1.0,,,oswald_o,oswald_o,,1,idle,,13,think,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_75,40032,event_redash2_02_e,Narration,Locale_MainScenario:event_redash2_02_e_75,False,EventScene_redash_03_3,black,black,1.0,,,,,,1,idle,,13,think,oswald_o,redhood,,,,,,,,,,,,,,,,,
event_redash2_02_e_76,40032,event_redash2_02_e,Narration,Locale_MainScenario:event_redash2_02_e_76,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_77,40032,event_redash2_02_e,Narration,Locale_MainScenario:event_redash2_02_e_77,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_78,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_78,True,,1,redhoodoswald_01,2.0,,,redhood,redhood,,,,,,,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_79,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_79,False,,redhoodoswald_01,redhoodoswald_03,2.0,,,oswald_o,oswald_o,,,,,,,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_80,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_80,True,,redhoodoswald_03,redhoodoswald_03,1.0,,,oswald_o,oswald_o,,,,,,,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_81,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_81,True,,redhoodoswald_03,redhoodoswald_03,1.0,,,redhood,redhood,,,,,,,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_82,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_82,True,,redhoodoswald_03,redhoodoswald_03,1.0,,,oswald_o,oswald_o,,,,,,,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_83,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_83,True,,redhoodoswald_03,redhoodoswald_03,1.0,,,oswald_o,oswald_o,,,,,,,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_84,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_84,True,,redhoodoswald_03,redhoodoswald_01,1.0,,,redhood,redhood,,,,,,,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_85,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_85,True,,redhoodoswald_01,redhoodoswald_01,1.0,,,oswald_o,oswald_o,,,,,,,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_86,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_86,True,,redhoodoswald_01,redhoodoswald_01,1.0,,,oswald_o,oswald_o,,,,,,,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_87,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_87,False,,redhoodoswald_01,redhoodoswald_01,1.0,,,redhood,redhood,,,,,,,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_88,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_88,True,,redhoodoswald_01,redhoodoswald_01,1.0,,,redhood,redhood,,,,,,,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_89,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_89,True,,redhoodoswald_01,redhoodoswald_03,2.0,,,oswald_o,oswald_o,,,,,,,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_90,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_90,True,,redhoodoswald_03,redhoodoswald_03,1.0,,,oswald_o,oswald_o,,,,,,,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_91,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_91,True,,redhoodoswald_03,redhoodoswald_03,1.0,,,oswald_o,oswald_o,,,,,,,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_92,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_92,True,,redhoodoswald_03,redhoodoswald_03,1.0,,,oswald_o,oswald_o,,,,,,,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_93,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_93,True,none,black,black,1.0,,,oswald_o,oswald_o,commander,5,delight,liliweiss,3,delight,,,dorothy,1,idle,hongryeon_o,13,angry,rapunzel_o,15,angry,snowwhite_o,17,shy,Grey,,,,
event_redash2_02_e_94,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_94,True,,L_50,L_50,1.0,,,oswald_o,oswald_o,,5,delight,,3,delight,,,,1,idle,,13,angry,,15,angry,,17,shy,Grey,,,,
event_redash2_02_e_95,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_95,True,,L_50,L_50,1.0,,,redhood,redhood,,5,delight,,3,delight,,,,1,idle,,13,angry,,15,angry,,17,shy,Grey,,,,
event_redash2_02_e_96,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_96,True,,L_50,30,1.0,,,oswald_o,oswald_o,,5,delight,,3,delight,,,,1,idle,,13,angry,,15,angry,,17,shy,Grey,,,,
event_redash2_02_e_97,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_97,True,,30,30,1.0,,,redhood,redhood,,5,delight,,3,delight,,,,1,idle,,13,angry,,15,angry,,17,shy,Grey,,,,
event_redash2_02_e_98,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_98,True,,30,10,1.0,,,oswald_o,oswald_o,,5,delight,,3,delight,,,,1,idle,,13,angry,,15,angry,,17,shy,Grey,,,,
event_redash2_02_e_99,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_99,True,,10,10,1.0,,,redhood,redhood,,5,delight,,3,delight,,,,1,idle,,13,angry,,15,angry,,17,shy,Grey,,,,
event_redash2_02_e_100,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_100,True,,10,1315,1.0,,,oswald_o,oswald_o,,5,delight,,3,delight,,,,1,idle,,13,angry,,15,angry,,17,shy,Grey,,,,
event_redash2_02_e_101,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_101,True,,1315,1315,1.0,,,redhood,redhood,,5,delight,,3,delight,,,,1,idle,,13,angry,,15,angry,,17,shy,Grey,,,,
event_redash2_02_e_102,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_102,True,,1315,S_170,1.0,,,oswald_o,oswald_o,,5,delight,,3,delight,,,,1,idle,,13,angry,,15,angry,,17,shy,Grey,,,,
event_redash2_02_e_103,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_103,True,,S_170,S_170,1.0,,,redhood,redhood,,5,delight,,3,delight,,,,1,idle,,13,angry,,15,angry,,17,shy,Grey,,,,
event_redash2_02_e_104,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_104,True,EventScene_redash_03_3,black,black,1.0,,,oswald_o,oswald_o,,5,delight,,3,delight,commander,liliweiss,,1,idle,,13,angry,,15,angry,,17,shy,Grey,dorothy,hongryeon_o,rapunzel_o,snowwhite_o
event_redash2_02_e_105,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_105,True,,redhoodoswald_01,redhoodoswald_01,1.0,,,redhood,redhood,,,,,,,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_106,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_106,True,,redhoodoswald_01,redhoodoswald_01,1.0,,,oswald_o,oswald_o,,,,,,,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_107,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_107,True,,redhoodoswald_01,1,1.0,,,redhood,redhood,,,,,,,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_108,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_108,True,,1,1,1.0,,,redhood,redhood,,,,,,,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_109,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_109,True,,1,redhoodoswald_01,1.0,,,oswald_o,oswald_o,,,,,,,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_110,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_110,True,,redhoodoswald_01,redhoodoswald_01,1.0,,,oswald_o,oswald_o,,,,,,,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_111,40032,event_redash2_02_e,Speech,Locale_MainScenario:event_redash2_02_e_111,True,,redhoodoswald_01,redhoodoswald_01,1.0,,,oswald_o,oswald_o,,,,,,,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_112,40032,event_redash2_02_e,Narration,Locale_MainScenario:event_redash2_02_e_112,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_113,40032,event_redash2_02_e,Narration,Locale_MainScenario:event_redash2_02_e_113,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_redash2_02_e_114,40032,event_redash2_02_e,Narration,Locale_MainScenario:event_redash2_02_e_114,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
