id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/2/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,fade,characters/0/hide_char_id,characters/1/hide_char_id
event_lastkingdom2_intermission_23,40046,event_lastkingdom2_intermission,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_intermission_23,True,,1,angry,,13,idle,,S_10,S_100,1.0,,,,,,,,
event_lastkingdom2_intermission_24,40046,event_lastkingdom2_intermission,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_intermission_24,True,,1,sad,,13,idle,,S_100,S_100,1.0,,,,,,,,
event_lastkingdom2_intermission_25,40046,event_lastkingdom2_intermission,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_intermission_25,True,,1,sad,,13,idle,,S_100,S_100,1.0,,,,,,,,
event_lastkingdom2_intermission_26,40046,event_lastkingdom2_intermission,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_intermission_26,True,,1,sad,,13,idle,,S_100,S_10,1.0,,,,,,,,
event_lastkingdom2_intermission_27,40046,event_lastkingdom2_intermission,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_intermission_27,False,,1,sad,,13,idle,,S_10,113,1.0,,,,,,,,
event_lastkingdom2_intermission_28,40046,event_lastkingdom2_intermission,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_intermission_28,True,,1,sad,,13,idle,,113,113,1.0,,,,,,,,
event_lastkingdom2_intermission_29,40046,event_lastkingdom2_intermission,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_intermission_29,True,,1,idle,,13,idle,,113,113,1.0,,,,,,,,
event_lastkingdom2_intermission_30,40046,event_lastkingdom2_intermission,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_intermission_30,True,,1,idle,,13,idle,,113,113,1.0,,,,,,,,
event_lastkingdom2_intermission_31,40046,event_lastkingdom2_intermission,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_intermission_31,True,,1,idle,,13,idle,,113,113,1.0,,,,,,,,
event_lastkingdom2_intermission_32,40046,event_lastkingdom2_intermission,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_intermission_32,True,,1,idle,,13,idle,,113,113,1.0,,,,,,,,
event_lastkingdom2_intermission_33,40046,event_lastkingdom2_intermission,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_intermission_33,True,,1,angry,,13,idle,,113,113,1.0,,,,,,,,
event_lastkingdom2_intermission_34,40046,event_lastkingdom2_intermission,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_intermission_34,False,,1,angry,,13,idle,,113,13,1.0,,,,,,,,
event_lastkingdom2_intermission_35,40046,event_lastkingdom2_intermission,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_intermission_35,True,,1,angry,,13,idle,,13,13,1.0,,,,,,,,
event_lastkingdom2_intermission_36,40046,event_lastkingdom2_intermission,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_intermission_36,True,,1,angry,,13,idle,,13,130,1.0,,,,,,,,
event_lastkingdom2_intermission_37,40046,event_lastkingdom2_intermission,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_intermission_37,True,,1,idle,,13,idle,,130,130,1.0,,,,,,,,
event_lastkingdom2_intermission_38,40046,event_lastkingdom2_intermission,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_intermission_38,True,,1,idle,,13,idle,,130,130,1.0,,,,,,,,
event_lastkingdom2_intermission_39,40046,event_lastkingdom2_intermission,Narration,kilo,,Locale_MainScenario:event_lastkingdom2_intermission_39,False,,1,idle,,13,idle,,130,130,1.0,,crown,,,,,,
event_lastkingdom2_intermission_40,40046,event_lastkingdom2_intermission,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_intermission_40,False,,1,idle,,,,,130,S_10,1.0,,,,,,,,
event_lastkingdom2_intermission_41,40046,event_lastkingdom2_intermission,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_intermission_41,True,,1,idle,,,,CrownCastleFrontYard_d,S_10,S_10,1.0,,,talos,3,idle,black,,
event_lastkingdom2_intermission_42,40046,event_lastkingdom2_intermission,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_intermission_42,True,,1,idle,,,,,S_10,1,1.0,,,,3,idle,,,
event_lastkingdom2_intermission_43,40046,event_lastkingdom2_intermission,Narration,kilo,,Locale_MainScenario:event_lastkingdom2_intermission_43,False,,1,idle,,,,,1,31,1.0,,,,3,idle,,,
event_lastkingdom2_intermission_44,40046,event_lastkingdom2_intermission,Narration,kilo,,Locale_MainScenario:event_lastkingdom2_intermission_44,False,,1,idle,,,,,31,31,1.0,,,,3,idle,,,
event_lastkingdom2_intermission_45,40046,event_lastkingdom2_intermission,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_intermission_45,False,,1,idle,,,,,31,31,1.0,,,,3,idle,,,
event_lastkingdom2_intermission_46,40046,event_lastkingdom2_intermission,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_intermission_46,True,,1,idle,,,,,31,31,1.0,,,,3,idle,,,
event_lastkingdom2_intermission_47,40046,event_lastkingdom2_intermission,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_intermission_47,True,,1,idle,,,,,31,31,1.0,,,,3,idle,,,
event_lastkingdom2_intermission_48,40046,event_lastkingdom2_intermission,Speech,kilo,talos,Locale_MainScenario:event_lastkingdom2_intermission_48,True,,1,idle,,,,,31,31,1.0,,,,3,idle,,,
event_lastkingdom2_intermission_49,40046,event_lastkingdom2_intermission,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_intermission_49,True,,1,idle,,,,,31,31,1.0,,,,3,idle,,,
event_lastkingdom2_intermission_50,40046,event_lastkingdom2_intermission,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_intermission_50,True,,1,idle,,,,,31,31,1.0,,,,3,idle,,,
event_lastkingdom2_intermission_51,40046,event_lastkingdom2_intermission,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_intermission_51,True,,1,idle,,,,,31,31,1.0,,,,3,idle,,,
event_lastkingdom2_intermission_52,40046,event_lastkingdom2_intermission,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_intermission_52,False,,1,idle,,,,,31,31,1.0,,,,3,idle,,,
event_lastkingdom2_intermission_53,40046,event_lastkingdom2_intermission,Narration,kilo,,Locale_MainScenario:event_lastkingdom2_intermission_53,False,,1,idle,,,,,31,3,1.0,,,,3,idle,,,
event_lastkingdom2_intermission_54,40046,event_lastkingdom2_intermission,Narration,kilo,,Locale_MainScenario:event_lastkingdom2_intermission_54,False,,1,idle,,,,,3,30,1.0,,,,3,idle,,,
event_lastkingdom2_intermission_55,40046,event_lastkingdom2_intermission,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_intermission_55,False,,1,idle,,,,,30,30,1.0,,,,3,idle,,,
event_lastkingdom2_intermission_56,40046,event_lastkingdom2_intermission,Narration,kilo,,Locale_MainScenario:event_lastkingdom2_intermission_56,False,,1,idle,,,,,30,30,1.0,,,,3,idle,,,
event_lastkingdom2_intermission_57,40046,event_lastkingdom2_intermission,Narration,kilo,,Locale_MainScenario:event_lastkingdom2_intermission_57,False,,1,idle,,,,,30,30,1.0,,,,3,idle,,,
event_lastkingdom2_intermission_58,40046,event_lastkingdom2_intermission,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_intermission_58,True,,1,idle,,,,,30,30,1.0,,,,3,idle,,,
event_lastkingdom2_intermission_59,40046,event_lastkingdom2_intermission,Narration,kilo,,Locale_MainScenario:event_lastkingdom2_intermission_59,False,,1,idle,,,,,30,300,1.0,,,,3,idle,,,
event_lastkingdom2_intermission_60,40046,event_lastkingdom2_intermission,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_intermission_60,True,,1,idle,,,,EventScene_lastkingdom_09,black,black,1.0,,,,3,idle,,kilo,talos
event_lastkingdom2_intermission_61,40046,event_lastkingdom2_intermission,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_intermission_61,True,,,,,,,,kilotalos_01,kilotalos_02,1.0,,,,,,,,
event_lastkingdom2_intermission_62,40046,event_lastkingdom2_intermission,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_intermission_62,True,,,,,,,,kilotalos_02,kilotalos_02,1.0,,,,,,,,
event_lastkingdom2_intermission_63,40046,event_lastkingdom2_intermission,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_intermission_63,True,,,,,,,,kilotalos_02,kilotalos_02,1.0,,,,,,,,
event_lastkingdom2_intermission_64,40046,event_lastkingdom2_intermission,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_intermission_64,True,,,,,,,,kilotalos_02,kilotalos_02,1.0,,,,,,,,
event_lastkingdom2_intermission_65,40046,event_lastkingdom2_intermission,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_intermission_65,True,,,,,,,,kilotalos_02,kilotalos_02,1.0,,,,,,,,
event_lastkingdom2_intermission_66,40046,event_lastkingdom2_intermission,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_intermission_66,True,,,,,,,,kilotalos_02,kilotalos_02,1.0,,,,,,,,
event_lastkingdom2_intermission_67,40046,event_lastkingdom2_intermission,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_intermission_67,True,,,,,,,,kilotalos_02,kilotalos_03,1.0,,,,,,,,
event_lastkingdom2_intermission_68,40046,event_lastkingdom2_intermission,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_intermission_68,True,,,,,,,,kilotalos_03,kilotalos_03,1.0,,,,,,,,
event_lastkingdom2_intermission_69,40046,event_lastkingdom2_intermission,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_intermission_69,True,,,,,,,,kilotalos_03,kilotalos_03,1.0,,,,,,,,
event_lastkingdom2_intermission_70,40046,event_lastkingdom2_intermission,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_intermission_70,True,,,,,,,,kilotalos_03,kilotalos_03,1.0,,,,,,,,
event_lastkingdom2_intermission_71,40046,event_lastkingdom2_intermission,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_intermission_71,True,,,,,,,,kilotalos_03,kilotalos_03,1.0,,,,,,,,
event_lastkingdom2_intermission_72,40046,event_lastkingdom2_intermission,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_intermission_72,True,,,,,,,,kilotalos_03,kilotalos_03,1.0,,,,,,,,
event_lastkingdom2_intermission_73,40046,event_lastkingdom2_intermission,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_intermission_73,True,,,,,,,,kilotalos_03,kilotalos_02,1.0,,,,,,,,
event_lastkingdom2_intermission_74,40046,event_lastkingdom2_intermission,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_intermission_74,True,,,,,,,,kilotalos_02,kilotalos_02,1.0,,,,,,,,
event_lastkingdom2_intermission_75,40046,event_lastkingdom2_intermission,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_intermission_75,True,,,,,,,,kilotalos_02,kilotalos_02,1.0,,,,,,,,
event_lastkingdom2_intermission_76,40046,event_lastkingdom2_intermission,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_intermission_76,True,,,,,,,,kilotalos_02,kilotalos_02,1.0,,,,,,,,
event_lastkingdom2_intermission_77,40046,event_lastkingdom2_intermission,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_intermission_77,True,,,,,,,,kilotalos_02,kilotalos_02,1.0,,,,,,,,
event_lastkingdom2_intermission_78,40046,event_lastkingdom2_intermission,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_intermission_78,True,,,,,,,,kilotalos_02,kilotalos_02,1.0,,,,,,,,
event_lastkingdom2_intermission_79,40046,event_lastkingdom2_intermission,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_intermission_79,True,,,,,,,,kilotalos_02,kilotalos_02,1.0,,,,,,,,
event_lastkingdom2_intermission_80,40046,event_lastkingdom2_intermission,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_intermission_80,True,,,,,,,,kilotalos_02,kilotalos_02,1.0,,,,,,,,
event_lastkingdom2_intermission_81,40046,event_lastkingdom2_intermission,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_intermission_81,True,,,,,,,,kilotalos_02,kilotalos_02,1.0,,,,,,,,
event_lastkingdom2_intermission_82,40046,event_lastkingdom2_intermission,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_intermission_82,True,,,,,,,,kilotalos_02,kilotalos_02,1.0,,,,,,,,
event_lastkingdom2_intermission_83,40046,event_lastkingdom2_intermission,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_intermission_83,True,,,,,,,,kilotalos_02,kilotalos_04,2.0,,,,,,,,
event_lastkingdom2_intermission_84,40046,event_lastkingdom2_intermission,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_intermission_84,True,,,,,,,,kilotalos_04,kilotalos_04,1.0,,,,,,,,
event_lastkingdom2_intermission_85,40046,event_lastkingdom2_intermission,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_intermission_85,True,,,,,,,,kilotalos_04,kilotalos_04,1.0,,,,,,,,
event_lastkingdom2_intermission_86,40046,event_lastkingdom2_intermission,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_intermission_86,True,,,,,,,,kilotalos_04,kilotalos_04,1.0,,,,,,,,
event_lastkingdom2_intermission_87,40046,event_lastkingdom2_intermission,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_intermission_87,True,,,,,,,,kilotalos_04,kilotalos_04,1.0,,,,,,,,
event_lastkingdom2_intermission_88,40046,event_lastkingdom2_intermission,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_intermission_88,True,,,,,,,,kilotalos_04,kilotalos_04,1.0,,,,,,,,
event_lastkingdom2_intermission_89,40046,event_lastkingdom2_intermission,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_intermission_89,True,,,,,,,,kilotalos_04,kilotalos_03,1.0,,,,,,,,
event_lastkingdom2_intermission_90,40046,event_lastkingdom2_intermission,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_intermission_90,True,,,,,,,,kilotalos_03,kilotalos_03,1.0,,,,,,,,
event_lastkingdom2_intermission_91,40046,event_lastkingdom2_intermission,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_intermission_91,True,,,,,,,,kilotalos_03,kilotalos_03,1.0,,,,,,,,
event_lastkingdom2_intermission_92,40046,event_lastkingdom2_intermission,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_intermission_92,True,,,,,,,,kilotalos_03,kilotalos_03,1.0,,,,,,,,
event_lastkingdom2_intermission_93,40046,event_lastkingdom2_intermission,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_intermission_93,True,,,,,,,,kilotalos_03,kilotalos_03,1.0,,,,,,,,
event_lastkingdom2_intermission_94,40046,event_lastkingdom2_intermission,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_intermission_94,True,,,,,,,,kilotalos_03,kilotalos_03,1.0,,,,,,,,
event_lastkingdom2_intermission_95,40046,event_lastkingdom2_intermission,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_intermission_95,True,,,,,,,,kilotalos_03,kilotalos_03,1.0,,,,,,,,
event_lastkingdom2_intermission_96,40046,event_lastkingdom2_intermission,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_intermission_96,True,,,,,,,,kilotalos_03,kilotalos_03,1.0,,,,,,,,
event_lastkingdom2_intermission_97,40046,event_lastkingdom2_intermission,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_intermission_97,True,,,,,,,,kilotalos_03,kilotalos_03,1.0,,,,,,,,
event_lastkingdom2_intermission_98,40046,event_lastkingdom2_intermission,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_intermission_98,True,,,,,,,,kilotalos_03,kilotalos_02,1.0,,,,,,,,
event_lastkingdom2_intermission_99,40046,event_lastkingdom2_intermission,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_intermission_99,True,,,,,,,,kilotalos_02,kilotalos_02,1.0,,,,,,,,
event_lastkingdom2_intermission_100,40046,event_lastkingdom2_intermission,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_intermission_100,True,,,,,,,,kilotalos_02,kilotalos_02,1.0,,,,,,,,
event_lastkingdom2_intermission_101,40046,event_lastkingdom2_intermission,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_intermission_101,True,,,,,,,,kilotalos_02,kilotalos_02,1.0,,,,,,,,
event_lastkingdom2_intermission_102,40046,event_lastkingdom2_intermission,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_intermission_102,True,,,,,,,,kilotalos_02,kilotalos_03,1.0,,,,,,,,
event_lastkingdom2_intermission_103,40046,event_lastkingdom2_intermission,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_intermission_103,True,,,,,,,,kilotalos_03,kilotalos_03,1.0,,,,,,,,
event_lastkingdom2_intermission_104,40046,event_lastkingdom2_intermission,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_intermission_104,True,,,,,,,,kilotalos_03,kilotalos_03,1.0,,,,,,,,
event_lastkingdom2_intermission_105,40046,event_lastkingdom2_intermission,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_intermission_105,True,,,,,,,,kilotalos_03,kilotalos_03,1.0,,,,,,,,
event_lastkingdom2_intermission_106,40046,event_lastkingdom2_intermission,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_intermission_106,True,,,,,,,,kilotalos_03,kilotalos_03,1.0,,,,,,,,
event_lastkingdom2_intermission_107,40046,event_lastkingdom2_intermission,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_intermission_107,True,,,,,,,,kilotalos_03,kilotalos_03,1.0,,,,,,,,
event_lastkingdom2_intermission_108,40046,event_lastkingdom2_intermission,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_intermission_108,True,,,,,,,,kilotalos_03,kilotalos_03,1.0,,,,,,,,
event_lastkingdom2_intermission_109,40046,event_lastkingdom2_intermission,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_intermission_109,True,,,,,,,,kilotalos_03,kilotalos_03,1.0,,,,,,,,
event_lastkingdom2_intermission_110,40046,event_lastkingdom2_intermission,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_intermission_110,True,,,,,,,,kilotalos_03,kilotalos_02,0.5,,,,,,,,
event_lastkingdom2_intermission_111,40046,event_lastkingdom2_intermission,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_intermission_111,True,,,,,,,,kilotalos_02,kilotalos_05,2.0,,,,,,,,
event_lastkingdom2_intermission_112,40046,event_lastkingdom2_intermission,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_intermission_112,True,,,,,,,,kilotalos_05,kilotalos_05,1.0,,,,,,,,
event_lastkingdom2_intermission_113,40046,event_lastkingdom2_intermission,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_intermission_113,True,,,,,,,,kilotalos_05,kilotalos_05,1.0,,,,,,,,
event_lastkingdom2_intermission_114,40046,event_lastkingdom2_intermission,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_intermission_114,True,,,,,,,,kilotalos_05,kilotalos_05,1.0,,,,,,,,
event_lastkingdom2_intermission_115,40046,event_lastkingdom2_intermission,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_intermission_115,True,,,,,,,,kilotalos_05,kilotalos_05,1.0,,,,,,,,
event_lastkingdom2_intermission_116,40046,event_lastkingdom2_intermission,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_intermission_116,True,,,,,,,,kilotalos_05,kilotalos_05,1.0,,,,,,,,
event_lastkingdom2_intermission_117,40046,event_lastkingdom2_intermission,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_intermission_117,True,,,,,,,,kilotalos_05,kilotalos_05,1.0,,,,,,,,
event_lastkingdom2_intermission_118,40046,event_lastkingdom2_intermission,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_intermission_118,True,,,,,,,,kilotalos_05,kilotalos_05,1.0,,,,,,,,
event_lastkingdom2_intermission_119,40046,event_lastkingdom2_intermission,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_intermission_119,True,,,,,,,,kilotalos_05,kilotalos_05,1.0,,,,,,,,
event_lastkingdom2_intermission_120,40046,event_lastkingdom2_intermission,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_intermission_120,True,,,,,,,,kilotalos_05,kilotalos_03,1.0,,,,,,,,
event_lastkingdom2_intermission_121,40046,event_lastkingdom2_intermission,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_intermission_121,True,,,,,,,,kilotalos_03,kilotalos_03,1.0,,,,,,,,
event_lastkingdom2_intermission_122,40046,event_lastkingdom2_intermission,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_intermission_122,True,,,,,,,,kilotalos_03,kilotalos_03,1.0,,,,,,,,
event_lastkingdom2_intermission_123,40046,event_lastkingdom2_intermission,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_intermission_123,True,,,,,,,,kilotalos_03,kilotalos_03,1.0,,,,,,,,
event_lastkingdom2_intermission_124,40046,event_lastkingdom2_intermission,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_intermission_124,True,,,,,,,,kilotalos_03,kilotalos_03,1.0,,,,,,,,
event_lastkingdom2_intermission_125,40046,event_lastkingdom2_intermission,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_intermission_125,True,,,,,,,,kilotalos_03,kilotalos_03,1.0,,,,,,,,
event_lastkingdom2_intermission_126,40046,event_lastkingdom2_intermission,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_intermission_126,True,,,,,,,,kilotalos_03,kilotalos_03,1.0,,,,,,,,
event_lastkingdom2_intermission_127,40046,event_lastkingdom2_intermission,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_intermission_127,True,,,,,,,,kilotalos_03,kilotalos_03,1.0,,,,,,,,
event_lastkingdom2_intermission_128,40046,event_lastkingdom2_intermission,Narration,,,Locale_MainScenario:event_lastkingdom2_intermission_128,False,,,,,,,,kilotalos_03,kilotalos_02,1.0,,,,,,,,
event_lastkingdom2_intermission_129,40046,event_lastkingdom2_intermission,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_intermission_129,True,,,,,,,,kilotalos_02,kilotalos_02,1.0,,,,,,,,
