id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,jump_target,characters/8/show_char_id,characters/8/set_char_position,characters/8/set_char_anim,characters/9/show_char_id,characters/9/set_char_position,characters/9/set_char_anim,characters/8/hide_char_id,characters/9/hide_char_id,characters/1/hide_char_id,fade,set_camera_shake,characters/0/hide_char_id
event_schooloflock_02_e_13,40028,event_schooloflock_02_e,Choice,Locale_SubScenario:event_schooloflock_02_e_13,False,,XS_10,XS_10,1.0,,,,,13,think,,1,idle,event_schooloflock_02_e_15,,,,,,,,,,,,
event_schooloflock_02_e_14,40028,event_schooloflock_02_e,Choice,Locale_SubScenario:event_schooloflock_02_e_14,False,,XS_10,XS_10,1.0,,,,,13,think,,1,idle,event_schooloflock_02_e_20,,,,,,,,,,,,
event_schooloflock_02_e_15,40028,event_schooloflock_02_e,Speech,Locale_SubScenario:event_schooloflock_02_e_15,True,,XS_10,12,1.0,,marciana,marciana,,13,rage,,1,idle,,,,,,,,,,,,,
event_schooloflock_02_e_16,40028,event_schooloflock_02_e,Self,Locale_SubScenario:event_schooloflock_02_e_16,False,,12,12,1.0,,,,,13,rage,,1,idle,,,,,,,,,,,,,
event_schooloflock_02_e_17,40028,event_schooloflock_02_e,Speech,Locale_SubScenario:event_schooloflock_02_e_17,True,,12,12,1.0,,marciana,marciana,,13,idle,,1,idle,,,,,,,,,,,,,
event_schooloflock_02_e_18,40028,event_schooloflock_02_e,Speech,Locale_SubScenario:event_schooloflock_02_e_18,True,,12,12,1.0,,marciana,marciana,,13,idle,,1,idle,,,,,,,,,,,,,
event_schooloflock_02_e_19,40028,event_schooloflock_02_e,Speech,Locale_SubScenario:event_schooloflock_02_e_19,True,,12,12,1.0,,marciana,marciana,,13,idle,,1,idle,event_schooloflock_02_e_21,,,,,,,,,,,,
event_schooloflock_02_e_20,40028,event_schooloflock_02_e,Speech,Locale_SubScenario:event_schooloflock_02_e_20,True,,XS_10,12,1.0,,marciana,marciana,,13,idle,,1,idle,event_schooloflock_02_e_21,,,,,,,,,,,,
event_schooloflock_02_e_21,40028,event_schooloflock_02_e,Speech,Locale_SubScenario:event_schooloflock_02_e_21,True,,12,12,1.0,,rei,rei,,13,think,,1,angry,,,,,,,,,,,,,
event_schooloflock_02_e_22,40028,event_schooloflock_02_e,Speech,Locale_SubScenario:event_schooloflock_02_e_22,True,,12,12,1.0,,rei,rei,,13,think,,1,angry,,,,,,,,,,,,,
event_schooloflock_02_e_23,40028,event_schooloflock_02_e,Speech,Locale_SubScenario:event_schooloflock_02_e_23,True,,12,12,1.0,,rei,rei,,13,think,,1,idle,,,,,,,,,,,,,
event_schooloflock_02_e_24,40028,event_schooloflock_02_e,Speech,Locale_SubScenario:event_schooloflock_02_e_24,True,,12,12,1.0,,rei,rei,,13,think,,1,idle,,,,,,,,,,,,,
event_schooloflock_02_e_25,40028,event_schooloflock_02_e,Self,Locale_SubScenario:event_schooloflock_02_e_25,False,,12,12,1.0,,,,,13,think,,1,idle,,,,,,,,,,,,,
event_schooloflock_02_e_26,40028,event_schooloflock_02_e,Speech,Locale_SubScenario:event_schooloflock_02_e_26,True,,12,XS_10,1.0,,rei,rei,,13,think,,1,idle,,,,,,,,,,,,,
event_schooloflock_02_e_27,40028,event_schooloflock_02_e,Speech,Locale_SubScenario:event_schooloflock_02_e_27,True,,XS_10,XS_10,1.0,,rei,rei,,13,think,,1,idle,,,,,,,,,,,,,
event_schooloflock_02_e_28,40028,event_schooloflock_02_e,Monologue,Locale_SubScenario:event_schooloflock_02_e_28,False,black,XS_10,7,1.0,,,,,13,think,,1,idle,,drake,6,idle,laplace,8,idle,,,,,,
event_schooloflock_02_e_29,40028,event_schooloflock_02_e,Speech,Locale_SubScenario:event_schooloflock_02_e_29,True,SchoolCorridor,XS_10,XS_10,1.0,,rei,rei,,13,think,,1,idle,,,6,idle,,8,idle,drake,laplace,,,,
event_schooloflock_02_e_30,40028,event_schooloflock_02_e,Speech,Locale_SubScenario:event_schooloflock_02_e_30,True,,XS_10,XS_10,1.0,,rei,rei,,13,think,,1,idle,,,,,,,,,,,,,
event_schooloflock_02_e_31,40028,event_schooloflock_02_e,Speech,Locale_SubScenario:event_schooloflock_02_e_31,True,,XS_10,XS_10,1.0,,rei,rei,,13,think,,1,idle,,,,,,,,,,,,,
event_schooloflock_02_e_32,40028,event_schooloflock_02_e,Speech,Locale_SubScenario:event_schooloflock_02_e_32,True,,XS_10,12,1.0,,marciana,marciana,,13,idle,,1,idle,,,,,,,,,,,,,
event_schooloflock_02_e_33,40028,event_schooloflock_02_e,Speech,Locale_SubScenario:event_schooloflock_02_e_33,True,,12,12,1.0,,rei,rei,,13,idle,,1,surprise,,,,,,,,,,,,,
event_schooloflock_02_e_34,40028,event_schooloflock_02_e,Speech,Locale_SubScenario:event_schooloflock_02_e_34,True,,12,12,1.0,,rei,rei,,13,idle,,1,surprise,,,,,,,,,,,,,
event_schooloflock_02_e_35,40028,event_schooloflock_02_e,Speech,Locale_SubScenario:event_schooloflock_02_e_35,True,,12,12,1.0,,marciana,marciana,,13,idle,,1,surprise,,,,,,,,,,,,,
event_schooloflock_02_e_36,40028,event_schooloflock_02_e,Speech,Locale_SubScenario:event_schooloflock_02_e_36,True,,12,12,1.0,,rei,rei,,13,idle,,1,surprise,,,,,,,,,,,,,
event_schooloflock_02_e_37,40028,event_schooloflock_02_e,Speech,Locale_SubScenario:event_schooloflock_02_e_37,True,,12,12,1.0,,marciana,marciana,,13,idle,,1,surprise,,,,,,,,,,,,,
event_schooloflock_02_e_38,40028,event_schooloflock_02_e,Speech,Locale_SubScenario:event_schooloflock_02_e_38,True,,12,12,1.0,,rei,rei,,13,idle,,1,surprise,,,,,,,,,,,,,
event_schooloflock_02_e_39,40028,event_schooloflock_02_e,Speech,Locale_SubScenario:event_schooloflock_02_e_39,True,,12,12,1.0,,marciana,marciana,,13,idle,,1,surprise,,,,,,,,,,,,,
event_schooloflock_02_e_40,40028,event_schooloflock_02_e,Speech,Locale_SubScenario:event_schooloflock_02_e_40,True,,12,12,1.0,,rei,rei,,13,idle,,1,surprise,,,,,,,,,,,,,
event_schooloflock_02_e_41,40028,event_schooloflock_02_e,Speech,Locale_SubScenario:event_schooloflock_02_e_41,True,,12,12,1.0,,marciana,marciana,,13,idle,,1,surprise,,,,,,,,,,,,,
event_schooloflock_02_e_42,40028,event_schooloflock_02_e,Speech,Locale_SubScenario:event_schooloflock_02_e_42,True,,12,130,1.0,,marciana,marciana,,13,idle,,1,surprise,,,,,,,,,,,,,
event_schooloflock_02_e_43,40028,event_schooloflock_02_e,Speech,Locale_SubScenario:event_schooloflock_02_e_43,True,,130,130,1.0,,marciana,marciana,,13,idle,,1,surprise,,,,,,,,,,,,,
event_schooloflock_02_e_44,40028,event_schooloflock_02_e,Speech,Locale_SubScenario:event_schooloflock_02_e_44,True,,130,130,1.0,,marciana,marciana,,13,idle,,1,surprise,,,,,,,,,,,,,
event_schooloflock_02_e_45,40028,event_schooloflock_02_e,Speech,Locale_SubScenario:event_schooloflock_02_e_45,True,,1,XS_10,0.6,,rei,rei,,13,idle,,1,no,,,,,,,,,,,,,
event_schooloflock_02_e_46,40028,event_schooloflock_02_e,Speech,Locale_SubScenario:event_schooloflock_02_e_46,True,,130,130,1.0,,marciana,marciana,,13,idle,,1,no,,,,,,,,,,,,,
event_schooloflock_02_e_47,40028,event_schooloflock_02_e,Speech,Locale_SubScenario:event_schooloflock_02_e_47,True,,XS_10,XS_100,0.6,,rei,rei,,13,idle,,1,no,,,,,,,,,,,,,
event_schooloflock_02_e_48,40028,event_schooloflock_02_e,Speech,Locale_SubScenario:event_schooloflock_02_e_48,True,,XS_100,XS_100,1.0,,rei,rei,,13,idle,,1,angry,,,,,,,,,,,,,
event_schooloflock_02_e_49,40028,event_schooloflock_02_e,Speech,Locale_SubScenario:event_schooloflock_02_e_49,True,,XS_100,XS_100,1.0,,rei,rei,,13,idle,,1,angry,,,,,,,,,,,,,
event_schooloflock_02_e_50,40028,event_schooloflock_02_e,Speech,Locale_SubScenario:event_schooloflock_02_e_50,True,,130,130,1.0,,marciana,marciana,,13,idle,,1,angry,,,,,,,,,,,,,
event_schooloflock_02_e_51,40028,event_schooloflock_02_e,Speech,Locale_SubScenario:event_schooloflock_02_e_51,True,,XS_100,XS_10,0.6,,rei,rei,,13,idle,,1,angry,,,,,,,,,,,,,
event_schooloflock_02_e_52,40028,event_schooloflock_02_e,Speech,Locale_SubScenario:event_schooloflock_02_e_52,True,,XS_10,XS_10,1.0,,rei,rei,,13,idle,,1,cry,,,,,,,,,,,,,
event_schooloflock_02_e_53,40028,event_schooloflock_02_e,Speech,Locale_SubScenario:event_schooloflock_02_e_53,True,,XS_10,XS_10,1.0,,rei,rei,,13,idle,,1,cry,,,,,,,,,,,,,
event_schooloflock_02_e_54,40028,event_schooloflock_02_e,Monologue,Locale_SubScenario:event_schooloflock_02_e_54,False,,XS_10,1,1.0,,,,,13,idle,,1,cry,,,,,,,,,,rei,,,
event_schooloflock_02_e_55,40028,event_schooloflock_02_e,Choice,Locale_SubScenario:event_schooloflock_02_e_55,False,,13,13,1.0,,,,,13,idle,,,,event_schooloflock_02_e_57,,,,,,,,,,,,
event_schooloflock_02_e_56,40028,event_schooloflock_02_e,Choice,Locale_SubScenario:event_schooloflock_02_e_56,False,,13,13,1.0,,,,,13,idle,,,,event_schooloflock_02_e_58,,,,,,,,,,,,
event_schooloflock_02_e_57,40028,event_schooloflock_02_e,Speech,Locale_SubScenario:event_schooloflock_02_e_57,True,,13,13,1.0,,marciana,marciana,,13,think,,,,event_schooloflock_02_e_60,,,,,,,,,,,,
event_schooloflock_02_e_58,40028,event_schooloflock_02_e,Speech,Locale_SubScenario:event_schooloflock_02_e_58,True,,13,13,1.0,,marciana,marciana,,13,think,,,,,,,,,,,,,,,,
event_schooloflock_02_e_59,40028,event_schooloflock_02_e,Speech,Locale_SubScenario:event_schooloflock_02_e_59,True,,13,13,1.0,,marciana,marciana,,13,think,,,,event_schooloflock_02_e_60,,,,,,,,,,,,
event_schooloflock_02_e_60,40028,event_schooloflock_02_e,Speech,Locale_SubScenario:event_schooloflock_02_e_60,True,,13,13,1.0,,marciana,marciana,,13,think,,,,,,,,,,,,,,,,
event_schooloflock_02_e_61,40028,event_schooloflock_02_e,Self,Locale_SubScenario:event_schooloflock_02_e_61,False,,13,13,1.0,,,,,13,think,,,,,,,,,,,,,,,,
event_schooloflock_02_e_62,40028,event_schooloflock_02_e,Monologue,Locale_SubScenario:event_schooloflock_02_e_62,False,,black,black,1.0,,,,,13,think,,,,,,,,,,,,,,black,,
event_schooloflock_02_e_63,40028,event_schooloflock_02_e,Speech,Locale_SubScenario:event_schooloflock_02_e_63,True,,10,10,1.0,,zwei,zwei,,13,think,zwei,1,idle,,,,,,,,,,,,,
event_schooloflock_02_e_64,40028,event_schooloflock_02_e,Speech,Locale_SubScenario:event_schooloflock_02_e_64,True,,10,10,1.0,,zwei,zwei,,13,think,,1,idle,,,,,,,,,,,,,
event_schooloflock_02_e_65,40028,event_schooloflock_02_e,Self,Locale_SubScenario:event_schooloflock_02_e_65,False,,10,10,1.0,,,,,13,think,,1,idle,,,,,,,,,,,,,
event_schooloflock_02_e_66,40028,event_schooloflock_02_e,Speech,Locale_SubScenario:event_schooloflock_02_e_66,True,,10,10,1.0,,zwei,zwei,,13,think,,1,idle,,,,,,,,,,,,,
event_schooloflock_02_e_67,40028,event_schooloflock_02_e,Speech,Locale_SubScenario:event_schooloflock_02_e_67,True,,10,10,1.0,,zwei,zwei,,13,think,,1,idle,,,,,,,,,,,,,
event_schooloflock_02_e_68,40028,event_schooloflock_02_e,Speech,Locale_SubScenario:event_schooloflock_02_e_68,True,,10,10,1.0,,zwei,zwei,,13,think,,1,idle,,,,,,,,,,,,,
event_schooloflock_02_e_69,40028,event_schooloflock_02_e,Self,Locale_SubScenario:event_schooloflock_02_e_69,False,,10,10,1.0,,,,,13,think,,1,idle,,,,,,,,,,,,,
event_schooloflock_02_e_70,40028,event_schooloflock_02_e,Speech,Locale_SubScenario:event_schooloflock_02_e_70,True,,10,10,1.0,,zwei,zwei,,13,think,,1,idle,,,,,,,,,,,,,
event_schooloflock_02_e_71,40028,event_schooloflock_02_e,Speech,Locale_SubScenario:event_schooloflock_02_e_71,True,,10,10,1.0,,zwei,zwei,,13,think,,1,idle,,,,,,,,,,,,,
event_schooloflock_02_e_72,40028,event_schooloflock_02_e,Speech,Locale_SubScenario:event_schooloflock_02_e_72,True,,10,10,1.0,,zwei,zwei,,13,think,,1,idle,,,,,,,,,,,,,
event_schooloflock_02_e_73,40028,event_schooloflock_02_e,Monologue,Locale_SubScenario:event_schooloflock_02_e_73,False,,10,1,1.0,,,,,13,think,,1,idle,,,,,,,,,,zwei,,,
event_schooloflock_02_e_74,40028,event_schooloflock_02_e,Self,Locale_SubScenario:event_schooloflock_02_e_74,False,,1,1,1.0,,,,,13,think,,,,,,,,,,,,,,,,
event_schooloflock_02_e_75,40028,event_schooloflock_02_e,Monologue,Locale_SubScenario:event_schooloflock_02_e_75,False,,black,black,1.0,,,,,13,think,,,,,,,,,,,,,,,,
event_schooloflock_02_e_76,40028,event_schooloflock_02_e,Speech,Locale_SubScenario:event_schooloflock_02_e_76,True,,10,10,1.0,,ein,ein,,13,think,ein,1,delight,,,,,,,,,,,,,
event_schooloflock_02_e_77,40028,event_schooloflock_02_e,Speech,Locale_SubScenario:event_schooloflock_02_e_77,True,,10,10,1.0,,ein,ein,,13,think,,1,delight,,,,,,,,,,,,,
event_schooloflock_02_e_78,40028,event_schooloflock_02_e,Self,Locale_SubScenario:event_schooloflock_02_e_78,False,,10,10,1.0,,,,,13,think,,1,delight,,,,,,,,,,,,,
event_schooloflock_02_e_79,40028,event_schooloflock_02_e,Speech,Locale_SubScenario:event_schooloflock_02_e_79,True,,10,10,1.0,,ein,ein,,13,think,,1,surprise,,,,,,,,,,,,,
event_schooloflock_02_e_80,40028,event_schooloflock_02_e,Speech,Locale_SubScenario:event_schooloflock_02_e_80,True,,10,10,1.0,,ein,ein,,13,think,,1,surprise,,,,,,,,,,,,,
event_schooloflock_02_e_81,40028,event_schooloflock_02_e,Speech,Locale_SubScenario:event_schooloflock_02_e_81,True,,10,10,1.0,,ein,ein,,13,think,,1,surprise,,,,,,,,,,,,,
event_schooloflock_02_e_82,40028,event_schooloflock_02_e,Speech,Locale_SubScenario:event_schooloflock_02_e_82,True,,130,130,1.0,,marciana,marciana,,13,think,,1,surprise,,,,,,,,,,,,,
event_schooloflock_02_e_83,40028,event_schooloflock_02_e,Narration,Locale_SubScenario:event_schooloflock_02_e_83,False,,12,12,1.0,,,,,13,think,,1,surprise,,,,,,,,,,,,Low_2,
event_schooloflock_02_e_84,40028,event_schooloflock_02_e,Self,Locale_SubScenario:event_schooloflock_02_e_84,False,,12,12,1.0,,,,,13,think,,1,surprise,,,,,,,,,,,,,
event_schooloflock_02_e_85,40028,event_schooloflock_02_e,Speech,Locale_SubScenario:event_schooloflock_02_e_85,True,,12,12,1.0,,ein,ein,,13,think,,1,surprise,,,,,,,,,,,,,
event_schooloflock_02_e_86,40028,event_schooloflock_02_e,Speech,Locale_SubScenario:event_schooloflock_02_e_86,True,,12,12,1.0,,ein,ein,,13,think,,1,surprise,,,,,,,,,,,,,
event_schooloflock_02_e_87,40028,event_schooloflock_02_e,Speech,Locale_SubScenario:event_schooloflock_02_e_87,True,,12,12,1.0,,ein,ein,,13,think,,1,surprise,,,,,,,,,,,,,
event_schooloflock_02_e_88,40028,event_schooloflock_02_e,Speech,Locale_SubScenario:event_schooloflock_02_e_88,True,,12,12,1.0,,ein,ein,,13,think,,1,surprise,,,,,,,,,,,,,
event_schooloflock_02_e_89,40028,event_schooloflock_02_e,Narration,Locale_SubScenario:event_schooloflock_02_e_89,False,,12,12,1.0,,,,,13,think,,1,surprise,,,,,,,,,,,,Low_2,
event_schooloflock_02_e_90,40028,event_schooloflock_02_e,Speech,Locale_SubScenario:event_schooloflock_02_e_90,True,,12,12,1.0,,marciana,marciana,,13,idle,,1,surprise,,,,,,,,,,,,,
event_schooloflock_02_e_91,40028,event_schooloflock_02_e,Speech,Locale_SubScenario:event_schooloflock_02_e_91,True,,12,10,0.6,,ein,ein,,13,idle,,1,idle,,,,,,,,,,,,,
event_schooloflock_02_e_92,40028,event_schooloflock_02_e,Speech,Locale_SubScenario:event_schooloflock_02_e_92,True,,10,10,1.0,,ein,ein,,13,idle,,1,idle,,,,,,,,,,,,,
event_schooloflock_02_e_93,40028,event_schooloflock_02_e,Speech,Locale_SubScenario:event_schooloflock_02_e_93,True,,10,10,1.0,,ein,ein,,13,think,,1,idle,,,,,,,,,,,,,
event_schooloflock_02_e_94,40028,event_schooloflock_02_e,Narration,Locale_SubScenario:event_schooloflock_02_e_94,False,,10,10,1.0,,,,,13,think,,1,idle,,,,,,,,,,,,Low_2,
event_schooloflock_02_e_95,40028,event_schooloflock_02_e,Monologue,Locale_SubScenario:event_schooloflock_02_e_95,False,,10,10,1.0,,,,,13,think,,1,idle,,,,,,,,,,,,,
event_schooloflock_02_e_96,40028,event_schooloflock_02_e,Speech,Locale_SubScenario:event_schooloflock_02_e_96,True,,10,10,1.0,,ein,ein,,13,think,,1,no,,,,,,,,,,,,,
event_schooloflock_02_e_97,40028,event_schooloflock_02_e,Speech,Locale_SubScenario:event_schooloflock_02_e_97,True,,10,10,1.0,,ein,ein,,13,think,,1,no,,,,,,,,,,,,,
event_schooloflock_02_e_98,40028,event_schooloflock_02_e,Monologue,Locale_SubScenario:event_schooloflock_02_e_98,False,,black,black,1.0,,,,,13,think,,1,no,,,,,,,,,,ein,,,
event_schooloflock_02_e_99,40028,event_schooloflock_02_e,Speech,Locale_SubScenario:event_schooloflock_02_e_99,True,,5,5,1.0,,flowerstudent,flowerstudent,,13,think,,,,,,,,,,,,,,,,
event_schooloflock_02_e_100,40028,event_schooloflock_02_e,Narration,Locale_SubScenario:event_schooloflock_02_e_100,False,,5,5,1.0,,,,,13,think,,,,,,,,,,,,,,,,
event_schooloflock_02_e_101,40028,event_schooloflock_02_e,Monologue,Locale_SubScenario:event_schooloflock_02_e_101,False,,5,5,1.0,,,,,13,think,,,,,,,,,,,,,,,,
event_schooloflock_02_e_102,40028,event_schooloflock_02_e,Speech,Locale_SubScenario:event_schooloflock_02_e_102,True,,5,5,1.0,,flowerstudent,flowerstudent,,13,think,,,,,,,,,,,,,,,,
event_schooloflock_02_e_103,40028,event_schooloflock_02_e,Narration,Locale_SubScenario:event_schooloflock_02_e_103,False,,5,5,1.0,,,,,13,think,,,,,,,,,,,,,,,,
event_schooloflock_02_e_104,40028,event_schooloflock_02_e,Speech,Locale_SubScenario:event_schooloflock_02_e_104,True,,5,5,1.0,,flowerstudent,flowerstudent,,13,think,,,,,,,,,,,,,,,,
event_schooloflock_02_e_105,40028,event_schooloflock_02_e,Speech,Locale_SubScenario:event_schooloflock_02_e_105,True,,5,500,0.6,,flowerstudent,flowerstudent,,13,think,,,,,,,,,,,,,,,,
event_schooloflock_02_e_106,40028,event_schooloflock_02_e,Monologue,Locale_SubScenario:event_schooloflock_02_e_106,False,,black,black,1.0,,,,,13,think,,,,,,,,,,,,,,,,
event_schooloflock_02_e_107,40028,event_schooloflock_02_e,Speech,Locale_SubScenario:event_schooloflock_02_e_107,True,,17,17,1.0,,sportswearstudent,sportswearstudent,,13,think,,,,,,,,,,,,,,,,
event_schooloflock_02_e_108,40028,event_schooloflock_02_e,Speech,Locale_SubScenario:event_schooloflock_02_e_108,True,,17,170,0.6,,sportswearstudent,sportswearstudent,,13,think,,,,,,,,,,,,,,,,
event_schooloflock_02_e_109,40028,event_schooloflock_02_e,Monologue,Locale_SubScenario:event_schooloflock_02_e_109,False,,black,black,1.0,,,,,13,think,,,,,,,,,,,,,,,,
event_schooloflock_02_e_110,40028,event_schooloflock_02_e,Monologue,Locale_SubScenario:event_schooloflock_02_e_110,False,,black,black,1.0,,,,,13,think,,,,,,,,,,,,,,,,
event_schooloflock_02_e_111,40028,event_schooloflock_02_e,Self,Locale_SubScenario:event_schooloflock_02_e_111,False,,13,13,1.0,,,,,13,think,,,,,,,,,,,,,,,,
event_schooloflock_02_e_112,40028,event_schooloflock_02_e,Speech,Locale_SubScenario:event_schooloflock_02_e_112,True,,13,130,1.0,,marciana,marciana,,13,special,,,,,,,,,,,,,,,,
event_schooloflock_02_e_113,40028,event_schooloflock_02_e,Speech,Locale_SubScenario:event_schooloflock_02_e_113,True,,130,130,1.0,,marciana,marciana,,13,think,,,,,,,,,,,,,,,,
event_schooloflock_02_e_114,40028,event_schooloflock_02_e,Speech,Locale_SubScenario:event_schooloflock_02_e_114,True,,130,130,1.0,,marciana,marciana,,13,think,,,,,,,,,,,,,,,,
event_schooloflock_02_e_115,40028,event_schooloflock_02_e,Self,Locale_SubScenario:event_schooloflock_02_e_115,False,,130,130,1.0,,,,,13,think,,,,,,,,,,,,,,,,
event_schooloflock_02_e_116,40028,event_schooloflock_02_e,Speech,Locale_SubScenario:event_schooloflock_02_e_116,True,,130,130,1.0,,marciana,marciana,,13,think,,,,,,,,,,,,,,,,
event_schooloflock_02_e_117,40028,event_schooloflock_02_e,Speech,Locale_SubScenario:event_schooloflock_02_e_117,True,,130,130,1.0,,marciana,marciana,,13,think,,,,,,,,,,,,,,,,
event_schooloflock_02_e_118,40028,event_schooloflock_02_e,Speech,Locale_SubScenario:event_schooloflock_02_e_118,True,,130,13,1.0,,marciana,marciana,,13,idle,,,,,,,,,,,,,,,,
event_schooloflock_02_e_119,40028,event_schooloflock_02_e,Speech,Locale_SubScenario:event_schooloflock_02_e_119,True,,13,13,1.0,,marciana,marciana,,13,idle,,,,,,,,,,,,,,,,
event_schooloflock_02_e_120,40028,event_schooloflock_02_e,Speech,Locale_SubScenario:event_schooloflock_02_e_120,True,,13,13,1.0,,marciana,marciana,,13,idle,,,,,,,,,,,,,,,,
event_schooloflock_02_e_121,40028,event_schooloflock_02_e,Self,Locale_SubScenario:event_schooloflock_02_e_121,False,,13,13,1.0,,,,,13,idle,,,,,,,,,,,,,,,,
event_schooloflock_02_e_122,40028,event_schooloflock_02_e,Monologue,Locale_SubScenario:event_schooloflock_02_e_122,False,,13,130,1.0,,,,,13,think,,,,,,,,,,,,,,,,
event_schooloflock_02_e_123,40028,event_schooloflock_02_e,Speech,Locale_SubScenario:event_schooloflock_02_e_123,True,,130,130,1.0,,marciana,marciana,,13,think,,,,,,,,,,,,,,,,
event_schooloflock_02_e_124,40028,event_schooloflock_02_e,Speech,Locale_SubScenario:event_schooloflock_02_e_124,True,,130,130,1.0,,marciana,marciana,,13,think,,,,,,,,,,,,,,,,
event_schooloflock_02_e_125,40028,event_schooloflock_02_e,Speech,Locale_SubScenario:event_schooloflock_02_e_125,True,,130,130,1.0,,marciana,marciana,,13,think,,,,,,,,,,,,,,,,
event_schooloflock_02_e_126,40028,event_schooloflock_02_e,Self,Locale_SubScenario:event_schooloflock_02_e_126,False,,130,130,1.0,,,,,13,think,,,,,,,,,,,,,,,,
event_schooloflock_02_e_127,40028,event_schooloflock_02_e,Speech,Locale_SubScenario:event_schooloflock_02_e_127,True,,130,130,1.0,,marciana,marciana,,13,think,,,,,,,,,,,,,,,,
event_schooloflock_02_e_128,40028,event_schooloflock_02_e,Speech,Locale_SubScenario:event_schooloflock_02_e_128,True,,130,130,1.0,,marciana,marciana,,13,think,,,,,,,,,,,,,,,,
event_schooloflock_02_e_129,40028,event_schooloflock_02_e,Monologue,Locale_SubScenario:event_schooloflock_02_e_129,False,,130,13,1.0,,,,,13,think,,,,,,,,,,,,,,,,marciana
event_schooloflock_02_e_130,40028,event_schooloflock_02_e,Self,Locale_SubScenario:event_schooloflock_02_e_130,False,,13,13,1.0,,,,,,,,,,,,,,,,,,,,,,
event_schooloflock_02_e_131,40028,event_schooloflock_02_e,Monologue,Locale_SubScenario:event_schooloflock_02_e_131,False,,13,13,1.0,,,,,,,,,,,,,,,,,,,,,,
event_schooloflock_02_e_132,40028,event_schooloflock_02_e,Monologue,Locale_SubScenario:event_schooloflock_02_e_132,False,,13,13,1.0,,,,,,,,,,,,,,,,,,,,,,
