id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,jump_target,is_exit_scenario,fade,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id
snowfall_global_07_16,80903,snowfall_global_07,Self,Locale_SubScenario:snowfall_global_07_16,False,,12,12,1.0,,,,,,,,,1,think,,13,worry,,3,think,,5,surprise,,,,
snowfall_global_07_17,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_17,True,,12,4,1.0,,,,,,blanc_c,blanc_c,,1,think,,13,worry,,3,think,,5,surprise,,,,
snowfall_global_07_18,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_18,True,,4,4,1.0,,,,,,noir_c,noir_c,,1,think,,13,worry,,3,think,,5,surprise,,,,
snowfall_global_07_19,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_19,True,,10,10,1.0,,,,,,ludmilla_w,ludmilla_w,,1,think,,13,worry,,3,think,,5,surprise,,,,
snowfall_global_07_20,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_20,True,,10,10,1.0,,,,,,ludmilla_w,ludmilla_w,,1,think,,13,worry,,3,think,,5,surprise,,,,
snowfall_global_07_21,80903,snowfall_global_07,Self,Locale_SubScenario:snowfall_global_07_21,False,,10,10,1.0,,,,,,,,,1,think,,13,worry,,3,think,,5,surprise,,,,
snowfall_global_07_22,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_22,True,,10,10,1.0,,,,,,ludmilla_w,ludmilla_w,,1,think,,13,worry,,3,think,,5,surprise,,,,
snowfall_global_07_23,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_23,True,,10,10,1.0,,,,,,ludmilla_w,ludmilla_w,,1,think,,13,worry,,3,think,,5,surprise,,,,
snowfall_global_07_24,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_24,True,,10,10,1.0,,,,,,ludmilla_w,ludmilla_w,,1,think,,13,worry,,3,think,,5,surprise,,,,
snowfall_global_07_25,80903,snowfall_global_07,Self,Locale_SubScenario:snowfall_global_07_25,False,,10,10,1.0,,,,,,,,,1,think,,13,worry,,3,think,,5,surprise,,,,
snowfall_global_07_26,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_26,True,,10,10,1.0,,,,,,ludmilla_w,ludmilla_w,,1,think,,13,worry,,3,think,,5,surprise,,,,
snowfall_global_07_27,80903,snowfall_global_07,Self,Locale_SubScenario:snowfall_global_07_27,False,,10,10,1.0,,,,,,,,,1,think,,13,worry,,3,think,,5,surprise,,,,
snowfall_global_07_28,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_28,True,,10,10,1.0,,,,,,ludmilla_w,ludmilla_w,,1,think,,13,worry,,3,think,,5,surprise,,,,
snowfall_global_07_29,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_29,True,,10,10,1.0,,,,,,ludmilla_w,ludmilla_w,,1,think,,13,worry,,3,think,,5,surprise,,,,
snowfall_global_07_30,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_30,True,,130,130,1.0,,,,,,emma,emma,,1,think,,13,worry,,3,think,,5,surprise,,,,
snowfall_global_07_31,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_31,True,,130,130,1.0,,,,,,emma,emma,,1,think,,13,worry,,3,think,,5,surprise,,,,
snowfall_global_07_32,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_32,True,,4,4,1.0,,,,,,blanc_c,blanc_c,,1,think,,13,worry,,3,think,,5,surprise,,,,
snowfall_global_07_33,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_33,True,,4,4,1.0,,,,,,noir_c,noir_c,,1,think,,13,worry,,3,think,,5,surprise,,,,
snowfall_global_07_34,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_34,True,,10,10,1.0,,,,,,ludmilla_w,ludmilla_w,,1,think,,13,worry,,3,think,,5,surprise,,,,
snowfall_global_07_35,80903,snowfall_global_07,Monologue,Locale_SubScenario:snowfall_global_07_35,False,,10,1,1.0,,,,,,,,,1,think,,13,worry,,3,think,,5,surprise,,,,
snowfall_global_07_36,80903,snowfall_global_07,Monologue,Locale_SubScenario:snowfall_global_07_36,False,,1,1,1.0,,,,,,,,,1,think,,13,worry,,3,think,,5,surprise,,,,
snowfall_global_07_37,80903,snowfall_global_07,Choice,Locale_SubScenario:snowfall_global_07_37,False,,1,1,1.0,,,snowfall_global_07_41,,,,,,1,think,,13,worry,,3,think,,5,surprise,,,,
snowfall_global_07_38,80903,snowfall_global_07,Choice,Locale_SubScenario:snowfall_global_07_38,False,,1,1,1.0,,,snowfall_global_07_102,,,,,,1,think,,13,worry,,3,think,,5,surprise,,,,
snowfall_global_07_39,80903,snowfall_global_07,Choice,Locale_SubScenario:snowfall_global_07_39,False,,1,1,1.0,,,snowfall_global_07_157,,,,,,1,think,,13,worry,,3,think,,5,surprise,,,,
snowfall_global_07_40,80903,snowfall_global_07,Choice,Locale_SubScenario:snowfall_global_07_40,False,,1,1,1.0,,,snowfall_global_07_218,,,,,,1,think,,13,worry,,3,think,,5,surprise,,,,
snowfall_global_07_41,80903,snowfall_global_07,Monologue,Locale_SubScenario:snowfall_global_07_41,False,,1,4,1.0,,,,,,,,,1,think,,13,worry,,3,think,,5,surprise,,,,
snowfall_global_07_42,80903,snowfall_global_07,Monologue,Locale_SubScenario:snowfall_global_07_42,False,,4,4,1.0,,,,,,,,,1,think,,13,worry,,3,think,,5,surprise,,,,
snowfall_global_07_43,80903,snowfall_global_07,Self,Locale_SubScenario:snowfall_global_07_43,False,,4,4,1.0,,,,,,,,,1,think,,13,worry,,3,think,,5,surprise,,,,
snowfall_global_07_44,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_44,True,,4,4,1.0,,,,,,blanc_c,blanc_c,,1,think,,13,worry,,3,idle,,5,surprise,,,,
snowfall_global_07_45,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_45,True,,4,4,1.0,,,,,,noir_c,noir_c,,1,think,,13,worry,,3,idle,,5,idle,,,,
snowfall_global_07_46,80903,snowfall_global_07,Self,Locale_SubScenario:snowfall_global_07_46,False,,4,4,1.0,,,,,,,,,1,think,,13,worry,,3,idle,,5,idle,,,,
snowfall_global_07_47,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_47,True,,4,4,1.0,,,,,,blanc_c,blanc_c,,1,think,,13,worry,,3,idle,,5,idle,,,,
snowfall_global_07_48,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_48,True,,4,4,1.0,,,,,,noir_c,noir_c,,1,think,,13,worry,,3,idle,,5,surprise,,,,
snowfall_global_07_49,80903,snowfall_global_07,Self,Locale_SubScenario:snowfall_global_07_49,False,,4,4,1.0,,,,,,,,,1,think,,13,worry,,3,think,,5,surprise,,,,
snowfall_global_07_50,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_50,False,,L_30,L_30,1.0,,,,,,blanc_c,blanc_c,,1,think,,13,worry,,3,think,,5,surprise,,,,
snowfall_global_07_51,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_51,False,,L_50,L_50,1.0,,,,,,noir_c,noir_c,,1,think,,13,worry,,3,think,,5,surprise,,,,
snowfall_global_07_52,80903,snowfall_global_07,Monologue,Locale_SubScenario:snowfall_global_07_52,False,BigHotSpring_n,black,black,1.0,amb_so_hotspring_3,,,,,,,,1,think,,13,worry,,3,think,,5,surprise,ludmilla_w,emma,,
snowfall_global_07_53,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_53,True,,4,4,1.0,,,,,black,blanc_c,blanc_c,,,,,,,,3,think,,5,surprise,,,,
snowfall_global_07_54,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_54,True,,4,4,1.0,,,,,,noir_c,noir_c,,,,,,,,3,think,,5,idle,,,,
snowfall_global_07_55,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_55,True,,4,4,1.0,,,,,,noir_c,noir_c,,,,,,,,3,think,,5,idle,,,,
snowfall_global_07_56,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_56,True,,4,14,1.0,,none,,,,unknown,unknown,,,,,,,,3,think,,5,idle,,,,
snowfall_global_07_57,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_57,True,,14,14,1.0,,,,,,unknown,unknown,,,,,,,,3,think,,5,idle,,,,
snowfall_global_07_58,80903,snowfall_global_07,Self,Locale_SubScenario:snowfall_global_07_58,False,,14,14,1.0,,,,,,,,,,,,,,,3,think,,5,surprise,,,,
snowfall_global_07_59,80903,snowfall_global_07,Monologue,Locale_SubScenario:snowfall_global_07_59,False,,14,4,1.0,,,,,,,,,,,,,,,3,think,,5,surprise,,,,
snowfall_global_07_60,80903,snowfall_global_07,Monologue,Locale_SubScenario:snowfall_global_07_60,False,,4,4,1.0,,,,,,,,,,,,,,,3,think,,5,surprise,,,,
snowfall_global_07_61,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_61,True,,4,2,1.0,,event_bgm_neverland_hugme_night,,,,unknown,unknown,,,,belorta,1,delight,,3,think,,5,surprise,,,,
snowfall_global_07_62,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_62,True,,2,2,1.0,,,,,,blanc_c,blanc_c,,,,,1,delight,,3,no,,5,surprise,,,,
snowfall_global_07_63,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_63,True,,2,2,1.0,,,,,,blanc_c,blanc_c,,,,,1,delight,,3,no,,5,surprise,,,,
snowfall_global_07_64,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_64,True,,2,2,1.0,,,,,,noir_c,noir_c,,,,,1,delight,,3,no,,5,shy,,,,
snowfall_global_07_65,80903,snowfall_global_07,Monologue,Locale_SubScenario:snowfall_global_07_65,False,,2,XS_10,1.0,,,,,,,,,,,,1,delight,,3,no,,5,shy,,,,
snowfall_global_07_66,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_66,True,,XS_10,XS_10,1.0,,,,,,noir_c,noir_c,,,,,1,delight,,3,think,,5,surprise,,,,
snowfall_global_07_67,80903,snowfall_global_07,Self,Locale_SubScenario:snowfall_global_07_67,False,,XS_10,XS_10,1.0,,,,,,,,,,,,1,delight,,3,think,,5,surprise,,,,
snowfall_global_07_68,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_68,True,,XS_10,XS_10,1.0,,,,,,blanc_c,blanc_c,,,,,1,delight,,3,think,,5,surprise,,,,
snowfall_global_07_69,80903,snowfall_global_07,Self,Locale_SubScenario:snowfall_global_07_69,False,,XS_10,XS_10,1.0,,,,,,,,,,,,1,delight,,3,think,,5,surprise,,,,
snowfall_global_07_70,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_70,True,,XS_10,1,1.0,,,,,,belorta,belorta,,,,,1,shy,,3,think,,5,surprise,,,,
snowfall_global_07_71,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_71,True,,1,1,1.0,,,,,,belorta,belorta,,,,,1,shy,,3,think,,5,surprise,,,,
snowfall_global_07_72,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_72,True,,1,1,1.0,,,,,,belorta,belorta,,,,,1,idle,,3,think,,5,surprise,,,,
snowfall_global_07_73,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_73,True,,1,1,1.0,,,,,,belorta,belorta,,,,,1,idle,,3,think,,5,surprise,,,,
snowfall_global_07_74,80903,snowfall_global_07,Self,Locale_SubScenario:snowfall_global_07_74,False,,1,1,1.0,,,,,,,,,,,,1,idle,,3,think,,5,surprise,,,,
snowfall_global_07_75,80903,snowfall_global_07,Self,Locale_SubScenario:snowfall_global_07_75,False,,1,1,1.0,,,,,,,,,,,,1,idle,,3,think,,5,surprise,,,,
snowfall_global_07_76,80903,snowfall_global_07,Self,Locale_SubScenario:snowfall_global_07_76,False,,1,1,1.0,,,,,,,,,,,,1,idle,,3,think,,5,surprise,,,,
snowfall_global_07_77,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_77,True,,4,4,1.0,,,,,,noir_c,noir_c,,,,,1,idle,,3,think,,5,surprise,,,,
snowfall_global_07_78,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_78,True,,4,4,1.0,,,,,,blanc_c,blanc_c,,,,,1,idle,,3,no,,5,surprise,,,,
snowfall_global_07_79,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_79,True,,4,4,1.0,,,,,,blanc_c,blanc_c,,,,,1,idle,,3,no,,5,surprise,,,,
snowfall_global_07_80,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_80,True,,4,4,1.0,,,,,,blanc_c,blanc_c,,,,,1,idle,,3,no,,5,surprise,,,,
snowfall_global_07_81,80903,snowfall_global_07,Self,Locale_SubScenario:snowfall_global_07_81,False,,4,4,1.0,,,,,,,,,,,,1,idle,,3,no,,5,surprise,,,,
snowfall_global_07_82,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_82,True,,XS_10,XS_10,1.0,,,,,,belorta,belorta,,,,,1,angry,,3,no,,5,surprise,,,,
snowfall_global_07_83,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_83,True,,XS_10,XS_10,1.0,,,,,,belorta,belorta,,,,,1,angry,,3,no,,5,surprise,,,,
snowfall_global_07_84,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_84,False,,4,4,1.0,,,,,,blanc_c,blanc_noir,,,,,1,angry,,3,no,,5,surprise,,,,
snowfall_global_07_85,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_85,True,,XS_10,1,0.6,,,,,,belorta,belorta,,,,,1,worry,,3,no,,5,surprise,,,,
snowfall_global_07_86,80903,snowfall_global_07,Self,Locale_SubScenario:snowfall_global_07_86,False,,1,1,1.0,,,,,,,,,,,,1,worry,,3,no,,5,surprise,,,,
snowfall_global_07_87,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_87,True,,1,1,1.0,,,,,,belorta,belorta,,,,,1,worry,,3,no,,5,surprise,,,,
snowfall_global_07_88,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_88,True,,4,4,1.0,,,,,,blanc_c,blanc_c,,,,,1,worry,,3,no,,5,surprise,,,,
snowfall_global_07_89,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_89,True,,4,4,1.0,,,,,,blanc_c,blanc_c,,,,,1,worry,,3,no,,5,surprise,,,,
snowfall_global_07_90,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_90,True,,4,4,1.0,,,,,,noir_c,noir_c,,,,,1,worry,,3,no,,5,surprise,,,,
snowfall_global_07_91,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_91,True,,1,XS_10,1.5,,,,,,belorta,belorta,,,,,1,worry,,3,no,,5,surprise,,,,
snowfall_global_07_92,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_92,True,,XS_10,XS_10,1.0,,,,,,belorta,belorta,,,,,1,worry,,3,no,,5,surprise,,,,
snowfall_global_07_93,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_93,True,,4,4,1.0,,,,,,blanc_c,blanc_c,,,,,1,worry,,3,think,,5,surprise,,,,
snowfall_global_07_94,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_94,True,,4,4,1.0,,,,,,noir_c,noir_c,,,,,1,worry,,3,think,,5,idle,,,,
snowfall_global_07_95,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_95,True,,4,2,1.0,,,,,,blanc_c,blanc_c,,,,,1,worry,,3,think,,5,idle,,,,
snowfall_global_07_96,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_96,True,,2,2,1.0,,,,,,belorta,belorta,,,,,1,idle,,3,think,,5,idle,,,,
snowfall_global_07_97,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_97,True,,2,2,1.0,,,,,,belorta,belorta,,,,,1,idle,,3,think,,5,idle,,,,
snowfall_global_07_98,80903,snowfall_global_07,Self,Locale_SubScenario:snowfall_global_07_98,False,,2,2,1.0,,,,,,,,,,,,1,idle,,3,think,,5,idle,,,,
snowfall_global_07_99,80903,snowfall_global_07,Self,Locale_SubScenario:snowfall_global_07_99,False,,2,2,1.0,,,,,,,,,,,,1,idle,,3,think,,5,idle,,,,
snowfall_global_07_100,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_100,True,,2,4,1.0,,,,,,blanc_c,blanc_c,,,,,1,idle,,3,idle,,5,idle,,,,
snowfall_global_07_101,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_101,True,,4,4,1.0,,,snowfall_global_07_274,,,noir_c,noir_c,,,,,1,idle,,3,idle,,5,delight,,,,
snowfall_global_07_102,80903,snowfall_global_07,Monologue,Locale_SubScenario:snowfall_global_07_102,False,,1,13,1.0,,,,,,,,,1,think,,13,worry,,3,think,,5,surprise,,,,
snowfall_global_07_103,80903,snowfall_global_07,Monologue,Locale_SubScenario:snowfall_global_07_103,False,,13,13,1.0,,,,,,,,,1,think,,13,worry,,3,think,,5,surprise,,,,
snowfall_global_07_104,80903,snowfall_global_07,Self,Locale_SubScenario:snowfall_global_07_104,False,,13,13,1.0,,,,,,,,,1,think,,13,worry,,3,think,,5,surprise,,,,
snowfall_global_07_105,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_105,True,,13,130,1.0,,,,,,emma,emma,,1,think,,13,idle,,3,think,,5,surprise,,,,
snowfall_global_07_106,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_106,True,,130,130,1.0,,,,,,emma,emma,,1,think,,13,idle,,3,think,,5,surprise,,,,
snowfall_global_07_107,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_107,True,,130,130,1.0,,,,,,emma,emma,,1,think,,13,idle,,3,think,,5,surprise,,,,
snowfall_global_07_108,80903,snowfall_global_07,Self,Locale_SubScenario:snowfall_global_07_108,False,,130,130,1.0,,,,,,,,,1,think,,13,idle,,3,think,,5,surprise,,,,
snowfall_global_07_109,80903,snowfall_global_07,Monologue,Locale_SubScenario:snowfall_global_07_109,False,DiningRoom_n,13,13,1.0,amb_so_restaurant_3,,,,black,,,,1,think,,13,idle,,3,think,,5,surprise,ludmilla_w,,blanc_c,noir_c
snowfall_global_07_110,80903,snowfall_global_07,Monologue,Locale_SubScenario:snowfall_global_07_110,False,,13,13,1.0,,,,,,,,,,,,13,idle,,,,,,,,,,
snowfall_global_07_111,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_111,True,,13,130,1.0,,,,,,emma,emma,,,,,13,worry,,,,,,,,,,
snowfall_global_07_112,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_112,True,,130,130,1.0,,,,,,emma,emma,,,,,13,worry,,,,,,,,,,
snowfall_global_07_113,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_113,True,,130,5,1.0,,none,,,,unknown,unknown,,,,,13,worry,,,,,,,,,,
snowfall_global_07_114,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_114,True,,5,5,1.0,,,,,,unknown,unknown,,,,,13,worry,,,,,,,,,,
snowfall_global_07_115,80903,snowfall_global_07,Self,Locale_SubScenario:snowfall_global_07_115,False,,5,5,1.0,,,,,,,,,,,,13,worry,,,,,,,,,,
snowfall_global_07_116,80903,snowfall_global_07,Monologue,Locale_SubScenario:snowfall_global_07_116,False,,5,13,1.0,,,,,,,,,,,,13,surprise,,,,,,,,,,
snowfall_global_07_117,80903,snowfall_global_07,Monologue,Locale_SubScenario:snowfall_global_07_117,False,,13,13,1.0,,,,,,,,,,,,13,surprise,,,,,,,,,,
snowfall_global_07_118,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_118,True,,13,12,1.0,,event_bgm_neverland_hugme_night,,,,unknown,unknown,,,,,13,surprise,belorta,1,delight,,,,,,,
snowfall_global_07_119,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_119,True,,12,12,1.0,,,,,,emma,emma,,,,,13,delight,,1,delight,,,,,,,
snowfall_global_07_120,80903,snowfall_global_07,Self,Locale_SubScenario:snowfall_global_07_120,False,,12,12,1.0,,,,,,,,,,,,13,delight,,1,delight,,,,,,,
snowfall_global_07_121,80903,snowfall_global_07,Monologue,Locale_SubScenario:snowfall_global_07_121,False,,12,12,1.0,,,,,,,,,,,,13,delight,,1,delight,,,,,,,
snowfall_global_07_122,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_122,True,,12,12,1.0,,,,,,emma,emma,,,,,13,idle,,1,delight,,,,,,,
snowfall_global_07_123,80903,snowfall_global_07,Self,Locale_SubScenario:snowfall_global_07_123,False,,12,12,1.0,,,,,,,,,,,,13,idle,,1,delight,,,,,,,
snowfall_global_07_124,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_124,True,,12,12,1.0,,,,,,emma,emma,,,,,13,idle,,1,delight,,,,,,,
snowfall_global_07_125,80903,snowfall_global_07,Monologue,Locale_SubScenario:snowfall_global_07_125,False,,12,12,1.0,,,,,,,,,,,,13,idle,,1,delight,,,,,,,
snowfall_global_07_126,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_126,True,,12,XS_10,1.0,,,,,,belorta,belorta,,,,,13,idle,,1,shy,,,,,,,
snowfall_global_07_127,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_127,True,,XS_10,XS_10,1.0,,,,,,belorta,belorta,,,,,13,idle,,1,shy,,,,,,,
snowfall_global_07_128,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_128,True,,XS_10,XS_10,1.0,,,,,,belorta,belorta,,,,,13,idle,,1,idle,,,,,,,
snowfall_global_07_129,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_129,True,,XS_10,XS_10,1.0,,,,,,belorta,belorta,,,,,13,idle,,1,idle,,,,,,,
snowfall_global_07_130,80903,snowfall_global_07,Self,Locale_SubScenario:snowfall_global_07_130,False,,XS_10,XS_10,1.0,,,,,,,,,,,,13,idle,,1,idle,,,,,,,
snowfall_global_07_131,80903,snowfall_global_07,Self,Locale_SubScenario:snowfall_global_07_131,False,,XS_10,XS_10,1.0,,,,,,,,,,,,13,idle,,1,idle,,,,,,,
snowfall_global_07_132,80903,snowfall_global_07,Self,Locale_SubScenario:snowfall_global_07_132,False,,XS_10,XS_10,1.0,,,,,,,,,,,,13,idle,,1,idle,,,,,,,
snowfall_global_07_133,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_133,True,,XS_10,12,1.0,,,,,,emma,emma,,,,,13,worry,,1,idle,,,,,,,
snowfall_global_07_134,80903,snowfall_global_07,Speech,Locale_SubScenario:snowfall_global_07_134,True,,12,12,1.0,,,,,,emma,emma,,,,,13,worry,,1,idle,,,,,,,
