id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_sound
event_miraclesnow2_01_e_27,40004,event_miraclesnow2_01_e,Speech,Locale_SubScenario:event_miraclesnow2_01_e_27,True,,1,sad,,13,idle,,S_130,S_130,1.0,,syuen,syuen,
event_miraclesnow2_01_e_28,40004,event_miraclesnow2_01_e,Speech,Locale_SubScenario:event_miraclesnow2_01_e_28,True,,1,sad,,13,idle,,S_130,113,1.0,,rupee_w,rupee,
event_miraclesnow2_01_e_29,40004,event_miraclesnow2_01_e,Speech,Locale_SubScenario:event_miraclesnow2_01_e_29,True,,1,sad,,13,idle,,113,113,1.0,,syuen,syuen,
event_miraclesnow2_01_e_30,40004,event_miraclesnow2_01_e,Speech,Locale_SubScenario:event_miraclesnow2_01_e_30,True,,1,sad,,13,idle,,113,113,1.0,,rupee_w,rupee,
event_miraclesnow2_01_e_31,40004,event_miraclesnow2_01_e,Speech,Locale_SubScenario:event_miraclesnow2_01_e_31,True,,1,sad,,13,surprise,,113,113,1.0,,syuen,syuen,
event_miraclesnow2_01_e_32,40004,event_miraclesnow2_01_e,Speech,Locale_SubScenario:event_miraclesnow2_01_e_32,True,,1,sad,,13,surprise,,113,113,1.0,,rupee_w,rupee,
event_miraclesnow2_01_e_33,40004,event_miraclesnow2_01_e,Speech,Locale_SubScenario:event_miraclesnow2_01_e_33,True,,1,sad,,13,angry,,113,S_130,1.0,,syuen,syuen,
event_miraclesnow2_01_e_34,40004,event_miraclesnow2_01_e,Speech,Locale_SubScenario:event_miraclesnow2_01_e_34,True,,1,sad,,13,angry,,S_130,S_130,1.0,,syuen,syuen,
event_miraclesnow2_01_e_35,40004,event_miraclesnow2_01_e,Speech,Locale_SubScenario:event_miraclesnow2_01_e_35,True,,1,sad,,13,angry,,S_130,S_130,1.0,,syuen,syuen,
event_miraclesnow2_01_e_36,40004,event_miraclesnow2_01_e,Speech,Locale_SubScenario:event_miraclesnow2_01_e_36,True,,1,sad,,13,angry,,S_130,S_1300,0.5,,syuen,syuen,
event_miraclesnow2_01_e_37,40004,event_miraclesnow2_01_e,Speech,Locale_SubScenario:event_miraclesnow2_01_e_37,True,,1,sad,,13,angry,,S_1300,S_1300,1.0,,syuen,syuen,
event_miraclesnow2_01_e_38,40004,event_miraclesnow2_01_e,Self,Locale_SubScenario:event_miraclesnow2_01_e_38,False,,1,sad,,13,angry,,S_1300,S_1300,1.0,,,,
event_miraclesnow2_01_e_39,40004,event_miraclesnow2_01_e,Speech,Locale_SubScenario:event_miraclesnow2_01_e_39,True,,1,sad,,13,angry,,S_1300,S_130,1.0,,syuen,syuen,
event_miraclesnow2_01_e_40,40004,event_miraclesnow2_01_e,Self,Locale_SubScenario:event_miraclesnow2_01_e_40,False,,1,sad,,13,angry,,S_130,S_130,1.0,,,,
event_miraclesnow2_01_e_41,40004,event_miraclesnow2_01_e,Speech,Locale_SubScenario:event_miraclesnow2_01_e_41,False,,1,sad,,13,surprise,,S_130,S_130,1.0,,syuen,syuen,
event_miraclesnow2_01_e_42,40004,event_miraclesnow2_01_e,Speech,Locale_SubScenario:event_miraclesnow2_01_e_42,True,,1,sad,,13,angry,,S_130,S_1300,1.0,,syuen,syuen,
event_miraclesnow2_01_e_43,40004,event_miraclesnow2_01_e,Speech,Locale_SubScenario:event_miraclesnow2_01_e_43,True,,1,sad,,13,angry,,S_1300,S_1300,1.0,,syuen,syuen,
event_miraclesnow2_01_e_44,40004,event_miraclesnow2_01_e,Speech,Locale_SubScenario:event_miraclesnow2_01_e_44,True,,1,sad,,13,angry,,S_1300,S_1300,1.0,,syuen,syuen,
event_miraclesnow2_01_e_45,40004,event_miraclesnow2_01_e,Self,Locale_SubScenario:event_miraclesnow2_01_e_45,False,,1,sad,,13,angry,,S_1300,S_1300,1.0,,,,
event_miraclesnow2_01_e_46,40004,event_miraclesnow2_01_e,Speech,Locale_SubScenario:event_miraclesnow2_01_e_46,True,,1,sad,,13,delight,,S_1300,S_1300,1.0,,syuen,syuen,
event_miraclesnow2_01_e_47,40004,event_miraclesnow2_01_e,Self,Locale_SubScenario:event_miraclesnow2_01_e_47,False,,1,sad,,13,delight,,S_1300,S_1300,1.0,,,,
event_miraclesnow2_01_e_48,40004,event_miraclesnow2_01_e,Speech,Locale_SubScenario:event_miraclesnow2_01_e_48,False,,1,sad,,13,angry,,S_1300,S_130,1.0,,syuen,syuen,
event_miraclesnow2_01_e_49,40004,event_miraclesnow2_01_e,Speech,Locale_SubScenario:event_miraclesnow2_01_e_49,True,,1,sad,,13,angry,,S_130,S_130,1.0,,syuen,syuen,
event_miraclesnow2_01_e_50,40004,event_miraclesnow2_01_e,Speech,Locale_SubScenario:event_miraclesnow2_01_e_50,True,,1,sad,,13,angry,,S_130,13,1.0,,syuen,syuen,
event_miraclesnow2_01_e_51,40004,event_miraclesnow2_01_e,Speech,Locale_SubScenario:event_miraclesnow2_01_e_51,True,,1,sad,,13,angry,,13,13,1.0,,syuen,syuen,
event_miraclesnow2_01_e_52,40004,event_miraclesnow2_01_e,Self,Locale_SubScenario:event_miraclesnow2_01_e_52,False,,1,sad,,13,angry,,13,13,1.0,,,,
event_miraclesnow2_01_e_53,40004,event_miraclesnow2_01_e,Speech,Locale_SubScenario:event_miraclesnow2_01_e_53,True,,1,sad,,13,surprise,,13,S_130,1.0,,syuen,syuen,
event_miraclesnow2_01_e_54,40004,event_miraclesnow2_01_e,Self,Locale_SubScenario:event_miraclesnow2_01_e_54,False,,1,sad,,13,surprise,,S_130,S_130,1.0,,,,
event_miraclesnow2_01_e_55,40004,event_miraclesnow2_01_e,Speech,Locale_SubScenario:event_miraclesnow2_01_e_55,True,,1,sad,,13,angry,,S_130,S_130,1.0,,syuen,syuen,
event_miraclesnow2_01_e_56,40004,event_miraclesnow2_01_e,Narration,Locale_SubScenario:event_miraclesnow2_01_e_56,False,,1,sad,,13,angry,,S_130,13,1.0,,,,sfx_scn_autodooropen
event_miraclesnow2_01_e_57,40004,event_miraclesnow2_01_e,Speech,Locale_SubScenario:event_miraclesnow2_01_e_57,True,,1,sad,,13,angry,,13,13,1.0,,syuen,syuen,
event_miraclesnow2_01_e_58,40004,event_miraclesnow2_01_e,Speech,Locale_SubScenario:event_miraclesnow2_01_e_58,True,,1,think,,13,angry,,13,113,1.0,,rupee_w,rupee,
event_miraclesnow2_01_e_59,40004,event_miraclesnow2_01_e,Monologue,Locale_SubScenario:event_miraclesnow2_01_e_59,False,,1,think,,13,angry,,113,113,1.0,,,,
event_miraclesnow2_01_e_60,40004,event_miraclesnow2_01_e,Speech,Locale_SubScenario:event_miraclesnow2_01_e_60,True,,1,think,,13,surprise,,113,113,1.0,,syuen,syuen,
event_miraclesnow2_01_e_61,40004,event_miraclesnow2_01_e,Speech,Locale_SubScenario:event_miraclesnow2_01_e_61,True,,1,think,,13,surprise,,113,113,1.0,,rupee_w,rupee,
event_miraclesnow2_01_e_62,40004,event_miraclesnow2_01_e,Speech,Locale_SubScenario:event_miraclesnow2_01_e_62,False,,1,think,,13,surprise,,113,113,1.0,,syuen,syuen,
event_miraclesnow2_01_e_63,40004,event_miraclesnow2_01_e,Speech,Locale_SubScenario:event_miraclesnow2_01_e_63,True,,1,think,,13,surprise,,113,113,1.0,,rupee_w,rupee,
event_miraclesnow2_01_e_64,40004,event_miraclesnow2_01_e,Speech,Locale_SubScenario:event_miraclesnow2_01_e_64,True,,1,think,,13,angry,,113,113,1.0,,syuen,syuen,
event_miraclesnow2_01_e_65,40004,event_miraclesnow2_01_e,Speech,Locale_SubScenario:event_miraclesnow2_01_e_65,True,,1,think,,13,angry,,113,113,1.0,,rupee_w,rupee,
event_miraclesnow2_01_e_66,40004,event_miraclesnow2_01_e,Monologue,Locale_SubScenario:event_miraclesnow2_01_e_66,False,,1,think,,13,angry,,black,black,1.0,,,,
