id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,highlight,jump_target,fade,play_sound,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,set_camera_shake
snowfall_episode_emma_05_38,80903,snowfall_episode_emma_05,Speech,emma,Locale_SubScenario:snowfall_episode_emma_05_42,True,,1,surprise,,1,10,1.0,,,emma,,,,,,,,
snowfall_episode_emma_05_39,80903,snowfall_episode_emma_05,Speech,emma,Locale_SubScenario:snowfall_episode_emma_05_43,True,,1,idle,,10,10,1.0,,,emma,snowfall_episode_emma_05_40,,,,,,,
snowfall_episode_emma_05_40,80903,snowfall_episode_emma_05,Speech,emma,Locale_SubScenario:snowfall_episode_emma_05_44,True,,1,idle,,10,10,1.0,,,emma,,,,,,,,
snowfall_episode_emma_05_41,80903,snowfall_episode_emma_05,Speech,emma,Locale_SubScenario:snowfall_episode_emma_05_45,True,,1,idle,,10,10,1.0,,,emma,,,,,,,,
snowfall_episode_emma_05_42,80903,snowfall_episode_emma_05,Speech,emma,Locale_SubScenario:snowfall_episode_emma_05_46,True,,1,idle,,10,10,1.0,,,emma,,,,,,,,
snowfall_episode_emma_05_43,80903,snowfall_episode_emma_05,Speech,emma,Locale_SubScenario:snowfall_episode_emma_05_47,True,,1,idle,,10,10,1.0,,,emma,,,,,,,,
snowfall_episode_emma_05_44,80903,snowfall_episode_emma_05,Self,Self,Locale_SubScenario:snowfall_episode_emma_05_48,False,,1,idle,,10,10,1.0,,,,,,,,,,,
snowfall_episode_emma_05_45,80903,snowfall_episode_emma_05,Speech,emma,Locale_SubScenario:snowfall_episode_emma_05_49,True,,1,delight,,10,10,1.0,,,emma,,,,,,,,
snowfall_episode_emma_05_46,80903,snowfall_episode_emma_05,Speech,emma,Locale_SubScenario:snowfall_episode_emma_05_50,True,,1,idle,,10,10,1.0,,,emma,,,,,,,,
snowfall_episode_emma_05_47,80903,snowfall_episode_emma_05,Monologue,Monologue,Locale_SubScenario:snowfall_episode_emma_05_51,False,,1,idle,,black,black,1.0,,,,,,,,,,,
snowfall_episode_emma_05_48,80903,snowfall_episode_emma_05,Monologue,Monologue,Locale_SubScenario:snowfall_episode_emma_05_52,False,,1,idle,HotSpringInnOut_d,black,black,1.0,amb_so_inn_out_1,,,,,,,,,,
snowfall_episode_emma_05_49,80903,snowfall_episode_emma_05,Speech,emma,Locale_SubScenario:snowfall_episode_emma_05_53,True,,1,idle,,10,10,1.0,,,emma,,black,,,,,,
snowfall_episode_emma_05_50,80903,snowfall_episode_emma_05,Speech,emma,Locale_SubScenario:snowfall_episode_emma_05_54,True,,1,idle,,10,10,1.0,,,emma,,,,,,,,
snowfall_episode_emma_05_51,80903,snowfall_episode_emma_05,Self,Self,Locale_SubScenario:snowfall_episode_emma_05_55,False,,1,idle,,10,10,1.0,,,,,,,,,,,
snowfall_episode_emma_05_52,80903,snowfall_episode_emma_05,Speech,emma,Locale_SubScenario:snowfall_episode_emma_05_56,True,,1,idle,,10,1,1.0,,,emma,,,,,,,,
snowfall_episode_emma_05_53,80903,snowfall_episode_emma_05,Choice,,Locale_SubScenario:snowfall_episode_emma_05_57,False,,1,idle,,1,1,1.0,,,,snowfall_episode_emma_05_55,,,,,,,
snowfall_episode_emma_05_54,80903,snowfall_episode_emma_05,Choice,,Locale_SubScenario:snowfall_episode_emma_05_58,False,,1,idle,,1,1,1.0,,,,snowfall_episode_emma_05_94,,,,,,,
snowfall_episode_emma_05_55,80903,snowfall_episode_emma_05,Monologue,Monologue,Locale_SubScenario:snowfall_episode_emma_05_59,False,,1,idle,BambooForest_d,1,17,1.0,amb_so_bambooforest_1,event_bgm_neverland_snowflakes_day,,,,,,,,,
snowfall_episode_emma_05_56,80903,snowfall_episode_emma_05,Monologue,Monologue,Locale_SubScenario:snowfall_episode_emma_05_60,False,,1,idle,,17,17,1.0,,,,,,,,,,,
snowfall_episode_emma_05_57,80903,snowfall_episode_emma_05,Self,Self,Locale_SubScenario:snowfall_episode_emma_05_61,False,,1,idle,,17,17,1.0,,,,,,,,,,,
snowfall_episode_emma_05_58,80903,snowfall_episode_emma_05,Speech,emma,Locale_SubScenario:snowfall_episode_emma_05_62,True,,1,idle,,17,1,1.0,,,emma,,,,,,,,
snowfall_episode_emma_05_59,80903,snowfall_episode_emma_05,Monologue,Monologue,Locale_SubScenario:snowfall_episode_emma_05_63,False,,1,idle,,1,1,1.0,,,,,,,,,,,
snowfall_episode_emma_05_60,80903,snowfall_episode_emma_05,Narration,Narration,Locale_SubScenario:snowfall_episode_emma_05_64,False,,1,idle,,1,1,1.0,,,,,,sfx_scn_footstepleaves,,,,,
snowfall_episode_emma_05_61,80903,snowfall_episode_emma_05,Speech,emma,Locale_SubScenario:snowfall_episode_emma_05_65,False,,1,surprise,,1,1,1.0,,,emma,,,,,,,,
snowfall_episode_emma_05_62,80903,snowfall_episode_emma_05,Self,Self,Locale_SubScenario:snowfall_episode_emma_05_66,False,,1,surprise,,1,1,1.0,,,,,,,,,,,
snowfall_episode_emma_05_63,80903,snowfall_episode_emma_05,Monologue,Monologue,Locale_SubScenario:snowfall_episode_emma_05_67,False,,1,surprise,,30,30,1.0,,,,,,,lumi_01,3,idle,,
snowfall_episode_emma_05_64,80903,snowfall_episode_emma_05,Self,Self,Locale_SubScenario:snowfall_episode_emma_05_68,False,,1,surprise,,30,30,1.0,,,,,,,,3,idle,,
snowfall_episode_emma_05_65,80903,snowfall_episode_emma_05,Speech,emma,Locale_SubScenario:snowfall_episode_emma_05_69,True,,1,idle,,30,2,1.0,,,emma,,,,,3,idle,,
snowfall_episode_emma_05_66,80903,snowfall_episode_emma_05,Speech,lumi_01,Locale_SubScenario:snowfall_episode_emma_05_70,True,,1,idle,,2,2,1.0,,,lumi_01,,,,,3,idle,,
snowfall_episode_emma_05_67,80903,snowfall_episode_emma_05,Monologue,Monologue,Locale_SubScenario:snowfall_episode_emma_05_71,False,,1,idle,,2,2,1.0,,,,,,,,3,idle,,
snowfall_episode_emma_05_68,80903,snowfall_episode_emma_05,Speech,emma,Locale_SubScenario:snowfall_episode_emma_05_72,True,,1,idle,,2,2,1.0,,,emma,,,,,3,idle,,
snowfall_episode_emma_05_69,80903,snowfall_episode_emma_05,Speech,lumi_01,Locale_SubScenario:snowfall_episode_emma_05_73,True,,1,idle,,2,2,1.0,,,lumi_01,,,,,3,idle,,
snowfall_episode_emma_05_70,80903,snowfall_episode_emma_05,Speech,emma,Locale_SubScenario:snowfall_episode_emma_05_74,True,,1,idle,,2,2,1.0,,,emma,,,,,3,idle,,
snowfall_episode_emma_05_71,80903,snowfall_episode_emma_05,Speech,lumi_01,Locale_SubScenario:snowfall_episode_emma_05_75,True,,1,idle,,2,2,1.0,,,lumi_01,,,,,3,idle,,
snowfall_episode_emma_05_72,80903,snowfall_episode_emma_05,Monologue,Monologue,Locale_SubScenario:snowfall_episode_emma_05_76,False,,1,idle,,2,2,1.0,,,,,,,,3,idle,,
snowfall_episode_emma_05_73,80903,snowfall_episode_emma_05,Speech,emma,Locale_SubScenario:snowfall_episode_emma_05_77,True,,1,delight,,2,2,1.0,,,emma,,,,,3,idle,,
snowfall_episode_emma_05_74,80903,snowfall_episode_emma_05,Monologue,Monologue,Locale_SubScenario:snowfall_episode_emma_05_78,False,,1,delight,,2,10,1.0,,,,,,,,3,idle,,
snowfall_episode_emma_05_75,80903,snowfall_episode_emma_05,Speech,emma,Locale_SubScenario:snowfall_episode_emma_05_79,True,,1,idle,,10,10,1.0,,,emma,,,,,3,idle,,
snowfall_episode_emma_05_76,80903,snowfall_episode_emma_05,Monologue,Monologue,Locale_SubScenario:snowfall_episode_emma_05_80,False,,1,idle,,10,10,1.0,,,,,,,,3,idle,,
snowfall_episode_emma_05_77,80903,snowfall_episode_emma_05,Monologue,Monologue,Locale_SubScenario:snowfall_episode_emma_05_81,False,,1,idle,,10,10,1.0,,,,,,,,3,idle,,
snowfall_episode_emma_05_78,80903,snowfall_episode_emma_05,Self,Self,Locale_SubScenario:snowfall_episode_emma_05_82,False,,1,idle,,10,10,1.0,,,,,,,,3,idle,,
snowfall_episode_emma_05_79,80903,snowfall_episode_emma_05,Monologue,Monologue,Locale_SubScenario:snowfall_episode_emma_05_83,False,,1,idle,,10,10,1.0,,,,,,,,3,idle,,
snowfall_episode_emma_05_80,80903,snowfall_episode_emma_05,Self,Self,Locale_SubScenario:snowfall_episode_emma_05_84,False,,1,idle,,10,10,1.0,,,,,,,,3,idle,,
snowfall_episode_emma_05_81,80903,snowfall_episode_emma_05,Speech,emma,Locale_SubScenario:snowfall_episode_emma_05_85,True,,1,idle,,10,10,1.0,,,emma,,,,,3,idle,,
snowfall_episode_emma_05_82,80903,snowfall_episode_emma_05,Speech,emma,Locale_SubScenario:snowfall_episode_emma_05_86,True,,1,idle,,10,10,1.0,,,emma,,,,,3,idle,,
snowfall_episode_emma_05_83,80903,snowfall_episode_emma_05,Speech,emma,Locale_SubScenario:snowfall_episode_emma_05_87,False,,1,idle,,10,10,1.0,,,emma,,,,,3,idle,,
snowfall_episode_emma_05_84,80903,snowfall_episode_emma_05,Speech,emma,Locale_SubScenario:snowfall_episode_emma_05_88,True,,1,idle,,10,2,1.0,,,emma,,,,,3,idle,,
snowfall_episode_emma_05_85,80903,snowfall_episode_emma_05,Speech,emma,Locale_SubScenario:snowfall_episode_emma_05_89,True,,1,idle,,2,2,1.0,,,emma,,,,,3,idle,,
snowfall_episode_emma_05_86,80903,snowfall_episode_emma_05,Speech,lumi_01,Locale_SubScenario:snowfall_episode_emma_05_90,True,,1,idle,,2,2,1.0,,,lumi_01,,,,,3,idle,,
snowfall_episode_emma_05_87,80903,snowfall_episode_emma_05,Speech,emma,Locale_SubScenario:snowfall_episode_emma_05_91,True,,1,delight,,2,2,1.0,,,emma,,,,,3,idle,,
snowfall_episode_emma_05_88,80903,snowfall_episode_emma_05,Speech,emma,Locale_SubScenario:snowfall_episode_emma_05_92,True,,1,delight,,2,2,1.0,,,emma,,,,,3,idle,,
snowfall_episode_emma_05_89,80903,snowfall_episode_emma_05,Speech,lumi_01,Locale_SubScenario:snowfall_episode_emma_05_93,True,,1,delight,,2,2,1.0,,,lumi_01,,,,,3,idle,,
snowfall_episode_emma_05_90,80903,snowfall_episode_emma_05,Speech,emma,Locale_SubScenario:snowfall_episode_emma_05_94,True,,1,delight,,2,2,1.0,,,emma,,,,,3,idle,,
snowfall_episode_emma_05_91,80903,snowfall_episode_emma_05,Monologue,Monologue,Locale_SubScenario:snowfall_episode_emma_05_95,False,,1,delight,,2,2,1.0,,,,,,,,3,idle,,
snowfall_episode_emma_05_92,80903,snowfall_episode_emma_05,Speech,lumi_01,Locale_SubScenario:snowfall_episode_emma_05_96,False,,1,idle,,2,2,1.0,,,lumi_01,,,,,3,idle,,
snowfall_episode_emma_05_93,80903,snowfall_episode_emma_05,Monologue,Monologue,Locale_SubScenario:snowfall_episode_emma_05_97,False,,1,idle,,2,2,1.0,,,,snowfall_episode_emma_05_125,,,,3,idle,,
snowfall_episode_emma_05_94,80903,snowfall_episode_emma_05,Monologue,Monologue,Locale_SubScenario:snowfall_episode_emma_05_98,False,,1,idle,HotSpringInnIn_d,1,17,1.0,amb_so_inn_in_1,event_bgm_neverland_snowflakes_day,,,,,,3,idle,lumi_01,
snowfall_episode_emma_05_95,80903,snowfall_episode_emma_05,Monologue,Monologue,Locale_SubScenario:snowfall_episode_emma_05_99,False,,1,idle,,17,17,1.0,,,,,,,,,,,
snowfall_episode_emma_05_96,80903,snowfall_episode_emma_05,Self,Self,Locale_SubScenario:snowfall_episode_emma_05_100,False,,1,idle,,17,17,1.0,,,,,,,,,,,
snowfall_episode_emma_05_97,80903,snowfall_episode_emma_05,Speech,emma,Locale_SubScenario:snowfall_episode_emma_05_101,True,,1,idle,,17,1,1.0,,,emma,,,,,,,,
snowfall_episode_emma_05_98,80903,snowfall_episode_emma_05,Monologue,Monologue,Locale_SubScenario:snowfall_episode_emma_05_102,False,,1,idle,,1,1,1.0,,,,,,,,,,,
snowfall_episode_emma_05_99,80903,snowfall_episode_emma_05,Narration,Narration,Locale_SubScenario:snowfall_episode_emma_05_103,False,,1,idle,,1,1,1.0,,,,,,sfx_scn_rustydooropen,,,,,
snowfall_episode_emma_05_100,80903,snowfall_episode_emma_05,Speech,emma,Locale_SubScenario:snowfall_episode_emma_05_104,False,,1,surprise,,1,1,1.0,,,emma,,,,,,,,
snowfall_episode_emma_05_101,80903,snowfall_episode_emma_05,Self,Self,Locale_SubScenario:snowfall_episode_emma_05_105,False,,1,surprise,,1,1,1.0,,,,,,,,,,,
snowfall_episode_emma_05_102,80903,snowfall_episode_emma_05,Monologue,Monologue,Locale_SubScenario:snowfall_episode_emma_05_106,False,,1,surprise,,30,30,1.0,,,,,,,lumi_01,3,idle,,
snowfall_episode_emma_05_103,80903,snowfall_episode_emma_05,Self,Self,Locale_SubScenario:snowfall_episode_emma_05_107,False,,1,surprise,,30,30,1.0,,,,,,,,3,idle,,
snowfall_episode_emma_05_104,80903,snowfall_episode_emma_05,Speech,emma,Locale_SubScenario:snowfall_episode_emma_05_108,True,,1,idle,,30,2,1.0,,,emma,,,,,3,idle,,
snowfall_episode_emma_05_105,80903,snowfall_episode_emma_05,Speech,lumi_01,Locale_SubScenario:snowfall_episode_emma_05_109,False,,1,idle,,2,2,1.0,,,lumi_01,,,,,3,idle,,
snowfall_episode_emma_05_106,80903,snowfall_episode_emma_05,Monologue,Monologue,Locale_SubScenario:snowfall_episode_emma_05_110,False,,1,idle,,2,2,1.0,,,,,,,,3,idle,,
snowfall_episode_emma_05_107,80903,snowfall_episode_emma_05,Speech,emma,Locale_SubScenario:snowfall_episode_emma_05_111,True,,1,idle,,2,2,1.0,,,emma,,,,,3,idle,,
snowfall_episode_emma_05_108,80903,snowfall_episode_emma_05,Speech,lumi_01,Locale_SubScenario:snowfall_episode_emma_05_112,True,,1,idle,,2,2,1.0,,,lumi_01,,,,,3,idle,,
snowfall_episode_emma_05_109,80903,snowfall_episode_emma_05,Speech,emma,Locale_SubScenario:snowfall_episode_emma_05_113,True,,1,idle,,2,2,1.0,,,emma,,,,,3,idle,,
snowfall_episode_emma_05_110,80903,snowfall_episode_emma_05,Speech,lumi_01,Locale_SubScenario:snowfall_episode_emma_05_114,True,,1,idle,,2,2,1.0,,,lumi_01,,,,,3,idle,,
snowfall_episode_emma_05_111,80903,snowfall_episode_emma_05,Self,Self,Locale_SubScenario:snowfall_episode_emma_05_115,False,,1,idle,,2,2,1.0,,,,,,,,3,idle,,
snowfall_episode_emma_05_112,80903,snowfall_episode_emma_05,Speech,emma,Locale_SubScenario:snowfall_episode_emma_05_116,True,,1,idle,,2,2,1.0,,,emma,,,,,3,idle,,
snowfall_episode_emma_05_113,80903,snowfall_episode_emma_05,Speech,emma,Locale_SubScenario:snowfall_episode_emma_05_117,True,,1,idle,,2,2,1.0,,,emma,,,,,3,idle,,
snowfall_episode_emma_05_114,80903,snowfall_episode_emma_05,Speech,emma,Locale_SubScenario:snowfall_episode_emma_05_118,False,,1,idle,,2,2,1.0,,,emma,,,,,3,idle,,
snowfall_episode_emma_05_115,80903,snowfall_episode_emma_05,Speech,emma,Locale_SubScenario:snowfall_episode_emma_05_119,True,,1,idle,,2,2,1.0,,,emma,,,,,3,idle,,
snowfall_episode_emma_05_116,80903,snowfall_episode_emma_05,Speech,emma,Locale_SubScenario:snowfall_episode_emma_05_120,True,,1,idle,,2,2,1.0,,,emma,,,,,3,idle,,
snowfall_episode_emma_05_117,80903,snowfall_episode_emma_05,Speech,lumi_01,Locale_SubScenario:snowfall_episode_emma_05_121,True,,1,idle,,2,2,1.0,,,lumi_01,,,,,3,idle,,
snowfall_episode_emma_05_118,80903,snowfall_episode_emma_05,Speech,emma,Locale_SubScenario:snowfall_episode_emma_05_122,True,,1,delight,,2,2,1.0,,,emma,,,,,3,idle,,
snowfall_episode_emma_05_119,80903,snowfall_episode_emma_05,Speech,emma,Locale_SubScenario:snowfall_episode_emma_05_123,True,,1,delight,,2,2,1.0,,,emma,,,,,3,idle,,
snowfall_episode_emma_05_120,80903,snowfall_episode_emma_05,Speech,lumi_01,Locale_SubScenario:snowfall_episode_emma_05_124,True,,1,delight,,2,2,1.0,,,lumi_01,,,,,3,idle,,
snowfall_episode_emma_05_121,80903,snowfall_episode_emma_05,Speech,emma,Locale_SubScenario:snowfall_episode_emma_05_125,True,,1,delight,,2,2,1.0,,,emma,,,,,3,idle,,
snowfall_episode_emma_05_122,80903,snowfall_episode_emma_05,Monologue,Monologue,Locale_SubScenario:snowfall_episode_emma_05_126,False,,1,delight,,2,2,1.0,,,,,,,,3,idle,,
snowfall_episode_emma_05_123,80903,snowfall_episode_emma_05,Speech,lumi_01,Locale_SubScenario:snowfall_episode_emma_05_127,False,,1,idle,,2,2,1.0,,,lumi_01,,,,,3,idle,,
snowfall_episode_emma_05_124,80903,snowfall_episode_emma_05,Monologue,Monologue,Locale_SubScenario:snowfall_episode_emma_05_128,False,,1,idle,,2,2,1.0,,,,snowfall_episode_emma_05_125,,,,3,idle,,
snowfall_episode_emma_05_125,80903,snowfall_episode_emma_05,Monologue,Monologue,Locale_SubScenario:snowfall_episode_emma_05_129,False,,1,idle,DiningRoom_d,black,black,1.0,amb_so_restaurant_1,event_bgm_neverland_hugme_day,,,,,,3,idle,,
snowfall_episode_emma_05_126,80903,snowfall_episode_emma_05,Speech,emma,Locale_SubScenario:snowfall_episode_emma_05_130,True,,1,idle,,2,2,1.0,,,emma,,,,,3,idle,,
snowfall_episode_emma_05_127,80903,snowfall_episode_emma_05,Speech,emma,Locale_SubScenario:snowfall_episode_emma_05_131,True,,1,idle,,2,2,1.0,,,emma,,,,,3,idle,,
snowfall_episode_emma_05_128,80903,snowfall_episode_emma_05,Speech,emma,Locale_SubScenario:snowfall_episode_emma_05_132,True,,1,idle,,2,2,1.0,,,emma,,,,,3,idle,,
snowfall_episode_emma_05_129,80903,snowfall_episode_emma_05,Speech,lumi_01,Locale_SubScenario:snowfall_episode_emma_05_133,True,,1,idle,,2,2,1.0,,,lumi_01,,,,,3,idle,,
snowfall_episode_emma_05_130,80903,snowfall_episode_emma_05,Speech,emma,Locale_SubScenario:snowfall_episode_emma_05_134,True,,1,delight,,2,2,1.0,,,emma,,,,,3,idle,,
snowfall_episode_emma_05_131,80903,snowfall_episode_emma_05,Speech,emma,Locale_SubScenario:snowfall_episode_emma_05_135,True,,1,idle,,2,2,1.0,,,emma,,,,,3,idle,,
snowfall_episode_emma_05_132,80903,snowfall_episode_emma_05,Speech,emma,Locale_SubScenario:snowfall_episode_emma_05_136,True,,1,idle,,2,2,1.0,,,emma,,,,,3,idle,,
snowfall_episode_emma_05_133,80903,snowfall_episode_emma_05,Speech,lumi_01,Locale_SubScenario:snowfall_episode_emma_05_137,False,,1,idle,,2,30,1.0,,,lumi_01,,,,,3,idle,,
snowfall_episode_emma_05_134,80903,snowfall_episode_emma_05,Speech,lumi_01,Locale_SubScenario:snowfall_episode_emma_05_138,True,,1,idle,,30,30,1.0,,,lumi_01,,,,,3,idle,,
snowfall_episode_emma_05_135,80903,snowfall_episode_emma_05,Speech,emma,Locale_SubScenario:snowfall_episode_emma_05_139,True,,1,surprise,,30,30,1.0,,,emma,,,,,3,idle,,
snowfall_episode_emma_05_136,80903,snowfall_episode_emma_05,Speech,lumi_01,Locale_SubScenario:snowfall_episode_emma_05_140,False,,1,surprise,,30,3,1.0,,,lumi_01,,,,,3,idle,,
snowfall_episode_emma_05_137,80903,snowfall_episode_emma_05,Monologue,Monologue,Locale_SubScenario:snowfall_episode_emma_05_141,False,,1,surprise,,3,3,1.0,,,,,,,,3,idle,,
snowfall_episode_emma_05_138,80903,snowfall_episode_emma_05,Speech,emma,Locale_SubScenario:snowfall_episode_emma_05_142,True,,1,idle,,3,10,1.0,,,emma,,,,,3,idle,,
snowfall_episode_emma_05_139,80903,snowfall_episode_emma_05,Speech,emma,Locale_SubScenario:snowfall_episode_emma_05_143,True,,1,idle,,10,10,1.0,,,emma,,,,,3,idle,,
snowfall_episode_emma_05_140,80903,snowfall_episode_emma_05,Speech,emma,Locale_SubScenario:snowfall_episode_emma_05_144,True,,1,idle,,10,10,1.0,,,emma,,,,,3,idle,,
