id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,conversation_id
event_lionheart_01_s_29,40037,event_lionheart_01_s,Speech,Locale_SubScenario:event_lionheart_01_s_29,True,,Leo_10,Leo_100,1.0,,,leona_no,leona_no,,1,idle,,
event_lionheart_01_s_30,40037,event_lionheart_01_s,Speech,Locale_SubScenario:event_lionheart_01_s_30,True,,Leo_100,Leo_100,1.0,,,leona_no,leona_no,,1,idle,,
event_lionheart_01_s_31,40037,event_lionheart_01_s,Speech,Locale_SubScenario:event_lionheart_01_s_31,True,,Leo_100,Leo_100,1.0,,,leona_no,leona_no,,1,idle,,
event_lionheart_01_s_32,40037,event_lionheart_01_s,Self,Locale_SubScenario:event_lionheart_01_s_32,False,,Leo_100,Leo_100,1.0,,,leona_no,,,1,idle,,
event_lionheart_01_s_33,40037,event_lionheart_01_s,Speech,Locale_SubScenario:event_lionheart_01_s_33,True,,Leo_100,Leo_100,1.0,,,leona_no,leona_no,,1,idle,,
event_lionheart_01_s_34,40037,event_lionheart_01_s,Speech,Locale_SubScenario:event_lionheart_01_s_34,True,,Leo_100,Leo_100,1.0,,,leona_no,leona_no,,1,idle,,
event_lionheart_01_s_35,40037,event_lionheart_01_s,Speech,Locale_SubScenario:event_lionheart_01_s_35,True,,Leo_100,Leo_100,1.0,,,leona_no,leona_no,,1,idle,,
event_lionheart_01_s_36,40037,event_lionheart_01_s,Self,Locale_SubScenario:event_lionheart_01_s_36,False,,Leo_100,Leo_100,1.0,,,leona_no,,,1,idle,,
event_lionheart_01_s_37,40037,event_lionheart_01_s,Self,Locale_SubScenario:event_lionheart_01_s_37,False,,Leo_100,Leo_100,1.0,,,leona_no,,,1,idle,,
event_lionheart_01_s_38,40037,event_lionheart_01_s,Speech,Locale_SubScenario:event_lionheart_01_s_38,True,,Leo_100,Leo_10,1.0,,,leona_no,leona_no,,1,idle,,
event_lionheart_01_s_39,40037,event_lionheart_01_s,Speech,Locale_SubScenario:event_lionheart_01_s_39,True,,Leo_10,Leo_10,1.0,,,leona_no,leona_no,,1,idle,,
event_lionheart_01_s_40,40037,event_lionheart_01_s,Speech,Locale_SubScenario:event_lionheart_01_s_40,True,,Leo_10,Leo_10,1.0,,,leona_no,leona_no,,1,idle,,
event_lionheart_01_s_41,40037,event_lionheart_01_s,Speech,Locale_SubScenario:event_lionheart_01_s_41,True,,Leo_10,Leo_10,1.0,,,leona_no,leona_no,,1,idle,,
event_lionheart_01_s_42,40037,event_lionheart_01_s,Self,Locale_SubScenario:event_lionheart_01_s_42,False,,Leo_10,Leo_10,1.0,,,leona_no,,,1,idle,,
event_lionheart_01_s_43,40037,event_lionheart_01_s,Speech,Locale_SubScenario:event_lionheart_01_s_43,True,,Leo_10,Leo_10,1.0,,,leona_no,leona_no,,1,idle,,
event_lionheart_01_s_44,40037,event_lionheart_01_s,Speech,Locale_SubScenario:event_lionheart_01_s_44,True,,Leo_10,Leo_10,1.0,,,leona_no,leona_no,,1,idle,,
event_lionheart_01_s_45,40037,event_lionheart_01_s,Speech,Locale_SubScenario:event_lionheart_01_s_45,True,,Leo_10,Leo_10,1.0,,,leona_no,leona_no,,1,idle,,
event_lionheart_01_s_46,40037,event_lionheart_01_s,Self,Locale_SubScenario:event_lionheart_01_s_46,False,,Leo_10,Leo_10,1.0,,,leona_no,,,1,idle,,
event_lionheart_01_s_47,40037,event_lionheart_01_s,Speech,Locale_SubScenario:event_lionheart_01_s_47,True,,Leo_10,Leo_100,1.0,,,leona_no,leona_no,,1,idle,,
event_lionheart_01_s_48,40037,event_lionheart_01_s,Speech,Locale_SubScenario:event_lionheart_01_s_48,True,,Leo_100,Leo_100,1.0,,,leona_no,leona_no,,1,idle,,
event_lionheart_01_s_49,40037,event_lionheart_01_s,Speech,Locale_SubScenario:event_lionheart_01_s_49,True,,Leo_100,Leo_100,1.0,,,leona_no,leona_no,,1,idle,,
event_lionheart_01_s_50,40037,event_lionheart_01_s,Speech,Locale_SubScenario:event_lionheart_01_s_50,True,,Leo_100,Leo_100,1.0,,,leona_no,leona_no,,1,idle,,
event_lionheart_01_s_51,40037,event_lionheart_01_s,Speech,Locale_SubScenario:event_lionheart_01_s_51,True,,Leo_100,Leo_100,1.0,,,leona_no,leona_no,,1,idle,,
event_lionheart_01_s_52,40037,event_lionheart_01_s,Speech,Locale_SubScenario:event_lionheart_01_s_52,True,,Leo_100,Leo_100,1.0,,,leona_no,leona_no,,1,idle,,
event_lionheart_01_s_53,40037,event_lionheart_01_s,Speech,Locale_SubScenario:event_lionheart_01_s_53,True,,Leo_100,Leo_100,1.0,,,leona_no,leona_no,,1,idle,,
event_lionheart_01_s_54,40037,event_lionheart_01_s,Self,Locale_SubScenario:event_lionheart_01_s_54,False,,Leo_100,Leo_100,1.0,,,leona_no,,,1,idle,,
event_lionheart_01_s_55,40037,event_lionheart_01_s,Speech,Locale_SubScenario:event_lionheart_01_s_55,True,,Leo_100,Leo_10,1.0,,,leona_no,leona_no,,1,idle,,
event_lionheart_01_s_56,40037,event_lionheart_01_s,Speech,Locale_SubScenario:event_lionheart_01_s_56,True,,Leo_10,Leo_10,1.0,,,leona_no,leona_no,,1,idle,,
event_lionheart_01_s_57,40037,event_lionheart_01_s,Self,Locale_SubScenario:event_lionheart_01_s_57,False,,Leo_10,Leo_10,1.0,,,leona_no,,,1,idle,,
event_lionheart_01_s_58,40037,event_lionheart_01_s,Monologue,Locale_SubScenario:event_lionheart_01_s_58,False,,Leo_10,Leo_10,1.0,,,leona_no,,,1,idle,,
event_lionheart_01_s_59,40037,event_lionheart_01_s,Monologue,Locale_SubScenario:event_lionheart_01_s_59,False,,Leo_10,Leo_10,1.0,,,leona_no,,,1,idle,,
event_lionheart_01_s_60,40037,event_lionheart_01_s,Monologue,Locale_SubScenario:event_lionheart_01_s_60,False,,Leo_10,Leo_10,1.0,,,leona_no,,,1,idle,,
event_lionheart_01_s_61,40037,event_lionheart_01_s,Self,Locale_SubScenario:event_lionheart_01_s_61,False,,Leo_10,Leo_10,1.0,,,leona_no,,,1,idle,,
event_lionheart_01_s_62,40037,event_lionheart_01_s,Speech,Locale_SubScenario:event_lionheart_01_s_62,True,,Leo_10,Leo_10,1.0,,,leona_no,leona_no,,1,idle,,
event_lionheart_01_s_63,40037,event_lionheart_01_s,Speech,Locale_SubScenario:event_lionheart_01_s_63,True,,Leo_10,Leo_10,1.0,,,leona_no,leona_no,,1,idle,,
event_lionheart_01_s_64,40037,event_lionheart_01_s,Self,Locale_SubScenario:event_lionheart_01_s_64,False,,Leo_10,Leo_10,1.0,,,leona_no,,,1,idle,,
event_lionheart_01_s_65,40037,event_lionheart_01_s,Self,Locale_SubScenario:event_lionheart_01_s_65,False,,Leo_10,Leo_10,1.0,,,leona_no,,,1,idle,,
event_lionheart_01_s_66,40037,event_lionheart_01_s,Speech,Locale_SubScenario:event_lionheart_01_s_66,True,,Leo_10,Leo_10,1.0,,,leona_no,leona_no,,1,idle,,
event_lionheart_01_s_67,40037,event_lionheart_01_s,Speech,Locale_SubScenario:event_lionheart_01_s_67,True,,Leo_10,Leo_10,1.0,,,leona_no,leona_no,,1,idle,,
event_lionheart_01_s_68,40037,event_lionheart_01_s,Speech,Locale_SubScenario:event_lionheart_01_s_68,True,,Leo_10,Leo_10,1.0,,,leona_no,leona_no,,1,idle,,
event_lionheart_01_s_69,40037,event_lionheart_01_s,Speech,Locale_SubScenario:event_lionheart_01_s_69,True,,Leo_10,Leo_10,1.0,,,leona_no,leona_no,,1,idle,,
event_lionheart_01_s_70,40037,event_lionheart_01_s,Speech,Locale_SubScenario:event_lionheart_01_s_70,True,,Leo_10,Leo_10,1.0,,,leona_no,leona_no,,1,idle,,
event_lionheart_01_s_71,40037,event_lionheart_01_s,Speech,Locale_SubScenario:event_lionheart_01_s_71,True,,Leo_10,Leo_10,1.0,,,leona_no,leona_no,,1,idle,,
event_lionheart_01_s_72,40037,event_lionheart_01_s,Speech,Locale_SubScenario:event_lionheart_01_s_72,True,,Leo_10,Leo_10,1.0,,,leona_no,leona_no,,1,idle,,
event_lionheart_01_s_73,40037,event_lionheart_01_s,Self,Locale_SubScenario:event_lionheart_01_s_73,False,,Leo_10,Leo_10,1.0,,,leona_no,,,1,idle,,
event_lionheart_01_s_74,40037,event_lionheart_01_s,Narration,Locale_SubScenario:event_lionheart_01_s_74,False,,Leo_10,Leo_1,1.0,,sfx_scn_autodooropen,leona_no,,,1,idle,leona_no,
event_lionheart_01_s_75,40037,event_lionheart_01_s,Monologue,Locale_SubScenario:event_lionheart_01_s_75,False,,Leo_1,Leo_1,1.0,,,leona_no,,,,,,
event_lionheart_01_s_76,40037,event_lionheart_01_s,Monologue,Locale_SubScenario:event_lionheart_01_s_76,False,,Leo_1,Leo_1,1.0,,,leona_no,,,,,,
event_lionheart_01_s_77,40037,event_lionheart_01_s,Monologue,Locale_SubScenario:event_lionheart_01_s_77,False,,Leo_1,Leo_1,1.0,,,leona_no,,,,,,
event_lionheart_01_s_78,40037,event_lionheart_01_s,Monologue,Locale_SubScenario:event_lionheart_01_s_78,False,,Leo_1,Leo_1,1.0,,,leona_no,,,,,,m_event_lionheart_01_s
event_lionheart_01_s_79,40037,event_lionheart_01_s,Self,Locale_SubScenario:event_lionheart_01_s_79,False,,Leo_1,Leo_1,1.0,,,leona_no,,,,,,
event_lionheart_01_s_80,40037,event_lionheart_01_s,Monologue,Locale_SubScenario:event_lionheart_01_s_80,False,,Leo_1,Leo_1,1.0,,,leona_no,,,,,,
event_lionheart_01_s_81,40037,event_lionheart_01_s,Monologue,Locale_SubScenario:event_lionheart_01_s_81,False,,Leo_1,Leo_1,1.0,,,leona_no,,,,,,
