id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
event_overzone1_04_s_45,80303,event_overzone1_04_s,Speech,Locale_MainScenario:event_overzone1_04_s_45,True,,30,30,1.0,,snowwhite,snowwhite,,,1,worry,,3,idle
event_overzone1_04_s_46,80303,event_overzone1_04_s,Speech,Locale_MainScenario:event_overzone1_04_s_46,True,,30,300,1.0,,snowwhite,snowwhite,,,1,worry,,3,idle
event_overzone1_04_s_47,80303,event_overzone1_04_s,Speech,Locale_MainScenario:event_overzone1_04_s_47,True,,300,300,1.0,,snowwhite,snowwhite,,,1,worry,,3,idle
event_overzone1_04_s_48,80303,event_overzone1_04_s,Speech,Locale_MainScenario:event_overzone1_04_s_48,True,,300,31,2.0,,dorothy,dorothy,,,1,worry,,3,idle
event_overzone1_04_s_49,80303,event_overzone1_04_s,Speech,Locale_MainScenario:event_overzone1_04_s_49,True,,31,31,1.0,,snowwhite,snowwhite,,,1,worry,,3,idle
event_overzone1_04_s_50,80303,event_overzone1_04_s,Speech,Locale_MainScenario:event_overzone1_04_s_50,True,,31,31,1.0,,dorothy,dorothy,,,1,worry,,3,idle
event_overzone1_04_s_51,80303,event_overzone1_04_s,Speech,Locale_MainScenario:event_overzone1_04_s_51,True,,31,31,1.0,,snowwhite,snowwhite,,,1,worry,,3,idle
event_overzone1_04_s_52,80303,event_overzone1_04_s,Speech,Locale_MainScenario:event_overzone1_04_s_52,False,,31,31,1.0,,dorothy,dorothy,,,1,worry,,3,idle
event_overzone1_04_s_53,80303,event_overzone1_04_s,Speech,Locale_MainScenario:event_overzone1_04_s_53,True,,31,31,1.0,,snowwhite,snowwhite,,,1,worry,,3,idle
event_overzone1_04_s_54,80303,event_overzone1_04_s,Speech,Locale_MainScenario:event_overzone1_04_s_54,True,,31,31,1.0,,snowwhite,snowwhite,,,1,worry,,3,idle
event_overzone1_04_s_55,80303,event_overzone1_04_s,Speech,Locale_MainScenario:event_overzone1_04_s_55,True,,31,31,1.0,,dorothy,dorothy,,,1,worry,,3,idle
event_overzone1_04_s_56,80303,event_overzone1_04_s,Speech,Locale_MainScenario:event_overzone1_04_s_56,False,,31,31,1.0,,snowwhite,snowwhite,,,1,worry,,3,idle
event_overzone1_04_s_57,80303,event_overzone1_04_s,Speech,Locale_MainScenario:event_overzone1_04_s_57,True,,31,31,1.0,,snowwhite,snowwhite,,,1,worry,,3,idle
event_overzone1_04_s_58,80303,event_overzone1_04_s,Narration,Locale_MainScenario:event_overzone1_04_s_58,False,,black,black,1.0,,,,,,1,worry,,3,idle
event_overzone1_04_s_59,80303,event_overzone1_04_s,Speech,Locale_MainScenario:event_overzone1_04_s_59,True,,31,31,1.0,,dorothy,dorothy,,,1,worry,,3,idle
event_overzone1_04_s_60,80303,event_overzone1_04_s,Speech,Locale_MainScenario:event_overzone1_04_s_60,False,,31,31,1.0,,snowwhite,snowwhite,,,1,worry,,3,idle
event_overzone1_04_s_61,80303,event_overzone1_04_s,Speech,Locale_MainScenario:event_overzone1_04_s_61,True,,31,31,1.0,,dorothy,dorothy,,,1,idle,,3,delight
event_overzone1_04_s_62,80303,event_overzone1_04_s,Speech,Locale_MainScenario:event_overzone1_04_s_62,True,,31,31,1.0,,snowwhite,snowwhite,,,1,idle,,3,delight
