id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,jump_target,characters/0/hide_char_id,fade,play_sound,characters/1/hide_char_id
event_seayouagain1_04_s_58,40024,event_seayouagain1_04_s,Narration,,,Locale_MainScenario:event_seayouagain1_04_s_58,False,,,,,1,idle,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,sfx_scn_wavebreak,
event_seayouagain1_04_s_59,40024,event_seayouagain1_04_s,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_04_s_59,True,,,,,1,delight,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,
event_seayouagain1_04_s_60,40024,event_seayouagain1_04_s,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_04_s_60,True,,,,,1,delight,,,,,,,,,,,,,,1,1,1.0,bgm_story_milkyway,,,,,,,,,
event_seayouagain1_04_s_61,40024,event_seayouagain1_04_s,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_04_s_61,True,,,,,1,delight,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,
event_seayouagain1_04_s_62,40024,event_seayouagain1_04_s,Monologue,,,Locale_MainScenario:event_seayouagain1_04_s_62,False,,,,,1,delight,,,,,,,,,,,,,Sunset,1,5,1.0,,,,,,,,,,anis_s
event_seayouagain1_04_s_63,40024,event_seayouagain1_04_s,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_04_s_63,True,,,,,,,,,,,,,,,,,,,,5,5,1.0,,,,,,,,,,
event_seayouagain1_04_s_64,40024,event_seayouagain1_04_s,Monologue,,,Locale_MainScenario:event_seayouagain1_04_s_64,False,,,,anis_s,1,delight,,,,,,,,,,,,,Beach_s,5,XS_10,1.0,,,,,,,,,,
event_seayouagain1_04_s_65,40024,event_seayouagain1_04_s,Narration,,,Locale_MainScenario:event_seayouagain1_04_s_65,False,,,,,1,idle,,,,,,,,,,,,,,XS_10,XS_10,1.0,,,,,,,,,sfx_scn_sparklingwateropen,
event_seayouagain1_04_s_66,40024,event_seayouagain1_04_s,Narration,,,Locale_MainScenario:event_seayouagain1_04_s_66,False,,,,,1,"expression_0,idle",,,,,,,,,,,,,,XS_10,XS_10,1.0,,,,,,,,,,
event_seayouagain1_04_s_67,40024,event_seayouagain1_04_s,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_04_s_67,False,,,,,1,shy,,,,,,,,,,,,,,XS_10,XS_10,1.0,,,,,,,,,,
event_seayouagain1_04_s_68,40024,event_seayouagain1_04_s,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_04_s_68,True,,,,,1,shy,,,,,,,,,,,,,,XS_10,XS_10,1.0,,,,,,,,,,
event_seayouagain1_04_s_69,40024,event_seayouagain1_04_s,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_04_s_69,True,,,,,1,shy,,,,,,,,,,,,,,XS_10,XS_10,1.0,,,,,,,,,,
event_seayouagain1_04_s_70,40024,event_seayouagain1_04_s,Self,,,Locale_MainScenario:event_seayouagain1_04_s_70,False,,,,,1,shy,,,,,,,,,,,,,,XS_10,XS_10,1.0,,,,,,,,,,
event_seayouagain1_04_s_71,40024,event_seayouagain1_04_s,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_04_s_71,True,,,,,1,delight,,,,,,,,,,,,,,XS_10,XS_10,1.0,,,,,,,,,,
event_seayouagain1_04_s_72,40024,event_seayouagain1_04_s,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_04_s_72,True,,,,,1,delight,,,,,,,,,,,,,,XS_10,XS_10,1.0,,,,,,,,,,
event_seayouagain1_04_s_73,40024,event_seayouagain1_04_s,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_04_s_73,True,,,,,1,delight,,,,,,,,,,,,,,XS_10,XS_10,1.0,,,,,,,,,,
event_seayouagain1_04_s_74,40024,event_seayouagain1_04_s,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_04_s_74,False,,,,,1,void,,,,,,,,,,,,,,XS_10,XS_10,1.0,,,,,,,,,,
event_seayouagain1_04_s_75,40024,event_seayouagain1_04_s,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_04_s_75,True,,,,,1,void,,,,,,,,,,,,,,XS_10,XS_10,1.0,,,,,,,,,,
event_seayouagain1_04_s_76,40024,event_seayouagain1_04_s,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_04_s_76,True,,,,,1,void,,,,,,,,,,,,,,XS_10,XS_10,1.0,,,,,,,,,,
event_seayouagain1_04_s_77,40024,event_seayouagain1_04_s,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_04_s_77,True,,,,,1,worry,,,,,,,,,,,,,,XS_10,XS_10,1.0,,,,,,,,,,
event_seayouagain1_04_s_78,40024,event_seayouagain1_04_s,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_04_s_78,True,,,,,1,worry,,,,,,,,,,,,,,XS_10,XS_10,1.0,,,,,,,,,,
event_seayouagain1_04_s_79,40024,event_seayouagain1_04_s,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_04_s_79,False,,,,,1,worry,,,,,,,,,,,,,,XS_10,XS_10,1.0,,,,,,,,,,
event_seayouagain1_04_s_80,40024,event_seayouagain1_04_s,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_04_s_80,True,,,,,1,void,,,,,,,,,,,,,,XS_10,XS_10,1.0,,,,,,,,,,
event_seayouagain1_04_s_81,40024,event_seayouagain1_04_s,Self,,,Locale_MainScenario:event_seayouagain1_04_s_81,False,,,,,1,void,,,,,,,,,,,,,,XS_10,XS_10,1.0,,,,,,,,,,
event_seayouagain1_04_s_82,40024,event_seayouagain1_04_s,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_04_s_82,True,,,,,1,void,,,,,,,,,,,,,,XS_10,XS_10,1.0,,,,,,,,,,
event_seayouagain1_04_s_83,40024,event_seayouagain1_04_s,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_04_s_83,True,,,,,1,void,,,,,,,,,,,,,,XS_10,XS_10,1.0,,,,,,,,,,
event_seayouagain1_04_s_84,40024,event_seayouagain1_04_s,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_04_s_84,True,,,,,1,void,,,,,,,,,,,,,,XS_10,XS_10,1.0,,,,,,,,,,
event_seayouagain1_04_s_85,40024,event_seayouagain1_04_s,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_04_s_85,True,,,,,1,void,,,,,,,,,,,,,,XS_10,XS_10,1.0,,,,,,,,,,
event_seayouagain1_04_s_86,40024,event_seayouagain1_04_s,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_04_s_86,True,,,,,1,void,,,,,,,,,,,,,,XS_10,XS_10,1.0,,,,,,,,,,
event_seayouagain1_04_s_87,40024,event_seayouagain1_04_s,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_04_s_87,True,,,,,1,void,,,,,,,,,,,,,,XS_10,XS_10,1.0,,,,,,,,,,
event_seayouagain1_04_s_88,40024,event_seayouagain1_04_s,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_04_s_88,True,,,,,1,void,,,,,,,,,,,,,,XS_10,XS_10,1.0,,,,,,,,,,
event_seayouagain1_04_s_89,40024,event_seayouagain1_04_s,Choice,,,Locale_MainScenario:event_seayouagain1_04_s_89,False,,,,,1,void,,,,,,,,,,,,,,XS_10,XS_10,1.0,,,,,,event_seayouagain1_04_s_91,,,,
event_seayouagain1_04_s_90,40024,event_seayouagain1_04_s,Choice,,,Locale_MainScenario:event_seayouagain1_04_s_90,False,,,,,1,void,,,,,,,,,,,,,,XS_10,XS_10,1.0,,,,,,event_seayouagain1_04_s_91,,,,
event_seayouagain1_04_s_91,40024,event_seayouagain1_04_s,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_04_s_91,True,,,,,1,void,,,,,,,,,,,,,,XS_10,XS_10,1.0,,,,,,,,,,
event_seayouagain1_04_s_92,40024,event_seayouagain1_04_s,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_04_s_92,True,,,,,1,void,,,,,,,,,,,,,,XS_10,XS_10,1.0,,,,,,,,,,
event_seayouagain1_04_s_93,40024,event_seayouagain1_04_s,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_04_s_93,True,,,,,1,void,,,,,,,,,,,,,,XS_10,XS_10,1.0,,,,,,,,,,
event_seayouagain1_04_s_94,40024,event_seayouagain1_04_s,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_04_s_94,True,,,,,1,void,,,,,,,,,,,,,,XS_10,XS_10,1.0,,,,,,,,,,
event_seayouagain1_04_s_95,40024,event_seayouagain1_04_s,Self,,,Locale_MainScenario:event_seayouagain1_04_s_95,False,,,,,1,void,,,,,,,,,,,,,,XS_10,XS_10,1.0,,,,,,,,,,
event_seayouagain1_04_s_96,40024,event_seayouagain1_04_s,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_04_s_96,True,,,,,1,void,,,,,,,,,,,,,,XS_10,1,1.0,,,,,,,,,,
event_seayouagain1_04_s_97,40024,event_seayouagain1_04_s,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_04_s_97,True,,,,,1,void,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,
event_seayouagain1_04_s_98,40024,event_seayouagain1_04_s,Self,,,Locale_MainScenario:event_seayouagain1_04_s_98,False,,,,,1,void,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,
event_seayouagain1_04_s_99,40024,event_seayouagain1_04_s,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_04_s_99,True,,,,,1,delight,,,,,,,,,,,,,,1,XS_10,1.0,,,,,,,,,,
event_seayouagain1_04_s_100,40024,event_seayouagain1_04_s,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_04_s_100,True,,,,,1,idle,,,,,,,,,,,,,,XS_10,XS_10,1.0,,,,,,,,,,
event_seayouagain1_04_s_101,40024,event_seayouagain1_04_s,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_04_s_101,True,,,,,1,idle,,,,,,,,,,,,,,XS_10,XS_10,1.0,,,,,,,,,,
event_seayouagain1_04_s_102,40024,event_seayouagain1_04_s,Narration,,,Locale_MainScenario:event_seayouagain1_04_s_102,False,,,,,1,idle,,,,,,,,,,,,,EventTitle_SeaYouAgain_02,black,black,1.0,,,,,,,,,sfx_scn_wavebreak,anis_s
event_seayouagain1_04_s_103,40024,event_seayouagain1_04_s,Monologue,,,Locale_MainScenario:event_seayouagain1_04_s_103,False,,,,,,,,,,,,,,,,,,,,6,2,1.0,,,,,,,,,,
event_seayouagain1_04_s_104,40024,event_seayouagain1_04_s,Self,,,Locale_MainScenario:event_seayouagain1_04_s_104,False,,,,,,,,,,,,,,,,,,,,2,2,1.0,,,,,,,,,,
event_seayouagain1_04_s_105,40024,event_seayouagain1_04_s,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_04_s_105,True,,,,,,,,,,,,,,,,,,,,2,2,1.0,,,,,,,,,,
event_seayouagain1_04_s_106,40024,event_seayouagain1_04_s,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_04_s_106,True,,,,,,,,,,,,,,,,,,,,2,2,1.0,,,,,,,,,,
event_seayouagain1_04_s_107,40024,event_seayouagain1_04_s,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_04_s_107,True,,,,,,,,,,,,,,,,,,,,2,2,1.0,,,,,,,,,,
event_seayouagain1_04_s_108,40024,event_seayouagain1_04_s,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_04_s_108,True,,,,,,,,,,,,,,,,,,,,2,2,1.0,,,,,,,,,,
event_seayouagain1_04_s_109,40024,event_seayouagain1_04_s,Speech,anis_s,anis_s,Locale_MainScenario:event_seayouagain1_04_s_109,True,,,,,,,,,,,,,,,,,,,,2,summeranis_cutscene,1.0,,,,,,,,,,
