id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound
event_onemoretime_03_s_23,40044,event_onemoretime_03_s,Speech,miranda,miranda,Locale_SubScenario:event_onemoretime_03_s_23,True,,1,idle,,3,idle,,5,delight,,7,delight,,13,idle,,6,6,1.0,,
event_onemoretime_03_s_24,40044,event_onemoretime_03_s,Speech,poli,poli,Locale_SubScenario:event_onemoretime_03_s_24,True,,1,idle,,3,idle,,5,delight,,7,idle,,13,delight,,13,13,1.0,,
event_onemoretime_03_s_25,40044,event_onemoretime_03_s,Speech,poli,poli,Locale_SubScenario:event_onemoretime_03_s_25,True,,1,idle,,3,idle,,5,delight,,7,idle,,13,delight,,13,13,1.0,,
event_onemoretime_03_s_26,40044,event_onemoretime_03_s,Speech,miranda,miranda,Locale_SubScenario:event_onemoretime_03_s_26,True,,1,idle,,3,idle,,5,delight,,7,idle,,13,delight,,S_50,S_50,1.0,,
event_onemoretime_03_s_27,40044,event_onemoretime_03_s,Speech,bay,bay,Locale_SubScenario:event_onemoretime_03_s_27,True,,1,surprise,,3,idle,,5,delight,,7,idle,,13,idle,,10,10,1.0,,
event_onemoretime_03_s_28,40044,event_onemoretime_03_s,Speech,bay,bay,Locale_SubScenario:event_onemoretime_03_s_28,True,,1,surprise,,3,idle,,5,idle,,7,idle,,13,idle,,10,10,1.0,,
event_onemoretime_03_s_29,40044,event_onemoretime_03_s,Self,bay,,Locale_SubScenario:event_onemoretime_03_s_29,False,,1,surprise,,3,idle,,5,idle,,7,idle,,13,idle,,10,10,1.0,,
event_onemoretime_03_s_30,40044,event_onemoretime_03_s,Speech,bay,bay,Locale_SubScenario:event_onemoretime_03_s_30,True,,1,delight,,3,idle,,5,idle,,7,idle,,13,idle,,10,10,1.0,,
event_onemoretime_03_s_31,40044,event_onemoretime_03_s,Monologue,bay,,Locale_SubScenario:event_onemoretime_03_s_31,False,,1,delight,,3,idle,,5,idle,,7,idle,,13,idle,,10,10,1.0,,
event_onemoretime_03_s_32,40044,event_onemoretime_03_s,Speech,miranda,miranda,Locale_SubScenario:event_onemoretime_03_s_32,True,,1,idle,,3,idle,,5,angry,,7,idle,,13,idle,,5,S_50,1.0,none,
event_onemoretime_03_s_33,40044,event_onemoretime_03_s,Narration,miranda,,Locale_SubScenario:event_onemoretime_03_s_33,False,,1,idle,,3,idle,,5,angry,,7,idle,,13,idle,,S_50,S_50,1.0,bgm_story_whosdumber,sfx_scn_rustyhinge
event_onemoretime_03_s_34,40044,event_onemoretime_03_s,Narration,miranda,,Locale_SubScenario:event_onemoretime_03_s_34,False,,1,idle,,3,idle,,5,idle,,7,idle,,13,idle,,S_50,S_50,1.0,,sfx_scn_rustyhinge
event_onemoretime_03_s_35,40044,event_onemoretime_03_s,Self,miranda,,Locale_SubScenario:event_onemoretime_03_s_35,False,,1,idle,,3,idle,,5,idle,,7,idle,,13,idle,,S_50,S_50,1.0,,
event_onemoretime_03_s_36,40044,event_onemoretime_03_s,Speech,poli,poli,Locale_SubScenario:event_onemoretime_03_s_36,True,,1,idle,,3,idle,,5,idle,,7,idle,,13,idle,,XS_130,XS_130,1.0,,
event_onemoretime_03_s_37,40044,event_onemoretime_03_s,Self,poli,,Locale_SubScenario:event_onemoretime_03_s_37,False,,1,idle,,3,idle,,5,idle,,7,idle,,13,idle,,XS_130,XS_130,1.0,,
event_onemoretime_03_s_38,40044,event_onemoretime_03_s,Monologue,miranda,,Locale_SubScenario:event_onemoretime_03_s_38,False,,1,idle,,3,idle,,5,idle,,7,idle,,13,idle,,black,black,1.0,,
event_onemoretime_03_s_39,40044,event_onemoretime_03_s,Narration,miranda,,Locale_SubScenario:event_onemoretime_03_s_39,False,,1,idle,,3,idle,,5,idle,,7,idle,,13,idle,,S_50,S_50,1.0,,sfx_scn_rustyhinge2
event_onemoretime_03_s_40,40044,event_onemoretime_03_s,Monologue,miranda,,Locale_SubScenario:event_onemoretime_03_s_40,False,,1,idle,,3,idle,,5,idle,,7,idle,,13,idle,,S_50,S_50,1.0,,
event_onemoretime_03_s_41,40044,event_onemoretime_03_s,Speech,clay,clay,Locale_SubScenario:event_onemoretime_03_s_41,True,,1,idle,,3,special,,5,idle,,7,idle,,13,idle,,30,30,1.0,,
event_onemoretime_03_s_42,40044,event_onemoretime_03_s,Speech,clay,clay,Locale_SubScenario:event_onemoretime_03_s_42,True,,1,idle,,3,delight,,5,idle,,7,idle,,13,idle,,30,30,1.0,,
event_onemoretime_03_s_43,40044,event_onemoretime_03_s,Self,clay,,Locale_SubScenario:event_onemoretime_03_s_43,False,,1,idle,,3,delight,,5,idle,,7,idle,,13,idle,,30,30,1.0,,
event_onemoretime_03_s_44,40044,event_onemoretime_03_s,Speech,miranda,miranda,Locale_SubScenario:event_onemoretime_03_s_44,True,,1,idle,,3,idle,,5,think,,7,idle,,13,idle,,S_50,S_50,1.0,,
event_onemoretime_03_s_45,40044,event_onemoretime_03_s,Narration,miranda,,Locale_SubScenario:event_onemoretime_03_s_45,False,,1,idle,,3,idle,,5,think,,7,idle,,13,idle,,S_50,5,0.5,,sfx_scn_bonebreak2
event_onemoretime_03_s_46,40044,event_onemoretime_03_s,Speech,poli,poli,Locale_SubScenario:event_onemoretime_03_s_46,False,,1,surprise,,3,idle,,5,idle,,7,idle,,13,surprise,,13,XS_130,0.5,,
event_onemoretime_03_s_47,40044,event_onemoretime_03_s,Speech,bay,bay,Locale_SubScenario:event_onemoretime_03_s_47,False,,1,surprise,,3,idle,,5,idle,,7,idle,,13,surprise,,1,10,0.5,,
event_onemoretime_03_s_48,40044,event_onemoretime_03_s,Self,bay,,Locale_SubScenario:event_onemoretime_03_s_48,False,,1,surprise,,3,idle,,5,idle,,7,idle,,13,surprise,,10,10,1.0,,
event_onemoretime_03_s_49,40044,event_onemoretime_03_s,Speech,miranda,miranda,Locale_SubScenario:event_onemoretime_03_s_49,True,,1,idle,,3,idle,,5,idle,,7,idle,,13,surprise,,S_50,S_50,1.0,,
event_onemoretime_03_s_50,40044,event_onemoretime_03_s,Speech,miranda,miranda,Locale_SubScenario:event_onemoretime_03_s_50,True,,1,idle,,3,idle,,5,idle,,7,surprise,,13,surprise,,S_50,S_50,1.0,,
event_onemoretime_03_s_51,40044,event_onemoretime_03_s,Speech,quiry,quiry,Locale_SubScenario:event_onemoretime_03_s_51,True,,1,idle,,3,surprise,,5,idle,,7,surprise,,13,surprise,,S_50,S_50,1.0,,
event_onemoretime_03_s_52,40044,event_onemoretime_03_s,Speech,clay,clay,Locale_SubScenario:event_onemoretime_03_s_52,True,,1,idle,,3,surprise,,5,idle,,7,surprise,,13,surprise,,S_50,S_50,1.0,,
event_onemoretime_03_s_53,40044,event_onemoretime_03_s,Speech,poli,poli,Locale_SubScenario:event_onemoretime_03_s_53,True,,1,idle,,3,surprise,,5,idle,,7,surprise,,13,surprise,,S_50,S_50,1.0,,
event_onemoretime_03_s_54,40044,event_onemoretime_03_s,Speech,miranda,miranda,Locale_SubScenario:event_onemoretime_03_s_54,True,,1,idle,,3,surprise,,5,idle,,7,idle,,13,surprise,,S_50,S_50,1.0,,
event_onemoretime_03_s_55,40044,event_onemoretime_03_s,Speech,miranda,miranda,Locale_SubScenario:event_onemoretime_03_s_55,True,,1,idle,,3,surprise,,5,idle,,7,idle,,13,surprise,,S_50,5,0.5,,
event_onemoretime_03_s_56,40044,event_onemoretime_03_s,Speech,bay,bay,Locale_SubScenario:event_onemoretime_03_s_56,False,,1,worry,,3,idle,,5,idle,,7,idle,,13,idle,,10,10,1.0,,
event_onemoretime_03_s_57,40044,event_onemoretime_03_s,Speech,miranda,miranda,Locale_SubScenario:event_onemoretime_03_s_57,True,,1,worry,,3,idle,,5,think,,7,idle,,13,idle,,6,6,1.0,,
event_onemoretime_03_s_58,40044,event_onemoretime_03_s,Speech,miranda,miranda,Locale_SubScenario:event_onemoretime_03_s_58,True,,1,worry,,3,idle,,5,think,,7,idle,,13,idle,,6,6,1.0,,
event_onemoretime_03_s_59,40044,event_onemoretime_03_s,Speech,quiry,quiry,Locale_SubScenario:event_onemoretime_03_s_59,True,,1,worry,,3,idle,,5,think,,7,sad,,13,idle,,6,6,1.0,,
event_onemoretime_03_s_60,40044,event_onemoretime_03_s,Speech,quiry,quiry,Locale_SubScenario:event_onemoretime_03_s_60,True,,1,worry,,3,idle,,5,think,,7,sad,,13,idle,,6,6,1.0,,
event_onemoretime_03_s_61,40044,event_onemoretime_03_s,Speech,quiry,quiry,Locale_SubScenario:event_onemoretime_03_s_61,True,,1,idle,,3,idle,,5,think,,7,sad,,13,idle,,6,6,1.0,,
event_onemoretime_03_s_62,40044,event_onemoretime_03_s,Self,quiry,,Locale_SubScenario:event_onemoretime_03_s_62,False,,1,idle,,3,idle,,5,think,,7,sad,,13,idle,,6,6,1.0,,
event_onemoretime_03_s_63,40044,event_onemoretime_03_s,Speech,poli,poli,Locale_SubScenario:event_onemoretime_03_s_63,True,,1,idle,,3,idle,,5,idle,,7,idle,,13,sad,,12,12,1.0,,
event_onemoretime_03_s_64,40044,event_onemoretime_03_s,Speech,bay,bay,Locale_SubScenario:event_onemoretime_03_s_64,True,,1,sad,,3,idle,,5,idle,,7,idle,,13,sad,,12,12,1.0,none,
event_onemoretime_03_s_65,40044,event_onemoretime_03_s,Speech,bay,bay,Locale_SubScenario:event_onemoretime_03_s_65,True,,1,idle,,3,idle,,5,idle,,7,idle,,13,sad,,12,12,1.0,bgm_story_leisuretime,
event_onemoretime_03_s_66,40044,event_onemoretime_03_s,Speech,poli,poli,Locale_SubScenario:event_onemoretime_03_s_66,True,,1,idle,,3,idle,,5,idle,,7,idle,,13,surprise,,12,12,1.0,,
event_onemoretime_03_s_67,40044,event_onemoretime_03_s,Speech,bay,bay,Locale_SubScenario:event_onemoretime_03_s_67,True,,1,idle,,3,idle,,5,idle,,7,idle,,13,surprise,,12,12,1.0,,
event_onemoretime_03_s_68,40044,event_onemoretime_03_s,Monologue,bay,,Locale_SubScenario:event_onemoretime_03_s_68,False,,1,idle,,3,idle,,5,idle,,7,idle,,13,surprise,,black,black,1.0,,
event_onemoretime_03_s_69,40044,event_onemoretime_03_s,Speech,poli,poli,Locale_SubScenario:event_onemoretime_03_s_69,False,,1,idle,,3,idle,,5,idle,,7,idle,,13,surprise,,XS_130,XS_130,1.0,,
event_onemoretime_03_s_70,40044,event_onemoretime_03_s,Self,poli,,Locale_SubScenario:event_onemoretime_03_s_70,False,,1,idle,,3,idle,,5,idle,,7,idle,,13,surprise,,XS_130,XS_130,1.0,,
event_onemoretime_03_s_71,40044,event_onemoretime_03_s,Speech,bay,bay,Locale_SubScenario:event_onemoretime_03_s_71,True,,1,sad,,3,idle,,5,idle,,7,idle,,13,surprise,,10,10,1.0,,
event_onemoretime_03_s_72,40044,event_onemoretime_03_s,Speech,bay,bay,Locale_SubScenario:event_onemoretime_03_s_72,True,,1,sad,,3,idle,,5,idle,,7,idle,,13,surprise,,10,10,1.0,,
event_onemoretime_03_s_73,40044,event_onemoretime_03_s,Speech,clay,clay,Locale_SubScenario:event_onemoretime_03_s_73,True,,1,sad,,3,shy,,5,idle,,7,idle,,13,idle,,30,30,1.0,,
event_onemoretime_03_s_74,40044,event_onemoretime_03_s,Speech,clay,clay,Locale_SubScenario:event_onemoretime_03_s_74,True,,1,sad,,3,shy,,5,idle,,7,idle,,13,idle,,30,30,1.0,,
event_onemoretime_03_s_75,40044,event_onemoretime_03_s,Monologue,clay,,Locale_SubScenario:event_onemoretime_03_s_75,False,,1,sad,,3,shy,,5,idle,,7,idle,,13,idle,,black,black,1.0,,
event_onemoretime_03_s_76,40044,event_onemoretime_03_s,Speech,poli,poli,Locale_SubScenario:event_onemoretime_03_s_76,True,,1,sad,,3,shy,,5,idle,,7,idle,,13,sad,,XS_130,XS_130,1.0,,
event_onemoretime_03_s_77,40044,event_onemoretime_03_s,Self,poli,,Locale_SubScenario:event_onemoretime_03_s_77,False,,1,idle,,3,idle,,5,idle,,7,idle,,13,sad,,XS_130,XS_130,1.0,,
event_onemoretime_03_s_78,40044,event_onemoretime_03_s,Monologue,poli,,Locale_SubScenario:event_onemoretime_03_s_78,False,,1,idle,,3,idle,,5,idle,,7,idle,,13,sad,,black,black,1.0,,
event_onemoretime_03_s_79,40044,event_onemoretime_03_s,Speech,poli,poli,Locale_SubScenario:event_onemoretime_03_s_79,True,,1,idle,,3,idle,,5,idle,,7,idle,,13,sad,,XS_130,XS_130,1.0,,
event_onemoretime_03_s_80,40044,event_onemoretime_03_s,Speech,poli,poli,Locale_SubScenario:event_onemoretime_03_s_80,True,,1,idle,,3,idle,,5,idle,,7,idle,,13,sad,,XS_130,XS_130,1.0,,
event_onemoretime_03_s_81,40044,event_onemoretime_03_s,Speech,miranda,miranda,Locale_SubScenario:event_onemoretime_03_s_81,True,,1,idle,,3,idle,,5,idle,,7,idle,,13,sad,,6,6,1.0,,
event_onemoretime_03_s_82,40044,event_onemoretime_03_s,Speech,quiry,quiry,Locale_SubScenario:event_onemoretime_03_s_82,True,,1,idle,,3,idle,,5,idle,,7,idle,,13,sad,,6,6,1.0,,
event_onemoretime_03_s_83,40044,event_onemoretime_03_s,Speech,quiry,quiry,Locale_SubScenario:event_onemoretime_03_s_83,True,,1,idle,,3,idle,,5,idle,,7,idle,,13,idle,,6,6,1.0,,
event_onemoretime_03_s_84,40044,event_onemoretime_03_s,Speech,poli,poli,Locale_SubScenario:event_onemoretime_03_s_84,True,,1,idle,,3,idle,,5,idle,,7,idle,,13,idle,,XS_130,XS_130,1.0,,
event_onemoretime_03_s_85,40044,event_onemoretime_03_s,Speech,poli,poli,Locale_SubScenario:event_onemoretime_03_s_85,True,,1,idle,,3,idle,,5,idle,,7,idle,,13,idle,,XS_130,XS_130,1.0,,
event_onemoretime_03_s_86,40044,event_onemoretime_03_s,Self,poli,,Locale_SubScenario:event_onemoretime_03_s_86,False,,1,idle,,3,idle,,5,idle,,7,idle,,13,idle,,XS_130,XS_130,1.0,,
event_onemoretime_03_s_87,40044,event_onemoretime_03_s,Speech,poli,poli,Locale_SubScenario:event_onemoretime_03_s_87,True,,1,idle,,3,idle,,5,idle,,7,idle,,13,idle,,XS_130,XS_130,1.0,,
event_onemoretime_03_s_88,40044,event_onemoretime_03_s,Speech,poli,poli,Locale_SubScenario:event_onemoretime_03_s_88,True,,1,idle,,3,idle,,5,idle,,7,idle,,13,idle,,XS_130,13,1.0,,
event_onemoretime_03_s_89,40044,event_onemoretime_03_s,Speech,poli,poli,Locale_SubScenario:event_onemoretime_03_s_89,True,,1,idle,,3,idle,,5,idle,,7,idle,,13,idle,,13,13,1.0,,
event_onemoretime_03_s_90,40044,event_onemoretime_03_s,Speech,bay,bay,Locale_SubScenario:event_onemoretime_03_s_90,False,,1,surprise,,3,surprise,,5,idle,,7,idle,,13,idle,,2,2,1.0,,
event_onemoretime_03_s_91,40044,event_onemoretime_03_s,Speech,clay,clay,Locale_SubScenario:event_onemoretime_03_s_91,False,,1,surprise,,3,surprise,,5,idle,,7,idle,,13,idle,,2,2,1.0,,
event_onemoretime_03_s_92,40044,event_onemoretime_03_s,Speech,quiry,quiry,Locale_SubScenario:event_onemoretime_03_s_92,True,,1,surprise,,3,surprise,,5,idle,,7,idle,,13,idle,,6,6,1.0,,
event_onemoretime_03_s_93,40044,event_onemoretime_03_s,Speech,quiry,quiry,Locale_SubScenario:event_onemoretime_03_s_93,True,,1,idle,,3,surprise,,5,idle,,7,special,,13,idle,,6,6,1.0,,
event_onemoretime_03_s_94,40044,event_onemoretime_03_s,Speech,miranda,miranda,Locale_SubScenario:event_onemoretime_03_s_94,True,,1,idle,,3,idle,,5,idle,,7,special,,13,idle,,6,6,1.0,,
event_onemoretime_03_s_95,40044,event_onemoretime_03_s,Speech,miranda,miranda,Locale_SubScenario:event_onemoretime_03_s_95,True,,1,idle,,3,idle,,5,idle,,7,special,,13,idle,,6,6,1.0,,
event_onemoretime_03_s_96,40044,event_onemoretime_03_s,Speech,poli,poli,Locale_SubScenario:event_onemoretime_03_s_96,True,,1,idle,,3,idle,,5,idle,,7,special,,13,angry,,13,XS_130,1.0,,
event_onemoretime_03_s_97,40044,event_onemoretime_03_s,Speech,miranda,miranda,Locale_SubScenario:event_onemoretime_03_s_97,True,,1,idle,,3,idle,,5,idle,,7,special,,13,angry,,XS_130,XS_130,1.0,,
event_onemoretime_03_s_98,40044,event_onemoretime_03_s,Speech,bay,bay,Locale_SubScenario:event_onemoretime_03_s_98,True,,1,delight,,3,idle,,5,idle,,7,idle,,13,angry,,XS_130,12,1.0,,
event_onemoretime_03_s_99,40044,event_onemoretime_03_s,Speech,bay,bay,Locale_SubScenario:event_onemoretime_03_s_99,True,,1,delight,,3,idle,,5,idle,,7,idle,,13,idle,,12,12,1.0,,
event_onemoretime_03_s_100,40044,event_onemoretime_03_s,Speech,poli,poli,Locale_SubScenario:event_onemoretime_03_s_100,True,,1,delight,,3,idle,,5,idle,,7,idle,,13,idle,,12,12,1.0,,
event_onemoretime_03_s_101,40044,event_onemoretime_03_s,Speech,poli,poli,Locale_SubScenario:event_onemoretime_03_s_101,True,,1,delight,,3,idle,,5,idle,,7,idle,,13,idle,,12,12,1.0,,
event_onemoretime_03_s_102,40044,event_onemoretime_03_s,Speech,poli,poli,Locale_SubScenario:event_onemoretime_03_s_102,True,,1,idle,,3,idle,,5,idle,,7,idle,,13,idle,,12,12,1.0,,
event_onemoretime_03_s_103,40044,event_onemoretime_03_s,Speech,poli,poli,Locale_SubScenario:event_onemoretime_03_s_103,True,,1,idle,,3,idle,,5,idle,,7,idle,,13,idle,,12,12,1.0,,
event_onemoretime_03_s_104,40044,event_onemoretime_03_s,Speech,bay,bay,Locale_SubScenario:event_onemoretime_03_s_104,True,,1,delight,,3,delight,,5,idle,,7,idle,,13,idle,,12,12,1.0,,
event_onemoretime_03_s_105,40044,event_onemoretime_03_s,Speech,clay,clay,Locale_SubScenario:event_onemoretime_03_s_105,True,,1,delight,,3,delight,,5,idle,,7,idle,,13,idle,,12,12,1.0,,
event_onemoretime_03_s_106,40044,event_onemoretime_03_s,Speech,bay,bay,Locale_SubScenario:event_onemoretime_03_s_106,True,,1,idle,,3,delight,,5,idle,,7,idle,,13,idle,,12,12,1.0,,
event_onemoretime_03_s_107,40044,event_onemoretime_03_s,Speech,bay,bay,Locale_SubScenario:event_onemoretime_03_s_107,True,,1,delight,,3,delight,,5,idle,,7,idle,,13,idle,,12,12,1.0,,
event_onemoretime_03_s_108,40044,event_onemoretime_03_s,Speech,poli,poli,Locale_SubScenario:event_onemoretime_03_s_108,True,,1,delight,,3,idle,,5,idle,,7,idle,,13,idle,,12,12,1.0,,
event_onemoretime_03_s_109,40044,event_onemoretime_03_s,Speech,poli,poli,Locale_SubScenario:event_onemoretime_03_s_109,True,,1,delight,,3,idle,,5,idle,,7,idle,,13,idle,,12,12,1.0,,
event_onemoretime_03_s_110,40044,event_onemoretime_03_s,Self,poli,,Locale_SubScenario:event_onemoretime_03_s_110,False,,1,delight,,3,idle,,5,idle,,7,idle,,13,idle,,12,12,1.0,,
event_onemoretime_03_s_111,40044,event_onemoretime_03_s,Speech,clay,clay,Locale_SubScenario:event_onemoretime_03_s_111,True,,1,delight,,3,delight,,5,idle,,7,idle,,13,idle,,12,2,1.0,,
event_onemoretime_03_s_112,40044,event_onemoretime_03_s,Speech,clay,clay,Locale_SubScenario:event_onemoretime_03_s_112,True,,1,delight,,3,special,,5,idle,,7,idle,,13,idle,,2,2,1.0,,
event_onemoretime_03_s_113,40044,event_onemoretime_03_s,Speech,bay,bay,Locale_SubScenario:event_onemoretime_03_s_113,True,,1,delight,,3,special,,5,idle,,7,idle,,13,idle,,2,2,1.0,,
