id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,speaker,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim
event_ce004_1_06_e_17,40055,event_ce004_1_06_e,Speech,ce004_01,Locale_SubScenario:event_ce004_1_06_e_17,True,,2,2,1.0,,,ce004_01,,,3,angry,,5,angry,,,15,go,,,,,7,idle,,13,idle,,1,cry,,,
event_ce004_1_06_e_18,40055,event_ce004_1_06_e,Speech,rei,Locale_SubScenario:event_ce004_1_06_e_18,True,,2,2,1.0,,,rei,,,3,angry,,5,angry,,,15,go,,,,,7,idle,,13,idle,,1,cry,,,
event_ce004_1_06_e_19,40055,event_ce004_1_06_e,Speech,ce004_01,Locale_SubScenario:event_ce004_1_06_e_19,True,,2,2,1.0,,,ce004_01,,,3,angry,,5,angry,,,15,go,,,,,7,idle,,13,idle,,1,cry,,,
event_ce004_1_06_e_20,40055,event_ce004_1_06_e,Speech,rei,Locale_SubScenario:event_ce004_1_06_e_20,True,,2,2,1.0,,,rei,,,3,angry,,5,angry,,,15,go,,,,,7,idle,,13,idle,,1,angry,,,
event_ce004_1_06_e_21,40055,event_ce004_1_06_e,Narration,rei,Locale_SubScenario:event_ce004_1_06_e_21,False,,black,black,1.0,,sfx_scn_explosionnear,,,,3,angry,,5,angry,,,15,go,,,,,7,idle,,13,idle,,1,angry,,,
event_ce004_1_06_e_22,40055,event_ce004_1_06_e,Monologue,rei,Locale_SubScenario:event_ce004_1_06_e_22,False,,black,black,1.0,,,,,,3,angry,,5,angry,,,15,go,,,,,7,idle,,13,idle,,1,angry,,,
event_ce004_1_06_e_23,40055,event_ce004_1_06_e,Speech,rei,Locale_SubScenario:event_ce004_1_06_e_23,True,,XS_10,XS_10,1.0,,,rei,,,3,angry,,5,angry,,,15,go,,,,,7,idle,,13,idle,,1,surprise,,,
event_ce004_1_06_e_24,40055,event_ce004_1_06_e,Speech,zwei,Locale_SubScenario:event_ce004_1_06_e_24,True,,130,130,1.0,,,zwei,,,3,angry,,5,angry,,,15,go,,,,,7,idle,,13,surprise,,1,surprise,,,
event_ce004_1_06_e_25,40055,event_ce004_1_06_e,Speech,rei,Locale_SubScenario:event_ce004_1_06_e_25,True,,130,12,1.0,,,rei,,,3,angry,,5,angry,,,15,go,,,,,7,idle,,13,surprise,,1,surprise,,,
event_ce004_1_06_e_26,40055,event_ce004_1_06_e,Narration,rei,Locale_SubScenario:event_ce004_1_06_e_26,False,,12,12,1.0,,sfx_scn_rapturehowl,,,,3,angry,,5,angry,,,15,go,,,,,7,idle,,13,surprise,,1,surprise,,,
event_ce004_1_06_e_27,40055,event_ce004_1_06_e,Monologue,rei,Locale_SubScenario:event_ce004_1_06_e_27,False,,12,30,1.5,,,,,,3,angry,,5,angry,,,15,go,,,,,7,idle,,13,surprise,,1,surprise,,,
event_ce004_1_06_e_28,40055,event_ce004_1_06_e,Speech,zwei,Locale_SubScenario:event_ce004_1_06_e_28,True,,130,130,1.0,,,zwei,,,3,angry,,5,angry,,,15,go,,,,,7,idle,,13,pain,,1,surprise,,,
event_ce004_1_06_e_29,40055,event_ce004_1_06_e,Speech,ce004_03,Locale_SubScenario:event_ce004_1_06_e_29,True,,130,14,1.0,,,ce004_03,,,3,angry,,5,angry,,,15,surprise,,,,,7,idle,,13,pain,,1,surprise,,,
event_ce004_1_06_e_30,40055,event_ce004_1_06_e,Monologue,zwei,Locale_SubScenario:event_ce004_1_06_e_30,False,,black,black,1.0,,,,,,3,angry,,5,angry,,,15,surprise,,,,,7,idle,,13,pain,,1,surprise,,,
event_ce004_1_06_e_31,40055,event_ce004_1_06_e,Speech,zwei,Locale_SubScenario:event_ce004_1_06_e_31,False,,130,130,1.0,,,zwei,,,3,angry,,5,angry,,,15,surprise,,,,,7,idle,,13,surprise,,1,surprise,,,
event_ce004_1_06_e_32,40055,event_ce004_1_06_e,Speech,zwei,Locale_SubScenario:event_ce004_1_06_e_32,True,,130,130,1.0,,,zwei,,,3,angry,,5,angry,,,15,surprise,,,,,7,idle,,13,surprise,,1,surprise,,,
event_ce004_1_06_e_33,40055,event_ce004_1_06_e,Speech,ein,Locale_SubScenario:event_ce004_1_06_e_33,True,,70,70,1.0,,,ein,,,3,angry,,5,angry,,,15,surprise,,,,,7,idle,,13,surprise,,1,surprise,,,
event_ce004_1_06_e_34,40055,event_ce004_1_06_e,Narration,ce004_01,Locale_SubScenario:event_ce004_1_06_e_34,False,,black,black,1.0,,sfx_scn_fireblindly,,,,3,angry,,5,angry,,,15,surprise,,,,,7,idle,,13,surprise,,1,surprise,,,
event_ce004_1_06_e_35,40055,event_ce004_1_06_e,Speech,ce004_01,Locale_SubScenario:event_ce004_1_06_e_35,True,,30,30,1.0,,,ce004_01,,,3,angry,,5,angry,,,15,surprise,,,,,7,idle,,13,idle,,1,surprise,,,
event_ce004_1_06_e_36,40055,event_ce004_1_06_e,Speech,ce004_01,Locale_SubScenario:event_ce004_1_06_e_36,True,,30,30,1.0,,,ce004_01,,,3,angry,,5,angry,,,15,surprise,,,,,7,idle,,13,idle,,1,surprise,,,
event_ce004_1_06_e_37,40055,event_ce004_1_06_e,Speech,ce004_02,Locale_SubScenario:event_ce004_1_06_e_37,True,,50,50,1.0,,,ce004_02,,,3,angry,,5,angry,,,15,surprise,,,,,7,idle,,13,idle,,1,surprise,,,
event_ce004_1_06_e_38,40055,event_ce004_1_06_e,Speech,ce004_01,Locale_SubScenario:event_ce004_1_06_e_38,True,,30,30,1.0,,,ce004_01,,,3,surprise,,5,angry,,,15,surprise,,,,,7,idle,,13,idle,,1,surprise,,,
event_ce004_1_06_e_39,40055,event_ce004_1_06_e,Narration,ce004_01,Locale_SubScenario:event_ce004_1_06_e_39,False,,black,black,1.0,,sfx_scn_explosionnear,,,,3,surprise,,5,angry,,,15,surprise,,,,,7,idle,,13,idle,,1,surprise,,,
event_ce004_1_06_e_40,40055,event_ce004_1_06_e,Monologue,ce004_01,Locale_SubScenario:event_ce004_1_06_e_40,False,,black,black,1.0,,,,,,3,surprise,,5,angry,,,15,surprise,,,,,7,idle,,13,idle,,1,surprise,,,
event_ce004_1_06_e_41,40055,event_ce004_1_06_e,Speech,ce004_01,Locale_SubScenario:event_ce004_1_06_e_41,True,,30,30,1.0,,,ce004_01,,,3,think,,5,angry,,,15,surprise,,,,,7,idle,,13,idle,,1,surprise,,,
event_ce004_1_06_e_42,40055,event_ce004_1_06_e,Monologue,zwei,Locale_SubScenario:event_ce004_1_06_e_42,False,,black,black,1.0,,,,,,3,think,,5,angry,,,15,surprise,,,,,7,idle,,13,idle,,1,surprise,,,
event_ce004_1_06_e_43,40055,event_ce004_1_06_e,Speech,zwei,Locale_SubScenario:event_ce004_1_06_e_43,True,,130,130,1.0,,,zwei,,,3,think,,5,think,,,15,surprise,,,,,7,idle,,13,surprise,,1,surprise,,,
event_ce004_1_06_e_44,40055,event_ce004_1_06_e,Speech,ein,Locale_SubScenario:event_ce004_1_06_e_44,True,,70,70,1.0,,,ein,,,3,think,,5,think,,,15,surprise,,,,,7,idle,,13,surprise,,1,surprise,,,
event_ce004_1_06_e_45,40055,event_ce004_1_06_e,Speech,ce004_02,Locale_SubScenario:event_ce004_1_06_e_45,True,,50,50,1.0,,,ce004_02,,,3,think,,5,think,,,15,surprise,,,,,7,idle,,13,surprise,,1,surprise,,,
event_ce004_1_06_e_46,40055,event_ce004_1_06_e,Monologue,ce004_01,Locale_SubScenario:event_ce004_1_06_e_46,False,,black,black,1.0,,,,,,13,think,,15,think,,,17,surprise,,,,,5,idle,,3,surprise,,1,surprise,marciana,7,idle
event_ce004_1_06_e_47,40055,event_ce004_1_06_e,Speech,ce004_01,Locale_SubScenario:event_ce004_1_06_e_47,False,,130,130,1.0,bgm_story_fairytalesend_if,,ce004_01,black,,13,think,,15,think,,,17,idle,,,,,5,no,,3,shy,,1,angry,,7,idle
event_ce004_1_06_e_48,40055,event_ce004_1_06_e,Speech,ce004_03,Locale_SubScenario:event_ce004_1_06_e_48,True,,170,170,1.0,,,ce004_03,,,13,think,,15,think,,,17,idle,,,,,5,no,,3,shy,,1,angry,,7,idle
event_ce004_1_06_e_49,40055,event_ce004_1_06_e,Speech,ce004_02,Locale_SubScenario:event_ce004_1_06_e_49,False,,150,150,1.0,,,ce004_02,,,13,think,,15,think,,,17,idle,,,,,5,no,,3,shy,,1,angry,,7,idle
event_ce004_1_06_e_50,40055,event_ce004_1_06_e,Speech,zwei,Locale_SubScenario:event_ce004_1_06_e_50,False,,30,30,1.0,,,zwei,,,13,think,,15,think,,,17,idle,,,,,5,no,,3,shy,,1,angry,,7,idle
event_ce004_1_06_e_51,40055,event_ce004_1_06_e,Speech,ein,Locale_SubScenario:event_ce004_1_06_e_51,False,,50,50,1.0,,,ein,,,13,think,,15,think,,,17,idle,,,,,5,no,,3,shy,,1,angry,,7,idle
event_ce004_1_06_e_52,40055,event_ce004_1_06_e,Speech,rei,Locale_SubScenario:event_ce004_1_06_e_52,True,,XS_10,XS_10,1.0,,,rei,,,13,think,,15,think,,,17,idle,,,,,5,no,,3,shy,,1,angry,,7,idle
event_ce004_1_06_e_53,40055,event_ce004_1_06_e,Speech,marciana,Locale_SubScenario:event_ce004_1_06_e_53,True,,70,70,1.0,,,marciana,,,13,think,,15,think,,,17,idle,,,,,5,no,,3,shy,,1,angry,,7,idle
event_ce004_1_06_e_54,40055,event_ce004_1_06_e,Speech,marciana,Locale_SubScenario:event_ce004_1_06_e_54,True,,70,70,1.0,,,marciana,,,13,think,,15,think,,,17,idle,,,,,5,no,,3,shy,,1,angry,,7,idle
event_ce004_1_06_e_55,40055,event_ce004_1_06_e,Speech,marciana,Locale_SubScenario:event_ce004_1_06_e_55,True,,70,70,1.0,,,marciana,,,13,think,,15,think,,,17,idle,,,,,5,no,,3,shy,,1,angry,,7,idle
event_ce004_1_06_e_56,40055,event_ce004_1_06_e,Speech,marciana,Locale_SubScenario:event_ce004_1_06_e_56,True,,70,700,1.0,,,marciana,,,13,think,,15,think,,,17,idle,,,,,5,no,,3,shy,,1,angry,,7,special
event_ce004_1_06_e_57,40055,event_ce004_1_06_e,Speech,marciana,Locale_SubScenario:event_ce004_1_06_e_57,True,,700,700,1.0,,,marciana,,,13,think,,15,think,ce004_02,,17,idle,ce004_04,15,think,,5,no,,3,shy,,1,angry,,7,special
event_ce004_1_06_e_58,40055,event_ce004_1_06_e,Speech,zwei,Locale_SubScenario:event_ce004_1_06_e_58,True,,700,30,1.0,,,zwei,,,13,think,,,,,,17,idle,,15,think,,5,no,,3,pain,,1,angry,,7,special
event_ce004_1_06_e_59,40055,event_ce004_1_06_e,Speech,rei,Locale_SubScenario:event_ce004_1_06_e_59,True,,XS_10,XS_10,1.0,none,,rei,,,13,think,,,,,,17,idle,,15,think,,5,no,,3,pain,,1,angry,,7,special
event_ce004_1_06_e_60,40055,event_ce004_1_06_e,Speech,ce004_01,Locale_SubScenario:event_ce004_1_06_e_60,True,,XS_10,12,1.0,,,ce004_01,,,13,angry,,,,,,17,idle,,15,think,,5,no,,3,idle,,1,angry,,7,special
event_ce004_1_06_e_61,40055,event_ce004_1_06_e,Speech,marciana,Locale_SubScenario:event_ce004_1_06_e_61,True,,70,70,1.0,,,marciana,,,13,angry,,,,,,17,idle,,15,think,,5,no,,3,idle,,1,angry,,7,think
event_ce004_1_06_e_62,40055,event_ce004_1_06_e,Speech,ce004_01,Locale_SubScenario:event_ce004_1_06_e_62,True,,12,12,1.0,bgm_story_kneeldownfools,,ce004_01,,,13,angry,,,,,,17,idle,,15,think,,5,no,,3,idle,,1,angry,,7,think
event_ce004_1_06_e_63,40055,event_ce004_1_06_e,Speech,ce004_01,Locale_SubScenario:event_ce004_1_06_e_63,True,,12,12,1.0,,,ce004_01,,,13,angry,,,,,,17,idle,,15,think,,5,no,,3,idle,,1,angry,,7,think
event_ce004_1_06_e_64,40055,event_ce004_1_06_e,Speech,ce004_01,Locale_SubScenario:event_ce004_1_06_e_64,True,,12,12,1.0,,,ce004_01,,,13,angry,,,,,,17,idle,,15,think,,5,no,,3,idle,,1,angry,,7,think
event_ce004_1_06_e_65,40055,event_ce004_1_06_e,Speech,ce004_04,Locale_SubScenario:event_ce004_1_06_e_65,True,,150,150,1.0,,,ce004_04,,,13,angry,,,,,,17,idle,,15,think,,5,no,,3,idle,,1,angry,,7,think
event_ce004_1_06_e_66,40055,event_ce004_1_06_e,Speech,rei,Locale_SubScenario:event_ce004_1_06_e_66,True,,12,12,1.0,,,rei,,,13,angry,,,,,,17,idle,,15,think,,5,no,,3,idle,,1,angry,,7,think
event_ce004_1_06_e_67,40055,event_ce004_1_06_e,Speech,rei,Locale_SubScenario:event_ce004_1_06_e_67,True,,12,12,1.0,,,rei,,,13,angry,,,,,,17,idle,,15,think,,5,no,,3,idle,,1,angry,,7,think
event_ce004_1_06_e_68,40055,event_ce004_1_06_e,Speech,marciana,Locale_SubScenario:event_ce004_1_06_e_68,True,,70,70,1.0,,,marciana,,,13,angry,,,,,,17,idle,,15,think,,5,no,,3,idle,,1,angry,,7,think
event_ce004_1_06_e_69,40055,event_ce004_1_06_e,Speech,ce004_01,Locale_SubScenario:event_ce004_1_06_e_69,True,,12,12,1.0,,,ce004_01,,,13,angry,,,,,,17,idle,,15,think,,5,no,,3,idle,,1,angry,,7,think
event_ce004_1_06_e_70,40055,event_ce004_1_06_e,Speech,rei,Locale_SubScenario:event_ce004_1_06_e_70,True,,12,12,1.0,,,rei,,,13,angry,,,,,,17,idle,,15,think,,5,no,,3,idle,,1,angry,,7,think
event_ce004_1_06_e_71,40055,event_ce004_1_06_e,Speech,ce004_01,Locale_SubScenario:event_ce004_1_06_e_71,True,,12,130,1.0,,,ce004_01,,,13,angry,,,,,,17,idle,,15,think,,5,no,,3,idle,,1,angry,,7,think
event_ce004_1_06_e_72,40055,event_ce004_1_06_e,Speech,rei,Locale_SubScenario:event_ce004_1_06_e_72,True,,XS_10,XS_10,1.0,,,rei,,,13,angry,,,,,,17,idle,,15,think,,5,no,,3,idle,,1,angry,,7,think
event_ce004_1_06_e_73,40055,event_ce004_1_06_e,Speech,ce004_01,Locale_SubScenario:event_ce004_1_06_e_73,True,,1300,1300,1.0,,,ce004_01,,,13,angry,,,,,,17,idle,,15,think,,5,no,,3,idle,,1,angry,,7,think
event_ce004_1_06_e_74,40055,event_ce004_1_06_e,Speech,rei,Locale_SubScenario:event_ce004_1_06_e_74,True,,XS_100,XS_100,1.0,,,rei,,,13,angry,,,,,,17,idle,,15,think,,5,no,,3,idle,,1,no,,7,think
event_ce004_1_06_e_75,40055,event_ce004_1_06_e,Speech,marciana,Locale_SubScenario:event_ce004_1_06_e_75,False,,70,70,1.0,,,marciana,,,13,angry,,,,,,17,surprise,,15,think,,5,no,,3,idle,,1,no,,7,special
event_ce004_1_06_e_76,40055,event_ce004_1_06_e,Speech,ce004_03,Locale_SubScenario:event_ce004_1_06_e_76,False,,170,170,1.0,,,ce004_03,,,13,angry,,,,,,17,surprise,,15,think,,5,no,,3,idle,,1,no,,7,special
event_ce004_1_06_e_77,40055,event_ce004_1_06_e,Self,ce004_03,Locale_SubScenario:event_ce004_1_06_e_77,False,,170,170,1.0,,,,,,13,angry,,,,,,17,surprise,,15,think,,5,no,,3,idle,,1,no,,7,special
event_ce004_1_06_e_78,40055,event_ce004_1_06_e,Speech,ce004_04,Locale_SubScenario:event_ce004_1_06_e_78,True,,170,150,1.0,,,ce004_04,,,13,angry,,,,,,17,surprise,,15,think,,5,no,,3,idle,,1,no,,7,special
event_ce004_1_06_e_79,40055,event_ce004_1_06_e,Narration,ce004_04,Locale_SubScenario:event_ce004_1_06_e_79,False,,black,black,1.0,,,,,,13,angry,,,,,,17,surprise,,15,think,,5,no,,3,idle,,1,no,,7,special
