id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,characters/1/hide_char_id,play_sound,characters/0/hide_char_id,fade
event_arcanearchive_03_s_15,40077,event_arcanearchive_03_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_03_s_15,True,,12,idle,,2,idle,,1,1,1.0,,arcana,,,,
event_arcanearchive_03_s_16,40077,event_arcanearchive_03_s,Speech,mary,Locale_SubScenario:event_arcanearchive_03_s_16,True,,12,idle,,2,idle,,1,1,1.0,,mary,,,,
event_arcanearchive_03_s_17,40077,event_arcanearchive_03_s,Speech,mary,Locale_SubScenario:event_arcanearchive_03_s_17,True,,12,idle,,2,idle,,1,1,1.0,,mary,,,,
event_arcanearchive_03_s_18,40077,event_arcanearchive_03_s,Speech,mary,Locale_SubScenario:event_arcanearchive_03_s_18,True,,12,idle,,2,idle,,1,1,1.0,,mary,,,,
event_arcanearchive_03_s_19,40077,event_arcanearchive_03_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_03_s_19,True,,12,idle,,2,idle,,1,1,1.0,,arcana,,,,
event_arcanearchive_03_s_20,40077,event_arcanearchive_03_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_03_s_20,True,,12,idle,,2,idle,,1,1,1.0,,arcana,,,,
event_arcanearchive_03_s_21,40077,event_arcanearchive_03_s,Self,arcana,Locale_SubScenario:event_arcanearchive_03_s_21,False,,12,idle,,2,idle,,1,1,1.0,,,,,,
event_arcanearchive_03_s_22,40077,event_arcanearchive_03_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_03_s_22,True,,12,idle,,2,smile,,1,1,1.0,,arcana,,,,
event_arcanearchive_03_s_23,40077,event_arcanearchive_03_s,Speech,mary,Locale_SubScenario:event_arcanearchive_03_s_23,True,,12,idle,,2,smile,,1,1,1.0,,mary,,,,
event_arcanearchive_03_s_24,40077,event_arcanearchive_03_s,Speech,mary,Locale_SubScenario:event_arcanearchive_03_s_24,True,,12,idle,,2,smile,,1,1,1.0,,mary,,,,
event_arcanearchive_03_s_25,40077,event_arcanearchive_03_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_03_s_25,False,,12,idle,,2,think,,1,1,1.0,,arcana,,,,
event_arcanearchive_03_s_26,40077,event_arcanearchive_03_s,Self,arcana,Locale_SubScenario:event_arcanearchive_03_s_26,False,,12,idle,,2,think,,1,1,1.0,,,,,,
event_arcanearchive_03_s_27,40077,event_arcanearchive_03_s,Speech,mary,Locale_SubScenario:event_arcanearchive_03_s_27,True,,12,idle,,2,think,,1,1,1.0,,mary,,,,
event_arcanearchive_03_s_28,40077,event_arcanearchive_03_s,Monologue,mary,Locale_SubScenario:event_arcanearchive_03_s_28,False,,12,idle,,2,think,,1,XS_120,1.3,,,,,,
event_arcanearchive_03_s_29,40077,event_arcanearchive_03_s,Speech,mary,Locale_SubScenario:event_arcanearchive_03_s_29,True,,12,idle,,2,think,,XS_120,XS_120,1.0,,mary,,,,
event_arcanearchive_03_s_30,40077,event_arcanearchive_03_s,Speech,mary,Locale_SubScenario:event_arcanearchive_03_s_30,True,,12,idle,,2,think,,XS_120,XS_120,1.0,,mary,,,,
event_arcanearchive_03_s_31,40077,event_arcanearchive_03_s,Speech,mary,Locale_SubScenario:event_arcanearchive_03_s_31,True,,12,idle,,2,think,,XS_120,XS_120,1.0,,mary,,,,
event_arcanearchive_03_s_32,40077,event_arcanearchive_03_s,Speech,mary,Locale_SubScenario:event_arcanearchive_03_s_32,True,,12,idle,,2,think,,XS_120,XS_120,1.0,,mary,,,,
event_arcanearchive_03_s_33,40077,event_arcanearchive_03_s,Speech,mary,Locale_SubScenario:event_arcanearchive_03_s_33,True,,12,idle,,2,think,,XS_120,XS_120,1.0,,mary,,,,
event_arcanearchive_03_s_34,40077,event_arcanearchive_03_s,Self,mary,Locale_SubScenario:event_arcanearchive_03_s_34,False,,12,idle,,2,think,,XS_120,XS_120,1.0,,,,,,
event_arcanearchive_03_s_35,40077,event_arcanearchive_03_s,Speech,mary,Locale_SubScenario:event_arcanearchive_03_s_35,True,,12,idle,,2,think,,XS_120,XS_120,1.0,,mary,,,,
event_arcanearchive_03_s_36,40077,event_arcanearchive_03_s,Speech,mary,Locale_SubScenario:event_arcanearchive_03_s_36,True,,12,idle,,2,think,,XS_120,XS_120,1.0,,mary,,,,
event_arcanearchive_03_s_37,40077,event_arcanearchive_03_s,Speech,mary,Locale_SubScenario:event_arcanearchive_03_s_37,True,,12,idle,,2,think,,XS_120,XS_120,1.0,,mary,,,,
event_arcanearchive_03_s_38,40077,event_arcanearchive_03_s,Speech,mary,Locale_SubScenario:event_arcanearchive_03_s_38,True,,12,idle,,2,think,,XS_120,XS_120,1.0,,mary,,,,
event_arcanearchive_03_s_39,40077,event_arcanearchive_03_s,Speech,mary,Locale_SubScenario:event_arcanearchive_03_s_39,True,,12,idle,,2,think,,XS_120,XS_120,1.0,,mary,,,,
event_arcanearchive_03_s_40,40077,event_arcanearchive_03_s,Speech,mary,Locale_SubScenario:event_arcanearchive_03_s_40,False,,12,idle,,2,think,,XS_120,XS_120,1.0,,arcana,,,,
event_arcanearchive_03_s_41,40077,event_arcanearchive_03_s,Speech,mary,Locale_SubScenario:event_arcanearchive_03_s_41,True,,12,idle,,2,think,,XS_120,XS_120,1.0,,mary,,,,
event_arcanearchive_03_s_42,40077,event_arcanearchive_03_s,Speech,mary,Locale_SubScenario:event_arcanearchive_03_s_42,True,,12,idle,,2,think,,XS_120,XS_120,1.0,,mary,,,,
event_arcanearchive_03_s_43,40077,event_arcanearchive_03_s,Speech,mary,Locale_SubScenario:event_arcanearchive_03_s_43,True,,12,idle,,2,think,,XS_120,XS_120,1.0,,mary,,,,
event_arcanearchive_03_s_44,40077,event_arcanearchive_03_s,Self,mary,Locale_SubScenario:event_arcanearchive_03_s_44,False,,12,idle,,2,think,,XS_120,XS_120,1.0,,,,,,
event_arcanearchive_03_s_45,40077,event_arcanearchive_03_s,Speech,mary,Locale_SubScenario:event_arcanearchive_03_s_45,True,,12,idle,,2,think,,XS_120,XS_120,1.0,,mary,,,,
event_arcanearchive_03_s_46,40077,event_arcanearchive_03_s,Speech,mary,Locale_SubScenario:event_arcanearchive_03_s_46,True,,12,idle,,2,think,,XS_120,XS_120,1.0,,mary,,,,
event_arcanearchive_03_s_47,40077,event_arcanearchive_03_s,Self,mary,Locale_SubScenario:event_arcanearchive_03_s_47,False,,12,idle,,2,think,,XS_120,XS_120,1.0,,,,,,
event_arcanearchive_03_s_48,40077,event_arcanearchive_03_s,Speech,mary,Locale_SubScenario:event_arcanearchive_03_s_48,True,,12,idle,,2,think,,XS_120,XS_120,1.0,,mary,,,,
event_arcanearchive_03_s_49,40077,event_arcanearchive_03_s,Speech,mary,Locale_SubScenario:event_arcanearchive_03_s_49,True,,12,idle,,2,think,,XS_120,XS_120,1.0,,mary,,,,
event_arcanearchive_03_s_50,40077,event_arcanearchive_03_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_03_s_50,False,,12,idle,,2,think,,XS_120,1,1.3,,arcana,,,,
event_arcanearchive_03_s_51,40077,event_arcanearchive_03_s,Speech,mary,Locale_SubScenario:event_arcanearchive_03_s_51,True,,12,idle,,2,think,,1,1,1.0,,mary,,,,
event_arcanearchive_03_s_52,40077,event_arcanearchive_03_s,Speech,mary,Locale_SubScenario:event_arcanearchive_03_s_52,True,,12,idle,,2,think,,1,1,1.0,,mary,,,,
event_arcanearchive_03_s_53,40077,event_arcanearchive_03_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_03_s_53,True,,12,idle,,2,think,,1,1,1.0,,arcana,,,,
event_arcanearchive_03_s_54,40077,event_arcanearchive_03_s,Monologue,arcana,Locale_SubScenario:event_arcanearchive_03_s_54,False,,12,idle,,2,think,,black,black,1.0,,,arcana,sfx_scn_walkaway,,
event_arcanearchive_03_s_55,40077,event_arcanearchive_03_s,Speech,mary,Locale_SubScenario:event_arcanearchive_03_s_55,True,,12,idle,,,,,12,12,1.0,none,mary,,,,
event_arcanearchive_03_s_56,40077,event_arcanearchive_03_s,Speech,mary,Locale_SubScenario:event_arcanearchive_03_s_56,True,,12,idle,,,,,12,12,1.0,,mary,,,,
event_arcanearchive_03_s_57,40077,event_arcanearchive_03_s,Self,mary,Locale_SubScenario:event_arcanearchive_03_s_57,False,,12,idle,,,,,12,12,1.0,,,,,,
event_arcanearchive_03_s_58,40077,event_arcanearchive_03_s,Speech,mary,Locale_SubScenario:event_arcanearchive_03_s_58,True,,12,idle,,,,,12,12,1.0,,mary,,,,
event_arcanearchive_03_s_59,40077,event_arcanearchive_03_s,Self,mary,Locale_SubScenario:event_arcanearchive_03_s_59,False,,12,idle,,,,,12,12,1.0,,,,,,
event_arcanearchive_03_s_60,40077,event_arcanearchive_03_s,Speech,mary,Locale_SubScenario:event_arcanearchive_03_s_60,False,,12,idle,,,,,12,XS_120,1.3,bgm_intotheswarm,mary,,,,
event_arcanearchive_03_s_61,40077,event_arcanearchive_03_s,Speech,mary,Locale_SubScenario:event_arcanearchive_03_s_61,True,,12,idle,,,,,XS_120,XS_120,1.0,,mary,,,,
event_arcanearchive_03_s_62,40077,event_arcanearchive_03_s,Self,mary,Locale_SubScenario:event_arcanearchive_03_s_62,False,,12,idle,,,,,XS_120,XS_120,1.0,,,,,,
event_arcanearchive_03_s_63,40077,event_arcanearchive_03_s,Speech,mary,Locale_SubScenario:event_arcanearchive_03_s_63,True,,12,idle,,,,,XS_120,XS_120,1.0,,mary,,,,
event_arcanearchive_03_s_64,40077,event_arcanearchive_03_s,Self,mary,Locale_SubScenario:event_arcanearchive_03_s_64,False,,12,idle,,,,,XS_120,XS_120,1.0,,,,,,
event_arcanearchive_03_s_65,40077,event_arcanearchive_03_s,Speech,mary,Locale_SubScenario:event_arcanearchive_03_s_65,True,,12,idle,,,,,XS_120,XS_120,1.0,,mary,,,,
event_arcanearchive_03_s_66,40077,event_arcanearchive_03_s,Speech,mary,Locale_SubScenario:event_arcanearchive_03_s_66,True,,12,idle,,,,,XS_120,XS_120,1.0,,mary,,,,
event_arcanearchive_03_s_67,40077,event_arcanearchive_03_s,Speech,mary,Locale_SubScenario:event_arcanearchive_03_s_67,True,,12,idle,,,,,XS_120,XS_120,1.0,,mary,,,,
event_arcanearchive_03_s_68,40077,event_arcanearchive_03_s,Speech,mary,Locale_SubScenario:event_arcanearchive_03_s_68,True,,12,idle,,,,,XS_120,XS_120,1.0,,mary,,,,
event_arcanearchive_03_s_69,40077,event_arcanearchive_03_s,Self,mary,Locale_SubScenario:event_arcanearchive_03_s_69,False,,12,idle,,,,,XS_120,XS_120,1.0,,,,,,
event_arcanearchive_03_s_70,40077,event_arcanearchive_03_s,Monologue,mary,Locale_SubScenario:event_arcanearchive_03_s_70,False,,12,idle,,,,,XS_120,XS_120,1.0,,,,sfx_scn_paperopen,,
event_arcanearchive_03_s_71,40077,event_arcanearchive_03_s,Speech,mary,Locale_SubScenario:event_arcanearchive_03_s_71,True,,12,idle,,,,,XS_120,XS_120,1.0,,mary,,,,
event_arcanearchive_03_s_72,40077,event_arcanearchive_03_s,Self,mary,Locale_SubScenario:event_arcanearchive_03_s_72,False,,12,idle,,,,,XS_120,XS_120,1.0,,,,,,
event_arcanearchive_03_s_73,40077,event_arcanearchive_03_s,Speech,mary,Locale_SubScenario:event_arcanearchive_03_s_73,True,,12,idle,,,,,XS_120,XS_120,1.0,,mary,,,,
event_arcanearchive_03_s_74,40077,event_arcanearchive_03_s,Speech,mary,Locale_SubScenario:event_arcanearchive_03_s_74,True,,12,idle,,,,,XS_120,XS_120,1.0,,mary,,,,
event_arcanearchive_03_s_75,40077,event_arcanearchive_03_s,Speech,mary,Locale_SubScenario:event_arcanearchive_03_s_75,True,,12,idle,,,,,XS_120,XS_120,1.0,,mary,,,,
event_arcanearchive_03_s_76,40077,event_arcanearchive_03_s,Self,mary,Locale_SubScenario:event_arcanearchive_03_s_76,False,,12,idle,,,,,XS_120,XS_120,1.0,,,,,,
event_arcanearchive_03_s_77,40077,event_arcanearchive_03_s,Monologue,mary,Locale_SubScenario:event_arcanearchive_03_s_77,False,,12,idle,arcana,2,idle,Corridor,2,L_20,1.3,,,,,mary,black
event_arcanearchive_03_s_78,40077,event_arcanearchive_03_s,Self,mary,Locale_SubScenario:event_arcanearchive_03_s_78,False,,,,,2,idle,,L_20,L_20,1.0,,,,,,
event_arcanearchive_03_s_79,40077,event_arcanearchive_03_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_03_s_79,True,,,,,2,idle,,L_20,L_20,1.0,,arcana,,,,
event_arcanearchive_03_s_80,40077,event_arcanearchive_03_s,Self,arcana,Locale_SubScenario:event_arcanearchive_03_s_80,False,,,,,2,idle,,L_20,L_20,1.0,,,,,,
event_arcanearchive_03_s_81,40077,event_arcanearchive_03_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_03_s_81,True,,,,,2,idle,,L_20,L_20,1.0,,arcana,,,,
event_arcanearchive_03_s_82,40077,event_arcanearchive_03_s,Self,arcana,Locale_SubScenario:event_arcanearchive_03_s_82,False,,,,,2,idle,,L_20,L_20,1.0,,,,,,
event_arcanearchive_03_s_83,40077,event_arcanearchive_03_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_03_s_83,True,,,,,2,idle,,L_20,L_20,1.0,,arcana,,,,
event_arcanearchive_03_s_84,40077,event_arcanearchive_03_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_03_s_84,True,,,,,2,idle,,L_20,L_20,1.0,,arcana,,,,
event_arcanearchive_03_s_85,40077,event_arcanearchive_03_s,Self,arcana,Locale_SubScenario:event_arcanearchive_03_s_85,False,,,,,2,idle,,L_20,L_20,1.0,,,,,,
event_arcanearchive_03_s_86,40077,event_arcanearchive_03_s,Self,arcana,Locale_SubScenario:event_arcanearchive_03_s_86,False,,,,,2,idle,,L_20,L_20,1.0,,,,,,
event_arcanearchive_03_s_87,40077,event_arcanearchive_03_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_03_s_87,True,,,,,2,idle,,L_20,L_20,1.0,,arcana,,,,
event_arcanearchive_03_s_88,40077,event_arcanearchive_03_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_03_s_88,True,,,,,2,idle,,L_20,L_20,1.0,,arcana,,,,
event_arcanearchive_03_s_89,40077,event_arcanearchive_03_s,Self,arcana,Locale_SubScenario:event_arcanearchive_03_s_89,False,,,,,2,idle,,L_20,L_20,1.0,,,,,,
event_arcanearchive_03_s_90,40077,event_arcanearchive_03_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_03_s_90,True,,,,,2,idle,,L_20,L_20,1.0,,arcana,,,,
event_arcanearchive_03_s_91,40077,event_arcanearchive_03_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_03_s_91,True,,,,,2,idle,,L_20,L_20,1.0,,arcana,,,,
event_arcanearchive_03_s_92,40077,event_arcanearchive_03_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_03_s_92,True,,,,,2,idle,,L_20,L_20,1.0,,arcana,,,,
event_arcanearchive_03_s_93,40077,event_arcanearchive_03_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_03_s_93,True,,,,,2,idle,,L_20,L_20,1.0,,arcana,,,,
event_arcanearchive_03_s_94,40077,event_arcanearchive_03_s,Narration,arcana,Locale_SubScenario:event_arcanearchive_03_s_94,False,,,,,2,idle,,L_20,L_200,1.3,,,,sfx_scn_carddraw,,
event_arcanearchive_03_s_95,40077,event_arcanearchive_03_s,Monologue,arcana,Locale_SubScenario:event_arcanearchive_03_s_95,False,,,,,2,idle,,L_200,L_200,1.0,,,,,,
event_arcanearchive_03_s_96,40077,event_arcanearchive_03_s,Self,arcana,Locale_SubScenario:event_arcanearchive_03_s_96,False,,,,,2,idle,,L_200,L_200,1.0,,,,,,
event_arcanearchive_03_s_97,40077,event_arcanearchive_03_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_03_s_97,True,,,,,2,surprise,,L_200,L_20,1.0,,arcana,,,,
event_arcanearchive_03_s_98,40077,event_arcanearchive_03_s,Monologue,arcana,Locale_SubScenario:event_arcanearchive_03_s_98,False,,,,,2,surprise,,L_20,L_20,1.0,,,,,,
event_arcanearchive_03_s_99,40077,event_arcanearchive_03_s,Monologue,arcana,Locale_SubScenario:event_arcanearchive_03_s_99,False,,,,,2,surprise,,L_20,L_20,1.0,,,,,,
event_arcanearchive_03_s_100,40077,event_arcanearchive_03_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_03_s_100,True,,,,,2,smile,,L_20,L_20,1.0,,arcana,,,,
event_arcanearchive_03_s_101,40077,event_arcanearchive_03_s,Self,arcana,Locale_SubScenario:event_arcanearchive_03_s_101,False,,,,,2,smile,,L_20,L_20,1.0,,,,,,
event_arcanearchive_03_s_102,40077,event_arcanearchive_03_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_03_s_102,False,,,,,2,angry,,L_20,L_20,1.0,,arcana,,,,
event_arcanearchive_03_s_103,40077,event_arcanearchive_03_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_03_s_103,True,,,,,2,angry,,L_20,L_20,1.0,,arcana,,,,
event_arcanearchive_03_s_104,40077,event_arcanearchive_03_s,Self,arcana,Locale_SubScenario:event_arcanearchive_03_s_104,False,,,,,2,angry,,L_20,L_20,1.0,,,,,,
event_arcanearchive_03_s_105,40077,event_arcanearchive_03_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_03_s_105,True,,,,,2,angry,,L_20,L_20,1.0,,arcana,,,,
event_arcanearchive_03_s_106,40077,event_arcanearchive_03_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_03_s_106,True,,,,,2,idle,,L_20,L_20,1.0,,arcana,,,,
event_arcanearchive_03_s_107,40077,event_arcanearchive_03_s,Self,arcana,Locale_SubScenario:event_arcanearchive_03_s_107,False,,,,,2,idle,,L_20,L_20,1.0,,,,,,
event_arcanearchive_03_s_108,40077,event_arcanearchive_03_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_03_s_108,True,,,,,2,smile,,L_20,L_200,1.3,,arcana,,,,
event_arcanearchive_03_s_109,40077,event_arcanearchive_03_s,Monologue,arcana,Locale_SubScenario:event_arcanearchive_03_s_109,False,,,,,2,smile,,L_200,L_200,1.0,,,,,,
event_arcanearchive_03_s_110,40077,event_arcanearchive_03_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_03_s_110,True,,,,,2,smile,,L_200,L_200,1.0,,arcana,,,,
event_arcanearchive_03_s_111,40077,event_arcanearchive_03_s,Self,arcana,Locale_SubScenario:event_arcanearchive_03_s_111,False,,,,,2,smile,,L_200,L_200,1.0,,,,,,
event_arcanearchive_03_s_112,40077,event_arcanearchive_03_s,Monologue,arcana,Locale_SubScenario:event_arcanearchive_03_s_112,False,,,,,2,smile,,black,black,1.0,,,,,,
