id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,highlight,speaker,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/7/hide_char_id,characters/8/show_char_id,characters/8/set_char_position,characters/8/set_char_anim,characters/8/hide_char_id,characters/9/show_char_id,characters/9/set_char_position,characters/9/set_char_anim,characters/9/hide_char_id
event_seayouagain1_06_s_11,40024,event_seayouagain1_06_s,Narration,Locale_MainScenario:event_seayouagain1_06_s_11,False,,1,1,1.0,,sfx_scn_connectsuccess,,,,,5,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain1_06_s_12,40024,event_seayouagain1_06_s,Narration,Locale_MainScenario:event_seayouagain1_06_s_12,False,,1,10,1.0,,sfx_scn_connectrobot,,,,,5,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain1_06_s_13,40024,event_seayouagain1_06_s,Speech,Locale_MainScenario:event_seayouagain1_06_s_13,True,,10,10,1.0,,,andersen_op_c,andersen_op_c,,,5,idle,,andersen_op_c,OP_center,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain1_06_s_14,40024,event_seayouagain1_06_s,Self,Locale_MainScenario:event_seayouagain1_06_s_14,False,,10,10,1.0,,,,,,,5,idle,,,OP_center,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain1_06_s_15,40024,event_seayouagain1_06_s,Monologue,Locale_MainScenario:event_seayouagain1_06_s_15,False,,10,10,1.0,,,,,,,5,idle,,,OP_center,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain1_06_s_16,40024,event_seayouagain1_06_s,Monologue,Locale_MainScenario:event_seayouagain1_06_s_16,False,,10,10,1.0,,,,,,,5,idle,,,OP_center,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain1_06_s_17,40024,event_seayouagain1_06_s,Self,Locale_MainScenario:event_seayouagain1_06_s_17,False,,10,10,1.0,,,,,,,5,idle,,,OP_center,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain1_06_s_18,40024,event_seayouagain1_06_s,Self,Locale_MainScenario:event_seayouagain1_06_s_18,False,,10,10,1.0,,,,,,,5,idle,,,OP_center,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain1_06_s_19,40024,event_seayouagain1_06_s,Speech,Locale_MainScenario:event_seayouagain1_06_s_19,False,,10,10,1.0,,,andersen_op_c,andersen_op_c,,,5,idle,,,OP_center,surprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain1_06_s_20,40024,event_seayouagain1_06_s,Speech,Locale_MainScenario:event_seayouagain1_06_s_20,True,,10,10,1.0,,,andersen_op_c,andersen_op_c,,,5,idle,,,OP_center,surprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain1_06_s_21,40024,event_seayouagain1_06_s,Self,Locale_MainScenario:event_seayouagain1_06_s_21,False,,10,10,1.0,,,,,,,5,idle,,,OP_center,surprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain1_06_s_22,40024,event_seayouagain1_06_s,Speech,Locale_MainScenario:event_seayouagain1_06_s_22,True,,10,10,1.0,,,andersen_op_c,andersen_op_c,,,5,idle,,,OP_center,surprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain1_06_s_23,40024,event_seayouagain1_06_s,Monologue,Locale_MainScenario:event_seayouagain1_06_s_23,False,,10,10,1.0,,,,,,,5,idle,,,OP_center,surprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain1_06_s_24,40024,event_seayouagain1_06_s,Self,Locale_MainScenario:event_seayouagain1_06_s_24,False,,10,10,1.0,,,,,,,5,idle,,,OP_center,surprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain1_06_s_25,40024,event_seayouagain1_06_s,Speech,Locale_MainScenario:event_seayouagain1_06_s_25,True,,10,10,1.0,,,andersen_op_c,andersen_op_c,,,5,idle,,,OP_center,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain1_06_s_26,40024,event_seayouagain1_06_s,Narration,Locale_MainScenario:event_seayouagain1_06_s_26,False,,10,10,1.0,,,,,,,5,idle,,,OP_center,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain1_06_s_27,40024,event_seayouagain1_06_s,Self,Locale_MainScenario:event_seayouagain1_06_s_27,False,,10,10,1.0,,,,,,,5,idle,,,OP_center,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain1_06_s_28,40024,event_seayouagain1_06_s,Speech,Locale_MainScenario:event_seayouagain1_06_s_28,True,,10,10,1.0,,,andersen_op_c,andersen_op_c,,,5,idle,,,OP_center,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain1_06_s_29,40024,event_seayouagain1_06_s,Narration,Locale_MainScenario:event_seayouagain1_06_s_29,False,,10,10,1.0,,sfx_scn_over,,,,,5,idle,,,OP_center,idle,andersen_op_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain1_06_s_30,40024,event_seayouagain1_06_s,Monologue,Locale_MainScenario:event_seayouagain1_06_s_30,False,,10,10,1.0,,,,,,,5,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain1_06_s_31,40024,event_seayouagain1_06_s,Monologue,Locale_MainScenario:event_seayouagain1_06_s_31,False,,10,10,1.0,,,,,,,5,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain1_06_s_32,40024,event_seayouagain1_06_s,Self,Locale_MainScenario:event_seayouagain1_06_s_32,False,,10,10,1.0,,,,,,,5,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_seayouagain1_06_s_33,40024,event_seayouagain1_06_s,Speech,Locale_MainScenario:event_seayouagain1_06_s_33,True,,10,1,1.0,,,anis_s,anis_s,,,5,idle,,,,,,anis_s,1,void,,mary_s,9,idle,,pepper_s,7,idle,,neon_s,3,surprise,,helm_s,13,idle,,liter_s,15,idle,,yan_s,17,idle,,frima_s,19,idle,
event_seayouagain1_06_s_34,40024,event_seayouagain1_06_s,Speech,Locale_MainScenario:event_seayouagain1_06_s_34,True,,1,2,1.0,,,neon_s,neon_s,,,5,idle,,,,,,,1,void,,,9,idle,,,7,idle,,,3,surprise,,,13,idle,,,15,idle,,,17,idle,,,19,idle,
event_seayouagain1_06_s_35,40024,event_seayouagain1_06_s,Speech,Locale_MainScenario:event_seayouagain1_06_s_35,True,,2,2,1.0,,,anis_s,anis_s,,,5,idle,,,,,,,1,void,,,9,idle,,,7,idle,,,3,surprise,,,13,idle,,,15,idle,,,17,idle,,,19,idle,
event_seayouagain1_06_s_36,40024,event_seayouagain1_06_s,Speech,Locale_MainScenario:event_seayouagain1_06_s_36,False,,130,130,1.0,,,helm_s,helm_s,,,5,idle,,,,,,,1,void,,,9,idle,,,7,idle,,,3,surprise,,,13,idle,,,15,idle,,,17,idle,,,19,idle,
event_seayouagain1_06_s_37,40024,event_seayouagain1_06_s,Speech,Locale_MainScenario:event_seayouagain1_06_s_37,True,,130,130,1.0,,,helm_s,helm_s,,,5,idle,,,,,,,1,void,,,9,idle,,,7,idle,,,3,surprise,,,13,idle,,,15,idle,,,17,idle,,,19,idle,
event_seayouagain1_06_s_38,40024,event_seayouagain1_06_s,Self,Locale_MainScenario:event_seayouagain1_06_s_38,False,,130,130,1.0,,,,,,,5,idle,,,,,,,1,void,,,9,idle,,,7,idle,,,3,surprise,,,13,idle,,,15,idle,,,17,idle,,,19,idle,
event_seayouagain1_06_s_39,40024,event_seayouagain1_06_s,Speech,Locale_MainScenario:event_seayouagain1_06_s_39,True,,130,130,1.0,,,helm_s,helm_s,,,5,idle,,,,,,,1,void,,,9,idle,,,7,idle,,,3,surprise,,,13,idle,,,15,idle,,,17,idle,,,19,idle,
event_seayouagain1_06_s_40,40024,event_seayouagain1_06_s,Speech,Locale_MainScenario:event_seayouagain1_06_s_40,True,,130,130,1.0,,,helm_s,helm_s,,,5,idle,,,,,,,1,void,,,9,idle,,,7,idle,,,3,surprise,,,13,idle,,,15,idle,,,17,idle,,,19,idle,
event_seayouagain1_06_s_41,40024,event_seayouagain1_06_s,Speech,Locale_MainScenario:event_seayouagain1_06_s_41,True,,130,130,1.0,,,helm_s,helm_s,,,5,idle,,,,,,,1,void,,,9,idle,,,7,idle,,,3,surprise,,,13,idle,,,15,idle,,,17,idle,,,19,idle,
event_seayouagain1_06_s_42,40024,event_seayouagain1_06_s,Speech,Locale_MainScenario:event_seayouagain1_06_s_42,True,,130,130,1.0,,,helm_s,helm_s,,,5,idle,,,,,,,1,void,,,9,idle,,,7,idle,,,3,surprise,,,13,idle,,,15,idle,,,17,idle,,,19,idle,
event_seayouagain1_06_s_43,40024,event_seayouagain1_06_s,Speech,Locale_MainScenario:event_seayouagain1_06_s_43,True,,50,50,1.0,,,rapi_s,rapi_s,,,5,idle,,,,,,,1,void,,,9,idle,,,7,idle,,,3,surprise,,,13,idle,,,15,idle,,,17,idle,,,19,idle,
event_seayouagain1_06_s_44,40024,event_seayouagain1_06_s,Speech,Locale_MainScenario:event_seayouagain1_06_s_44,True,,50,50,1.0,,,rapi_s,rapi_s,,,5,idle,,,,,,,1,void,,,9,idle,,,7,idle,,,3,surprise,,,13,idle,,,15,idle,,,17,idle,,,19,idle,
event_seayouagain1_06_s_45,40024,event_seayouagain1_06_s,Speech,Locale_MainScenario:event_seayouagain1_06_s_45,True,,50,50,1.0,,,rapi_s,rapi_s,,,5,idle,,,,,,,1,void,,,9,idle,,,7,idle,,,3,surprise,,,13,idle,,,15,idle,,,17,idle,,,19,idle,
event_seayouagain1_06_s_46,40024,event_seayouagain1_06_s,Speech,Locale_MainScenario:event_seayouagain1_06_s_46,True,,130,130,1.0,,,helm_s,helm_s,,,5,idle,,,,,,,1,void,,,9,idle,,,7,idle,,,3,surprise,,,13,idle,,,15,idle,,,17,idle,,,19,idle,
event_seayouagain1_06_s_47,40024,event_seayouagain1_06_s,Speech,Locale_MainScenario:event_seayouagain1_06_s_47,True,,130,130,1.0,,,helm_s,helm_s,,,5,idle,,,,,,,1,void,,,9,idle,,,7,idle,,,3,surprise,,,13,idle,,,15,idle,,,17,idle,,,19,idle,
event_seayouagain1_06_s_48,40024,event_seayouagain1_06_s,Speech,Locale_MainScenario:event_seayouagain1_06_s_48,True,,130,12,1.0,,,anis_s,anis_s,,,5,idle,,,,,,,1,void,,,9,idle,,,7,idle,,,3,surprise,,,13,idle,,,15,idle,,,17,idle,,,19,idle,
event_seayouagain1_06_s_49,40024,event_seayouagain1_06_s,Speech,Locale_MainScenario:event_seayouagain1_06_s_49,True,,12,12,1.0,,,anis_s,anis_s,,,5,idle,,,,,,,1,void,,,9,idle,,,7,idle,,,3,surprise,,,13,idle,,,15,idle,,,17,idle,,,19,idle,
event_seayouagain1_06_s_50,40024,event_seayouagain1_06_s,Speech,Locale_MainScenario:event_seayouagain1_06_s_50,True,,12,12,1.0,,,helm_s,helm_s,,,5,idle,,,,,,,1,void,,,9,idle,,,7,idle,,,3,surprise,,,13,idle,,,15,idle,,,17,idle,,,19,idle,
event_seayouagain1_06_s_51,40024,event_seayouagain1_06_s,Speech,Locale_MainScenario:event_seayouagain1_06_s_51,True,,12,12,1.0,,,helm_s,helm_s,,,5,idle,,,,,,,1,void,,,9,idle,,,7,idle,,,3,surprise,,,13,idle,,,15,idle,,,17,idle,,,19,idle,
event_seayouagain1_06_s_52,40024,event_seayouagain1_06_s,Speech,Locale_MainScenario:event_seayouagain1_06_s_52,True,,12,12,1.0,,,anis_s,anis_s,,,5,idle,,,,,,,1,angry,,,9,idle,,,7,idle,,,3,surprise,,,13,idle,,,15,idle,,,17,idle,,,19,idle,
event_seayouagain1_06_s_53,40024,event_seayouagain1_06_s,Speech,Locale_MainScenario:event_seayouagain1_06_s_53,True,,12,XS_10,1.0,,,anis_s,anis_s,,,5,idle,,,,,,,1,angry,,,9,idle,,,7,idle,,,3,surprise,,,13,idle,,,15,idle,,,17,idle,,,19,idle,
event_seayouagain1_06_s_54,40024,event_seayouagain1_06_s,Speech,Locale_MainScenario:event_seayouagain1_06_s_54,True,,XS_10,XS_10,1.0,,,anis_s,anis_s,,,5,idle,,,,,,,1,angry,,,9,idle,,,7,idle,,,3,surprise,,,13,idle,,,15,idle,,,17,idle,,,19,idle,
event_seayouagain1_06_s_55,40024,event_seayouagain1_06_s,Speech,Locale_MainScenario:event_seayouagain1_06_s_55,True,,XS_10,XS_10,1.0,,,anis_s,anis_s,,,5,idle,,,,,,,1,angry,,,9,idle,,,7,idle,,,3,surprise,,,13,idle,,,15,idle,,,17,idle,,,19,idle,
event_seayouagain1_06_s_56,40024,event_seayouagain1_06_s,Speech,Locale_MainScenario:event_seayouagain1_06_s_56,True,,130,130,1.0,,,helm_s,helm_s,,,5,idle,,,,,,,1,angry,,,9,idle,,,7,idle,,,3,surprise,,,13,idle,,,15,idle,,,17,idle,,,19,idle,
event_seayouagain1_06_s_57,40024,event_seayouagain1_06_s,Speech,Locale_MainScenario:event_seayouagain1_06_s_57,True,,XS_10,XS_10,1.0,,,anis_s,anis_s,,,5,idle,,,,,,,1,void,,,9,idle,,,7,idle,,,3,surprise,,,13,idle,,,15,idle,,,17,idle,,,19,idle,
event_seayouagain1_06_s_58,40024,event_seayouagain1_06_s,Speech,Locale_MainScenario:event_seayouagain1_06_s_58,True,,XS_10,XS_10,1.0,,,anis_s,anis_s,,,5,idle,,,,,,,1,void,,,9,idle,,,7,idle,,,3,surprise,,,13,idle,,,15,idle,,,17,idle,,,19,idle,
event_seayouagain1_06_s_59,40024,event_seayouagain1_06_s,Speech,Locale_MainScenario:event_seayouagain1_06_s_59,True,,12,12,1.0,,,helm_s,helm_s,,,5,idle,,,,,,,1,void,,,9,idle,,,7,idle,,,3,surprise,,,13,idle,,,15,idle,,,17,idle,,,19,idle,
event_seayouagain1_06_s_60,40024,event_seayouagain1_06_s,Speech,Locale_MainScenario:event_seayouagain1_06_s_60,True,,12,12,1.0,,,anis_s,anis_s,,,5,idle,,,,,,,1,void,,,9,idle,,,7,idle,,,3,surprise,,,13,idle,,,15,idle,,,17,idle,,,19,idle,
event_seayouagain1_06_s_61,40024,event_seayouagain1_06_s,Speech,Locale_MainScenario:event_seayouagain1_06_s_61,True,,12,12,1.0,,,helm_s,helm_s,,,5,idle,,,,,,,1,void,,,9,idle,,,7,idle,,,3,surprise,,,13,idle,,,15,idle,,,17,idle,,,19,idle,
event_seayouagain1_06_s_62,40024,event_seayouagain1_06_s,Speech,Locale_MainScenario:event_seayouagain1_06_s_62,True,,12,12,1.0,,,anis_s,anis_s,,,5,idle,,,,,,,1,void,,,9,idle,,,7,idle,,,3,surprise,,,13,idle,,,15,idle,,,17,idle,,,19,idle,
event_seayouagain1_06_s_63,40024,event_seayouagain1_06_s,Speech,Locale_MainScenario:event_seayouagain1_06_s_63,True,,12,12,1.0,,,helm_s,helm_s,,,5,idle,,,,,,,1,void,,,9,idle,,,7,idle,,,3,surprise,,,13,sad,,,15,idle,,,17,idle,,,19,idle,
event_seayouagain1_06_s_64,40024,event_seayouagain1_06_s,Speech,Locale_MainScenario:event_seayouagain1_06_s_64,True,,12,12,1.0,,,anis_s,anis_s,,,5,idle,,,,,,,1,void,,,9,idle,,,7,idle,,,3,surprise,,,13,sad,,,15,idle,,,17,idle,,,19,idle,
event_seayouagain1_06_s_65,40024,event_seayouagain1_06_s,Speech,Locale_MainScenario:event_seayouagain1_06_s_65,False,,12,12,1.0,,,helm_s,helm_s,,,5,idle,,,,,,,1,void,,,9,idle,,,7,idle,,,3,surprise,,,13,sad,,,15,idle,,,17,idle,,,19,idle,
event_seayouagain1_06_s_66,40024,event_seayouagain1_06_s,Speech,Locale_MainScenario:event_seayouagain1_06_s_66,True,,12,12,1.0,,,anis_s,anis_s,,,5,idle,,,,,,,1,void,,,9,idle,,,7,idle,,,3,surprise,,,13,sad,,,15,idle,,,17,idle,,,19,idle,
event_seayouagain1_06_s_67,40024,event_seayouagain1_06_s,Speech,Locale_MainScenario:event_seayouagain1_06_s_67,True,,12,12,1.0,,,anis_s,anis_s,,,5,idle,,,,,,,1,void,,,9,idle,,,7,idle,,,3,surprise,,,13,sad,,,15,idle,,,17,idle,,,19,idle,
event_seayouagain1_06_s_68,40024,event_seayouagain1_06_s,Speech,Locale_MainScenario:event_seayouagain1_06_s_68,True,,12,130,1.0,,,helm_s,helm_s,,,5,idle,,,,,,,1,void,,,9,idle,,,7,idle,,,3,surprise,,,13,think,,,15,idle,,,17,idle,,,19,idle,
event_seayouagain1_06_s_69,40024,event_seayouagain1_06_s,Speech,Locale_MainScenario:event_seayouagain1_06_s_69,True,,130,130,1.0,,,helm_s,helm_s,,,5,idle,,,,,,,1,void,,,9,idle,,,7,idle,,,3,surprise,,,13,think,,,15,idle,,,17,idle,,,19,idle,
event_seayouagain1_06_s_70,40024,event_seayouagain1_06_s,Speech,Locale_MainScenario:event_seayouagain1_06_s_70,False,,XS_10,XS_10,1.0,,,anis_s,anis_s,,,5,idle,,,,,,,1,void,,,9,idle,,,7,idle,,,3,surprise,,,13,think,,,15,idle,,,17,idle,,,19,idle,
event_seayouagain1_06_s_71,40024,event_seayouagain1_06_s,Speech,Locale_MainScenario:event_seayouagain1_06_s_71,True,,XS_10,XS_10,1.0,,,anis_s,anis_s,,,5,idle,,,,,,,1,void,,,9,idle,,,7,idle,,,3,surprise,,,13,think,,,15,idle,,,17,idle,,,19,idle,
event_seayouagain1_06_s_72,40024,event_seayouagain1_06_s,Speech,Locale_MainScenario:event_seayouagain1_06_s_72,True,,130,130,1.0,,,helm_s,helm_s,,,5,idle,,,,,,,1,void,,,9,idle,,,7,idle,,,3,surprise,,,13,angry,,,15,idle,,,17,idle,,,19,idle,
event_seayouagain1_06_s_73,40024,event_seayouagain1_06_s,Speech,Locale_MainScenario:event_seayouagain1_06_s_73,True,,130,130,1.0,,,helm_s,helm_s,,,5,idle,,,,,,,1,void,,,9,idle,,,7,idle,,,3,surprise,,,13,angry,,,15,idle,,,17,idle,,,19,idle,
event_seayouagain1_06_s_74,40024,event_seayouagain1_06_s,Speech,Locale_MainScenario:event_seayouagain1_06_s_74,True,,130,12,1.0,none,,anis_s,anis_s,,,5,idle,,,,,,,1,void,,,9,idle,,,7,idle,,,3,surprise,,,13,angry,,,15,idle,,,17,idle,,,19,idle,
event_seayouagain1_06_s_75,40024,event_seayouagain1_06_s,Speech,Locale_MainScenario:event_seayouagain1_06_s_75,True,,12,12,1.0,,,anis_s,anis_s,,,5,idle,,,,,,,1,void,,,9,idle,,,7,idle,,,3,surprise,,,13,angry,,,15,idle,,,17,idle,,,19,idle,
event_seayouagain1_06_s_76,40024,event_seayouagain1_06_s,Speech,Locale_MainScenario:event_seayouagain1_06_s_76,False,,12,12,1.0,,,helm_s,helm_s,,,5,idle,,,,,,,1,void,,,9,idle,,,7,idle,,,3,surprise,,,13,surprise,,,15,idle,,,17,idle,,,19,idle,
event_seayouagain1_06_s_77,40024,event_seayouagain1_06_s,Speech,Locale_MainScenario:event_seayouagain1_06_s_77,True,,12,12,1.0,bgm_story_weare,,anis_s,anis_s,,,5,idle,,,,,,,1,void,,,9,idle,,,7,idle,,,3,surprise,,,13,surprise,,,15,idle,,,17,idle,,,19,idle,
event_seayouagain1_06_s_78,40024,event_seayouagain1_06_s,Speech,Locale_MainScenario:event_seayouagain1_06_s_78,True,,12,12,1.0,,,anis_s,anis_s,,,5,idle,,,,,,,1,void,,,9,idle,,,7,idle,,,3,surprise,,,13,surprise,,,15,idle,,,17,idle,,,19,idle,
event_seayouagain1_06_s_79,40024,event_seayouagain1_06_s,Speech,Locale_MainScenario:event_seayouagain1_06_s_79,True,,12,12,1.0,,,anis_s,anis_s,,,5,idle,,,,,,,1,void,,,9,idle,,,7,idle,,,3,surprise,,,13,surprise,,,15,idle,,,17,idle,,,19,idle,
event_seayouagain1_06_s_80,40024,event_seayouagain1_06_s,Speech,Locale_MainScenario:event_seayouagain1_06_s_80,True,,12,12,1.0,,,anis_s,anis_s,,,5,idle,,,,,,,1,void,,,9,idle,,,7,idle,,,3,surprise,,,13,surprise,,,15,idle,,,17,idle,,,19,idle,
event_seayouagain1_06_s_81,40024,event_seayouagain1_06_s,Speech,Locale_MainScenario:event_seayouagain1_06_s_81,True,,12,14,1.0,,,liter_s,liter_s,,,5,idle,,,,,,,1,void,,,9,idle,,,7,idle,,,3,surprise,,,13,surprise,,,15,idle,,,17,idle,,,19,idle,
event_seayouagain1_06_s_82,40024,event_seayouagain1_06_s,Speech,Locale_MainScenario:event_seayouagain1_06_s_82,True,,14,14,1.0,,,liter_s,liter_s,,,5,idle,,,,,,,1,void,,,9,idle,,,7,idle,,,3,surprise,,,13,surprise,,,15,idle,,,17,idle,,,19,idle,
event_seayouagain1_06_s_83,40024,event_seayouagain1_06_s,Speech,Locale_MainScenario:event_seayouagain1_06_s_83,True,,8,8,1.0,,,pepper_s,pepper_s,,,5,idle,,,,,,,1,void,,,9,idle,,,7,idle,,,3,surprise,,,13,surprise,,,15,idle,,,17,idle,,,19,idle,
event_seayouagain1_06_s_84,40024,event_seayouagain1_06_s,Speech,Locale_MainScenario:event_seayouagain1_06_s_84,True,,18,18,1.0,,,yan_s,yan_s,,,5,idle,,,,,,,1,void,,,9,idle,,,7,idle,,,3,surprise,,,13,surprise,,,15,idle,,,17,idle,,,19,idle,
event_seayouagain1_06_s_85,40024,event_seayouagain1_06_s,Self,Locale_MainScenario:event_seayouagain1_06_s_85,False,,130,130,1.0,,,,,,,5,idle,,,,,,,1,void,,,9,idle,,,7,idle,,,3,surprise,,,13,surprise,,,15,idle,,,17,idle,,,19,idle,
event_seayouagain1_06_s_86,40024,event_seayouagain1_06_s,Self,Locale_MainScenario:event_seayouagain1_06_s_86,False,,130,130,1.0,,,,,,,5,idle,,,,,,,1,void,,,9,idle,,,7,idle,,,3,surprise,,,13,surprise,,,15,idle,,,17,idle,,,19,idle,
event_seayouagain1_06_s_87,40024,event_seayouagain1_06_s,Speech,Locale_MainScenario:event_seayouagain1_06_s_87,False,,130,130,1.0,,,helm_s,helm_s,,,5,idle,,,,,,,1,void,,,9,idle,,,7,idle,,,3,surprise,,,13,special,,,15,idle,,,17,idle,,,19,idle,
event_seayouagain1_06_s_88,40024,event_seayouagain1_06_s,Speech,Locale_MainScenario:event_seayouagain1_06_s_88,True,,130,13,1.0,,,helm_s,helm_s,,,5,idle,,,,,,,1,void,,,9,idle,,,7,idle,,,3,surprise,,,13,think,,,15,idle,,,17,idle,,,19,idle,
event_seayouagain1_06_s_89,40024,event_seayouagain1_06_s,Speech,Locale_MainScenario:event_seayouagain1_06_s_89,True,,13,13,1.0,,,helm_s,helm_s,,,5,idle,,,,,,,1,void,,,9,idle,,,7,idle,,,3,surprise,,,13,think,,,15,idle,,,17,idle,,,19,idle,
