id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,play_sound,set_camera_shake,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/2/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,fade
event_goldencoinrush2_b03_s_12,40049,event_goldencoinrush2_b03_s,Speech,Locale_MainScenario:event_goldencoinrush2_b03_s_12,True,,9,delight,,S_50,S_50,1.0,,soda_b,soda_b,,5,surprise,,3,idle,,,,,,,,,,,,,,,
event_goldencoinrush2_b03_s_13,40049,event_goldencoinrush2_b03_s,Self,Locale_MainScenario:event_goldencoinrush2_b03_s_13,False,,9,delight,,S_50,S_50,1.0,,soda_b,,,5,surprise,,3,idle,,,,,,,,,,,,,,,
event_goldencoinrush2_b03_s_14,40049,event_goldencoinrush2_b03_s,Speech,Locale_MainScenario:event_goldencoinrush2_b03_s_14,True,,9,delight,,S_50,4,1.0,,alice_b,alice_b,,5,surprise,,3,delight,,,,,,,,,,,,,,,
event_goldencoinrush2_b03_s_15,40049,event_goldencoinrush2_b03_s,Speech,Locale_MainScenario:event_goldencoinrush2_b03_s_15,True,,9,delight,,4,4,1.0,,soda_b,soda_b,,5,shy,,3,delight,,,,,,,,,,,,,,,
event_goldencoinrush2_b03_s_16,40049,event_goldencoinrush2_b03_s,Speech,Locale_MainScenario:event_goldencoinrush2_b03_s_16,True,,9,idle,,L_90,L_90,1.0,,mustang,mustang,,5,shy,,3,delight,,,,,,,,,,,,,,,
event_goldencoinrush2_b03_s_17,40049,event_goldencoinrush2_b03_s,Speech,Locale_MainScenario:event_goldencoinrush2_b03_s_17,True,,9,idle,,L_90,L_90,1.0,,mustang,mustang,,5,shy,,3,delight,,,,,,,,,,,,,,,
event_goldencoinrush2_b03_s_18,40049,event_goldencoinrush2_b03_s,Speech,Locale_MainScenario:event_goldencoinrush2_b03_s_18,True,,9,delight,,13,16,1.0,,mustang,mustang,,5,shy,,3,delight,,,blanc,13,idle,noir,15,idle,rouge,17,idle,,,,
event_goldencoinrush2_b03_s_19,40049,event_goldencoinrush2_b03_s,Speech,Locale_MainScenario:event_goldencoinrush2_b03_s_19,True,,9,delight,,16,16,1.0,,audience01,audience01,,5,shy,,3,delight,sfx_scn_crowdcheer,Low_2,,13,idle,,15,idle,,17,idle,,,,
event_goldencoinrush2_b03_s_20,40049,event_goldencoinrush2_b03_s,Speech,Locale_MainScenario:event_goldencoinrush2_b03_s_20,True,,9,delight,,16,16,1.0,,audience01,audience01,,5,shy,,3,delight,,Low_2,,13,idle,,15,idle,,17,idle,,,,
event_goldencoinrush2_b03_s_21,40049,event_goldencoinrush2_b03_s,Speech,Locale_MainScenario:event_goldencoinrush2_b03_s_21,True,,9,delight,,16,170,1.0,,rouge,rouge,,5,serious,,3,delight,,,,13,idle,,15,idle,,17,idle,,,,
event_goldencoinrush2_b03_s_22,40049,event_goldencoinrush2_b03_s,Speech,Locale_MainScenario:event_goldencoinrush2_b03_s_22,True,,9,delight,,L_130,L_130,1.0,,blanc,blanc,,5,serious,,3,delight,,,,13,delight,,15,idle,,17,idle,,,,
event_goldencoinrush2_b03_s_23,40049,event_goldencoinrush2_b03_s,Speech,Locale_MainScenario:event_goldencoinrush2_b03_s_23,True,,9,delight,,L_130,L_130,1.0,,blanc,blanc,,5,serious,,3,delight,,,,13,delight,,15,idle,,17,idle,,,,
event_goldencoinrush2_b03_s_24,40049,event_goldencoinrush2_b03_s,Speech,Locale_MainScenario:event_goldencoinrush2_b03_s_24,True,,9,delight,,L_130,L_150,1.0,,noir,noir,,5,serious,,3,delight,,,,13,delight,,15,delight,,17,idle,,,,
event_goldencoinrush2_b03_s_25,40049,event_goldencoinrush2_b03_s,Speech,Locale_MainScenario:event_goldencoinrush2_b03_s_25,True,,9,delight,,L_150,L_150,1.0,,noir,noir,,5,serious,,3,delight,,,,13,delight,,15,delight,,17,idle,,,,
event_goldencoinrush2_b03_s_26,40049,event_goldencoinrush2_b03_s,Speech,Locale_MainScenario:event_goldencoinrush2_b03_s_26,True,,9,delight,,L_150,L_150,1.0,,audience01,audience01,,5,serious,,3,delight,sfx_scn_crowdcheer,Low_2,,13,delight,,15,delight,,17,idle,,,,
event_goldencoinrush2_b03_s_27,40049,event_goldencoinrush2_b03_s,Speech,Locale_MainScenario:event_goldencoinrush2_b03_s_27,True,,9,delight,,XS_30,XS_30,1.0,,alice_b,alice_b,,5,serious,,3,shy,,,,13,delight,,15,delight,,17,idle,,,,
event_goldencoinrush2_b03_s_28,40049,event_goldencoinrush2_b03_s,Speech,Locale_MainScenario:event_goldencoinrush2_b03_s_28,True,,9,delight,,XS_30,XS_30,1.0,,alice_b,alice_b,,5,serious,,3,shy,,,,13,delight,,15,idle,,17,idle,,,,
event_goldencoinrush2_b03_s_29,40049,event_goldencoinrush2_b03_s,Speech,Locale_MainScenario:event_goldencoinrush2_b03_s_29,True,,9,dd,,XS_30,XS_30,1.0,,alice_b,alice_b,,5,serious,,3,shy,,,,13,delight,,15,idle,,17,idle,,,,
event_goldencoinrush2_b03_s_30,40049,event_goldencoinrush2_b03_s,Speech,Locale_MainScenario:event_goldencoinrush2_b03_s_30,True,,9,d,,XS_30,XS_30,1.0,,alice_b,alice_b,,5,serious,,3,shy,,,,13,delight,,15,idle,,17,idle,,,,
event_goldencoinrush2_b03_s_31,40049,event_goldencoinrush2_b03_s,Speech,Locale_MainScenario:event_goldencoinrush2_b03_s_31,True,,9,idle,,XS_30,S_50,1.0,,soda_b,soda_b,,5,serious,,3,shy,,,,13,delight,,15,idle,,17,idle,,,,
event_goldencoinrush2_b03_s_32,40049,event_goldencoinrush2_b03_s,Speech,Locale_MainScenario:event_goldencoinrush2_b03_s_32,True,,9,idle,,S_50,S_50,1.0,,soda_b,soda_b,,5,serious,,3,shy,,,,13,delight,,15,idle,,17,idle,,,,
event_goldencoinrush2_b03_s_33,40049,event_goldencoinrush2_b03_s,Speech,Locale_MainScenario:event_goldencoinrush2_b03_s_33,True,,9,idle,,S_50,S_50,1.0,,soda_b,soda_b,,5,serious,,3,shy,,,,13,delight,,15,idle,,17,idle,,,,
event_goldencoinrush2_b03_s_34,40049,event_goldencoinrush2_b03_s,Speech,Locale_MainScenario:event_goldencoinrush2_b03_s_34,True,,9,idle,,L_90,L_90,1.0,,mustang,mustang,,5,serious,,3,shy,,,,13,delight,,15,idle,,17,idle,,,,
event_goldencoinrush2_b03_s_35,40049,event_goldencoinrush2_b03_s,Narration,Locale_MainScenario:event_goldencoinrush2_b03_s_35,False,,9,idle,,L_90,9,1.0,,mustang,,,5,serious,,3,idle,sfx_scn_snap,,,13,idle,,15,idle,,17,idle,,,,
event_goldencoinrush2_b03_s_36,40049,event_goldencoinrush2_b03_s,Monologue,Locale_MainScenario:event_goldencoinrush2_b03_s_36,False,,9,idle,,9,9,1.0,,mustang,,,5,serious,,3,idle,,,,13,idle,,15,idle,,17,idle,,,,
event_goldencoinrush2_b03_s_37,40049,event_goldencoinrush2_b03_s,Monologue,Locale_MainScenario:event_goldencoinrush2_b03_s_37,False,,9,idle,,9,9,1.0,,mustang,,,5,serious,,3,idle,sfx_scn_stagedown,,,13,idle,,15,idle,,17,idle,,,,
event_goldencoinrush2_b03_s_38,40049,event_goldencoinrush2_b03_s,Self,Locale_MainScenario:event_goldencoinrush2_b03_s_38,False,,9,idle,,9,9,1.0,,mustang,,,5,serious,,3,idle,,,,13,idle,,15,idle,,17,idle,,,,
event_goldencoinrush2_b03_s_39,40049,event_goldencoinrush2_b03_s,Monologue,Locale_MainScenario:event_goldencoinrush2_b03_s_39,False,,9,idle,,9,9,1.0,,mustang,,,5,serious,,3,idle,,,,13,idle,,15,idle,,17,idle,,,,
event_goldencoinrush2_b03_s_40,40049,event_goldencoinrush2_b03_s,Speech,Locale_MainScenario:event_goldencoinrush2_b03_s_40,True,,9,idle,,9,9,1.0,,mustang,mustang,,5,serious,,3,idle,,,,13,idle,,15,idle,,17,idle,,,,
event_goldencoinrush2_b03_s_41,40049,event_goldencoinrush2_b03_s,Speech,Locale_MainScenario:event_goldencoinrush2_b03_s_41,True,,9,idle,,9,9,1.0,,mustang,mustang,,5,serious,,3,idle,,,,13,idle,,15,idle,,17,idle,,,,
event_goldencoinrush2_b03_s_42,40049,event_goldencoinrush2_b03_s,Speech,Locale_MainScenario:event_goldencoinrush2_b03_s_42,True,,9,idle,,9,9,1.0,,mustang,mustang,,5,serious,,3,idle,,,,13,idle,,15,idle,,17,idle,,,,
event_goldencoinrush2_b03_s_43,40049,event_goldencoinrush2_b03_s,Speech,Locale_MainScenario:event_goldencoinrush2_b03_s_43,True,,9,idle,,9,9,1.0,,mustang,mustang,,5,serious,,3,idle,,,,13,idle,,15,idle,,17,idle,,,,
event_goldencoinrush2_b03_s_44,40049,event_goldencoinrush2_b03_s,Speech,Locale_MainScenario:event_goldencoinrush2_b03_s_44,True,,9,idle,,9,9,1.0,,mustang,mustang,,5,serious,,3,idle,,,,13,idle,,15,idle,,17,idle,,,,
event_goldencoinrush2_b03_s_45,40049,event_goldencoinrush2_b03_s,Speech,Locale_MainScenario:event_goldencoinrush2_b03_s_45,True,,9,idle,,9,9,1.0,,mustang,mustang,,5,serious,,3,idle,,,,13,idle,,15,idle,,17,idle,,,,
event_goldencoinrush2_b03_s_46,40049,event_goldencoinrush2_b03_s,Speech,Locale_MainScenario:event_goldencoinrush2_b03_s_46,True,,9,idle,,9,9,1.0,,mustang,mustang,,5,serious,,3,idle,,,,13,idle,,15,idle,,17,idle,,,,
event_goldencoinrush2_b03_s_47,40049,event_goldencoinrush2_b03_s,Speech,Locale_MainScenario:event_goldencoinrush2_b03_s_47,True,,9,idle,,L_130,L_130,1.0,,blanc,blanc,,5,serious,,3,idle,,,,13,idle,,15,idle,,17,idle,,,,
event_goldencoinrush2_b03_s_48,40049,event_goldencoinrush2_b03_s,Speech,Locale_MainScenario:event_goldencoinrush2_b03_s_48,True,,9,idle,,L_130,L_130,1.0,,blanc,blanc,,5,serious,,3,idle,,,,13,idle,,15,idle,,17,idle,,,,
event_goldencoinrush2_b03_s_49,40049,event_goldencoinrush2_b03_s,Speech,Locale_MainScenario:event_goldencoinrush2_b03_s_49,True,,9,idle,,9,9,1.0,,mustang,mustang,,5,serious,,3,idle,,,,13,idle,,15,idle,,17,idle,,,,
event_goldencoinrush2_b03_s_50,40049,event_goldencoinrush2_b03_s,Speech,Locale_MainScenario:event_goldencoinrush2_b03_s_50,True,,9,idle,,9,9,1.0,,mustang,mustang,,5,serious,,3,idle,,,,13,idle,,15,idle,,17,idle,,,,
event_goldencoinrush2_b03_s_51,40049,event_goldencoinrush2_b03_s,Speech,Locale_MainScenario:event_goldencoinrush2_b03_s_51,True,,9,idle,,9,9,1.0,,mustang,mustang,,5,serious,,3,idle,,,,13,idle,,15,idle,,17,idle,,,,
event_goldencoinrush2_b03_s_52,40049,event_goldencoinrush2_b03_s,Self,Locale_MainScenario:event_goldencoinrush2_b03_s_52,False,,9,idle,,9,9,1.0,,mustang,,,5,serious,,3,idle,,,,13,idle,,15,idle,,17,idle,,,,
event_goldencoinrush2_b03_s_53,40049,event_goldencoinrush2_b03_s,Speech,Locale_MainScenario:event_goldencoinrush2_b03_s_53,True,,9,idle,,9,4,1.0,,alice_b,alice_b,,5,idle,,3,worry,,,,13,idle,,15,idle,,17,idle,,,,
event_goldencoinrush2_b03_s_54,40049,event_goldencoinrush2_b03_s,Speech,Locale_MainScenario:event_goldencoinrush2_b03_s_54,True,,9,idle,,4,4,1.0,none,soda_b,soda_b,,5,idle,,3,worry,,,,13,idle,,15,idle,,17,idle,,,,
event_goldencoinrush2_b03_s_55,40049,event_goldencoinrush2_b03_s,Self,Locale_MainScenario:event_goldencoinrush2_b03_s_55,False,,9,idle,,4,4,1.0,,soda_b,,,5,idle,,3,worry,,,,13,idle,,15,idle,,17,idle,,,,
event_goldencoinrush2_b03_s_56,40049,event_goldencoinrush2_b03_s,Speech,Locale_MainScenario:event_goldencoinrush2_b03_s_56,True,,9,idle,,4,S_50,1.0,bgm_story_cosmos,soda_b,soda_b,,5,delight,,3,worry,,,,13,idle,,15,idle,,17,idle,,,,
event_goldencoinrush2_b03_s_57,40049,event_goldencoinrush2_b03_s,Speech,Locale_MainScenario:event_goldencoinrush2_b03_s_57,True,,9,idle,,S_50,S_50,1.0,,soda_b,soda_b,,5,delight,,3,worry,,,,13,idle,,15,idle,,17,idle,,,,
event_goldencoinrush2_b03_s_58,40049,event_goldencoinrush2_b03_s,Speech,Locale_MainScenario:event_goldencoinrush2_b03_s_58,True,,9,idle,,S_50,S_50,1.0,,soda_b,soda_b,,5,delight,,3,worry,,,,13,idle,,15,idle,,17,idle,,,,
event_goldencoinrush2_b03_s_59,40049,event_goldencoinrush2_b03_s,Speech,Locale_MainScenario:event_goldencoinrush2_b03_s_59,True,,9,idle,,S_50,S_50,1.0,,soda_b,soda_b,,5,delight,,3,worry,,,,13,idle,,15,idle,,17,idle,,,,
event_goldencoinrush2_b03_s_60,40049,event_goldencoinrush2_b03_s,Speech,Locale_MainScenario:event_goldencoinrush2_b03_s_60,True,,9,idle,,S_50,XS_30,1.0,,alice_b,alice_b,,5,delight,,3,worry,,,,13,idle,,15,idle,,17,idle,,,,
event_goldencoinrush2_b03_s_61,40049,event_goldencoinrush2_b03_s,Speech,Locale_MainScenario:event_goldencoinrush2_b03_s_61,True,,9,idle,,XS_30,XS_30,1.0,,alice_b,alice_b,,5,delight,,3,worry,,,,13,idle,,15,idle,,17,idle,,,,
event_goldencoinrush2_b03_s_62,40049,event_goldencoinrush2_b03_s,Self,Locale_MainScenario:event_goldencoinrush2_b03_s_62,False,,9,idle,,XS_30,4,1.0,,alice_b,,,5,delight,,3,worry,,,,13,idle,,15,idle,,17,idle,,,,
event_goldencoinrush2_b03_s_63,40049,event_goldencoinrush2_b03_s,Speech,Locale_MainScenario:event_goldencoinrush2_b03_s_63,True,,9,idle,,4,4,1.0,,soda_b,soda_b,,5,sad,,3,worry,,,,13,idle,,15,idle,,17,idle,,,,
event_goldencoinrush2_b03_s_64,40049,event_goldencoinrush2_b03_s,Speech,Locale_MainScenario:event_goldencoinrush2_b03_s_64,True,,9,idle,,4,4,1.0,,soda_b,soda_b,,5,sad,,3,worry,,,,13,idle,,15,idle,,17,idle,,,,
event_goldencoinrush2_b03_s_65,40049,event_goldencoinrush2_b03_s,Self,Locale_MainScenario:event_goldencoinrush2_b03_s_65,False,,9,idle,,4,4,1.0,,soda_b,,,5,sad,,3,worry,,,,13,idle,,15,idle,,17,idle,,,,
event_goldencoinrush2_b03_s_66,40049,event_goldencoinrush2_b03_s,Speech,Locale_MainScenario:event_goldencoinrush2_b03_s_66,True,,9,idle,,4,4,1.0,,soda_b,soda_b,,5,void,,3,worry,,,,13,idle,,15,idle,,17,idle,,,,
event_goldencoinrush2_b03_s_67,40049,event_goldencoinrush2_b03_s,Speech,Locale_MainScenario:event_goldencoinrush2_b03_s_67,True,,9,idle,,4,4,1.0,,soda_b,soda_b,,5,void,,3,worry,,,,13,idle,,15,idle,,17,idle,,,,
event_goldencoinrush2_b03_s_68,40049,event_goldencoinrush2_b03_s,Speech,Locale_MainScenario:event_goldencoinrush2_b03_s_68,True,,9,idle,,4,4,1.0,,alice_b,alice_b,,5,void,,3,worry,,,,13,idle,,15,idle,,17,idle,,,,
event_goldencoinrush2_b03_s_69,40049,event_goldencoinrush2_b03_s,Speech,Locale_MainScenario:event_goldencoinrush2_b03_s_69,True,,9,idle,,4,4,1.0,,alice_b,alice_b,,5,void,,3,worry,,,,13,idle,,15,idle,,17,idle,,,,
event_goldencoinrush2_b03_s_70,40049,event_goldencoinrush2_b03_s,Speech,Locale_MainScenario:event_goldencoinrush2_b03_s_70,True,,9,idle,,4,4,1.0,,soda_b,soda_b,,5,void,,3,worry,,,,13,idle,,15,idle,,17,idle,,,,
event_goldencoinrush2_b03_s_71,40049,event_goldencoinrush2_b03_s,Speech,Locale_MainScenario:event_goldencoinrush2_b03_s_71,True,,9,idle,,4,4,1.0,,soda_b,soda_b,,5,serious,,3,worry,,,,13,idle,,15,idle,,17,idle,,,,
event_goldencoinrush2_b03_s_72,40049,event_goldencoinrush2_b03_s,Speech,Locale_MainScenario:event_goldencoinrush2_b03_s_72,True,,9,idle,,4,4,1.0,,soda_b,soda_b,,5,serious,,3,worry,,,,13,idle,,15,idle,,17,idle,,,,
event_goldencoinrush2_b03_s_73,40049,event_goldencoinrush2_b03_s,Speech,Locale_MainScenario:event_goldencoinrush2_b03_s_73,True,,9,idle,,4,4,1.0,,alice_b,alice_b,,5,serious,,3,worry,,,,13,idle,,15,idle,,17,idle,,,,
event_goldencoinrush2_b03_s_74,40049,event_goldencoinrush2_b03_s,Speech,Locale_MainScenario:event_goldencoinrush2_b03_s_74,True,,9,idle,,4,S_50,1.0,,soda_b,soda_b,,5,serious,,3,worry,,,,13,idle,,15,idle,,17,idle,,,,
event_goldencoinrush2_b03_s_75,40049,event_goldencoinrush2_b03_s,Speech,Locale_MainScenario:event_goldencoinrush2_b03_s_75,True,,9,idle,,S_50,S_50,1.0,,soda_b,soda_b,,5,serious,,3,worry,,,,13,idle,,15,idle,,17,idle,,,,
event_goldencoinrush2_b03_s_76,40049,event_goldencoinrush2_b03_s,Speech,Locale_MainScenario:event_goldencoinrush2_b03_s_76,True,,9,idle,,S_50,S_50,1.0,,soda_b,soda_b,,5,serious,,3,worry,,,,13,idle,,15,idle,,17,idle,,,,
event_goldencoinrush2_b03_s_77,40049,event_goldencoinrush2_b03_s,Monologue,Locale_MainScenario:event_goldencoinrush2_b03_s_77,False,,9,idle,,S_50,S_50,1.0,,soda_b,,,5,serious,,3,worry,,,,13,idle,,15,idle,,17,idle,,,,
event_goldencoinrush2_b03_s_78,40049,event_goldencoinrush2_b03_s,Self,Locale_MainScenario:event_goldencoinrush2_b03_s_78,False,,9,idle,,S_50,5,1.0,,soda_b,,,5,serious,,3,worry,,,,13,idle,,15,idle,,17,idle,,,,
event_goldencoinrush2_b03_s_79,40049,event_goldencoinrush2_b03_s,Self,Locale_MainScenario:event_goldencoinrush2_b03_s_79,False,,9,idle,,5,5,1.0,,soda_b,,,5,serious,,3,worry,,,,13,idle,,15,idle,,17,idle,,,,
event_goldencoinrush2_b03_s_80,40049,event_goldencoinrush2_b03_s,Speech,Locale_MainScenario:event_goldencoinrush2_b03_s_80,True,,9,idle,,5,4,1.0,,alice_b,alice_b,,5,serious,,3,sad,,,,13,idle,,15,idle,,17,idle,,,,
event_goldencoinrush2_b03_s_81,40049,event_goldencoinrush2_b03_s,Speech,Locale_MainScenario:event_goldencoinrush2_b03_s_81,True,,9,idle,,4,4,1.0,,alice_b,alice_b,,5,serious,,3,sad,,,,13,idle,,15,idle,,17,idle,,,,
event_goldencoinrush2_b03_s_82,40049,event_goldencoinrush2_b03_s,Speech,Locale_MainScenario:event_goldencoinrush2_b03_s_82,True,,9,idle,,4,4,1.0,,alice_b,alice_b,,5,serious,,3,sad,,,,13,idle,,15,idle,,17,idle,,,,
event_goldencoinrush2_b03_s_83,40049,event_goldencoinrush2_b03_s,Speech,Locale_MainScenario:event_goldencoinrush2_b03_s_83,True,,9,idle,,4,S_50,1.0,,soda_b,soda_b,,5,delight,,3,sad,,,,13,idle,,15,idle,,17,idle,,,,
event_goldencoinrush2_b03_s_84,40049,event_goldencoinrush2_b03_s,Speech,Locale_MainScenario:event_goldencoinrush2_b03_s_84,True,,9,idle,,2,2,1.0,,mustang,mustang,,3,idle,,3,sad,,,,1,idle,,15,idle,,17,idle,alice_b,noir,rouge,black
event_goldencoinrush2_b03_s_85,40049,event_goldencoinrush2_b03_s,Speech,Locale_MainScenario:event_goldencoinrush2_b03_s_85,True,,9,idle,,2,2,1.0,,mustang,mustang,,3,idle,,,,,,,1,idle,,,,,,,,,,
event_goldencoinrush2_b03_s_86,40049,event_goldencoinrush2_b03_s,Speech,Locale_MainScenario:event_goldencoinrush2_b03_s_86,True,,9,idle,,2,S_30,1.0,,soda_b,soda_b,,3,idle,,,,,,,1,idle,,,,,,,,,,
event_goldencoinrush2_b03_s_87,40049,event_goldencoinrush2_b03_s,Speech,Locale_MainScenario:event_goldencoinrush2_b03_s_87,True,,9,idle,,S_30,S_30,1.0,,soda_b,soda_b,,3,idle,,,,,,,1,idle,,,,,,,,,,
event_goldencoinrush2_b03_s_88,40049,event_goldencoinrush2_b03_s,Speech,Locale_MainScenario:event_goldencoinrush2_b03_s_88,True,,9,idle,,S_30,S_30,1.0,,soda_b,soda_b,,3,idle,,,,,,,1,idle,,,,,,,,,,
event_goldencoinrush2_b03_s_89,40049,event_goldencoinrush2_b03_s,Speech,Locale_MainScenario:event_goldencoinrush2_b03_s_89,True,,9,idle,,S_30,L_10,1.0,,blanc,blanc,,3,idle,,,,,,,1,idle,,,,,,,,,,
event_goldencoinrush2_b03_s_90,40049,event_goldencoinrush2_b03_s,Speech,Locale_MainScenario:event_goldencoinrush2_b03_s_90,True,,9,idle,,L_10,L_10,1.0,,blanc,blanc,,3,idle,,,,,,,1,idle,,,,,,,,,,
event_goldencoinrush2_b03_s_91,40049,event_goldencoinrush2_b03_s,Speech,Locale_MainScenario:event_goldencoinrush2_b03_s_91,True,,9,idle,,L_10,2,1.0,,soda_b,soda_b,,3,delight,,,,,,,1,idle,,,,,,,,,,
event_goldencoinrush2_b03_s_92,40049,event_goldencoinrush2_b03_s,Speech,Locale_MainScenario:event_goldencoinrush2_b03_s_92,True,,9,idle,,2,2,1.0,,soda_b,soda_b,,3,delight,,,,,,,1,idle,,,,,,,,,,
event_goldencoinrush2_b03_s_93,40049,event_goldencoinrush2_b03_s,Speech,Locale_MainScenario:event_goldencoinrush2_b03_s_93,True,,9,idle,,2,2,1.0,,blanc,blanc,,3,delight,,,,,,,1,delight,,,,,,,,,,
event_goldencoinrush2_b03_s_94,40049,event_goldencoinrush2_b03_s,Speech,Locale_MainScenario:event_goldencoinrush2_b03_s_94,True,,9,idle,,2,L_10,1.0,,blanc,blanc,,3,delight,,,,,,,1,think,,,,,,,,,,
event_goldencoinrush2_b03_s_95,40049,event_goldencoinrush2_b03_s,Speech,Locale_MainScenario:event_goldencoinrush2_b03_s_95,True,,9,idle,,9,9,1.0,,mustang,mustang,,3,idle,,,,,,,1,think,,,,,,,,,,
event_goldencoinrush2_b03_s_96,40049,event_goldencoinrush2_b03_s,Speech,Locale_MainScenario:event_goldencoinrush2_b03_s_96,True,,9,delight,,9,9,1.0,,mustang,mustang,,3,idle,,,,,,,1,think,,,,,,,,,,
event_goldencoinrush2_b03_s_97,40049,event_goldencoinrush2_b03_s,Speech,Locale_MainScenario:event_goldencoinrush2_b03_s_97,True,,9,delight,,9,L_90,1.0,,mustang,mustang,,3,idle,,,,,,,1,think,,,,,,,,,,
event_goldencoinrush2_b03_s_98,40049,event_goldencoinrush2_b03_s,Speech,Locale_MainScenario:event_goldencoinrush2_b03_s_98,True,,9,delight,,L_90,L_900,0.7,,mustang,mustang,,3,idle,,,,,,,1,think,,,,,,,,,,
event_goldencoinrush2_b03_s_99,40049,event_goldencoinrush2_b03_s,Monologue,Locale_MainScenario:event_goldencoinrush2_b03_s_99,False,,9,delight,,black,black,1.0,,mustang,,,3,idle,,,,,,,1,think,,,,,,,,,,
event_goldencoinrush2_b03_s_100,40049,event_goldencoinrush2_b03_s,Monologue,Locale_MainScenario:event_goldencoinrush2_b03_s_100,False,,9,delight,,black,black,1.0,,mustang,,,3,idle,,,,,,,1,think,,,,,,,,,,
