id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/hide_char_id,characters/4/hide_char_id,fade,play_sound,set_camera_shake,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id
event_seayouagain2_06_s_12,40025,event_seayouagain2_06_s,Narration,,,Locale_MainScenario:event_seayouagain2_06_s_12,False,,,,,,,,black,black,1.0,none,,1,idle,,3,sad,,5,idle,,,,sfx_scn_swordhitfloor,,,,
event_seayouagain2_06_s_13,40025,event_seayouagain2_06_s,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_06_s_13,False,,,,,,,,53,53,1.0,,,1,idle,,3,surprise2,,5,surprise,,,,,,,,
event_seayouagain2_06_s_14,40025,event_seayouagain2_06_s,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain2_06_s_14,True,,,,,,,,53,53,1.0,,,1,idle,,3,surprise2,,5,surprise,,,,,,,,
event_seayouagain2_06_s_15,40025,event_seayouagain2_06_s,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_s_15,True,,,,,,,,53,1,1.0,bgm_story_lastbullet,,1,angry,,3,angry,,5,surprise,,,,,,,,
event_seayouagain2_06_s_16,40025,event_seayouagain2_06_s,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_s_16,True,,,,,,,,1,1,1.0,,,1,angry,,3,angry,,5,surprise,,,,,,,,
event_seayouagain2_06_s_17,40025,event_seayouagain2_06_s,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_s_17,True,,,,,,,,1,10,1.0,,,1,angry,,3,angry,,5,surprise,,,,,,,,
event_seayouagain2_06_s_18,40025,event_seayouagain2_06_s,Narration,,,Locale_MainScenario:event_seayouagain2_06_s_18,False,,,,,,,,10,10,1.0,,,1,angry,,3,angry,,5,surprise,,,,sfx_scn_krakenshout,Low_2,,,
event_seayouagain2_06_s_19,40025,event_seayouagain2_06_s,Narration,,,Locale_MainScenario:event_seayouagain2_06_s_19,False,,,,,,,,10,10,1.0,,,1,angry,,3,angry,,5,surprise,,,,,,,,
event_seayouagain2_06_s_20,40025,event_seayouagain2_06_s,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_06_s_20,True,,,,,,,,10,S_30,1.0,,,1,angry,,3,angry,,5,surprise,,,,,,,,
event_seayouagain2_06_s_21,40025,event_seayouagain2_06_s,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_06_s_21,True,,,,,,,,S_30,S_30,1.0,,,1,angry,,3,angry,,5,angry,,,,,,,,
event_seayouagain2_06_s_22,40025,event_seayouagain2_06_s,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain2_06_s_22,True,,,,,,,,S_30,XS_50,1.0,,,1,angry,,3,angry,,5,angry,,,,,,,,
event_seayouagain2_06_s_23,40025,event_seayouagain2_06_s,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain2_06_s_23,True,,,,,,,,XS_50,XS_50,1.0,,,1,angry,,3,angry,,5,angry,,,,,,,,
event_seayouagain2_06_s_24,40025,event_seayouagain2_06_s,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain2_06_s_24,True,,,,,,,,XS_50,XS_500,1.0,,,1,angry,,3,angry,,5,angry,,,,,,,,
event_seayouagain2_06_s_25,40025,event_seayouagain2_06_s,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_06_s_25,True,ezs_event,event,idle2,,,,,black,black,1.0,,,1,angry,,3,angry,,5,angry,,,,,,helm_s,mast,anchor
event_seayouagain2_06_s_26,40025,event_seayouagain2_06_s,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_s_26,False,,event,idle2,,,,,ezssquad_01,ezssquad_01,1.0,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_s_27,40025,event_seayouagain2_06_s,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_s_27,True,,event,idle2,,,,,ezssquad_01,ezssquad_02,2.0,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_s_28,40025,event_seayouagain2_06_s,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_s_28,False,,event,idle2,,,,,ezssquad_02,ezssquad_02,1.0,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_s_29,40025,event_seayouagain2_06_s,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_s_29,False,,event,idle2,,,,,ezssquad_02,ezssquad_02,1.0,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_s_30,40025,event_seayouagain2_06_s,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_s_30,False,,event,idle2,,,,,ezssquad_02,ezssquad_02,1.0,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_s_31,40025,event_seayouagain2_06_s,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_s_31,False,,event,idle2,,,,,ezssquad_02,ezssquad_02,1.0,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_s_32,40025,event_seayouagain2_06_s,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_s_32,False,,event,idle2,,,,,ezssquad_02,ezssquad_02,1.0,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_s_33,40025,event_seayouagain2_06_s,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_s_33,False,,event,idle2,,,,,ezssquad_02,ezssquad_01,1.0,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_s_34,40025,event_seayouagain2_06_s,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_s_34,False,,event,idle2,,,,,ezssquad_01,ezssquad_01,1.0,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_s_35,40025,event_seayouagain2_06_s,Narration,,,Locale_MainScenario:event_seayouagain2_06_s_35,False,,event,action,,,,,ezssquad_01,ezssquad_03,1.0,,,,,,,,,,,,,,sfx_scn_swordhitfloor,,,,
event_seayouagain2_06_s_36,40025,event_seayouagain2_06_s,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_s_36,True,,event,idle3,,,,,ezssquad_03,ezssquad_03,1.0,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_s_37,40025,event_seayouagain2_06_s,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_s_37,True,,event,idle3,,,,,ezssquad_03,ezssquad_03,1.0,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_s_38,40025,event_seayouagain2_06_s,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_s_38,True,,event,idle3,,,,,ezssquad_03,ezssquad_03,1.0,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_s_39,40025,event_seayouagain2_06_s,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_s_39,True,,event,idle3,,,,,ezssquad_03,ezssquad_03,1.0,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_s_40,40025,event_seayouagain2_06_s,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_06_s_40,True,,event,idle3,,,,,ezssquad_03,ezssquad_04,1.0,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_s_41,40025,event_seayouagain2_06_s,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain2_06_s_41,True,,event,idle3,,,,,ezssquad_04,ezssquad_04,1.0,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_s_42,40025,event_seayouagain2_06_s,Narration,,,Locale_MainScenario:event_seayouagain2_06_s_42,False,,event,idle3,,,,,ezssquad_04,ezssquad_04,1.0,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_s_43,40025,event_seayouagain2_06_s,Narration,,,Locale_MainScenario:event_seayouagain2_06_s_43,False,,event,idle3,,,,,ezssquad_04,ezssquad_04,1.0,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_s_44,40025,event_seayouagain2_06_s,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_s_44,True,,event,idle3,,,,,ezssquad_04,ezssquad_01,2.0,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_s_45,40025,event_seayouagain2_06_s,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_s_45,True,,event,idle3,,,,,ezssquad_01,ezssquad_01,1.0,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_s_46,40025,event_seayouagain2_06_s,Narration,,,Locale_MainScenario:event_seayouagain2_06_s_46,False,,event,idle3,,,,,black,black,1.0,,helm_s,1,angry,mast,3,delight,anchor,5,angry,ezs_event,,,sfx_scn_groundbreak,Low_2,,,
event_seayouagain2_06_s_47,40025,event_seayouagain2_06_s,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain2_06_s_47,True,,,,,,,,XS_50,XS_50,1.0,,,1,angry,,3,delight,,5,angry,,,,,,,,
event_seayouagain2_06_s_48,40025,event_seayouagain2_06_s,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain2_06_s_48,True,,,,,,,,XS_50,XS_50,1.0,,,1,angry,,3,delight,,5,angry,,,,,,,,
event_seayouagain2_06_s_49,40025,event_seayouagain2_06_s,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_s_49,True,,,,,,,,10,10,1.0,,,1,angry,,3,delight,,5,angry,,,,,,,,
event_seayouagain2_06_s_50,40025,event_seayouagain2_06_s,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_s_50,True,,,,,,,,10,10,1.0,,,1,angry,,3,delight,,5,angry,,,,,,,,
event_seayouagain2_06_s_51,40025,event_seayouagain2_06_s,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_s_51,True,,,,,,,,10,100,1.0,,,1,angry,,3,delight,,5,angry,,,,,,,,
event_seayouagain2_06_s_52,40025,event_seayouagain2_06_s,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_s_52,True,,,,,,,,100,100,1.0,,,1,angry,,3,delight,,5,angry,,,,,,,,
event_seayouagain2_06_s_53,40025,event_seayouagain2_06_s,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_06_s_53,True,,,,,,,,53,53,1.0,,,1,angry,,3,delight,,5,angry,,,,,,,,
event_seayouagain2_06_s_54,40025,event_seayouagain2_06_s,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain2_06_s_54,True,,,,,,,,53,53,1.0,,,1,angry,,3,delight,,5,angry,,,,,,,,
event_seayouagain2_06_s_55,40025,event_seayouagain2_06_s,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_s_55,True,,,,,,,,100,100,1.0,,,1,angry,,3,delight,,5,angry,,,,,,,,
event_seayouagain2_06_s_56,40025,event_seayouagain2_06_s,Narration,,,Locale_MainScenario:event_seayouagain2_06_s_56,False,,,,,,,,100,100,1.0,,,1,angry,,3,delight,,5,angry,,,,sfx_scn_swordhitfloor,,,,
event_seayouagain2_06_s_57,40025,event_seayouagain2_06_s,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_s_57,True,,,,,,,,100,100,1.0,,,1,angry,,3,delight,,5,angry,,,,,,,,
event_seayouagain2_06_s_58,40025,event_seayouagain2_06_s,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_s_58,True,,,,,,,,100,10,0.5,,,1,angry,,3,delight,,5,angry,,,,,,,,
event_seayouagain2_06_s_59,40025,event_seayouagain2_06_s,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_s_59,True,,,,,,,,10,10,1.0,,,1,angry,,3,delight,,5,angry,,,,,,,,
event_seayouagain2_06_s_60,40025,event_seayouagain2_06_s,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_s_60,True,,,,,,,,10,10,1.0,,,1,angry,,3,delight,,5,angry,,,,,,,,
event_seayouagain2_06_s_61,40025,event_seayouagain2_06_s,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_s_61,False,,,,,,,,10,1,1.0,,,1,angry,,3,delight,,5,angry,,,,,,,,
event_seayouagain2_06_s_62,40025,event_seayouagain2_06_s,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_s_62,True,,,,,,,,1,100,1.0,,,1,angry,,3,delight,,5,angry,,,,,,,,
event_seayouagain2_06_s_63,40025,event_seayouagain2_06_s,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_06_s_63,True,,,,,,,,100,100,1.0,,,1,angry,,3,delight,,5,angry,,,,,,,,
event_seayouagain2_06_s_64,40025,event_seayouagain2_06_s,Narration,,,Locale_MainScenario:event_seayouagain2_06_s_64,False,,,,,,,,black,black,1.0,,,1,angry,,3,delight,,5,angry,,,,,,,,
event_seayouagain2_06_s_65,40025,event_seayouagain2_06_s,Narration,,,Locale_MainScenario:event_seayouagain2_06_s_65,False,,,,,,,,black,black,1.0,,,1,angry,,3,delight,,5,angry,,,,,,,,
event_seayouagain2_06_s_66,40025,event_seayouagain2_06_s,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain2_06_s_66,True,,,,,,,,XS_500,XS_500,1.0,,,1,angry,,3,delight,,5,angry,,,,,,,,
event_seayouagain2_06_s_67,40025,event_seayouagain2_06_s,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_s_67,True,,,,,,,,100,100,1.0,,,1,angry,,3,delight,,5,angry,,,,,,,,
event_seayouagain2_06_s_68,40025,event_seayouagain2_06_s,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_s_68,True,,,,,,,,100,10,0.5,,,1,angry,,3,delight,,5,angry,,,,,,,,
event_seayouagain2_06_s_69,40025,event_seayouagain2_06_s,Narration,,,Locale_MainScenario:event_seayouagain2_06_s_69,False,,,,,,,,10,10,1.0,,,1,angry,,3,delight,,5,angry,,,,sfx_scn_firemissiles,Low_2,,,
event_seayouagain2_06_s_70,40025,event_seayouagain2_06_s,Narration,,,Locale_MainScenario:event_seayouagain2_06_s_70,False,,,,,,,,black,black,1.0,,,1,angry,,3,delight,,5,angry,,,,,,,,
event_seayouagain2_06_s_71,40025,event_seayouagain2_06_s,Narration,,,Locale_MainScenario:event_seayouagain2_06_s_71,False,,,,,,,,black,black,1.0,,,1,angry,,3,delight,,5,angry,,,,,,,,
event_seayouagain2_06_s_72,40025,event_seayouagain2_06_s,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_s_72,True,,,,,,,,10,10,1.0,,,1,angry,,3,delight,,5,angry,,,,,,,,
event_seayouagain2_06_s_73,40025,event_seayouagain2_06_s,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_s_73,True,,,,,,,,10,10,1.0,,,1,angry,,3,delight,,5,angry,,,,,,,,
event_seayouagain2_06_s_74,40025,event_seayouagain2_06_s,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_s_74,True,,,,,,,,10,100,0.5,,,1,angry,,3,delight,,5,angry,,,,,,,,
event_seayouagain2_06_s_75,40025,event_seayouagain2_06_s,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_s_75,True,,,,,,,,100,100,1.0,,,1,angry,,3,delight,,5,angry,,,,,,,,
event_seayouagain2_06_s_76,40025,event_seayouagain2_06_s,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_06_s_76,True,,,,,,,,53,53,1.0,,,1,angry,,3,delight,,5,angry,,,,,,,,
event_seayouagain2_06_s_77,40025,event_seayouagain2_06_s,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain2_06_s_77,True,,,,,,,,53,53,1.0,,,1,angry,,3,delight,,5,angry,,,,,,,,
event_seayouagain2_06_s_78,40025,event_seayouagain2_06_s,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_s_78,True,,,,,,,,53,53,1.0,,,1,angry,,3,delight,,5,angry,,,,,,,,
event_seayouagain2_06_s_79,40025,event_seayouagain2_06_s,Narration,,,Locale_MainScenario:event_seayouagain2_06_s_79,False,,,,,,,EventScene_SeaYouAgain_03_1,black,black,1.0,,,1,angry,,3,delight,,5,angry,,,,sfx_scn_admirereload,Low_2,helm_s,mast,anchor
event_seayouagain2_06_s_80,40025,event_seayouagain2_06_s,Narration,,,Locale_MainScenario:event_seayouagain2_06_s_80,False,,,,,,,,ezslight01_1,ezslight01_1,1.0,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_s_81,40025,event_seayouagain2_06_s,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_06_s_81,True,,,,,,,,ezslight01_1,ezslight01_1,1.0,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_s_82,40025,event_seayouagain2_06_s,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_06_s_82,True,,,,,,,,ezslight01_1,ezslight01_2,2.0,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_s_83,40025,event_seayouagain2_06_s,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_06_s_83,True,,,,,,,,ezslight01_2,ezslight01_2,1.0,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_s_84,40025,event_seayouagain2_06_s,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_s_84,False,,,,,,,,ezslight01_2,ezslight01_2,1.0,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_s_85,40025,event_seayouagain2_06_s,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_06_s_85,False,,,,,,,,ezslight01_2,ezslight01_2,1.0,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_s_86,40025,event_seayouagain2_06_s,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain2_06_s_86,False,,,,,,,,ezslight01_2,ezslight01_2,1.0,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_s_87,40025,event_seayouagain2_06_s,Narration,,,Locale_MainScenario:event_seayouagain2_06_s_87,False,,,,,,,,ezslight01_2,ezslight01_2,1.0,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_s_88,40025,event_seayouagain2_06_s,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_06_s_88,True,,,,,,,,ezslight01_2,ezslight01_3,1.0,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_s_89,40025,event_seayouagain2_06_s,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_06_s_89,True,,,,,,,,ezslight01_3,ezslight01_3,1.0,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_s_90,40025,event_seayouagain2_06_s,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_s_90,True,,,,,,,,ezslight01_3,ezslight01_3,1.0,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_s_91,40025,event_seayouagain2_06_s,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_s_91,True,,,,,,,,ezslight01_3,ezslight01_3,1.0,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_s_92,40025,event_seayouagain2_06_s,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_s_92,True,,,,,,,,ezslight01_3,ezslight01_3,1.0,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_s_93,40025,event_seayouagain2_06_s,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_06_s_93,True,,,,,,,,ezslight01_3,ezslight01_2,1.0,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_s_94,40025,event_seayouagain2_06_s,Narration,,,Locale_MainScenario:event_seayouagain2_06_s_94,False,,,,,,,,ezslight01_2,ezslight01_2,1.0,,,,,,,,,,,,,,sfx_scn_admirereload,Low_2,,,
event_seayouagain2_06_s_95,40025,event_seayouagain2_06_s,Narration,,,Locale_MainScenario:event_seayouagain2_06_s_95,False,,,,,,,,ezslight01_2,ezslight01_4,2.0,,,,,,,,,,,,,,sfx_scn_krakenshout_2,Low_2,,,
event_seayouagain2_06_s_96,40025,event_seayouagain2_06_s,Narration,,,Locale_MainScenario:event_seayouagain2_06_s_96,False,,,,,,,,ezslight01_4,ezslight01_4,1.0,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_s_97,40025,event_seayouagain2_06_s,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_s_97,True,,,,,,,,ezslight01_4,ezslight01_4,1.0,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_s_98,40025,event_seayouagain2_06_s,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_s_98,True,,,,,,,,ezslight01_4,ezslight01_4,1.0,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_s_99,40025,event_seayouagain2_06_s,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_s_99,False,,,,,,,,ezslight01_4,ezslight01_4,1.0,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_s_100,40025,event_seayouagain2_06_s,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_s_100,True,,,,,,,,ezslight01_4,ezslight01_5,1.0,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_s_101,40025,event_seayouagain2_06_s,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_s_101,True,,,,,,,,ezslight01_5,ezslight01_5,1.0,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_s_102,40025,event_seayouagain2_06_s,Narration,,,Locale_MainScenario:event_seayouagain2_06_s_102,False,,,,,,,EventScene_SeaYouAgain_03_2,black,black,1.0,,,,,,,,,,,,,,sfx_scn_admireready,,,,
event_seayouagain2_06_s_103,40025,event_seayouagain2_06_s,Narration,,,Locale_MainScenario:event_seayouagain2_06_s_103,False,,,,,,,,ezskraken01_1,ezskraken01_1,1.0,,,,,,,,,,,,,,sfx_scn_admirefire,Low_1,,,
event_seayouagain2_06_s_104,40025,event_seayouagain2_06_s,Narration,,,Locale_MainScenario:event_seayouagain2_06_s_104,False,,,,,,,,ezskraken01_1,ezskraken01_1,1.0,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_s_105,40025,event_seayouagain2_06_s,Narration,,,Locale_MainScenario:event_seayouagain2_06_s_105,False,,,,,,,,ezskraken01_1,ezskraken01_1,1.0,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_s_106,40025,event_seayouagain2_06_s,Narration,,,Locale_MainScenario:event_seayouagain2_06_s_106,False,,,,,,,,ezskraken01_1,ezskraken01_2,2.0,,,,,,,,,,,,,,sfx_scn_sonicexplode,Low_2,,,
event_seayouagain2_06_s_107,40025,event_seayouagain2_06_s,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain2_06_s_107,True,,,,,,,,ezskraken01_2,ezskraken01_2,1.0,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_s_108,40025,event_seayouagain2_06_s,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_06_s_108,True,,,,,,,,ezskraken01_2,ezskraken01_2,1.0,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_s_109,40025,event_seayouagain2_06_s,Narration,,,Locale_MainScenario:event_seayouagain2_06_s_109,False,,,,,,,,ezskraken01_2,ezskraken01_2,1.0,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_s_110,40025,event_seayouagain2_06_s,Narration,,,Locale_MainScenario:event_seayouagain2_06_s_110,False,,,,,,,,ezskraken01_2,ezskraken01_2,1.0,,,,,,,,,,,,,,,,,,
event_seayouagain2_06_s_111,40025,event_seayouagain2_06_s,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_s_111,True,,,,,,,EzsUp,1,10,1.0,,helm_s,1,angry,mast,3,surprise,anchor,5,surprise,,,,,,,,
event_seayouagain2_06_s_112,40025,event_seayouagain2_06_s,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_s_112,True,,,,,,,,10,10,1.0,,,1,angry,,3,surprise,,5,surprise,,,,,,,,
event_seayouagain2_06_s_113,40025,event_seayouagain2_06_s,Speech,helm_s,helm,Locale_MainScenario:event_seayouagain2_06_s_113,True,,,,,,,,10,100,0.5,,,1,angry,,3,surprise,,5,surprise,,,,,,,,
event_seayouagain2_06_s_114,40025,event_seayouagain2_06_s,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_06_s_114,True,,,,,,,,100,S_300,1.0,,,1,angry,,3,surprise,,5,surprise,,,,,,,,
event_seayouagain2_06_s_115,40025,event_seayouagain2_06_s,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_06_s_115,True,,,,,,,,S_300,S_300,1.0,,,1,angry,,3,surprise,,5,surprise,,,,,,,,
