id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,characters/6/hide_char_id,characters/7/hide_char_id,fade,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,play_sound
event_ce02_2_05_s_19,40027,event_ce02_2_05_s,Speech,Locale_SubScenario:event_ce02_2_05_s_19,True,,9,idle,,7,idle,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,think,,130,S_10,1.0,,neon,neon,,,,,,,,,,
event_ce02_2_05_s_20,40027,event_ce02_2_05_s,Speech,Locale_SubScenario:event_ce02_2_05_s_20,False,,9,idle,,7,idle,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,think,,S_10,97,2.0,,b0006_02,b0006_02,anis,neon,rapi,ce_02_01,ce_02_npc_01,,,,,
event_ce02_2_05_s_21,40027,event_ce02_2_05_s,Speech,Locale_SubScenario:event_ce02_2_05_s_21,True,,9,idle,,7,idle,,5,idle,,,,,,,,,,,,,,,,,97,97,1.0,,c1002_02,c1002_02,,,,,,,,,,
event_ce02_2_05_s_22,40027,event_ce02_2_05_s,Speech,Locale_SubScenario:event_ce02_2_05_s_22,True,,9,idle,,7,idle,,5,idle,,,,,,,,,,,,,,,,,97,97,1.0,,b0006_02,b0006_02,,,,,,,,,,
event_ce02_2_05_s_23,40027,event_ce02_2_05_s,Speech,Locale_SubScenario:event_ce02_2_05_s_23,True,,9,idle,,7,idle,,5,idle,,,,,,,,,,,,,,,,,97,97,1.0,,b0006_02,b0006_02,,,,,,,,,,
event_ce02_2_05_s_24,40027,event_ce02_2_05_s,Speech,Locale_SubScenario:event_ce02_2_05_s_24,True,,9,idle,,7,idle,,5,idle,,,,,,,,,,,,,,,,,97,97,1.0,,b0006_02,b0006_02,,,,,,,,,,
event_ce02_2_05_s_25,40027,event_ce02_2_05_s,Speech,Locale_SubScenario:event_ce02_2_05_s_25,False,,9,idle,,7,idle,,5,idle,,,,,,,,,,,,,,,,,97,5,2.0,,6000d_02,6000d_02,,,,,,,,,,
event_ce02_2_05_s_26,40027,event_ce02_2_05_s,Monologue,Locale_SubScenario:event_ce02_2_05_s_26,False,,9,idle,,7,idle,,5,idle,anis,3,void,neon,1,idle,rapi,13,idle,ce_02_01,15,idle,ce_02_npc_01,17,think,Factory_n,black,black,1.0,event_bgm_ce002_story_3,Monologue,,,,,,,black,,,,
event_ce02_2_05_s_27,40027,event_ce02_2_05_s,Monologue,Locale_SubScenario:event_ce02_2_05_s_27,False,,9,idle,,7,idle,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,think,,black,black,1.0,,Monologue,,,,,,,,,,,
event_ce02_2_05_s_28,40027,event_ce02_2_05_s,Speech,Locale_SubScenario:event_ce02_2_05_s_28,True,,9,idle,,7,idle,,5,idle,,3,void,,1,surprise,,13,idle,,15,idle,,17,think,,31,31,1.0,,neon,neon,,,,,,,,,,
event_ce02_2_05_s_29,40027,event_ce02_2_05_s,Speech,Locale_SubScenario:event_ce02_2_05_s_29,True,,9,idle,,7,idle,,5,idle,,3,void,,1,surprise,,13,idle,,15,idle,,17,think,,31,31,1.0,,anis,anis,,,,,,,,,,
event_ce02_2_05_s_30,40027,event_ce02_2_05_s,Monologue,Locale_SubScenario:event_ce02_2_05_s_30,False,,9,idle,,7,idle,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,think,,31,31,1.0,,Monologue,,anis,neon,rapi,ce_02_01,ce_02_npc_01,,c1002_02,b0006_02,6000d_02,
event_ce02_2_05_s_31,40027,event_ce02_2_05_s,Monologue,Locale_SubScenario:event_ce02_2_05_s_31,False,,,,,,,,,,,,,,1,idle,,,,,,,,,,,31,31,1.0,,Monologue,,,,,,,,,,,
event_ce02_2_05_s_32,40027,event_ce02_2_05_s,Monologue,Locale_SubScenario:event_ce02_2_05_s_32,False,,,,,,,,,,,,,,1,idle,,,,,,,,,,,31,31,1.0,,Monologue,,,,,,,,,,,
event_ce02_2_05_s_33,40027,event_ce02_2_05_s,Narration,Locale_SubScenario:event_ce02_2_05_s_33,False,,,,,,,,,,,,,,1,idle,,,,,,,,,,,31,31,1.0,,Narration,,,,,,,,,,,sfx_scn_gunfire
event_ce02_2_05_s_34,40027,event_ce02_2_05_s,Speech,Locale_SubScenario:event_ce02_2_05_s_34,True,c1002_02,9,idle,b0006_02,7,idle,6000d_02,5,idle,anis,3,void,neon,1,idle,rapi,13,idle,ce_02_01,15,idle,ce_02_npc_01,17,think,,13,13,1.0,,rapi,rapi,,,,,,,,,,
event_ce02_2_05_s_35,40027,event_ce02_2_05_s,Speech,Locale_SubScenario:event_ce02_2_05_s_35,True,,9,idle,,7,idle,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,think,,13,13,1.0,,rapi,rapi,,,,,,,,,,
event_ce02_2_05_s_36,40027,event_ce02_2_05_s,Speech,Locale_SubScenario:event_ce02_2_05_s_36,True,,9,idle,,7,idle,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,think,,13,31,1.0,,anis,anis,,,,,,,,,,
event_ce02_2_05_s_37,40027,event_ce02_2_05_s,Speech,Locale_SubScenario:event_ce02_2_05_s_37,True,,9,idle,,7,idle,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,think,,31,31,1.0,,neon,neon,,,,,,,,,,
event_ce02_2_05_s_38,40027,event_ce02_2_05_s,Self,Locale_SubScenario:event_ce02_2_05_s_38,False,,9,idle,,7,idle,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,think,,31,31,1.0,,Self,,,,,,,,,,,
event_ce02_2_05_s_39,40027,event_ce02_2_05_s,Speech,Locale_SubScenario:event_ce02_2_05_s_39,True,,9,idle,,7,idle,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,think,,31,97,1.0,,c1002_02,c1002_02,,,,,,,,,,
event_ce02_2_05_s_40,40027,event_ce02_2_05_s,Speech,Locale_SubScenario:event_ce02_2_05_s_40,False,,9,idle,,7,idle,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,think,,97,97,1.0,,b0006_02,b0006_02,,,,,,,,,,
event_ce02_2_05_s_41,40027,event_ce02_2_05_s,Speech,Locale_SubScenario:event_ce02_2_05_s_41,False,,9,idle,,7,idle,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,think,,97,75,1.0,,6000d_02,6000d_02,,,,,,,,,,
event_ce02_2_05_s_42,40027,event_ce02_2_05_s,Speech,Locale_SubScenario:event_ce02_2_05_s_42,True,,9,idle,,7,idle,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,think,,17,17,1.0,,ce_02_npc_01,ce_02_npc_01,,,,,,,c1002_02,b0006_02,6000d_02,
event_ce02_2_05_s_43,40027,event_ce02_2_05_s,Speech,Locale_SubScenario:event_ce02_2_05_s_43,True,,,,,,,,,,,3,void,,1,idle,,13,idle,,15,idle,,17,think,,17,17,1.0,,ce_02_npc_01,ce_02_npc_01,,,,,,,,,,
event_ce02_2_05_s_44,40027,event_ce02_2_05_s,Speech,Locale_SubScenario:event_ce02_2_05_s_44,True,,,,,,,,,,,3,void,,1,idle,,13,idle,,15,idle,,17,think,,17,17,1.0,,ce_02_npc_01,ce_02_npc_01,,,,,,,,,,
event_ce02_2_05_s_45,40027,event_ce02_2_05_s,Speech,Locale_SubScenario:event_ce02_2_05_s_45,True,,,,,,,,,,,3,void,,1,idle,,13,idle,,15,idle,,17,think,,17,17,1.0,,ce_02_npc_01,ce_02_npc_01,,,,,,,,,,
event_ce02_2_05_s_46,40027,event_ce02_2_05_s,Speech,Locale_SubScenario:event_ce02_2_05_s_46,True,,,,,,,,,,,3,void,,1,idle,,13,idle,,15,idle,,17,think,,13,13,1.0,,rapi,rapi,,,,,,,,,,
event_ce02_2_05_s_47,40027,event_ce02_2_05_s,Speech,Locale_SubScenario:event_ce02_2_05_s_47,True,,,,,,,,,,,3,void,,1,idle,,13,idle,,15,idle,,17,think,,17,17,1.0,,ce_02_npc_01,ce_02_npc_01,,,,,,,,,,
event_ce02_2_05_s_48,40027,event_ce02_2_05_s,Speech,Locale_SubScenario:event_ce02_2_05_s_48,True,,,,,,,,,,,3,void,,1,idle,,13,idle,,15,idle,,17,think,,17,170,1.0,,ce_02_npc_01,ce_02_npc_01,,,,,,,,,,
event_ce02_2_05_s_49,40027,event_ce02_2_05_s,Speech,Locale_SubScenario:event_ce02_2_05_s_49,True,,,,,,,,,,,3,void,,1,idle,,13,idle,,15,idle,,17,think,,170,170,1.0,,ce_02_npc_01,ce_02_npc_01,,,,,,,,,,
event_ce02_2_05_s_50,40027,event_ce02_2_05_s,Speech,Locale_SubScenario:event_ce02_2_05_s_50,True,,,,,,,,,,,3,void,,1,idle,,13,idle,,15,idle,,17,think,,170,170,1.0,,ce_02_npc_01,ce_02_npc_01,,,,,,,,,,
event_ce02_2_05_s_51,40027,event_ce02_2_05_s,Speech,Locale_SubScenario:event_ce02_2_05_s_51,True,,,,,,,,,,,3,void,,1,idle,,13,idle,,15,idle,,17,think,,30,30,1.0,,anis,anis,,,,,,,,,,
event_ce02_2_05_s_52,40027,event_ce02_2_05_s,Speech,Locale_SubScenario:event_ce02_2_05_s_52,True,,,,,,,,,,,3,void,,1,idle,,13,idle,,15,idle,,17,think,,30,30,1.0,,anis,anis,,,,,,,,,,
event_ce02_2_05_s_53,40027,event_ce02_2_05_s,Speech,Locale_SubScenario:event_ce02_2_05_s_53,True,,,,,,,,,,,3,void,,1,idle,,13,idle,,15,idle,,17,think,,30,30,1.0,,ce_02_npc_01,ce_02_npc_01,,,,,,,,,,
event_ce02_2_05_s_54,40027,event_ce02_2_05_s,Speech,Locale_SubScenario:event_ce02_2_05_s_54,True,,,,,,,,,,,3,void,,1,worry,,13,idle,,15,idle,,17,think,,S_10,S_10,1.0,,neon,neon,,,,,,,,,,
event_ce02_2_05_s_55,40027,event_ce02_2_05_s,Speech,Locale_SubScenario:event_ce02_2_05_s_55,True,,,,,,,,,,,3,void,,1,worry,,13,idle,,15,idle,,17,think,,S_10,S_10,1.0,,ce_02_npc_01,ce_02_npc_01,,,,,,,,,,
event_ce02_2_05_s_56,40027,event_ce02_2_05_s,Narration,Locale_SubScenario:event_ce02_2_05_s_56,False,,,,,,,,,,,3,void,,1,idle,,13,idle,,15,idle,,17,think,,black,black,1.0,none,Narration,,,,,,,,,,,sfx_scn_drawingsword
event_ce02_2_05_s_57,40027,event_ce02_2_05_s,Speech,Locale_SubScenario:event_ce02_2_05_s_57,True,,,,,,,,,,,3,void,,1,idle,,13,idle,,15,idle,,17,think,,15,15,1.0,event_bgm_spot_oblivion,ce_02_01,ce_02_01,,,,,,,,,,
event_ce02_2_05_s_58,40027,event_ce02_2_05_s,Speech,Locale_SubScenario:event_ce02_2_05_s_58,True,,,,,,,,,,,3,void,,1,idle,,13,idle,,15,idle,,17,think,,15,150,1.0,,ce_02_01,ce_02_01,,,,,,,,,,
event_ce02_2_05_s_59,40027,event_ce02_2_05_s,Narration,Locale_SubScenario:event_ce02_2_05_s_59,False,product12,9,idle,notmassproduction,8,idle,notmassproductions,7,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,think,,8,8,1.0,,Narration,,,,,,,,,,,
event_ce02_2_05_s_60,40027,event_ce02_2_05_s,Speech,Locale_SubScenario:event_ce02_2_05_s_60,True,,9,idle,,8,idle,,7,idle,,3,void,,1,surprise,,13,idle,,15,idle,,17,think,,8,8,1.0,,neon,neon,,,,,,,,,,
event_ce02_2_05_s_61,40027,event_ce02_2_05_s,Speech,Locale_SubScenario:event_ce02_2_05_s_61,False,,9,idle,,8,idle,,7,idle,,3,void,,1,surprise,,13,idle,,15,idle,,17,think,,8,8,1.0,,c1002_02,c1002_02,,,,,,,,,,
event_ce02_2_05_s_62,40027,event_ce02_2_05_s,Speech,Locale_SubScenario:event_ce02_2_05_s_62,True,,9,idle,,8,idle,,7,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,think,,8,8,1.0,,notmassproduction,notmassproduction,,,,,,,,,,
event_ce02_2_05_s_63,40027,event_ce02_2_05_s,Speech,Locale_SubScenario:event_ce02_2_05_s_63,True,,9,idle,,8,idle,,7,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,think,,80,80,1.0,,notmassproduction,notmassproduction,,,,,,,,,,
event_ce02_2_05_s_64,40027,event_ce02_2_05_s,Speech,Locale_SubScenario:event_ce02_2_05_s_64,True,,9,idle,,8,idle,,7,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,think,,800,800,1.0,,notmassproduction,notmassproduction,,,,,,,,,,
event_ce02_2_05_s_65,40027,event_ce02_2_05_s,Narration,Locale_SubScenario:event_ce02_2_05_s_65,False,,9,idle,,8,idle,,7,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,think,,800,800,1.0,,Narration,,,,,,,,,,,sfx_scn_aims
event_ce02_2_05_s_66,40027,event_ce02_2_05_s,Speech,Locale_SubScenario:event_ce02_2_05_s_66,True,,9,idle,,8,idle,,7,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,think,,800,800,1.0,,notmassproduction,notmassproduction,,,,,,,,,,
event_ce02_2_05_s_67,40027,event_ce02_2_05_s,Monologue,Locale_SubScenario:event_ce02_2_05_s_67,False,,9,idle,,8,idle,,7,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,think,,800,800,1.0,,Monologue,,,,,,,,,,,
event_ce02_2_05_s_68,40027,event_ce02_2_05_s,Narration,Locale_SubScenario:event_ce02_2_05_s_68,False,,9,idle,,8,idle,,7,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,think,,800,800,1.0,,Narration,,,,,,,,,,,sfx_scn_7rapturestep
event_ce02_2_05_s_69,40027,event_ce02_2_05_s,Speech,Locale_SubScenario:event_ce02_2_05_s_69,True,,9,idle,,8,idle,,7,idle,,3,angry,,1,idle,,13,idle,,15,idle,,17,think,,30,30,1.0,,anis,anis,,,,,,,,,,
event_ce02_2_05_s_70,40027,event_ce02_2_05_s,Speech,Locale_SubScenario:event_ce02_2_05_s_70,True,,9,idle,,8,idle,,7,idle,,3,angry,,1,idle,,13,idle,,15,idle,,17,think,,30,30,1.0,,anis,anis,,,,,,,,,,
event_ce02_2_05_s_71,40027,event_ce02_2_05_s,Speech,Locale_SubScenario:event_ce02_2_05_s_71,True,,9,idle,,8,idle,,7,idle,,3,angry,,1,idle,,13,idle,,15,idle,,17,think,,30,30,1.0,,anis,anis,,,,,,,,,,
event_ce02_2_05_s_72,40027,event_ce02_2_05_s,Speech,Locale_SubScenario:event_ce02_2_05_s_72,True,,9,idle,,8,idle,,7,idle,,3,angry,,1,idle,,13,idle,,15,idle,,17,think,,30,130,1.0,,rapi,rapi,,,,,,,,,,
event_ce02_2_05_s_73,40027,event_ce02_2_05_s,Speech,Locale_SubScenario:event_ce02_2_05_s_73,True,,9,idle,,8,idle,,7,idle,,3,angry,,1,idle,,13,angry,,15,idle,,17,think,,130,1300,0.5,,rapi,rapi,,,,,,,,,,
