id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,set_filter_01,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
event_absolute1_intermission_01_24,40086,event_absolute1_intermission_01,Monologue,vesti,Locale_MainScenario:event_absolute1_intermission_01_24,True,,20,20,1.0,,,Grey,,,4,idle,,,2,angry,,,12,idle,,,14,idle,
event_absolute1_intermission_01_25,40086,event_absolute1_intermission_01,Monologue,vesti,Locale_MainScenario:event_absolute1_intermission_01_25,True,,20,20,1.0,,,Grey,,,4,idle,,,2,angry,,,12,idle,,,14,idle,
event_absolute1_intermission_01_26,40086,event_absolute1_intermission_01,Monologue,vesti,Locale_MainScenario:event_absolute1_intermission_01_26,True,,20,20,1.0,,,Grey,,,4,idle,,,2,angry,,,12,idle,,,14,idle,
event_absolute1_intermission_01_27,40086,event_absolute1_intermission_01,Monologue,vesti,Locale_MainScenario:event_absolute1_intermission_01_27,True,CityForest_03_d,black,black,1.0,,,,,,4,idle,,,2,angry,,,12,idle,,,14,idle,
event_absolute1_intermission_01_28,40086,event_absolute1_intermission_01,Speech,eunhwa,Locale_MainScenario:event_absolute1_intermission_01_28,True,,20,20,1.0,,eunhwa,,,,4,idle,,,2,idle,,,12,idle,,,14,idle,
event_absolute1_intermission_01_29,40086,event_absolute1_intermission_01,Speech,vesti,Locale_MainScenario:event_absolute1_intermission_01_29,True,,20,1,1.3,,vesti,,,,4,idle,,,2,idle,,,12,idle,,,14,idle,
event_absolute1_intermission_01_30,40086,event_absolute1_intermission_01,Speech,eunhwa,Locale_MainScenario:event_absolute1_intermission_01_30,True,,1,1,1.0,,eunhwa,,,,4,idle,,,2,idle,,,12,idle,,,14,idle,
event_absolute1_intermission_01_31,40086,event_absolute1_intermission_01,Speech,vesti,Locale_MainScenario:event_absolute1_intermission_01_31,True,,1,1,1.0,,vesti,,,,4,idle,,,2,idle,,,12,idle,,,14,idle,
event_absolute1_intermission_01_32,40086,event_absolute1_intermission_01,Narration,vesti,Locale_MainScenario:event_absolute1_intermission_01_32,False,,1,1,1.0,,,,,,4,idle,,,2,idle,,,12,idle,,,14,idle,
event_absolute1_intermission_01_33,40086,event_absolute1_intermission_01,Speech,eunhwa,Locale_MainScenario:event_absolute1_intermission_01_33,False,,1,1,1.0,,eunhwa,,,,4,idle,,,2,idle,,,12,idle,,,14,idle,
event_absolute1_intermission_01_34,40086,event_absolute1_intermission_01,Speech,eunhwa,Locale_MainScenario:event_absolute1_intermission_01_34,True,,1,1,1.0,,eunhwa,,,,4,idle,,,2,idle,,,12,idle,,,14,idle,
event_absolute1_intermission_01_35,40086,event_absolute1_intermission_01,Speech,vesti,Locale_MainScenario:event_absolute1_intermission_01_35,True,,1,1,1.0,,vesti,,,,4,idle,,,2,idle,,,12,idle,,,14,idle,
event_absolute1_intermission_01_36,40086,event_absolute1_intermission_01,Speech,eunhwa,Locale_MainScenario:event_absolute1_intermission_01_36,True,,1,1,1.0,,eunhwa,,,,4,idle,,,2,idle,,,12,idle,,,14,idle,
event_absolute1_intermission_01_37,40086,event_absolute1_intermission_01,Speech,eunhwa,Locale_MainScenario:event_absolute1_intermission_01_37,True,,1,1,1.0,,eunhwa,,,,4,idle,,,2,idle,,,12,idle,,,14,idle,
event_absolute1_intermission_01_38,40086,event_absolute1_intermission_01,Speech,vesti,Locale_MainScenario:event_absolute1_intermission_01_38,True,,1,1,1.0,,vesti,,,,4,idle,,,2,idle,,,12,idle,,,14,idle,
event_absolute1_intermission_01_39,40086,event_absolute1_intermission_01,Speech,vesti,Locale_MainScenario:event_absolute1_intermission_01_39,True,,1,1,1.0,,vesti,,,,4,idle,,,2,idle,,,12,idle,,,14,idle,
event_absolute1_intermission_01_40,40086,event_absolute1_intermission_01,Speech,eunhwa,Locale_MainScenario:event_absolute1_intermission_01_40,True,,1,1,1.0,,eunhwa,,,,4,idle,,,2,idle,,,12,idle,,,14,idle,
event_absolute1_intermission_01_41,40086,event_absolute1_intermission_01,Speech,eunhwa,Locale_MainScenario:event_absolute1_intermission_01_41,True,,1,1,1.0,,eunhwa,,,,4,idle,,,2,idle,,,12,idle,,,14,idle,
event_absolute1_intermission_01_42,40086,event_absolute1_intermission_01,Speech,eunhwa,Locale_MainScenario:event_absolute1_intermission_01_42,True,,1,1,1.0,,eunhwa,,,,4,idle,,,2,idle,,,12,idle,,,14,idle,
event_absolute1_intermission_01_43,40086,event_absolute1_intermission_01,Speech,eunhwa,Locale_MainScenario:event_absolute1_intermission_01_43,True,,1,1,1.0,,eunhwa,,,,4,idle,,,2,idle,,,12,idle,,,14,idle,
event_absolute1_intermission_01_44,40086,event_absolute1_intermission_01,Speech,eunhwa,Locale_MainScenario:event_absolute1_intermission_01_44,True,,1,1,1.0,,eunhwa,,,,4,idle,,,2,idle,,,12,idle,,,14,idle,
event_absolute1_intermission_01_45,40086,event_absolute1_intermission_01,Speech,vesti,Locale_MainScenario:event_absolute1_intermission_01_45,False,,1,1,1.0,,vesti,,,,4,idle,,,2,idle,,,12,idle,,,14,idle,
event_absolute1_intermission_01_46,40086,event_absolute1_intermission_01,Speech,eunhwa,Locale_MainScenario:event_absolute1_intermission_01_46,True,,1,20,1.3,,eunhwa,,,,4,idle,,,2,idle,,,12,idle,,,14,idle,
event_absolute1_intermission_01_47,40086,event_absolute1_intermission_01,Speech,eunhwa,Locale_MainScenario:event_absolute1_intermission_01_47,True,,20,20,1.0,,eunhwa,,,,4,idle,,,2,idle,,,12,idle,,,14,idle,
event_absolute1_intermission_01_48,40086,event_absolute1_intermission_01,Speech,eunhwa,Locale_MainScenario:event_absolute1_intermission_01_48,True,,20,20,1.0,,eunhwa,,,,4,idle,,,2,idle,,,12,idle,,,14,idle,
event_absolute1_intermission_01_49,40086,event_absolute1_intermission_01,Speech,eunhwa,Locale_MainScenario:event_absolute1_intermission_01_49,True,,20,20,1.0,,eunhwa,,,,4,idle,,,2,idle,,,12,idle,,,14,idle,
event_absolute1_intermission_01_50,40086,event_absolute1_intermission_01,Speech,eunhwa,Locale_MainScenario:event_absolute1_intermission_01_50,True,,20,20,1.0,,eunhwa,,,,4,idle,,,2,idle,,,12,idle,,,14,idle,
event_absolute1_intermission_01_51,40086,event_absolute1_intermission_01,Speech,eunhwa,Locale_MainScenario:event_absolute1_intermission_01_51,True,,20,20,1.0,,eunhwa,,,,4,idle,,,2,idle,,,12,idle,,,14,idle,
event_absolute1_intermission_01_52,40086,event_absolute1_intermission_01,Speech,eunhwa,Locale_MainScenario:event_absolute1_intermission_01_52,True,,20,20,1.0,,eunhwa,,,,4,idle,,,2,idle,,,12,idle,,,14,idle,
event_absolute1_intermission_01_53,40086,event_absolute1_intermission_01,Speech,eunhwa,Locale_MainScenario:event_absolute1_intermission_01_53,False,,20,20,1.0,,vesti,,,,4,idle,,,2,idle,,,12,idle,,,14,idle,
event_absolute1_intermission_01_54,40086,event_absolute1_intermission_01,Monologue,vesti,Locale_MainScenario:event_absolute1_intermission_01_54,True,,20,20,1.0,,,Grey,,,4,idle,,,2,idle,,,12,idle,,,14,idle,
event_absolute1_intermission_01_55,40086,event_absolute1_intermission_01,Monologue,vesti,Locale_MainScenario:event_absolute1_intermission_01_55,True,,20,20,1.0,,,Grey,,,4,idle,,,2,idle,,,12,idle,,,14,idle,
event_absolute1_intermission_01_56,40086,event_absolute1_intermission_01,Monologue,vesti,Locale_MainScenario:event_absolute1_intermission_01_56,True,,20,20,1.0,,,Grey,,,4,idle,,,2,idle,,,12,idle,,,14,idle,
event_absolute1_intermission_01_57,40086,event_absolute1_intermission_01,Monologue,vesti,Locale_MainScenario:event_absolute1_intermission_01_57,True,,20,20,1.0,,,Grey,,,4,idle,,,2,idle,,,12,idle,,,14,idle,
event_absolute1_intermission_01_58,40086,event_absolute1_intermission_01,Speech,eunhwa,Locale_MainScenario:event_absolute1_intermission_01_58,True,,20,20,1.0,,eunhwa,,,,4,idle,,,2,idle,,,12,idle,,,14,idle,
event_absolute1_intermission_01_59,40086,event_absolute1_intermission_01,Speech,eunhwa,Locale_MainScenario:event_absolute1_intermission_01_59,True,,20,20,1.0,,eunhwa,,,,4,idle,,,2,idle,,,12,idle,,,14,idle,
event_absolute1_intermission_01_60,40086,event_absolute1_intermission_01,Speech,eunhwa,Locale_MainScenario:event_absolute1_intermission_01_60,True,,20,20,1.0,,eunhwa,,,,4,idle,,,2,idle,,,12,idle,,,14,idle,
event_absolute1_intermission_01_61,40086,event_absolute1_intermission_01,Speech,rapi,Locale_MainScenario:event_absolute1_intermission_01_61,True,,20,3,1.3,,rapi,,,,4,idle,,,2,idle,,,12,idle,,,14,idle,
event_absolute1_intermission_01_62,40086,event_absolute1_intermission_01,Speech,eunhwa,Locale_MainScenario:event_absolute1_intermission_01_62,True,,3,3,1.0,,eunhwa,,,,4,idle,,,2,angry,,,12,idle,,,14,idle,
event_absolute1_intermission_01_63,40086,event_absolute1_intermission_01,Speech,emma,Locale_MainScenario:event_absolute1_intermission_01_63,True,,140,140,1.0,,emma,,,,4,idle,,,2,angry,,,12,idle,,,14,delight,
event_absolute1_intermission_01_64,40086,event_absolute1_intermission_01,Speech,emma,Locale_MainScenario:event_absolute1_intermission_01_64,True,,140,140,1.0,,emma,,,,4,idle,,,2,angry,,,12,idle,,,14,delight,
event_absolute1_intermission_01_65,40086,event_absolute1_intermission_01,Speech,eunhwa,Locale_MainScenario:event_absolute1_intermission_01_65,True,,1,1,1.0,,eunhwa,,,,4,idle,,,2,angry,,,12,idle,,,14,delight,
event_absolute1_intermission_01_66,40086,event_absolute1_intermission_01,Speech,vesti,Locale_MainScenario:event_absolute1_intermission_01_66,True,,1,1,1.0,,vesti,,,,4,idle,,,2,angry,,,12,idle,,,14,delight,
event_absolute1_intermission_01_67,40086,event_absolute1_intermission_01,Monologue,vesti,Locale_MainScenario:event_absolute1_intermission_01_67,True,,1,1,1.0,,,Grey,,,4,idle,,,2,angry,,,12,idle,,,14,idle,
event_absolute1_intermission_01_68,40086,event_absolute1_intermission_01,Monologue,vesti,Locale_MainScenario:event_absolute1_intermission_01_68,True,,1,1,1.0,,,Grey,,,4,idle,,,2,angry,,,12,idle,,,14,idle,
event_absolute1_intermission_01_69,40086,event_absolute1_intermission_01,Speech,eunhwa,Locale_MainScenario:event_absolute1_intermission_01_69,True,NikkeRoom,black,black,1.0,,eunhwa,,black,,12,idle,,,4,idle,,,14,idle,,,2,idle,
event_absolute1_intermission_01_70,40086,event_absolute1_intermission_01,Speech,emma,Locale_MainScenario:event_absolute1_intermission_01_70,True,,3,3,1.0,,emma,,,,12,idle,,,4,idle,,,14,idle,,,2,delight,
event_absolute1_intermission_01_71,40086,event_absolute1_intermission_01,Speech,rapi,Locale_MainScenario:event_absolute1_intermission_01_71,True,,13,13,1.0,,rapi,,,,12,idle,,,4,idle,,,14,idle,,,2,delight,
event_absolute1_intermission_01_72,40086,event_absolute1_intermission_01,Speech,vesti,Locale_MainScenario:event_absolute1_intermission_01_72,True,,13,13,1.0,,vesti,,,,12,idle,,,4,idle,,,14,idle,,,2,delight,
event_absolute1_intermission_01_73,40086,event_absolute1_intermission_01,Monologue,vesti,Locale_MainScenario:event_absolute1_intermission_01_73,True,,black,black,1.0,,,,,,12,idle,,,4,idle,,,14,idle,,,2,delight,
event_absolute1_intermission_01_74,40086,event_absolute1_intermission_01,Monologue,vesti,Locale_MainScenario:event_absolute1_intermission_01_74,True,GoodOffice,black,black,1.0,none,,,,ingrid,4,idle,rapi,,2,idle,,,12,idle,,,14,idle,
event_absolute1_intermission_01_75,40086,event_absolute1_intermission_01,Speech,ingrid,Locale_MainScenario:event_absolute1_intermission_01_75,True,,L_40,L_40,1.0,,ingrid,,,,4,idle,,,2,idle,,,12,idle,,,14,idle,
event_absolute1_intermission_01_76,40086,event_absolute1_intermission_01,Speech,ingrid,Locale_MainScenario:event_absolute1_intermission_01_76,True,,L_40,L_40,1.0,,ingrid,,,,4,idle,,,2,idle,,,12,idle,,,14,idle,
event_absolute1_intermission_01_77,40086,event_absolute1_intermission_01,Speech,vesti,Locale_MainScenario:event_absolute1_intermission_01_77,True,,1,1,1.0,,vesti,,,,4,idle,,,2,idle,,,12,idle,,,14,idle,
event_absolute1_intermission_01_78,40086,event_absolute1_intermission_01,Speech,eunhwa,Locale_MainScenario:event_absolute1_intermission_01_78,True,,1,1,1.0,,eunhwa,,,,4,idle,,,2,idle,,,12,idle,,,14,idle,
event_absolute1_intermission_01_79,40086,event_absolute1_intermission_01,Speech,eunhwa,Locale_MainScenario:event_absolute1_intermission_01_79,True,,1,1,1.0,,eunhwa,,,,4,idle,,,2,idle,,,12,idle,,,14,idle,
event_absolute1_intermission_01_80,40086,event_absolute1_intermission_01,Speech,emma,Locale_MainScenario:event_absolute1_intermission_01_80,True,,140,140,1.0,,emma,,,,4,idle,,,2,idle,,,12,idle,,,14,worry,
event_absolute1_intermission_01_81,40086,event_absolute1_intermission_01,Speech,emma,Locale_MainScenario:event_absolute1_intermission_01_81,True,,140,140,1.0,,emma,,,,4,idle,,,2,idle,,,12,idle,,,14,worry,
event_absolute1_intermission_01_82,40086,event_absolute1_intermission_01,Speech,eunhwa,Locale_MainScenario:event_absolute1_intermission_01_82,True,,3,3,1.0,,eunhwa,,,,4,idle,,,2,angry,,,12,idle,,,14,worry,
event_absolute1_intermission_01_83,40086,event_absolute1_intermission_01,Speech,eunhwa,Locale_MainScenario:event_absolute1_intermission_01_83,True,,3,3,1.0,,eunhwa,,,,4,idle,,,2,angry,,,12,idle,,,14,worry,
event_absolute1_intermission_01_84,40086,event_absolute1_intermission_01,Speech,ingrid,Locale_MainScenario:event_absolute1_intermission_01_84,True,,3,3,1.0,bgm_story_monochrome,ingrid,,,,4,idle,,,2,angry,,,12,idle,,,14,worry,
event_absolute1_intermission_01_85,40086,event_absolute1_intermission_01,Speech,emma,Locale_MainScenario:event_absolute1_intermission_01_85,False,,13,13,1.0,,emma,,,,4,idle,,,2,angry,,,12,idle,,,14,surprise,
event_absolute1_intermission_01_86,40086,event_absolute1_intermission_01,Speech,vesti,Locale_MainScenario:event_absolute1_intermission_01_86,False,,13,13,1.0,,vesti,,,,4,idle,,,2,angry,,,12,idle,,,14,surprise,
event_absolute1_intermission_01_87,40086,event_absolute1_intermission_01,Speech,eunhwa,Locale_MainScenario:event_absolute1_intermission_01_87,True,,3,3,1.0,,eunhwa,,,,4,idle,,,2,surprise,,,12,idle,,,14,surprise,
event_absolute1_intermission_01_88,40086,event_absolute1_intermission_01,Speech,ingrid,Locale_MainScenario:event_absolute1_intermission_01_88,True,,3,3,1.0,,ingrid,,,,4,idle,,,2,surprise,,,12,idle,,,14,surprise,
event_absolute1_intermission_01_89,40086,event_absolute1_intermission_01,Speech,eunhwa,Locale_MainScenario:event_absolute1_intermission_01_89,True,,3,3,1.0,,eunhwa,,,,4,idle,,,2,surprise,,,12,idle,,,14,surprise,
event_absolute1_intermission_01_90,40086,event_absolute1_intermission_01,Speech,ingrid,Locale_MainScenario:event_absolute1_intermission_01_90,True,,3,3,1.0,,ingrid,,,,4,think,,,2,surprise,,,12,idle,,,14,surprise,
event_absolute1_intermission_01_91,40086,event_absolute1_intermission_01,Speech,ingrid,Locale_MainScenario:event_absolute1_intermission_01_91,True,,3,3,1.0,,ingrid,,,,4,think,,,2,surprise,,,12,idle,,,14,surprise,
event_absolute1_intermission_01_92,40086,event_absolute1_intermission_01,Speech,ingrid,Locale_MainScenario:event_absolute1_intermission_01_92,True,,3,3,1.0,,ingrid,,,,4,think,,,2,surprise,,,12,idle,,,14,surprise,
event_absolute1_intermission_01_93,40086,event_absolute1_intermission_01,Speech,emma,Locale_MainScenario:event_absolute1_intermission_01_93,True,,13,13,1.0,,emma,,,,4,think,,,2,surprise,,,12,idle,,,14,angry,
event_absolute1_intermission_01_94,40086,event_absolute1_intermission_01,Speech,vesti,Locale_MainScenario:event_absolute1_intermission_01_94,True,,13,13,1.0,,vesti,,,,4,think,,,2,surprise,,,12,idle,,,14,angry,
event_absolute1_intermission_01_95,40086,event_absolute1_intermission_01,Speech,eunhwa,Locale_MainScenario:event_absolute1_intermission_01_95,False,,3,3,1.0,,eunhwa,,,,4,think,,,2,surprise,,,12,idle,,,14,angry,
event_absolute1_intermission_01_96,40086,event_absolute1_intermission_01,Speech,eunhwa,Locale_MainScenario:event_absolute1_intermission_01_96,True,,3,3,1.0,,eunhwa,,,,4,think,,,2,surprise,,,12,idle,,,14,angry,
event_absolute1_intermission_01_97,40086,event_absolute1_intermission_01,Speech,eunhwa,Locale_MainScenario:event_absolute1_intermission_01_97,True,,3,20,1.3,,eunhwa,,,,4,think,,,2,surprise,,,12,idle,,,14,angry,
event_absolute1_intermission_01_98,40086,event_absolute1_intermission_01,Speech,eunhwa,Locale_MainScenario:event_absolute1_intermission_01_98,True,,20,20,1.0,,eunhwa,,,,4,think,,,2,angry,,,12,idle,,,14,angry,
event_absolute1_intermission_01_99,40086,event_absolute1_intermission_01,Speech,eunhwa,Locale_MainScenario:event_absolute1_intermission_01_99,True,,20,20,1.0,,eunhwa,,,,4,think,,,2,angry,,,12,idle,,,14,angry,
event_absolute1_intermission_01_100,40086,event_absolute1_intermission_01,Speech,eunhwa,Locale_MainScenario:event_absolute1_intermission_01_100,True,,20,20,1.0,,eunhwa,,,,4,think,,,2,angry,,,12,idle,,,14,angry,
event_absolute1_intermission_01_101,40086,event_absolute1_intermission_01,Narration,eunhwa,Locale_MainScenario:event_absolute1_intermission_01_101,False,,black,black,1.0,,,,,,4,think,,,2,angry,eunhwa,,2,idle,,,12,angry,
event_absolute1_intermission_01_102,40086,event_absolute1_intermission_01,Speech,emma,Locale_MainScenario:event_absolute1_intermission_01_102,True,,120,120,1.0,,emma,,,,4,think,,,,,,,2,idle,,,12,surprise,
event_absolute1_intermission_01_103,40086,event_absolute1_intermission_01,Speech,ingrid,Locale_MainScenario:event_absolute1_intermission_01_103,True,,L_40,L_40,1.0,,ingrid,,,,4,think,,,,,,,2,idle,,,12,surprise,
event_absolute1_intermission_01_104,40086,event_absolute1_intermission_01,Speech,vesti,Locale_MainScenario:event_absolute1_intermission_01_104,True,,XS_20,XS_20,1.0,,vesti,,,,4,think,,,,,,,2,idle,,,12,surprise,
event_absolute1_intermission_01_105,40086,event_absolute1_intermission_01,Monologue,vesti,Locale_MainScenario:event_absolute1_intermission_01_105,False,,XS_20,XS_20,1.0,,,Grey,,,4,think,,,,,,,2,idle,,,12,surprise,
event_absolute1_intermission_01_106,40086,event_absolute1_intermission_01,Monologue,vesti,Locale_MainScenario:event_absolute1_intermission_01_106,False,,XS_20,XS_20,1.0,,,Grey,,,4,think,,,,,,,2,idle,,,12,surprise,
event_absolute1_intermission_01_107,40086,event_absolute1_intermission_01,Monologue,vesti,Locale_MainScenario:event_absolute1_intermission_01_107,False,,XS_20,XS_20,1.0,,,Grey,,,4,think,,,,,,,2,idle,,,12,surprise,
event_absolute1_intermission_01_108,40086,event_absolute1_intermission_01,Monologue,vesti,Locale_MainScenario:event_absolute1_intermission_01_108,False,,black,black,1.0,,,Grey,,,4,think,,,,,,,2,idle,,,12,surprise,
event_absolute1_intermission_01_109,40086,event_absolute1_intermission_01,Monologue,vesti,Locale_MainScenario:event_absolute1_intermission_01_109,False,,black,black,1.0,,,Grey,,,4,think,,,,,,,2,idle,,,12,surprise,
event_absolute1_intermission_01_110,40086,event_absolute1_intermission_01,Monologue,vesti,Locale_MainScenario:event_absolute1_intermission_01_110,False,,black,black,1.0,,,Grey,,,4,think,,,,,,,2,idle,,,12,surprise,
event_absolute1_intermission_01_111,40086,event_absolute1_intermission_01,Monologue,vesti,Locale_MainScenario:event_absolute1_intermission_01_111,False,,black,black,1.0,,,Grey,,,4,think,,,,,,,2,idle,,,12,surprise,
event_absolute1_intermission_01_112,40086,event_absolute1_intermission_01,Monologue,vesti,Locale_MainScenario:event_absolute1_intermission_01_112,False,,black,black,1.0,,,Grey,,,4,think,,,,,,,2,idle,,,12,surprise,
event_absolute1_intermission_01_113,40086,event_absolute1_intermission_01,Monologue,vesti,Locale_MainScenario:event_absolute1_intermission_01_113,False,Armory,black,black,1.0,,,Grey,,eunhwa_t,2,angry,ingrid,vesti_t,12,sad,,,2,idle,vesti,,12,surprise,emma
event_absolute1_intermission_01_114,40086,event_absolute1_intermission_01,Speech,vesti_t,Locale_MainScenario:event_absolute1_intermission_01_114,True,,1,1,1.0,,vesti_t,,,,2,angry,,,12,sad,,,,,,,,,
event_absolute1_intermission_01_115,40086,event_absolute1_intermission_01,Speech,vesti_t,Locale_MainScenario:event_absolute1_intermission_01_115,True,,1,1,1.0,,vesti_t,,,,2,angry,,,12,sad,,,,,,,,,
event_absolute1_intermission_01_116,40086,event_absolute1_intermission_01,Speech,vesti_t,Locale_MainScenario:event_absolute1_intermission_01_116,True,,1,1,1.0,,vesti_t,,,,2,angry,,,12,sad,,,,,,,,,
event_absolute1_intermission_01_117,40086,event_absolute1_intermission_01,Speech,vesti_t,Locale_MainScenario:event_absolute1_intermission_01_117,True,,1,1,1.0,,vesti_t,,,,2,angry,,,12,sad,,,,,,,,,
event_absolute1_intermission_01_118,40086,event_absolute1_intermission_01,Speech,vesti_t,Locale_MainScenario:event_absolute1_intermission_01_118,True,,1,1,1.0,,vesti_t,,,,2,angry,,,12,sad,,,,,,,,,
event_absolute1_intermission_01_119,40086,event_absolute1_intermission_01,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_intermission_01_119,True,,1,1,1.0,,eunhwa_t,,,,2,angry,,,12,sad,,,,,,,,,
