id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,characters/1/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,fade,characters/8/show_char_id,characters/8/set_char_position,characters/8/set_char_anim,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,characters/8/hide_char_id,play_sound,characters/9/show_char_id,characters/9/set_char_position,characters/9/set_char_anim,characters/9/hide_char_id
event_exnii2_03_e_11,40071,event_exnii2_03_e,Speech,rapi,rapi,Locale_SubScenario:event_exnii2_03_e_11,True,,,,,,,,1,idle,,15,17,1.0,,,,,13,idle,,15,idle,,17,idle,,,,,,,,,,,,,,
event_exnii2_03_e_12,40071,event_exnii2_03_e,Self,rapi,,Locale_SubScenario:event_exnii2_03_e_12,False,,,,,,,,1,idle,,17,17,1.0,,,,,13,idle,,15,idle,,17,idle,,,,,,,,,,,,,,
event_exnii2_03_e_13,40071,event_exnii2_03_e,Speech,ce004_03,ce004_03,Locale_SubScenario:event_exnii2_03_e_13,True,,,,,,,,1,idle,,1,1,1.0,,,,,13,idle,,15,idle,,17,idle,,,,,,,,,,,,,,
event_exnii2_03_e_14,40071,event_exnii2_03_e,Speech,liter,liter,Locale_SubScenario:event_exnii2_03_e_14,True,,,,,,,,1,idle,,16,16,1.0,,,,,13,idle,,15,delight,,17,idle,,,,,,,,,,,,,,
event_exnii2_03_e_15,40071,event_exnii2_03_e,Speech,liter,liter,Locale_SubScenario:event_exnii2_03_e_15,True,,,,,,,,1,idle,,16,16,1.0,,,,,13,idle,,15,delight,,17,idle,,,,,,,,,,,,,,
event_exnii2_03_e_16,40071,event_exnii2_03_e,Speech,liter,liter,Locale_SubScenario:event_exnii2_03_e_16,True,,,,,,,,1,idle,,16,16,1.0,,,,,13,idle,,15,delight,,17,idle,,,,,,,,,,,,,,
event_exnii2_03_e_17,40071,event_exnii2_03_e,Speech,rapi,rapi,Locale_SubScenario:event_exnii2_03_e_17,True,,,,,,,,1,idle,,16,16,1.0,,,,,13,idle,,15,delight,,17,idle,,,,,,,,,,,,,,
event_exnii2_03_e_18,40071,event_exnii2_03_e,Speech,shifty,shifty,Locale_SubScenario:event_exnii2_03_e_18,True,,,,,,,,1,idle,,16,16,1.0,event_bgm_ce005_field_2,,,,13,idle,,15,delight,,17,idle,,shifty,OP_rightup,surprise,,,,,,,,,,
event_exnii2_03_e_19,40071,event_exnii2_03_e,Speech,shifty,shifty,Locale_SubScenario:event_exnii2_03_e_19,True,,,,,,,,1,idle,,16,16,1.0,,,,,13,idle,,15,surprise,,17,angry,,,OP_rightup,surprise,,,,,,,,,,
event_exnii2_03_e_20,40071,event_exnii2_03_e,Speech,shifty,shifty,Locale_SubScenario:event_exnii2_03_e_20,True,,,,,,,,1,idle,,16,16,1.0,,,,,13,idle,,15,surprise,,17,angry,,,OP_rightup,angry,ce004_03,maxwell,liter,rapi,,,,,,
event_exnii2_03_e_21,40071,event_exnii2_03_e,Narration,,,Locale_SubScenario:event_exnii2_03_e_21,False,,,,,,,,,,EventScene_ce005_06_6,1,1,1.0,,,,,,,,,,,,,black,,,,,,,,shifty,sfx_scn_evagrowling,,,,
event_exnii2_03_e_22,40071,event_exnii2_03_e,Narration,,,Locale_SubScenario:event_exnii2_03_e_22,False,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
event_exnii2_03_e_23,40071,event_exnii2_03_e,Narration,,,Locale_SubScenario:event_exnii2_03_e_23,False,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,sfx_scn_cannonbeam,,,,
event_exnii2_03_e_24,40071,event_exnii2_03_e,Speech,neon,neon,Locale_SubScenario:event_exnii2_03_e_24,True,,,,,,,anis,1,angry,EzsUp,event_exnii_talk_02,event_exnii_talk_02,1.0,,,,neon,13,angry,,,,,,,black,,,,,,,,,,,,,
event_exnii2_03_e_25,40071,event_exnii2_03_e,Speech,anis,anis,Locale_SubScenario:event_exnii2_03_e_25,True,,,,,,,,1,angry,,event_exnii_talk_02,event_exnii_talk_02,1.0,,,,,13,angry,,,,,,,,,,,,,,,,,,,,
event_exnii2_03_e_26,40071,event_exnii2_03_e,Narration,,,Locale_SubScenario:event_exnii2_03_e_26,False,,,,,,,,1,angry,,event_exnii_talk_02,event_exnii_talk_02,1.0,,,,,13,angry,,,,,,,,,,,,,,,,sfx_scn_explosions,,,,
event_exnii2_03_e_27,40071,event_exnii2_03_e,Self,anis,,Locale_SubScenario:event_exnii2_03_e_27,False,,,,,,,,1,angry,,event_exnii_talk_02,event_exnii_talk_02,1.0,,,,,13,angry,,,,,,,,,,,,,,,,,,,,
event_exnii2_03_e_28,40071,event_exnii2_03_e,Speech,shifty,shifty,Locale_SubScenario:event_exnii2_03_e_28,True,,,,,,,,1,angry,,event_exnii_talk_02,event_exnii_talk_02,1.0,,,,,13,angry,,,,,,,,shifty,OP_rightup,sad,,,,,,,,,,
event_exnii2_03_e_29,40071,event_exnii2_03_e,Speech,shifty,shifty,Locale_SubScenario:event_exnii2_03_e_29,True,,,,,,,,1,angry,,event_exnii_talk_02,event_exnii_talk_02,1.0,,,,,13,angry,,,,,,,,,OP_rightup,sad,,,,,,,,,,
event_exnii2_03_e_30,40071,event_exnii2_03_e,Speech,shifty,shifty,Locale_SubScenario:event_exnii2_03_e_30,True,,,,,,,,1,angry,,event_exnii_talk_02,event_exnii_talk_02,1.0,,,,,13,angry,,,,,,,,,OP_rightup,sad,,,,,,,,,,
event_exnii2_03_e_31,40071,event_exnii2_03_e,Speech,pepper,pepper,Locale_SubScenario:event_exnii2_03_e_31,True,,,,ce005_02,3,think,pepper,1,angry,RedBeach_2,event_exnii_talk_06,event_exnii_talk_06,1.0,,,,,13,angry,,,,,,,black,,OP_rightup,sad,anis,neon,,,shifty,,,,,
event_exnii2_03_e_32,40071,event_exnii2_03_e,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii2_03_e_32,True,,,,,3,angry,,1,surprise,,event_exnii_talk_06,event_exnii_talk_06,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
event_exnii2_03_e_33,40071,event_exnii2_03_e,Speech,ce005_01,ce005_01,Locale_SubScenario:event_exnii2_03_e_33,True,,,,,3,idle,,1,surprise,,event_exnii_talk_06,13,1.0,,,,ce005_01,13,sad,,,,,,,,,,,,,,,,,,,,
event_exnii2_03_e_34,40071,event_exnii2_03_e,Speech,ce005_01,ce005_01,Locale_SubScenario:event_exnii2_03_e_34,True,,,,,3,idle,,1,surprise,,13,13,1.0,,,,,13,sad,,,,,,,,,,,,,,,,,,,,
event_exnii2_03_e_35,40071,event_exnii2_03_e,Speech,pepper,pepper,Locale_SubScenario:event_exnii2_03_e_35,True,,,,,3,idle,,1,idle,,13,event_exnii_talk_02,1.0,,,,,13,sad,,,,,,,,,,,,,,,,,,,,
event_exnii2_03_e_36,40071,event_exnii2_03_e,Speech,ce005_01,ce005_01,Locale_SubScenario:event_exnii2_03_e_36,True,,,,,3,idle,,1,idle,,event_exnii_talk_02,event_exnii_talk_02,1.0,,,,,13,sad,,,,,,,,,,,,,,,,,,,,
event_exnii2_03_e_37,40071,event_exnii2_03_e,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii2_03_e_37,True,,,,,3,surprise,,1,idle,,event_exnii_talk_02,30,1.0,,,,,13,surprise,,,,,,,,,,,,,,,,,,,,
event_exnii2_03_e_38,40071,event_exnii2_03_e,Speech,shifty,shifty,Locale_SubScenario:event_exnii2_03_e_38,True,,,,,3,surprise,,1,idle,EventScene_ce005_01_3,1,1,1.0,,,ce005_02,,13,surprise,,,,,,,black,shifty,OP_rightup,angry,pepper,ce005_01,,,,,,,,
event_exnii2_03_e_39,40071,event_exnii2_03_e,Speech,shifty,shifty,Locale_SubScenario:event_exnii2_03_e_39,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,OP_rightup,angry,,,,,,,,,,
event_exnii2_03_e_40,40071,event_exnii2_03_e,Speech,helm_op_l,helm_op_l,Locale_SubScenario:event_exnii2_03_e_40,True,,,,,,,,,,RedBeach_3,1,1,1.0,,,,,,,,,,,,,black,,OP_rightup,angry,,,,,,,helm_op_l,OP_leftup,angry,
event_exnii2_03_e_41,40071,event_exnii2_03_e,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii2_03_e_41,True,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,OP_rightup,angry,,,,,,,,OP_leftup,angry,
event_exnii2_03_e_42,40071,event_exnii2_03_e,Narration,,,Locale_SubScenario:event_exnii2_03_e_42,False,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,OP_rightup,angry,,,,,shifty,sfx_scn_skyhole,,OP_leftup,angry,helm_op_l
event_exnii2_03_e_43,40071,event_exnii2_03_e,Narration,,,Locale_SubScenario:event_exnii2_03_e_43,False,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,sfx_scn_sonicboom,,,,
event_exnii2_03_e_44,40071,event_exnii2_03_e,Narration,,,Locale_SubScenario:event_exnii2_03_e_44,False,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
