id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id
event_overthehorizon_06_e_87,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_87,True,,1,idle,,10,10,1.0,,
event_overthehorizon_06_e_88,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_88,True,,1,idle,,10,10,1.0,,
event_overthehorizon_06_e_89,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_89,True,,1,idle,,10,10,1.0,,
event_overthehorizon_06_e_90,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_90,True,,1,idle,,10,10,1.0,,
event_overthehorizon_06_e_91,40081,event_overthehorizon_06_e,Self,sora,,Locale_SubScenario:event_overthehorizon_06_e_91,False,,1,idle,,10,10,1.0,,
event_overthehorizon_06_e_92,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_92,True,,1,idle,,10,100,1.0,,
event_overthehorizon_06_e_93,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_93,True,,1,idle,,100,100,1.0,,
event_overthehorizon_06_e_94,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_94,True,,1,idle,,100,100,1.0,,
event_overthehorizon_06_e_95,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_95,True,,1,idle,,100,100,1.0,,
event_overthehorizon_06_e_96,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_96,True,,1,idle,,100,100,1.0,,
event_overthehorizon_06_e_97,40081,event_overthehorizon_06_e,Self,sora,,Locale_SubScenario:event_overthehorizon_06_e_97,False,,1,idle,,100,100,1.0,,
event_overthehorizon_06_e_98,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_98,True,,1,idle,,100,100,1.0,,
event_overthehorizon_06_e_99,40081,event_overthehorizon_06_e,Self,sora,,Locale_SubScenario:event_overthehorizon_06_e_99,False,,1,idle,,100,100,1.0,,
event_overthehorizon_06_e_100,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_100,True,,1,idle,,100,100,1.0,,
event_overthehorizon_06_e_101,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_101,True,,1,idle,,100,100,1.0,,
event_overthehorizon_06_e_102,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_102,True,,1,idle,,100,100,1.0,,
event_overthehorizon_06_e_103,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_103,True,,1,idle,,100,100,1.0,,
event_overthehorizon_06_e_104,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_104,True,,1,idle,,100,100,1.0,,
event_overthehorizon_06_e_105,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_105,True,,1,idle,,100,100,1.0,,
event_overthehorizon_06_e_106,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_106,True,,1,idle,,100,100,1.0,,
event_overthehorizon_06_e_107,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_107,True,,1,idle,,100,100,1.0,,
event_overthehorizon_06_e_108,40081,event_overthehorizon_06_e,Self,sora,,Locale_SubScenario:event_overthehorizon_06_e_108,False,,1,idle,,100,100,1.0,,
event_overthehorizon_06_e_109,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_109,True,,1,idle,,100,100,1.0,,
event_overthehorizon_06_e_110,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_110,True,,1,idle,,100,100,1.0,,
event_overthehorizon_06_e_111,40081,event_overthehorizon_06_e,Self,sora,,Locale_SubScenario:event_overthehorizon_06_e_111,False,,1,idle,,100,100,1.0,,
event_overthehorizon_06_e_112,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_112,True,,1,idle,,100,100,1.0,,
event_overthehorizon_06_e_113,40081,event_overthehorizon_06_e,Self,sora,,Locale_SubScenario:event_overthehorizon_06_e_113,False,,1,idle,,100,100,1.0,,
event_overthehorizon_06_e_114,40081,event_overthehorizon_06_e,Monologue,sora,,Locale_SubScenario:event_overthehorizon_06_e_114,False,,1,idle,,black,black,1.0,,
event_overthehorizon_06_e_115,40081,event_overthehorizon_06_e,Monologue,sora,,Locale_SubScenario:event_overthehorizon_06_e_115,False,,1,idle,,black,black,1.0,,
event_overthehorizon_06_e_116,40081,event_overthehorizon_06_e,Monologue,sora,,Locale_SubScenario:event_overthehorizon_06_e_116,False,,1,idle,,black,black,1.0,,
event_overthehorizon_06_e_117,40081,event_overthehorizon_06_e,Monologue,sora,,Locale_SubScenario:event_overthehorizon_06_e_117,False,,1,idle,,black,black,1.0,,
event_overthehorizon_06_e_118,40081,event_overthehorizon_06_e,Monologue,sora,,Locale_SubScenario:event_overthehorizon_06_e_118,False,,1,idle,,black,black,1.0,,
event_overthehorizon_06_e_119,40081,event_overthehorizon_06_e,Monologue,sora,,Locale_SubScenario:event_overthehorizon_06_e_119,False,,1,idle,,black,black,1.0,,
event_overthehorizon_06_e_120,40081,event_overthehorizon_06_e,Monologue,sora,,Locale_SubScenario:event_overthehorizon_06_e_120,False,,1,idle,,black,black,1.0,,
event_overthehorizon_06_e_121,40081,event_overthehorizon_06_e,Monologue,sora,,Locale_SubScenario:event_overthehorizon_06_e_121,False,,1,idle,,black,black,1.0,,
event_overthehorizon_06_e_122,40081,event_overthehorizon_06_e,Monologue,sora,,Locale_SubScenario:event_overthehorizon_06_e_122,False,,1,idle,,black,black,1.0,,
event_overthehorizon_06_e_123,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_123,True,,1,idle,,100,10,1.0,,
event_overthehorizon_06_e_124,40081,event_overthehorizon_06_e,Self,sora,,Locale_SubScenario:event_overthehorizon_06_e_124,False,,1,idle,,10,10,1.0,,
event_overthehorizon_06_e_125,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_125,True,,1,idle,,10,10,1.0,,
event_overthehorizon_06_e_126,40081,event_overthehorizon_06_e,Self,sora,,Locale_SubScenario:event_overthehorizon_06_e_126,False,,1,idle,,10,10,1.0,,
event_overthehorizon_06_e_127,40081,event_overthehorizon_06_e,Self,sora,,Locale_SubScenario:event_overthehorizon_06_e_127,False,,1,idle,,10,10,1.0,,
event_overthehorizon_06_e_128,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_128,True,,1,idle2,,10,100,0.7,,
event_overthehorizon_06_e_129,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_129,True,,1,idle2,,100,100,1.0,,
event_overthehorizon_06_e_130,40081,event_overthehorizon_06_e,Self,sora,,Locale_SubScenario:event_overthehorizon_06_e_130,False,,1,idle2,,100,100,1.0,,
event_overthehorizon_06_e_131,40081,event_overthehorizon_06_e,Self,sora,,Locale_SubScenario:event_overthehorizon_06_e_131,False,,1,idle2,,100,100,1.0,,
event_overthehorizon_06_e_132,40081,event_overthehorizon_06_e,Self,sora,,Locale_SubScenario:event_overthehorizon_06_e_132,False,,1,idle2,,100,100,1.0,,
event_overthehorizon_06_e_133,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_133,True,,1,idle,,100,100,1.0,,
event_overthehorizon_06_e_134,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_134,True,,1,idle,,100,100,1.0,,
event_overthehorizon_06_e_135,40081,event_overthehorizon_06_e,Self,sora,,Locale_SubScenario:event_overthehorizon_06_e_135,False,,1,idle,,100,100,1.0,,
event_overthehorizon_06_e_136,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_136,True,,1,idle,,100,100,1.0,,
event_overthehorizon_06_e_137,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_137,True,,1,idle,,100,100,1.0,,
event_overthehorizon_06_e_138,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_138,True,,1,idle,,100,100,1.0,,
event_overthehorizon_06_e_139,40081,event_overthehorizon_06_e,Self,sora,,Locale_SubScenario:event_overthehorizon_06_e_139,False,,1,idle,,100,100,1.0,,
event_overthehorizon_06_e_140,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_140,True,,1,idle,,100,100,1.0,,
event_overthehorizon_06_e_141,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_141,True,,1,idle,,100,100,1.0,,
event_overthehorizon_06_e_142,40081,event_overthehorizon_06_e,Self,sora,,Locale_SubScenario:event_overthehorizon_06_e_142,False,,1,idle,,100,100,1.0,,
event_overthehorizon_06_e_143,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_143,True,,1,idle,,100,100,1.0,,
event_overthehorizon_06_e_144,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_144,True,,1,idle2,,100,10,1.0,,
event_overthehorizon_06_e_145,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_145,True,,1,idle2,,10,10,1.0,,
event_overthehorizon_06_e_146,40081,event_overthehorizon_06_e,Self,sora,,Locale_SubScenario:event_overthehorizon_06_e_146,False,,1,idle2,,10,10,1.0,,
event_overthehorizon_06_e_147,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_147,True,,1,idle,,10,10,1.0,,
event_overthehorizon_06_e_148,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_148,True,,1,idle,,10,10,1.0,,
event_overthehorizon_06_e_149,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_149,True,,1,idle,,10,10,1.0,,
event_overthehorizon_06_e_150,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_150,True,,1,idle,,10,10,1.0,,
event_overthehorizon_06_e_151,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_151,True,,1,idle,,10,10,1.0,,
event_overthehorizon_06_e_152,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_152,True,,1,idle,,10,10,1.0,,
event_overthehorizon_06_e_153,40081,event_overthehorizon_06_e,Self,sora,,Locale_SubScenario:event_overthehorizon_06_e_153,False,,1,idle,,10,10,1.0,,
event_overthehorizon_06_e_154,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_154,True,,1,idle,,10,10,1.0,,
event_overthehorizon_06_e_155,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_155,True,,1,idle2,,10,10,1.0,,
event_overthehorizon_06_e_156,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_156,True,,1,idle2,,10,100,0.7,,
event_overthehorizon_06_e_157,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_157,True,,1,idle2,,100,100,1.0,,
event_overthehorizon_06_e_158,40081,event_overthehorizon_06_e,Self,sora,,Locale_SubScenario:event_overthehorizon_06_e_158,False,,1,idle2,,100,100,1.0,,
