id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,fade,play_sound,jump_target
event_arcanearchive_06_s_16,40077,event_arcanearchive_06_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_06_s_16,False,,1,angry,,L_100,L_100,1.0,,arcana,,,
event_arcanearchive_06_s_17,40077,event_arcanearchive_06_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_06_s_17,True,,1,angry,,L_100,L_10,1.3,,arcana,,,
event_arcanearchive_06_s_18,40077,event_arcanearchive_06_s,Self,arcana,Locale_SubScenario:event_arcanearchive_06_s_18,False,,1,angry,,L_10,L_10,1.0,,,,,
event_arcanearchive_06_s_19,40077,event_arcanearchive_06_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_06_s_19,False,,1,angry,,L_10,L_10,1.0,,arcana,,,
event_arcanearchive_06_s_20,40077,event_arcanearchive_06_s,Self,arcana,Locale_SubScenario:event_arcanearchive_06_s_20,False,,1,angry,,L_10,L_10,1.0,,,,,
event_arcanearchive_06_s_21,40077,event_arcanearchive_06_s,Self,arcana,Locale_SubScenario:event_arcanearchive_06_s_21,False,,1,angry,,L_10,L_10,1.0,,,,,
event_arcanearchive_06_s_22,40077,event_arcanearchive_06_s,Self,arcana,Locale_SubScenario:event_arcanearchive_06_s_22,False,,1,angry,,L_10,L_10,1.0,,,,,
event_arcanearchive_06_s_23,40077,event_arcanearchive_06_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_06_s_23,True,,1,think,,L_10,L_10,1.0,,arcana,,,
event_arcanearchive_06_s_24,40077,event_arcanearchive_06_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_06_s_24,True,,1,think,,L_10,L_10,1.0,,arcana,,,
event_arcanearchive_06_s_25,40077,event_arcanearchive_06_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_06_s_25,True,,1,think,,L_10,L_10,1.0,,arcana,,,
event_arcanearchive_06_s_26,40077,event_arcanearchive_06_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_06_s_26,True,,1,think,,L_10,L_10,1.0,,arcana,,,
event_arcanearchive_06_s_27,40077,event_arcanearchive_06_s,Self,arcana,Locale_SubScenario:event_arcanearchive_06_s_27,False,,1,think,,L_10,L_10,1.0,,,,,
event_arcanearchive_06_s_28,40077,event_arcanearchive_06_s,Monologue,arcana,Locale_SubScenario:event_arcanearchive_06_s_28,False,,1,think,,L_10,L_100,1.3,,,,,
event_arcanearchive_06_s_29,40077,event_arcanearchive_06_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_06_s_29,True,,1,think,,L_100,L_100,1.0,none,arcana,,,
event_arcanearchive_06_s_30,40077,event_arcanearchive_06_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_06_s_30,True,,1,surprise,,L_100,L_100,1.0,,arcana,,,
event_arcanearchive_06_s_31,40077,event_arcanearchive_06_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_06_s_31,True,,1,surprise,,L_100,L_10,1.3,,arcana,,,
event_arcanearchive_06_s_32,40077,event_arcanearchive_06_s,Self,arcana,Locale_SubScenario:event_arcanearchive_06_s_32,False,,1,surprise,,L_10,L_10,1.0,,,,,
event_arcanearchive_06_s_33,40077,event_arcanearchive_06_s,Monologue,arcana,Locale_SubScenario:event_arcanearchive_06_s_33,False,,1,surprise,,L_10,L_10,1.0,,,,,
event_arcanearchive_06_s_34,40077,event_arcanearchive_06_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_06_s_34,True,,1,surprise,,L_10,L_10,1.0,,arcana,,,
event_arcanearchive_06_s_35,40077,event_arcanearchive_06_s,Self,arcana,Locale_SubScenario:event_arcanearchive_06_s_35,False,,1,surprise,,L_10,L_10,1.0,,,,,
event_arcanearchive_06_s_36,40077,event_arcanearchive_06_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_06_s_36,True,,1,surprise,,L_10,L_10,1.0,,arcana,,,
event_arcanearchive_06_s_37,40077,event_arcanearchive_06_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_06_s_37,True,,1,surprise,,L_10,L_10,1.0,,arcana,,,
event_arcanearchive_06_s_38,40077,event_arcanearchive_06_s,Self,arcana,Locale_SubScenario:event_arcanearchive_06_s_38,False,,1,surprise,,L_10,L_10,1.0,,,,,
event_arcanearchive_06_s_39,40077,event_arcanearchive_06_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_06_s_39,True,,1,surprise,,L_10,L_10,1.0,,arcana,,,
event_arcanearchive_06_s_40,40077,event_arcanearchive_06_s,Self,arcana,Locale_SubScenario:event_arcanearchive_06_s_40,False,,1,surprise,,L_10,L_10,1.0,,,,,
event_arcanearchive_06_s_41,40077,event_arcanearchive_06_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_06_s_41,True,,1,surprise,,L_10,L_10,1.0,,arcana,,,
event_arcanearchive_06_s_42,40077,event_arcanearchive_06_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_06_s_42,True,,1,surprise,,L_10,L_10,1.0,,arcana,,,
event_arcanearchive_06_s_43,40077,event_arcanearchive_06_s,Self,arcana,Locale_SubScenario:event_arcanearchive_06_s_43,False,,1,surprise,,L_10,L_100,1.3,,,,,
event_arcanearchive_06_s_44,40077,event_arcanearchive_06_s,Monologue,arcana,Locale_SubScenario:event_arcanearchive_06_s_44,False,,1,surprise,,black,black,1.0,bgm_story_impression,,,,
event_arcanearchive_06_s_45,40077,event_arcanearchive_06_s,Self,arcana,Locale_SubScenario:event_arcanearchive_06_s_45,False,,1,surprise,,L_100,L_100,1.0,,,,,
event_arcanearchive_06_s_46,40077,event_arcanearchive_06_s,Self,arcana,Locale_SubScenario:event_arcanearchive_06_s_46,False,,1,surprise,,L_100,L_100,1.0,,,,,
event_arcanearchive_06_s_47,40077,event_arcanearchive_06_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_06_s_47,False,,1,surprise,,L_100,L_100,1.0,,arcana,,,
event_arcanearchive_06_s_48,40077,event_arcanearchive_06_s,Monologue,arcana,Locale_SubScenario:event_arcanearchive_06_s_48,False,,1,surprise,,black,black,1.0,,,black,,
event_arcanearchive_06_s_49,40077,event_arcanearchive_06_s,Self,arcana,Locale_SubScenario:event_arcanearchive_06_s_49,False,,1,think,,L_10,L_10,1.0,,,,,
event_arcanearchive_06_s_50,40077,event_arcanearchive_06_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_06_s_50,True,,1,think,,L_10,L_10,1.0,,arcana,,,
event_arcanearchive_06_s_51,40077,event_arcanearchive_06_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_06_s_51,True,,1,sad,,L_10,L_10,1.0,,arcana,,,
event_arcanearchive_06_s_52,40077,event_arcanearchive_06_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_06_s_52,True,,1,sad,,L_10,L_10,1.0,,arcana,,,
event_arcanearchive_06_s_53,40077,event_arcanearchive_06_s,Self,arcana,Locale_SubScenario:event_arcanearchive_06_s_53,False,,1,sad,,L_10,L_10,1.0,,,,,
event_arcanearchive_06_s_54,40077,event_arcanearchive_06_s,Self,arcana,Locale_SubScenario:event_arcanearchive_06_s_54,False,,1,sad,,L_10,L_10,1.0,,,,,
event_arcanearchive_06_s_55,40077,event_arcanearchive_06_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_06_s_55,True,,1,angry,,L_10,L_10,1.0,,arcana,,,
event_arcanearchive_06_s_56,40077,event_arcanearchive_06_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_06_s_56,True,,1,angry,,L_10,L_10,1.0,,arcana,,,
event_arcanearchive_06_s_57,40077,event_arcanearchive_06_s,Self,arcana,Locale_SubScenario:event_arcanearchive_06_s_57,False,,1,angry,,L_10,L_10,1.0,,,,,
event_arcanearchive_06_s_58,40077,event_arcanearchive_06_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_06_s_58,True,,1,angry,,L_10,L_10,1.0,,arcana,,,
event_arcanearchive_06_s_59,40077,event_arcanearchive_06_s,Self,arcana,Locale_SubScenario:event_arcanearchive_06_s_59,False,,1,angry,,L_10,L_10,1.0,,,,,
event_arcanearchive_06_s_60,40077,event_arcanearchive_06_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_06_s_60,True,,1,no,,L_10,L_100,1.3,,arcana,,,
event_arcanearchive_06_s_61,40077,event_arcanearchive_06_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_06_s_61,False,,1,no,,L_100,L_100,1.0,,arcana,,,
event_arcanearchive_06_s_62,40077,event_arcanearchive_06_s,Self,arcana,Locale_SubScenario:event_arcanearchive_06_s_62,False,,1,no,,L_100,L_100,1.0,,,,,
event_arcanearchive_06_s_63,40077,event_arcanearchive_06_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_06_s_63,True,,1,no,,L_100,L_100,1.3,,arcana,,,
event_arcanearchive_06_s_64,40077,event_arcanearchive_06_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_06_s_64,True,,1,no,,L_100,L_100,1.0,,arcana,,,
event_arcanearchive_06_s_65,40077,event_arcanearchive_06_s,Self,arcana,Locale_SubScenario:event_arcanearchive_06_s_65,False,,1,no,,L_100,L_100,1.0,,,,,
event_arcanearchive_06_s_66,40077,event_arcanearchive_06_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_06_s_66,True,,1,idle,,L_100,L_100,1.0,,arcana,,,
event_arcanearchive_06_s_67,40077,event_arcanearchive_06_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_06_s_67,True,,1,idle,,L_100,L_100,1.0,,arcana,,,
event_arcanearchive_06_s_68,40077,event_arcanearchive_06_s,Self,arcana,Locale_SubScenario:event_arcanearchive_06_s_68,False,,1,idle,,L_100,L_100,1.0,,,,,
event_arcanearchive_06_s_69,40077,event_arcanearchive_06_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_06_s_69,True,,1,idle,,L_100,L_100,1.0,,arcana,,,
event_arcanearchive_06_s_70,40077,event_arcanearchive_06_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_06_s_70,True,,1,idle,,L_100,L_100,1.0,,arcana,,,
event_arcanearchive_06_s_71,40077,event_arcanearchive_06_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_06_s_71,True,,1,delight,,L_100,L_100,1.0,,arcana,,,
event_arcanearchive_06_s_72,40077,event_arcanearchive_06_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_06_s_72,True,,1,delight,,L_100,L_100,1.0,,arcana,,,
event_arcanearchive_06_s_73,40077,event_arcanearchive_06_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_06_s_73,True,,1,delight,,L_100,L_100,1.0,,arcana,,,
event_arcanearchive_06_s_74,40077,event_arcanearchive_06_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_06_s_74,True,,1,delight,,L_100,L_100,1.0,,arcana,,,
event_arcanearchive_06_s_75,40077,event_arcanearchive_06_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_06_s_75,True,,1,delight,,L_100,L_100,1.0,,arcana,,,
event_arcanearchive_06_s_76,40077,event_arcanearchive_06_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_06_s_76,True,,1,delight,,L_100,L_100,1.0,,arcana,,,
event_arcanearchive_06_s_77,40077,event_arcanearchive_06_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_06_s_77,True,,1,surprise,,L_100,L_10,1.3,,arcana,,,
event_arcanearchive_06_s_78,40077,event_arcanearchive_06_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_06_s_78,True,,1,sad,,L_10,L_10,1.0,,arcana,,,
event_arcanearchive_06_s_79,40077,event_arcanearchive_06_s,Self,arcana,Locale_SubScenario:event_arcanearchive_06_s_79,False,,1,sad,,L_10,L_10,1.0,,,,,
event_arcanearchive_06_s_80,40077,event_arcanearchive_06_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_06_s_80,True,,1,think,,L_10,L_10,1.0,,arcana,,,
event_arcanearchive_06_s_81,40077,event_arcanearchive_06_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_06_s_81,True,,1,think,,L_10,L_10,1.0,,arcana,,,
event_arcanearchive_06_s_82,40077,event_arcanearchive_06_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_06_s_82,True,,1,think,,L_10,L_10,1.0,,arcana,,,
event_arcanearchive_06_s_83,40077,event_arcanearchive_06_s,Self,arcana,Locale_SubScenario:event_arcanearchive_06_s_83,False,,1,think,,L_10,L_10,1.0,,,,,
event_arcanearchive_06_s_84,40077,event_arcanearchive_06_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_06_s_84,True,,1,surprise,,L_10,L_10,1.0,,arcana,,,
event_arcanearchive_06_s_85,40077,event_arcanearchive_06_s,Self,arcana,Locale_SubScenario:event_arcanearchive_06_s_85,False,,1,surprise,,L_10,L_10,1.0,,,,,
event_arcanearchive_06_s_86,40077,event_arcanearchive_06_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_06_s_86,True,,1,think,,L_10,L_10,1.0,,arcana,,,
event_arcanearchive_06_s_87,40077,event_arcanearchive_06_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_06_s_87,True,,1,think,,L_10,L_10,1.0,,arcana,,,
event_arcanearchive_06_s_88,40077,event_arcanearchive_06_s,Self,arcana,Locale_SubScenario:event_arcanearchive_06_s_88,False,,1,think,,L_10,L_10,1.0,,,,,
event_arcanearchive_06_s_89,40077,event_arcanearchive_06_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_06_s_89,True,,1,idle,,L_10,L_10,1.0,,arcana,,,
event_arcanearchive_06_s_90,40077,event_arcanearchive_06_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_06_s_90,True,,1,idle,,L_10,L_10,1.0,,arcana,,,
event_arcanearchive_06_s_91,40077,event_arcanearchive_06_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_06_s_91,True,,1,idle,,L_10,L_10,1.0,,arcana,,,
event_arcanearchive_06_s_92,40077,event_arcanearchive_06_s,Narration,arcana,Locale_SubScenario:event_arcanearchive_06_s_92,False,,1,idle,,L_10,L_10,1.0,,,,sfx_scn_phonenotification,
event_arcanearchive_06_s_93,40077,event_arcanearchive_06_s,Monologue,arcana,Locale_SubScenario:event_arcanearchive_06_s_93,False,,1,idle,,L_10,L_10,1.0,,,,,
event_arcanearchive_06_s_94,40077,event_arcanearchive_06_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_06_s_94,True,,1,surprise,,L_10,L_10,1.0,,arcana,,,
event_arcanearchive_06_s_95,40077,event_arcanearchive_06_s,Self,arcana,Locale_SubScenario:event_arcanearchive_06_s_95,False,,1,surprise,,L_10,L_10,1.0,,,,,
event_arcanearchive_06_s_96,40077,event_arcanearchive_06_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_06_s_96,True,,1,think,,L_10,L_10,1.0,,arcana,,,
event_arcanearchive_06_s_97,40077,event_arcanearchive_06_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_06_s_97,True,,1,think,,L_10,L_10,1.0,,arcana,,,
event_arcanearchive_06_s_98,40077,event_arcanearchive_06_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_06_s_98,True,,1,think,,L_10,L_10,1.0,,arcana,,,
event_arcanearchive_06_s_99,40077,event_arcanearchive_06_s,Self,arcana,Locale_SubScenario:event_arcanearchive_06_s_99,False,,1,think,,L_10,L_10,1.0,,,,,
event_arcanearchive_06_s_100,40077,event_arcanearchive_06_s,Self,arcana,Locale_SubScenario:event_arcanearchive_06_s_100,False,,1,think,,L_10,L_10,1.0,,,,,
event_arcanearchive_06_s_101,40077,event_arcanearchive_06_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_06_s_101,True,,1,think,,L_10,L_10,1.0,,arcana,,,
event_arcanearchive_06_s_102,40077,event_arcanearchive_06_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_06_s_102,True,,1,think,,L_10,L_10,1.0,,arcana,,,
event_arcanearchive_06_s_103,40077,event_arcanearchive_06_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_06_s_103,True,,1,idle,,L_10,L_10,1.0,,arcana,,,
event_arcanearchive_06_s_104,40077,event_arcanearchive_06_s,Self,arcana,Locale_SubScenario:event_arcanearchive_06_s_104,False,,1,idle,,L_10,L_10,1.0,,,,,
event_arcanearchive_06_s_105,40077,event_arcanearchive_06_s,Monologue,arcana,Locale_SubScenario:event_arcanearchive_06_s_105,False,,1,idle,,L_10,L_10,1.0,,,,,
event_arcanearchive_06_s_106,40077,event_arcanearchive_06_s,Self,arcana,Locale_SubScenario:event_arcanearchive_06_s_106,False,,1,idle,,L_10,L_10,1.0,,,,,
event_arcanearchive_06_s_107,40077,event_arcanearchive_06_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_06_s_107,True,,1,idle,,L_10,L_10,1.0,,arcana,,,
event_arcanearchive_06_s_108,40077,event_arcanearchive_06_s,Self,arcana,Locale_SubScenario:event_arcanearchive_06_s_108,False,,1,idle,,L_10,L_10,1.0,,,,,
event_arcanearchive_06_s_109,40077,event_arcanearchive_06_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_06_s_109,True,,1,idle,,L_10,L_10,1.0,,arcana,,,
event_arcanearchive_06_s_110,40077,event_arcanearchive_06_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_06_s_110,True,,1,idle,,L_10,L_10,1.0,,arcana,,,
event_arcanearchive_06_s_111,40077,event_arcanearchive_06_s,Self,arcana,Locale_SubScenario:event_arcanearchive_06_s_111,False,,1,idle,,L_10,L_10,1.0,,,,,
event_arcanearchive_06_s_112,40077,event_arcanearchive_06_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_06_s_112,True,,1,idle,,L_10,1,1.5,,arcana,,,
event_arcanearchive_06_s_113,40077,event_arcanearchive_06_s,Monologue,arcana,Locale_SubScenario:event_arcanearchive_06_s_113,False,,1,idle,,1,1,1.0,,,,,
event_arcanearchive_06_s_114,40077,event_arcanearchive_06_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_06_s_114,True,,1,no,,1,1,1.0,,arcana,,,
event_arcanearchive_06_s_115,40077,event_arcanearchive_06_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_06_s_115,True,,1,no,,1,1,1.0,,arcana,,,
event_arcanearchive_06_s_116,40077,event_arcanearchive_06_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_06_s_116,True,,1,no,,1,1,1.0,,arcana,,,
event_arcanearchive_06_s_117,40077,event_arcanearchive_06_s,Self,arcana,Locale_SubScenario:event_arcanearchive_06_s_117,False,,1,no,,1,1,1.0,,,,,
event_arcanearchive_06_s_118,40077,event_arcanearchive_06_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_06_s_118,True,,1,idle,,1,1,1.0,,arcana,,,
event_arcanearchive_06_s_119,40077,event_arcanearchive_06_s,Monologue,arcana,Locale_SubScenario:event_arcanearchive_06_s_119,False,,1,idle,,1,1,1.0,,,,,
event_arcanearchive_06_s_120,40077,event_arcanearchive_06_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_06_s_120,True,,1,idle,,1,1,1.0,,arcana,,,
event_arcanearchive_06_s_121,40077,event_arcanearchive_06_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_06_s_121,True,,1,idle,,1,1,1.0,,arcana,,,
event_arcanearchive_06_s_122,40077,event_arcanearchive_06_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_06_s_122,True,,1,idle,,1,L_10,1.3,,arcana,,,
event_arcanearchive_06_s_123,40077,event_arcanearchive_06_s,Self,arcana,Locale_SubScenario:event_arcanearchive_06_s_123,False,,1,idle,,L_10,L_10,1.0,,,,,
event_arcanearchive_06_s_124,40077,event_arcanearchive_06_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_06_s_124,True,,1,delight,,L_10,L_10,1.0,,arcana,,,
event_arcanearchive_06_s_125,40077,event_arcanearchive_06_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_06_s_125,True,,1,delight,,L_10,L_10,1.0,,arcana,,,
event_arcanearchive_06_s_126,40077,event_arcanearchive_06_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_06_s_126,True,,1,delight,,L_10,L_10,1.0,,arcana,,,
event_arcanearchive_06_s_127,40077,event_arcanearchive_06_s,Choice,arcana,Locale_SubScenario:event_arcanearchive_06_s_127,False,,1,delight,,L_10,L_10,1.0,,,,,event_arcanearchive_06_s_129
event_arcanearchive_06_s_128,40077,event_arcanearchive_06_s,Choice,arcana,Locale_SubScenario:event_arcanearchive_06_s_128,False,,1,delight,,L_10,L_10,1.0,,,,,event_arcanearchive_06_s_129
event_arcanearchive_06_s_129,40077,event_arcanearchive_06_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_06_s_129,True,,1,idle,,L_10,L_10,1.0,,arcana,,,
event_arcanearchive_06_s_130,40077,event_arcanearchive_06_s,Self,arcana,Locale_SubScenario:event_arcanearchive_06_s_130,False,,1,idle,,L_10,L_10,1.0,,,,,
event_arcanearchive_06_s_131,40077,event_arcanearchive_06_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_06_s_131,True,,1,idle,,L_10,L_10,1.0,,arcana,,,
event_arcanearchive_06_s_132,40077,event_arcanearchive_06_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_06_s_132,True,,1,idle,,L_10,L_10,1.0,,arcana,,,
event_arcanearchive_06_s_133,40077,event_arcanearchive_06_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_06_s_133,True,,1,idle,,L_10,L_10,1.0,,arcana,,,
event_arcanearchive_06_s_134,40077,event_arcanearchive_06_s,Self,arcana,Locale_SubScenario:event_arcanearchive_06_s_134,False,,1,idle,,L_10,L_10,1.0,,,,,
event_arcanearchive_06_s_135,40077,event_arcanearchive_06_s,Monologue,arcana,Locale_SubScenario:event_arcanearchive_06_s_135,False,,1,idle,,black,black,1.0,,,,,
event_arcanearchive_06_s_136,40077,event_arcanearchive_06_s,Monologue,arcana,Locale_SubScenario:event_arcanearchive_06_s_136,False,,1,think_02,,black,black,1.0,,,,,
event_arcanearchive_06_s_137,40077,event_arcanearchive_06_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_06_s_137,True,,1,think_02,,L_10,1,1.3,,arcana,,,
event_arcanearchive_06_s_138,40077,event_arcanearchive_06_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_06_s_138,True,,1,think_02,,1,1,1.0,,arcana,,,
event_arcanearchive_06_s_139,40077,event_arcanearchive_06_s,Self,arcana,Locale_SubScenario:event_arcanearchive_06_s_139,False,,1,think_02,,1,1,1.0,,,,,
event_arcanearchive_06_s_140,40077,event_arcanearchive_06_s,Self,arcana,Locale_SubScenario:event_arcanearchive_06_s_140,False,,1,think_02,,1,1,1.0,,,,,
