id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
event_newflavor_05_s_28,40073,event_newflavor_05_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_05_s_28,True,,S_20,S_20,1.0,,,,2,no,,,,
event_newflavor_05_s_29,40073,event_newflavor_05_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_05_s_29,True,,S_20,S_20,1.0,,,,2,no,,,,
event_newflavor_05_s_30,40073,event_newflavor_05_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_05_s_30,False,,S_20,S_200,1.3,none,,,2,no,,,,
event_newflavor_05_s_31,40073,event_newflavor_05_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_05_s_31,True,,S_200,S_200,1.0,,,,2,no,,,,
event_newflavor_05_s_32,40073,event_newflavor_05_s,Self,bready,,Locale_SubScenario:event_newflavor_05_s_32,False,,S_200,S_200,1.0,,,,2,no,,,,
event_newflavor_05_s_33,40073,event_newflavor_05_s,Self,bready,,Locale_SubScenario:event_newflavor_05_s_33,False,,S_200,S_200,1.0,,,,2,no,,,,
event_newflavor_05_s_34,40073,event_newflavor_05_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_05_s_34,True,,S_200,S_20,1.3,bgm_story_trauma,,,2,pain,,,,
event_newflavor_05_s_35,40073,event_newflavor_05_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_05_s_35,True,,S_20,S_20,1.0,,,,2,pain,,,,
event_newflavor_05_s_36,40073,event_newflavor_05_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_05_s_36,True,,S_20,S_20,1.0,,,,2,pain,,,,
event_newflavor_05_s_37,40073,event_newflavor_05_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_05_s_37,True,,S_20,S_20,1.0,,,,2,pain,,,,
event_newflavor_05_s_38,40073,event_newflavor_05_s,Self,bready,,Locale_SubScenario:event_newflavor_05_s_38,False,,S_20,S_20,1.0,,,,2,pain,,,,
event_newflavor_05_s_39,40073,event_newflavor_05_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_05_s_39,True,,S_20,S_20,1.0,,,,2,pain,,,,
event_newflavor_05_s_40,40073,event_newflavor_05_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_05_s_40,True,,S_20,S_20,1.0,,,,2,pain,,,,
event_newflavor_05_s_41,40073,event_newflavor_05_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_05_s_41,True,,S_20,S_20,1.0,,,,2,pain,,,,
event_newflavor_05_s_42,40073,event_newflavor_05_s,Monologue,bready,,Locale_SubScenario:event_newflavor_05_s_42,False,,S_20,S_20,1.0,,,,2,pain,,,,
event_newflavor_05_s_43,40073,event_newflavor_05_s,Monologue,bready,,Locale_SubScenario:event_newflavor_05_s_43,False,,S_20,S_200,1.5,,,,2,pain,,,,
event_newflavor_05_s_44,40073,event_newflavor_05_s,Self,bready,,Locale_SubScenario:event_newflavor_05_s_44,False,,S_200,S_200,1.0,,,,2,pain,,,,
event_newflavor_05_s_45,40073,event_newflavor_05_s,Self,bready,,Locale_SubScenario:event_newflavor_05_s_45,False,,S_200,S_200,1.0,,,,2,pain,,,,
event_newflavor_05_s_46,40073,event_newflavor_05_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_05_s_46,True,,S_200,S_200,1.0,,,,2,pain,,,,
event_newflavor_05_s_47,40073,event_newflavor_05_s,Self,bready,,Locale_SubScenario:event_newflavor_05_s_47,False,,S_200,S_200,1.0,,,,2,pain,,,,
event_newflavor_05_s_48,40073,event_newflavor_05_s,Narration,bready,,Locale_SubScenario:event_newflavor_05_s_48,False,,S_200,XS_1200,0.7,none,sfx_scn_run,,2,pain,crust,12,angry,
event_newflavor_05_s_49,40073,event_newflavor_05_s,Monologue,bready,,Locale_SubScenario:event_newflavor_05_s_49,False,,XS_1200,XS_1200,1.0,bgm_story_armageddon,,,2,pain,,12,angry,
event_newflavor_05_s_50,40073,event_newflavor_05_s,Speech,crust,crust,Locale_SubScenario:event_newflavor_05_s_50,True,,black,black,1.0,,,,2,pain,,12,angry,
event_newflavor_05_s_51,40073,event_newflavor_05_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_05_s_51,False,,1,1,1.0,,,,2,pain,,12,angry,
event_newflavor_05_s_52,40073,event_newflavor_05_s,Self,bready,,Locale_SubScenario:event_newflavor_05_s_52,False,,1,1,1.0,,,,2,pain,,12,angry,
event_newflavor_05_s_53,40073,event_newflavor_05_s,Monologue,bready,,Locale_SubScenario:event_newflavor_05_s_53,False,,1,1,1.0,,,,2,pain,,12,angry,
event_newflavor_05_s_54,40073,event_newflavor_05_s,Monologue,bready,,Locale_SubScenario:event_newflavor_05_s_54,False,,1,1,1.0,,,,2,pain,,12,angry,
event_newflavor_05_s_55,40073,event_newflavor_05_s,Self,bready,,Locale_SubScenario:event_newflavor_05_s_55,False,,1,1,1.0,,,,2,pain,,12,angry,
event_newflavor_05_s_56,40073,event_newflavor_05_s,Speech,crust,crust,Locale_SubScenario:event_newflavor_05_s_56,True,,1,1,1.0,,,,2,pain,,12,no,
event_newflavor_05_s_57,40073,event_newflavor_05_s,Speech,crust,crust,Locale_SubScenario:event_newflavor_05_s_57,True,,1,1,1.0,,,,2,pain,,12,no,
event_newflavor_05_s_58,40073,event_newflavor_05_s,Speech,crust,crust,Locale_SubScenario:event_newflavor_05_s_58,True,,1,1,1.0,,,,2,pain,,12,no,
event_newflavor_05_s_59,40073,event_newflavor_05_s,Self,crust,,Locale_SubScenario:event_newflavor_05_s_59,False,,1,1,1.0,,,,2,pain,,12,no,
event_newflavor_05_s_60,40073,event_newflavor_05_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_05_s_60,True,,1,S_20,1.5,none,,,2,pain,,12,no,
event_newflavor_05_s_61,40073,event_newflavor_05_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_05_s_61,False,,S_20,S_20,1.0,,,,2,pain,,12,no,
event_newflavor_05_s_62,40073,event_newflavor_05_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_05_s_62,False,,S_20,S_20,1.0,,,,2,idle,,12,no,
event_newflavor_05_s_63,40073,event_newflavor_05_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_05_s_63,True,,S_20,S_20,1.0,,,,2,idle,,12,no,
event_newflavor_05_s_64,40073,event_newflavor_05_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_05_s_64,True,,S_20,S_20,1.0,,,,2,idle,,12,no,
event_newflavor_05_s_65,40073,event_newflavor_05_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_05_s_65,True,,S_20,S_20,1.0,,,,2,idle,,12,no,
event_newflavor_05_s_66,40073,event_newflavor_05_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_05_s_66,True,,S_20,S_20,1.0,,,,2,idle,,12,no,
event_newflavor_05_s_67,40073,event_newflavor_05_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_05_s_67,True,,S_20,S_20,1.0,,,,2,idle,,12,no,
event_newflavor_05_s_68,40073,event_newflavor_05_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_05_s_68,True,,S_20,S_20,1.0,,,,2,delight,,12,no,
event_newflavor_05_s_69,40073,event_newflavor_05_s,Speech,crust,crust,Locale_SubScenario:event_newflavor_05_s_69,True,,S_20,1,1.3,bgm_story_monochrome,,,2,delight,,12,think,
event_newflavor_05_s_70,40073,event_newflavor_05_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_05_s_70,True,,1,1,1.0,,,,2,delight,,12,think,
event_newflavor_05_s_71,40073,event_newflavor_05_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_05_s_71,True,,1,1,1.0,,,,2,delight,,12,think,
event_newflavor_05_s_72,40073,event_newflavor_05_s,Self,bready,,Locale_SubScenario:event_newflavor_05_s_72,False,,1,1,1.0,,,,2,delight,,12,think,
event_newflavor_05_s_73,40073,event_newflavor_05_s,Speech,crust,crust,Locale_SubScenario:event_newflavor_05_s_73,False,,1,1,1.0,,,,2,delight,,12,think,
event_newflavor_05_s_74,40073,event_newflavor_05_s,Speech,crust,crust,Locale_SubScenario:event_newflavor_05_s_74,True,,1,1,1.0,,,,2,delight,,12,think,
event_newflavor_05_s_75,40073,event_newflavor_05_s,Speech,crust,crust,Locale_SubScenario:event_newflavor_05_s_75,True,,1,1,1.0,,,,2,delight,,12,think,
event_newflavor_05_s_76,40073,event_newflavor_05_s,Self,crust,,Locale_SubScenario:event_newflavor_05_s_76,False,,1,1,1.0,,,,2,delight,,12,think,
event_newflavor_05_s_77,40073,event_newflavor_05_s,Self,crust,,Locale_SubScenario:event_newflavor_05_s_77,False,,1,1,1.0,,,,2,delight,,12,think,
event_newflavor_05_s_78,40073,event_newflavor_05_s,Speech,crust,crust,Locale_SubScenario:event_newflavor_05_s_78,True,,1,1,1.0,,,,2,delight,,12,think,
event_newflavor_05_s_79,40073,event_newflavor_05_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_05_s_79,True,,1,S_20,1.3,,,,2,no,,12,think,
event_newflavor_05_s_80,40073,event_newflavor_05_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_05_s_80,True,,S_20,S_20,1.0,,,,2,no,,12,think,
event_newflavor_05_s_81,40073,event_newflavor_05_s,Self,bready,,Locale_SubScenario:event_newflavor_05_s_81,False,,S_20,S_20,1.0,,,,2,no,,12,think,
event_newflavor_05_s_82,40073,event_newflavor_05_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_05_s_82,True,,S_20,S_20,1.0,,,,2,no,,12,think,
event_newflavor_05_s_83,40073,event_newflavor_05_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_05_s_83,True,,S_20,S_20,1.0,,,,2,no,,12,think,
event_newflavor_05_s_84,40073,event_newflavor_05_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_05_s_84,True,,S_20,S_20,1.0,,,,2,no,,12,think,
event_newflavor_05_s_85,40073,event_newflavor_05_s,Self,bready,,Locale_SubScenario:event_newflavor_05_s_85,False,,S_20,S_20,1.0,,,,2,no,,12,think,
event_newflavor_05_s_86,40073,event_newflavor_05_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_05_s_86,True,,S_20,S_20,1.0,,,,2,no,,12,think,
event_newflavor_05_s_87,40073,event_newflavor_05_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_05_s_87,True,,S_20,S_20,1.0,,,,2,no,,12,think,
event_newflavor_05_s_88,40073,event_newflavor_05_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_05_s_88,True,,S_20,S_20,1.0,,,,2,no,,12,think,
event_newflavor_05_s_89,40073,event_newflavor_05_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_05_s_89,True,,S_20,S_20,1.0,,,,2,no,,12,think,
event_newflavor_05_s_90,40073,event_newflavor_05_s,Self,bready,,Locale_SubScenario:event_newflavor_05_s_90,False,,S_20,S_20,1.0,,,,2,no,,12,think,
event_newflavor_05_s_91,40073,event_newflavor_05_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_05_s_91,True,,S_20,S_20,1.0,,,,2,no,,12,think,
event_newflavor_05_s_92,40073,event_newflavor_05_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_05_s_92,True,,S_20,S_20,1.0,,,,2,no,,12,think,
event_newflavor_05_s_93,40073,event_newflavor_05_s,Self,bready,,Locale_SubScenario:event_newflavor_05_s_93,False,,S_20,S_20,1.0,,,,2,no,,12,think,
event_newflavor_05_s_94,40073,event_newflavor_05_s,Speech,crust,crust,Locale_SubScenario:event_newflavor_05_s_94,True,,S_20,XS_120,1.3,,,,2,no,,12,think,
event_newflavor_05_s_95,40073,event_newflavor_05_s,Speech,crust,crust,Locale_SubScenario:event_newflavor_05_s_95,True,,XS_120,XS_120,1.0,,,,2,no,,12,think,
event_newflavor_05_s_96,40073,event_newflavor_05_s,Self,crust,,Locale_SubScenario:event_newflavor_05_s_96,False,,XS_120,XS_120,1.0,,,,2,no,,12,think,
event_newflavor_05_s_97,40073,event_newflavor_05_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_05_s_97,True,,XS_120,1,1.3,,,,2,no,,12,think,
event_newflavor_05_s_98,40073,event_newflavor_05_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_05_s_98,True,,1,1,1.0,,,,2,no,,12,think,
event_newflavor_05_s_99,40073,event_newflavor_05_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_05_s_99,True,,1,1,1.0,,,,2,no,,12,think,
event_newflavor_05_s_100,40073,event_newflavor_05_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_05_s_100,True,,1,1,1.0,,,,2,no,,12,think,
event_newflavor_05_s_101,40073,event_newflavor_05_s,Speech,crust,crust,Locale_SubScenario:event_newflavor_05_s_101,True,,1,1,1.0,,,,2,no,,12,sad,
event_newflavor_05_s_102,40073,event_newflavor_05_s,Speech,crust,crust,Locale_SubScenario:event_newflavor_05_s_102,True,,1,1,1.0,,,,2,no,,12,sad,
event_newflavor_05_s_103,40073,event_newflavor_05_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_05_s_103,True,,1,1,1.0,,,,2,no,,12,sad,
event_newflavor_05_s_104,40073,event_newflavor_05_s,Self,bready,,Locale_SubScenario:event_newflavor_05_s_104,False,,1,1,1.0,,,,2,no,,12,sad,
event_newflavor_05_s_105,40073,event_newflavor_05_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_05_s_105,True,,1,S_20,1.3,,,,2,no,,12,sad,
event_newflavor_05_s_106,40073,event_newflavor_05_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_05_s_106,True,,S_20,S_20,1.0,,,,2,no,,12,sad,
event_newflavor_05_s_107,40073,event_newflavor_05_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_05_s_107,True,,S_20,S_20,1.0,,,,2,no,,12,sad,
event_newflavor_05_s_108,40073,event_newflavor_05_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_05_s_108,True,,S_20,S_20,1.0,,,,2,no,,12,sad,
event_newflavor_05_s_109,40073,event_newflavor_05_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_05_s_109,True,,S_20,S_200,1.3,,,,2,no,,12,sad,
event_newflavor_05_s_110,40073,event_newflavor_05_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_05_s_110,True,,S_200,S_200,1.0,,,,2,no,,12,sad,
event_newflavor_05_s_111,40073,event_newflavor_05_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_05_s_111,True,,S_200,S_200,1.0,,,,2,no,,12,sad,
event_newflavor_05_s_112,40073,event_newflavor_05_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_05_s_112,True,,S_200,S_200,1.0,,,,2,no,,12,sad,
event_newflavor_05_s_113,40073,event_newflavor_05_s,Self,bready,,Locale_SubScenario:event_newflavor_05_s_113,False,,S_200,S_200,1.0,,,,2,no,,12,sad,
event_newflavor_05_s_114,40073,event_newflavor_05_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_05_s_114,True,,S_200,S_20,1.3,,,,2,sad,,12,sad,
event_newflavor_05_s_115,40073,event_newflavor_05_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_05_s_115,True,,S_20,S_20,1.0,,,,2,sad,,12,sad,
event_newflavor_05_s_116,40073,event_newflavor_05_s,Self,bready,,Locale_SubScenario:event_newflavor_05_s_116,False,,S_20,S_20,1.0,,,,2,sad,,12,sad,
event_newflavor_05_s_117,40073,event_newflavor_05_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_05_s_117,True,,S_20,S_20,1.0,,,,2,no,,12,sad,
event_newflavor_05_s_118,40073,event_newflavor_05_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_05_s_118,True,,S_20,S_20,1.0,,,,2,no,,12,sad,
event_newflavor_05_s_119,40073,event_newflavor_05_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_05_s_119,False,,S_20,S_20,1.0,,,,2,delight,,12,sad,
event_newflavor_05_s_120,40073,event_newflavor_05_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_05_s_120,True,,S_20,S_20,1.0,,,,2,delight,,12,sad,
event_newflavor_05_s_121,40073,event_newflavor_05_s,Speech,crust,crust,Locale_SubScenario:event_newflavor_05_s_121,True,,S_20,XS_120,1.3,,,,2,delight,,12,sad,
event_newflavor_05_s_122,40073,event_newflavor_05_s,Speech,crust,crust,Locale_SubScenario:event_newflavor_05_s_122,True,,XS_120,XS_120,1.0,,,,2,delight,,12,sad,
event_newflavor_05_s_123,40073,event_newflavor_05_s,Speech,crust,crust,Locale_SubScenario:event_newflavor_05_s_123,True,,XS_120,XS_120,1.0,,,,2,delight,,12,sad,
event_newflavor_05_s_124,40073,event_newflavor_05_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_05_s_124,True,,XS_120,1,1.3,,,,2,idle,,12,sad,
event_newflavor_05_s_125,40073,event_newflavor_05_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_05_s_125,True,,1,1,1.0,,,,2,idle,,12,sad,
event_newflavor_05_s_126,40073,event_newflavor_05_s,Speech,bready,bready,Locale_SubScenario:event_newflavor_05_s_126,True,,1,1,1.0,,,,2,idle,,12,sad,
