id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim
event_goldencoinrush1_04_s_26,40048,event_goldencoinrush1_04_s,Speech,mary_b,mary_b,Locale_MainScenario:event_goldencoinrush1_04_s_26,True,,XS_10,XS_10,1.0,,,1,idle
event_goldencoinrush1_04_s_27,40048,event_goldencoinrush1_04_s,Speech,mary_b,mary_b,Locale_MainScenario:event_goldencoinrush1_04_s_27,True,,XS_10,XS_10,1.0,,,1,idle
event_goldencoinrush1_04_s_28,40048,event_goldencoinrush1_04_s,Self,mary_b,,Locale_MainScenario:event_goldencoinrush1_04_s_28,False,,XS_10,XS_10,1.0,,,1,idle
event_goldencoinrush1_04_s_29,40048,event_goldencoinrush1_04_s,Monologue,mary_b,,Locale_MainScenario:event_goldencoinrush1_04_s_29,False,,XS_10,XS_10,1.0,,,1,idle
event_goldencoinrush1_04_s_30,40048,event_goldencoinrush1_04_s,Speech,mary_b,mary_b,Locale_MainScenario:event_goldencoinrush1_04_s_30,True,,XS_10,XS_10,1.0,,,1,idle
event_goldencoinrush1_04_s_31,40048,event_goldencoinrush1_04_s,Speech,mary_b,mary_b,Locale_MainScenario:event_goldencoinrush1_04_s_31,True,,XS_10,XS_10,1.0,,,1,idle
event_goldencoinrush1_04_s_32,40048,event_goldencoinrush1_04_s,Self,mary_b,,Locale_MainScenario:event_goldencoinrush1_04_s_32,False,,XS_10,XS_10,1.0,,,1,idle
event_goldencoinrush1_04_s_33,40048,event_goldencoinrush1_04_s,Speech,mary_b,mary_b,Locale_MainScenario:event_goldencoinrush1_04_s_33,True,,XS_10,XS_10,1.0,,,1,idle
event_goldencoinrush1_04_s_34,40048,event_goldencoinrush1_04_s,Speech,mary_b,mary_b,Locale_MainScenario:event_goldencoinrush1_04_s_34,True,,XS_10,XS_10,1.0,,,1,idle
event_goldencoinrush1_04_s_35,40048,event_goldencoinrush1_04_s,Speech,mary_b,mary_b,Locale_MainScenario:event_goldencoinrush1_04_s_35,True,,XS_10,XS_10,1.0,,,1,idle
event_goldencoinrush1_04_s_36,40048,event_goldencoinrush1_04_s,Self,mary_b,,Locale_MainScenario:event_goldencoinrush1_04_s_36,False,,XS_10,XS_10,1.0,,,1,idle
event_goldencoinrush1_04_s_37,40048,event_goldencoinrush1_04_s,Speech,mary_b,mary_b,Locale_MainScenario:event_goldencoinrush1_04_s_37,True,,XS_10,XS_10,1.0,,,1,idle
event_goldencoinrush1_04_s_38,40048,event_goldencoinrush1_04_s,Speech,mary_b,mary_b,Locale_MainScenario:event_goldencoinrush1_04_s_38,True,,XS_10,XS_10,1.0,,,1,idle
event_goldencoinrush1_04_s_39,40048,event_goldencoinrush1_04_s,Self,mary_b,,Locale_MainScenario:event_goldencoinrush1_04_s_39,False,,XS_10,XS_10,1.0,,,1,idle
event_goldencoinrush1_04_s_40,40048,event_goldencoinrush1_04_s,Speech,mary_b,mary_b,Locale_MainScenario:event_goldencoinrush1_04_s_40,True,,XS_10,XS_10,1.0,,,1,idle
event_goldencoinrush1_04_s_41,40048,event_goldencoinrush1_04_s,Speech,mary_b,mary_b,Locale_MainScenario:event_goldencoinrush1_04_s_41,True,,XS_10,XS_10,1.0,,,1,idle
event_goldencoinrush1_04_s_42,40048,event_goldencoinrush1_04_s,Speech,mary_b,mary_b,Locale_MainScenario:event_goldencoinrush1_04_s_42,True,,XS_10,XS_10,1.0,,,1,idle
event_goldencoinrush1_04_s_43,40048,event_goldencoinrush1_04_s,Self,mary_b,,Locale_MainScenario:event_goldencoinrush1_04_s_43,False,,XS_10,XS_10,1.0,,,1,idle
event_goldencoinrush1_04_s_44,40048,event_goldencoinrush1_04_s,Speech,mary_b,mary_b,Locale_MainScenario:event_goldencoinrush1_04_s_44,True,,XS_10,XS_10,1.0,,,1,idle
event_goldencoinrush1_04_s_45,40048,event_goldencoinrush1_04_s,Self,mary_b,,Locale_MainScenario:event_goldencoinrush1_04_s_45,False,,XS_10,XS_10,1.0,,,1,idle
event_goldencoinrush1_04_s_46,40048,event_goldencoinrush1_04_s,Monologue,mary_b,,Locale_MainScenario:event_goldencoinrush1_04_s_46,False,,XS_10,XS_100,1.0,,,1,idle
event_goldencoinrush1_04_s_47,40048,event_goldencoinrush1_04_s,Monologue,mary_b,,Locale_MainScenario:event_goldencoinrush1_04_s_47,False,,XS_100,XS_100,1.0,,,1,idle
event_goldencoinrush1_04_s_48,40048,event_goldencoinrush1_04_s,Monologue,mary_b,,Locale_MainScenario:event_goldencoinrush1_04_s_48,False,,XS_100,XS_100,1.0,,,1,idle
event_goldencoinrush1_04_s_49,40048,event_goldencoinrush1_04_s,Self,mary_b,,Locale_MainScenario:event_goldencoinrush1_04_s_49,False,,XS_100,XS_100,1.0,,,1,idle
event_goldencoinrush1_04_s_50,40048,event_goldencoinrush1_04_s,Speech,mary_b,mary_b,Locale_MainScenario:event_goldencoinrush1_04_s_50,True,,XS_100,XS_100,1.0,,,1,idle
event_goldencoinrush1_04_s_51,40048,event_goldencoinrush1_04_s,Speech,mary_b,mary_b,Locale_MainScenario:event_goldencoinrush1_04_s_51,True,,XS_100,XS_100,1.0,,,1,idle
event_goldencoinrush1_04_s_52,40048,event_goldencoinrush1_04_s,Speech,mary_b,mary_b,Locale_MainScenario:event_goldencoinrush1_04_s_52,True,,XS_100,XS_100,1.0,,,1,idle
event_goldencoinrush1_04_s_53,40048,event_goldencoinrush1_04_s,Speech,mary_b,mary_b,Locale_MainScenario:event_goldencoinrush1_04_s_53,True,,XS_100,XS_100,1.0,,,1,idle
event_goldencoinrush1_04_s_54,40048,event_goldencoinrush1_04_s,Speech,mary_b,mary_b,Locale_MainScenario:event_goldencoinrush1_04_s_54,True,,XS_100,XS_100,1.0,,,1,idle
event_goldencoinrush1_04_s_55,40048,event_goldencoinrush1_04_s,Self,mary_b,,Locale_MainScenario:event_goldencoinrush1_04_s_55,False,,XS_100,XS_100,1.0,,,1,idle
event_goldencoinrush1_04_s_56,40048,event_goldencoinrush1_04_s,Speech,mary_b,mary_b,Locale_MainScenario:event_goldencoinrush1_04_s_56,True,,XS_100,XS_10,1.0,,,1,idle
event_goldencoinrush1_04_s_57,40048,event_goldencoinrush1_04_s,Speech,mary_b,mary_b,Locale_MainScenario:event_goldencoinrush1_04_s_57,True,,XS_10,XS_10,1.0,,,1,idle
event_goldencoinrush1_04_s_58,40048,event_goldencoinrush1_04_s,Speech,mary_b,mary_b,Locale_MainScenario:event_goldencoinrush1_04_s_58,True,,XS_10,XS_10,1.0,,,1,idle
event_goldencoinrush1_04_s_59,40048,event_goldencoinrush1_04_s,Speech,mary_b,mary_b,Locale_MainScenario:event_goldencoinrush1_04_s_59,True,,XS_10,XS_10,1.0,,,1,idle
event_goldencoinrush1_04_s_60,40048,event_goldencoinrush1_04_s,Speech,mary_b,mary_b,Locale_MainScenario:event_goldencoinrush1_04_s_60,True,,XS_10,XS_10,1.0,,,1,idle
event_goldencoinrush1_04_s_61,40048,event_goldencoinrush1_04_s,Speech,mary_b,mary_b,Locale_MainScenario:event_goldencoinrush1_04_s_61,True,,XS_10,XS_10,1.0,,,1,idle
event_goldencoinrush1_04_s_62,40048,event_goldencoinrush1_04_s,Self,mary_b,,Locale_MainScenario:event_goldencoinrush1_04_s_62,False,,XS_10,XS_10,1.0,,,1,idle
event_goldencoinrush1_04_s_63,40048,event_goldencoinrush1_04_s,Monologue,mary_b,,Locale_MainScenario:event_goldencoinrush1_04_s_63,False,,XS_10,1,1.0,,,1,idle
event_goldencoinrush1_04_s_64,40048,event_goldencoinrush1_04_s,Monologue,mary_b,,Locale_MainScenario:event_goldencoinrush1_04_s_64,False,,1,1,1.0,,,1,idle
