id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
event_maidinvalentine_02_s_11,40007,event_maidinvalentine_02_s,Speech,ade,ade,Locale_SubScenario:event_maidinvalentine_02_s_11,True,,31,31,1.0,,,,,3,idle,,1,worried
event_maidinvalentine_02_s_12,40007,event_maidinvalentine_02_s,Speech,signal_v,signal,Locale_SubScenario:event_maidinvalentine_02_s_12,False,,31,31,1.0,,,,,3,idle,,1,worried
event_maidinvalentine_02_s_13,40007,event_maidinvalentine_02_s,Speech,ade,ade,Locale_SubScenario:event_maidinvalentine_02_s_13,True,,31,31,1.0,,,,,3,idle,,1,idle
event_maidinvalentine_02_s_14,40007,event_maidinvalentine_02_s,Speech,signal_v,signal,Locale_SubScenario:event_maidinvalentine_02_s_14,True,,31,31,1.0,,,,,3,idle,,1,idle
event_maidinvalentine_02_s_15,40007,event_maidinvalentine_02_s,Self,signal_v,,Locale_SubScenario:event_maidinvalentine_02_s_15,False,,31,31,1.0,,,,,3,idle,,1,idle
event_maidinvalentine_02_s_16,40007,event_maidinvalentine_02_s,Speech,signal_v,signal,Locale_SubScenario:event_maidinvalentine_02_s_16,True,,31,31,1.0,,,,,3,idle,,1,idle
event_maidinvalentine_02_s_17,40007,event_maidinvalentine_02_s,Speech,signal_v,signal,Locale_SubScenario:event_maidinvalentine_02_s_17,False,,31,3,1.0,,,,,3,idle,,1,idle
event_maidinvalentine_02_s_18,40007,event_maidinvalentine_02_s,Speech,signal_v,signal,Locale_SubScenario:event_maidinvalentine_02_s_18,True,,3,XS_30,1.0,,,,,3,shy,,1,idle
event_maidinvalentine_02_s_19,40007,event_maidinvalentine_02_s,Self,signal_v,,Locale_SubScenario:event_maidinvalentine_02_s_19,False,,XS_30,XS_30,1.0,,,,,3,shy,,1,idle
event_maidinvalentine_02_s_20,40007,event_maidinvalentine_02_s,Speech,signal_v,signal,Locale_SubScenario:event_maidinvalentine_02_s_20,True,,XS_30,XS_30,1.0,,,,,3,shy,,1,idle
event_maidinvalentine_02_s_21,40007,event_maidinvalentine_02_s,Narration,signal_v,,Locale_SubScenario:event_maidinvalentine_02_s_21,False,,XS_30,XS_30,1.0,,sfx_scn_heavytrip,Low_2,,3,shy,,1,idle
event_maidinvalentine_02_s_22,40007,event_maidinvalentine_02_s,Monologue,signal_v,,Locale_SubScenario:event_maidinvalentine_02_s_22,False,,XS_30,XS_30,1.0,,,,,3,shy,,1,idle
event_maidinvalentine_02_s_23,40007,event_maidinvalentine_02_s,Self,signal_v,,Locale_SubScenario:event_maidinvalentine_02_s_23,False,,XS_30,XS_30,1.0,,,,,3,shy,,1,idle
event_maidinvalentine_02_s_24,40007,event_maidinvalentine_02_s,Speech,signal_v,signal,Locale_SubScenario:event_maidinvalentine_02_s_24,True,,XS_30,XS_30,1.0,,,,,3,shy,,1,idle
event_maidinvalentine_02_s_25,40007,event_maidinvalentine_02_s,Speech,signal_v,signal,Locale_SubScenario:event_maidinvalentine_02_s_25,True,,XS_30,3,1.0,,,,,3,idle,,1,idle
event_maidinvalentine_02_s_26,40007,event_maidinvalentine_02_s,Monologue,signal_v,,Locale_SubScenario:event_maidinvalentine_02_s_26,False,,3,3,1.0,,,,,3,idle,,1,idle
event_maidinvalentine_02_s_27,40007,event_maidinvalentine_02_s,Speech,signal_v,signal,Locale_SubScenario:event_maidinvalentine_02_s_27,True,,3,3,1.0,,,,,3,idle,,1,idle
event_maidinvalentine_02_s_28,40007,event_maidinvalentine_02_s,Self,signal_v,,Locale_SubScenario:event_maidinvalentine_02_s_28,False,,3,3,1.0,,,,,3,idle,,1,idle
event_maidinvalentine_02_s_29,40007,event_maidinvalentine_02_s,Monologue,signal_v,,Locale_SubScenario:event_maidinvalentine_02_s_29,False,,3,3,1.0,,,,,3,idle,,1,idle
event_maidinvalentine_02_s_30,40007,event_maidinvalentine_02_s,Speech,signal_v,signal,Locale_SubScenario:event_maidinvalentine_02_s_30,False,,3,XS_30,1.0,,,,,3,idle,,1,idle
event_maidinvalentine_02_s_31,40007,event_maidinvalentine_02_s,Speech,signal_v,signal,Locale_SubScenario:event_maidinvalentine_02_s_31,True,,XS_30,XS_30,1.0,,,,,3,idle,,1,idle
event_maidinvalentine_02_s_32,40007,event_maidinvalentine_02_s,Self,signal_v,,Locale_SubScenario:event_maidinvalentine_02_s_32,False,,XS_30,XS_30,1.0,,,,,3,idle,,1,idle
event_maidinvalentine_02_s_33,40007,event_maidinvalentine_02_s,Monologue,signal_v,,Locale_SubScenario:event_maidinvalentine_02_s_33,False,,XS_30,XS_30,1.0,,,,,3,idle,,1,idle
event_maidinvalentine_02_s_34,40007,event_maidinvalentine_02_s,Monologue,signal_v,,Locale_SubScenario:event_maidinvalentine_02_s_34,False,,XS_30,XS_300,1.0,none,,,,3,shy,,1,idle
event_maidinvalentine_02_s_35,40007,event_maidinvalentine_02_s,Self,signal_v,,Locale_SubScenario:event_maidinvalentine_02_s_35,False,,XS_300,XS_300,1.0,,,,,3,shy,,1,idle
event_maidinvalentine_02_s_36,40007,event_maidinvalentine_02_s,Speech,signal_v,signal,Locale_SubScenario:event_maidinvalentine_02_s_36,False,,XS_300,XS_300,1.0,,,,,3,shy,,1,idle
event_maidinvalentine_02_s_37,40007,event_maidinvalentine_02_s,Speech,signal_v,signal,Locale_SubScenario:event_maidinvalentine_02_s_37,False,,XS_300,XS_30,1.0,,,,,3,shy,,1,idle
