id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_sound,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
event_coinsinrush1_03_s_33,40088,event_coinsinrush1_03_s,Monologue,Locale_MainScenario:event_coinsinrush1_03_s_33,False,,black,black,1.0,none,,,,,,1,angry,,3,idle,,13,idle,coinrushsecurity,,13,delight
event_coinsinrush1_03_s_34,40088,event_coinsinrush1_03_s,Speech,Locale_MainScenario:event_coinsinrush1_03_s_34,True,,2,2,1.0,,milk,milk,,,,1,good,,3,idle,,,,,,13,idle
event_coinsinrush1_03_s_35,40088,event_coinsinrush1_03_s,Speech,Locale_MainScenario:event_coinsinrush1_03_s_35,True,,2,2,1.0,,milk,milk,,,,1,good,,3,idle,,,,,,13,idle
event_coinsinrush1_03_s_36,40088,event_coinsinrush1_03_s,Speech,Locale_MainScenario:event_coinsinrush1_03_s_36,True,,2,2,1.0,,exia,exia,,,,1,good,,3,sad,,,,,,13,idle
event_coinsinrush1_03_s_37,40088,event_coinsinrush1_03_s,Self,Locale_MainScenario:event_coinsinrush1_03_s_37,False,,130,130,1.0,,rouge,,,,,1,good,,3,sad,,,,,,13,idle
event_coinsinrush1_03_s_38,40088,event_coinsinrush1_03_s,Speech,Locale_MainScenario:event_coinsinrush1_03_s_38,True,,130,130,1.0,,rouge,rouge,,,,1,good,,3,sad,,,,,,13,idle
event_coinsinrush1_03_s_39,40088,event_coinsinrush1_03_s,Speech,Locale_MainScenario:event_coinsinrush1_03_s_39,True,,130,130,1.0,,rouge,rouge,,,,1,good,,3,sad,,,,,,13,think
event_coinsinrush1_03_s_40,40088,event_coinsinrush1_03_s,Monologue,Locale_MainScenario:event_coinsinrush1_03_s_40,False,,130,130,1.0,,rouge,,,,,1,good,,3,idle,,,,,,13,think
event_coinsinrush1_03_s_41,40088,event_coinsinrush1_03_s,Speech,Locale_MainScenario:event_coinsinrush1_03_s_41,True,,130,130,1.0,,rouge,rouge,,,,1,good,,3,idle,,,,,,13,think
event_coinsinrush1_03_s_42,40088,event_coinsinrush1_03_s,Speech,Locale_MainScenario:event_coinsinrush1_03_s_42,True,,130,130,1.0,,rouge,rouge,,,,1,good,,3,idle,,,,,,13,think
event_coinsinrush1_03_s_43,40088,event_coinsinrush1_03_s,Monologue,Locale_MainScenario:event_coinsinrush1_03_s_43,False,,130,130,1.0,,rouge,,,,,1,good,,3,idle,,,,,,13,think
event_coinsinrush1_03_s_44,40088,event_coinsinrush1_03_s,Speech,Locale_MainScenario:event_coinsinrush1_03_s_44,True,,130,130,1.0,,rouge,rouge,,,,1,good,,3,idle,,,,,,13,think
event_coinsinrush1_03_s_45,40088,event_coinsinrush1_03_s,Speech,Locale_MainScenario:event_coinsinrush1_03_s_45,True,,130,130,1.0,,rouge,rouge,,,,1,good,,3,idle,,,,,,13,think
event_coinsinrush1_03_s_46,40088,event_coinsinrush1_03_s,Self,Locale_MainScenario:event_coinsinrush1_03_s_46,False,,130,130,1.0,,rouge,,,,,1,good,,3,idle,,,,,,13,think
event_coinsinrush1_03_s_47,40088,event_coinsinrush1_03_s,Monologue,Locale_MainScenario:event_coinsinrush1_03_s_47,False,,black,black,1.0,,,,,,,1,good,,3,idle,,,,,,13,think
event_coinsinrush1_03_s_48,40088,event_coinsinrush1_03_s,Speech,Locale_MainScenario:event_coinsinrush1_03_s_48,True,,130,130,1.0,bgm_inark,rouge,rouge,,,,1,good,,3,idle,,,,,,13,surprise
event_coinsinrush1_03_s_49,40088,event_coinsinrush1_03_s,Self,Locale_MainScenario:event_coinsinrush1_03_s_49,False,,130,130,1.0,,rouge,,,,,1,good,,3,idle,,,,,,13,surprise
event_coinsinrush1_03_s_50,40088,event_coinsinrush1_03_s,Speech,Locale_MainScenario:event_coinsinrush1_03_s_50,True,,130,130,1.0,,rouge,rouge,,,,1,good,,3,idle,,,,,,13,sad
event_coinsinrush1_03_s_51,40088,event_coinsinrush1_03_s,Self,Locale_MainScenario:event_coinsinrush1_03_s_51,False,,130,1300,0.5,,rouge,,,,,1,good,,3,idle,,,,,,13,sad
event_coinsinrush1_03_s_52,40088,event_coinsinrush1_03_s,Speech,Locale_MainScenario:event_coinsinrush1_03_s_52,True,,1300,1300,1.0,,rouge,rouge,,,,1,good,,3,idle,,,,,,13,think
event_coinsinrush1_03_s_53,40088,event_coinsinrush1_03_s,Speech,Locale_MainScenario:event_coinsinrush1_03_s_53,True,,1300,1300,1.0,,rouge,rouge,,,,1,good,,3,idle,,,,,,13,think
event_coinsinrush1_03_s_54,40088,event_coinsinrush1_03_s,Speech,Locale_MainScenario:event_coinsinrush1_03_s_54,True,,1300,12,1.0,,milk,milk,,,,1,surprise,,3,idle,,,,,,13,think
event_coinsinrush1_03_s_55,40088,event_coinsinrush1_03_s,Speech,Locale_MainScenario:event_coinsinrush1_03_s_55,True,,12,12,1.0,,rouge,rouge,,,,1,surprise,,3,idle,,,,,,13,idle
event_coinsinrush1_03_s_56,40088,event_coinsinrush1_03_s,Speech,Locale_MainScenario:event_coinsinrush1_03_s_56,True,,12,12,1.0,,rouge,rouge,,,,1,surprise,,3,idle,,,,,,13,idle
event_coinsinrush1_03_s_57,40088,event_coinsinrush1_03_s,Self,Locale_MainScenario:event_coinsinrush1_03_s_57,False,,12,12,1.0,,rouge,,,,,1,surprise,,3,idle,,,,,,13,idle
event_coinsinrush1_03_s_58,40088,event_coinsinrush1_03_s,Speech,Locale_MainScenario:event_coinsinrush1_03_s_58,True,,12,130,1.0,,rouge,rouge,,,,1,surprise,,3,idle,,,,,,13,idle
event_coinsinrush1_03_s_59,40088,event_coinsinrush1_03_s,Speech,Locale_MainScenario:event_coinsinrush1_03_s_59,True,,130,130,1.0,,rouge,rouge,,,,1,surprise,,3,idle,,,,,,13,idle
event_coinsinrush1_03_s_60,40088,event_coinsinrush1_03_s,Self,Locale_MainScenario:event_coinsinrush1_03_s_60,False,,130,130,1.0,,rouge,,,,,1,surprise,,3,idle,,,,,,13,idle
event_coinsinrush1_03_s_61,40088,event_coinsinrush1_03_s,Speech,Locale_MainScenario:event_coinsinrush1_03_s_61,True,,130,130,1.0,,rouge,rouge,,,,1,surprise,,3,idle,,,,,,13,sad
event_coinsinrush1_03_s_62,40088,event_coinsinrush1_03_s,Speech,Locale_MainScenario:event_coinsinrush1_03_s_62,True,,130,130,1.0,,rouge,rouge,,,,1,surprise,,3,idle,,,,,,13,sad
event_coinsinrush1_03_s_63,40088,event_coinsinrush1_03_s,Self,Locale_MainScenario:event_coinsinrush1_03_s_63,False,,130,130,1.0,,rouge,,,,,1,surprise,,3,idle,,,,,,13,sad
event_coinsinrush1_03_s_64,40088,event_coinsinrush1_03_s,Speech,Locale_MainScenario:event_coinsinrush1_03_s_64,True,,130,S_10,1.0,,milk,milk,,,,1,idle,,3,idle,,,,,,13,sad
event_coinsinrush1_03_s_65,40088,event_coinsinrush1_03_s,Speech,Locale_MainScenario:event_coinsinrush1_03_s_65,True,,S_10,S_10,1.0,,milk,milk,,,,1,idle,,3,idle,,,,,,13,sad
event_coinsinrush1_03_s_66,40088,event_coinsinrush1_03_s,Speech,Locale_MainScenario:event_coinsinrush1_03_s_66,True,,S_10,S_10,1.0,,milk,milk,,,,1,idle,,3,idle,,,,,,13,sad
event_coinsinrush1_03_s_67,40088,event_coinsinrush1_03_s,Speech,Locale_MainScenario:event_coinsinrush1_03_s_67,True,,S_10,S_10,1.0,,milk,milk,,,,1,idle,,3,idle,,,,,,13,sad
event_coinsinrush1_03_s_68,40088,event_coinsinrush1_03_s,Speech,Locale_MainScenario:event_coinsinrush1_03_s_68,True,,S_10,2,1.0,,exia,exia,,,,1,idle,,3,good,,,,,,13,sad
event_coinsinrush1_03_s_69,40088,event_coinsinrush1_03_s,Self,Locale_MainScenario:event_coinsinrush1_03_s_69,False,,130,130,1.0,,rouge,,,,,1,idle,,3,good,,,,,,13,sad
event_coinsinrush1_03_s_70,40088,event_coinsinrush1_03_s,Speech,Locale_MainScenario:event_coinsinrush1_03_s_70,True,,130,130,1.0,,rouge,rouge,,,,1,idle,,3,good,,,,,,13,sad
event_coinsinrush1_03_s_71,40088,event_coinsinrush1_03_s,Speech,Locale_MainScenario:event_coinsinrush1_03_s_71,True,,130,130,1.0,,rouge,rouge,,,,1,idle,,3,good,,,,,,13,idle
event_coinsinrush1_03_s_72,40088,event_coinsinrush1_03_s,Monologue,Locale_MainScenario:event_coinsinrush1_03_s_72,False,,130,130,1.0,,rouge,,,,,1,idle,,3,sad,,,,,,13,idle
event_coinsinrush1_03_s_73,40088,event_coinsinrush1_03_s,Speech,Locale_MainScenario:event_coinsinrush1_03_s_73,True,,130,130,1.0,,rouge,rouge,,,,1,idle,,3,sad,,,,,,13,idle
event_coinsinrush1_03_s_74,40088,event_coinsinrush1_03_s,Self,Locale_MainScenario:event_coinsinrush1_03_s_74,False,,130,130,1.0,,rouge,,,,,1,idle,,3,sad,,,,,,13,idle
event_coinsinrush1_03_s_75,40088,event_coinsinrush1_03_s,Narration,Locale_MainScenario:event_coinsinrush1_03_s_75,False,,130,130,1.0,,rouge,,sfx_scn_coin,,,1,idle,,3,sad,,,,,,13,idle
event_coinsinrush1_03_s_76,40088,event_coinsinrush1_03_s,Monologue,Locale_MainScenario:event_coinsinrush1_03_s_76,False,,130,130,1.0,,rouge,,,,,1,idle,,3,sad,,,,,,13,idle
event_coinsinrush1_03_s_77,40088,event_coinsinrush1_03_s,Narration,Locale_MainScenario:event_coinsinrush1_03_s_77,False,,130,130,1.0,,rouge,,sfx_scn_grabhands,,,1,idle,,3,sad,,,,,,13,idle
event_coinsinrush1_03_s_78,40088,event_coinsinrush1_03_s,Monologue,Locale_MainScenario:event_coinsinrush1_03_s_78,False,,130,130,1.0,,rouge,,,,,1,idle,,3,sad,,,,,,13,idle
event_coinsinrush1_03_s_79,40088,event_coinsinrush1_03_s,Speech,Locale_MainScenario:event_coinsinrush1_03_s_79,False,,130,130,1.0,,rouge,rouge,,,,1,idle,,3,sad,,,,,,13,idle
event_coinsinrush1_03_s_80,40088,event_coinsinrush1_03_s,Monologue,Locale_MainScenario:event_coinsinrush1_03_s_80,False,,130,130,1.0,,rouge,,,,,1,idle,,3,sad,,,,,,13,idle
event_coinsinrush1_03_s_81,40088,event_coinsinrush1_03_s,Self,Locale_MainScenario:event_coinsinrush1_03_s_81,False,,130,130,1.0,,rouge,,,,,1,idle,,3,sad,,,,,,13,idle
event_coinsinrush1_03_s_82,40088,event_coinsinrush1_03_s,Speech,Locale_MainScenario:event_coinsinrush1_03_s_82,True,,130,130,1.0,,rouge,rouge,,,,1,idle,,3,sad,,,,,,13,idle
event_coinsinrush1_03_s_83,40088,event_coinsinrush1_03_s,Speech,Locale_MainScenario:event_coinsinrush1_03_s_83,True,,130,130,1.0,,rouge,rouge,,,,1,idle,,3,sad,,,,,,13,idle
event_coinsinrush1_03_s_84,40088,event_coinsinrush1_03_s,Monologue,Locale_MainScenario:event_coinsinrush1_03_s_84,False,ArkCleanIndoor,black,black,1.0,,,,,black,,1,idle,,3,sad,,,,,,13,idle
event_coinsinrush1_03_s_85,40088,event_coinsinrush1_03_s,Self,Locale_MainScenario:event_coinsinrush1_03_s_85,False,,12,12,1.0,,,,,,,1,idle,,3,sad,,,,,,13,idle
event_coinsinrush1_03_s_86,40088,event_coinsinrush1_03_s,Speech,Locale_MainScenario:event_coinsinrush1_03_s_86,True,,12,12,1.0,,milk,milk,,,,1,idle,,3,sad,,,,,,13,idle
event_coinsinrush1_03_s_87,40088,event_coinsinrush1_03_s,Speech,Locale_MainScenario:event_coinsinrush1_03_s_87,True,,12,12,1.0,,rouge,rouge,,,,1,idle,,3,sad,,,,,,13,idle
event_coinsinrush1_03_s_88,40088,event_coinsinrush1_03_s,Speech,Locale_MainScenario:event_coinsinrush1_03_s_88,True,,12,12,1.0,,rouge,rouge,,,,1,idle,,3,sad,,,,,,13,idle
event_coinsinrush1_03_s_89,40088,event_coinsinrush1_03_s,Speech,Locale_MainScenario:event_coinsinrush1_03_s_89,True,,12,12,1.0,,rouge,rouge,,,,1,idle,,3,sad,,,,,,13,idle
event_coinsinrush1_03_s_90,40088,event_coinsinrush1_03_s,Monologue,Locale_MainScenario:event_coinsinrush1_03_s_90,False,,12,130,1.0,,rouge,,,,,1,idle,,3,sad,,,,,,13,idle
event_coinsinrush1_03_s_91,40088,event_coinsinrush1_03_s,Monologue,Locale_MainScenario:event_coinsinrush1_03_s_91,False,,130,130,1.0,,rouge,,,,,1,idle,,3,sad,,,,,,13,idle
event_coinsinrush1_03_s_92,40088,event_coinsinrush1_03_s,Speech,Locale_MainScenario:event_coinsinrush1_03_s_92,True,,130,130,1.0,,rouge,rouge,,,,1,idle,,3,sad,,,,,,13,idle
event_coinsinrush1_03_s_93,40088,event_coinsinrush1_03_s,Speech,Locale_MainScenario:event_coinsinrush1_03_s_93,True,,130,S_10,1.0,,milk,milk,,,,1,good,,3,sad,,,,,,13,idle
event_coinsinrush1_03_s_94,40088,event_coinsinrush1_03_s,Speech,Locale_MainScenario:event_coinsinrush1_03_s_94,True,,S_10,S_10,1.0,,milk,milk,,,,1,good,,3,sad,,,,,,13,idle
event_coinsinrush1_03_s_95,40088,event_coinsinrush1_03_s,Speech,Locale_MainScenario:event_coinsinrush1_03_s_95,True,,S_10,S_10,1.0,,milk,milk,,,,1,good,,3,sad,,,,,,13,idle
event_coinsinrush1_03_s_96,40088,event_coinsinrush1_03_s,Speech,Locale_MainScenario:event_coinsinrush1_03_s_96,True,,S_10,S_10,1.0,,milk,milk,,,,1,good,,3,sad,,,,,,13,idle
event_coinsinrush1_03_s_97,40088,event_coinsinrush1_03_s,Speech,Locale_MainScenario:event_coinsinrush1_03_s_97,True,,S_10,2,1.0,,exia,exia,,,,1,good,,3,idle,,,,,,13,idle
event_coinsinrush1_03_s_98,40088,event_coinsinrush1_03_s,Speech,Locale_MainScenario:event_coinsinrush1_03_s_98,True,,2,2,1.0,,milk,milk,,,,1,surprise,,3,idle,,,,,,13,idle
event_coinsinrush1_03_s_99,40088,event_coinsinrush1_03_s,Monologue,Locale_MainScenario:event_coinsinrush1_03_s_99,False,,2,2,1.0,,exia,,,,,1,surprise,,3,idle,,,,,,13,idle
event_coinsinrush1_03_s_100,40088,event_coinsinrush1_03_s,Narration,Locale_MainScenario:event_coinsinrush1_03_s_100,False,,black,black,1.0,,,,sfx_scn_computerengine,,,1,surprise,,3,idle,,,,,,13,idle
event_coinsinrush1_03_s_101,40088,event_coinsinrush1_03_s,Monologue,Locale_MainScenario:event_coinsinrush1_03_s_101,False,,2,2,1.0,,exia,,,,,1,surprise,,3,idle,,,,,,13,idle
event_coinsinrush1_03_s_102,40088,event_coinsinrush1_03_s,Speech,Locale_MainScenario:event_coinsinrush1_03_s_102,True,,2,2,1.0,,exia,exia,,,,1,surprise,,3,idle,,,,,,13,idle
event_coinsinrush1_03_s_103,40088,event_coinsinrush1_03_s,Speech,Locale_MainScenario:event_coinsinrush1_03_s_103,True,,2,2,1.0,,exia,exia,,,,1,surprise,,3,idle,,,,,,13,idle
event_coinsinrush1_03_s_104,40088,event_coinsinrush1_03_s,Speech,Locale_MainScenario:event_coinsinrush1_03_s_104,True,,2,130,1.0,,rouge,rouge,,,,1,surprise,,3,idle,,,,,,13,sad
event_coinsinrush1_03_s_105,40088,event_coinsinrush1_03_s,Monologue,Locale_MainScenario:event_coinsinrush1_03_s_105,False,,130,130,1.0,,rouge,,,,,1,surprise,,3,idle,,,,,,13,sad
event_coinsinrush1_03_s_106,40088,event_coinsinrush1_03_s,Speech,Locale_MainScenario:event_coinsinrush1_03_s_106,True,,130,130,1.0,,rouge,rouge,,,,1,surprise,,3,idle,,,,,,13,idle
event_coinsinrush1_03_s_107,40088,event_coinsinrush1_03_s,Speech,Locale_MainScenario:event_coinsinrush1_03_s_107,True,,130,12,1.0,,milk,milk,,,,1,idle,,3,idle,,,,,,13,idle
event_coinsinrush1_03_s_108,40088,event_coinsinrush1_03_s,Speech,Locale_MainScenario:event_coinsinrush1_03_s_108,True,,12,12,1.0,,rouge,rouge,,,,1,idle,,3,idle,,,,,,13,idle
event_coinsinrush1_03_s_109,40088,event_coinsinrush1_03_s,Monologue,Locale_MainScenario:event_coinsinrush1_03_s_109,False,,black,black,1.0,,exia,,,,,3,idle,,1,idle,,,,,,13,idle
event_coinsinrush1_03_s_110,40088,event_coinsinrush1_03_s,Speech,Locale_MainScenario:event_coinsinrush1_03_s_110,True,,12,12,1.0,,exia,exia,,,,3,idle,,1,delight,,,,,,13,idle
event_coinsinrush1_03_s_111,40088,event_coinsinrush1_03_s,Speech,Locale_MainScenario:event_coinsinrush1_03_s_111,True,,12,12,1.0,,exia,exia,,,,3,idle,,1,delight,,,,,,13,idle
event_coinsinrush1_03_s_112,40088,event_coinsinrush1_03_s,Speech,Locale_MainScenario:event_coinsinrush1_03_s_112,True,,12,12,1.0,,exia,exia,,,,3,idle,,1,delight,,,,,,13,idle
event_coinsinrush1_03_s_113,40088,event_coinsinrush1_03_s,Speech,Locale_MainScenario:event_coinsinrush1_03_s_113,True,,12,12,1.0,,exia,exia,,,,3,idle,,1,delight,,,,,,13,idle
event_coinsinrush1_03_s_114,40088,event_coinsinrush1_03_s,Speech,Locale_MainScenario:event_coinsinrush1_03_s_114,True,,12,12,1.0,,rouge,rouge,,,,3,idle,,1,delight,,,,,,13,idle
event_coinsinrush1_03_s_115,40088,event_coinsinrush1_03_s,Speech,Locale_MainScenario:event_coinsinrush1_03_s_115,True,,12,12,1.0,,exia,exia,,,,3,idle,,1,delight,,,,,,13,idle
event_coinsinrush1_03_s_116,40088,event_coinsinrush1_03_s,Speech,Locale_MainScenario:event_coinsinrush1_03_s_116,True,,12,12,1.0,,rouge,rouge,,,,3,idle,,1,delight,,,,,,13,idle
event_coinsinrush1_03_s_117,40088,event_coinsinrush1_03_s,Speech,Locale_MainScenario:event_coinsinrush1_03_s_117,True,,12,12,1.0,,exia,exia,,,,3,idle,,1,delight,,,,,,13,idle
event_coinsinrush1_03_s_118,40088,event_coinsinrush1_03_s,Speech,Locale_MainScenario:event_coinsinrush1_03_s_118,True,,S_30,S_30,1.0,,milk,milk,,,,3,surprise,,1,delight,,,,,,13,idle
event_coinsinrush1_03_s_119,40088,event_coinsinrush1_03_s,Self,Locale_MainScenario:event_coinsinrush1_03_s_119,False,,130,130,1.0,,rouge,,,,,3,surprise,,1,delight,,,,,,13,idle
event_coinsinrush1_03_s_120,40088,event_coinsinrush1_03_s,Self,Locale_MainScenario:event_coinsinrush1_03_s_120,False,,130,130,1.0,,rouge,,,,,3,surprise,,1,delight,,,,,,13,idle
event_coinsinrush1_03_s_121,40088,event_coinsinrush1_03_s,Speech,Locale_MainScenario:event_coinsinrush1_03_s_121,True,,130,130,1.0,,rouge,rouge,,,,3,surprise,,1,delight,,,,,,13,delight
event_coinsinrush1_03_s_122,40088,event_coinsinrush1_03_s,Speech,Locale_MainScenario:event_coinsinrush1_03_s_122,True,,S_30,S_30,1.0,,milk,milk,,,,3,good,,1,delight,,,,,,13,delight
event_coinsinrush1_03_s_123,40088,event_coinsinrush1_03_s,Monologue,Locale_MainScenario:event_coinsinrush1_03_s_123,False,,S_30,S_30,1.0,,milk,,,,,3,good,,1,delight,,,,,,13,delight
event_coinsinrush1_03_s_124,40088,event_coinsinrush1_03_s,Speech,Locale_MainScenario:event_coinsinrush1_03_s_124,True,,S_30,S_30,1.0,none,milk,milk,,,,3,angry,,1,delight,,,,,,13,delight
event_coinsinrush1_03_s_125,40088,event_coinsinrush1_03_s,Monologue,Locale_MainScenario:event_coinsinrush1_03_s_125,False,,S_30,S_70,0.5,,milk,,,,,3,angry,,1,surprise,,,,,,13,delight
