id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker
event_goldenship_06_s_18,40023,event_goldenship_06_s,Speech,Locale_SubScenario:event_goldenship_06_s_18,True,,1,idle,,3,idle,,13,idle,,31,S_10,1.0,,mast,mast
event_goldenship_06_s_19,40023,event_goldenship_06_s,Speech,Locale_SubScenario:event_goldenship_06_s_19,True,,1,idle,,3,idle,,13,idle,,S_10,S_10,1.0,,mast,mast
event_goldenship_06_s_20,40023,event_goldenship_06_s,Speech,Locale_SubScenario:event_goldenship_06_s_20,True,,1,idle,,3,idle,,13,idle,,S_10,S_10,1.0,,mast,mast
event_goldenship_06_s_21,40023,event_goldenship_06_s,Speech,Locale_SubScenario:event_goldenship_06_s_21,True,,1,idle,,3,idle,,13,idle,,S_10,S_10,1.0,,mast,mast
event_goldenship_06_s_22,40023,event_goldenship_06_s,Speech,Locale_SubScenario:event_goldenship_06_s_22,True,,1,idle,,3,idle,,13,idle,,S_10,S_10,1.0,,mast,mast
event_goldenship_06_s_23,40023,event_goldenship_06_s,Self,Locale_SubScenario:event_goldenship_06_s_23,False,,1,idle,,3,idle,,13,idle,,S_10,S_10,1.0,,,
event_goldenship_06_s_24,40023,event_goldenship_06_s,Speech,Locale_SubScenario:event_goldenship_06_s_24,True,,1,idle,,3,idle,,13,idle,,S_10,S_100,1.0,,mast,mast
event_goldenship_06_s_25,40023,event_goldenship_06_s,Speech,Locale_SubScenario:event_goldenship_06_s_25,True,,1,idle,,3,idle,,13,idle,,S_100,S_100,1.0,,mast,mast
event_goldenship_06_s_26,40023,event_goldenship_06_s,Speech,Locale_SubScenario:event_goldenship_06_s_26,True,,1,idle,,3,idle,,13,idle,,S_100,S_100,1.0,,mast,mast
event_goldenship_06_s_27,40023,event_goldenship_06_s,Speech,Locale_SubScenario:event_goldenship_06_s_27,True,,1,idle,,3,idle,,13,idle,,S_100,S_100,1.0,,mast,mast
event_goldenship_06_s_28,40023,event_goldenship_06_s,Speech,Locale_SubScenario:event_goldenship_06_s_28,True,,1,idle,,3,idle,,13,idle,,S_100,S_10,1.0,,mast,mast
event_goldenship_06_s_29,40023,event_goldenship_06_s,Speech,Locale_SubScenario:event_goldenship_06_s_29,True,,1,idle,,3,idle,,13,idle,,S_10,S_10,1.0,,mast,mast
event_goldenship_06_s_30,40023,event_goldenship_06_s,Self,Locale_SubScenario:event_goldenship_06_s_30,False,,1,idle,,3,idle,,13,idle,,S_10,S_10,1.0,,,
event_goldenship_06_s_31,40023,event_goldenship_06_s,Self,Locale_SubScenario:event_goldenship_06_s_31,False,,1,idle,,3,idle,,13,idle,,S_10,S_10,1.0,,,
event_goldenship_06_s_32,40023,event_goldenship_06_s,Speech,Locale_SubScenario:event_goldenship_06_s_32,True,,1,sad,,3,idle,,13,idle,,S_10,S_10,1.0,,mast,mast
event_goldenship_06_s_33,40023,event_goldenship_06_s,Speech,Locale_SubScenario:event_goldenship_06_s_33,True,,1,sad,,3,idle,,13,delight,,S_10,113,1.0,,frima_s,frima
event_goldenship_06_s_34,40023,event_goldenship_06_s,Speech,Locale_SubScenario:event_goldenship_06_s_34,True,,1,sad,,3,idle,,13,delight,,113,113,1.0,,frima_s,frima
event_goldenship_06_s_35,40023,event_goldenship_06_s,Speech,Locale_SubScenario:event_goldenship_06_s_35,True,,1,sad,,3,idle,,13,delight,,113,113,1.0,,mast,mast
event_goldenship_06_s_36,40023,event_goldenship_06_s,Speech,Locale_SubScenario:event_goldenship_06_s_36,True,,1,sad,,3,idle,,13,idle,,113,31,1.0,,anchor,anchor
event_goldenship_06_s_37,40023,event_goldenship_06_s,Monologue,Locale_SubScenario:event_goldenship_06_s_37,False,,1,sad,,3,idle,,13,idle,,black,black,1.0,,,
event_goldenship_06_s_38,40023,event_goldenship_06_s,Speech,Locale_SubScenario:event_goldenship_06_s_38,True,,1,sad,,3,idle,,13,idle,,31,31,1.0,,anchor,anchor
event_goldenship_06_s_39,40023,event_goldenship_06_s,Speech,Locale_SubScenario:event_goldenship_06_s_39,True,,1,sad,,3,delight,,13,idle,,31,31,1.0,,anchor,anchor
event_goldenship_06_s_40,40023,event_goldenship_06_s,Speech,Locale_SubScenario:event_goldenship_06_s_40,True,,1,sad,,3,delight,,13,idle,,31,31,1.0,,anchor,anchor
event_goldenship_06_s_41,40023,event_goldenship_06_s,Speech,Locale_SubScenario:event_goldenship_06_s_41,False,,1,idle,,3,delight,,13,idle,,31,31,1.0,,mast,mast
event_goldenship_06_s_42,40023,event_goldenship_06_s,Speech,Locale_SubScenario:event_goldenship_06_s_42,True,,1,idle,,3,idle,,13,idle,,31,31,1.0,,anchor,anchor
event_goldenship_06_s_43,40023,event_goldenship_06_s,Speech,Locale_SubScenario:event_goldenship_06_s_43,True,,1,idle,,3,delight,,13,idle,,31,31,1.0,,anchor,anchor
event_goldenship_06_s_44,40023,event_goldenship_06_s,Speech,Locale_SubScenario:event_goldenship_06_s_44,True,,1,sad,,3,delight,,13,idle,,31,31,1.0,,mast,mast
event_goldenship_06_s_45,40023,event_goldenship_06_s,Speech,Locale_SubScenario:event_goldenship_06_s_45,True,,1,sad,,3,delight,,13,idle,,31,S_10,1.0,,mast,mast
event_goldenship_06_s_46,40023,event_goldenship_06_s,Speech,Locale_SubScenario:event_goldenship_06_s_46,True,,1,idle2,,3,idle,,13,idle,,S_10,S_100,0.5,,mast,mast
