id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_camera_shake,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,fade,play_sound
event_oldtales1_prologue_51,40061,event_oldtales1_prologue,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_oldtales1_prologue_51,True,,12,12,1.0,,,,5,idle,,3,no,,1,surprise,,13,sad,,15,idle,,17,idle,Low_2,,,,,,,,
event_oldtales1_prologue_52,40061,event_oldtales1_prologue,Speech,rapunzel_o,rapunzel_o,Locale_MainScenario:event_oldtales1_prologue_52,True,,12,12,1.0,,,,5,idle,,3,no,,1,idle,,13,sad,,15,idle,,17,idle,,,,,,,,,
event_oldtales1_prologue_53,40061,event_oldtales1_prologue,Speech,commander,commander,Locale_MainScenario:event_oldtales1_prologue_53,True,,L_50,L_50,1.0,,,,5,surprise,,3,no,,1,idle,,13,sad,,15,idle,,17,idle,,,,,,,,,
event_oldtales1_prologue_54,40061,event_oldtales1_prologue,Speech,liliweiss,liliweiss,Locale_MainScenario:event_oldtales1_prologue_54,True,,L_50,30,1.0,,,,5,surprise,,3,no,,1,idle,,13,sad,,15,idle,,17,idle,,,,,,,,,
event_oldtales1_prologue_55,40061,event_oldtales1_prologue,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_prologue_55,True,,30,3,1.0,,,,5,surprise,,3,no,,1,idle,,13,sad,,15,idle,,17,idle,,commander,liliweiss,rapunzel_o,snowwhite_o,redhood,dorothy,,
event_oldtales1_prologue_56,40061,event_oldtales1_prologue,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_prologue_56,True,,3,3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_prologue_57,40061,event_oldtales1_prologue,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_prologue_57,True,,3,3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_prologue_58,40061,event_oldtales1_prologue,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_prologue_58,True,,3,3,1.0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_prologue_59,40061,event_oldtales1_prologue,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_prologue_59,True,,3,3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_prologue_60,40061,event_oldtales1_prologue,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_prologue_60,True,,3,3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_prologue_61,40061,event_oldtales1_prologue,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_prologue_61,True,,3,30,1.0,,,commander,5,idle,liliweiss,3,void,rapunzel_o,1,idle,snowwhite_o,13,idle,redhood,15,idle,dorothy,17,idle,,,,,,,,,
event_oldtales1_prologue_62,40061,event_oldtales1_prologue,Speech,liliweiss,liliweiss,Locale_MainScenario:event_oldtales1_prologue_62,True,,30,30,1.0,,,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,idle,,,,,,,,,
event_oldtales1_prologue_63,40061,event_oldtales1_prologue,Speech,liliweiss,liliweiss,Locale_MainScenario:event_oldtales1_prologue_63,True,,30,30,1.0,,,,5,idle,,3,think,,1,idle,,13,idle,,15,idle,,17,idle,,,,,,,,,
event_oldtales1_prologue_64,40061,event_oldtales1_prologue,Speech,commander,commander,Locale_MainScenario:event_oldtales1_prologue_64,True,,30,4,1.0,,,,5,idle,,3,think,,1,idle,,13,idle,,15,idle,,17,idle,,,,,,,,,
event_oldtales1_prologue_65,40061,event_oldtales1_prologue,Speech,liliweiss,liliweiss,Locale_MainScenario:event_oldtales1_prologue_65,True,,4,4,1.0,,,,5,idle,,3,think,,1,idle,,13,idle,,15,idle,,17,idle,,,,,,,,,
event_oldtales1_prologue_66,40061,event_oldtales1_prologue,Speech,commander,commander,Locale_MainScenario:event_oldtales1_prologue_66,True,,4,4,1.0,,,,5,idle,,3,think,,1,idle,,13,idle,,15,idle,,17,idle,,,,,,,,,
event_oldtales1_prologue_67,40061,event_oldtales1_prologue,Speech,liliweiss,liliweiss,Locale_MainScenario:event_oldtales1_prologue_67,False,,4,3,1.0,,,,5,idle,,3,think,,1,idle,,13,idle,,15,idle,,17,idle,,,,,,,,,
event_oldtales1_prologue_68,40061,event_oldtales1_prologue,Speech,liliweiss,liliweiss,Locale_MainScenario:event_oldtales1_prologue_68,True,,3,30,1.0,,,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,idle,,,,,,,,,
event_oldtales1_prologue_69,40061,event_oldtales1_prologue,Speech,liliweiss,liliweiss,Locale_MainScenario:event_oldtales1_prologue_69,True,,30,30,1.0,,,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,idle,,,,,,,,,
event_oldtales1_prologue_70,40061,event_oldtales1_prologue,Speech,liliweiss,liliweiss,Locale_MainScenario:event_oldtales1_prologue_70,True,,30,30,1.0,,,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,idle,,,,,,,,,
event_oldtales1_prologue_71,40061,event_oldtales1_prologue,Speech,commander,commander,Locale_MainScenario:event_oldtales1_prologue_71,True,,30,L_50,0.7,,,,5,delight,,3,void,,1,idle,,13,idle,,15,idle,,17,idle,,,,,,,,,
event_oldtales1_prologue_72,40061,event_oldtales1_prologue,Speech,liliweiss,liliweiss,Locale_MainScenario:event_oldtales1_prologue_72,True,,L_50,4,1.0,,,,5,delight,,3,no,,1,idle,,13,idle,,15,idle,,17,idle,,,,,,,,,
event_oldtales1_prologue_73,40061,event_oldtales1_prologue,Speech,commander,commander,Locale_MainScenario:event_oldtales1_prologue_73,True,,4,4,1.0,,,,5,delight,,3,no,,1,idle,,13,idle,,15,idle,,17,idle,,,,,,,,,
event_oldtales1_prologue_74,40061,event_oldtales1_prologue,Speech,liliweiss,liliweiss,Locale_MainScenario:event_oldtales1_prologue_74,True,,4,4,1.0,,,,5,delight,,3,delight,,1,idle,,13,idle,,15,idle,,17,idle,,,,,,,,,
event_oldtales1_prologue_75,40061,event_oldtales1_prologue,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_prologue_75,True,,4,2,1.0,,,,5,idle,,3,delight,,1,idle,,13,idle,,15,idle,,17,idle,,,,,,,,,
event_oldtales1_prologue_76,40061,event_oldtales1_prologue,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_prologue_76,True,,2,12,1.0,,,,5,idle,,3,delight,,1,idle,,13,idle,,15,idle,,17,idle,,,,,,,,,
event_oldtales1_prologue_77,40061,event_oldtales1_prologue,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_prologue_77,True,,12,14,1.0,,,,5,idle,,3,delight,,1,idle,,13,idle,,15,idle,,17,idle,,,,,,,,,
event_oldtales1_prologue_78,40061,event_oldtales1_prologue,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_prologue_78,True,,14,16,1.0,,,,5,idle,,3,delight,,1,idle,,13,idle,,15,idle,,17,idle,,,,,,,,,
event_oldtales1_prologue_79,40061,event_oldtales1_prologue,Speech,abe,abe,Locale_MainScenario:event_oldtales1_prologue_79,True,Laboratory,70,70,1.0,,none,abe,7,idle,cinderella,5,idle_blue,,1,idle,,13,idle,,15,idle,,17,idle,,commander,liliweiss,rapunzel_o,snowwhite_o,redhood,dorothy,white,
event_oldtales1_prologue_80,40061,event_oldtales1_prologue,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_prologue_80,True,,70,6,1.0,,,,7,idle,,5,idle_blue,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_prologue_81,40061,event_oldtales1_prologue,Speech,abe,abe,Locale_MainScenario:event_oldtales1_prologue_81,True,,6,6,1.0,,,,7,idle,,5,idle_blue,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_prologue_82,40061,event_oldtales1_prologue,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_prologue_82,True,,6,6,1.0,,,,7,idle,,5,delight,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_prologue_83,40061,event_oldtales1_prologue,Speech,abe,abe,Locale_MainScenario:event_oldtales1_prologue_83,True,,6,6,1.0,,,,7,idle,,5,delight,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_prologue_84,40061,event_oldtales1_prologue,Speech,abe,abe,Locale_MainScenario:event_oldtales1_prologue_84,True,,6,6,1.0,,,,7,idle,,5,delight,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_prologue_85,40061,event_oldtales1_prologue,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_prologue_85,True,,6,6,1.0,,,,7,idle,,5,idle_blue,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_prologue_86,40061,event_oldtales1_prologue,Speech,abe,abe,Locale_MainScenario:event_oldtales1_prologue_86,True,,6,6,1.0,,,,7,idle,,5,idle_blue,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_prologue_87,40061,event_oldtales1_prologue,Speech,abe,abe,Locale_MainScenario:event_oldtales1_prologue_87,True,,6,6,1.0,,,,7,idle,,5,idle_blue,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_prologue_88,40061,event_oldtales1_prologue,Speech,abe,abe,Locale_MainScenario:event_oldtales1_prologue_88,True,,6,6,1.0,,,,7,idle,,5,idle_blue,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_prologue_89,40061,event_oldtales1_prologue,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_prologue_89,True,,6,6,1.0,,,,7,idle,,5,idle_blue,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_prologue_90,40061,event_oldtales1_prologue,Speech,abe,abe,Locale_MainScenario:event_oldtales1_prologue_90,True,,6,6,1.0,,,,7,idle,,5,idle_blue,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_prologue_91,40061,event_oldtales1_prologue,Speech,abe,abe,Locale_MainScenario:event_oldtales1_prologue_91,True,,6,6,1.0,,,,7,idle,,5,idle_blue,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_prologue_92,40061,event_oldtales1_prologue,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_prologue_92,True,,6,5,1.0,,,,7,idle,,5,idle_blue,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_prologue_93,40061,event_oldtales1_prologue,Narration,cinderella,,Locale_MainScenario:event_oldtales1_prologue_93,False,TechIndoor,5,3,1.0,,none,,7,idle,,3,idle_blue,redshoes,1,idle,littlemermaid,13,idle,hansel,15,void,gretel,17,idle,,abe,,,,,,,sfx_scn_heelfootstep
event_oldtales1_prologue_94,40061,event_oldtales1_prologue,Speech,hansel,hansel,Locale_MainScenario:event_oldtales1_prologue_94,True,,16,16,1.0,,event_bgm_oldtales_firstpage,,,,,3,idle_blue,,1,idle,,13,idle,,15,void,,17,idle,,,,,,,,,
event_oldtales1_prologue_95,40061,event_oldtales1_prologue,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_prologue_95,True,,3,3,1.0,,,,,,,3,delight,,1,idle,,13,idle,,15,void,,17,idle,,,,,,,,,
event_oldtales1_prologue_96,40061,event_oldtales1_prologue,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_prologue_96,True,,3,2,1.0,,,,,,,3,delight,,1,surprise,,13,idle,,15,void,,17,idle,,,,,,,,,
event_oldtales1_prologue_97,40061,event_oldtales1_prologue,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_prologue_97,True,,2,2,1.0,,,,,,,3,idle_blue,,1,surprise,,13,idle,,15,void,,17,idle,,,,,,,,,
event_oldtales1_prologue_98,40061,event_oldtales1_prologue,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_prologue_98,True,,2,2,1.0,,,,,,,3,idle_blue,,1,worry,,13,idle,,15,void,,17,idle,,,,,,,,,
event_oldtales1_prologue_99,40061,event_oldtales1_prologue,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_prologue_99,True,,2,2,1.0,,,,,,,3,idle_blue,,1,smile,,13,idle,,15,void,,17,idle,,,,,,,,,
event_oldtales1_prologue_100,40061,event_oldtales1_prologue,Speech,hansel,hansel,Locale_MainScenario:event_oldtales1_prologue_100,True,,16,16,1.0,,,,,,,3,idle_blue,,1,smile,,13,idle,,15,void,,17,idle,,,,,,,,,
event_oldtales1_prologue_101,40061,event_oldtales1_prologue,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_oldtales1_prologue_101,True,,12,12,1.0,,,,,,,3,idle_blue,,1,smile,,13,think,,15,void,,17,idle,,,,,,,,,
event_oldtales1_prologue_102,40061,event_oldtales1_prologue,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_prologue_102,True,,12,12,1.0,,,,,,,3,idle_blue,,1,surprise,,13,think,,15,void,,17,idle,,,,,,,,,
event_oldtales1_prologue_103,40061,event_oldtales1_prologue,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_oldtales1_prologue_103,True,,12,12,1.0,,,,,,,3,idle_blue,,1,surprise,,13,idle,,15,void,,17,idle,,,,,,,,,
event_oldtales1_prologue_104,40061,event_oldtales1_prologue,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_prologue_104,True,,12,12,1.0,,,,,,,3,idle_blue,,1,idle,,13,idle,,15,void,,17,idle,,,,,,,,,
event_oldtales1_prologue_105,40061,event_oldtales1_prologue,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_prologue_105,True,,12,12,1.0,,,,,,,3,idle_blue,,1,idle,,13,idle,,15,void,,17,idle,,,,,,,,,
event_oldtales1_prologue_106,40061,event_oldtales1_prologue,Speech,hansel,hansel,Locale_MainScenario:event_oldtales1_prologue_106,True,,16,16,1.0,,,,,,,3,idle_blue,,1,idle,,13,idle,,15,void,,17,idle,,,,,,,,,
event_oldtales1_prologue_107,40061,event_oldtales1_prologue,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_prologue_107,True,,L_10,L_10,1.0,,,,,,,3,idle_blue,,1,smile,,13,idle,,15,void,,17,idle,,,,,,,,,
event_oldtales1_prologue_108,40061,event_oldtales1_prologue,Speech,abe,abe,Locale_MainScenario:event_oldtales1_prologue_108,True,,70,70,1.0,,,abe,7,idle,,3,idle_blue,,1,smile,,13,idle,,15,void,,17,idle,,,,,,,,,
event_oldtales1_prologue_109,40061,event_oldtales1_prologue,Speech,hansel,hansel,Locale_MainScenario:event_oldtales1_prologue_109,True,,16,16,1.0,,,,7,idle,,3,idle_blue,,1,smile,,13,idle,,15,void,,17,idle,,,,,,,,,
event_oldtales1_prologue_110,40061,event_oldtales1_prologue,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_oldtales1_prologue_110,True,,16,12,1.0,,,,7,idle,,3,idle_blue,,1,smile,,13,angry,,15,void,,17,idle,,,,,,,,,
event_oldtales1_prologue_111,40061,event_oldtales1_prologue,Speech,redshoes,redshoes,Locale_MainScenario:event_oldtales1_prologue_111,True,,12,12,1.0,,,,7,idle,,3,idle_blue,,1,smile,,13,angry,,15,void,,17,idle,,,,,,,,,
