id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,play_sound,set_camera_shake,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
event_foolburstday_01_15,130007,event_foolburstday_01,Monologue,Locale_SubScenario:event_foolburstday_01_15,False,,S_100,S_10,1.5,,mechashifty,,,1,idle,,,,,,
event_foolburstday_01_16,130007,event_foolburstday_01,Monologue,Locale_SubScenario:event_foolburstday_01_16,False,,S_10,S_10,1.0,,mechashifty,,,1,idle,,,,,,
event_foolburstday_01_17,130007,event_foolburstday_01,Monologue,Locale_SubScenario:event_foolburstday_01_17,False,,S_10,S_10,1.0,,mechashifty,,,1,idle,,,,,,
event_foolburstday_01_18,130007,event_foolburstday_01,Speech,Locale_SubScenario:event_foolburstday_01_18,True,,S_10,S_100,1.0,,mechashifty,mechashifty,,1,idle,,,,,,
event_foolburstday_01_19,130007,event_foolburstday_01,Self,Locale_SubScenario:event_foolburstday_01_19,False,,S_100,S_100,1.0,,mechashifty,,,1,idle,,,,,,
event_foolburstday_01_20,130007,event_foolburstday_01,Self,Locale_SubScenario:event_foolburstday_01_20,False,,S_100,S_100,1.0,,mechashifty,,,1,idle,,,,,,
event_foolburstday_01_21,130007,event_foolburstday_01,Self,Locale_SubScenario:event_foolburstday_01_21,False,,S_100,S_100,1.0,,mechashifty,,,1,idle,,,,,,
event_foolburstday_01_22,130007,event_foolburstday_01,Speech,Locale_SubScenario:event_foolburstday_01_22,True,,S_100,S_100,1.0,,mechashifty,mechashifty,,1,idle,,,,,,
event_foolburstday_01_23,130007,event_foolburstday_01,Self,Locale_SubScenario:event_foolburstday_01_23,False,,S_100,S_100,1.0,,mechashifty,,,1,idle,,,,,,
event_foolburstday_01_24,130007,event_foolburstday_01,Speech,Locale_SubScenario:event_foolburstday_01_24,True,,S_100,S_10,1.0,,mechashifty,mechashifty,,1,idle,,,,,,
event_foolburstday_01_25,130007,event_foolburstday_01,Self,Locale_SubScenario:event_foolburstday_01_25,False,,S_10,S_10,1.0,,mechashifty,,,1,idle,,,,,,
event_foolburstday_01_26,130007,event_foolburstday_01,Speech,Locale_SubScenario:event_foolburstday_01_26,True,,S_10,S_10,1.0,,mechashifty,mechashifty,,1,idle,,,,,,
event_foolburstday_01_27,130007,event_foolburstday_01,Speech,Locale_SubScenario:event_foolburstday_01_27,True,,S_10,S_10,1.0,,mechashifty,mechashifty,,1,idle,,,,,,
event_foolburstday_01_28,130007,event_foolburstday_01,Narration,Locale_SubScenario:event_foolburstday_01_28,False,,S_10,S_100,1.0,,mechashifty,,,1,idle,sfx_scn_lasersight,,,,,
event_foolburstday_01_29,130007,event_foolburstday_01,Monologue,Locale_SubScenario:event_foolburstday_01_29,False,,S_100,S_100,1.0,,mechashifty,,,1,special,,,,,,
event_foolburstday_01_30,130007,event_foolburstday_01,Monologue,Locale_SubScenario:event_foolburstday_01_30,False,,S_100,S_100,1.0,,mechashifty,,,1,special,,,,,,
event_foolburstday_01_31,130007,event_foolburstday_01,Self,Locale_SubScenario:event_foolburstday_01_31,False,,S_100,S_100,1.0,,mechashifty,,,1,special,,,,,,
event_foolburstday_01_32,130007,event_foolburstday_01,Speech,Locale_SubScenario:event_foolburstday_01_32,False,,S_100,S_100,1.0,,mechashifty,mechashifty,,1,special,,,,,,
event_foolburstday_01_33,130007,event_foolburstday_01,Speech,Locale_SubScenario:event_foolburstday_01_33,False,,S_100,S_100,1.0,,mechashifty,mechashifty,,1,special,,,,,,
event_foolburstday_01_34,130007,event_foolburstday_01,Self,Locale_SubScenario:event_foolburstday_01_34,False,,S_100,S_100,1.0,,mechashifty,,,1,special,,,,,,
event_foolburstday_01_35,130007,event_foolburstday_01,Speech,Locale_SubScenario:event_foolburstday_01_35,False,,S_100,S_100,1.0,,mechashifty,mechashifty,,1,special,,,,,,
event_foolburstday_01_36,130007,event_foolburstday_01,Self,Locale_SubScenario:event_foolburstday_01_36,False,,S_100,S_100,1.0,,mechashifty,,,1,special,,,,,,
event_foolburstday_01_37,130007,event_foolburstday_01,Speech,Locale_SubScenario:event_foolburstday_01_37,False,,S_100,S_100,1.0,,mechashifty,mechashifty,,1,special,,,,,,
event_foolburstday_01_38,130007,event_foolburstday_01,Narration,Locale_SubScenario:event_foolburstday_01_38,False,,S_100,S_100,1.0,,mechashifty,,,1,special,sfx_scn_energecharge,Low_2,,,,
event_foolburstday_01_39,130007,event_foolburstday_01,Speech,Locale_SubScenario:event_foolburstday_01_39,True,,S_100,1,0.7,,shifty_r,shifty_r,,1,special,,,shifty_r,OP_rightup,angry,
event_foolburstday_01_40,130007,event_foolburstday_01,Speech,Locale_SubScenario:event_foolburstday_01_40,True,,1,S_10,1.0,,mechashifty,mechashifty,,1,idle,sfx_scn_mechasleepmode,,,OP_rightup,angry,
event_foolburstday_01_41,130007,event_foolburstday_01,Speech,Locale_SubScenario:event_foolburstday_01_41,True,,S_10,S_10,1.0,,shifty_r,shifty_r,,1,idle,,,,OP_rightup,sad,
event_foolburstday_01_42,130007,event_foolburstday_01,Speech,Locale_SubScenario:event_foolburstday_01_42,True,,S_10,S_10,1.0,,shifty_r,shifty_r,,1,idle,,,,OP_rightup,sad,
event_foolburstday_01_43,130007,event_foolburstday_01,Self,Locale_SubScenario:event_foolburstday_01_43,False,,S_10,S_10,1.0,,shifty_r,,,1,idle,,,,OP_rightup,sad,
event_foolburstday_01_44,130007,event_foolburstday_01,Speech,Locale_SubScenario:event_foolburstday_01_44,True,,S_10,S_10,1.0,,shifty_r,shifty_r,,1,idle,,,,OP_rightup,sad,
event_foolburstday_01_45,130007,event_foolburstday_01,Speech,Locale_SubScenario:event_foolburstday_01_45,True,,S_10,S_10,1.0,,shifty_r,shifty_r,,1,idle,,,,OP_rightup,idle,
event_foolburstday_01_46,130007,event_foolburstday_01,Speech,Locale_SubScenario:event_foolburstday_01_46,True,,S_10,S_10,1.0,,shifty_r,shifty_r,,1,idle,,,,OP_rightup,idle,
event_foolburstday_01_47,130007,event_foolburstday_01,Speech,Locale_SubScenario:event_foolburstday_01_47,True,,S_10,S_10,1.0,,shifty_r,shifty_r,,1,idle,,,,OP_rightup,idle,
event_foolburstday_01_48,130007,event_foolburstday_01,Speech,Locale_SubScenario:event_foolburstday_01_48,False,,S_10,S_100,0.7,,mechashifty,mechashifty,,1,special,,,,OP_rightup,idle,
event_foolburstday_01_49,130007,event_foolburstday_01,Self,Locale_SubScenario:event_foolburstday_01_49,False,,S_100,S_100,1.0,,mechashifty,,,1,special,,,,OP_rightup,idle,
event_foolburstday_01_50,130007,event_foolburstday_01,Speech,Locale_SubScenario:event_foolburstday_01_50,True,,S_100,S_100,1.0,,shifty_r,shifty_r,,1,idle,,,,OP_rightup,idle,
event_foolburstday_01_51,130007,event_foolburstday_01,Self,Locale_SubScenario:event_foolburstday_01_51,False,,S_100,S_100,1.0,,shifty_r,,,1,idle,,,,OP_rightup,idle,
event_foolburstday_01_52,130007,event_foolburstday_01,Speech,Locale_SubScenario:event_foolburstday_01_52,True,,S_100,S_100,1.0,,shifty_r,shifty_r,,1,idle,,,,OP_rightup,idle,
event_foolburstday_01_53,130007,event_foolburstday_01,Speech,Locale_SubScenario:event_foolburstday_01_53,True,,S_100,S_100,1.0,,shifty_r,shifty_r,,1,idle,,,,OP_rightup,think,
event_foolburstday_01_54,130007,event_foolburstday_01,Speech,Locale_SubScenario:event_foolburstday_01_54,True,,S_100,S_100,1.0,,shifty_r,shifty_r,,1,idle,,,,OP_rightup,think,
event_foolburstday_01_55,130007,event_foolburstday_01,Self,Locale_SubScenario:event_foolburstday_01_55,False,,S_100,S_100,1.0,,shifty_r,,,1,idle,,,,OP_rightup,think,
event_foolburstday_01_56,130007,event_foolburstday_01,Speech,Locale_SubScenario:event_foolburstday_01_56,True,,S_100,S_100,1.0,,shifty_r,shifty_r,,1,idle,,,,OP_rightup,idle,
event_foolburstday_01_57,130007,event_foolburstday_01,Speech,Locale_SubScenario:event_foolburstday_01_57,True,,S_100,S_100,1.0,,shifty_r,shifty_r,,1,idle,,,,OP_rightup,idle,
event_foolburstday_01_58,130007,event_foolburstday_01,Self,Locale_SubScenario:event_foolburstday_01_58,False,,S_100,S_100,1.0,,shifty_r,,,1,idle,,,,OP_rightup,idle,
event_foolburstday_01_59,130007,event_foolburstday_01,Speech,Locale_SubScenario:event_foolburstday_01_59,True,,S_100,S_10,1.0,,mechashifty,mechashifty,,1,idle,,,,OP_rightup,idle,
event_foolburstday_01_60,130007,event_foolburstday_01,Speech,Locale_SubScenario:event_foolburstday_01_60,True,,S_10,S_10,1.0,,mechashifty,mechashifty,,1,idle,,,,OP_rightup,idle,
event_foolburstday_01_61,130007,event_foolburstday_01,Speech,Locale_SubScenario:event_foolburstday_01_61,True,,S_10,S_10,1.0,,mechashifty,mechashifty,,1,idle,,,,OP_rightup,idle,
event_foolburstday_01_62,130007,event_foolburstday_01,Self,Locale_SubScenario:event_foolburstday_01_62,False,,S_10,S_10,1.0,,mechashifty,,,1,idle,,,,OP_rightup,idle,
event_foolburstday_01_63,130007,event_foolburstday_01,Speech,Locale_SubScenario:event_foolburstday_01_63,True,,S_10,S_10,1.0,,shifty_r,shifty_r,,1,idle,,,,OP_rightup,think,
event_foolburstday_01_64,130007,event_foolburstday_01,Self,Locale_SubScenario:event_foolburstday_01_64,False,,S_10,S_10,1.0,,shifty_r,,,1,idle,,,,OP_rightup,think,
event_foolburstday_01_65,130007,event_foolburstday_01,Speech,Locale_SubScenario:event_foolburstday_01_65,True,,S_10,S_10,1.0,,shifty_r,shifty_r,,1,idle,,,,OP_rightup,pain,
event_foolburstday_01_66,130007,event_foolburstday_01,Speech,Locale_SubScenario:event_foolburstday_01_66,True,,S_10,S_10,1.0,,shifty_r,shifty_r,,1,idle,,,,OP_rightup,pain,
event_foolburstday_01_67,130007,event_foolburstday_01,Self,Locale_SubScenario:event_foolburstday_01_67,False,,S_10,S_10,1.0,,shifty_r,,,1,idle,,,,OP_rightup,pain,
event_foolburstday_01_68,130007,event_foolburstday_01,Speech,Locale_SubScenario:event_foolburstday_01_68,True,,S_10,S_10,1.0,,shifty_r,shifty_r,,1,idle,,,,OP_rightup,delight,
event_foolburstday_01_69,130007,event_foolburstday_01,Speech,Locale_SubScenario:event_foolburstday_01_69,True,,S_10,S_10,1.0,,shifty_r,shifty_r,,1,idle,,,,OP_rightup,delight,
event_foolburstday_01_70,130007,event_foolburstday_01,Speech,Locale_SubScenario:event_foolburstday_01_70,True,,S_10,S_10,1.0,,shifty_r,shifty_r,,1,idle,,,,OP_rightup,delight,
event_foolburstday_01_71,130007,event_foolburstday_01,Speech,Locale_SubScenario:event_foolburstday_01_71,True,,S_10,S_10,1.0,,shifty_r,shifty_r,,1,idle,,,,OP_rightup,delight,
event_foolburstday_01_72,130007,event_foolburstday_01,Speech,Locale_SubScenario:event_foolburstday_01_72,True,,S_10,S_100,1.0,,mechashifty,mechashifty,,1,idle,,,,OP_rightup,delight,
event_foolburstday_01_73,130007,event_foolburstday_01,Speech,Locale_SubScenario:event_foolburstday_01_73,False,,S_100,S_100,1.0,,shifty_r,shifty_r,,1,idle,,,,OP_rightup,no,
event_foolburstday_01_74,130007,event_foolburstday_01,Speech,Locale_SubScenario:event_foolburstday_01_74,True,,S_100,S_100,1.0,,shifty_r,shifty_r,,1,idle,,,,OP_rightup,delight,
event_foolburstday_01_75,130007,event_foolburstday_01,Self,Locale_SubScenario:event_foolburstday_01_75,False,,S_100,S_100,1.0,,shifty_r,,,1,idle,,,,OP_rightup,delight,
event_foolburstday_01_76,130007,event_foolburstday_01,Narration,Locale_SubScenario:event_foolburstday_01_76,False,,S_100,S_100,1.0,,shifty_r,,,1,idle,sfx_scn_over,,,OP_rightup,delight,shifty_r
event_foolburstday_01_77,130007,event_foolburstday_01,Monologue,Locale_SubScenario:event_foolburstday_01_77,False,,S_100,S_100,1.0,,mechashifty,,,1,idle,,,,,,
event_foolburstday_01_78,130007,event_foolburstday_01,Monologue,Locale_SubScenario:event_foolburstday_01_78,False,,S_100,S_100,1.0,,mechashifty,,,1,idle,,,,,,
event_foolburstday_01_79,130007,event_foolburstday_01,Speech,Locale_SubScenario:event_foolburstday_01_79,False,,S_100,S_100,1.0,,mechashifty,mechashifty,,1,idle,,,,,,
event_foolburstday_01_80,130007,event_foolburstday_01,Monologue,Locale_SubScenario:event_foolburstday_01_80,False,,S_100,S_100,1.0,,mechashifty,,,1,idle,,,,,,
event_foolburstday_01_81,130007,event_foolburstday_01,Monologue,Locale_SubScenario:event_foolburstday_01_81,False,,S_100,S_100,1.0,,mechashifty,,,1,idle,,,,,,
event_foolburstday_01_82,130007,event_foolburstday_01,Monologue,Locale_SubScenario:event_foolburstday_01_82,False,,S_100,S_100,1.0,,mechashifty,,,1,idle,,,,,,
event_foolburstday_01_83,130007,event_foolburstday_01,Speech,Locale_SubScenario:event_foolburstday_01_83,True,,S_100,S_10,1.0,,mechashifty,mechashifty,,1,idle,,,,,,
event_foolburstday_01_84,130007,event_foolburstday_01,Monologue,Locale_SubScenario:event_foolburstday_01_84,False,,S_10,S_10,1.0,,mechashifty,,,1,idle,,,,,,
event_foolburstday_01_85,130007,event_foolburstday_01,Monologue,Locale_SubScenario:event_foolburstday_01_85,False,,S_10,S_10,1.0,,mechashifty,,,1,idle,,,,,,
event_foolburstday_01_86,130007,event_foolburstday_01,Monologue,Locale_SubScenario:event_foolburstday_01_86,False,,S_10,S_10,1.0,,mechashifty,,,1,idle,,,,,,
event_foolburstday_01_87,130007,event_foolburstday_01,Monologue,Locale_SubScenario:event_foolburstday_01_87,False,,S_10,S_10,1.0,,mechashifty,,,1,idle,,,,,,
event_foolburstday_01_88,130007,event_foolburstday_01,Self,Locale_SubScenario:event_foolburstday_01_88,False,,S_10,S_10,1.0,,mechashifty,,,1,idle,,,,,,
event_foolburstday_01_89,130007,event_foolburstday_01,Self,Locale_SubScenario:event_foolburstday_01_89,False,,S_10,S_10,1.0,,mechashifty,,,1,idle,,,,,,
event_foolburstday_01_90,130007,event_foolburstday_01,Speech,Locale_SubScenario:event_foolburstday_01_90,True,,S_10,S_100,1.0,,mechashifty,mechashifty,,1,idle,,,,,,
event_foolburstday_01_91,130007,event_foolburstday_01,Speech,Locale_SubScenario:event_foolburstday_01_91,True,,S_100,S_100,1.0,,mechashifty,mechashifty,,1,idle,,,,,,
event_foolburstday_01_92,130007,event_foolburstday_01,Self,Locale_SubScenario:event_foolburstday_01_92,False,,S_100,S_100,1.0,,mechashifty,,,1,idle,,,,,,
