id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,jump_target,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
event_icedragonsaga2_02_s_13,40065,event_icedragonsaga2_02_s,Speech,guillotine_w,guillotine_w,Locale_MainScenario:event_icedragonsaga2_02_s_13,True,,XS_20,XS_20,1.0,,,,,,4,surprise,,,2,delight,,,12,no,,,,,
event_icedragonsaga2_02_s_14,40065,event_icedragonsaga2_02_s,Speech,mustang,mustang,Locale_MainScenario:event_icedragonsaga2_02_s_14,True,,XS_20,3,1.0,,,,,,4,think,,,2,delight,,,12,no,,,,,
event_icedragonsaga2_02_s_15,40065,event_icedragonsaga2_02_s,Speech,mustang,mustang,Locale_MainScenario:event_icedragonsaga2_02_s_15,True,,3,3,1.0,,,,,,4,think,,,2,delight,,,12,no,,,,,
event_icedragonsaga2_02_s_16,40065,event_icedragonsaga2_02_s,Speech,mustang,mustang,Locale_MainScenario:event_icedragonsaga2_02_s_16,True,,3,3,1.0,,,,,,4,idle,,,2,delight,,,12,no,,,,,
event_icedragonsaga2_02_s_17,40065,event_icedragonsaga2_02_s,Speech,mustang,mustang,Locale_MainScenario:event_icedragonsaga2_02_s_17,True,,3,3,1.0,,,,,,4,idle,,,2,delight,,,12,no,,,,,
event_icedragonsaga2_02_s_18,40065,event_icedragonsaga2_02_s,Speech,mustang,mustang,Locale_MainScenario:event_icedragonsaga2_02_s_18,True,,3,3,1.0,,,,,,4,idle,,,2,delight,,,12,no,,,,,
event_icedragonsaga2_02_s_19,40065,event_icedragonsaga2_02_s,Speech,guillotine_w,guillotine_w,Locale_MainScenario:event_icedragonsaga2_02_s_19,True,,3,3,1.0,,,,,,4,idle,,,2,delight,,,12,no,,,,,
event_icedragonsaga2_02_s_20,40065,event_icedragonsaga2_02_s,Speech,guillotine_w,guillotine_w,Locale_MainScenario:event_icedragonsaga2_02_s_20,True,,3,3,1.0,,,,,,4,idle,,,2,delight,,,12,surprise,,,,,
event_icedragonsaga2_02_s_21,40065,event_icedragonsaga2_02_s,Speech,guillotine_w,guillotine_w,Locale_MainScenario:event_icedragonsaga2_02_s_21,True,,3,3,1.0,,,,,,4,idle,,,2,delight,,,12,surprise,,,,,
event_icedragonsaga2_02_s_22,40065,event_icedragonsaga2_02_s,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga2_02_s_22,True,,3,L_120,1.0,,,,,,4,idle,,,2,delight,,,12,surprise,,,,,
event_icedragonsaga2_02_s_23,40065,event_icedragonsaga2_02_s,Speech,guillotine_w,guillotine_w,Locale_MainScenario:event_icedragonsaga2_02_s_23,True,,2,XS_200,0.5,,,,,,4,idle,,,2,angry,,,12,surprise,,,,,
event_icedragonsaga2_02_s_24,40065,event_icedragonsaga2_02_s,Speech,guillotine_w,guillotine_w,Locale_MainScenario:event_icedragonsaga2_02_s_24,True,,XS_200,XS_200,1.0,,,,,,4,idle,,,2,angry,,,12,surprise,,,,,
event_icedragonsaga2_02_s_25,40065,event_icedragonsaga2_02_s,Speech,mustang,mustang,Locale_MainScenario:event_icedragonsaga2_02_s_25,True,,XS_200,L_40,1.0,,,,,,4,idle,,,2,angry,,,12,surprise,,,,,
event_icedragonsaga2_02_s_26,40065,event_icedragonsaga2_02_s,Self,mustang,,Locale_MainScenario:event_icedragonsaga2_02_s_26,False,,L_40,L_40,1.0,,,,,,4,idle,,,2,angry,,,12,surprise,,,,,
event_icedragonsaga2_02_s_27,40065,event_icedragonsaga2_02_s,Speech,mustang,mustang,Locale_MainScenario:event_icedragonsaga2_02_s_27,True,,L_40,L_40,1.0,,,,,,4,idle,,,2,angry,,,12,surprise,,,,,
event_icedragonsaga2_02_s_28,40065,event_icedragonsaga2_02_s,Self,mustang,,Locale_MainScenario:event_icedragonsaga2_02_s_28,False,,L_40,L_40,1.0,,,,,,4,idle,,,2,surprise,,,12,surprise,,,,,
event_icedragonsaga2_02_s_29,40065,event_icedragonsaga2_02_s,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga2_02_s_29,True,,L_120,L_120,1.0,,,,,,4,idle,,,2,surprise,,,12,shy,,,,,
event_icedragonsaga2_02_s_30,40065,event_icedragonsaga2_02_s,Self,maiden_w,,Locale_MainScenario:event_icedragonsaga2_02_s_30,False,,L_120,L_120,1.0,,,,,,4,idle,,,2,surprise,,,12,shy,,,,,
event_icedragonsaga2_02_s_31,40065,event_icedragonsaga2_02_s,Self,maiden_w,,Locale_MainScenario:event_icedragonsaga2_02_s_31,False,,L_120,L_120,1.0,,,,,,4,idle,,,2,surprise,,,12,shy,,,,,
event_icedragonsaga2_02_s_32,40065,event_icedragonsaga2_02_s,Speech,mustang,mustang,Locale_MainScenario:event_icedragonsaga2_02_s_32,True,,L_40,L_40,1.0,,,,,,4,delight,,,2,surprise,,,12,shy,,,,,
event_icedragonsaga2_02_s_33,40065,event_icedragonsaga2_02_s,Speech,,mustang,Locale_MainScenario:event_icedragonsaga2_02_s_33,False,black,black,black,1.0,none,,,,,4,delight,mustang,,2,surprise,guillotine_w,,12,shy,maiden_w,mustang_event,5,idle,
event_icedragonsaga2_02_s_34,40065,event_icedragonsaga2_02_s,Speech,,mustang,Locale_MainScenario:event_icedragonsaga2_02_s_34,False,,mustang_event_04,mustang_event_05,0.5,bgm_story_mustang,,,,,,,,,,,,,,,,,5,idle,
event_icedragonsaga2_02_s_35,40065,event_icedragonsaga2_02_s,Self,,,Locale_MainScenario:event_icedragonsaga2_02_s_35,False,,mustang_event_05,mustang_event_05,1.0,,,,,,,,,,,,,,,,,,5,idle,
event_icedragonsaga2_02_s_36,40065,event_icedragonsaga2_02_s,Speech,,narration,Locale_MainScenario:event_icedragonsaga2_02_s_36,False,,mustang_event_01,mustang_event_02,1.2,,,,,,,,,,,,,,,,,,5,idle,
event_icedragonsaga2_02_s_37,40065,event_icedragonsaga2_02_s,Speech,,narration,Locale_MainScenario:event_icedragonsaga2_02_s_37,False,,mustang_event_02,mustang_event_03,1.2,,,,,,,,,,,,,,,,,,5,idle,
event_icedragonsaga2_02_s_38,40065,event_icedragonsaga2_02_s,Speech,,mustang,Locale_MainScenario:event_icedragonsaga2_02_s_38,False,,mustang_event_04,mustang_event_04,1.0,,black,,,,,,,,,,,,,,,,5,idle,
event_icedragonsaga2_02_s_39,40065,event_icedragonsaga2_02_s,Speech,,mustang,Locale_MainScenario:event_icedragonsaga2_02_s_39,False,,mustang_event_04,mustang_event_04,1.0,,,,,,,,,,,,,,,,,,5,idle,
event_icedragonsaga2_02_s_40,40065,event_icedragonsaga2_02_s,Speech,,mustang,Locale_MainScenario:event_icedragonsaga2_02_s_40,False,,mustang_event_04,mustang_event_04,1.0,,,,,,,,,,,,,,,,,,5,idle,
event_icedragonsaga2_02_s_41,40065,event_icedragonsaga2_02_s,Self,,,Locale_MainScenario:event_icedragonsaga2_02_s_41,False,,mustang_event_04,mustang_event_04,1.0,,,,,,,,,,,,,,,,,,5,idle,
event_icedragonsaga2_02_s_42,40065,event_icedragonsaga2_02_s,Speech,,guillotine_w,Locale_MainScenario:event_icedragonsaga2_02_s_42,False,,mustang_event_04,mustang_event_04,1.0,,,,,,,,,,,,,,,,,,5,idle,
event_icedragonsaga2_02_s_43,40065,event_icedragonsaga2_02_s,Speech,,guillotine_w,Locale_MainScenario:event_icedragonsaga2_02_s_43,False,,mustang_event_04,mustang_event_04,1.0,,,,,,,,,,,,,,,,,,5,idle,
event_icedragonsaga2_02_s_44,40065,event_icedragonsaga2_02_s,Self,,,Locale_MainScenario:event_icedragonsaga2_02_s_44,False,,mustang_event_04,mustang_event_04,1.0,,,,,,,,,,,,,,,,,,5,idle,
event_icedragonsaga2_02_s_45,40065,event_icedragonsaga2_02_s,Choice,,,Locale_MainScenario:event_icedragonsaga2_02_s_45,False,,mustang_event_04,mustang_event_04,1.0,,,event_icedragonsaga2_02_s_48,,,,,,,,,,,,,,,5,idle,
event_icedragonsaga2_02_s_46,40065,event_icedragonsaga2_02_s,Choice,,,Locale_MainScenario:event_icedragonsaga2_02_s_46,False,,mustang_event_04,mustang_event_04,1.0,,,event_icedragonsaga2_02_s_52,,,,,,,,,,,,,,,5,idle,
event_icedragonsaga2_02_s_47,40065,event_icedragonsaga2_02_s,Choice,,,Locale_MainScenario:event_icedragonsaga2_02_s_47,False,,mustang_event_04,mustang_event_04,1.0,,,event_icedragonsaga2_02_s_56,,,,,,,,,,,,,,,5,idle,
event_icedragonsaga2_02_s_48,40065,event_icedragonsaga2_02_s,Speech,,mustang,Locale_MainScenario:event_icedragonsaga2_02_s_48,False,,mustang_event_04,mustang_event_06,0.5,,,,uis_event_redash_minigame_burstready,,,,,,,,,,,,,,5,idle,
event_icedragonsaga2_02_s_49,40065,event_icedragonsaga2_02_s,Speech,,mustang,Locale_MainScenario:event_icedragonsaga2_02_s_49,False,,mustang_event_06,mustang_event_06,1.0,,,,,,,,,,,,,,,,,,5,idle,
event_icedragonsaga2_02_s_50,40065,event_icedragonsaga2_02_s,Speech,,mustang,Locale_MainScenario:event_icedragonsaga2_02_s_50,False,,mustang_event_06,mustang_event_06,1.0,,,,,,,,,,,,,,,,,,5,idle,
event_icedragonsaga2_02_s_51,40065,event_icedragonsaga2_02_s,Speech,,mustang,Locale_MainScenario:event_icedragonsaga2_02_s_51,False,,mustang_event_06,mustang_event_06,1.0,,,event_icedragonsaga2_02_s_63,,,,,,,,,,,,,,,5,idle,
event_icedragonsaga2_02_s_52,40065,event_icedragonsaga2_02_s,Speech,,mustang,Locale_MainScenario:event_icedragonsaga2_02_s_52,False,,mustang_event_04,mustang_event_06,0.5,,,,sfx_scn_6n23rp,,,,,,,,,,,,,,5,idle,
event_icedragonsaga2_02_s_53,40065,event_icedragonsaga2_02_s,Speech,,mustang,Locale_MainScenario:event_icedragonsaga2_02_s_53,False,,mustang_event_06,mustang_event_06,1.0,,,,,,,,,,,,,,,,,,5,idle,
event_icedragonsaga2_02_s_54,40065,event_icedragonsaga2_02_s,Speech,,mustang,Locale_MainScenario:event_icedragonsaga2_02_s_54,False,,mustang_event_06,mustang_event_06,1.0,,,,,,,,,,,,,,,,,,5,idle,
event_icedragonsaga2_02_s_55,40065,event_icedragonsaga2_02_s,Speech,,mustang,Locale_MainScenario:event_icedragonsaga2_02_s_55,False,,mustang_event_06,mustang_event_06,1.0,,,event_icedragonsaga2_02_s_63,,,,,,,,,,,,,,,5,idle,
event_icedragonsaga2_02_s_56,40065,event_icedragonsaga2_02_s,Speech,,narration,Locale_MainScenario:event_icedragonsaga2_02_s_56,False,,mustang_event_04,mustang_event_04,1.0,,,,,,,,,,,,,,,,,,5,idle,
event_icedragonsaga2_02_s_57,40065,event_icedragonsaga2_02_s,Speech,,mustang,Locale_MainScenario:event_icedragonsaga2_02_s_57,False,,mustang_event_04,mustang_event_05,0.5,,,,,,,,,,,,,,,,,,5,idle,
event_icedragonsaga2_02_s_58,40065,event_icedragonsaga2_02_s,Speech,,mustang,Locale_MainScenario:event_icedragonsaga2_02_s_58,False,,mustang_event_05,mustang_event_05,1.0,,,,,,,,,,,,,,,,,,5,idle,
event_icedragonsaga2_02_s_59,40065,event_icedragonsaga2_02_s,Speech,,mustang,Locale_MainScenario:event_icedragonsaga2_02_s_59,False,,mustang_event_05,mustang_event_06,0.5,,,,,,,,,,,,,,,,,,5,idle,
event_icedragonsaga2_02_s_60,40065,event_icedragonsaga2_02_s,Speech,,mustang,Locale_MainScenario:event_icedragonsaga2_02_s_60,False,,mustang_event_06,mustang_event_06,1.0,,,,,,,,,,,,,,,,,,5,idle,
event_icedragonsaga2_02_s_61,40065,event_icedragonsaga2_02_s,Speech,,mustang,Locale_MainScenario:event_icedragonsaga2_02_s_61,False,,mustang_event_06,mustang_event_04,0.5,,,,,,,,,,,,,,,,,,5,idle,
event_icedragonsaga2_02_s_62,40065,event_icedragonsaga2_02_s,Speech,,maiden_w,Locale_MainScenario:event_icedragonsaga2_02_s_62,False,,mustang_event_04,mustang_event_04,1.0,,,event_icedragonsaga2_02_s_63,,,,,,,,,,,,,,,5,idle,
event_icedragonsaga2_02_s_63,40065,event_icedragonsaga2_02_s,Speech,,narration,Locale_MainScenario:event_icedragonsaga2_02_s_63,False,,black,black,1.0,none,,,,,,,,,,,,,,,,,5,idle,
event_icedragonsaga2_02_s_64,40065,event_icedragonsaga2_02_s,Narration,,,Locale_MainScenario:event_icedragonsaga2_02_s_64,False,,black,black,1.0,,,,sfx_scn_elecguitarstrum,,,,,,,,,,,,,,5,idle,mustang_event
event_icedragonsaga2_02_s_65,40065,event_icedragonsaga2_02_s,Speech,,narration,Locale_MainScenario:event_icedragonsaga2_02_s_65,False,DiningRoom_n,black,black,1.0,bgm_story_boogienight,,,,mustang,3,think,,,,,,,,,,,,,
event_icedragonsaga2_02_s_66,40065,event_icedragonsaga2_02_s,Speech,mustang,mustang,Locale_MainScenario:event_icedragonsaga2_02_s_66,True,,3,3,1.0,,,,,,3,think,,,,,,,,,,,,,
event_icedragonsaga2_02_s_67,40065,event_icedragonsaga2_02_s,Speech,volume_c,volume_c,Locale_MainScenario:event_icedragonsaga2_02_s_67,False,,3,2,1.0,,,,,,3,think,,,,,,,,,,,,,
event_icedragonsaga2_02_s_68,40065,event_icedragonsaga2_02_s,Speech,volume_c,volume_c,Locale_MainScenario:event_icedragonsaga2_02_s_68,True,,2,2,1.0,,,,,,3,think,,volume_c,1,idle,,,,,,,,,
event_icedragonsaga2_02_s_69,40065,event_icedragonsaga2_02_s,Speech,mustang,mustang,Locale_MainScenario:event_icedragonsaga2_02_s_69,True,,2,2,1.0,,,,,,3,angry,,,1,idle,,,,,,,,,
event_icedragonsaga2_02_s_70,40065,event_icedragonsaga2_02_s,Speech,volume_c,volume_c,Locale_MainScenario:event_icedragonsaga2_02_s_70,True,,2,2,1.0,,,,,,3,angry,,,1,idle,,,,,,,,,
event_icedragonsaga2_02_s_71,40065,event_icedragonsaga2_02_s,Speech,volume_c,volume_c,Locale_MainScenario:event_icedragonsaga2_02_s_71,True,,2,2,1.0,,,,,,3,angry,,,1,idle,,,,,,,,,
event_icedragonsaga2_02_s_72,40065,event_icedragonsaga2_02_s,Self,volume_c,,Locale_MainScenario:event_icedragonsaga2_02_s_72,False,,2,2,1.0,,,,,,3,angry,,,1,idle,,,,,,,,,
event_icedragonsaga2_02_s_73,40065,event_icedragonsaga2_02_s,Speech,volume_c,volume_c,Locale_MainScenario:event_icedragonsaga2_02_s_73,True,,2,2,1.0,,,,,,3,angry,,,1,idle,,,,,,,,,
event_icedragonsaga2_02_s_74,40065,event_icedragonsaga2_02_s,Speech,mustang,mustang,Locale_MainScenario:event_icedragonsaga2_02_s_74,True,,2,L_30,1.0,,,,,,3,angry,,,1,idle,,,,,,,,,
event_icedragonsaga2_02_s_75,40065,event_icedragonsaga2_02_s,Speech,mustang,mustang,Locale_MainScenario:event_icedragonsaga2_02_s_75,True,,L_30,L_30,1.0,,,,,,3,delight,,,1,idle,,,,,,,,,
event_icedragonsaga2_02_s_76,40065,event_icedragonsaga2_02_s,Speech,mustang,mustang,Locale_MainScenario:event_icedragonsaga2_02_s_76,False,black,black,black,1.0,,,,,,3,delight,mustang,,1,idle,volume_c,mustang_event,5,idle,,,,,
event_icedragonsaga2_02_s_77,40065,event_icedragonsaga2_02_s,Speech,,narration,Locale_MainScenario:event_icedragonsaga2_02_s_77,False,,mustang_event_01,mustang_event_02,1.4,,,,,,,,,,,,,,5,idle,,,,,
event_icedragonsaga2_02_s_78,40065,event_icedragonsaga2_02_s,Speech,,narration,Locale_MainScenario:event_icedragonsaga2_02_s_78,False,,mustang_event_02,mustang_event_01,1.4,,,,,,,,,,,,,,5,idle,,,,,
event_icedragonsaga2_02_s_79,40065,event_icedragonsaga2_02_s,Speech,,narration,Locale_MainScenario:event_icedragonsaga2_02_s_79,False,,mustang_event_01,mustang_event_04,1.0,,,,,,,,,,,,,,5,idle,,,,,
event_icedragonsaga2_02_s_80,40065,event_icedragonsaga2_02_s,Speech,,mustang,Locale_MainScenario:event_icedragonsaga2_02_s_80,False,,mustang_event_04,mustang_event_04,1.0,,black,,,,,,,,,,,,5,idle,,,,,
event_icedragonsaga2_02_s_81,40065,event_icedragonsaga2_02_s,Speech,,mustang,Locale_MainScenario:event_icedragonsaga2_02_s_81,False,,mustang_event_04,mustang_event_04,1.0,,,,,,,,,,,,,,5,idle,,,,,
event_icedragonsaga2_02_s_82,40065,event_icedragonsaga2_02_s,Speech,,mustang,Locale_MainScenario:event_icedragonsaga2_02_s_82,False,,mustang_event_04,mustang_event_05,0.5,,,,,,,,,,,,,,5,idle,,,,,
event_icedragonsaga2_02_s_83,40065,event_icedragonsaga2_02_s,Speech,,volume_c,Locale_MainScenario:event_icedragonsaga2_02_s_83,False,,black,black,1.0,none,,,sfx_scn_aim,,,,,,,,,,5,idle,mustang_event,,,,
event_icedragonsaga2_02_s_84,40065,event_icedragonsaga2_02_s,Narration,,,Locale_MainScenario:event_icedragonsaga2_02_s_84,False,EventScene_icedragonsaga_07,black,black,1.0,,,,sfx_scn_shotgun,,,,,,,,,,,,,,,,
event_icedragonsaga2_02_s_85,40065,event_icedragonsaga2_02_s,Speech,,volume_c,Locale_MainScenario:event_icedragonsaga2_02_s_85,False,,1,1,1.0,event_bgm_icedragonsaga_anotherhero,,,,,,,,,,,,,,,,,,,
event_icedragonsaga2_02_s_86,40065,event_icedragonsaga2_02_s,Speech,,volume_c,Locale_MainScenario:event_icedragonsaga2_02_s_86,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,
event_icedragonsaga2_02_s_87,40065,event_icedragonsaga2_02_s,Speech,,mustang,Locale_MainScenario:event_icedragonsaga2_02_s_87,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,
event_icedragonsaga2_02_s_88,40065,event_icedragonsaga2_02_s,Speech,,volume_c,Locale_MainScenario:event_icedragonsaga2_02_s_88,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,
event_icedragonsaga2_02_s_89,40065,event_icedragonsaga2_02_s,Speech,,volume_c,Locale_MainScenario:event_icedragonsaga2_02_s_89,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,
event_icedragonsaga2_02_s_90,40065,event_icedragonsaga2_02_s,Speech,,mustang,Locale_MainScenario:event_icedragonsaga2_02_s_90,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,
event_icedragonsaga2_02_s_91,40065,event_icedragonsaga2_02_s,Speech,,mustang,Locale_MainScenario:event_icedragonsaga2_02_s_91,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,
event_icedragonsaga2_02_s_92,40065,event_icedragonsaga2_02_s,Speech,,mustang,Locale_MainScenario:event_icedragonsaga2_02_s_92,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,
event_icedragonsaga2_02_s_93,40065,event_icedragonsaga2_02_s,Narration,,,Locale_MainScenario:event_icedragonsaga2_02_s_93,False,DiningRoom_n,black,black,1.0,,,,sfx_scn_retrovictory,guillotine_w,2,sad,,maiden_w,12,worry,,,,,,,,,
event_icedragonsaga2_02_s_94,40065,event_icedragonsaga2_02_s,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga2_02_s_94,True,,1,1,1.0,,,,,,2,sad,,,12,worry,,,,,,,,,
event_icedragonsaga2_02_s_95,40065,event_icedragonsaga2_02_s,Self,maiden_w,,Locale_MainScenario:event_icedragonsaga2_02_s_95,False,,1,1,1.0,,,,,,2,sad,,,12,worry,,,,,,,,,
event_icedragonsaga2_02_s_96,40065,event_icedragonsaga2_02_s,Speech,guillotine_w,guillotine_w,Locale_MainScenario:event_icedragonsaga2_02_s_96,True,,1,1,1.0,,,,,,2,sad,,,12,worry,,,,,,,,,
event_icedragonsaga2_02_s_97,40065,event_icedragonsaga2_02_s,Speech,chloe_v,chloe_v,Locale_MainScenario:event_icedragonsaga2_02_s_97,True,,event_icedragonsaga2_02_s_guilo,event_icedragonsaga2_02_s_guilo,1.0,event_bgm_icedragonsaga_adventure,black,,,,2,no,,,16,idle,maiden_w,chloe_v,4,idle,,,,,
event_icedragonsaga2_02_s_98,40065,event_icedragonsaga2_02_s,Speech,guillotine_w,guillotine_w,Locale_MainScenario:event_icedragonsaga2_02_s_98,True,,event_icedragonsaga2_02_s_guilo,event_icedragonsaga2_02_s_guilo,1.0,,,,,,2,no,,,,,,,4,idle,,,,,
event_icedragonsaga2_02_s_99,40065,event_icedragonsaga2_02_s,Speech,guillotine_w,guillotine_w,Locale_MainScenario:event_icedragonsaga2_02_s_99,True,,event_icedragonsaga2_02_s_guilo,event_icedragonsaga2_02_s_guilo,1.0,,,,,,2,no,,,,,,,4,idle,,,,,
event_icedragonsaga2_02_s_100,40065,event_icedragonsaga2_02_s,Speech,guillotine_w,guillotine_w,Locale_MainScenario:event_icedragonsaga2_02_s_100,True,,event_icedragonsaga2_02_s_guilo,event_icedragonsaga2_02_s_guilo,1.0,,,,,,2,no,,,,,,,4,idle,,,,,
event_icedragonsaga2_02_s_101,40065,event_icedragonsaga2_02_s,Speech,guillotine_w,guillotine_w,Locale_MainScenario:event_icedragonsaga2_02_s_101,True,,event_icedragonsaga2_02_s_guilo,event_icedragonsaga2_02_s_guilo,1.0,,,,,,2,no,,,,,,,4,idle,,,,,
event_icedragonsaga2_02_s_102,40065,event_icedragonsaga2_02_s,Speech,chloe_v,chloe_v,Locale_MainScenario:event_icedragonsaga2_02_s_102,True,,event_icedragonsaga2_02_s_guilo,event_icedragonsaga2_02_s_guilo,1.0,,,,,,2,no,,,,,,,4,idle,,,,,
event_icedragonsaga2_02_s_103,40065,event_icedragonsaga2_02_s,Speech,chloe_v,chloe_v,Locale_MainScenario:event_icedragonsaga2_02_s_103,True,,event_icedragonsaga2_02_s_guilo,event_icedragonsaga2_02_s_guilo,1.0,,,,,,2,no,,,,,,,4,idle,,,,,
event_icedragonsaga2_02_s_104,40065,event_icedragonsaga2_02_s,Speech,chloe_v,chloe_v,Locale_MainScenario:event_icedragonsaga2_02_s_104,True,,event_icedragonsaga2_02_s_guilo,event_icedragonsaga2_02_s_guilo,1.0,,,,,,2,no,,,,,,,4,idle,,,,,
event_icedragonsaga2_02_s_105,40065,event_icedragonsaga2_02_s,Speech,chloe_v,chloe_v,Locale_MainScenario:event_icedragonsaga2_02_s_105,True,,event_icedragonsaga2_02_s_guilo,event_icedragonsaga2_02_s_guilo,1.0,,,,,,2,no,,,,,,,4,idle,,,,,
event_icedragonsaga2_02_s_106,40065,event_icedragonsaga2_02_s,Speech,chloe_v,chloe_v,Locale_MainScenario:event_icedragonsaga2_02_s_106,True,,event_icedragonsaga2_02_s_guilo,event_icedragonsaga2_02_s_guilo,1.0,,,,,,2,no,,,,,,,4,idle,,,,,
event_icedragonsaga2_02_s_107,40065,event_icedragonsaga2_02_s,Speech,chloe_v,chloe_v,Locale_MainScenario:event_icedragonsaga2_02_s_107,True,,event_icedragonsaga2_02_s_guilo,event_icedragonsaga2_02_s_guilo,1.0,,,,,,2,no,,,,,,,4,idle,,,,,
event_icedragonsaga2_02_s_108,40065,event_icedragonsaga2_02_s,Speech,chloe_v,chloe_v,Locale_MainScenario:event_icedragonsaga2_02_s_108,True,,event_icedragonsaga2_02_s_guilo,event_icedragonsaga2_02_s_guilo,1.0,,,,,,2,no,,,,,,,4,idle,,,,,
event_icedragonsaga2_02_s_109,40065,event_icedragonsaga2_02_s,Speech,chloe_v,chloe_v,Locale_MainScenario:event_icedragonsaga2_02_s_109,True,,event_icedragonsaga2_02_s_guilo,event_icedragonsaga2_02_s_guilo,1.0,,,,,,2,no,,,,,,,4,idle,,,,,
event_icedragonsaga2_02_s_110,40065,event_icedragonsaga2_02_s,Speech,chloe_v,chloe_v,Locale_MainScenario:event_icedragonsaga2_02_s_110,True,,event_icedragonsaga2_02_s_guilo,event_icedragonsaga2_02_s_guilo,1.0,none,,,,,2,no,,,,,,,4,idle,,,,,
