id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,jump_target,characters/0/hide_char_id
d_contents_voltroad_04_21,80403,d_contents_voltroad_04,Speech,neon_s,neon,Locale_SubScenario:d_contents_voltroad_04_21,True,,15,idle,,XS_30,XS_30,1.0,,,,13,idle,,1,no,,3,surprise,,5,angry,,
d_contents_voltroad_04_22,80403,d_contents_voltroad_04,Speech,yan_s,yan,Locale_SubScenario:d_contents_voltroad_04_22,True,,15,idle,,XS_30,S_10,1.0,,,,13,idle,,1,no,,3,surprise,,5,angry,,
d_contents_voltroad_04_23,80403,d_contents_voltroad_04,Speech,yan_s,yan,Locale_SubScenario:d_contents_voltroad_04_23,True,,15,idle,,S_10,S_10,1.0,,,,13,idle,,1,no,,3,idle,,5,angry,,
d_contents_voltroad_04_24,80403,d_contents_voltroad_04,Speech,yan_s,yan,Locale_SubScenario:d_contents_voltroad_04_24,True,,15,idle,,S_10,S_10,1.0,,,,13,idle,,1,no,,3,idle,,5,angry,,
d_contents_voltroad_04_25,80403,d_contents_voltroad_04,Speech,yan_s,yan,Locale_SubScenario:d_contents_voltroad_04_25,False,,15,idle,,S_10,S_100,2.0,,,,13,idle,,1,no,,3,idle,,5,angry,,
d_contents_voltroad_04_26,80403,d_contents_voltroad_04,Self,,,Locale_SubScenario:d_contents_voltroad_04_26,False,,15,idle,,1315,1315,1.0,,,,13,idle,,1,no,,3,idle,,5,angry,,
d_contents_voltroad_04_27,80403,d_contents_voltroad_04,Self,,,Locale_SubScenario:d_contents_voltroad_04_27,False,,15,idle,,1315,1315,1.0,,,,13,idle,,1,no,,3,idle,,5,angry,,
d_contents_voltroad_04_28,80403,d_contents_voltroad_04,Speech,rapi_s,rapi,Locale_SubScenario:d_contents_voltroad_04_28,True,,15,idle,,1315,1315,1.0,,,,13,idle,,1,no,,3,idle,,5,angry,,
d_contents_voltroad_04_29,80403,d_contents_voltroad_04,Speech,rapi_s,rapi,Locale_SubScenario:d_contents_voltroad_04_29,True,,15,idle,,1315,1315,1.0,,,,13,idle,,1,no,,3,idle,,5,angry,,
d_contents_voltroad_04_30,80403,d_contents_voltroad_04,Speech,volt,volt,Locale_SubScenario:d_contents_voltroad_04_30,False,,15,idle,,1315,1315,1.0,,,,13,idle,,1,no,,3,idle,,5,angry,,
d_contents_voltroad_04_31,80403,d_contents_voltroad_04,Speech,rapi_s,rapi,Locale_SubScenario:d_contents_voltroad_04_31,True,,15,idle,,1315,1315,1.0,,,,13,idle,,1,no,,3,idle,,5,angry,,
d_contents_voltroad_04_32,80403,d_contents_voltroad_04,Speech,rapi_s,rapi,Locale_SubScenario:d_contents_voltroad_04_32,True,,15,idle,,1315,1315,1.0,,,,13,idle,,1,no,,3,idle,,5,angry,,
d_contents_voltroad_04_33,80403,d_contents_voltroad_04,Speech,volt,volt,Locale_SubScenario:d_contents_voltroad_04_33,False,,15,idle,,1315,1315,1.0,,,,13,idle,,1,no,,3,idle,,5,angry,,
d_contents_voltroad_04_34,80403,d_contents_voltroad_04,Speech,volt,volt,Locale_SubScenario:d_contents_voltroad_04_34,False,,14,idle,,1315,1315,1.0,,,,13,idle,,1,no,,3,idle,,5,angry,,
d_contents_voltroad_04_35,80403,d_contents_voltroad_04,Speech,rapi_s,rapi,Locale_SubScenario:d_contents_voltroad_04_35,False,,14,idle,,1315,1315,1.0,,,,13,idle,,1,no,,3,idle,,5,angry,,
d_contents_voltroad_04_36,80403,d_contents_voltroad_04,Speech,rapi_s,rapi,Locale_SubScenario:d_contents_voltroad_04_36,True,,15,idle,,1315,130,2.0,,,,13,idle,,1,no,,3,idle,,5,angry,,
d_contents_voltroad_04_37,80403,d_contents_voltroad_04,Speech,rapi_s,rapi,Locale_SubScenario:d_contents_voltroad_04_37,True,,15,idle,,130,130,1.0,,,,13,idle,,1,no,,3,idle,,5,angry,,
d_contents_voltroad_04_38,80403,d_contents_voltroad_04,Speech,rapi_s,rapi,Locale_SubScenario:d_contents_voltroad_04_38,True,,15,idle,,130,1300,1.0,event_bgm_bluewater_minigame,,,13,delight,,1,no,,3,idle,,5,angry,,
d_contents_voltroad_04_39,80403,d_contents_voltroad_04,Self,,,Locale_SubScenario:d_contents_voltroad_04_39,False,,15,idle,,1300,1300,1.0,,,,13,delight,,1,no,,3,idle,,5,angry,,
d_contents_voltroad_04_40,80403,d_contents_voltroad_04,Speech,volt,volt,Locale_SubScenario:d_contents_voltroad_04_40,False,,15,idle,,XS_150,XS_150,1.0,,,,13,delight,,1,no,,3,idle,,5,angry,,
d_contents_voltroad_04_41,80403,d_contents_voltroad_04,Speech,rapi_s,rapi,Locale_SubScenario:d_contents_voltroad_04_41,True,,15,idle,,1315,1315,1.0,,,,13,delight,,1,no,,3,idle,,5,angry,,
d_contents_voltroad_04_42,80403,d_contents_voltroad_04,Speech,rapi_s,rapi,Locale_SubScenario:d_contents_voltroad_04_42,True,,15,idle,,1315,1315,1.0,,,,13,delight,,1,no,,3,idle,,5,angry,,
d_contents_voltroad_04_43,80403,d_contents_voltroad_04,Speech,rapi_s,rapi,Locale_SubScenario:d_contents_voltroad_04_43,True,,15,idle,,1315,1315,1.0,,,,13,delight,,1,no,,3,idle,,5,angry,,
d_contents_voltroad_04_44,80403,d_contents_voltroad_04,Speech,yan_s,yan,Locale_SubScenario:d_contents_voltroad_04_44,True,,15,idle,,S_10,S_100,0.5,,,,13,idle,,1,surprise,,3,idle,,5,surprise,,
d_contents_voltroad_04_45,80403,d_contents_voltroad_04,Speech,yan_s,yan,Locale_SubScenario:d_contents_voltroad_04_45,True,,15,idle,,S_100,S_100,1.0,,,,13,idle,,1,surprise,,3,idle,,5,surprise,,
d_contents_voltroad_04_46,80403,d_contents_voltroad_04,Speech,yan_s,yan,Locale_SubScenario:d_contents_voltroad_04_46,True,,15,idle,,S_100,S_100,1.0,,,,13,idle,,1,surprise,,3,idle,,5,surprise,,
d_contents_voltroad_04_47,80403,d_contents_voltroad_04,Speech,frima_s,frima,Locale_SubScenario:d_contents_voltroad_04_47,True,,15,idle,,50,50,1.0,,,,13,idle,,1,surprise,,3,idle,,5,idle,,
d_contents_voltroad_04_48,80403,d_contents_voltroad_04,Speech,yan_s,yan,Locale_SubScenario:d_contents_voltroad_04_48,True,,15,idle,,50,50,1.0,,,,13,idle,,1,idle,,3,idle,,5,idle,,
d_contents_voltroad_04_49,80403,d_contents_voltroad_04,Speech,frima_s,frima,Locale_SubScenario:d_contents_voltroad_04_49,True,,15,idle,,50,500,1.0,,,,13,idle,,1,idle,,3,idle,,5,delight,,
d_contents_voltroad_04_50,80403,d_contents_voltroad_04,Speech,neon_s,neon,Locale_SubScenario:d_contents_voltroad_04_50,True,,15,idle,,XS_30,XS_30,1.0,,,,13,idle,,1,idle,,3,no,,5,delight,,
d_contents_voltroad_04_51,80403,d_contents_voltroad_04,Speech,neon_s,neon,Locale_SubScenario:d_contents_voltroad_04_51,True,,15,idle,,XS_30,XS_30,1.0,,,,13,idle,,1,idle,,3,no,,5,idle,,
d_contents_voltroad_04_52,80403,d_contents_voltroad_04,Choice,,,Locale_SubScenario:d_contents_voltroad_04_52,False,,15,idle,,XS_30,XS_30,1.0,,,,13,idle,,1,idle,,3,no,,5,idle,d_contents_voltroad_04_54,
d_contents_voltroad_04_53,80403,d_contents_voltroad_04,Choice,,,Locale_SubScenario:d_contents_voltroad_04_53,False,,15,idle,,XS_30,XS_30,1.0,,,,13,idle,,1,idle,,3,no,,5,idle,d_contents_voltroad_04_54,
d_contents_voltroad_04_54,80403,d_contents_voltroad_04,Speech,rapi_s,rapi,Locale_SubScenario:d_contents_voltroad_04_54,True,,15,idle,,130,130,1.0,,,,13,delight,,1,idle,,3,no,,5,idle,,
d_contents_voltroad_04_55,80403,d_contents_voltroad_04,Monologue,Monologue,Monologue,Locale_SubScenario:d_contents_voltroad_04_55,False,,15,idle,,130,1315,1.0,,,,13,delight,,1,idle,,3,idle,,5,idle,,
d_contents_voltroad_04_56,80403,d_contents_voltroad_04,Speech,rapi_s,rapi,Locale_SubScenario:d_contents_voltroad_04_56,True,,15,idle,,1315,1315,1.0,,,,13,delight,,1,idle,,3,idle,,5,idle,,
d_contents_voltroad_04_57,80403,d_contents_voltroad_04,Narration,Narration,Narration,Locale_SubScenario:d_contents_voltroad_04_57,False,,15,idle,,1315,1315,1.0,,sfx_scn_rustle,,13,idle,,1,idle,,3,idle,,5,idle,,
d_contents_voltroad_04_58,80403,d_contents_voltroad_04,Monologue,Monologue,Monologue,Locale_SubScenario:d_contents_voltroad_04_58,False,,15,idle,,1315,1315,1.0,,,,13,idle,,1,idle,,3,idle,,5,idle,,
d_contents_voltroad_04_59,80403,d_contents_voltroad_04,Speech,volt,volt,Locale_SubScenario:d_contents_voltroad_04_59,False,,15,idle,,1315,XS_150,1.0,,,,13,idle,,1,idle,,3,idle,,5,idle,,
d_contents_voltroad_04_60,80403,d_contents_voltroad_04,Monologue,Monologue,Monologue,Locale_SubScenario:d_contents_voltroad_04_60,False,,15,idle,,XS_150,XS_150,1.0,,,,13,idle,,1,idle,,3,idle,,5,idle,,
d_contents_voltroad_04_61,80403,d_contents_voltroad_04,Monologue,Monologue,Monologue,Locale_SubScenario:d_contents_voltroad_04_61,False,,15,idle,,XS_150,XS_150,1.0,,,,13,idle,,1,idle,,3,idle,,5,idle,,
d_contents_voltroad_04_62,80403,d_contents_voltroad_04,Monologue,Monologue,Monologue,Locale_SubScenario:d_contents_voltroad_04_62,False,,15,idle,,XS_150,XS_150,1.0,,,,13,idle,,1,idle,,3,idle,,5,idle,,
d_contents_voltroad_04_63,80403,d_contents_voltroad_04,Monologue,Monologue,Monologue,Locale_SubScenario:d_contents_voltroad_04_63,False,,15,idle,,XS_150,XS_150,1.0,,,,13,idle,,1,idle,,3,idle,,5,idle,,
d_contents_voltroad_04_64,80403,d_contents_voltroad_04,Monologue,Monologue,Monologue,Locale_SubScenario:d_contents_voltroad_04_64,False,,15,idle,,XS_150,XS_150,1.0,,,,13,idle,,1,idle,,3,idle,,5,idle,,
d_contents_voltroad_04_65,80403,d_contents_voltroad_04,Monologue,Monologue,Monologue,Locale_SubScenario:d_contents_voltroad_04_65,False,,15,idle,,XS_150,XS_150,1.0,,,,13,idle,,1,idle,,3,idle,,5,idle,,
d_contents_voltroad_04_66,80403,d_contents_voltroad_04,Monologue,Monologue,Monologue,Locale_SubScenario:d_contents_voltroad_04_66,False,,15,idle,,XS_150,XS_150,1.0,,,,13,idle,,1,idle,,3,idle,,5,idle,,
d_contents_voltroad_04_67,80403,d_contents_voltroad_04,Monologue,Monologue,Monologue,Locale_SubScenario:d_contents_voltroad_04_67,False,,15,idle,,XS_150,XS_150,1.0,,,,13,idle,,1,idle,,3,idle,,5,idle,,
d_contents_voltroad_04_68,80403,d_contents_voltroad_04,Narration,Narration,Narration,Locale_SubScenario:d_contents_voltroad_04_68,False,,15,idle,,XS_150,XS_150,1.0,,sfx_scn_dogyummy,,13,idle,,1,idle,,3,idle,,5,idle,,
d_contents_voltroad_04_69,80403,d_contents_voltroad_04,Speech,rapi_s,rapi,Locale_SubScenario:d_contents_voltroad_04_69,True,,15,idle,,XS_150,XS_150,1.0,,,,13,delight,,1,idle,,3,idle,,5,idle,,
d_contents_voltroad_04_70,80403,d_contents_voltroad_04,Monologue,Monologue,Monologue,Locale_SubScenario:d_contents_voltroad_04_70,False,,15,idle,,XS_150,XS_150,1.0,,,,13,delight,,1,idle,,3,idle,,5,idle,,
d_contents_voltroad_04_71,80403,d_contents_voltroad_04,Monologue,Monologue,Monologue,Locale_SubScenario:d_contents_voltroad_04_71,False,,15,idle,,XS_150,XS_150,1.0,,,,13,idle,,1,idle,,3,idle,,5,idle,,
d_contents_voltroad_04_72,80403,d_contents_voltroad_04,Monologue,Monologue,Monologue,Locale_SubScenario:d_contents_voltroad_04_72,False,,15,idle,,XS_150,XS_150,1.0,,,,13,idle,,1,idle,,3,idle,,5,idle,,
d_contents_voltroad_04_73,80403,d_contents_voltroad_04,Narration,Narration,Narration,Locale_SubScenario:d_contents_voltroad_04_73,False,,15,idle,,XS_150,XS_150,1.0,,sfx_scn_dogyummy,,13,idle,,1,idle,,3,idle,,5,idle,,
d_contents_voltroad_04_74,80403,d_contents_voltroad_04,Speech,rapi_s,rapi,Locale_SubScenario:d_contents_voltroad_04_74,True,,15,idle,,XS_150,1315,1.0,,,,13,idle,,1,idle,,3,idle,,5,idle,,
d_contents_voltroad_04_75,80403,d_contents_voltroad_04,Speech,volt,volt,Locale_SubScenario:d_contents_voltroad_04_75,False,,15,idle,,1315,1315,1.0,,sfx_scn_dogbark,,13,idle,,1,idle,,3,idle,,5,idle,,
d_contents_voltroad_04_76,80403,d_contents_voltroad_04,Monologue,Monologue,Monologue,Locale_SubScenario:d_contents_voltroad_04_76,False,,15,idle,,1315,17,1.0,,,,13,idle,,1,idle,,3,idle,,5,idle,,volt
d_contents_voltroad_04_77,80403,d_contents_voltroad_04,Monologue,Monologue,Monologue,Locale_SubScenario:d_contents_voltroad_04_77,False,,,,,17,17,1.0,,,,13,idle,,1,idle,,3,idle,,5,idle,,
d_contents_voltroad_04_78,80403,d_contents_voltroad_04,Monologue,Monologue,Monologue,Locale_SubScenario:d_contents_voltroad_04_78,False,,,,,17,17,1.0,,,,13,idle,,1,idle,,3,idle,,5,idle,,
d_contents_voltroad_04_79,80403,d_contents_voltroad_04,Monologue,Monologue,Monologue,Locale_SubScenario:d_contents_voltroad_04_79,False,,,,,17,17,1.0,,,,13,idle,,1,idle,,3,idle,,5,idle,,
d_contents_voltroad_04_80,80403,d_contents_voltroad_04,Narration,Narration,Narration,Locale_SubScenario:d_contents_voltroad_04_80,False,,,,,black,black,1.0,,,,13,idle,,1,idle,,3,idle,,5,idle,,
