id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,fade
event_wisdomspring_06_e_38,40068,event_wisdomspring_06_e,Speech,Locale_SubScenario:event_wisdomspring_06_e_38,True,,10,10,1.0,,,mana,mana,,1,idle,
event_wisdomspring_06_e_39,40068,event_wisdomspring_06_e,Speech,Locale_SubScenario:event_wisdomspring_06_e_39,True,,10,10,1.0,,,mana,mana,,1,idle,
event_wisdomspring_06_e_40,40068,event_wisdomspring_06_e,Speech,Locale_SubScenario:event_wisdomspring_06_e_40,True,,10,10,1.0,,,mana,mana,,1,idle,
event_wisdomspring_06_e_41,40068,event_wisdomspring_06_e,Self,Locale_SubScenario:event_wisdomspring_06_e_41,False,,10,10,1.0,,,mana,,,1,idle,
event_wisdomspring_06_e_42,40068,event_wisdomspring_06_e,Speech,Locale_SubScenario:event_wisdomspring_06_e_42,True,,10,100,1.5,,,mana,mana,,1,idle,
event_wisdomspring_06_e_43,40068,event_wisdomspring_06_e,Speech,Locale_SubScenario:event_wisdomspring_06_e_43,True,,100,100,1.0,,,mana,mana,,1,idle,
event_wisdomspring_06_e_44,40068,event_wisdomspring_06_e,Speech,Locale_SubScenario:event_wisdomspring_06_e_44,True,,100,100,1.0,,,mana,mana,,1,idle,
event_wisdomspring_06_e_45,40068,event_wisdomspring_06_e,Speech,Locale_SubScenario:event_wisdomspring_06_e_45,True,,100,100,1.0,,,mana,mana,,1,idle,
event_wisdomspring_06_e_46,40068,event_wisdomspring_06_e,Speech,Locale_SubScenario:event_wisdomspring_06_e_46,True,,100,100,1.0,,,mana,mana,,1,idle,
event_wisdomspring_06_e_47,40068,event_wisdomspring_06_e,Speech,Locale_SubScenario:event_wisdomspring_06_e_47,True,,100,100,1.0,,,mana,mana,,1,idle,
event_wisdomspring_06_e_48,40068,event_wisdomspring_06_e,Speech,Locale_SubScenario:event_wisdomspring_06_e_48,True,,100,100,1.0,,,mana,mana,,1,idle,
event_wisdomspring_06_e_49,40068,event_wisdomspring_06_e,Self,Locale_SubScenario:event_wisdomspring_06_e_49,False,,100,100,1.0,,,mana,,,1,idle,
event_wisdomspring_06_e_50,40068,event_wisdomspring_06_e,Speech,Locale_SubScenario:event_wisdomspring_06_e_50,True,,100,100,1.0,,,mana,mana,,1,idle,
event_wisdomspring_06_e_51,40068,event_wisdomspring_06_e,Speech,Locale_SubScenario:event_wisdomspring_06_e_51,True,,100,100,1.0,,,mana,mana,,1,idle,
event_wisdomspring_06_e_52,40068,event_wisdomspring_06_e,Speech,Locale_SubScenario:event_wisdomspring_06_e_52,True,,100,100,1.0,,,mana,mana,,1,idle,
event_wisdomspring_06_e_53,40068,event_wisdomspring_06_e,Speech,Locale_SubScenario:event_wisdomspring_06_e_53,True,,100,100,1.0,,,mana,mana,,1,idle,
event_wisdomspring_06_e_54,40068,event_wisdomspring_06_e,Self,Locale_SubScenario:event_wisdomspring_06_e_54,False,,100,100,1.0,,,mana,,,1,idle,
event_wisdomspring_06_e_55,40068,event_wisdomspring_06_e,Self,Locale_SubScenario:event_wisdomspring_06_e_55,False,,100,100,1.0,,,mana,,,1,idle,
event_wisdomspring_06_e_56,40068,event_wisdomspring_06_e,Speech,Locale_SubScenario:event_wisdomspring_06_e_56,True,,100,10,1.0,,,mana,mana,,1,idle,
event_wisdomspring_06_e_57,40068,event_wisdomspring_06_e,Monologue,Locale_SubScenario:event_wisdomspring_06_e_57,False,,black,black,1.0,,,mana,,,1,idle,black
event_wisdomspring_06_e_58,40068,event_wisdomspring_06_e,Monologue,Locale_SubScenario:event_wisdomspring_06_e_58,False,,black,black,1.0,,,mana,,,1,idle,
event_wisdomspring_06_e_59,40068,event_wisdomspring_06_e,Monologue,Locale_SubScenario:event_wisdomspring_06_e_59,False,,black,black,1.0,,,mana,,,1,idle,
