id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id
event_seayouagain2_01_s_23,40025,event_seayouagain2_01_s,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain2_01_s_23,False,,31,31,1.0,,,,,1,surprise,,3,surprise,,13,idle,,,15,idle,,,17,idle,
event_seayouagain2_01_s_24,40025,event_seayouagain2_01_s,Speech,andersen,andersen,Locale_MainScenario:event_seayouagain2_01_s_24,True,,L_130,L_1300,1.0,,,,,1,surprise,,3,surprise,,13,idle,,,15,idle,,,17,idle,
event_seayouagain2_01_s_25,40025,event_seayouagain2_01_s,Speech,andersen,andersen,Locale_MainScenario:event_seayouagain2_01_s_25,True,,L_1300,L_1300,1.0,,,,,1,surprise,,3,surprise,,13,idle,,,15,idle,,,17,idle,
event_seayouagain2_01_s_26,40025,event_seayouagain2_01_s,Speech,andersen,andersen,Locale_MainScenario:event_seayouagain2_01_s_26,True,,L_1300,L_1300,1.0,,,,,1,surprise,,3,surprise,,13,idle,,,15,idle,,,17,idle,
event_seayouagain2_01_s_27,40025,event_seayouagain2_01_s,Speech,andersen,andersen,Locale_MainScenario:event_seayouagain2_01_s_27,True,,L_1300,L_1300,1.0,,,,,1,surprise,,3,surprise,,13,idle,,,15,idle,,,17,idle,
event_seayouagain2_01_s_28,40025,event_seayouagain2_01_s,Speech,burningum,burningum,Locale_MainScenario:event_seayouagain2_01_s_28,True,,L_1300,1517,2.0,,,,,1,surprise,,3,surprise,,13,idle,,,15,idle,,,17,idle,
event_seayouagain2_01_s_29,40025,event_seayouagain2_01_s,Speech,burningum,burningum,Locale_MainScenario:event_seayouagain2_01_s_29,True,,1517,1517,1.0,,,,,1,surprise,,3,surprise,,13,idle,,,15,idle,,,17,idle,
event_seayouagain2_01_s_30,40025,event_seayouagain2_01_s,Speech,ingrid,ingrid,Locale_MainScenario:event_seayouagain2_01_s_30,True,,1517,1517,1.0,,,,,1,surprise,,3,surprise,,13,idle,,,15,idle,,,17,idle,
event_seayouagain2_01_s_31,40025,event_seayouagain2_01_s,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_s_31,True,,1517,113,1.0,,,,,1,surprise,,3,surprise,,13,idle,,,15,idle,,,17,idle,
event_seayouagain2_01_s_32,40025,event_seayouagain2_01_s,Speech,andersen,andersen,Locale_MainScenario:event_seayouagain2_01_s_32,True,,113,113,1.0,,,,,1,surprise,,3,surprise,,13,idle,,,15,idle,,,17,idle,
event_seayouagain2_01_s_33,40025,event_seayouagain2_01_s,Speech,andersen,andersen,Locale_MainScenario:event_seayouagain2_01_s_33,True,,113,113,1.0,,,,,1,surprise,,3,surprise,,13,idle,,,15,idle,,,17,idle,
event_seayouagain2_01_s_34,40025,event_seayouagain2_01_s,Speech,andersen,andersen,Locale_MainScenario:event_seayouagain2_01_s_34,True,,113,113,1.0,,,,,1,surprise,,3,surprise,,13,idle,,,15,idle,,,17,idle,
event_seayouagain2_01_s_35,40025,event_seayouagain2_01_s,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_s_35,True,,113,113,1.0,,,,,1,surprise,,3,surprise,,13,idle,,,15,idle,,,17,idle,
event_seayouagain2_01_s_36,40025,event_seayouagain2_01_s,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain2_01_s_36,True,,XS_30,XS_30,1.0,,,,,1,surprise,,3,angry,,13,idle,,,15,idle,,,17,idle,
event_seayouagain2_01_s_37,40025,event_seayouagain2_01_s,Narration,,Narration,Locale_MainScenario:event_seayouagain2_01_s_37,False,Corridor,black,black,1.0,none,sfx_scn_autodooropen,,,1,surprise,,3,angry,,13,idle,andersen,,15,idle,burningum,,17,idle,ingrid
event_seayouagain2_01_s_38,40025,event_seayouagain2_01_s,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_s_38,False,,31,31,1.0,,,,,1,surprise,,3,idle,,,,,,,,,,,,
event_seayouagain2_01_s_39,40025,event_seayouagain2_01_s,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain2_01_s_39,False,,31,31,1.0,,,,,1,surprise,,3,idle,,,,,,,,,,,,
event_seayouagain2_01_s_40,40025,event_seayouagain2_01_s,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain2_01_s_40,True,,31,31,1.0,,,,,1,surprise,,3,idle,,,,,,,,,,,,
event_seayouagain2_01_s_41,40025,event_seayouagain2_01_s,Narration,,Narration,Locale_MainScenario:event_seayouagain2_01_s_41,False,,31,31,1.0,bgm_story_whosdumber,sfx_scn_slapstarfish,,,1,special,,3,idle,,,,,,,,,,,,
event_seayouagain2_01_s_42,40025,event_seayouagain2_01_s,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain2_01_s_42,True,,31,31,1.0,,,,,1,special,,3,idle,,,,,,,,,,,,
event_seayouagain2_01_s_43,40025,event_seayouagain2_01_s,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_s_43,True,,31,31,1.0,,,,,1,special,,3,idle,,,,,,,,,,,,
event_seayouagain2_01_s_44,40025,event_seayouagain2_01_s,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_s_44,True,,31,31,1.0,,,,,1,special,,3,idle,,,,,,,,,,,,
event_seayouagain2_01_s_45,40025,event_seayouagain2_01_s,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain2_01_s_45,True,,31,31,1.0,,,,,1,special,,3,idle,,,,,,,,,,,,
event_seayouagain2_01_s_46,40025,event_seayouagain2_01_s,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain2_01_s_46,True,,31,XS_30,1.0,,,,,1,special,,3,sad,,,,,,,,,,,,
event_seayouagain2_01_s_47,40025,event_seayouagain2_01_s,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain2_01_s_47,True,,XS_30,XS_30,1.0,,,,,1,special,,3,sad,,,,,,,,,,,,
event_seayouagain2_01_s_48,40025,event_seayouagain2_01_s,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_s_48,True,,XS_30,S_10,1.0,,,,,1,surprise,,3,sad,,,,,,,,,,,,
event_seayouagain2_01_s_49,40025,event_seayouagain2_01_s,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_s_49,True,,S_10,S_10,1.0,,,,,1,surprise,,3,sad,,,,,,,,,,,,
event_seayouagain2_01_s_50,40025,event_seayouagain2_01_s,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain2_01_s_50,True,,S_10,31,1.0,,,,,1,surprise,,3,sad,,,,,,,,,,,,
event_seayouagain2_01_s_51,40025,event_seayouagain2_01_s,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_s_51,True,,31,31,1.0,,,,,1,delight,,3,sad,,,,,,,,,,,,
event_seayouagain2_01_s_52,40025,event_seayouagain2_01_s,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_s_52,True,,31,31,1.0,,,,,1,delight,,3,sad,,,,,,,,,,,,
event_seayouagain2_01_s_53,40025,event_seayouagain2_01_s,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain2_01_s_53,True,,31,31,1.0,,,,,1,delight,,3,shy,,,,,,,,,,,,
event_seayouagain2_01_s_54,40025,event_seayouagain2_01_s,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain2_01_s_54,False,,31,XS_30,1.0,,,,,1,delight,,3,idle,,,,,,,,,,,,
event_seayouagain2_01_s_55,40025,event_seayouagain2_01_s,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain2_01_s_55,True,,XS_30,XS_30,1.0,,,,,1,delight,,3,idle,,,,,,,,,,,,
event_seayouagain2_01_s_56,40025,event_seayouagain2_01_s,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_s_56,True,,XS_30,S_10,1.0,,,,,1,delight,,3,idle,,,,,,,,,,,,
event_seayouagain2_01_s_57,40025,event_seayouagain2_01_s,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_s_57,True,,S_10,S_100,1.0,,,,,1,surprise,,3,idle,,,,,,,,,,,,
event_seayouagain2_01_s_58,40025,event_seayouagain2_01_s,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_s_58,False,,S_100,S_100,1.0,,,,,1,surprise,,3,idle,,,,,,,,,,,,
event_seayouagain2_01_s_59,40025,event_seayouagain2_01_s,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_s_59,True,,S_100,S_10,1.0,,,,,1,surprise,,3,idle,,,,,,,,,,,,
event_seayouagain2_01_s_60,40025,event_seayouagain2_01_s,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_s_60,True,,S_10,S_10,1.0,none,,,,1,idle2,,3,idle,,,,,,,,,,,,
event_seayouagain2_01_s_61,40025,event_seayouagain2_01_s,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain2_01_s_61,True,,S_10,S_10,1.0,,,,,1,idle2,,3,idle,,,,,,,,,,,,
event_seayouagain2_01_s_62,40025,event_seayouagain2_01_s,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_s_62,False,,S_10,S_10,1.0,,,,,1,idle2,,3,idle,,,,,,,,,,,,
event_seayouagain2_01_s_63,40025,event_seayouagain2_01_s,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_s_63,True,,S_10,S_100,1.0,bgm_inark,,,,1,idle2,,3,idle,,,,,,,,,,,,
event_seayouagain2_01_s_64,40025,event_seayouagain2_01_s,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_s_64,True,,S_100,S_100,1.0,,,,,1,idle2,,3,idle,,,,,,,,,,,,
event_seayouagain2_01_s_65,40025,event_seayouagain2_01_s,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain2_01_s_65,True,,S_100,31,2.0,,,,,1,idle2,,3,idle,,,,,,,,,,,,
event_seayouagain2_01_s_66,40025,event_seayouagain2_01_s,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain2_01_s_66,True,,31,31,1.0,,,,,1,idle2,,3,sad,,,,,,,,,,,,
event_seayouagain2_01_s_67,40025,event_seayouagain2_01_s,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_s_67,True,,31,31,1.0,,,,,1,delight,,3,sad,,,,,,,,,,,,
event_seayouagain2_01_s_68,40025,event_seayouagain2_01_s,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain2_01_s_68,True,,31,31,1.0,,,,,1,delight,,3,sad,,,,,,,,,,,,
event_seayouagain2_01_s_69,40025,event_seayouagain2_01_s,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_s_69,True,,31,31,1.0,,,,,1,delight,,3,sad,,,,,,,,,,,,
event_seayouagain2_01_s_70,40025,event_seayouagain2_01_s,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_s_70,True,,31,S_10,1.0,,,,,1,delight,,3,sad,,,,,,,,,,,,
event_seayouagain2_01_s_71,40025,event_seayouagain2_01_s,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_s_71,True,,S_10,S_10,1.0,,,,,1,delight,,3,sad,,,,,,,,,,,,
event_seayouagain2_01_s_72,40025,event_seayouagain2_01_s,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_s_72,True,,S_10,S_100,1.0,,,,,1,delight,,3,sad,,,,,,,,,,,,
event_seayouagain2_01_s_73,40025,event_seayouagain2_01_s,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_s_73,True,,S_100,S_100,1.0,,,,,1,delight,,3,sad,,,,,,,,,,,,
event_seayouagain2_01_s_74,40025,event_seayouagain2_01_s,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain2_01_s_74,True,,XS_300,XS_300,1.0,,,,,1,delight,,3,delight,,,,,,,,,,,,
event_seayouagain2_01_s_75,40025,event_seayouagain2_01_s,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_s_75,True,EzsUp,S_100,S_100,1.0,,,black,,1,surprise,,3,delight,,,,,,,,,,,,
event_seayouagain2_01_s_76,40025,event_seayouagain2_01_s,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_s_76,True,,S_100,S_10,1.0,,,,,1,surprise,,3,delight,,,,,,,,,,,,
event_seayouagain2_01_s_77,40025,event_seayouagain2_01_s,Narration,,Narration,Locale_MainScenario:event_seayouagain2_01_s_77,False,,black,black,1.0,,sfx_scn_noisily,,,1,surprise,,3,delight,,,,,,,,,,,,
event_seayouagain2_01_s_78,40025,event_seayouagain2_01_s,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_s_78,True,,S_10,S_10,1.0,,,,,1,surprise,,3,idle,,,,,,,,,,,,
event_seayouagain2_01_s_79,40025,event_seayouagain2_01_s,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_s_79,True,,S_10,S_100,1.0,,,,,1,surprise2,,3,idle,,,,,,,,,,,,
event_seayouagain2_01_s_80,40025,event_seayouagain2_01_s,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain2_01_s_80,True,,XS_300,XS_300,1.0,,,,,1,surprise2,,3,idle,,,,,,,,,,,,
event_seayouagain2_01_s_81,40025,event_seayouagain2_01_s,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain2_01_s_81,True,,XS_300,XS_300,1.0,,,,,1,surprise2,,3,idle,,,,,,,,,,,,
event_seayouagain2_01_s_82,40025,event_seayouagain2_01_s,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_s_82,True,,XS_300,113,2.0,,,,,1,surprise,,3,idle,massproduction01,13,idle,,,,,,,,,
event_seayouagain2_01_s_83,40025,event_seayouagain2_01_s,Speech,massproduction01,massproduction01,Locale_MainScenario:event_seayouagain2_01_s_83,True,,113,113,1.0,,,,,1,surprise,,3,idle,,13,idle,,,,,,,,,
event_seayouagain2_01_s_84,40025,event_seayouagain2_01_s,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_s_84,True,,113,113,1.0,,,,,1,surprise,,3,idle,,13,idle,,,,,,,,,
event_seayouagain2_01_s_85,40025,event_seayouagain2_01_s,Speech,massproduction01,massproduction01,Locale_MainScenario:event_seayouagain2_01_s_85,True,,113,130,1.0,,,,,1,surprise,,3,idle,,13,idle,,,,,,,,,
event_seayouagain2_01_s_86,40025,event_seayouagain2_01_s,Speech,massproduction01,massproduction01,Locale_MainScenario:event_seayouagain2_01_s_86,True,,130,130,1.0,,,,,1,surprise,,3,idle,,13,idle,,,,,,,,,
event_seayouagain2_01_s_87,40025,event_seayouagain2_01_s,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_s_87,True,,S_10,S_10,1.0,,,,,1,surprise,,3,idle,,13,idle,,,,,,,,,
event_seayouagain2_01_s_88,40025,event_seayouagain2_01_s,Speech,massproduction01,massproduction01,Locale_MainScenario:event_seayouagain2_01_s_88,True,,130,130,1.0,,,,,1,surprise,,3,idle,,13,idle,,,,,,,,,
event_seayouagain2_01_s_89,40025,event_seayouagain2_01_s,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain2_01_s_89,True,,XS_30,XS_30,1.0,,,,,1,surprise,,3,idle,,13,idle,,,,,,,,,
event_seayouagain2_01_s_90,40025,event_seayouagain2_01_s,Speech,massproduction01,massproduction01,Locale_MainScenario:event_seayouagain2_01_s_90,True,,XS_30,113,1.0,,,,,1,surprise,,3,idle,,13,idle,,,,,,,,,
event_seayouagain2_01_s_91,40025,event_seayouagain2_01_s,Speech,massproduction01,massproduction01,Locale_MainScenario:event_seayouagain2_01_s_91,True,,113,113,1.0,,,,,1,surprise,,3,idle,,13,idle,,,,,,,,,
event_seayouagain2_01_s_92,40025,event_seayouagain2_01_s,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_s_92,True,,113,113,1.0,,,,,1,surprise,,3,idle,,13,idle,,,,,,,,,
event_seayouagain2_01_s_93,40025,event_seayouagain2_01_s,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_s_93,True,,113,113,1.0,,,,,1,surprise,,3,idle,,13,idle,,,,,,,,,
event_seayouagain2_01_s_94,40025,event_seayouagain2_01_s,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_s_94,True,,113,31,1.0,,,,,1,surprise,,3,idle,,13,idle,,,,,,,,,
event_seayouagain2_01_s_95,40025,event_seayouagain2_01_s,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain2_01_s_95,True,,31,31,1.0,,,,,1,surprise,,3,idle,,13,idle,,,,,,,,,
event_seayouagain2_01_s_96,40025,event_seayouagain2_01_s,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain2_01_s_96,True,,31,31,1.0,,,,,1,surprise,,3,idle,,13,idle,,,,,,,,,
event_seayouagain2_01_s_97,40025,event_seayouagain2_01_s,Speech,massproduction01,massproduction01,Locale_MainScenario:event_seayouagain2_01_s_97,True,,31,130,1.0,,,,,1,surprise,,3,idle,,13,idle,,,,,,,,,
event_seayouagain2_01_s_98,40025,event_seayouagain2_01_s,Speech,massproduction01,massproduction01,Locale_MainScenario:event_seayouagain2_01_s_98,True,,130,130,1.0,,,,,1,surprise,,3,idle,,13,idle,,,,,,,,,
event_seayouagain2_01_s_99,40025,event_seayouagain2_01_s,Speech,massproduction01,massproduction01,Locale_MainScenario:event_seayouagain2_01_s_99,True,,130,1300,1.0,,,,,1,surprise,,3,idle,,13,idle,,,,,,,,,
event_seayouagain2_01_s_100,40025,event_seayouagain2_01_s,Speech,massproduction01,massproduction01,Locale_MainScenario:event_seayouagain2_01_s_100,True,,1300,1300,1.0,,,,,1,surprise,,3,idle,,13,idle,,,,,,,,,
event_seayouagain2_01_s_101,40025,event_seayouagain2_01_s,Speech,massproduction01,massproduction01,Locale_MainScenario:event_seayouagain2_01_s_101,True,,1300,130,1.0,,,,,1,surprise,,3,idle,,13,idle,,,,,,,,,
event_seayouagain2_01_s_102,40025,event_seayouagain2_01_s,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_s_102,True,,130,113,1.0,,,,,1,surprise,,3,idle,,13,idle,,,,,,,,,
event_seayouagain2_01_s_103,40025,event_seayouagain2_01_s,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_s_103,True,,113,113,1.0,,,,,1,surprise,,3,idle,,13,idle,,,,,,,,,
event_seayouagain2_01_s_104,40025,event_seayouagain2_01_s,Speech,massproduction01,massproduction01,Locale_MainScenario:event_seayouagain2_01_s_104,True,,113,113,1.0,,,,,1,surprise,,3,idle,,13,idle,,,,,,,,,
event_seayouagain2_01_s_105,40025,event_seayouagain2_01_s,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_s_105,True,,113,113,1.0,,,,,1,surprise,,3,idle,,13,idle,,,,,,,,,
event_seayouagain2_01_s_106,40025,event_seayouagain2_01_s,Speech,massproduction01,massproduction01,Locale_MainScenario:event_seayouagain2_01_s_106,True,,113,113,1.0,,,,,1,surprise,,3,idle,,13,idle,,,,,,,,,
event_seayouagain2_01_s_107,40025,event_seayouagain2_01_s,Narration,,Narration,Locale_MainScenario:event_seayouagain2_01_s_107,False,,black,black,1.0,,,,,1,surprise,,3,idle,,13,idle,massproduction01,,,,,,,,
event_seayouagain2_01_s_108,40025,event_seayouagain2_01_s,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_s_108,True,,31,31,1.0,,,,,1,sad,,3,idle,,,,,,,,,,,,
event_seayouagain2_01_s_109,40025,event_seayouagain2_01_s,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_s_109,True,,31,31,1.0,,,,,1,sad,,3,idle,,,,,,,,,,,,
event_seayouagain2_01_s_110,40025,event_seayouagain2_01_s,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain2_01_s_110,True,,31,31,1.0,,,,,1,sad,,3,idle,,,,,,,,,,,,
event_seayouagain2_01_s_111,40025,event_seayouagain2_01_s,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_s_111,True,,31,31,1.0,,,,,1,idle,,3,idle,,,,,,,,,,,,
event_seayouagain2_01_s_112,40025,event_seayouagain2_01_s,Speech,mast,mast,Locale_MainScenario:event_seayouagain2_01_s_112,True,,31,31,1.0,,,,,1,idle,,3,idle,,,,,,,,,,,,
