id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,characters/0/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,fade,characters/3/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_filter_01,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_camera_shake,characters/5/hide_char_id
event_icedragonsaga1_05_e_11,40064,event_icedragonsaga1_05_e,Speech,Locale_MainScenario:event_icedragonsaga1_05_e_11,True,,5,delight,,13,worry,,15,delight,,XS_150,5,1.0,,,volume_c,volume_c,,,,,,,,,,,,,,,,,,
event_icedragonsaga1_05_e_12,40064,event_icedragonsaga1_05_e,Self,Locale_MainScenario:event_icedragonsaga1_05_e_12,False,,5,delight,,13,worry,,15,delight,,5,5,1.0,,,volume_c,,,,,,,,,,,,,,,,,,,
event_icedragonsaga1_05_e_13,40064,event_icedragonsaga1_05_e,Speech,Locale_MainScenario:event_icedragonsaga1_05_e_13,True,,5,delight,,13,worry,,15,idle,,XS_10,XS_10,1.0,,event_bgm_icedragonsaga_adventure,chloe_v,chloe_v,volume_c,chloe_v,1,idle,black,,,,,,,,,,,,,
event_icedragonsaga1_05_e_14,40064,event_icedragonsaga1_05_e,Self,Locale_MainScenario:event_icedragonsaga1_05_e_14,False,,,,,13,worry,,15,idle,,XS_10,XS_10,1.0,,,chloe_v,,,,1,idle,,,,,,,,,,,,,,
event_icedragonsaga1_05_e_15,40064,event_icedragonsaga1_05_e,Self,Locale_MainScenario:event_icedragonsaga1_05_e_15,False,,,,,13,worry,,15,idle,,XS_10,12,1.0,,,chloe_v,,,,1,idle,,,,,,,,,,,,,,
event_icedragonsaga1_05_e_16,40064,event_icedragonsaga1_05_e,Speech,Locale_MainScenario:event_icedragonsaga1_05_e_16,True,,,,,13,worry,,15,idle,,12,12,1.0,,,maiden_w,maiden_w,,,1,idle,,,,,,,,,,,,,,
event_icedragonsaga1_05_e_17,40064,event_icedragonsaga1_05_e,Speech,Locale_MainScenario:event_icedragonsaga1_05_e_17,True,,,,,13,worry,,15,idle,,12,12,1.0,,,chloe_v,chloe_v,,,1,idle,,,,,,,,,,,,,,
event_icedragonsaga1_05_e_18,40064,event_icedragonsaga1_05_e,Speech,Locale_MainScenario:event_icedragonsaga1_05_e_18,True,,,,,13,worry,,15,idle,,12,12,1.0,,,chloe_v,chloe_v,,,1,idle,,,,,,,,,,,,,,
event_icedragonsaga1_05_e_19,40064,event_icedragonsaga1_05_e,Speech,Locale_MainScenario:event_icedragonsaga1_05_e_19,True,,,,,13,worry,,15,idle,,12,12,1.0,,,chloe_v,chloe_v,,,1,idle,,,,,,,,,,,,,,
event_icedragonsaga1_05_e_20,40064,event_icedragonsaga1_05_e,Speech,Locale_MainScenario:event_icedragonsaga1_05_e_20,True,,,,,13,surprise,,15,idle,,12,12,1.0,,none,maiden_w,maiden_w,,,1,idle,,,,,,,,,,,,,,
event_icedragonsaga1_05_e_21,40064,event_icedragonsaga1_05_e,Speech,Locale_MainScenario:event_icedragonsaga1_05_e_21,True,volume_c,5,idle,,15,no,,13,idle,,black,black,1.0,,event_bgm_icedragonsaga_anotherhero,drake_m,drake_m,,drake_m,1,angry,black,chloe_v,,,,,,,,,,,,
event_icedragonsaga1_05_e_22,40064,event_icedragonsaga1_05_e,Speech,Locale_MainScenario:event_icedragonsaga1_05_e_22,True,,5,idle,,15,no,,13,idle,,1,10,0.7,,,drake_m,drake_m,,,1,angry,,,,,,,,,,,,,,
event_icedragonsaga1_05_e_23,40064,event_icedragonsaga1_05_e,Self,Locale_MainScenario:event_icedragonsaga1_05_e_23,False,,5,idle,,15,no,,13,idle,,10,10,1.0,,,drake_m,,,,1,angry,,,,,,,,,,,,,,
event_icedragonsaga1_05_e_24,40064,event_icedragonsaga1_05_e,Self,Locale_MainScenario:event_icedragonsaga1_05_e_24,False,,5,idle,,15,no,,13,idle,,10,10,1.0,,,drake_m,,,,1,angry,,,,,,,,,,,,,,
event_icedragonsaga1_05_e_25,40064,event_icedragonsaga1_05_e,Speech,Locale_MainScenario:event_icedragonsaga1_05_e_25,True,,5,idle,,15,no,,13,idle,,10,12,1.0,,,guillotine_w_no,guillotine_w_no,,,1,angry,,,,,,,,,,,,,,
event_icedragonsaga1_05_e_26,40064,event_icedragonsaga1_05_e,Speech,Locale_MainScenario:event_icedragonsaga1_05_e_26,True,,5,idle,,15,no,,13,idle,,12,12,1.0,,,drake_m,drake_m,,,1,angry,,,,,,,,,,,,,,
event_icedragonsaga1_05_e_27,40064,event_icedragonsaga1_05_e,Speech,Locale_MainScenario:event_icedragonsaga1_05_e_27,True,,5,idle,,15,no,,13,idle,,12,12,1.0,,,guillotine_w_no,guillotine_w_no,,,1,angry,,,,,,,,,,,,,,
event_icedragonsaga1_05_e_28,40064,event_icedragonsaga1_05_e,Speech,Locale_MainScenario:event_icedragonsaga1_05_e_28,True,,5,idle,,15,no,,13,idle,,12,1,1.0,,,drake_m,drake_m,,,1,delight,,,,,,,,,,,,,,
event_icedragonsaga1_05_e_29,40064,event_icedragonsaga1_05_e,Speech,Locale_MainScenario:event_icedragonsaga1_05_e_29,False,,5,idle,,15,no,,13,idle,IceLand_05,1,1,1.0,,,drake_m,drake_m,volume_c,,1,idle,,drake_m,maiden_w,guillotine_w_no,shifty_s,1,no,Grey,,,,,,
event_icedragonsaga1_05_e_30,40064,event_icedragonsaga1_05_e,Speech,Locale_MainScenario:event_icedragonsaga1_05_e_30,False,,,,,,,,,,,1,1,1.0,,,drake_m,drake_m,,,,,,,,,,1,no,Grey,,,,,,
event_icedragonsaga1_05_e_31,40064,event_icedragonsaga1_05_e,Speech,Locale_MainScenario:event_icedragonsaga1_05_e_31,False,,,,,,,,,,SnowTown_d,1,1,1.0,,,drake_m,drake_m,,,,,,,,,frima,1,idle,Grey,shifty_s,,,,,
event_icedragonsaga1_05_e_32,40064,event_icedragonsaga1_05_e,Speech,Locale_MainScenario:event_icedragonsaga1_05_e_32,False,,,,,,,,,,,1,1,1.0,,,drake_m,drake_m,,,,,,,,,,1,idle,Grey,,,,,,
event_icedragonsaga1_05_e_33,40064,event_icedragonsaga1_05_e,Speech,Locale_MainScenario:event_icedragonsaga1_05_e_33,True,volume_c,5,idle,maiden_w,15,shy,guillotine_w_no,13,idle,DiningRoom_d,L_150,L_150,1.0,,,maiden_w,maiden_w,,drake_m,1,idle,,,,,,1,idle,,frima,vesti_c,17,idle,,
event_icedragonsaga1_05_e_34,40064,event_icedragonsaga1_05_e,Speech,Locale_MainScenario:event_icedragonsaga1_05_e_34,True,,5,idle,,15,shy,,13,idle,,1,1,1.0,,,drake_m,drake_m,,,1,idle,,,,,,,,,,,17,idle,,
event_icedragonsaga1_05_e_35,40064,event_icedragonsaga1_05_e,Speech,Locale_MainScenario:event_icedragonsaga1_05_e_35,True,,5,idle,,15,shy,,13,idle,,1,1,1.0,,,drake_m,drake_m,,,1,idle,,,,,,,,,,,17,idle,,
event_icedragonsaga1_05_e_36,40064,event_icedragonsaga1_05_e,Speech,Locale_MainScenario:event_icedragonsaga1_05_e_36,True,,5,idle,,15,shy,,13,idle,,1,1,1.0,,,drake_m,drake_m,,,1,idle,,,,,,,,,,,17,idle,,
event_icedragonsaga1_05_e_37,40064,event_icedragonsaga1_05_e,Speech,Locale_MainScenario:event_icedragonsaga1_05_e_37,True,,5,idle,,15,shy,,13,idle,,1,10,1.0,,,drake_m,drake_m,,,1,idle,,,,,,,,,,,17,idle,,
event_icedragonsaga1_05_e_38,40064,event_icedragonsaga1_05_e,Speech,Locale_MainScenario:event_icedragonsaga1_05_e_38,True,,5,idle,,15,shy,,13,idle,,10,10,1.0,,,drake_m,drake_m,,,1,idle,,,,,,,,,,,17,idle,,
event_icedragonsaga1_05_e_39,40064,event_icedragonsaga1_05_e,Speech,Locale_MainScenario:event_icedragonsaga1_05_e_39,True,,5,idle,,15,shy,,13,idle,,10,10,1.0,,,drake_m,drake_m,,,1,idle,,,,,,,,,,,17,idle,,
event_icedragonsaga1_05_e_40,40064,event_icedragonsaga1_05_e,Speech,Locale_MainScenario:event_icedragonsaga1_05_e_40,True,,5,idle,,15,shy,,13,idle,,10,100,1.0,,,drake_m,drake_m,,,1,delight,,,,,,,,,,,17,idle,Low_2,
event_icedragonsaga1_05_e_41,40064,event_icedragonsaga1_05_e,Speech,Locale_MainScenario:event_icedragonsaga1_05_e_41,True,,5,idle,,15,shy,,13,idle,,100,100,1.0,,,drake_m,drake_m,,,1,delight,,,,,,,,,,,17,idle,,
event_icedragonsaga1_05_e_42,40064,event_icedragonsaga1_05_e,Speech,Locale_MainScenario:event_icedragonsaga1_05_e_42,True,,5,idle,,15,shy,,13,idle,,100,100,1.0,,,drake_m,drake_m,,,1,delight,,,,,,,,,,,17,idle,,
event_icedragonsaga1_05_e_43,40064,event_icedragonsaga1_05_e,Speech,Locale_MainScenario:event_icedragonsaga1_05_e_43,True,,5,idle,,15,shy,,13,idle,,100,12,1.0,,,guillotine_w_no,guillotine_w_no,,,1,delight,,,,,,,,,,,17,idle,,
event_icedragonsaga1_05_e_44,40064,event_icedragonsaga1_05_e,Speech,Locale_MainScenario:event_icedragonsaga1_05_e_44,True,,5,idle,,15,shy,,13,idle,,12,12,1.0,,,drake_m,drake_m,,,1,angry,,,,,,,,,,,17,idle,,
event_icedragonsaga1_05_e_45,40064,event_icedragonsaga1_05_e,Speech,Locale_MainScenario:event_icedragonsaga1_05_e_45,True,,5,idle,,15,idle,,13,idle,,12,14,1.0,,,maiden_w,maiden_w,,,1,angry,,,,,,,,,,,17,idle,,
event_icedragonsaga1_05_e_46,40064,event_icedragonsaga1_05_e,Self,Locale_MainScenario:event_icedragonsaga1_05_e_46,False,,5,idle,,15,idle,,13,idle,,14,14,1.0,,,maiden_w,,,,1,angry,,,,,,,,,,,17,idle,,
event_icedragonsaga1_05_e_47,40064,event_icedragonsaga1_05_e,Speech,Locale_MainScenario:event_icedragonsaga1_05_e_47,True,,5,idle,,15,shy,,13,idle,,14,14,1.0,,,maiden_w,maiden_w,,,1,angry,,,,,,,,,,,17,idle,,
event_icedragonsaga1_05_e_48,40064,event_icedragonsaga1_05_e,Speech,Locale_MainScenario:event_icedragonsaga1_05_e_48,True,,5,idle,,15,shy,,13,no,,14,14,1.0,,,guillotine_w_no,guillotine_w_no,,,1,angry,,,,,,,,,,,17,idle,,
event_icedragonsaga1_05_e_49,40064,event_icedragonsaga1_05_e,Speech,Locale_MainScenario:event_icedragonsaga1_05_e_49,True,,5,idle,,15,worry,,13,no,,14,14,1.0,,,maiden_w,maiden_w,,,1,angry,,,,,,,,,,,17,idle,,
event_icedragonsaga1_05_e_50,40064,event_icedragonsaga1_05_e,Self,Locale_MainScenario:event_icedragonsaga1_05_e_50,False,,5,idle,,15,worry,,13,no,,14,17,1.0,,,vesti_c,,,,1,angry,,,,,,,,,,,17,idle,,
event_icedragonsaga1_05_e_51,40064,event_icedragonsaga1_05_e,Speech,Locale_MainScenario:event_icedragonsaga1_05_e_51,True,,5,idle,,15,worry,,13,no,,17,17,1.0,,,vesti_c,vesti_c,,,1,angry,,,,,,,,,,,17,idle,,
event_icedragonsaga1_05_e_52,40064,event_icedragonsaga1_05_e,Speech,Locale_MainScenario:event_icedragonsaga1_05_e_52,True,,5,idle,,15,worry,,13,think,,XS_130,XS_130,1.0,,,guillotine_w_no,guillotine_w_no,,,1,angry,,,,,,,,,,,17,idle,,
event_icedragonsaga1_05_e_53,40064,event_icedragonsaga1_05_e,Speech,Locale_MainScenario:event_icedragonsaga1_05_e_53,True,,5,idle,,15,worry,,13,delight,,XS_130,XS_130,1.0,,,guillotine_w_no,guillotine_w_no,,,1,angry,,,,,,,,,,,17,idle,Low_2,
event_icedragonsaga1_05_e_54,40064,event_icedragonsaga1_05_e,Speech,Locale_MainScenario:event_icedragonsaga1_05_e_54,True,,5,idle,,15,worry,,13,delight,,XS_130,14,1.0,,,guillotine_w_no,guillotine_w_no,,,1,angry,,,,,,,,,,,17,idle,,
event_icedragonsaga1_05_e_55,40064,event_icedragonsaga1_05_e,Speech,Locale_MainScenario:event_icedragonsaga1_05_e_55,True,,5,idle,,15,surprise,,13,delight,,14,14,1.0,,,maiden_w,maiden_w,,,1,angry,,,,,,,,,,,17,idle,,
event_icedragonsaga1_05_e_56,40064,event_icedragonsaga1_05_e,Speech,Locale_MainScenario:event_icedragonsaga1_05_e_56,True,,5,idle,,15,surprise,,13,delight,,14,13,1.0,,,guillotine_w_no,guillotine_w_no,,,1,angry,,,,,,,,,,,17,idle,,
event_icedragonsaga1_05_e_57,40064,event_icedragonsaga1_05_e,Speech,Locale_MainScenario:event_icedragonsaga1_05_e_57,True,,5,idle,,15,surprise,,13,delight,,13,XS_1300,1.0,,,guillotine_w_no,guillotine_w_no,,,1,angry,,,,,,,,,,,17,idle,,
event_icedragonsaga1_05_e_58,40064,event_icedragonsaga1_05_e,Narration,Locale_MainScenario:event_icedragonsaga1_05_e_58,False,,5,idle,,15,surprise,,13,delight,,black,black,1.0,sfx_scn_retropartyexcept,none,volume_c,,,,1,angry,,,,,,,,,,,17,idle,,
event_icedragonsaga1_05_e_59,40064,event_icedragonsaga1_05_e,Speech,Locale_MainScenario:event_icedragonsaga1_05_e_59,True,mustang,3,idle,ingrid,1,idle,syuen,13,angry,DragonCastleIn,3,3,1.0,,event_bgm_icedragonsaga_castle,mustang,mustang,volume_c,,1,angry,black,drake_m,maiden_w,guillotine_w_no,,,,,,,17,idle,,vesti_c
event_icedragonsaga1_05_e_60,40064,event_icedragonsaga1_05_e,Speech,Locale_MainScenario:event_icedragonsaga1_05_e_60,True,,3,idle,,1,idle,,13,angry,,3,3,1.0,,,mustang,mustang,,,,,,,,,,,,,,,,,,
event_icedragonsaga1_05_e_61,40064,event_icedragonsaga1_05_e,Speech,Locale_MainScenario:event_icedragonsaga1_05_e_61,True,,3,idle,,1,idle,,13,angry,,3,12,1.0,,,syuen,syuen,,,,,,,,,,,,,,,,,,
event_icedragonsaga1_05_e_62,40064,event_icedragonsaga1_05_e,Speech,Locale_MainScenario:event_icedragonsaga1_05_e_62,True,,3,idle,,1,idle,,13,angry,,12,12,1.0,,,syuen,syuen,,,,,,,,,,,,,,,,,,
event_icedragonsaga1_05_e_63,40064,event_icedragonsaga1_05_e,Speech,Locale_MainScenario:event_icedragonsaga1_05_e_63,True,,3,idle,,1,idle,,13,angry,,12,12,1.0,,,ingrid,ingrid,,,,,,,,,,,,,,,,,,
event_icedragonsaga1_05_e_64,40064,event_icedragonsaga1_05_e,Speech,Locale_MainScenario:event_icedragonsaga1_05_e_64,True,,3,idle,,1,idle,,13,angry,,12,12,1.0,,,ingrid,ingrid,,,,,,,,,,,,,,,,,,
event_icedragonsaga1_05_e_65,40064,event_icedragonsaga1_05_e,Speech,Locale_MainScenario:event_icedragonsaga1_05_e_65,True,,3,idle,,1,idle,,13,surprise,,12,12,1.0,,,syuen,syuen,,,,,,,,,,,,,,,,,,
event_icedragonsaga1_05_e_66,40064,event_icedragonsaga1_05_e,Speech,Locale_MainScenario:event_icedragonsaga1_05_e_66,True,,3,idle,,1,idle,,13,idle,,12,12,1.0,,,syuen,syuen,,,,,,,,,,,,,,,,,,
event_icedragonsaga1_05_e_67,40064,event_icedragonsaga1_05_e,Speech,Locale_MainScenario:event_icedragonsaga1_05_e_67,True,,3,idle,,1,idle,,13,idle,,12,12,1.0,,,syuen,syuen,,,,,,,,,,,,,,,,,,
event_icedragonsaga1_05_e_68,40064,event_icedragonsaga1_05_e,Speech,Locale_MainScenario:event_icedragonsaga1_05_e_68,True,,3,idle,,1,idle,,13,idle,,12,2,1.0,,,mustang,mustang,,,,,,,,,,,,,,,,,,
event_icedragonsaga1_05_e_69,40064,event_icedragonsaga1_05_e,Speech,Locale_MainScenario:event_icedragonsaga1_05_e_69,True,,3,idle,,1,idle,,13,idle,,2,2,1.0,,,ingrid,ingrid,,,,,,,,,,,,,,,,,,
event_icedragonsaga1_05_e_70,40064,event_icedragonsaga1_05_e,Speech,Locale_MainScenario:event_icedragonsaga1_05_e_70,True,,3,angry,,1,idle,,13,idle,,2,2,1.0,,,mustang,mustang,,,,,,,,,,,,,,,,,,
event_icedragonsaga1_05_e_71,40064,event_icedragonsaga1_05_e,Speech,Locale_MainScenario:event_icedragonsaga1_05_e_71,True,,3,angry,,1,idle,,13,idle,,2,2,1.0,,,mustang,mustang,,,,,,,,,,,,,,,,,,
event_icedragonsaga1_05_e_72,40064,event_icedragonsaga1_05_e,Speech,Locale_MainScenario:event_icedragonsaga1_05_e_72,True,,3,angry,,1,idle,,13,idle,,2,2,1.0,,,ingrid,ingrid,,,,,,,,,,,,,,,,,,
event_icedragonsaga1_05_e_73,40064,event_icedragonsaga1_05_e,Speech,Locale_MainScenario:event_icedragonsaga1_05_e_73,True,,3,angry,,1,idle,,13,idle,,2,L_30,1.0,,,mustang,mustang,,,,,,,,,,,,,,,,,,
