id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,play_sound,fade
event_secretgarden_02_s_29,40063,event_secretgarden_02_s,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_02_s_29,True,,1,shy,,13,idle,,113,113,1.0,,event_secretgarden_02_s_31,,
event_secretgarden_02_s_30,40063,event_secretgarden_02_s,Speech,flora,flora,Locale_SubScenario:event_secretgarden_02_s_30,True,,1,delight,,13,idle,,113,113,1.0,,event_secretgarden_02_s_31,,
event_secretgarden_02_s_31,40063,event_secretgarden_02_s,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_02_s_31,True,,1,delight,,13,angry,,113,XS_130,1.0,,,,
event_secretgarden_02_s_32,40063,event_secretgarden_02_s,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_02_s_32,True,,1,delight,,13,angry,,XS_130,XS_130,1.0,,,,
event_secretgarden_02_s_33,40063,event_secretgarden_02_s,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_02_s_33,True,,1,delight,,13,sad,,XS_130,XS_130,1.0,,,,
event_secretgarden_02_s_34,40063,event_secretgarden_02_s,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_02_s_34,True,,1,delight,,13,sad,,XS_130,XS_130,1.0,,,,
event_secretgarden_02_s_35,40063,event_secretgarden_02_s,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_02_s_35,True,,1,delight,,13,angry,,XS_130,XS_1300,1.0,,,,
event_secretgarden_02_s_36,40063,event_secretgarden_02_s,Speech,flora,flora,Locale_SubScenario:event_secretgarden_02_s_36,True,,1,sad,,13,angry,,100,100,1.0,,,,
event_secretgarden_02_s_37,40063,event_secretgarden_02_s,Narration,biscuit,,Locale_SubScenario:event_secretgarden_02_s_37,False,,1,sad,,13,angry,,XS_1300,XS_130,1.0,,,sfx_scn_cuteout,
event_secretgarden_02_s_38,40063,event_secretgarden_02_s,Monologue,biscuit,,Locale_SubScenario:event_secretgarden_02_s_38,False,,1,sad,,13,angry,,XS_130,XS_130,1.0,,,,
event_secretgarden_02_s_39,40063,event_secretgarden_02_s,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_02_s_39,False,,1,sad,,13,angry,,XS_130,XS_130,1.0,,,,
event_secretgarden_02_s_40,40063,event_secretgarden_02_s,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_02_s_40,True,,1,sad,,13,angry,,XS_130,XS_130,1.0,,,,
event_secretgarden_02_s_41,40063,event_secretgarden_02_s,Speech,flora,flora,Locale_SubScenario:event_secretgarden_02_s_41,True,,1,surprise,,13,angry,,XS_130,10,1.0,,,,
event_secretgarden_02_s_42,40063,event_secretgarden_02_s,Self,flora,,Locale_SubScenario:event_secretgarden_02_s_42,False,,1,surprise,,13,angry,,10,10,1.0,,,,
event_secretgarden_02_s_43,40063,event_secretgarden_02_s,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_02_s_43,True,,1,angry,,13,sad,CityForest_04,113,113,1.0,none,,,black
event_secretgarden_02_s_44,40063,event_secretgarden_02_s,Self,biscuit,,Locale_SubScenario:event_secretgarden_02_s_44,False,,1,angry,,13,sad,,113,113,1.0,,,,
event_secretgarden_02_s_45,40063,event_secretgarden_02_s,Speech,flora,flora,Locale_SubScenario:event_secretgarden_02_s_45,False,,1,angry,,13,sad,,113,113,1.0,,,,
event_secretgarden_02_s_46,40063,event_secretgarden_02_s,Narration,flora,,Locale_SubScenario:event_secretgarden_02_s_46,False,,1,angry,,13,sad,,113,113,1.0,bgm_story_tepidappleade,,sfx_scn_rapturecry,
event_secretgarden_02_s_47,40063,event_secretgarden_02_s,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_02_s_47,True,,1,angry,,13,sad,,113,XS_130,1.0,,,,
event_secretgarden_02_s_48,40063,event_secretgarden_02_s,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_02_s_48,True,,1,angry,,13,sad,,XS_130,XS_130,1.0,,,,
event_secretgarden_02_s_49,40063,event_secretgarden_02_s,Self,biscuit,,Locale_SubScenario:event_secretgarden_02_s_49,False,,1,angry,,13,sad,,XS_130,XS_130,1.0,,,,
event_secretgarden_02_s_50,40063,event_secretgarden_02_s,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_02_s_50,True,,1,angry,,13,sad,,XS_130,XS_130,1.0,,,,
event_secretgarden_02_s_51,40063,event_secretgarden_02_s,Speech,flora,flora,Locale_SubScenario:event_secretgarden_02_s_51,False,,1,angry,,13,sad,,XS_130,10,1.0,,,,
event_secretgarden_02_s_52,40063,event_secretgarden_02_s,Speech,flora,flora,Locale_SubScenario:event_secretgarden_02_s_52,True,,1,angry,,13,sad,,10,10,1.0,,,,
event_secretgarden_02_s_53,40063,event_secretgarden_02_s,Speech,flora,flora,Locale_SubScenario:event_secretgarden_02_s_53,True,,1,angry,,13,sad,,10,10,1.0,,,,
event_secretgarden_02_s_54,40063,event_secretgarden_02_s,Speech,flora,flora,Locale_SubScenario:event_secretgarden_02_s_54,True,,1,angry,,13,sad,,10,10,1.0,,,,
event_secretgarden_02_s_55,40063,event_secretgarden_02_s,Self,flora,,Locale_SubScenario:event_secretgarden_02_s_55,False,,1,angry,,13,sad,,10,10,1.0,,,,
event_secretgarden_02_s_56,40063,event_secretgarden_02_s,Speech,flora,flora,Locale_SubScenario:event_secretgarden_02_s_56,True,,1,angry,,13,sad,,10,100,1.0,,,,
event_secretgarden_02_s_57,40063,event_secretgarden_02_s,Speech,flora,flora,Locale_SubScenario:event_secretgarden_02_s_57,True,,1,angry,,13,sad,,100,100,1.0,,,,
event_secretgarden_02_s_58,40063,event_secretgarden_02_s,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_02_s_58,True,,1,angry,,13,sad,,100,XS_1300,1.0,,,,
event_secretgarden_02_s_59,40063,event_secretgarden_02_s,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_02_s_59,True,,1,angry,,13,sad,,XS_1300,XS_1300,1.0,,,,
event_secretgarden_02_s_60,40063,event_secretgarden_02_s,Speech,flora,flora,Locale_SubScenario:event_secretgarden_02_s_60,True,,1,angry,,13,sad,,100,100,1.0,,,,
event_secretgarden_02_s_61,40063,event_secretgarden_02_s,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_02_s_61,True,,1,angry,,13,angry,,XS_1300,XS_1300,1.0,,,,
event_secretgarden_02_s_62,40063,event_secretgarden_02_s,Speech,flora,flora,Locale_SubScenario:event_secretgarden_02_s_62,True,,1,angry,,13,angry,,100,10,1.0,,,,
