id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
d_contents_madeinrush_08_31,82501,d_contents_madeinrush_08,Speech,ade_b,ade_b,Locale_SubScenario:d_contents_madeinrush_08_31,True,,150,150,1.0,,,,15,shy2,,13,good
d_contents_madeinrush_08_32,82501,d_contents_madeinrush_08,Speech,mustang,mustang,Locale_SubScenario:d_contents_madeinrush_08_32,False,,150,14,1.0,,,,15,shy2,,13,good
d_contents_madeinrush_08_33,82501,d_contents_madeinrush_08,Speech,mustang,mustang,Locale_SubScenario:d_contents_madeinrush_08_33,True,,14,14,1.0,,,,15,shy2,,13,good
d_contents_madeinrush_08_34,82501,d_contents_madeinrush_08,Speech,mustang,mustang,Locale_SubScenario:d_contents_madeinrush_08_34,True,,14,14,1.0,,,,15,shy2,,13,good
d_contents_madeinrush_08_35,82501,d_contents_madeinrush_08,Speech,mustang,mustang,Locale_SubScenario:d_contents_madeinrush_08_35,True,,14,14,1.0,,,,15,shy2,,13,shy
d_contents_madeinrush_08_36,82501,d_contents_madeinrush_08,Speech,ade_b,ade_b,Locale_SubScenario:d_contents_madeinrush_08_36,False,,14,14,1.0,,,,15,shy2,,13,shy
d_contents_madeinrush_08_37,82501,d_contents_madeinrush_08,Speech,mustang,mustang,Locale_SubScenario:d_contents_madeinrush_08_37,True,,14,14,1.0,,,,15,shy2,,13,good
d_contents_madeinrush_08_38,82501,d_contents_madeinrush_08,Speech,mustang,mustang,Locale_SubScenario:d_contents_madeinrush_08_38,True,,14,14,1.0,,,,15,shy2,,13,good
d_contents_madeinrush_08_39,82501,d_contents_madeinrush_08,Speech,ade_b,ade_b,Locale_SubScenario:d_contents_madeinrush_08_39,True,,14,14,1.0,,,,15,idle,,13,good
d_contents_madeinrush_08_40,82501,d_contents_madeinrush_08,Speech,mustang,mustang,Locale_SubScenario:d_contents_madeinrush_08_40,True,,14,14,1.0,,,,15,idle,,13,good
d_contents_madeinrush_08_41,82501,d_contents_madeinrush_08,Speech,ade_b,ade_b,Locale_SubScenario:d_contents_madeinrush_08_41,True,,14,14,1.0,,,,15,surprise,,13,good
d_contents_madeinrush_08_42,82501,d_contents_madeinrush_08,Narration,,,Locale_SubScenario:d_contents_madeinrush_08_42,False,,14,L_130,1.0,,,,15,surprise,,13,good
d_contents_madeinrush_08_43,82501,d_contents_madeinrush_08,Speech,mustang,mustang,Locale_SubScenario:d_contents_madeinrush_08_43,True,,L_130,L_130,1.0,,,,15,surprise,,13,good
d_contents_madeinrush_08_44,82501,d_contents_madeinrush_08,Speech,mustang,mustang,Locale_SubScenario:d_contents_madeinrush_08_44,True,,L_130,L_130,1.0,,,,15,surprise,,13,good
d_contents_madeinrush_08_45,82501,d_contents_madeinrush_08,Speech,mustang,mustang,Locale_SubScenario:d_contents_madeinrush_08_45,True,,L_130,L_130,1.0,,,,15,surprise,,13,good
d_contents_madeinrush_08_46,82501,d_contents_madeinrush_08,Speech,mustang,mustang,Locale_SubScenario:d_contents_madeinrush_08_46,True,,L_130,L_130,1.0,,,,15,surprise,,13,good
d_contents_madeinrush_08_47,82501,d_contents_madeinrush_08,Speech,mustang,mustang,Locale_SubScenario:d_contents_madeinrush_08_47,True,,L_130,L_130,1.0,,,,15,surprise,,13,good
d_contents_madeinrush_08_48,82501,d_contents_madeinrush_08,Speech,ade_b,ade_b,Locale_SubScenario:d_contents_madeinrush_08_48,True,,L_130,14,1.0,,,,15,delight,,13,good
d_contents_madeinrush_08_49,82501,d_contents_madeinrush_08,Speech,ade_b,ade_b,Locale_SubScenario:d_contents_madeinrush_08_49,True,,14,14,1.0,,,,15,delight,,13,good
d_contents_madeinrush_08_50,82501,d_contents_madeinrush_08,Speech,mustang,mustang,Locale_SubScenario:d_contents_madeinrush_08_50,True,,14,14,1.0,,,,15,delight,,13,delight
d_contents_madeinrush_08_51,82501,d_contents_madeinrush_08,Speech,mustang,mustang,Locale_SubScenario:d_contents_madeinrush_08_51,True,,14,L_130,1.0,none,,,15,delight,,13,good
d_contents_madeinrush_08_52,82501,d_contents_madeinrush_08,Speech,mustang,mustang,Locale_SubScenario:d_contents_madeinrush_08_52,True,,L_130,L_1300,1.0,bgm_story_mustang,,,15,delight,,13,good
d_contents_madeinrush_08_53,82501,d_contents_madeinrush_08,Speech,ade_b,ade_b,Locale_SubScenario:d_contents_madeinrush_08_53,True,,L_1300,1500,1.0,,,,15,delight,,13,good
d_contents_madeinrush_08_54,82501,d_contents_madeinrush_08,Speech,ade_b,ade_b,Locale_SubScenario:d_contents_madeinrush_08_54,True,,1500,1500,1.0,,,,15,delight,,13,good
d_contents_madeinrush_08_55,82501,d_contents_madeinrush_08,Narration,,,Locale_SubScenario:d_contents_madeinrush_08_55,False,,black,black,1.0,,black,,15,delight,,13,good
d_contents_madeinrush_08_56,82501,d_contents_madeinrush_08,Narration,,,Locale_SubScenario:d_contents_madeinrush_08_56,False,,black,black,1.0,,,,15,delight,,13,good
d_contents_madeinrush_08_57,82501,d_contents_madeinrush_08,Narration,,,Locale_SubScenario:d_contents_madeinrush_08_57,False,,black,black,1.0,,,,15,delight,,13,good
d_contents_madeinrush_08_58,82501,d_contents_madeinrush_08,Narration,,,Locale_SubScenario:d_contents_madeinrush_08_58,False,,black,black,1.0,,,,15,delight,,13,good
