id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/8/show_char_id,characters/8/set_char_position,characters/8/set_char_anim,fade,characters/0/hide_char_id,characters/1/hide_char_id,characters/5/hide_char_id,characters/6/hide_char_id,characters/7/hide_char_id,characters/8/hide_char_id,play_sound,set_camera_shake
event_exnii1_06_s_14,40070,event_exnii1_06_s,Speech,pepper,pepper,Locale_SubScenario:event_exnii1_06_s_14,True,,7,idle,,5,idle,,3,idle,,1,idle,,17,idle,,9,9,1.0,,,,,,9,"expression_0,idle",,13,idle,,15,idle,,19,idle,,,,,,,,,
event_exnii1_06_s_15,40070,event_exnii1_06_s,Speech,ce005_03,ce005_03,Locale_SubScenario:event_exnii1_06_s_15,True,,7,idle,,5,idle,,3,idle,,1,idle,,17,idle,,19,19,1.0,,,,,,9,idle,,13,idle,,15,idle,,19,idle,,,,,,,,,
event_exnii1_06_s_16,40070,event_exnii1_06_s,Speech,ce005_01,ce005_01,Locale_SubScenario:event_exnii1_06_s_16,True,,7,idle,,5,idle,,3,idle,,1,idle,,17,idle,,19,17,1.0,,,,,,9,idle,,13,idle,,15,idle,,19,idle,,,,,,,,,
event_exnii1_06_s_17,40070,event_exnii1_06_s,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii1_06_s_17,True,,7,idle,,5,idle,,3,idle,,1,idle,,17,idle,,17,15,1.0,,,,,,9,idle,,13,idle,,15,"expression_0,idle",,19,idle,,,,,,,,,
event_exnii1_06_s_18,40070,event_exnii1_06_s,Self,rapi,,Locale_SubScenario:event_exnii1_06_s_18,False,,7,idle,,5,idle,,3,idle,,1,idle,,17,idle,,15,3,1.0,,,,,,9,idle,,13,idle,,15,idle,,19,idle,,,,,,,,,
event_exnii1_06_s_19,40070,event_exnii1_06_s,Speech,rapi,rapi,Locale_SubScenario:event_exnii1_06_s_19,True,,7,idle,,5,idle,,3,delight,,1,idle,,17,idle,,3,3,1.0,,,,,,9,idle,,13,idle,,15,idle,,19,idle,,,,,,,,,
event_exnii1_06_s_20,40070,event_exnii1_06_s,Speech,rapi,rapi,Locale_SubScenario:event_exnii1_06_s_20,True,,7,idle,,5,idle,,3,idle,,1,idle,,17,idle,,3,3,1.0,,,,,,9,idle,,13,idle,,15,idle,,19,idle,,,,,,,,,
event_exnii1_06_s_21,40070,event_exnii1_06_s,Speech,rapi,rapi,Locale_SubScenario:event_exnii1_06_s_21,True,,7,idle,,5,idle,,3,idle,,1,idle,,17,idle,,3,3,1.0,,,,,,9,idle,,13,idle,,15,idle,,19,idle,,,,,,,,,
event_exnii1_06_s_22,40070,event_exnii1_06_s,Speech,rapi,rapi,Locale_SubScenario:event_exnii1_06_s_22,True,,7,idle,,5,idle,,3,idle,,1,idle,,17,idle,,3,3,1.0,,,,,,9,idle,,13,idle,,15,idle,,19,idle,,,,,,,,,
event_exnii1_06_s_23,40070,event_exnii1_06_s,Speech,rapi,rapi,Locale_SubScenario:event_exnii1_06_s_23,True,,7,idle,,5,idle,,3,idle,,1,idle,,17,idle,,3,3,1.0,,,,,,9,idle,,13,idle,,15,idle,,19,idle,,,,,,,,,
event_exnii1_06_s_24,40070,event_exnii1_06_s,Speech,helm,helm,Locale_SubScenario:event_exnii1_06_s_24,True,,7,idle,,5,idle,,3,idle,,1,idle,,17,idle,,3,event_exnii_talk_01,1.0,,,,,,9,idle,,13,idle,,15,idle,,19,idle,,,,,,,,,
event_exnii1_06_s_25,40070,event_exnii1_06_s,Speech,rapi,rapi,Locale_SubScenario:event_exnii1_06_s_25,True,,7,idle,,5,idle,,3,idle,,1,idle,,17,idle,,event_exnii_talk_01,event_exnii_talk_01,1.0,,,,,,9,idle,,13,idle,,15,idle,,19,idle,,,,,,,,,
event_exnii1_06_s_26,40070,event_exnii1_06_s,Speech,rapi,rapi,Locale_SubScenario:event_exnii1_06_s_26,True,,7,idle,,5,idle,,3,idle,,1,idle,,17,idle,,event_exnii_talk_01,event_exnii_talk_01,1.0,,,,,,9,idle,,13,idle,,15,idle,,19,idle,,,,,,,,,
event_exnii1_06_s_27,40070,event_exnii1_06_s,Self,rapi,,Locale_SubScenario:event_exnii1_06_s_27,False,,7,idle,,5,idle,,3,idle,,1,idle,,17,idle,,event_exnii_talk_01,event_exnii_talk_01,1.0,,,,,,9,idle,,13,idle,,15,idle,,19,idle,,,,,,,,,
event_exnii1_06_s_28,40070,event_exnii1_06_s,Self,mast,,Locale_SubScenario:event_exnii1_06_s_28,False,,7,idle,,5,idle,,3,idle,,1,idle,,17,idle,,event_exnii_talk_01,6,1.0,,,,,,9,idle,,13,idle,,15,idle,,19,idle,,,,,,,,,
event_exnii1_06_s_29,40070,event_exnii1_06_s,Speech,mast,mast,Locale_SubScenario:event_exnii1_06_s_29,True,,7,"expression_0,idle",,5,idle,,3,idle,,1,idle,,17,idle,,6,6,1.0,,,,,,9,idle,,13,idle,,15,idle,,19,idle,,,,,,,,,
event_exnii1_06_s_30,40070,event_exnii1_06_s,Self,mast,,Locale_SubScenario:event_exnii1_06_s_30,False,,7,idle,,5,idle,,3,idle,,1,idle,,17,idle,,6,6,1.0,none,,,,,9,idle,,13,idle,,15,idle,,19,idle,,,,,,,,,
event_exnii1_06_s_31,40070,event_exnii1_06_s,Monologue,,,Locale_SubScenario:event_exnii1_06_s_31,False,,7,idle,,5,idle,,3,idle,,1,idle,,17,idle,AAAWunder,1,1,1.0,,helm,rapi,anis,,9,idle,,13,idle,,15,idle,,19,idle,black,pepper,mast,neon,ce005_02,ce005_01,ce005_03,,
event_exnii1_06_s_32,40070,event_exnii1_06_s,Monologue,,,Locale_SubScenario:event_exnii1_06_s_32,False,,,,,,,,,,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_exnii1_06_s_33,40070,event_exnii1_06_s,Narration,,,Locale_SubScenario:event_exnii1_06_s_33,False,,,,,,,,,,,,,,,,,black,black,1.0,bgm_emergency,,,,,,,,,,,,,,,,,,,,,,,sfx_scn_takeoffwunder,
event_exnii1_06_s_34,40070,event_exnii1_06_s,Monologue,,,Locale_SubScenario:event_exnii1_06_s_34,False,,,,neon,5,idle,anis,3,idle,rapi,1,idle,ce005_03,19,idle,,black,black,1.0,,,,,,,,ce005_02,13,idle,ce005_01,15,idle,,,,,,,,,,,,
event_exnii1_06_s_35,40070,event_exnii1_06_s,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii1_06_s_35,True,,,,,5,idle,,3,idle,,1,idle,,19,idle,ocean_r_2,12,12,1.0,,,,,,,,,13,idle,,15,idle,,,,black,,,,,,,,
event_exnii1_06_s_36,40070,event_exnii1_06_s,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii1_06_s_36,True,,,,,5,idle,,3,idle,,1,idle,,19,idle,,12,12,1.0,,,,,,,,,13,idle,,15,idle,,,,,,,,,,,,
event_exnii1_06_s_37,40070,event_exnii1_06_s,Speech,rapi,rapi,Locale_SubScenario:event_exnii1_06_s_37,True,,,,,5,idle,,3,idle,,1,worry,,19,idle,,12,12,1.0,,,,,,,,,13,idle,,15,idle,,,,,,,,,,,,
event_exnii1_06_s_38,40070,event_exnii1_06_s,Speech,anis,anis,Locale_SubScenario:event_exnii1_06_s_38,True,,,,,5,idle,,3,angry,,1,worry,,19,idle,,12,30,1.0,,,,,,,,,13,idle,,15,idle,,,,,,,,,,,,
event_exnii1_06_s_39,40070,event_exnii1_06_s,Narration,ce005_02,,Locale_SubScenario:event_exnii1_06_s_39,False,,,,,5,idle,,3,idle,,1,worry,,19,idle,,black,black,1.0,,,,,,,,,13,idle,,15,idle,,,,,,,,,,,,
event_exnii1_06_s_40,40070,event_exnii1_06_s,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii1_06_s_40,True,,,,,5,idle,,3,idle,,1,idle,,19,idle,,13,130,1.0,,,,,,,,,13,idle,,15,idle,,,,,,,,,,,,
event_exnii1_06_s_41,40070,event_exnii1_06_s,Narration,ce005_02,,Locale_SubScenario:event_exnii1_06_s_41,False,,,,,5,idle,,3,idle,,1,idle,,19,idle,,black,black,1.0,,,,,,,,,13,idle,,15,idle,,,,,,,,,,,sfx_scn_1shot,Low_2
event_exnii1_06_s_42,40070,event_exnii1_06_s,Narration,rapi,,Locale_SubScenario:event_exnii1_06_s_42,False,,,,,5,idle,,3,idle,,1,idle,,19,idle,,1,1,1.0,,,,,,,,,13,idle,,15,idle,,,,,,,,,,,,
event_exnii1_06_s_43,40070,event_exnii1_06_s,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii1_06_s_43,True,,,,,5,idle,,3,idle,,1,idle,,19,idle,,1,event_exnii_talk_02,1.0,,,,,,,,,13,idle,,15,idle,,,,,,,,,,,,
event_exnii1_06_s_44,40070,event_exnii1_06_s,Speech,rapi,rapi,Locale_SubScenario:event_exnii1_06_s_44,True,,,,,5,idle,,3,idle,,1,idle,,19,idle,,event_exnii_talk_02,event_exnii_talk_02,1.0,,,,,,,,,13,idle,,15,idle,,,,,,,,,,,,
event_exnii1_06_s_45,40070,event_exnii1_06_s,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii1_06_s_45,True,,,,,5,idle,,3,idle,,1,idle,,19,idle,,event_exnii_talk_02,event_exnii_talk_02,1.0,,,,,,,,,13,idle,,15,idle,,,,,,,,,,,,
event_exnii1_06_s_46,40070,event_exnii1_06_s,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii1_06_s_46,True,,,,,5,idle,,3,idle,,1,idle,,19,idle,,event_exnii_talk_02,event_exnii_talk_02,1.0,,,,,,,,,13,idle,,15,idle,,,,,,,,,,,,
event_exnii1_06_s_47,40070,event_exnii1_06_s,Speech,anis,anis,Locale_SubScenario:event_exnii1_06_s_47,True,,,,,5,delight,,3,delight,,1,idle,,19,idle,,3,3,1.0,,,,,,,,,13,idle,,15,idle,,,,,,,,,,,,
event_exnii1_06_s_48,40070,event_exnii1_06_s,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii1_06_s_48,True,,,,,5,delight,,3,delight,,1,idle,,19,idle,,13,13,1.0,,,,,,,,,13,no,,15,idle,,,,,,,,,,,,
event_exnii1_06_s_49,40070,event_exnii1_06_s,Speech,anis,anis,Locale_SubScenario:event_exnii1_06_s_49,True,,,,,5,delight,,3,shy,,1,idle,,19,idle,,13,event_exnii_talk_04,1.2,,,,,,,,,13,no,,15,idle,,,,,,,,,,,,Low_2
event_exnii1_06_s_50,40070,event_exnii1_06_s,Self,anis,,Locale_SubScenario:event_exnii1_06_s_50,False,,,,,5,delight,,3,delight,,1,idle,,19,idle,,event_exnii_talk_04,event_exnii_talk_04,1.0,,,,,,,,,13,no,,15,idle,,,,,,,,,,,,
event_exnii1_06_s_51,40070,event_exnii1_06_s,Speech,rapi,rapi,Locale_SubScenario:event_exnii1_06_s_51,True,,,,,5,delight,,3,delight,,1,delight,,19,idle,,event_exnii_talk_04,event_exnii_talk_04,1.0,,,,,,,,,13,"expression_0,idle",,15,idle,,,,,,,,,,,,
