id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,play_sound,jump_target,set_camera_shake,set_filter_01,set_filter_02,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
event_killthelord_03_e_36,40043,event_killthelord_03_e,Speech,d_w,Locale_SubScenario:event_killthelord_03_e_36,True,,2,2,1.0,,d_w,,,,,,,1,think,,3,think,,,,,,,,
event_killthelord_03_e_37,40043,event_killthelord_03_e,Narration,d_w,Locale_SubScenario:event_killthelord_03_e_37,False,,10,190,0.3,,,sfx_scn_swing,,,,,,1,void,,3,think,,,,,,,,
event_killthelord_03_e_38,40043,event_killthelord_03_e,Monologue,d_w,Locale_SubScenario:event_killthelord_03_e_38,False,,190,190,1.0,bgm_story_armageddon,,,,,,,,1,void,,3,think,,,,,,,,
event_killthelord_03_e_39,40043,event_killthelord_03_e,Narration,d_w,Locale_SubScenario:event_killthelord_03_e_39,False,,190,190,1.0,,,sfx_scn_machinebreak,,Low_2,,,,1,void,,3,think,,,,,,,,
event_killthelord_03_e_40,40043,event_killthelord_03_e,Monologue,d_w,Locale_SubScenario:event_killthelord_03_e_40,False,,black,black,1.0,,,,,,,,,1,void,,3,think,,,,,,,,
event_killthelord_03_e_41,40043,event_killthelord_03_e,Speech,unknown,Locale_SubScenario:event_killthelord_03_e_41,False,,190,190,1.0,,unknown,,,,,,,1,void,,3,think,,,,,,,,
event_killthelord_03_e_42,40043,event_killthelord_03_e,Narration,d_w,Locale_SubScenario:event_killthelord_03_e_42,False,,190,190,1.0,,,sfx_scn_swing,,,,,,1,void,,3,think,,,,,,,,
event_killthelord_03_e_43,40043,event_killthelord_03_e,Narration,d_w,Locale_SubScenario:event_killthelord_03_e_43,False,,190,190,1.0,,,sfx_scn_machinebreak,,Low_2,,,,1,void,,3,think,,,,,,,,
event_killthelord_03_e_44,40043,event_killthelord_03_e,Monologue,d_w,Locale_SubScenario:event_killthelord_03_e_44,False,,black,black,1.0,,,,,,,,,1,void,,3,think,,,,,,,,
event_killthelord_03_e_45,40043,event_killthelord_03_e,Narration,d_w,Locale_SubScenario:event_killthelord_03_e_45,False,,10,1,0.6,,,sfx_scn_grabhard,,,,,,1,void,,3,think,,,,,,,,
event_killthelord_03_e_46,40043,event_killthelord_03_e,Monologue,d_w,Locale_SubScenario:event_killthelord_03_e_46,False,,1,1,1.0,,,,,,,,,1,void,,3,think,,,,,,,,
event_killthelord_03_e_47,40043,event_killthelord_03_e,Monologue,d_w,Locale_SubScenario:event_killthelord_03_e_47,False,,1,2,1.0,,,,,,,,,1,void,,3,think,,,,,,,,
event_killthelord_03_e_48,40043,event_killthelord_03_e,Speech,rosanna_m,Locale_SubScenario:event_killthelord_03_e_48,True,,2,2,1.0,,rosanna_m,,,,,,,1,void,,3,think,,,,,,,,
event_killthelord_03_e_49,40043,event_killthelord_03_e,Speech,rosanna_m,Locale_SubScenario:event_killthelord_03_e_49,True,,2,2,1.0,,rosanna_m,,,,,,,1,void,,3,think,,,,,,,,
event_killthelord_03_e_50,40043,event_killthelord_03_e,Speech,k,Locale_SubScenario:event_killthelord_03_e_50,True,,2,2,1.0,,k,,,,,,,1,void,,3,angry,,,,,,,,
event_killthelord_03_e_51,40043,event_killthelord_03_e,Speech,rosanna_m,Locale_SubScenario:event_killthelord_03_e_51,True,,2,2,1.0,,rosanna_m,,,,,,,1,void,,3,angry,,,,,,,,
event_killthelord_03_e_52,40043,event_killthelord_03_e,Speech,rosanna_m,Locale_SubScenario:event_killthelord_03_e_52,True,,2,2,1.0,,rosanna_m,,,,,,,1,void,,3,angry,,,,,,,,
event_killthelord_03_e_53,40043,event_killthelord_03_e,Speech,rosanna_m,Locale_SubScenario:event_killthelord_03_e_53,True,,2,2,1.0,,rosanna_m,,,,,,,1,void,,3,angry,,,,,,,,
event_killthelord_03_e_54,40043,event_killthelord_03_e,Speech,rosanna_m,Locale_SubScenario:event_killthelord_03_e_54,True,,2,2,1.0,,rosanna_m,,,,,,,1,void,,3,angry,,,,,,,,
event_killthelord_03_e_55,40043,event_killthelord_03_e,Speech,k,Locale_SubScenario:event_killthelord_03_e_55,True,,2,2,1.0,,k,,,,,,,1,void,,3,surprise,,,,,,,,
event_killthelord_03_e_56,40043,event_killthelord_03_e,Speech,k,Locale_SubScenario:event_killthelord_03_e_56,True,,2,2,1.0,,k,,,,,,,1,void,,3,think,,,,,,,,
event_killthelord_03_e_57,40043,event_killthelord_03_e,Speech,k,Locale_SubScenario:event_killthelord_03_e_57,True,,2,2,1.0,,k,,,,,,,1,void,,3,think,,,,,,,,
event_killthelord_03_e_58,40043,event_killthelord_03_e,Monologue,k,Locale_SubScenario:event_killthelord_03_e_58,False,,black,black,1.0,none,,sfx_scn_glassdooropen,,,,,,1,special,,3,think,rosanna_m,15,idle,,,,,
event_killthelord_03_e_59,40043,event_killthelord_03_e,Speech,rosanna_m,Locale_SubScenario:event_killthelord_03_e_59,True,,12,12,1.0,,rosanna_m,,,,,,,1,special,,3,idle,,13,idle,,,,,
event_killthelord_03_e_60,40043,event_killthelord_03_e,Speech,rosanna_m,Locale_SubScenario:event_killthelord_03_e_60,True,,12,12,1.0,bgm_recognition_underworld,rosanna_m,,,,,,,1,special,,3,idle,,13,idle,,,,,
event_killthelord_03_e_61,40043,event_killthelord_03_e,Speech,rosanna_m,Locale_SubScenario:event_killthelord_03_e_61,True,,12,12,1.0,,rosanna_m,,,,,,,1,special,,3,idle,,13,good,,,,,
event_killthelord_03_e_62,40043,event_killthelord_03_e,Speech,d_w,Locale_SubScenario:event_killthelord_03_e_62,True,,12,12,1.0,,d_w,,,,,,,1,void,,3,idle,,13,good,,,,,
event_killthelord_03_e_63,40043,event_killthelord_03_e,Speech,rosanna_m,Locale_SubScenario:event_killthelord_03_e_63,True,,12,12,1.0,,rosanna_m,,,,,,,1,void,,3,idle,,13,idle,,,,,
event_killthelord_03_e_64,40043,event_killthelord_03_e,Speech,rosanna_m,Locale_SubScenario:event_killthelord_03_e_64,True,,12,12,1.0,,rosanna_m,,,,,,,1,special,,3,idle,,13,idle,,,,,
event_killthelord_03_e_65,40043,event_killthelord_03_e,Speech,rosanna_m,Locale_SubScenario:event_killthelord_03_e_65,True,,12,12,1.0,,rosanna_m,,,,,,,1,special,,3,idle,,13,idle,,,,,
event_killthelord_03_e_66,40043,event_killthelord_03_e,Monologue,k,Locale_SubScenario:event_killthelord_03_e_66,False,,black,black,1.0,,,,,,,,,1,special,,3,idle,,13,idle,,,,,
event_killthelord_03_e_67,40043,event_killthelord_03_e,Speech,k,Locale_SubScenario:event_killthelord_03_e_67,True,,S_30,S_30,1.0,,k,,,,,,,1,special,,3,think,,13,idle,,,,,
event_killthelord_03_e_68,40043,event_killthelord_03_e,Speech,k,Locale_SubScenario:event_killthelord_03_e_68,True,,S_30,S_30,1.0,,k,,,,,,,1,special,,3,think,,13,idle,,,,,
event_killthelord_03_e_69,40043,event_killthelord_03_e,Speech,k,Locale_SubScenario:event_killthelord_03_e_69,True,,S_30,S_30,1.0,,k,,,,,,,1,special,,3,surprise,,13,idle,,,,,
event_killthelord_03_e_70,40043,event_killthelord_03_e,Speech,rosanna_m,Locale_SubScenario:event_killthelord_03_e_70,True,,130,130,1.0,,rosanna_m,,,,,,,1,special,,3,surprise,,13,idle,,,,,
event_killthelord_03_e_71,40043,event_killthelord_03_e,Speech,rosanna_m,Locale_SubScenario:event_killthelord_03_e_71,True,,130,130,1.0,,rosanna_m,,,,,,,1,special,,3,surprise,,13,good,,,,,
event_killthelord_03_e_72,40043,event_killthelord_03_e,Narration,k,Locale_SubScenario:event_killthelord_03_e_72,False,,S_30,S_30,1.0,,,sfx_scn_electricshock,,,,,,1,special,,3,angry,,13,good,,,,,
event_killthelord_03_e_73,40043,event_killthelord_03_e,Monologue,k,Locale_SubScenario:event_killthelord_03_e_73,False,,S_30,S_30,1.0,,,,,,,,,1,special,,3,angry,,13,good,,,,,
event_killthelord_03_e_74,40043,event_killthelord_03_e,Speech,k,Locale_SubScenario:event_killthelord_03_e_74,True,,S_30,S_30,1.0,,k,,,,,,,1,special,,3,angry,,13,good,,,,,
event_killthelord_03_e_75,40043,event_killthelord_03_e,Speech,rosanna_m,Locale_SubScenario:event_killthelord_03_e_75,True,,130,130,1.0,,rosanna_m,,,,,,,1,special,,3,angry,,13,idle,,,,,
event_killthelord_03_e_76,40043,event_killthelord_03_e,Speech,rosanna_m,Locale_SubScenario:event_killthelord_03_e_76,True,,130,130,1.0,,rosanna_m,,,,,,,1,special,,3,angry,,13,idle,,,,,
event_killthelord_03_e_77,40043,event_killthelord_03_e,Speech,rosanna_m,Locale_SubScenario:event_killthelord_03_e_77,True,,130,130,1.0,,rosanna_m,,,,,,,1,special,,3,idle,,13,idle,,,,,
event_killthelord_03_e_78,40043,event_killthelord_03_e,Speech,d_w,Locale_SubScenario:event_killthelord_03_e_78,True,,130,12,1.0,,d_w,,,,,,,1,special,,3,idle,,13,idle,,,,,
event_killthelord_03_e_79,40043,event_killthelord_03_e,Speech,rosanna_m,Locale_SubScenario:event_killthelord_03_e_79,True,,12,12,1.0,,rosanna_m,,,,,,,1,special,,3,idle,,13,idle,,,,,
event_killthelord_03_e_80,40043,event_killthelord_03_e,Speech,rosanna_m,Locale_SubScenario:event_killthelord_03_e_80,True,,12,12,1.0,,rosanna_m,,,,,,,1,special,,3,idle,,13,idle,,,,,
event_killthelord_03_e_81,40043,event_killthelord_03_e,Speech,rosanna_m,Locale_SubScenario:event_killthelord_03_e_81,True,,12,12,1.0,,rosanna_m,,,,,,,1,special,,3,idle,,13,idle,,,,,
event_killthelord_03_e_82,40043,event_killthelord_03_e,Speech,rosanna_m,Locale_SubScenario:event_killthelord_03_e_82,True,,12,12,1.0,,rosanna_m,,,,,,,1,special,,3,idle,,13,idle,,,,,
event_killthelord_03_e_83,40043,event_killthelord_03_e,Speech,rosanna_m,Locale_SubScenario:event_killthelord_03_e_83,True,,12,12,1.0,,rosanna_m,,,,,,,1,special,,3,idle,,13,idle,,,,,
event_killthelord_03_e_84,40043,event_killthelord_03_e,Self,rosanna_m,Locale_SubScenario:event_killthelord_03_e_84,False,,12,12,1.0,,,,,,,,,1,special,,3,idle,,13,idle,,,,,
event_killthelord_03_e_85,40043,event_killthelord_03_e,Speech,rosanna_m,Locale_SubScenario:event_killthelord_03_e_85,True,,12,12,1.0,,rosanna_m,,,,,,,1,special,,3,idle,,13,good,,,,,
event_killthelord_03_e_86,40043,event_killthelord_03_e,Speech,rosanna_m,Locale_SubScenario:event_killthelord_03_e_86,True,,12,12,1.0,,rosanna_m,,,,,,,1,special,,3,idle,,13,idle,,,,,
event_killthelord_03_e_87,40043,event_killthelord_03_e,Monologue,d_w,Locale_SubScenario:event_killthelord_03_e_87,False,,black,black,1.0,,,sfx_scn_paperopen,,,,,,1,special,,3,idle,,13,idle,,,,,
event_killthelord_03_e_88,40043,event_killthelord_03_e,Speech,d_w,Locale_SubScenario:event_killthelord_03_e_88,True,,12,12,1.0,,d_w,,,,,,,1,special,,3,idle,,13,idle,,,,,
event_killthelord_03_e_89,40043,event_killthelord_03_e,Speech,rosanna_m,Locale_SubScenario:event_killthelord_03_e_89,True,,12,12,1.0,,rosanna_m,,,,,,,1,special,,3,idle,,13,idle,,,,,
event_killthelord_03_e_90,40043,event_killthelord_03_e,Speech,rosanna_m,Locale_SubScenario:event_killthelord_03_e_90,True,,12,12,1.0,,rosanna_m,,,,,,,1,special,,3,idle,,13,idle,,,,,
event_killthelord_03_e_91,40043,event_killthelord_03_e,Speech,rosanna_m,Locale_SubScenario:event_killthelord_03_e_91,True,,12,12,1.0,,rosanna_m,,,,,,,1,special,,3,idle,,13,idle,,,,,
event_killthelord_03_e_92,40043,event_killthelord_03_e,Speech,rosanna_m,Locale_SubScenario:event_killthelord_03_e_92,True,,12,12,1.0,,rosanna_m,,,,,,,1,special,,3,idle,,13,idle,,,,,
event_killthelord_03_e_93,40043,event_killthelord_03_e,Speech,d_w,Locale_SubScenario:event_killthelord_03_e_93,True,,12,12,1.0,,d_w,,,,,,,1,special,,3,idle,,13,idle,,,,,
event_killthelord_03_e_94,40043,event_killthelord_03_e,Speech,rosanna_m,Locale_SubScenario:event_killthelord_03_e_94,True,,12,12,1.0,,rosanna_m,,,,,,,1,special,,3,idle,,13,good,,,,,
event_killthelord_03_e_95,40043,event_killthelord_03_e,Speech,d_w,Locale_SubScenario:event_killthelord_03_e_95,False,,12,12,1.0,,d_w,,,,,,,1,special,,3,idle,,13,good,,,,,
event_killthelord_03_e_96,40043,event_killthelord_03_e,Speech,rosanna_m,Locale_SubScenario:event_killthelord_03_e_96,True,,12,12,1.0,,rosanna_m,,,,,,,1,special,,3,idle,,13,idle,,,,,
event_killthelord_03_e_97,40043,event_killthelord_03_e,Speech,d_w,Locale_SubScenario:event_killthelord_03_e_97,True,,12,12,1.0,,d_w,,,,,,,1,special,,3,idle,,13,idle,,,,,
event_killthelord_03_e_98,40043,event_killthelord_03_e,Speech,rosanna_m,Locale_SubScenario:event_killthelord_03_e_98,True,,12,12,1.0,,rosanna_m,,,,,,,1,special,,3,idle,,13,idle,,,,,
event_killthelord_03_e_99,40043,event_killthelord_03_e,Speech,rosanna_m,Locale_SubScenario:event_killthelord_03_e_99,True,,12,12,1.0,,rosanna_m,,,,,,,1,special,,3,idle,,13,idle,,,,,
event_killthelord_03_e_100,40043,event_killthelord_03_e,Speech,d_w,Locale_SubScenario:event_killthelord_03_e_100,True,,12,12,1.0,,d_w,,,,,,,1,think,,3,idle,,13,idle,,,,,
event_killthelord_03_e_101,40043,event_killthelord_03_e,Speech,d_w,Locale_SubScenario:event_killthelord_03_e_101,True,,12,12,1.0,,d_w,,,,,,,1,think,,3,idle,,13,idle,,,,,
event_killthelord_03_e_102,40043,event_killthelord_03_e,Speech,rosanna_m,Locale_SubScenario:event_killthelord_03_e_102,True,,12,12,1.0,,rosanna_m,,,,,,,1,think,,3,idle,,13,idle,,,,,
event_killthelord_03_e_103,40043,event_killthelord_03_e,Speech,rosanna_m,Locale_SubScenario:event_killthelord_03_e_103,True,,12,12,1.0,,rosanna_m,,,,,,,1,think,,3,idle,,13,idle,,,,,
event_killthelord_03_e_104,40043,event_killthelord_03_e,Speech,rosanna_m,Locale_SubScenario:event_killthelord_03_e_104,True,,12,12,1.0,,rosanna_m,,,,,,,1,think,,3,idle,,13,idle,,,,,
event_killthelord_03_e_105,40043,event_killthelord_03_e,Speech,d_w,Locale_SubScenario:event_killthelord_03_e_105,True,,12,12,1.0,,d_w,,,,,,,1,think,,3,idle,,13,idle,,,,,
event_killthelord_03_e_106,40043,event_killthelord_03_e,Speech,d_w,Locale_SubScenario:event_killthelord_03_e_106,True,,12,12,1.0,,d_w,,,,,,,1,special,,3,idle,,13,idle,,,,,
event_killthelord_03_e_107,40043,event_killthelord_03_e,Speech,rosanna_m,Locale_SubScenario:event_killthelord_03_e_107,True,,12,12,1.0,,rosanna_m,,,,,,,1,special,,3,idle,,13,angry,,,,,
event_killthelord_03_e_108,40043,event_killthelord_03_e,Speech,rosanna_m,Locale_SubScenario:event_killthelord_03_e_108,True,,black,black,1.0,,rosanna_m,,,,Grey,Blur_Low,,1,special,,3,idle,,13,angry,rosanna_m,backyard_event,1,idle,
event_killthelord_03_e_109,40043,event_killthelord_03_e,Monologue,rosanna_m,Locale_SubScenario:event_killthelord_03_e_109,False,,backyard_03,backyard_03,1.0,,,,,,Grey,Blur_Low,,1,special,,3,idle,,,,,,1,idle,
event_killthelord_03_e_110,40043,event_killthelord_03_e,Monologue,rosanna_m,Locale_SubScenario:event_killthelord_03_e_110,False,,backyard_03,backyard_03,1.0,,,,,,Grey,Blur_Low,,1,special,,3,idle,,,,,,1,idle,
event_killthelord_03_e_111,40043,event_killthelord_03_e,Self,rosanna_m,Locale_SubScenario:event_killthelord_03_e_111,False,,backyard_03,backyard_03,1.0,,,,,,Grey,Blur_Low,,1,special,,3,idle,,,,,,1,idle,
event_killthelord_03_e_112,40043,event_killthelord_03_e,Speech,rosanna_m,Locale_SubScenario:event_killthelord_03_e_112,True,,black,black,1.0,,rosanna_m,,,,Grey,Blur_Low,,1,special,,3,idle,rosanna_m,13,angry,,,1,idle,backyard_event
event_killthelord_03_e_113,40043,event_killthelord_03_e,Speech,rosanna_m,Locale_SubScenario:event_killthelord_03_e_113,True,,130,130,1.0,,rosanna_m,,,,,,,1,special,,3,idle,,13,idle,,,,,
event_killthelord_03_e_114,40043,event_killthelord_03_e,Speech,rosanna_m,Locale_SubScenario:event_killthelord_03_e_114,True,,130,130,1.0,,rosanna_m,,,,,,,1,special,,3,idle,,13,idle,,,,,
event_killthelord_03_e_115,40043,event_killthelord_03_e,Speech,rosanna_m,Locale_SubScenario:event_killthelord_03_e_115,True,,130,130,1.0,,rosanna_m,,,,,,,1,special,,3,idle,,13,idle,,,,,
event_killthelord_03_e_116,40043,event_killthelord_03_e,Speech,rosanna_m,Locale_SubScenario:event_killthelord_03_e_116,True,,130,1300,1.0,,rosanna_m,,,,,,,1,special,,3,idle,,13,good,,,,,
