id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,set_filter_01,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,speaker,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,fade
event_darkhero_06_e_31,40047,event_darkhero_06_e,Speech,,Locale_SubScenario:event_darkhero_06_e_31,False,,darkhero_02,darkhero_02,1.0,,,,,1,idle,,elegg,,,,
event_darkhero_06_e_32,40047,event_darkhero_06_e,Speech,,Locale_SubScenario:event_darkhero_06_e_32,False,,darkhero_02,darkhero_02,1.0,,,,,1,idle,,elegg,,,,
event_darkhero_06_e_33,40047,event_darkhero_06_e,Speech,,Locale_SubScenario:event_darkhero_06_e_33,False,,darkhero_02,darkhero_02,1.0,,,,,1,idle,,elegg,,,,
event_darkhero_06_e_34,40047,event_darkhero_06_e,Speech,,Locale_SubScenario:event_darkhero_06_e_34,False,,darkhero_02,darkhero_02,1.0,,,,,1,idle,,elegg,,,,
event_darkhero_06_e_35,40047,event_darkhero_06_e,Speech,,Locale_SubScenario:event_darkhero_06_e_35,False,,darkhero_02,darkhero_02,1.0,,,,,1,idle,,elegg,,,,
event_darkhero_06_e_36,40047,event_darkhero_06_e,Speech,,Locale_SubScenario:event_darkhero_06_e_36,False,,darkhero_02,darkhero_02,1.0,,,,,1,idle,,trony,,,,
event_darkhero_06_e_37,40047,event_darkhero_06_e,Speech,,Locale_SubScenario:event_darkhero_06_e_37,False,,darkhero_02,darkhero_02,1.0,,,,,1,idle,,trony,,,,
event_darkhero_06_e_38,40047,event_darkhero_06_e,Speech,,Locale_SubScenario:event_darkhero_06_e_38,False,,darkhero_02,darkhero_02,1.0,,,,,1,idle,,trony,,,,
event_darkhero_06_e_39,40047,event_darkhero_06_e,Speech,,Locale_SubScenario:event_darkhero_06_e_39,False,,darkhero_02,darkhero_01,2.0,,,,,1,idle,,trony,,,,
event_darkhero_06_e_40,40047,event_darkhero_06_e,Speech,,Locale_SubScenario:event_darkhero_06_e_40,False,,darkhero_01,darkhero_01,1.0,,,,,1,idle,,trony,,,,
event_darkhero_06_e_41,40047,event_darkhero_06_e,Speech,,Locale_SubScenario:event_darkhero_06_e_41,False,,darkhero_01,darkhero_01,1.0,,,,,1,idle,,elegg,,,,
event_darkhero_06_e_42,40047,event_darkhero_06_e,Speech,,Locale_SubScenario:event_darkhero_06_e_42,False,,darkhero_01,darkhero_01,1.0,,,,,1,idle,,trony,,,,
event_darkhero_06_e_43,40047,event_darkhero_06_e,Speech,,Locale_SubScenario:event_darkhero_06_e_43,False,,darkhero_01,darkhero_01,1.0,,,,,1,idle,,trony,,,,
event_darkhero_06_e_44,40047,event_darkhero_06_e,Speech,,Locale_SubScenario:event_darkhero_06_e_44,False,,darkhero_01,darkhero_01,1.0,,,,,1,idle,,trony,,,,
event_darkhero_06_e_45,40047,event_darkhero_06_e,Speech,,Locale_SubScenario:event_darkhero_06_e_45,False,,darkhero_01,darkhero_02,2.0,,,,,1,idle,,trony,,,,
event_darkhero_06_e_46,40047,event_darkhero_06_e,Narration,,Locale_SubScenario:event_darkhero_06_e_46,False,,darkhero_02,darkhero_02,1.0,,,,,1,idle,,,,,,
event_darkhero_06_e_47,40047,event_darkhero_06_e,Narration,,Locale_SubScenario:event_darkhero_06_e_47,False,,darkhero_02,darkhero_02,1.0,,,,,1,idle,,,,,,
event_darkhero_06_e_48,40047,event_darkhero_06_e,Narration,,Locale_SubScenario:event_darkhero_06_e_48,False,,darkhero_02,darkhero_02,1.0,,,,,1,idle,,,,,,
event_darkhero_06_e_49,40047,event_darkhero_06_e,Speech,,Locale_SubScenario:event_darkhero_06_e_49,False,,darkhero_02,darkhero_02,1.0,,,,,1,idle,,trony,,,,
event_darkhero_06_e_50,40047,event_darkhero_06_e,Speech,,Locale_SubScenario:event_darkhero_06_e_50,False,,darkhero_02,darkhero_02,1.0,,,,,1,idle,,elegg,,,,
event_darkhero_06_e_51,40047,event_darkhero_06_e,Speech,,Locale_SubScenario:event_darkhero_06_e_51,False,,darkhero_02,darkhero_02,1.0,,,,,1,idle,,trony,,,,
event_darkhero_06_e_52,40047,event_darkhero_06_e,Speech,,Locale_SubScenario:event_darkhero_06_e_52,False,,darkhero_02,darkhero_02,1.0,,,,,1,idle,,trony,,,,
event_darkhero_06_e_53,40047,event_darkhero_06_e,Speech,,Locale_SubScenario:event_darkhero_06_e_53,False,SchoolCorridor_n,black,black,1.0,,,,,1,idle,,elegg,,,,
event_darkhero_06_e_54,40047,event_darkhero_06_e,Speech,,Locale_SubScenario:event_darkhero_06_e_54,False,,black,black,1.0,,,,,1,idle,darkhero_event,elegg,,,,
event_darkhero_06_e_55,40047,event_darkhero_06_e,Self,elegg,Locale_SubScenario:event_darkhero_06_e_55,False,,12,12,1.0,,none,,,,,,,ether,12,delight,black
event_darkhero_06_e_56,40047,event_darkhero_06_e,Speech,ether,Locale_SubScenario:event_darkhero_06_e_56,True,,12,12,1.0,,bgm_story_fairytalesend_if,,,,,,ether,,12,delight,
event_darkhero_06_e_57,40047,event_darkhero_06_e,Speech,ether,Locale_SubScenario:event_darkhero_06_e_57,True,,12,12,1.0,,,,,,,,ether,,12,delight,
event_darkhero_06_e_58,40047,event_darkhero_06_e,Self,ether,Locale_SubScenario:event_darkhero_06_e_58,False,,12,12,1.0,,,,,,,,,,12,delight,
event_darkhero_06_e_59,40047,event_darkhero_06_e,Self,ether,Locale_SubScenario:event_darkhero_06_e_59,False,,12,12,1.0,,,,,,,,,,12,delight,
event_darkhero_06_e_60,40047,event_darkhero_06_e,Speech,ether,Locale_SubScenario:event_darkhero_06_e_60,True,,12,12,1.0,,,,,,,,ether,,12,delight,
event_darkhero_06_e_61,40047,event_darkhero_06_e,Self,ether,Locale_SubScenario:event_darkhero_06_e_61,False,,12,12,1.0,,,,,,,,,,12,delight,
event_darkhero_06_e_62,40047,event_darkhero_06_e,Speech,ether,Locale_SubScenario:event_darkhero_06_e_62,True,,12,XS_120,1.0,,,,,,,,ether,,12,delight,
event_darkhero_06_e_63,40047,event_darkhero_06_e,Speech,ether,Locale_SubScenario:event_darkhero_06_e_63,True,,XS_120,XS_120,1.0,,,,,,,,ether,,12,delight,
event_darkhero_06_e_64,40047,event_darkhero_06_e,Speech,ether,Locale_SubScenario:event_darkhero_06_e_64,True,,XS_120,XS_120,1.0,,,,,,,,ether,,12,delight,
event_darkhero_06_e_65,40047,event_darkhero_06_e,Self,ether,Locale_SubScenario:event_darkhero_06_e_65,False,,XS_120,XS_120,1.0,,,,,,,,,,12,delight,
event_darkhero_06_e_66,40047,event_darkhero_06_e,Speech,ether,Locale_SubScenario:event_darkhero_06_e_66,True,,XS_120,XS_1200,1.0,,,,,,,,ether,,12,delight,
event_darkhero_06_e_67,40047,event_darkhero_06_e,Speech,ether,Locale_SubScenario:event_darkhero_06_e_67,True,,XS_1200,XS_1200,1.0,,,,,,,,ether,,12,delight,
event_darkhero_06_e_68,40047,event_darkhero_06_e,Speech,ether,Locale_SubScenario:event_darkhero_06_e_68,True,,XS_1200,XS_1200,1.0,,,,,,,,ether,,12,delight,
event_darkhero_06_e_69,40047,event_darkhero_06_e,Self,ether,Locale_SubScenario:event_darkhero_06_e_69,False,,XS_1200,XS_1200,1.0,,,,,,,,,,12,delight,
event_darkhero_06_e_70,40047,event_darkhero_06_e,Speech,ether,Locale_SubScenario:event_darkhero_06_e_70,True,,XS_1200,XS_1200,1.0,,,,,,,,ether,,12,delight,
event_darkhero_06_e_71,40047,event_darkhero_06_e,Speech,ether,Locale_SubScenario:event_darkhero_06_e_71,True,,XS_1200,XS_1200,1.0,,,,,,,,ether,,12,delight,
event_darkhero_06_e_72,40047,event_darkhero_06_e,Speech,ether,Locale_SubScenario:event_darkhero_06_e_72,True,,XS_1200,XS_1200,1.0,,,,,,,,ether,,12,delight,
event_darkhero_06_e_73,40047,event_darkhero_06_e,Self,ether,Locale_SubScenario:event_darkhero_06_e_73,False,,XS_1200,XS_1200,1.0,,,,,,,,,,12,delight,
event_darkhero_06_e_74,40047,event_darkhero_06_e,Speech,ether,Locale_SubScenario:event_darkhero_06_e_74,True,,XS_1200,XS_1200,1.0,,,,,,,,ether,,12,delight,
event_darkhero_06_e_75,40047,event_darkhero_06_e,Speech,ether,Locale_SubScenario:event_darkhero_06_e_75,True,,XS_1200,XS_1200,1.0,,,,,,,,ether,,12,delight,
event_darkhero_06_e_76,40047,event_darkhero_06_e,Speech,ether,Locale_SubScenario:event_darkhero_06_e_76,True,,XS_1200,XS_1200,1.0,,,,,,,,ether,,12,delight,
event_darkhero_06_e_77,40047,event_darkhero_06_e,Speech,ether,Locale_SubScenario:event_darkhero_06_e_77,True,,XS_1200,XS_1200,1.0,,,,,,,,ether,,12,delight,
event_darkhero_06_e_78,40047,event_darkhero_06_e,Speech,ether,Locale_SubScenario:event_darkhero_06_e_78,True,,XS_1200,XS_1200,1.0,,,,,,,,ether,,12,delight,
event_darkhero_06_e_79,40047,event_darkhero_06_e,Speech,ether,Locale_SubScenario:event_darkhero_06_e_79,True,,XS_1200,XS_1200,1.0,,,,,,,,ether,,12,delight,
event_darkhero_06_e_80,40047,event_darkhero_06_e,Speech,ether,Locale_SubScenario:event_darkhero_06_e_80,True,,XS_1200,XS_1200,1.0,,,,,,,,ether,,12,delight,
event_darkhero_06_e_81,40047,event_darkhero_06_e,Self,ether,Locale_SubScenario:event_darkhero_06_e_81,False,,XS_1200,XS_1200,1.0,,,,,,,,,,12,delight,
event_darkhero_06_e_82,40047,event_darkhero_06_e,Speech,ether,Locale_SubScenario:event_darkhero_06_e_82,True,,XS_1200,XS_120,1.0,,,,,,,,ether,,12,delight,
event_darkhero_06_e_83,40047,event_darkhero_06_e,Speech,ether,Locale_SubScenario:event_darkhero_06_e_83,True,,XS_120,XS_120,1.0,,,,,,,,ether,,12,delight,
event_darkhero_06_e_84,40047,event_darkhero_06_e,Speech,ether,Locale_SubScenario:event_darkhero_06_e_84,True,,XS_120,XS_120,1.0,,,,,,,,ether,,12,delight,
event_darkhero_06_e_85,40047,event_darkhero_06_e,Speech,ether,Locale_SubScenario:event_darkhero_06_e_85,True,,XS_120,XS_120,1.0,,,,,,,,ether,,12,delight,
event_darkhero_06_e_86,40047,event_darkhero_06_e,Self,ether,Locale_SubScenario:event_darkhero_06_e_86,False,,XS_120,XS_120,1.0,,,,,,,,,,12,delight,
event_darkhero_06_e_87,40047,event_darkhero_06_e,Speech,ether,Locale_SubScenario:event_darkhero_06_e_87,True,,XS_120,XS_120,1.0,,,,,,,,ether,,12,delight,
event_darkhero_06_e_88,40047,event_darkhero_06_e,Speech,ether,Locale_SubScenario:event_darkhero_06_e_88,True,,XS_120,XS_120,1.0,,,,,,,,ether,,12,delight,
event_darkhero_06_e_89,40047,event_darkhero_06_e,Speech,ether,Locale_SubScenario:event_darkhero_06_e_89,True,,XS_120,XS_120,1.0,,,,,,,,ether,,12,delight,
event_darkhero_06_e_90,40047,event_darkhero_06_e,Speech,ether,Locale_SubScenario:event_darkhero_06_e_90,True,,XS_120,XS_120,1.0,,,,,,,,ether,,12,delight,
event_darkhero_06_e_91,40047,event_darkhero_06_e,Self,ether,Locale_SubScenario:event_darkhero_06_e_91,False,,XS_120,XS_120,1.0,,,,,,,,,,12,delight,
event_darkhero_06_e_92,40047,event_darkhero_06_e,Speech,ether,Locale_SubScenario:event_darkhero_06_e_92,True,,XS_120,XS_120,1.0,,,,,,,,ether,,12,delight,
event_darkhero_06_e_93,40047,event_darkhero_06_e,Speech,ether,Locale_SubScenario:event_darkhero_06_e_93,True,,XS_120,XS_120,1.0,,,,,,,,ether,,12,delight,
event_darkhero_06_e_94,40047,event_darkhero_06_e,Speech,ether,Locale_SubScenario:event_darkhero_06_e_94,True,,XS_120,XS_120,1.0,,,,,,,,ether,,12,delight,
event_darkhero_06_e_95,40047,event_darkhero_06_e,Speech,ether,Locale_SubScenario:event_darkhero_06_e_95,True,,XS_120,XS_120,1.0,,,,,,,,ether,,12,delight,
event_darkhero_06_e_96,40047,event_darkhero_06_e,Speech,ether,Locale_SubScenario:event_darkhero_06_e_96,True,,XS_120,XS_120,1.0,,,,,,,,ether,,12,delight,
event_darkhero_06_e_97,40047,event_darkhero_06_e,Speech,ether,Locale_SubScenario:event_darkhero_06_e_97,True,,XS_120,XS_120,1.0,,,,,,,,ether,,12,delight,
event_darkhero_06_e_98,40047,event_darkhero_06_e,Speech,ether,Locale_SubScenario:event_darkhero_06_e_98,True,,XS_120,XS_1200,1.0,,,,,,,,ether,,12,delight,
