id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,play_sound,fade
snowfall_speech_npc_day15_04_38,80903,snowfall_speech_npc_day15_04,Speech,angelina,angelina,Locale_SubScenario:snowfall_speech_npc_day15_04_38,True,,3,smile,,1,idle,,13,shy,,2,2,1.0,,,,
snowfall_speech_npc_day15_04_39,80903,snowfall_speech_npc_day15_04,Speech,anne,anne,Locale_SubScenario:snowfall_speech_npc_day15_04_39,True,,3,smile,,1,idle,,13,idle_02,,2,2,1.0,,,,
snowfall_speech_npc_day15_04_40,80903,snowfall_speech_npc_day15_04,Speech,anne,anne,Locale_SubScenario:snowfall_speech_npc_day15_04_40,True,,3,smile,,1,idle,,13,idle_02,,2,2,1.0,,,,
snowfall_speech_npc_day15_04_41,80903,snowfall_speech_npc_day15_04,Speech,anne,anne,Locale_SubScenario:snowfall_speech_npc_day15_04_41,True,,3,smile,,1,idle,,13,idle_02,,2,2,1.0,,,sfx_scn_swallow,
snowfall_speech_npc_day15_04_42,80903,snowfall_speech_npc_day15_04,Speech,anne,anne,Locale_SubScenario:snowfall_speech_npc_day15_04_42,True,,3,smile,,1,delight,,13,idle_02,,2,2,1.0,,,,
snowfall_speech_npc_day15_04_43,80903,snowfall_speech_npc_day15_04,Speech,anne,anne,Locale_SubScenario:snowfall_speech_npc_day15_04_43,True,,3,smile,,1,delight,,13,idle_02,,2,2,1.0,,,,
snowfall_speech_npc_day15_04_44,80903,snowfall_speech_npc_day15_04,Speech,angelina,angelina,Locale_SubScenario:snowfall_speech_npc_day15_04_44,True,,3,smile,,1,delight,,13,idle_02,,2,2,1.0,,,,
snowfall_speech_npc_day15_04_45,80903,snowfall_speech_npc_day15_04,Speech,angelina,angelina,Locale_SubScenario:snowfall_speech_npc_day15_04_45,True,,3,smile,,1,delight,,13,idle_02,,2,2,1.0,,,,
snowfall_speech_npc_day15_04_46,80903,snowfall_speech_npc_day15_04,Speech,rupee_w,rupee_w,Locale_SubScenario:snowfall_speech_npc_day15_04_46,True,,3,smile,,1,delight,,13,idle_02,,2,12,1.0,,,,
snowfall_speech_npc_day15_04_47,80903,snowfall_speech_npc_day15_04,Speech,anne,anne,Locale_SubScenario:snowfall_speech_npc_day15_04_47,True,,3,smile,,1,delight,,13,idle_02,,12,12,1.0,,,,
snowfall_speech_npc_day15_04_48,80903,snowfall_speech_npc_day15_04,Speech,anne,anne,Locale_SubScenario:snowfall_speech_npc_day15_04_48,True,,3,smile,,1,delight,,13,idle_02,,12,12,1.0,,,,
snowfall_speech_npc_day15_04_49,80903,snowfall_speech_npc_day15_04,Speech,angelina,angelina,Locale_SubScenario:snowfall_speech_npc_day15_04_49,True,,3,delight,,1,delight,,13,idle_02,,30,30,1.0,,,,
snowfall_speech_npc_day15_04_50,80903,snowfall_speech_npc_day15_04,Speech,angelina,angelina,Locale_SubScenario:snowfall_speech_npc_day15_04_50,True,,3,delight,,1,delight,,13,idle_02,,30,30,1.0,,,,
snowfall_speech_npc_day15_04_51,80903,snowfall_speech_npc_day15_04,Speech,rupee_w,rupee_w,Locale_SubScenario:snowfall_speech_npc_day15_04_51,True,,3,delight,,1,delight,,13,etc,,L_130,L_130,1.0,,,,
snowfall_speech_npc_day15_04_52,80903,snowfall_speech_npc_day15_04,Speech,rupee_w,rupee_w,Locale_SubScenario:snowfall_speech_npc_day15_04_52,True,,3,delight,,1,delight,,13,shy,,L_130,L_130,1.0,,,,
snowfall_speech_npc_day15_04_53,80903,snowfall_speech_npc_day15_04,Speech,anne,anne,Locale_SubScenario:snowfall_speech_npc_day15_04_53,True,,3,delight,,1,idle,,13,shy,,L_130,XS_10,1.0,,,,
snowfall_speech_npc_day15_04_54,80903,snowfall_speech_npc_day15_04,Speech,anne,anne,Locale_SubScenario:snowfall_speech_npc_day15_04_54,True,,3,delight,,1,idle,,13,shy,,XS_10,XS_10,1.0,,,,
snowfall_speech_npc_day15_04_55,80903,snowfall_speech_npc_day15_04,Narration,,,Locale_SubScenario:snowfall_speech_npc_day15_04_55,False,,3,delight,,1,idle,,13,shy,,black,black,1.0,,,,
