id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,play_sound,set_camera_shake,characters/2/hide_char_id
event_schooloflock_06_e_68,40028,event_schooloflock_06_e,Speech,Locale_SubScenario:event_schooloflock_06_e_68,True,,schooloflock_event_04,schooloflock_event_04,1.0,,marciana,marciana,,1,idle,,,,,,,,,,,
event_schooloflock_06_e_69,40028,event_schooloflock_06_e,Monologue,Locale_SubScenario:event_schooloflock_06_e_69,False,,schooloflock_event_04,schooloflock_event_04,1.0,,,,,1,idle,,,,,,,,,,,
event_schooloflock_06_e_70,40028,event_schooloflock_06_e,Monologue,Locale_SubScenario:event_schooloflock_06_e_70,False,,schooloflock_event_04,schooloflock_event_04,1.0,,,,,1,idle,,,,,,,,,,,
event_schooloflock_06_e_71,40028,event_schooloflock_06_e,Monologue,Locale_SubScenario:event_schooloflock_06_e_71,False,,black,black,1.0,,,,,1,idle,,,,,,,,,,,
event_schooloflock_06_e_72,40028,event_schooloflock_06_e,Monologue,Locale_SubScenario:event_schooloflock_06_e_72,False,,black,black,1.0,,,,,1,idle,,,,,,,,,,,
event_schooloflock_06_e_73,40028,event_schooloflock_06_e,Speech,Locale_SubScenario:event_schooloflock_06_e_73,True,,schooloflock_event_04,schooloflock_event_01,2.0,,marciana,marciana,,1,idle,,,,,,,,,,,
event_schooloflock_06_e_74,40028,event_schooloflock_06_e,Speech,Locale_SubScenario:event_schooloflock_06_e_74,True,,schooloflock_event_01,schooloflock_event_01,1.0,,marciana,marciana,,1,idle,,,,,,,,,,,
event_schooloflock_06_e_75,40028,event_schooloflock_06_e,Monologue,Locale_SubScenario:event_schooloflock_06_e_75,False,,black,black,1.0,,,,,1,idle,,,,,,,,,,,
event_schooloflock_06_e_76,40028,event_schooloflock_06_e,Monologue,Locale_SubScenario:event_schooloflock_06_e_76,False,,black,black,1.0,,,,,1,idle,,,,,,,,,,,
event_schooloflock_06_e_77,40028,event_schooloflock_06_e,Narration,Locale_SubScenario:event_schooloflock_06_e_77,False,,black,black,1.0,,,,,1,idle,,,,,,,,,,,
