id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
event_ce003_2_epilogue_12,40042,event_ce003_2_epilogue,Speech,Locale_SubScenario:event_ce003_2_epilogue_12,True,,12,12,1.0,,rapi,rapi,,3,void,,1,idle,,13,idle
event_ce003_2_epilogue_13,40042,event_ce003_2_epilogue,Speech,Locale_SubScenario:event_ce003_2_epilogue_13,True,,12,12,1.0,,rapi,rapi,,3,void,,1,idle,,13,idle
event_ce003_2_epilogue_14,40042,event_ce003_2_epilogue,Monologue,Locale_SubScenario:event_ce003_2_epilogue_14,False,,12,10,1.0,,rapi,,,3,void,,1,idle,,13,idle
event_ce003_2_epilogue_15,40042,event_ce003_2_epilogue,Monologue,Locale_SubScenario:event_ce003_2_epilogue_15,False,,10,10,1.0,,rapi,,,3,void,,1,idle,,13,idle
event_ce003_2_epilogue_16,40042,event_ce003_2_epilogue,Self,Locale_SubScenario:event_ce003_2_epilogue_16,False,,10,10,1.0,,rapi,,,3,void,,1,idle,,13,idle
event_ce003_2_epilogue_17,40042,event_ce003_2_epilogue,Monologue,Locale_SubScenario:event_ce003_2_epilogue_17,False,,black,black,1.0,,rapi,,,3,void,,1,idle,,13,idle
event_ce003_2_epilogue_18,40042,event_ce003_2_epilogue,Speech,Locale_SubScenario:event_ce003_2_epilogue_18,True,,10,30,1.0,,anis,anis,,3,idle,,1,idle,,13,idle
event_ce003_2_epilogue_19,40042,event_ce003_2_epilogue,Speech,Locale_SubScenario:event_ce003_2_epilogue_19,True,,30,30,1.0,,anis,anis,,3,idle,,1,idle,,13,idle
event_ce003_2_epilogue_20,40042,event_ce003_2_epilogue,Monologue,Locale_SubScenario:event_ce003_2_epilogue_20,False,,30,30,1.0,,anis,,,3,idle,,1,idle,,13,idle
event_ce003_2_epilogue_21,40042,event_ce003_2_epilogue,Monologue,Locale_SubScenario:event_ce003_2_epilogue_21,False,,30,30,1.0,,anis,,,3,idle,,1,idle,,13,idle
event_ce003_2_epilogue_22,40042,event_ce003_2_epilogue,Monologue,Locale_SubScenario:event_ce003_2_epilogue_22,False,,30,30,1.0,,anis,,,3,idle,,1,idle,,13,idle
event_ce003_2_epilogue_23,40042,event_ce003_2_epilogue,Self,Locale_SubScenario:event_ce003_2_epilogue_23,False,,30,30,1.0,,anis,,,3,idle,,1,idle,,13,idle
event_ce003_2_epilogue_24,40042,event_ce003_2_epilogue,Speech,Locale_SubScenario:event_ce003_2_epilogue_24,True,,30,30,1.0,,anis,anis,,3,idle,,1,idle,,13,idle
event_ce003_2_epilogue_25,40042,event_ce003_2_epilogue,Speech,Locale_SubScenario:event_ce003_2_epilogue_25,True,,30,2,1.0,,rapi,rapi,,3,idle,,1,delight,,13,idle
event_ce003_2_epilogue_26,40042,event_ce003_2_epilogue,Speech,Locale_SubScenario:event_ce003_2_epilogue_26,True,,2,12,1.0,,neon,neon,,3,idle,,1,delight,,13,delight
event_ce003_2_epilogue_27,40042,event_ce003_2_epilogue,Monologue,Locale_SubScenario:event_ce003_2_epilogue_27,False,,black,black,1.0,,neon,,,3,idle,,1,idle,,13,delight
event_ce003_2_epilogue_28,40042,event_ce003_2_epilogue,Monologue,Locale_SubScenario:event_ce003_2_epilogue_28,False,,black,black,1.0,,neon,,,3,idle,,1,idle,,13,delight
event_ce003_2_epilogue_29,40042,event_ce003_2_epilogue,Monologue,Locale_SubScenario:event_ce003_2_epilogue_29,False,,black,black,1.0,,neon,,,3,idle,,1,idle,,13,delight
event_ce003_2_epilogue_30,40042,event_ce003_2_epilogue,Self,Locale_SubScenario:event_ce003_2_epilogue_30,False,,12,12,1.0,,neon,,,3,idle,,1,idle,,13,delight
event_ce003_2_epilogue_31,40042,event_ce003_2_epilogue,Speech,Locale_SubScenario:event_ce003_2_epilogue_31,True,,12,10,1.0,,rapi,rapi,,3,idle,,1,idle,,13,idle
event_ce003_2_epilogue_32,40042,event_ce003_2_epilogue,Self,Locale_SubScenario:event_ce003_2_epilogue_32,False,,10,10,1.0,,rapi,,,3,idle,,1,idle,,13,idle
event_ce003_2_epilogue_33,40042,event_ce003_2_epilogue,Monologue,Locale_SubScenario:event_ce003_2_epilogue_33,False,,10,2,2.0,,rapi,,,3,idle,,1,idle,,13,idle
event_ce003_2_epilogue_34,40042,event_ce003_2_epilogue,Monologue,Locale_SubScenario:event_ce003_2_epilogue_34,False,,2,2,1.0,,rapi,,,3,idle,,1,idle,,13,idle
event_ce003_2_epilogue_35,40042,event_ce003_2_epilogue,Monologue,Locale_SubScenario:event_ce003_2_epilogue_35,False,,black,black,1.0,,rapi,,,3,idle,,1,idle,,13,idle
event_ce003_2_epilogue_36,40042,event_ce003_2_epilogue,Narration,Locale_SubScenario:event_ce003_2_epilogue_36,False,,black,black,1.0,,rapi,,,3,idle,,1,idle,,13,idle
