id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,fade,characters/2/hide_char_id
event_miraclesnow2_06_e_21,40004,event_miraclesnow2_06_e,Speech,rupee_w,rupee,Locale_SubScenario:event_miraclesnow2_06_e_21,True,,1,sad,,3,surprise,,L_100,L_100,1.0,,,,,,,,
event_miraclesnow2_06_e_22,40004,event_miraclesnow2_06_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_06_e_22,False,,1,sad,,3,surprise,,300,300,1.0,,,,,,,,
event_miraclesnow2_06_e_23,40004,event_miraclesnow2_06_e,Speech,rupee_w,rupee,Locale_SubScenario:event_miraclesnow2_06_e_23,True,,1,sad,,3,sad,,L_100,L_100,1.0,,,,,,,,
event_miraclesnow2_06_e_24,40004,event_miraclesnow2_06_e,Speech,rupee_w,rupee,Locale_SubScenario:event_miraclesnow2_06_e_24,True,,1,sad,,3,sad,,L_100,L_100,1.0,,,,,,,,
event_miraclesnow2_06_e_25,40004,event_miraclesnow2_06_e,Speech,rupee_w,rupee,Locale_SubScenario:event_miraclesnow2_06_e_25,True,,1,sad,,3,sad,,L_100,L_100,1.0,,,,,,,,
event_miraclesnow2_06_e_26,40004,event_miraclesnow2_06_e,Speech,rupee_w,rupee,Locale_SubScenario:event_miraclesnow2_06_e_26,True,,1,sad,,3,sad,,L_100,L_10,1.0,,,,,,,,
event_miraclesnow2_06_e_27,40004,event_miraclesnow2_06_e,Speech,rupee_w,rupee,Locale_SubScenario:event_miraclesnow2_06_e_27,True,,1,sad,,3,sad,,L_10,L_10,1.0,,,,,,,,
event_miraclesnow2_06_e_28,40004,event_miraclesnow2_06_e,Speech,rupee_w,rupee,Locale_SubScenario:event_miraclesnow2_06_e_28,True,,1,sad,,3,sad,,L_10,L_10,1.0,,,,,,,,
event_miraclesnow2_06_e_29,40004,event_miraclesnow2_06_e,Speech,rupee_w,rupee,Locale_SubScenario:event_miraclesnow2_06_e_29,True,,1,sad,,3,sad,,L_10,L_10,1.0,,,,,,,,
event_miraclesnow2_06_e_30,40004,event_miraclesnow2_06_e,Speech,rupee_w,rupee,Locale_SubScenario:event_miraclesnow2_06_e_30,True,,1,sad,,3,sad,,L_10,L_100,1.0,,,,,,,,
event_miraclesnow2_06_e_31,40004,event_miraclesnow2_06_e,Monologue,,,Locale_SubScenario:event_miraclesnow2_06_e_31,False,,1,sad,,3,sad,Winter_AmusementPark_n,black,black,1.0,,rupee_w,angelina,anne,5,idle,black,
event_miraclesnow2_06_e_32,40004,event_miraclesnow2_06_e,Monologue,,,Locale_SubScenario:event_miraclesnow2_06_e_32,False,,,,,,,,XS_50,XS_50,1.0,,,,,5,idle,,
event_miraclesnow2_06_e_33,40004,event_miraclesnow2_06_e,Speech,anne,anne,Locale_SubScenario:event_miraclesnow2_06_e_33,True,,,,,,,,XS_50,XS_50,1.0,,,,,5,delight,,
event_miraclesnow2_06_e_34,40004,event_miraclesnow2_06_e,Speech,anne,anne,Locale_SubScenario:event_miraclesnow2_06_e_34,True,,,,,,,,XS_50,XS_50,1.0,,,,,5,delight,,
event_miraclesnow2_06_e_35,40004,event_miraclesnow2_06_e,Self,,,Locale_SubScenario:event_miraclesnow2_06_e_35,False,,,,,,,,XS_50,XS_50,1.0,,,,,5,delight,,
event_miraclesnow2_06_e_36,40004,event_miraclesnow2_06_e,Speech,anne,anne,Locale_SubScenario:event_miraclesnow2_06_e_36,False,,,,,,,,XS_50,XS_50,1.0,,,,,5,think,,
event_miraclesnow2_06_e_37,40004,event_miraclesnow2_06_e,Speech,anne,anne,Locale_SubScenario:event_miraclesnow2_06_e_37,True,,,,,,,,XS_50,XS_500,1.0,,,,,5,think,,
event_miraclesnow2_06_e_38,40004,event_miraclesnow2_06_e,Speech,anne,anne,Locale_SubScenario:event_miraclesnow2_06_e_38,True,,,,,,,,XS_500,XS_500,1.0,,,,,5,idle,,
event_miraclesnow2_06_e_39,40004,event_miraclesnow2_06_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_06_e_39,True,,,,angelina,3,idle,,black,black,1.0,none,,,,5,idle,,
event_miraclesnow2_06_e_40,40004,event_miraclesnow2_06_e,Speech,anne,anne,Locale_SubScenario:event_miraclesnow2_06_e_40,False,,,,,3,idle,,XS_500,XS_500,1.0,,,,,5,shy,,
event_miraclesnow2_06_e_41,40004,event_miraclesnow2_06_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_06_e_41,True,,,,,3,idle,,300,300,1.0,bgm_story_shapeofhope,,,,5,shy,,
event_miraclesnow2_06_e_42,40004,event_miraclesnow2_06_e,Speech,anne,anne,Locale_SubScenario:event_miraclesnow2_06_e_42,True,,,,,3,idle,,XS_500,XS_500,1.0,,,,,5,sad,,
event_miraclesnow2_06_e_43,40004,event_miraclesnow2_06_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_06_e_43,True,,,,,3,delight,,XS_500,53,1.0,,,,,5,sad,,
event_miraclesnow2_06_e_44,40004,event_miraclesnow2_06_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_06_e_44,True,,,,,3,sad,,53,53,1.0,,,,,5,sad,,
event_miraclesnow2_06_e_45,40004,event_miraclesnow2_06_e,Monologue,,,Locale_SubScenario:event_miraclesnow2_06_e_45,False,,,,,3,sad,EventScene_MiracleSnow_02,black,black,1.0,,,angelina,,5,sad,,anne
event_miraclesnow2_06_e_46,40004,event_miraclesnow2_06_e,Speech,anne,anne,Locale_SubScenario:event_miraclesnow2_06_e_46,True,,,,,,,,anne_angelina_01,anne_angelina_02,2.0,,,,,,,,
event_miraclesnow2_06_e_47,40004,event_miraclesnow2_06_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_06_e_47,True,,,,,,,,anne_angelina_02,anne_angelina_02,1.0,,,,,,,,
event_miraclesnow2_06_e_48,40004,event_miraclesnow2_06_e,Speech,anne,anne,Locale_SubScenario:event_miraclesnow2_06_e_48,True,,,,,,,,anne_angelina_02,anne_angelina_02,1.0,,,,,,,,
event_miraclesnow2_06_e_49,40004,event_miraclesnow2_06_e,Speech,anne,anne,Locale_SubScenario:event_miraclesnow2_06_e_49,True,,,,,,,,anne_angelina_02,anne_angelina_02,1.0,,,,,,,,
event_miraclesnow2_06_e_50,40004,event_miraclesnow2_06_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_06_e_50,True,,,,,,,,anne_angelina_02,anne_angelina_03,2.0,,,,,,,,
event_miraclesnow2_06_e_51,40004,event_miraclesnow2_06_e,Speech,anne,anne,Locale_SubScenario:event_miraclesnow2_06_e_51,True,,,,,,,,anne_angelina_03,anne_angelina_03,1.0,,,,,,,,
event_miraclesnow2_06_e_52,40004,event_miraclesnow2_06_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_06_e_52,True,,,,,,,,anne_angelina_03,anne_angelina_03,1.0,,,,,,,,
event_miraclesnow2_06_e_53,40004,event_miraclesnow2_06_e,Speech,anne,anne,Locale_SubScenario:event_miraclesnow2_06_e_53,True,,,,,,,,anne_angelina_03,anne_angelina_03,1.0,,,,,,,,
event_miraclesnow2_06_e_54,40004,event_miraclesnow2_06_e,Speech,anne,anne,Locale_SubScenario:event_miraclesnow2_06_e_54,True,,,,,,,,anne_angelina_03,anne_angelina_04,2.0,,,,,,,,
event_miraclesnow2_06_e_55,40004,event_miraclesnow2_06_e,Speech,anne,anne,Locale_SubScenario:event_miraclesnow2_06_e_55,True,,,,,,,,anne_angelina_04,anne_angelina_04,1.0,,,,,,,,
event_miraclesnow2_06_e_56,40004,event_miraclesnow2_06_e,Speech,anne,anne,Locale_SubScenario:event_miraclesnow2_06_e_56,True,,,,,,,,anne_angelina_04,anne_angelina_04,1.0,,,,,,,,
event_miraclesnow2_06_e_57,40004,event_miraclesnow2_06_e,Speech,anne,anne,Locale_SubScenario:event_miraclesnow2_06_e_57,True,,,,,,,,anne_angelina_04,anne_angelina_04,1.0,,,,,,,,
event_miraclesnow2_06_e_58,40004,event_miraclesnow2_06_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_06_e_58,True,,,,,,,,anne_angelina_04,anne_angelina_03,2.0,,,,,,,,
event_miraclesnow2_06_e_59,40004,event_miraclesnow2_06_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_06_e_59,True,,,,,,,,anne_angelina_03,anne_angelina_03,1.0,,,,,,,,
event_miraclesnow2_06_e_60,40004,event_miraclesnow2_06_e,Speech,anne,anne,Locale_SubScenario:event_miraclesnow2_06_e_60,True,,,,,,,,anne_angelina_03,anne_angelina_03,1.0,,,,,,,,
event_miraclesnow2_06_e_61,40004,event_miraclesnow2_06_e,Speech,anne,anne,Locale_SubScenario:event_miraclesnow2_06_e_61,True,,,,,,,,anne_angelina_03,anne_angelina_03,1.0,,,,,,,,
event_miraclesnow2_06_e_62,40004,event_miraclesnow2_06_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_06_e_62,False,,,,,,,,anne_angelina_03,anne_angelina_03,1.0,,,,,,,,
event_miraclesnow2_06_e_63,40004,event_miraclesnow2_06_e,Speech,anne,anne,Locale_SubScenario:event_miraclesnow2_06_e_63,True,,,,,,,,anne_angelina_03,anne_angelina_02,2.0,,,,,,,,
event_miraclesnow2_06_e_64,40004,event_miraclesnow2_06_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_06_e_64,True,,,,,,,,anne_angelina_02,anne_angelina_02,1.0,,,,,,,,
event_miraclesnow2_06_e_65,40004,event_miraclesnow2_06_e,Speech,anne,anne,Locale_SubScenario:event_miraclesnow2_06_e_65,True,,,,,,,,anne_angelina_02,anne_angelina_02,1.0,,,,,,,,
event_miraclesnow2_06_e_66,40004,event_miraclesnow2_06_e,Speech,anne,anne,Locale_SubScenario:event_miraclesnow2_06_e_66,True,,,,,,,,anne_angelina_02,anne_angelina_02,1.0,,,,,,,,
event_miraclesnow2_06_e_67,40004,event_miraclesnow2_06_e,Speech,anne,anne,Locale_SubScenario:event_miraclesnow2_06_e_67,True,,,,,,,,anne_angelina_02,anne_angelina_03,2.0,,,,,,,,
event_miraclesnow2_06_e_68,40004,event_miraclesnow2_06_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_06_e_68,True,,,,,,,,anne_angelina_03,anne_angelina_03,1.0,,,,,,,,
event_miraclesnow2_06_e_69,40004,event_miraclesnow2_06_e,Speech,anne,anne,Locale_SubScenario:event_miraclesnow2_06_e_69,True,,,,,,,,anne_angelina_03,anne_angelina_03,1.0,,,,,,,,
event_miraclesnow2_06_e_70,40004,event_miraclesnow2_06_e,Speech,anne,anne,Locale_SubScenario:event_miraclesnow2_06_e_70,True,,,,,,,,anne_angelina_03,anne_angelina_02,2.0,,,,,,,,
event_miraclesnow2_06_e_71,40004,event_miraclesnow2_06_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_06_e_71,False,,,,,,,,anne_angelina_02,anne_angelina_02,1.0,,,,,,,,
event_miraclesnow2_06_e_72,40004,event_miraclesnow2_06_e,Speech,anne,anne,Locale_SubScenario:event_miraclesnow2_06_e_72,True,,,,,,,,anne_angelina_02,anne_angelina_02,1.0,,,,,,,,
event_miraclesnow2_06_e_73,40004,event_miraclesnow2_06_e,Speech,anne,anne,Locale_SubScenario:event_miraclesnow2_06_e_73,True,,,,,,,,anne_angelina_02,anne_angelina_03,2.0,,,,,,,,
event_miraclesnow2_06_e_74,40004,event_miraclesnow2_06_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_06_e_74,True,,,,,,,,anne_angelina_03,anne_angelina_03,1.0,,,,,,,,
event_miraclesnow2_06_e_75,40004,event_miraclesnow2_06_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_06_e_75,False,,,,,,,,anne_angelina_03,anne_angelina_03,1.0,,,,,,,,
event_miraclesnow2_06_e_76,40004,event_miraclesnow2_06_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_06_e_76,True,,,,,,,,anne_angelina_03,anne_angelina_03,1.0,,,,,,,,
event_miraclesnow2_06_e_77,40004,event_miraclesnow2_06_e,Speech,anne,anne,Locale_SubScenario:event_miraclesnow2_06_e_77,True,,,,,,,,anne_angelina_03,anne_angelina_04,2.0,,,,,,,,
event_miraclesnow2_06_e_78,40004,event_miraclesnow2_06_e,Monologue,,,Locale_SubScenario:event_miraclesnow2_06_e_78,False,,,,,,,Winter_AmusementPark_n,black,black,1.0,none,,,,,,,
event_miraclesnow2_06_e_79,40004,event_miraclesnow2_06_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_06_e_79,False,,,,,,,,black,black,1.0,,,,,,,,
event_miraclesnow2_06_e_80,40004,event_miraclesnow2_06_e,Speech,rupee_w,rupee,Locale_SubScenario:event_miraclesnow2_06_e_80,False,,,,,,,,black,black,1.0,,,,,,,,
event_miraclesnow2_06_e_81,40004,event_miraclesnow2_06_e,Self,,,Locale_SubScenario:event_miraclesnow2_06_e_81,False,,,,,,,,black,black,1.0,,,,,,,,
event_miraclesnow2_06_e_82,40004,event_miraclesnow2_06_e,Speech,anne,anne,Locale_SubScenario:event_miraclesnow2_06_e_82,False,,,,,,,EventScene_MiracleSnow_03,black,black,1.0,,,,,,,,
event_miraclesnow2_06_e_83,40004,event_miraclesnow2_06_e,Speech,n102,n102,Locale_SubScenario:event_miraclesnow2_06_e_83,True,,,,,,,,n102_angelina_01,n102_angelina_02,2.0,bgm_story_sunshinesorrow,,,,,,,
event_miraclesnow2_06_e_84,40004,event_miraclesnow2_06_e,Speech,angelina,angelina,Locale_SubScenario:event_miraclesnow2_06_e_84,True,,,,,,,,n102_angelina_02,n102_angelina_02,1.0,,,,,,,,
event_miraclesnow2_06_e_85,40004,event_miraclesnow2_06_e,Speech,n102,n102,Locale_SubScenario:event_miraclesnow2_06_e_85,True,,,,,,,,n102_angelina_02,n102_angelina_02,1.0,,,,,,,,
event_miraclesnow2_06_e_86,40004,event_miraclesnow2_06_e,Speech,n102,n102,Locale_SubScenario:event_miraclesnow2_06_e_86,True,,,,,,,,n102_angelina_02,n102_angelina_03,2.0,,,,,,,,
event_miraclesnow2_06_e_87,40004,event_miraclesnow2_06_e,Speech,n102,n102,Locale_SubScenario:event_miraclesnow2_06_e_87,True,,,,,,,,n102_angelina_03,n102_angelina_03,1.0,,,,,,,,
event_miraclesnow2_06_e_88,40004,event_miraclesnow2_06_e,Speech,n102,n102,Locale_SubScenario:event_miraclesnow2_06_e_88,True,,,,,,,,n102_angelina_03,n102_angelina_02,2.0,,,,,,,,
event_miraclesnow2_06_e_89,40004,event_miraclesnow2_06_e,Monologue,,,Locale_SubScenario:event_miraclesnow2_06_e_89,False,,,,,,,,black,black,1.0,,,,,,,,
event_miraclesnow2_06_e_90,40004,event_miraclesnow2_06_e,Monologue,,,Locale_SubScenario:event_miraclesnow2_06_e_90,False,,,,,,,,black,black,1.0,,,,,,,,
event_miraclesnow2_06_e_91,40004,event_miraclesnow2_06_e,Monologue,,,Locale_SubScenario:event_miraclesnow2_06_e_91,False,,,,,,,,black,black,1.0,,,,,,,,
event_miraclesnow2_06_e_92,40004,event_miraclesnow2_06_e,Narration,,,Locale_SubScenario:event_miraclesnow2_06_e_92,False,,,,,,,,black,black,1.0,,,,,,,,
