id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,fade,set_camera_shake
event_oldtales2_01_s_74,40062,event_oldtales2_01_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_01_s_74,False,S_10,S_10,1.0,,,,1,sad,,,
event_oldtales2_01_s_75,40062,event_oldtales2_01_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_01_s_75,False,S_10,S_100,1.0,,,,1,sad,,,
event_oldtales2_01_s_76,40062,event_oldtales2_01_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_01_s_76,False,S_100,S_100,1.0,,,,1,pain,,,
event_oldtales2_01_s_77,40062,event_oldtales2_01_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_01_s_77,False,S_100,S_10,1.0,,,,1,pain,,,
event_oldtales2_01_s_78,40062,event_oldtales2_01_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_01_s_78,False,S_10,S_10,1.0,,,,1,pain,,,
event_oldtales2_01_s_79,40062,event_oldtales2_01_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_01_s_79,False,S_10,S_10,1.0,,,,1,pain,,,
event_oldtales2_01_s_80,40062,event_oldtales2_01_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_01_s_80,False,S_10,S_10,1.0,,,,1,pain,,,
event_oldtales2_01_s_81,40062,event_oldtales2_01_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_01_s_81,False,black,black,1.0,,,,1,pain,,,
event_oldtales2_01_s_82,40062,event_oldtales2_01_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_01_s_82,False,black,black,1.0,,,,1,pain,,,
event_oldtales2_01_s_83,40062,event_oldtales2_01_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_01_s_83,True,S_1500,S_1500,1.0,,,,1,pain,,,Low_2
event_oldtales2_01_s_84,40062,event_oldtales2_01_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_01_s_84,False,S_1500,S_100,1.5,,,,1,pain,,,
event_oldtales2_01_s_85,40062,event_oldtales2_01_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_01_s_85,False,S_100,S_100,1.0,,,,1,pain,,,
event_oldtales2_01_s_86,40062,event_oldtales2_01_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_01_s_86,False,S_100,S_10,1.0,,,,1,pain,,,
event_oldtales2_01_s_87,40062,event_oldtales2_01_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_01_s_87,False,S_10,S_10,1.0,,,,1,pain,,,
event_oldtales2_01_s_88,40062,event_oldtales2_01_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_01_s_88,False,S_10,S_10,1.0,,,,1,pain,,,
event_oldtales2_01_s_89,40062,event_oldtales2_01_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_01_s_89,True,S_10,S_10,1.0,,,,1,pain,,,Low_2
event_oldtales2_01_s_90,40062,event_oldtales2_01_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_01_s_90,True,S_10,S_100,0.7,,,,1,pain,,,
event_oldtales2_01_s_91,40062,event_oldtales2_01_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_01_s_91,False,S_100,S_100,1.0,,,,1,pain,,,
event_oldtales2_01_s_92,40062,event_oldtales2_01_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_01_s_92,False,S_100,S_100,1.0,,,,1,pain,,,
