id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,jump_target,is_exit_scenario,highlight,speaker
snowfall_speech_noirblanc_01_24,80903,snowfall_speech_noirblanc_01,Speech,Locale_SubScenario:snowfall_speech_noirblanc_01_24,True,,1,surprise,,13,shy,,12,12,1.0,,,,,blanc_c,blanc_c
snowfall_speech_noirblanc_01_25,80903,snowfall_speech_noirblanc_01,Speech,Locale_SubScenario:snowfall_speech_noirblanc_01_25,True,,1,surprise,,13,shy,,12,12,1.0,,,,,noir_c,noir_c
snowfall_speech_noirblanc_01_26,80903,snowfall_speech_noirblanc_01,Speech,Locale_SubScenario:snowfall_speech_noirblanc_01_26,True,,1,surprise,,13,shy,,12,12,1.0,,,,,noir_c,noir_c
snowfall_speech_noirblanc_01_27,80903,snowfall_speech_noirblanc_01,Self,Locale_SubScenario:snowfall_speech_noirblanc_01_27,False,,1,surprise,,13,shy,,12,12,1.0,,,snowfall_speech_noirblanc_01_33,,noir_c,
snowfall_speech_noirblanc_01_28,80903,snowfall_speech_noirblanc_01,Speech,Locale_SubScenario:snowfall_speech_noirblanc_01_28,True,,1,idle,,13,idle,,12,12,1.0,,,,,blanc_noir,blanc_noir
snowfall_speech_noirblanc_01_29,80903,snowfall_speech_noirblanc_01,Speech,Locale_SubScenario:snowfall_speech_noirblanc_01_29,True,,1,idle,,13,delight,,12,12,1.0,,,,,blanc_c,blanc_c
snowfall_speech_noirblanc_01_30,80903,snowfall_speech_noirblanc_01,Speech,Locale_SubScenario:snowfall_speech_noirblanc_01_30,True,,1,idle,,13,idle,,12,12,1.0,,,,,noir_c,noir_c
snowfall_speech_noirblanc_01_31,80903,snowfall_speech_noirblanc_01,Speech,Locale_SubScenario:snowfall_speech_noirblanc_01_31,True,,1,idle,,13,idle,,12,12,1.0,,,,,blanc_c,blanc_c
snowfall_speech_noirblanc_01_32,80903,snowfall_speech_noirblanc_01,Speech,Locale_SubScenario:snowfall_speech_noirblanc_01_32,True,,1,idle,,13,idle,,12,12,1.0,,,snowfall_speech_noirblanc_01_33,,noir_c,noir_c
snowfall_speech_noirblanc_01_33,80903,snowfall_speech_noirblanc_01,Narration,Locale_SubScenario:snowfall_speech_noirblanc_01_33,False,,1,idle,,13,idle,,black,black,1.0,,,,,noir_c,
