id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
event_nyanyaparadise_04_e_26,40022,event_nyanyaparadise_04_e,Speech,nero,nero,Locale_SubScenario:event_nyanyaparadise_04_e_26,True,,L_10,L_10,1.0,,,,,1,idle,,3,sad,,,13,sad,
event_nyanyaparadise_04_e_27,40022,event_nyanyaparadise_04_e,Speech,nero,nero,Locale_SubScenario:event_nyanyaparadise_04_e_27,True,,L_10,L_10,1.0,,,,,1,idle,,3,sad,,,13,sad,
event_nyanyaparadise_04_e_28,40022,event_nyanyaparadise_04_e,Speech,leona,leona,Locale_SubScenario:event_nyanyaparadise_04_e_28,True,,L_10,L_30,2.0,,,,,1,idle,,3,sad,,,13,sad,
event_nyanyaparadise_04_e_29,40022,event_nyanyaparadise_04_e,Speech,timi,timi,Locale_SubScenario:event_nyanyaparadise_04_e_29,True,,L_30,L_30,1.0,,,,,1,idle,,3,sad,,,13,sad,
event_nyanyaparadise_04_e_30,40022,event_nyanyaparadise_04_e,Speech,leona,leona,Locale_SubScenario:event_nyanyaparadise_04_e_30,True,,L_30,3,1.0,,,,,1,idle,,3,sad,,,13,sad,
event_nyanyaparadise_04_e_31,40022,event_nyanyaparadise_04_e,Speech,leona,leona,Locale_SubScenario:event_nyanyaparadise_04_e_31,True,,3,3,1.0,,,,,1,idle,,3,sad,,,13,sad,
event_nyanyaparadise_04_e_32,40022,event_nyanyaparadise_04_e,Speech,biscuit,biscuit,Locale_SubScenario:event_nyanyaparadise_04_e_32,False,,3,113,2.0,,,,,1,idle,,3,sad,,,13,sad,
event_nyanyaparadise_04_e_33,40022,event_nyanyaparadise_04_e,Speech,biscuit,biscuit,Locale_SubScenario:event_nyanyaparadise_04_e_33,True,,113,113,1.0,,,,,1,idle,,3,sad,,,13,sad,
event_nyanyaparadise_04_e_34,40022,event_nyanyaparadise_04_e,Speech,nero,nero,Locale_SubScenario:event_nyanyaparadise_04_e_34,True,,113,113,1.0,,,,,1,idle,,3,sad,,,13,sad,
event_nyanyaparadise_04_e_35,40022,event_nyanyaparadise_04_e,Speech,nero,nero,Locale_SubScenario:event_nyanyaparadise_04_e_35,True,,113,113,1.0,,,,,1,idle,,3,sad,,,13,sad,
event_nyanyaparadise_04_e_36,40022,event_nyanyaparadise_04_e,Speech,nero,nero,Locale_SubScenario:event_nyanyaparadise_04_e_36,True,,113,113,1.0,,,,,1,idle,,3,sad,,,13,sad,
event_nyanyaparadise_04_e_37,40022,event_nyanyaparadise_04_e,Speech,leona,leona,Locale_SubScenario:event_nyanyaparadise_04_e_37,True,,113,31,1.0,,,,,1,idle,,3,idle,,,13,sad,
event_nyanyaparadise_04_e_38,40022,event_nyanyaparadise_04_e,Speech,leona,leona,Locale_SubScenario:event_nyanyaparadise_04_e_38,True,,31,31,1.0,,,,,1,idle,,3,idle,,,13,sad,
event_nyanyaparadise_04_e_39,40022,event_nyanyaparadise_04_e,Speech,leona,leona,Locale_SubScenario:event_nyanyaparadise_04_e_39,True,,31,31,1.0,,,,,1,idle,,3,idle,,,13,sad,
event_nyanyaparadise_04_e_40,40022,event_nyanyaparadise_04_e,Speech,biscuit,biscuit,Locale_SubScenario:event_nyanyaparadise_04_e_40,True,,XS_130,XS_130,1.0,,,,,1,idle,,3,idle,,,13,idle,
event_nyanyaparadise_04_e_41,40022,event_nyanyaparadise_04_e,Speech,biscuit,biscuit,Locale_SubScenario:event_nyanyaparadise_04_e_41,True,,XS_130,XS_130,1.0,,,,,1,idle,,3,idle,,,13,idle,
event_nyanyaparadise_04_e_42,40022,event_nyanyaparadise_04_e,Speech,nero,nero,Locale_SubScenario:event_nyanyaparadise_04_e_42,True,,XS_130,L_10,2.0,,,,,1,idle,,3,idle,,,13,idle,
event_nyanyaparadise_04_e_43,40022,event_nyanyaparadise_04_e,Self,,,Locale_SubScenario:event_nyanyaparadise_04_e_43,False,,L_10,L_10,1.0,,,,,1,idle,,3,idle,,,13,idle,
event_nyanyaparadise_04_e_44,40022,event_nyanyaparadise_04_e,Speech,leona,leona,Locale_SubScenario:event_nyanyaparadise_04_e_44,True,,L_30,L_30,1.0,,,,,1,idle,,3,idle,,,13,idle,
event_nyanyaparadise_04_e_45,40022,event_nyanyaparadise_04_e,Speech,leona,leona,Locale_SubScenario:event_nyanyaparadise_04_e_45,True,,L_30,L_30,1.0,,,,,1,idle,,3,idle,,,13,idle,
event_nyanyaparadise_04_e_46,40022,event_nyanyaparadise_04_e,Speech,leona,leona,Locale_SubScenario:event_nyanyaparadise_04_e_46,True,,L_30,L_30,1.0,,,,,1,idle,,3,idle,,,13,idle,
event_nyanyaparadise_04_e_47,40022,event_nyanyaparadise_04_e,Speech,leona,leona,Locale_SubScenario:event_nyanyaparadise_04_e_47,True,,L_30,L_30,1.0,,,,,1,idle,,3,idle,,,13,idle,
event_nyanyaparadise_04_e_48,40022,event_nyanyaparadise_04_e,Monologue,,,Locale_SubScenario:event_nyanyaparadise_04_e_48,False,Hospital,black,black,1.0,,black,,,1,idle,,3,idle,leona,,13,idle,biscuit
event_nyanyaparadise_04_e_49,40022,event_nyanyaparadise_04_e,Self,,,Locale_SubScenario:event_nyanyaparadise_04_e_49,False,,1,1,1.0,,,,,1,idle,,,,,,,,
event_nyanyaparadise_04_e_50,40022,event_nyanyaparadise_04_e,Self,,,Locale_SubScenario:event_nyanyaparadise_04_e_50,False,,1,1,1.0,,,,,1,idle,,,,,,,,
event_nyanyaparadise_04_e_51,40022,event_nyanyaparadise_04_e,Speech,nero,nero,Locale_SubScenario:event_nyanyaparadise_04_e_51,True,,1,1,1.0,,,,,1,idle,,,,,,,,
event_nyanyaparadise_04_e_52,40022,event_nyanyaparadise_04_e,Speech,nero,nero,Locale_SubScenario:event_nyanyaparadise_04_e_52,True,,1,L_10,2.0,,,,,1,idle,,,,,,,,
event_nyanyaparadise_04_e_53,40022,event_nyanyaparadise_04_e,Speech,nero,nero,Locale_SubScenario:event_nyanyaparadise_04_e_53,True,,L_10,L_10,1.0,,,,,1,idle,,,,,,,,
event_nyanyaparadise_04_e_54,40022,event_nyanyaparadise_04_e,Speech,nero,nero,Locale_SubScenario:event_nyanyaparadise_04_e_54,True,,L_10,L_10,1.0,,,,,1,idle,,,,,,,,
event_nyanyaparadise_04_e_55,40022,event_nyanyaparadise_04_e,Speech,nero,nero,Locale_SubScenario:event_nyanyaparadise_04_e_55,True,,L_10,L_10,1.0,,,,,1,idle,,,,,,,,
event_nyanyaparadise_04_e_56,40022,event_nyanyaparadise_04_e,Speech,nero,nero,Locale_SubScenario:event_nyanyaparadise_04_e_56,False,,L_10,L_10,1.0,,,,,1,idle,,,,,,,,
event_nyanyaparadise_04_e_57,40022,event_nyanyaparadise_04_e,Speech,nero,nero,Locale_SubScenario:event_nyanyaparadise_04_e_57,True,,L_10,L_10,1.0,,,,,1,idle,,,,,,,,
event_nyanyaparadise_04_e_58,40022,event_nyanyaparadise_04_e,Speech,nero,nero,Locale_SubScenario:event_nyanyaparadise_04_e_58,True,,L_10,L_10,1.0,,,,,1,idle,,,,,,,,
event_nyanyaparadise_04_e_59,40022,event_nyanyaparadise_04_e,Speech,nero,nero,Locale_SubScenario:event_nyanyaparadise_04_e_59,True,,L_10,L_10,1.0,,,,,1,idle,,,,,,,,
event_nyanyaparadise_04_e_60,40022,event_nyanyaparadise_04_e,Speech,nero,nero,Locale_SubScenario:event_nyanyaparadise_04_e_60,True,,L_10,L_10,1.0,none,,,,1,idle,,,,,,,,
event_nyanyaparadise_04_e_61,40022,event_nyanyaparadise_04_e,Self,,,Locale_SubScenario:event_nyanyaparadise_04_e_61,False,,L_10,L_10,1.0,,,,,1,idle,,,,,,,,
event_nyanyaparadise_04_e_62,40022,event_nyanyaparadise_04_e,Speech,nero,nero,Locale_SubScenario:event_nyanyaparadise_04_e_62,True,,L_10,L_100,1.0,bgm_story_inwonderland,,,,1,idle,,,,,,,,
event_nyanyaparadise_04_e_63,40022,event_nyanyaparadise_04_e,Speech,nero,nero,Locale_SubScenario:event_nyanyaparadise_04_e_63,True,,L_100,L_100,1.0,,,,,1,idle,,,,,,,,
event_nyanyaparadise_04_e_64,40022,event_nyanyaparadise_04_e,Speech,nero,nero,Locale_SubScenario:event_nyanyaparadise_04_e_64,True,,L_100,L_100,1.0,,,,,1,idle,,,,,,,,
event_nyanyaparadise_04_e_65,40022,event_nyanyaparadise_04_e,Speech,nero,nero,Locale_SubScenario:event_nyanyaparadise_04_e_65,True,,L_100,L_100,1.0,,,,,1,idle,,,,,,,,
event_nyanyaparadise_04_e_66,40022,event_nyanyaparadise_04_e,Narration,,,Locale_SubScenario:event_nyanyaparadise_04_e_66,False,,L_100,113,2.0,,,,,1,idle,ruru,13,shy,,,,,
event_nyanyaparadise_04_e_67,40022,event_nyanyaparadise_04_e,Monologue,,,Locale_SubScenario:event_nyanyaparadise_04_e_67,False,,113,113,2.0,,,,,1,idle,,13,shy,,,,,
event_nyanyaparadise_04_e_68,40022,event_nyanyaparadise_04_e,Narration,,,Locale_SubScenario:event_nyanyaparadise_04_e_68,False,,113,113,1.0,,,sfx_scn_poke2,,1,idle,,13,shy,,,,,
event_nyanyaparadise_04_e_69,40022,event_nyanyaparadise_04_e,Narration,,,Locale_SubScenario:event_nyanyaparadise_04_e_69,False,,113,113,1.0,,,,,1,idle,,13,shy,,,,,
event_nyanyaparadise_04_e_70,40022,event_nyanyaparadise_04_e,Monologue,,,Locale_SubScenario:event_nyanyaparadise_04_e_70,False,,113,113,1.0,,,,,1,idle,,13,shy,,,,,
