id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_background,highlight,speaker,characters/0/hide_char_id,characters/1/hide_char_id,play_sound,fade
event_footstepwalkrun2_05_e_39,40066,event_footstepwalkrun2_05_e,Speech,Locale_MainScenario:event_footstepwalkrun2_05_e_39,True,,,,,,,1,1,1.0,,,rapi_m,rapi_m,,,,
event_footstepwalkrun2_05_e_40,40066,event_footstepwalkrun2_05_e,Speech,Locale_MainScenario:event_footstepwalkrun2_05_e_40,True,,,,,,,1,1,1.0,,,rapi_m,rapi_m,,,,
event_footstepwalkrun2_05_e_41,40066,event_footstepwalkrun2_05_e,Speech,Locale_MainScenario:event_footstepwalkrun2_05_e_41,True,,,,,,,1,1,1.0,,,rapi_m,rapi_m,,,,
event_footstepwalkrun2_05_e_42,40066,event_footstepwalkrun2_05_e,Speech,Locale_MainScenario:event_footstepwalkrun2_05_e_42,True,,,,,,,1,1,1.0,,,redhood,redhood,,,,
event_footstepwalkrun2_05_e_43,40066,event_footstepwalkrun2_05_e,Speech,Locale_MainScenario:event_footstepwalkrun2_05_e_43,True,,,,,,,1,1,1.0,,,redhood,redhood,,,,
event_footstepwalkrun2_05_e_44,40066,event_footstepwalkrun2_05_e,Speech,Locale_MainScenario:event_footstepwalkrun2_05_e_44,True,,,,,,,1,1,1.0,,,redhood,redhood,,,,
event_footstepwalkrun2_05_e_45,40066,event_footstepwalkrun2_05_e,Speech,Locale_MainScenario:event_footstepwalkrun2_05_e_45,False,,,,,,,1,1,1.0,,,rapi_m,rapi_m,,,,
event_footstepwalkrun2_05_e_46,40066,event_footstepwalkrun2_05_e,Speech,Locale_MainScenario:event_footstepwalkrun2_05_e_46,True,,,,,,,1,1,1.0,,,redhood,redhood,,,,
event_footstepwalkrun2_05_e_47,40066,event_footstepwalkrun2_05_e,Narration,Locale_MainScenario:event_footstepwalkrun2_05_e_47,False,,,,,,,1,1,1.0,,EventScene_footstepwalkrun_04_2,,,,,,
event_footstepwalkrun2_05_e_48,40066,event_footstepwalkrun2_05_e,Speech,Locale_MainScenario:event_footstepwalkrun2_05_e_48,True,,,,,,,1,1,1.0,,,redhood,redhood,,,,
event_footstepwalkrun2_05_e_49,40066,event_footstepwalkrun2_05_e,Speech,Locale_MainScenario:event_footstepwalkrun2_05_e_49,True,,,,,,,1,1,1.0,,,redhood,redhood,,,,
event_footstepwalkrun2_05_e_50,40066,event_footstepwalkrun2_05_e,Speech,Locale_MainScenario:event_footstepwalkrun2_05_e_50,True,,,,,,,1,1,1.0,,,rapi_m,rapi_m,,,,
event_footstepwalkrun2_05_e_51,40066,event_footstepwalkrun2_05_e,Narration,Locale_MainScenario:event_footstepwalkrun2_05_e_51,False,,,,,,,1,1,1.0,,,,,,,,
event_footstepwalkrun2_05_e_52,40066,event_footstepwalkrun2_05_e,Speech,Locale_MainScenario:event_footstepwalkrun2_05_e_52,True,,,,,,,1,1,1.0,,,redhood,redhood,,,,
event_footstepwalkrun2_05_e_53,40066,event_footstepwalkrun2_05_e,Narration,Locale_MainScenario:event_footstepwalkrun2_05_e_53,False,,,,,,,1,1,1.0,,EventScene_footstepwalkrun_04_3,,,,,,
event_footstepwalkrun2_05_e_54,40066,event_footstepwalkrun2_05_e,Narration,Locale_MainScenario:event_footstepwalkrun2_05_e_54,False,,,,,,,1,1,1.0,,,,,,,sfx_scn_switchhard,
event_footstepwalkrun2_05_e_55,40066,event_footstepwalkrun2_05_e,Speech,Locale_MainScenario:event_footstepwalkrun2_05_e_55,True,,,,,,,1,1,1.0,,,redhood,redhood,,,,
event_footstepwalkrun2_05_e_56,40066,event_footstepwalkrun2_05_e,Speech,Locale_MainScenario:event_footstepwalkrun2_05_e_56,True,,,,,,,1,1,1.0,,,redhood,redhood,,,,
event_footstepwalkrun2_05_e_57,40066,event_footstepwalkrun2_05_e,Speech,Locale_MainScenario:event_footstepwalkrun2_05_e_57,True,,,,,,,1,1,1.0,,,rapi_m,rapi_m,,,,
event_footstepwalkrun2_05_e_58,40066,event_footstepwalkrun2_05_e,Narration,Locale_MainScenario:event_footstepwalkrun2_05_e_58,False,,,,,,,1,1,1.0,,EventScene_footstepwalkrun_04_4,,,,,,
event_footstepwalkrun2_05_e_59,40066,event_footstepwalkrun2_05_e,Narration,Locale_MainScenario:event_footstepwalkrun2_05_e_59,False,,,,,,,1,1,1.0,,,,,,,,
event_footstepwalkrun2_05_e_60,40066,event_footstepwalkrun2_05_e,Speech,Locale_MainScenario:event_footstepwalkrun2_05_e_60,True,,,,,,,1,1,1.0,,EventScene_footstepwalkrun_05,rapi_m,rapi_m,,,,
event_footstepwalkrun2_05_e_61,40066,event_footstepwalkrun2_05_e,Speech,Locale_MainScenario:event_footstepwalkrun2_05_e_61,True,,,,,,,1,1,1.0,,,rapi_m,rapi_m,,,,
event_footstepwalkrun2_05_e_62,40066,event_footstepwalkrun2_05_e,Speech,Locale_MainScenario:event_footstepwalkrun2_05_e_62,True,,,,,,,1,1,1.0,,,rapi_m,rapi_m,,,,
event_footstepwalkrun2_05_e_63,40066,event_footstepwalkrun2_05_e,Speech,Locale_MainScenario:event_footstepwalkrun2_05_e_63,True,,,,,,,1,1,1.0,,,rapi_m,rapi_m,,,,
event_footstepwalkrun2_05_e_64,40066,event_footstepwalkrun2_05_e,Narration,Locale_MainScenario:event_footstepwalkrun2_05_e_64,False,,,,,,,black,black,1.0,,,,,,,,black
event_footstepwalkrun2_05_e_65,40066,event_footstepwalkrun2_05_e,Narration,Locale_MainScenario:event_footstepwalkrun2_05_e_65,False,,,,,,,black,black,1.0,,,,,,,,
event_footstepwalkrun2_05_e_66,40066,event_footstepwalkrun2_05_e,Narration,Locale_MainScenario:event_footstepwalkrun2_05_e_66,False,,,,,,,black,black,1.0,,,,,,,,
event_footstepwalkrun2_05_e_67,40066,event_footstepwalkrun2_05_e,Narration,Locale_MainScenario:event_footstepwalkrun2_05_e_67,False,,,,,,,black,black,1.0,,,,,,,,
event_footstepwalkrun2_05_e_68,40066,event_footstepwalkrun2_05_e,Narration,Locale_MainScenario:event_footstepwalkrun2_05_e_68,False,,,,,,,black,black,1.0,,,,,,,,
event_footstepwalkrun2_05_e_69,40066,event_footstepwalkrun2_05_e,Narration,Locale_MainScenario:event_footstepwalkrun2_05_e_69,False,,,,,,,black,black,1.0,,,,,,,,
event_footstepwalkrun2_05_e_70,40066,event_footstepwalkrun2_05_e,Narration,Locale_MainScenario:event_footstepwalkrun2_05_e_70,False,,,,,,,black,black,1.0,,,,,,,,
event_footstepwalkrun2_05_e_71,40066,event_footstepwalkrun2_05_e,Narration,Locale_MainScenario:event_footstepwalkrun2_05_e_71,False,,,,,,,black,black,1.0,,,,,,,,
event_footstepwalkrun2_05_e_72,40066,event_footstepwalkrun2_05_e,Narration,Locale_MainScenario:event_footstepwalkrun2_05_e_72,False,,,,,,,black,black,1.0,,,,,,,,
event_footstepwalkrun2_05_e_73,40066,event_footstepwalkrun2_05_e,Narration,Locale_MainScenario:event_footstepwalkrun2_05_e_73,False,,,,,,,black,black,1.0,,,,,,,,
event_footstepwalkrun2_05_e_74,40066,event_footstepwalkrun2_05_e,Narration,Locale_MainScenario:event_footstepwalkrun2_05_e_74,False,,,,,,,black,black,1.0,,,,,,,,
