id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,play_sound,fade,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
event_killthelord_04_s_64,40043,event_killthelord_04_s,Speech,d_w,Locale_SubScenario:event_killthelord_04_s_64,True,,1,special,,10,10,1.0,,d_w,,,,13,idle,,,,,,,,,,
event_killthelord_04_s_65,40043,event_killthelord_04_s,Self,d_w,Locale_SubScenario:event_killthelord_04_s_65,False,,1,special,,10,10,1.0,,,,,,13,idle,,,,,,,,,,
event_killthelord_04_s_66,40043,event_killthelord_04_s,Speech,d_w,Locale_SubScenario:event_killthelord_04_s_66,True,,1,special,,10,10,1.0,,d_w,,,,13,idle,,,,,,,,,,
event_killthelord_04_s_67,40043,event_killthelord_04_s,Monologue,d_w,Locale_SubScenario:event_killthelord_04_s_67,False,,1,idle,,10,12,1.0,,,,,,13,idle,,,,,,,,,,
event_killthelord_04_s_68,40043,event_killthelord_04_s,Speech,d_w,Locale_SubScenario:event_killthelord_04_s_68,False,,1,idle,,12,12,1.0,,kamila,,,,13,idle,,,,,,,,,,
event_killthelord_04_s_69,40043,event_killthelord_04_s,Speech,d_w,Locale_SubScenario:event_killthelord_04_s_69,False,,1,idle,,12,12,1.0,,kamila,,,,13,idle,,,,,,,,,,
event_killthelord_04_s_70,40043,event_killthelord_04_s,Speech,d_w,Locale_SubScenario:event_killthelord_04_s_70,False,,1,idle,,12,12,1.0,,kamila,,,,13,idle,,,,,,,,,,
event_killthelord_04_s_71,40043,event_killthelord_04_s,Speech,d_w,Locale_SubScenario:event_killthelord_04_s_71,False,,1,idle,,12,12,1.0,,kamila,,,,13,idle,,,,,,,,,,
event_killthelord_04_s_72,40043,event_killthelord_04_s,Speech,d_w,Locale_SubScenario:event_killthelord_04_s_72,False,,1,idle,,12,12,1.0,,kamila,,,,13,idle,,,,,,,,,,
event_killthelord_04_s_73,40043,event_killthelord_04_s,Speech,d_w,Locale_SubScenario:event_killthelord_04_s_73,False,,1,idle,,12,12,1.0,,kamila,,,,13,idle,,,,,,,,,,
event_killthelord_04_s_74,40043,event_killthelord_04_s,Speech,d_w,Locale_SubScenario:event_killthelord_04_s_74,False,,1,idle,,12,12,1.0,,kamila,,,,13,idle,,,,,,,,,,
event_killthelord_04_s_75,40043,event_killthelord_04_s,Speech,d_w,Locale_SubScenario:event_killthelord_04_s_75,False,,1,idle,,12,12,1.0,,kamila,,,,13,idle,,,,,,,,,,
event_killthelord_04_s_76,40043,event_killthelord_04_s,Speech,d_w,Locale_SubScenario:event_killthelord_04_s_76,False,,1,idle,,12,12,1.0,,kamila,,,,13,idle,,,,,,,,,,
event_killthelord_04_s_77,40043,event_killthelord_04_s,Speech,rosanna_m,Locale_SubScenario:event_killthelord_04_s_77,True,,1,idle,,12,12,1.0,,rosanna_m,,,,13,idle,,,,,,,,,,
event_killthelord_04_s_78,40043,event_killthelord_04_s,Speech,rosanna_m,Locale_SubScenario:event_killthelord_04_s_78,False,,1,idle,,12,12,1.0,,kamila,,,,13,idle,,,,,,,,,,
event_killthelord_04_s_79,40043,event_killthelord_04_s,Speech,rosanna_m,Locale_SubScenario:event_killthelord_04_s_79,False,,1,idle,,12,12,1.0,,kamila,,,,13,idle,,,,,,,,,,
event_killthelord_04_s_80,40043,event_killthelord_04_s,Speech,rosanna_m,Locale_SubScenario:event_killthelord_04_s_80,False,,1,idle,,12,12,1.0,,kamila,,,,13,idle,,,,,,,,,,
event_killthelord_04_s_81,40043,event_killthelord_04_s,Speech,rosanna_m,Locale_SubScenario:event_killthelord_04_s_81,False,,1,idle,,12,130,1.0,,rosanna_m,,,,13,idle,,,,,,,,,,
event_killthelord_04_s_82,40043,event_killthelord_04_s,Speech,rosanna_m,Locale_SubScenario:event_killthelord_04_s_82,True,,1,idle,,130,130,1.0,,rosanna_m,,,,13,good,,,,,,,,,,
event_killthelord_04_s_83,40043,event_killthelord_04_s,Speech,rosanna_m,Locale_SubScenario:event_killthelord_04_s_83,True,,1,idle,,130,130,1.0,,rosanna_m,,,,13,idle,,,,,,,,,,
event_killthelord_04_s_84,40043,event_killthelord_04_s,Monologue,rosanna_m,Locale_SubScenario:event_killthelord_04_s_84,False,,1,idle,,130,130,1.0,,,,,,13,idle,,,,,,,,,,
event_killthelord_04_s_85,40043,event_killthelord_04_s,Speech,rosanna_m,Locale_SubScenario:event_killthelord_04_s_85,True,,1,idle,,130,130,1.0,,rosanna_m,,,,13,idle,,,,,,,,,,
event_killthelord_04_s_86,40043,event_killthelord_04_s,Speech,rosanna_m,Locale_SubScenario:event_killthelord_04_s_86,False,,1,idle,,130,130,1.0,,kamila,,,,13,idle,,,,,,,,,,
event_killthelord_04_s_87,40043,event_killthelord_04_s,Speech,rosanna_m,Locale_SubScenario:event_killthelord_04_s_87,False,,1,idle,,130,130,1.0,,kamila,,,,13,idle,,,,,,,,,,
event_killthelord_04_s_88,40043,event_killthelord_04_s,Monologue,rosanna_m,Locale_SubScenario:event_killthelord_04_s_88,False,,1,idle,,130,130,1.0,,,,,,13,idle,,,,,,,,,,
event_killthelord_04_s_89,40043,event_killthelord_04_s,Speech,d_w,Locale_SubScenario:event_killthelord_04_s_89,False,,1,idle,,10,10,1.0,,d_w,,,,13,idle,,,,,,,,,,
event_killthelord_04_s_90,40043,event_killthelord_04_s,Speech,d_w,Locale_SubScenario:event_killthelord_04_s_90,False,,1,sad,,10,10,1.0,,d_w,,,,13,idle,,,,,,,,,,
event_killthelord_04_s_91,40043,event_killthelord_04_s,Self,d_w,Locale_SubScenario:event_killthelord_04_s_91,False,,1,sad,,10,10,1.0,,,,,,13,idle,,,,,,,,,,
event_killthelord_04_s_92,40043,event_killthelord_04_s,Speech,d_w,Locale_SubScenario:event_killthelord_04_s_92,False,,1,sad,,10,10,1.0,,people,,,,13,idle,,,,,,,,,,
event_killthelord_04_s_93,40043,event_killthelord_04_s,Speech,d_w,Locale_SubScenario:event_killthelord_04_s_93,False,,1,sad,,10,10,1.0,,people,,,,13,idle,,,,,,,,,,
event_killthelord_04_s_94,40043,event_killthelord_04_s,Monologue,d_w,Locale_SubScenario:event_killthelord_04_s_94,False,,1,sad,,10,10,1.0,,,,,,13,idle,,,,,,,,,,
event_killthelord_04_s_95,40043,event_killthelord_04_s,Speech,d_w,Locale_SubScenario:event_killthelord_04_s_95,True,,1,sad,,10,10,1.0,,d_w,,,,13,idle,,,,,,,,,,
event_killthelord_04_s_96,40043,event_killthelord_04_s,Speech,d_w,Locale_SubScenario:event_killthelord_04_s_96,True,,1,sad,,10,10,1.0,,d_w,,,,13,idle,,,,,,,,,,
event_killthelord_04_s_97,40043,event_killthelord_04_s,Speech,d_w,Locale_SubScenario:event_killthelord_04_s_97,True,,1,sad,,10,10,1.0,,d_w,,,,13,idle,,,,,,,,,,
event_killthelord_04_s_98,40043,event_killthelord_04_s,Speech,d_w,Locale_SubScenario:event_killthelord_04_s_98,False,,1,sad,,10,10,1.0,,kamila,,,,13,idle,,,,,,,,,,
event_killthelord_04_s_99,40043,event_killthelord_04_s,Speech,d_w,Locale_SubScenario:event_killthelord_04_s_99,False,,1,sad,,10,10,1.0,,kamila,,,,13,idle,,,,,,,,,,
event_killthelord_04_s_100,40043,event_killthelord_04_s,Speech,d_w,Locale_SubScenario:event_killthelord_04_s_100,False,,1,sad,,10,10,1.0,,kamila,,,,13,idle,,,,,,,,,,
event_killthelord_04_s_101,40043,event_killthelord_04_s,Speech,d_w,Locale_SubScenario:event_killthelord_04_s_101,False,,1,sad,,10,10,1.0,,kamila,,,,13,idle,,,,,,,,,,
event_killthelord_04_s_102,40043,event_killthelord_04_s,Self,d_w,Locale_SubScenario:event_killthelord_04_s_102,False,,1,sad,,10,10,1.0,,,,,,13,idle,,,,,,,,,,
event_killthelord_04_s_103,40043,event_killthelord_04_s,Speech,d_w,Locale_SubScenario:event_killthelord_04_s_103,True,,1,sad,,10,10,1.0,,d_w,,,,13,idle,,,,,,,,,,
event_killthelord_04_s_104,40043,event_killthelord_04_s,Speech,d_w,Locale_SubScenario:event_killthelord_04_s_104,True,,1,sad,,10,10,1.0,,d_w,,,,13,idle,,,,,,,,,,
event_killthelord_04_s_105,40043,event_killthelord_04_s,Speech,d_w,Locale_SubScenario:event_killthelord_04_s_105,False,,1,sad,,10,10,1.0,,kamila,,,,13,idle,,,,,,,,,,
event_killthelord_04_s_106,40043,event_killthelord_04_s,Speech,d_w,Locale_SubScenario:event_killthelord_04_s_106,True,,1,surprise,,10,10,1.0,,d_w,,,,13,idle,,,,,,,,,,
event_killthelord_04_s_107,40043,event_killthelord_04_s,Speech,d_w,Locale_SubScenario:event_killthelord_04_s_107,False,,1,surprise,,10,10,1.0,,kamila,,,,13,idle,,,,,,,,,,
event_killthelord_04_s_108,40043,event_killthelord_04_s,Speech,d_w,Locale_SubScenario:event_killthelord_04_s_108,False,,1,surprise,,10,10,1.0,,kamila,,,,13,idle,,,,,,,,,,
event_killthelord_04_s_109,40043,event_killthelord_04_s,Monologue,d_w,Locale_SubScenario:event_killthelord_04_s_109,False,,1,idle,,10,12,1.0,,,sfx_scn_clothrustle,,,13,idle,,,,,,,,,,
event_killthelord_04_s_110,40043,event_killthelord_04_s,Speech,d_w,Locale_SubScenario:event_killthelord_04_s_110,False,,1,idle,,12,12,1.0,,kamila,,,,13,idle,,,,,,,,,,
event_killthelord_04_s_111,40043,event_killthelord_04_s,Speech,d_w,Locale_SubScenario:event_killthelord_04_s_111,False,,1,idle,,12,12,1.0,,kamila,,,,13,idle,,,,,,,,,,
event_killthelord_04_s_112,40043,event_killthelord_04_s,Speech,d_w,Locale_SubScenario:event_killthelord_04_s_112,False,,1,idle,,12,12,1.0,,kamila,,,,13,idle,,,,,,,,,,
event_killthelord_04_s_113,40043,event_killthelord_04_s,Speech,d_w,Locale_SubScenario:event_killthelord_04_s_113,False,,1,idle,,12,12,1.0,,people,,,,13,idle,,,,,,,,,,
event_killthelord_04_s_114,40043,event_killthelord_04_s,Speech,d_w,Locale_SubScenario:event_killthelord_04_s_114,False,,1,idle,,12,12,1.0,,kamila,,,,13,idle,,,,,,,,,,
event_killthelord_04_s_115,40043,event_killthelord_04_s,Speech,d_w,Locale_SubScenario:event_killthelord_04_s_115,False,,1,idle,,12,12,1.0,none,kamila,,,,13,idle,,,,,,,,,,
event_killthelord_04_s_116,40043,event_killthelord_04_s,Speech,d_w,Locale_SubScenario:event_killthelord_04_s_116,False,,1,idle,,black,black,1.0,,kamila,,,,13,idle,d_w,rosanna_m,fancyfemale,13,,,,,,
event_killthelord_04_s_117,40043,event_killthelord_04_s,Speech,fancyfemale,Locale_SubScenario:event_killthelord_04_s_117,True,,,,,1,1,1.0,bgm_floraltribute,fancyfemale,,black,,,,,,,1,idle,,,,,
event_killthelord_04_s_118,40043,event_killthelord_04_s,Speech,fancyfemale,Locale_SubScenario:event_killthelord_04_s_118,True,,,,,1,1,1.0,,fancyfemale,,,,,,,,,1,idle,,,,,
event_killthelord_04_s_119,40043,event_killthelord_04_s,Speech,fancyfemale,Locale_SubScenario:event_killthelord_04_s_119,True,,,,,1,1,1.0,,fancyfemale,,,,,,,,,1,idle,,,,,
event_killthelord_04_s_120,40043,event_killthelord_04_s,Speech,fancyfemale,Locale_SubScenario:event_killthelord_04_s_120,True,,,,,1,1,1.0,,fancyfemale,,,,,,,,,1,idle,,,,,
event_killthelord_04_s_121,40043,event_killthelord_04_s,Speech,fancyfemale,Locale_SubScenario:event_killthelord_04_s_121,True,,,,,1,1,1.0,,fancyfemale,,,,,,,,,1,idle,,,,,
event_killthelord_04_s_122,40043,event_killthelord_04_s,Speech,royalmale,Locale_SubScenario:event_killthelord_04_s_122,True,,,,,1,1,1.0,,royalmale,,black,,,,,,,3,idle,fancyfemale,royalmale,1,idle,
event_killthelord_04_s_123,40043,event_killthelord_04_s,Speech,royalmale,Locale_SubScenario:event_killthelord_04_s_123,True,,,,,1,1,1.0,,royalmale,,,,,,,,,,,,,1,idle,
event_killthelord_04_s_124,40043,event_killthelord_04_s,Speech,royalmale,Locale_SubScenario:event_killthelord_04_s_124,True,,,,,1,1,1.0,,royalmale,,,,,,,,,,,,,1,idle,
event_killthelord_04_s_125,40043,event_killthelord_04_s,Speech,royalmale,Locale_SubScenario:event_killthelord_04_s_125,True,,,,,1,1,1.0,,royalmale,,,,,,,,,,,,,1,idle,
event_killthelord_04_s_126,40043,event_killthelord_04_s,Speech,royalmale,Locale_SubScenario:event_killthelord_04_s_126,True,,,,,1,1,1.0,,royalmale,,,,,,,,,,,,,1,idle,
event_killthelord_04_s_127,40043,event_killthelord_04_s,Speech,royalmale,Locale_SubScenario:event_killthelord_04_s_127,True,,,,,1,1,1.0,,royalmale,,,,,,,,,,,,,1,idle,
event_killthelord_04_s_128,40043,event_killthelord_04_s,Monologue,royalmale,Locale_SubScenario:event_killthelord_04_s_128,False,,,,,black,black,1.0,,,,black,,,,,,,,,,,3,idle,royalmale
event_killthelord_04_s_129,40043,event_killthelord_04_s,Monologue,royalmale,Locale_SubScenario:event_killthelord_04_s_129,False,d_w,1,idle,,black,black,1.0,,,,,rosanna_m,13,idle,,,,,,,,,,
event_killthelord_04_s_130,40043,event_killthelord_04_s,Speech,d_w,Locale_SubScenario:event_killthelord_04_s_130,False,,1,idle,,12,12,1.0,,kamila,,,,13,idle,,,,,,,,,,
event_killthelord_04_s_131,40043,event_killthelord_04_s,Speech,d_w,Locale_SubScenario:event_killthelord_04_s_131,False,,1,idle,,12,12,1.0,,kamila,,,,13,idle,,,,,,,,,,
event_killthelord_04_s_132,40043,event_killthelord_04_s,Narration,d_w,Locale_SubScenario:event_killthelord_04_s_132,False,,1,idle,,12,12,1.0,,,sfx_scn_crowdclap,,,13,idle,,,,,,,,,,
event_killthelord_04_s_133,40043,event_killthelord_04_s,Speech,d_w,Locale_SubScenario:event_killthelord_04_s_133,False,,1,idle,,12,12,1.0,,kamila,,,,13,idle,,,,,,,,,,
event_killthelord_04_s_134,40043,event_killthelord_04_s,Speech,d_w,Locale_SubScenario:event_killthelord_04_s_134,False,,1,idle,,12,12,1.0,,kamila,,,,13,idle,,,,,,,,,,
event_killthelord_04_s_135,40043,event_killthelord_04_s,Speech,d_w,Locale_SubScenario:event_killthelord_04_s_135,False,,1,idle,,12,12,1.0,,kamila,,,,13,idle,,,,,,,,,,
event_killthelord_04_s_136,40043,event_killthelord_04_s,Speech,d_w,Locale_SubScenario:event_killthelord_04_s_136,False,,1,idle,,12,12,1.0,,kamila,,,,13,idle,,,,,,,,,,
