id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,set_filter_01,speaker,characters/0/hide_char_id,fade,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id
event_ce006_3_03_e_15,40080,event_ce006_3_03_e,Speech,art,Locale_MainScenario:event_ce006_3_03_e_15,False,,1,idle,artcity_s,black,black,1.0,,,Grey,com,,black,,,,,,,,,,,,,,,
event_ce006_3_03_e_16,40080,event_ce006_3_03_e,Speech,com,Locale_MainScenario:event_ce006_3_03_e_16,True,,1,idle,,1,1,1.0,,,Grey,com,,,,,,,,,,,,,,,,,
event_ce006_3_03_e_17,40080,event_ce006_3_03_e,Speech,com,Locale_MainScenario:event_ce006_3_03_e_17,True,,1,idle,,1,1,1.0,,,Grey,com,,,,,,,,,,,,,,,,,
event_ce006_3_03_e_18,40080,event_ce006_3_03_e,Speech,com,Locale_MainScenario:event_ce006_3_03_e_18,True,,1,idle,,1,1,1.0,,,Grey,com,,,,,,,,,,,,,,,,,
event_ce006_3_03_e_19,40080,event_ce006_3_03_e,Speech,com,Locale_MainScenario:event_ce006_3_03_e_19,True,,1,idle,,1,1,1.0,,,Grey,com,,,,,,,,,,,,,,,,,
event_ce006_3_03_e_20,40080,event_ce006_3_03_e,Speech,com,Locale_MainScenario:event_ce006_3_03_e_20,True,,1,idle,,1,1,1.0,,,Grey,com,,,,,,,,,,,,,,,,,
event_ce006_3_03_e_21,40080,event_ce006_3_03_e,Speech,com,Locale_MainScenario:event_ce006_3_03_e_21,True,,1,idle,,black,black,1.0,,,Grey,com,,,,,,,,,,,,,,,,,
event_ce006_3_03_e_22,40080,event_ce006_3_03_e,Speech,com,Locale_MainScenario:event_ce006_3_03_e_22,True,,1,idle,,black,black,1.0,,,Grey,com,,,,,,,,,,,,,,,,,
event_ce006_3_03_e_23,40080,event_ce006_3_03_e,Speech,com,Locale_MainScenario:event_ce006_3_03_e_23,True,,1,idle,,black,black,1.0,,,Grey,com,,,,,,,,,,,,,,,,,
event_ce006_3_03_e_24,40080,event_ce006_3_03_e,Speech,com,Locale_MainScenario:event_ce006_3_03_e_24,True,,1,idle,,black,black,1.0,,,Grey,com,,,,,,,,,,,,,,,,,
event_ce006_3_03_e_25,40080,event_ce006_3_03_e,Speech,com,Locale_MainScenario:event_ce006_3_03_e_25,True,,1,idle,,black,black,1.0,,,Grey,com,,,,,,,,,,,,,,,,,
event_ce006_3_03_e_26,40080,event_ce006_3_03_e,Speech,com,Locale_MainScenario:event_ce006_3_03_e_26,True,,1,idle,,black,black,1.0,,,Grey,com,,,,,,,,,,,,,,,,,
event_ce006_3_03_e_27,40080,event_ce006_3_03_e,Speech,com,Locale_MainScenario:event_ce006_3_03_e_27,True,,1,idle,,1,1,1.0,,,Grey,com,,black,,,,,,,,,,,,,,,
event_ce006_3_03_e_28,40080,event_ce006_3_03_e,Speech,com,Locale_MainScenario:event_ce006_3_03_e_28,True,,1,idle,,1,1,1.0,,,Grey,com,,,,,,,,,,,,,,,,,
event_ce006_3_03_e_29,40080,event_ce006_3_03_e,Speech,com,Locale_MainScenario:event_ce006_3_03_e_29,True,,1,idle,,1,1,1.0,,,Grey,com,,,,,,,,,,,,,,,,,
event_ce006_3_03_e_30,40080,event_ce006_3_03_e,Speech,com,Locale_MainScenario:event_ce006_3_03_e_30,True,,1,idle,,1,1,1.0,,,Grey,com,,,,,,,,,,,,,,,,,
event_ce006_3_03_e_31,40080,event_ce006_3_03_e,Speech,com,Locale_MainScenario:event_ce006_3_03_e_31,True,,1,idle,,1,1,1.0,,,Grey,com,,,,,,,,,,,,,,,,,
event_ce006_3_03_e_32,40080,event_ce006_3_03_e,Speech,com,Locale_MainScenario:event_ce006_3_03_e_32,False,,1,idle,,1,1,1.0,,,Grey,com,,,,,,,,,,,,,,,,,
event_ce006_3_03_e_33,40080,event_ce006_3_03_e,Speech,com,Locale_MainScenario:event_ce006_3_03_e_33,False,,1,idle,,1,1,1.0,,,Grey,com,,,,,,,,,,,,,,,,,
event_ce006_3_03_e_34,40080,event_ce006_3_03_e,Speech,com,Locale_MainScenario:event_ce006_3_03_e_34,True,,1,idle,,1,1,1.0,,,Grey,com,,,,,,,,,,,,,,,,,
event_ce006_3_03_e_35,40080,event_ce006_3_03_e,Speech,com,Locale_MainScenario:event_ce006_3_03_e_35,True,,1,idle,,1,1,1.0,,,Grey,com,,,,,,,,,,,,,,,,,
event_ce006_3_03_e_36,40080,event_ce006_3_03_e,Speech,com,Locale_MainScenario:event_ce006_3_03_e_36,True,,1,idle,,1,1,1.0,,,Grey,com,,,,,,,,,,,,,,,,,
event_ce006_3_03_e_37,40080,event_ce006_3_03_e,Speech,com,Locale_MainScenario:event_ce006_3_03_e_37,True,,1,idle,,1,1,1.0,,,Grey,com,,,,,,,,,,,,,,,,,
event_ce006_3_03_e_38,40080,event_ce006_3_03_e,Speech,com,Locale_MainScenario:event_ce006_3_03_e_38,True,,1,idle,,1,1,1.0,,,Grey,com,,,,,,,,,,,,,,,,,
event_ce006_3_03_e_39,40080,event_ce006_3_03_e,Speech,com,Locale_MainScenario:event_ce006_3_03_e_39,True,,1,idle,,1,1,1.0,,,Grey,com,,,,,,,,,,,,,,,,,
event_ce006_3_03_e_40,40080,event_ce006_3_03_e,Speech,com,Locale_MainScenario:event_ce006_3_03_e_40,True,,1,idle,,1,10,1.5,,,Grey,com,,,,,,,,,,,,,,,,,
event_ce006_3_03_e_41,40080,event_ce006_3_03_e,Speech,com,Locale_MainScenario:event_ce006_3_03_e_41,False,,1,idle,,black,black,1.0,,none,Grey,com,,,,,,,,,,,,,,,,,
event_ce006_3_03_e_42,40080,event_ce006_3_03_e,Speech,com,Locale_MainScenario:event_ce006_3_03_e_42,True,,1,idle,,10,10,1.0,,,Grey,com,,,,,,,,,,,,,,,,,
event_ce006_3_03_e_43,40080,event_ce006_3_03_e,Speech,com,Locale_MainScenario:event_ce006_3_03_e_43,True,,1,idle,,10,10,1.0,,,Grey,com,,,,,,,,,,,,,,,,,
event_ce006_3_03_e_44,40080,event_ce006_3_03_e,Speech,com,Locale_MainScenario:event_ce006_3_03_e_44,True,,1,idle,,10,10,1.0,,,Grey,com,,,,,,,,,,,,,,,,,
event_ce006_3_03_e_45,40080,event_ce006_3_03_e,Speech,com,Locale_MainScenario:event_ce006_3_03_e_45,True,,1,idle,,10,10,1.0,,,Grey,com,,,,,,,,,,,,,,,,,
event_ce006_3_03_e_46,40080,event_ce006_3_03_e,Speech,com,Locale_MainScenario:event_ce006_3_03_e_46,True,,1,idle,,10,1,1.0,,,Grey,com,,,,,,,,,,,,,,,,,
event_ce006_3_03_e_47,40080,event_ce006_3_03_e,Narration,ce006_02,Locale_MainScenario:event_ce006_3_03_e_47,False,,12,idle,EventScene_memoriesteller_07,black,black,1.0,sfx_scn_swordsimpact,collab_bgm_sb_boss_gigas_loop,Grey,,com,black,,,,,,,,,,,,,,,
event_ce006_3_03_e_48,40080,event_ce006_3_03_e,Narration,ce006_02,Locale_MainScenario:event_ce006_3_03_e_48,False,,,,,memoriesteller_07_01,memoriesteller_07_02,1.0,,,,,,,,,,,,,,,,,,,,,
event_ce006_3_03_e_49,40080,event_ce006_3_03_e,Narration,ce006_02,Locale_MainScenario:event_ce006_3_03_e_49,False,,,,,memoriesteller_07_02,memoriesteller_07_02,1.0,,,,,,,,,,,,,,,,,,,,,
event_ce006_3_03_e_50,40080,event_ce006_3_03_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_e_50,True,,,,,memoriesteller_07_02,memoriesteller_07_02,1.5,,,,ce006_02,,,,,,,,,,,,,,,,,
event_ce006_3_03_e_51,40080,event_ce006_3_03_e,Speech,hongryeon,Locale_MainScenario:event_ce006_3_03_e_51,True,,,,,memoriesteller_07_02,memoriesteller_07_03,1.5,,,,hongryeon,,,,,,,,,,,,,,,,,
event_ce006_3_03_e_52,40080,event_ce006_3_03_e,Speech,rapunzel,Locale_MainScenario:event_ce006_3_03_e_52,True,,,,,memoriesteller_07_03,memoriesteller_07_04,1.5,,,,rapunzel,,,,,,,,,,,,,,,,,
event_ce006_3_03_e_53,40080,event_ce006_3_03_e,Speech,snowwhite,Locale_MainScenario:event_ce006_3_03_e_53,True,,,,,memoriesteller_07_04,memoriesteller_07_04,1.0,,,,snowwhite,,,,,,,,,,,,,,,,,
event_ce006_3_03_e_54,40080,event_ce006_3_03_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_e_54,True,,,,,memoriesteller_07_04,1,1.75,,,,ce006_02,,,,,,,,,,,,,,,,,
event_ce006_3_03_e_55,40080,event_ce006_3_03_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_e_55,True,,,,,1,1,1.0,,,,ce006_02,,,,,,,,,,,,,,,,,
event_ce006_3_03_e_56,40080,event_ce006_3_03_e,Speech,hongryeon,Locale_MainScenario:event_ce006_3_03_e_56,True,,,,,1,1,1.0,,,,hongryeon,,,,,,,,,,,,,,,,,
event_ce006_3_03_e_57,40080,event_ce006_3_03_e,Speech,rapunzel,Locale_MainScenario:event_ce006_3_03_e_57,True,,,,,1,1,1.0,,,,rapunzel,,,,,,,,,,,,,,,,,
event_ce006_3_03_e_58,40080,event_ce006_3_03_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_e_58,True,,,,,1,1,1.0,,,,ce006_02,,,,,,,,,,,,,,,,,
event_ce006_3_03_e_59,40080,event_ce006_3_03_e,Speech,snowwhite,Locale_MainScenario:event_ce006_3_03_e_59,True,,,,,1,1,1.0,,,,snowwhite,,,,,,,,,,,,,,,,,
event_ce006_3_03_e_60,40080,event_ce006_3_03_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_e_60,False,,,,,1,1,1.0,,,,ce006_02,,,,,,,,,,,,,,,,,
event_ce006_3_03_e_61,40080,event_ce006_3_03_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_e_61,True,,,,,1,1,1.0,,,,ce006_02,,,,,,,,,,,,,,,,,
event_ce006_3_03_e_62,40080,event_ce006_3_03_e,Speech,rapunzel,Locale_MainScenario:event_ce006_3_03_e_62,True,,,,,1,1,1.0,,,,rapunzel,,,,,,,,,,,,,,,,,
event_ce006_3_03_e_63,40080,event_ce006_3_03_e,Speech,rapunzel,Locale_MainScenario:event_ce006_3_03_e_63,True,,,,,1,1,1.0,,,,rapunzel,,,,,,,,,,,,,,,,,
event_ce006_3_03_e_64,40080,event_ce006_3_03_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_e_64,True,,,,,1,1,1.0,,,,ce006_02,,,,,,,,,,,,,,,,,
event_ce006_3_03_e_65,40080,event_ce006_3_03_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_e_65,True,,,,,1,1,1.0,,,,ce006_02,,,,,,,,,,,,,,,,,
event_ce006_3_03_e_66,40080,event_ce006_3_03_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_e_66,True,,,,,1,1,1.0,,,,ce006_02,,,,,,,,,,,,,,,,,
event_ce006_3_03_e_67,40080,event_ce006_3_03_e,Speech,hongryeon,Locale_MainScenario:event_ce006_3_03_e_67,True,,,,,1,1,1.0,,,,hongryeon,,,,,,,,,,,,,,,,,
event_ce006_3_03_e_68,40080,event_ce006_3_03_e,Speech,snowwhite,Locale_MainScenario:event_ce006_3_03_e_68,True,,,,,1,1,1.0,,,,snowwhite,,,,,,,,,,,,,,,,,
event_ce006_3_03_e_69,40080,event_ce006_3_03_e,Speech,rapunzel,Locale_MainScenario:event_ce006_3_03_e_69,True,,,,,1,1,1.0,,,,rapunzel,,,,,,,,,,,,,,,,,
event_ce006_3_03_e_70,40080,event_ce006_3_03_e,Narration,rapunzel,Locale_MainScenario:event_ce006_3_03_e_70,False,ce006_02,12,idle,CityForest_03,black,black,1.0,,none,,,,black,hongryeon,2,idle,rapunzel,4,idle,snowwhite,6,idle,,,,,,
event_ce006_3_03_e_71,40080,event_ce006_3_03_e,Speech,snowwhite,Locale_MainScenario:event_ce006_3_03_e_71,True,,12,idle,,5,5,1.0,,bgm_theruinedcity,,snowwhite,,,,2,no,,4,no,,6,idle,,,,,,
event_ce006_3_03_e_72,40080,event_ce006_3_03_e,Speech,rapunzel,Locale_MainScenario:event_ce006_3_03_e_72,True,,12,idle,,5,5,1.0,,,,rapunzel,,,,2,no,,4,no,,6,idle,,,,,,
event_ce006_3_03_e_73,40080,event_ce006_3_03_e,Speech,hongryeon,Locale_MainScenario:event_ce006_3_03_e_73,True,,12,idle,,1,1,1.0,,,,hongryeon,,,,2,no,,4,no,,6,idle,,,,,,
event_ce006_3_03_e_74,40080,event_ce006_3_03_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_e_74,True,,12,idle,,1,1,1.0,,,,ce006_02,,,,2,no,,4,no,,6,idle,,,,,,
event_ce006_3_03_e_75,40080,event_ce006_3_03_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_e_75,True,,12,idle,,1,1,1.0,,,,ce006_02,,,,2,no,,4,no,,6,idle,,,,,,
event_ce006_3_03_e_76,40080,event_ce006_3_03_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_e_76,True,,12,no,,1,120,1.3,,,,ce006_02,,,,2,no,,4,no,,6,idle,,,,,,
event_ce006_3_03_e_77,40080,event_ce006_3_03_e,Narration,ce006_02,Locale_MainScenario:event_ce006_3_03_e_77,False,,12,no,,black,black,1.0,,,,,,,,2,no,,4,no,,6,idle,,,,,,
event_ce006_3_03_e_78,40080,event_ce006_3_03_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_e_78,True,,12,no,,120,120,1.0,,,,ce006_02,,,,2,no,,4,no,,6,idle,,,,,,
event_ce006_3_03_e_79,40080,event_ce006_3_03_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_e_79,True,,12,no,,120,120,1.0,,,,ce006_02,,,,2,no,,4,no,,6,idle,,,,,,
event_ce006_3_03_e_80,40080,event_ce006_3_03_e,Speech,hongryeon,Locale_MainScenario:event_ce006_3_03_e_80,True,,12,no,,120,1,1.3,,,,hongryeon,,,,2,no,,4,no,,6,idle,,,,,,
event_ce006_3_03_e_81,40080,event_ce006_3_03_e,Speech,hongryeon,Locale_MainScenario:event_ce006_3_03_e_81,True,,12,no,,1,1,1.0,,,,hongryeon,,,,2,idle,,4,no,,6,idle,,,,,,
event_ce006_3_03_e_82,40080,event_ce006_3_03_e,Speech,hongryeon,Locale_MainScenario:event_ce006_3_03_e_82,True,,12,no,,1,1,1.0,,,,hongryeon,,,,2,idle,,4,no,,6,idle,,,,,,
event_ce006_3_03_e_83,40080,event_ce006_3_03_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_e_83,True,,12,no,,1,1,1.0,,,,ce006_02,,,,2,idle,,4,no,,6,idle,,,,,,
event_ce006_3_03_e_84,40080,event_ce006_3_03_e,Speech,hongryeon,Locale_MainScenario:event_ce006_3_03_e_84,True,,12,no,,1,1,1.0,,,,hongryeon,,,,2,idle,,4,no,,6,idle,,,,,,
event_ce006_3_03_e_85,40080,event_ce006_3_03_e,Speech,rapunzel,Locale_MainScenario:event_ce006_3_03_e_85,True,,12,no,,5,5,1.0,,,,rapunzel,,,,2,idle,,4,idle,,6,idle,,,,,,
event_ce006_3_03_e_86,40080,event_ce006_3_03_e,Speech,snowwhite,Locale_MainScenario:event_ce006_3_03_e_86,True,,12,no,,5,5,1.0,,,,snowwhite,,,,2,idle,,4,idle,,6,idle,,,,,,
event_ce006_3_03_e_87,40080,event_ce006_3_03_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_e_87,True,,12,surprise,,1,1,1.0,,,,ce006_02,,,,2,idle,,4,idle,,6,idle,,,,,,
event_ce006_3_03_e_88,40080,event_ce006_3_03_e,Speech,hongryeon,Locale_MainScenario:event_ce006_3_03_e_88,True,,12,surprise,,1,1,1.0,,,,hongryeon,,,,2,idle,,4,idle,,6,idle,,,,,,
event_ce006_3_03_e_89,40080,event_ce006_3_03_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_e_89,True,,12,surprise,,1,1,1.0,,,,ce006_02,,,,2,idle,,4,idle,,6,idle,,,,,,
event_ce006_3_03_e_90,40080,event_ce006_3_03_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_e_90,True,,12,surprise,,1,1,1.0,,,,ce006_02,,,,2,idle,,4,idle,,6,idle,,,,,,
event_ce006_3_03_e_91,40080,event_ce006_3_03_e,Speech,hongryeon,Locale_MainScenario:event_ce006_3_03_e_91,True,,12,surprise,,1,1,1.0,,,,hongryeon,,,,2,idle,,4,idle,,6,idle,,,,,,
event_ce006_3_03_e_92,40080,event_ce006_3_03_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_e_92,True,,12,no,,1,1,1.0,,,,ce006_02,,,,2,idle,,4,idle,,6,idle,,,,,,
event_ce006_3_03_e_93,40080,event_ce006_3_03_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_e_93,True,,12,no,,1,1,1.0,,,,ce006_02,,,,2,idle,,4,idle,,6,idle,,,,,,
event_ce006_3_03_e_94,40080,event_ce006_3_03_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_e_94,False,,12,no,,1,1,1.0,,,,ce006_02,,,,2,idle,,4,idle,,6,idle,,,,,,
event_ce006_3_03_e_95,40080,event_ce006_3_03_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_e_95,True,,12,surprise,,1,1,1.0,,,,ce006_02,,,,2,idle,,4,idle,,6,idle,,,,,,
event_ce006_3_03_e_96,40080,event_ce006_3_03_e,Speech,hongryeon,Locale_MainScenario:event_ce006_3_03_e_96,False,,12,surprise,,1,1,1.0,,,,hongryeon,,,,2,surprise,,4,idle,,6,idle,,,,,,
event_ce006_3_03_e_97,40080,event_ce006_3_03_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_e_97,True,,12,surprise,,1,1,1.0,,,,ce006_02,,,,2,surprise,,4,idle,,6,idle,,,,,,
event_ce006_3_03_e_98,40080,event_ce006_3_03_e,Speech,hongryeon,Locale_MainScenario:event_ce006_3_03_e_98,False,,12,surprise,,1,1,1.0,,none,,hongryeon,,,,2,no,,4,idle,,6,idle,,,,,,
event_ce006_3_03_e_99,40080,event_ce006_3_03_e,Speech,hongryeon,Locale_MainScenario:event_ce006_3_03_e_99,True,,12,surprise,,1,1,1.0,,,,hongryeon,,,,2,no,,4,idle,,6,idle,,,,,,
event_ce006_3_03_e_100,40080,event_ce006_3_03_e,Narration,ce006_02,Locale_MainScenario:event_ce006_3_03_e_100,False,,12,surprise,,1,120,0.7,,,,,,,,2,no,,4,idle,,6,idle,,,,,,
event_ce006_3_03_e_101,40080,event_ce006_3_03_e,Narration,ce006_02,Locale_MainScenario:event_ce006_3_03_e_101,False,,12,surprise,,black,black,1.0,sfx_scn_swordsimpact,bgm_story_armageddon,,,,,,2,no,,4,idle,,6,idle,,,,,,
event_ce006_3_03_e_102,40080,event_ce006_3_03_e,Narration,ce006_02,Locale_MainScenario:event_ce006_3_03_e_102,False,,12,surprise,,black,black,1.0,,,,,,,,2,no,,4,idle,,6,idle,,,,,,
event_ce006_3_03_e_103,40080,event_ce006_3_03_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_e_103,True,,12,surprise,,1,1,1.0,,,,ce006_02,,,,2,no,,4,idle,,6,idle,,,,,,
event_ce006_3_03_e_104,40080,event_ce006_3_03_e,Speech,hongryeon,Locale_MainScenario:event_ce006_3_03_e_104,True,,12,surprise,,1,1,1.0,,,,hongryeon,,,,2,no,,4,idle,,6,idle,,,,,,
event_ce006_3_03_e_105,40080,event_ce006_3_03_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_e_105,True,,12,surprise,,1,120,1.3,,,,ce006_02,,,,2,no,,4,idle,,6,idle,,,,,,
event_ce006_3_03_e_106,40080,event_ce006_3_03_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_e_106,True,,12,surprise,,120,120,1.0,,,,ce006_02,,,,2,no,,4,idle,,6,idle,,,,,,
event_ce006_3_03_e_107,40080,event_ce006_3_03_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_e_107,False,,12,surprise,,120,120,1.0,,,,ce006_02,,,,2,no,,4,idle,,6,idle,,,,,,
event_ce006_3_03_e_108,40080,event_ce006_3_03_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_e_108,True,,12,surprise,,120,120,1.0,,,,ce006_02,,,,2,no,,4,idle,,6,idle,,,,,,
event_ce006_3_03_e_109,40080,event_ce006_3_03_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_e_109,True,,12,surprise,,120,120,1.0,,,,ce006_02,,,,2,no,,4,idle,,6,idle,,,,,,
event_ce006_3_03_e_110,40080,event_ce006_3_03_e,Speech,hongryeon,Locale_MainScenario:event_ce006_3_03_e_110,True,,12,surprise,,20,20,1.0,,,,hongryeon,,,,2,no,,4,idle,,6,idle,,,,,,
event_ce006_3_03_e_111,40080,event_ce006_3_03_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_e_111,True,,12,surprise,,120,120,1.0,,,,ce006_02,,,,2,no,,4,idle,,6,idle,,,,,,
event_ce006_3_03_e_112,40080,event_ce006_3_03_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_e_112,True,,12,angry,,120,120,1.0,,,,ce006_02,,,,2,no,,4,idle,,6,idle,,,,,,
event_ce006_3_03_e_113,40080,event_ce006_3_03_e,Speech,hongryeon,Locale_MainScenario:event_ce006_3_03_e_113,True,,12,angry,,20,20,1.0,,,,hongryeon,,,,2,no,,4,no,,6,idle,,,,,,
event_ce006_3_03_e_114,40080,event_ce006_3_03_e,Narration,hongryeon,Locale_MainScenario:event_ce006_3_03_e_114,False,,12,angry,,black,black,1.0,sfx_scn_swordsimpact,,,,,,,2,no,,4,no,,6,idle,,,,,,
event_ce006_3_03_e_115,40080,event_ce006_3_03_e,Narration,hongryeon,Locale_MainScenario:event_ce006_3_03_e_115,False,,12,angry,,black,black,1.0,,,,,,,,2,no,,4,no,,6,idle,,,,,,
event_ce006_3_03_e_116,40080,event_ce006_3_03_e,Narration,hongryeon,Locale_MainScenario:event_ce006_3_03_e_116,False,,12,angry,,black,black,1.0,,,,,,,,2,no,,4,no,,6,idle,,,,,,
event_ce006_3_03_e_117,40080,event_ce006_3_03_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_e_117,True,,12,angry,,120,1200,0.7,,,,ce006_02,,,,2,no,,4,no,,6,idle,,,,,,
event_ce006_3_03_e_118,40080,event_ce006_3_03_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_e_118,False,,12,angry,,1200,1200,1.0,,,,hongryeon,,,,2,no,,4,no,,6,idle,,,,,,
event_ce006_3_03_e_119,40080,event_ce006_3_03_e,Narration,hongryeon,Locale_MainScenario:event_ce006_3_03_e_119,False,,12,angry,,black,black,1.0,,none,,,,white,,2,no,,4,no,,6,idle,,,,,,
event_ce006_3_03_e_120,40080,event_ce006_3_03_e,Narration,hongryeon,Locale_MainScenario:event_ce006_3_03_e_120,False,,12,angry,,black,black,1.0,,,,,ce006_02,,,2,surprise,,4,surprise,,6,idle,,,,,,
event_ce006_3_03_e_121,40080,event_ce006_3_03_e,Narration,hongryeon,Locale_MainScenario:event_ce006_3_03_e_121,False,,,,,black,black,1.0,,,,,,,,2,surprise,,4,surprise,,6,idle,,,,,,
event_ce006_3_03_e_122,40080,event_ce006_3_03_e,Narration,hongryeon,Locale_MainScenario:event_ce006_3_03_e_122,False,,,,,black,black,1.0,,,,,,,,2,surprise,,4,surprise,,6,idle,,,,,,
