id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,jump_target,play_sound,set_camera_shake,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,fade,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,characters/6/hide_char_id
event_neverland1_05_s_76,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_76,True,,S_10,S_10,1.0,,mica_w,mica_w,,3,idle,,1,idle,,13,delight,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_77,40034,event_neverland1_05_s,Self,Locale_MainScenario:event_neverland1_05_s_77,False,,S_10,S_10,1.0,,,,,3,idle,,1,idle,,13,delight,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_78,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_78,True,,S_10,S_10,1.0,,mica_w,mica_w,,3,idle,,1,idle,,13,delight,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_79,40034,event_neverland1_05_s,Self,Locale_MainScenario:event_neverland1_05_s_79,False,,S_10,S_10,1.0,,,,,3,idle,,1,idle,,13,delight,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_80,40034,event_neverland1_05_s,Narration,Locale_MainScenario:event_neverland1_05_s_80,False,,black,black,1.0,none,,,,3,idle,,1,idle,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_81,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_81,True,,12,12,1.0,bgm_story_orangepop,mica_w,mica_w,,3,idle,,1,idle,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_82,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_82,True,,12,12,1.0,,belorta,belorta,,3,idle,,1,idle,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_83,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_83,True,,12,30,1.0,,emma,emma,,3,idle,,1,idle,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_84,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_84,True,,30,30,1.0,,emma,emma,,3,idle,,1,idle,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_85,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_85,True,,30,30,1.0,,emma,emma,,3,idle,,1,idle,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_86,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_86,True,,30,30,1.0,,emma,emma,,3,idle,,1,idle,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_87,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_87,True,,30,12,1.0,,belorta,belorta,,3,idle,,1,idle,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_88,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_88,True,,12,12,1.0,,mica_w,mica_w,,3,idle,,1,idle,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_89,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_89,True,,12,2,1.0,,emma,emma,,3,idle,,1,idle,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_90,40034,event_neverland1_05_s,Self,Locale_MainScenario:event_neverland1_05_s_90,False,,2,2,1.0,,,,,3,idle,,1,idle,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_91,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_91,True,,2,2,1.0,,mica_w,mica_w,,3,idle,,1,surprise,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_92,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_92,True,,2,2,1.0,,emma,emma,,3,idle,,1,surprise,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_93,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_93,True,,XS_130,XS_130,1.0,,belorta,belorta,,3,idle,,1,surprise,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_94,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_94,False,,S_100,S_100,1.0,,mica_w,mica_w,,3,idle,,1,surprise,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_95,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_95,True,,300,300,1.0,,emma,emma,,3,idle,,1,void,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_96,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_96,True,,XS_1300,XS_1300,1.0,,belorta,belorta,,3,idle,,1,void,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_97,40034,event_neverland1_05_s,Self,Locale_MainScenario:event_neverland1_05_s_97,False,,XS_1300,XS_1300,1.0,,,,,3,idle,,1,void,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_98,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_98,False,,XS_1300,S_100,1.0,,mica_w,mica_w,,3,idle,,1,void,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_99,40034,event_neverland1_05_s,Self,Locale_MainScenario:event_neverland1_05_s_99,False,,S_100,S_100,1.0,,,,,3,idle,,1,void,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_100,40034,event_neverland1_05_s,Monologue,Locale_MainScenario:event_neverland1_05_s_100,False,,S_100,S_100,1.0,,,,,3,idle,,1,void,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_101,40034,event_neverland1_05_s,Monologue,Locale_MainScenario:event_neverland1_05_s_101,False,,S_100,S_100,1.0,,,,,3,idle,,1,void,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_102,40034,event_neverland1_05_s,Monologue,Locale_MainScenario:event_neverland1_05_s_102,False,,S_100,S_100,1.0,,,,,3,idle,,1,void,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_103,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_103,True,,S_100,S_100,1.0,,mica_w,mica_w,,3,idle,,1,special,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_104,40034,event_neverland1_05_s,Monologue,Locale_MainScenario:event_neverland1_05_s_104,False,,black,black,1.0,,,,,3,idle,,1,idle,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_105,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_105,True,,S_10,S_10,1.0,,mica_w,mica_w,,3,idle,,1,idle,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_106,40034,event_neverland1_05_s,Monologue,Locale_MainScenario:event_neverland1_05_s_106,False,,S_10,S_10,1.0,,,,,3,idle,,1,idle,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_107,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_107,True,,S_10,S_10,1.0,,mica_w,mica_w,,3,idle,,1,idle,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_108,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_108,True,,S_10,2,1.0,,emma,emma,,3,worry,,1,idle,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_109,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_109,True,,2,2,1.0,,mica_w,mica_w,,3,worry,,1,idle,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_110,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_110,True,,2,2,1.0,,mica_w,mica_w,,3,worry,,1,idle,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_111,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_111,True,,2,30,1.0,,emma,emma,,3,idle,,1,idle,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_112,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_112,True,,30,30,1.0,,emma,emma,,3,idle,,1,idle,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
