id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim
event_seayouagain2_03_s_18,40025,event_seayouagain2_03_s,Speech,anis,Locale_MainScenario:event_seayouagain2_03_s_18,True,,XS_10,XS_10,1.0,,anis_s,,,1,worry,,3,idle,,13,idle,,15,idle,,17,idle,,5,idle,,7,idle
event_seayouagain2_03_s_19,40025,event_seayouagain2_03_s,Self,Self,Locale_MainScenario:event_seayouagain2_03_s_19,False,,XS_10,XS_10,1.0,,,,,1,worry,,3,idle,,13,idle,,15,idle,,17,idle,,5,idle,,7,idle
event_seayouagain2_03_s_20,40025,event_seayouagain2_03_s,Speech,anis,Locale_MainScenario:event_seayouagain2_03_s_20,False,,XS_10,XS_100,1.0,,anis_s,,,1,worry,,3,idle,,13,idle,,15,idle,,17,idle,,5,idle,,7,idle
event_seayouagain2_03_s_21,40025,event_seayouagain2_03_s,Speech,anis,Locale_MainScenario:event_seayouagain2_03_s_21,True,,XS_100,XS_100,1.0,,anis_s,,,1,idle,,3,idle,,13,idle,,15,idle,,17,idle,,5,idle,,7,idle
event_seayouagain2_03_s_22,40025,event_seayouagain2_03_s,Speech,anis,Locale_MainScenario:event_seayouagain2_03_s_22,True,,XS_100,XS_100,1.0,,anis_s,,,1,idle,,3,idle,,13,idle,,15,idle,,17,idle,,5,idle,,7,idle
event_seayouagain2_03_s_23,40025,event_seayouagain2_03_s,Monologue,Monologue,Locale_MainScenario:event_seayouagain2_03_s_23,False,,black,black,1.0,,,,,1,idle,,3,idle,,13,idle,,15,idle,,17,idle,,5,idle,,7,idle
event_seayouagain2_03_s_24,40025,event_seayouagain2_03_s,Speech,anis,Locale_MainScenario:event_seayouagain2_03_s_24,True,,XS_10,XS_100,0.5,,anis_s,,,1,angry,,3,idle,,13,idle,,15,idle,,17,idle,,5,idle,,7,idle
event_seayouagain2_03_s_25,40025,event_seayouagain2_03_s,Speech,anis,Locale_MainScenario:event_seayouagain2_03_s_25,True,,XS_100,XS_10,1.0,,anis_s,,,1,worry,,3,idle,,13,idle,,15,idle,,17,idle,,5,idle,,7,idle
event_seayouagain2_03_s_26,40025,event_seayouagain2_03_s,Speech,liter,Locale_MainScenario:event_seayouagain2_03_s_26,True,,XS_10,113,1.0,,liter_s,,,1,worry,,3,idle,,13,idle,,15,idle,,17,idle,,5,idle,,7,idle
event_seayouagain2_03_s_27,40025,event_seayouagain2_03_s,Speech,anis,Locale_MainScenario:event_seayouagain2_03_s_27,True,,113,113,1.0,,anis_s,,,1,worry,,3,idle,,13,idle,,15,idle,,17,idle,,5,idle,,7,idle
event_seayouagain2_03_s_28,40025,event_seayouagain2_03_s,Speech,neon,Locale_MainScenario:event_seayouagain2_03_s_28,True,,113,31,1.0,none,neon_s,,,1,idle,,3,idle,,13,idle,,15,idle,,17,idle,,5,idle,,7,idle
event_seayouagain2_03_s_29,40025,event_seayouagain2_03_s,Speech,neon,Locale_MainScenario:event_seayouagain2_03_s_29,True,,31,31,1.0,,neon_s,,,1,idle,,3,idle,,13,idle,,15,idle,,17,idle,,5,idle,,7,idle
event_seayouagain2_03_s_30,40025,event_seayouagain2_03_s,Speech,neon,Locale_MainScenario:event_seayouagain2_03_s_30,True,,31,31,1.0,bgm_story_herecomestrouble,neon_s,,,1,idle,,3,idle,,13,idle,,15,idle,,17,idle,,5,idle,,7,idle
event_seayouagain2_03_s_31,40025,event_seayouagain2_03_s,Speech,anis,Locale_MainScenario:event_seayouagain2_03_s_31,True,,31,31,1.0,,anis_s,,,1,no,,3,idle,,13,idle,,15,idle,,17,idle,,5,idle,,7,idle
event_seayouagain2_03_s_32,40025,event_seayouagain2_03_s,Speech,frima,Locale_MainScenario:event_seayouagain2_03_s_32,True,,31,5,1.0,,frima_s,,,1,no,,3,idle,,13,idle,,15,idle,,17,idle,,5,idle,,7,idle
event_seayouagain2_03_s_33,40025,event_seayouagain2_03_s,Speech,frima,Locale_MainScenario:event_seayouagain2_03_s_33,True,,5,5,1.0,,frima_s,,,1,no,,3,idle,,13,idle,,15,idle,,17,idle,,5,idle,,7,idle
event_seayouagain2_03_s_34,40025,event_seayouagain2_03_s,Speech,frima,Locale_MainScenario:event_seayouagain2_03_s_34,True,,5,50,0.5,,frima_s,,,1,no,,3,idle,,13,idle,,15,idle,,17,idle,,5,surprise,,7,idle
event_seayouagain2_03_s_35,40025,event_seayouagain2_03_s,Speech,anis,Locale_MainScenario:event_seayouagain2_03_s_35,True,,XS_10,XS_10,1.0,,anis_s,,,1,angry,,3,idle,,13,idle,,15,idle,,17,idle,,5,surprise,,7,idle
event_seayouagain2_03_s_36,40025,event_seayouagain2_03_s,Speech,rapi,Locale_MainScenario:event_seayouagain2_03_s_36,True,,150,150,1.0,,rapi_s,,,1,angry,,3,idle,,13,idle,,15,idle,,17,idle,,5,idle,,7,idle
event_seayouagain2_03_s_37,40025,event_seayouagain2_03_s,Speech,rapi,Locale_MainScenario:event_seayouagain2_03_s_37,True,,150,150,1.0,,rapi_s,,,1,angry,,3,idle,,13,idle,,15,idle,,17,idle,,5,idle,,7,idle
event_seayouagain2_03_s_38,40025,event_seayouagain2_03_s,Speech,anis,Locale_MainScenario:event_seayouagain2_03_s_38,False,,XS_10,XS_10,1.0,,anis_s,,,1,void,,3,idle,,13,idle,,15,idle,,17,idle,,5,idle,,7,idle
event_seayouagain2_03_s_39,40025,event_seayouagain2_03_s,Speech,anis,Locale_MainScenario:event_seayouagain2_03_s_39,True,,XS_10,XS_100,1.0,none,anis_s,,,1,void,,3,idle,,13,idle,,15,idle,,17,idle,,5,idle,,7,idle
event_seayouagain2_03_s_40,40025,event_seayouagain2_03_s,Speech,anis,Locale_MainScenario:event_seayouagain2_03_s_40,True,,XS_100,XS_100,1.0,,anis_s,,,1,void,,3,idle,,13,idle,,15,idle,,17,idle,,5,idle,,7,idle
event_seayouagain2_03_s_41,40025,event_seayouagain2_03_s,Speech,anis,Locale_MainScenario:event_seayouagain2_03_s_41,True,,XS_100,XS_100,1.0,bgm_story_fairytalesend_if,anis_s,,,1,void,,3,idle,,13,idle,,15,idle,,17,idle,,5,idle,,7,idle
event_seayouagain2_03_s_42,40025,event_seayouagain2_03_s,Speech,yan,Locale_MainScenario:event_seayouagain2_03_s_42,True,,S_700,S_700,1.0,,yan_s,,,1,void,,3,idle,,13,idle,,15,idle,,17,idle,,5,idle,,7,etc
event_seayouagain2_03_s_43,40025,event_seayouagain2_03_s,Speech,yan,Locale_MainScenario:event_seayouagain2_03_s_43,True,,S_700,S_700,1.0,,yan_s,,,1,void,,3,idle,,13,idle,,15,idle,,17,idle,,5,idle,,7,etc
event_seayouagain2_03_s_44,40025,event_seayouagain2_03_s,Speech,anis,Locale_MainScenario:event_seayouagain2_03_s_44,True,,XS_100,XS_100,1.0,,anis_s,,,1,worry,,3,idle,,13,idle,,15,idle,,17,idle,,5,idle,,7,idle
event_seayouagain2_03_s_45,40025,event_seayouagain2_03_s,Speech,anis,Locale_MainScenario:event_seayouagain2_03_s_45,True,,XS_100,XS_10,1.0,,anis_s,,,1,worry,,3,idle,,13,idle,,15,idle,,17,idle,,5,idle,,7,idle
event_seayouagain2_03_s_46,40025,event_seayouagain2_03_s,Speech,anis,Locale_MainScenario:event_seayouagain2_03_s_46,True,,XS_10,XS_10,1.0,,anis_s,,,1,worry,,3,idle,,13,idle,,15,idle,,17,idle,,5,idle,,7,idle
event_seayouagain2_03_s_47,40025,event_seayouagain2_03_s,Speech,helm,Locale_MainScenario:event_seayouagain2_03_s_47,True,,170,170,1.0,,helm_s,,,1,worry,,3,idle,,13,idle,,15,idle,,17,idle,,5,idle,,7,idle
event_seayouagain2_03_s_48,40025,event_seayouagain2_03_s,Speech,helm,Locale_MainScenario:event_seayouagain2_03_s_48,True,,170,17,1.0,,helm_s,,,1,worry,,3,idle,,13,idle,,15,idle,,17,idle,,5,idle,,7,idle
event_seayouagain2_03_s_49,40025,event_seayouagain2_03_s,Speech,helm,Locale_MainScenario:event_seayouagain2_03_s_49,True,,17,17,1.0,,helm_s,,,1,worry,,3,idle,,13,idle,,15,idle,,17,idle,,5,idle,,7,idle
event_seayouagain2_03_s_50,40025,event_seayouagain2_03_s,Speech,rapi,Locale_MainScenario:event_seayouagain2_03_s_50,True,,17,15,1.0,,rapi_s,,,1,worry,,3,worry,,13,idle,,15,idle,,17,idle,,5,idle,,7,idle
event_seayouagain2_03_s_51,40025,event_seayouagain2_03_s,Speech,rapi,Locale_MainScenario:event_seayouagain2_03_s_51,True,,15,150,1.0,,rapi_s,,,1,worry,,3,worry,,13,idle,,15,idle,,17,idle,,5,idle,,7,idle
event_seayouagain2_03_s_52,40025,event_seayouagain2_03_s,Speech,anis,Locale_MainScenario:event_seayouagain2_03_s_52,True,,XS_10,XS_10,1.0,,anis_s,,,1,void,,3,worry,,13,idle,,15,idle,,17,idle,,5,idle,,7,idle
event_seayouagain2_03_s_53,40025,event_seayouagain2_03_s,Speech,anis,Locale_MainScenario:event_seayouagain2_03_s_53,True,,XS_10,XS_10,1.0,,anis_s,,,1,void,,3,worry,,13,idle,,15,idle,,17,idle,,5,idle,,7,idle
event_seayouagain2_03_s_54,40025,event_seayouagain2_03_s,Speech,neon,Locale_MainScenario:event_seayouagain2_03_s_54,True,,XS_10,31,1.0,,neon_s,,,1,void,,3,worry,,13,idle,,15,idle,,17,idle,,5,idle,,7,idle
event_seayouagain2_03_s_55,40025,event_seayouagain2_03_s,Speech,neon,Locale_MainScenario:event_seayouagain2_03_s_55,True,,31,31,1.0,,neon_s,,,1,void,,3,worry,,13,idle,,15,idle,,17,idle,,5,idle,,7,idle
event_seayouagain2_03_s_56,40025,event_seayouagain2_03_s,Speech,anis,Locale_MainScenario:event_seayouagain2_03_s_56,True,,31,31,1.0,,anis_s,,,1,void,,3,worry,,13,idle,,15,idle,,17,idle,,5,idle,,7,idle
event_seayouagain2_03_s_57,40025,event_seayouagain2_03_s,Speech,anis,Locale_MainScenario:event_seayouagain2_03_s_57,True,,31,XS_10,1.0,,anis_s,,,1,void,,3,worry,,13,idle,,15,idle,,17,idle,,5,idle,,7,idle
event_seayouagain2_03_s_58,40025,event_seayouagain2_03_s,Speech,anis,Locale_MainScenario:event_seayouagain2_03_s_58,True,,XS_10,XS_10,1.0,,anis_s,,,1,void,,3,worry,,13,idle,,15,idle,,17,idle,,5,idle,,7,idle
event_seayouagain2_03_s_59,40025,event_seayouagain2_03_s,Speech,rapi,Locale_MainScenario:event_seayouagain2_03_s_59,True,,150,150,1.0,,rapi_s,,,1,void,,3,idle,,13,idle,,15,idle,,17,idle,,5,idle,,7,idle
event_seayouagain2_03_s_60,40025,event_seayouagain2_03_s,Speech,rapi,Locale_MainScenario:event_seayouagain2_03_s_60,True,,150,150,1.0,,rapi_s,,,1,idle,,3,idle,,13,idle,,15,idle,,17,idle,,5,idle,,7,idle
event_seayouagain2_03_s_61,40025,event_seayouagain2_03_s,Speech,rapi,Locale_MainScenario:event_seayouagain2_03_s_61,True,,150,1500,1.0,,rapi_s,,,1,idle,,3,idle,,13,idle,,15,idle,,17,idle,,5,idle,,7,idle
event_seayouagain2_03_s_62,40025,event_seayouagain2_03_s,Self,Self,Locale_MainScenario:event_seayouagain2_03_s_62,False,,1500,1500,1.0,,,,,1,idle,,3,idle,,13,idle,,15,idle,,17,idle,,5,idle,,7,idle
event_seayouagain2_03_s_63,40025,event_seayouagain2_03_s,Monologue,Monologue,Locale_MainScenario:event_seayouagain2_03_s_63,False,,1500,1500,1.0,,,,,1,idle,,3,idle,,13,idle,,15,idle,,17,idle,,5,idle,,7,idle
event_seayouagain2_03_s_64,40025,event_seayouagain2_03_s,Monologue,Monologue,Locale_MainScenario:event_seayouagain2_03_s_64,False,,1500,1500,1.0,,,,,1,idle,,3,idle,,13,idle,,15,idle,,17,idle,,5,idle,,7,idle
event_seayouagain2_03_s_65,40025,event_seayouagain2_03_s,Monologue,Monologue,Locale_MainScenario:event_seayouagain2_03_s_65,False,,1500,150,1.0,,,,,1,idle,,3,idle,,13,idle,,15,idle,,17,idle,,5,idle,,7,idle
event_seayouagain2_03_s_66,40025,event_seayouagain2_03_s,Self,Self,Locale_MainScenario:event_seayouagain2_03_s_66,False,,150,150,1.0,,,,,1,idle,,3,idle,,13,idle,,15,idle,,17,idle,,5,idle,,7,idle
event_seayouagain2_03_s_67,40025,event_seayouagain2_03_s,Self,Self,Locale_MainScenario:event_seayouagain2_03_s_67,False,,150,150,1.0,,,,,1,idle,,3,idle,,13,idle,,15,idle,,17,idle,,5,idle,,7,idle
event_seayouagain2_03_s_68,40025,event_seayouagain2_03_s,Speech,rapi,Locale_MainScenario:event_seayouagain2_03_s_68,True,,150,150,1.0,,rapi_s,,,1,idle,,3,idle,,13,idle,,15,idle,,17,idle,,5,idle,,7,idle
