id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_sound,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id
event_ce003_2_01_s_28,40042,event_ce003_2_01_s,Speech,Locale_SubScenario:event_ce003_2_01_s_28,True,,S_10,S_10,1.0,,ce_003_01,ce_003_01,,,,1,worry,,13,worry,,15,idle,,,,,,,,,,,,
event_ce003_2_01_s_29,40042,event_ce003_2_01_s,Speech,Locale_SubScenario:event_ce003_2_01_s_29,True,,150,150,1.0,,ce_003_03,ce_003_03,,,,1,worry,,13,worry,,15,idle,,,,,,,,,,,,
event_ce003_2_01_s_30,40042,event_ce003_2_01_s,Speech,Locale_SubScenario:event_ce003_2_01_s_30,True,,150,150,1.0,,ce_003_03,ce_003_03,,,,1,worry,,13,worry,,15,surprise,,,,,,,,,,,,
event_ce003_2_01_s_31,40042,event_ce003_2_01_s,Speech,Locale_SubScenario:event_ce003_2_01_s_31,True,,150,113,1.0,,ce_003_02,ce_003_02,,,,1,worry,,13,idle,,15,surprise,,,,,,,,,,,,
event_ce003_2_01_s_32,40042,event_ce003_2_01_s,Speech,Locale_SubScenario:event_ce003_2_01_s_32,True,,113,113,1.0,,ce_003_01,ce_003_01,,,,1,idle,,13,idle,,15,idle,,,,,,,,,,,,
event_ce003_2_01_s_33,40042,event_ce003_2_01_s,Monologue,Locale_SubScenario:event_ce003_2_01_s_33,False,,black,black,1.0,,ce_003_01,,,,,1,idle,,13,idle,,15,idle,,,,,,,,,,,,
event_ce003_2_01_s_34,40042,event_ce003_2_01_s,Monologue,Locale_SubScenario:event_ce003_2_01_s_34,False,,black,black,1.0,,ce_003_01,,,,,1,idle,,13,idle,,15,idle,sentrybot,5,idle,,,,,,,,,
event_ce003_2_01_s_35,40042,event_ce003_2_01_s,Speech,Locale_SubScenario:event_ce003_2_01_s_35,True,,5,5,1.0,,sentrybot,sentrybot,,,,1,idle,,13,idle,,15,idle,,5,idle,,,,,,,,,
event_ce003_2_01_s_36,40042,event_ce003_2_01_s,Speech,Locale_SubScenario:event_ce003_2_01_s_36,True,,5,5,1.0,,sentrybot,sentrybot,,,,1,idle,,13,idle,,15,idle,,5,idle,,,,,,,,,
event_ce003_2_01_s_37,40042,event_ce003_2_01_s,Monologue,Locale_SubScenario:event_ce003_2_01_s_37,False,,5,5,1.0,,sentrybot,,sfx_scn_paperopen,,,1,idle,,13,idle,,15,idle,,5,idle,,,,,,,,,
event_ce003_2_01_s_38,40042,event_ce003_2_01_s,Narration,Locale_SubScenario:event_ce003_2_01_s_38,False,,5,50,1.0,,sentrybot,,,,,1,idle,,13,idle,,15,idle,,5,idle,,,,,,,,,
event_ce003_2_01_s_39,40042,event_ce003_2_01_s,Narration,Locale_SubScenario:event_ce003_2_01_s_39,False,,50,50,1.0,,sentrybot,,,,,1,idle,,13,idle,,15,idle,,5,idle,,,,,,,,,
event_ce003_2_01_s_40,40042,event_ce003_2_01_s,Speech,Locale_SubScenario:event_ce003_2_01_s_40,True,,50,5,1.0,,sentrybot,sentrybot,,,,1,idle,,13,idle,,15,idle,,5,idle,,,,,,,,,
event_ce003_2_01_s_41,40042,event_ce003_2_01_s,Speech,Locale_SubScenario:event_ce003_2_01_s_41,True,,5,5,1.0,,sentrybot,sentrybot,,,,1,idle,,13,idle,,15,idle,,5,idle,,,,,,,,,
event_ce003_2_01_s_42,40042,event_ce003_2_01_s,Narration,Locale_SubScenario:event_ce003_2_01_s_42,False,BuildingLobby,black,black,1.0,none,sentrybot,,,black,,1,idle,,13,idle,,15,idle,,5,idle,sentrybot,,,,,,,,
event_ce003_2_01_s_43,40042,event_ce003_2_01_s,Speech,Locale_SubScenario:event_ce003_2_01_s_43,True,,black,black,1.0,bgm_story_kneeldownfools,unknown,unknown,,,,1,idle,,13,idle,,15,idle,,,,,,,,,,,,
event_ce003_2_01_s_44,40042,event_ce003_2_01_s,Monologue,Locale_SubScenario:event_ce003_2_01_s_44,False,,black,black,1.0,,unknown,,,,,1,idle,,13,idle,,15,idle,,,,,,,,,,,,
event_ce003_2_01_s_45,40042,event_ce003_2_01_s,Speech,Locale_SubScenario:event_ce003_2_01_s_45,True,,75,75,1.0,,drake,drake,,,,1,idle,,13,idle,,15,idle,drake,5,idle,,laplace,7,angry,,maxwell,9,angry,
event_ce003_2_01_s_46,40042,event_ce003_2_01_s,Speech,Locale_SubScenario:event_ce003_2_01_s_46,True,,75,75,1.0,,laplace,laplace,,,,1,idle,,13,idle,,15,idle,,5,idle,,,7,angry,,,9,angry,
event_ce003_2_01_s_47,40042,event_ce003_2_01_s,Speech,Locale_SubScenario:event_ce003_2_01_s_47,True,,90,90,1.0,,maxwell,maxwell,,,,1,idle,,13,idle,,15,idle,,5,idle,,,7,angry,,,9,angry,
event_ce003_2_01_s_48,40042,event_ce003_2_01_s,Speech,Locale_SubScenario:event_ce003_2_01_s_48,True,,75,75,1.0,,drake,drake,,,,1,idle,,13,idle,,15,idle,,5,delight,,,7,angry,,,9,angry,
event_ce003_2_01_s_49,40042,event_ce003_2_01_s,Speech,Locale_SubScenario:event_ce003_2_01_s_49,True,,75,75,1.0,,laplace,laplace,,,,1,idle,,13,idle,,15,idle,,5,delight,,,7,idle,,,9,angry,
event_ce003_2_01_s_50,40042,event_ce003_2_01_s,Speech,Locale_SubScenario:event_ce003_2_01_s_50,True,,75,90,1.0,,maxwell,maxwell,,,,1,idle,,13,idle,,15,idle,,5,delight,,,7,idle,,,9,angry,
event_ce003_2_01_s_51,40042,event_ce003_2_01_s,Speech,Locale_SubScenario:event_ce003_2_01_s_51,True,,90,90,1.0,,maxwell,maxwell,,,,1,idle,,13,idle,,15,idle,,5,delight,,,7,idle,,,9,angry,
event_ce003_2_01_s_52,40042,event_ce003_2_01_s,Self,Locale_SubScenario:event_ce003_2_01_s_52,False,,90,9,1.0,,maxwell,,,,,1,idle,,13,idle,,15,idle,,5,delight,,,7,idle,,,9,angry,
event_ce003_2_01_s_53,40042,event_ce003_2_01_s,Monologue,Locale_SubScenario:event_ce003_2_01_s_53,False,,9,13,2.0,,maxwell,,,,,1,idle,,13,idle,,15,idle,,5,delight,drake,,7,idle,laplace,,9,angry,maxwell
event_ce003_2_01_s_54,40042,event_ce003_2_01_s,Speech,Locale_SubScenario:event_ce003_2_01_s_54,True,,13,130,1.0,,drake,unknown,,,,1,idle,,13,idle,,15,idle,,,,,,,,,,,,
event_ce003_2_01_s_55,40042,event_ce003_2_01_s,Speech,Locale_SubScenario:event_ce003_2_01_s_55,True,,130,130,1.0,,laplace,unknown,,,,1,idle,,13,idle,,15,idle,,,,,,,,,,,,
event_ce003_2_01_s_56,40042,event_ce003_2_01_s,Speech,Locale_SubScenario:event_ce003_2_01_s_56,True,,130,130,1.0,,maxwell,unknown,,,,1,idle,,13,idle,,15,idle,,,,,,,,,,,,
event_ce003_2_01_s_57,40042,event_ce003_2_01_s,Self,Locale_SubScenario:event_ce003_2_01_s_57,False,,130,130,1.0,,maxwell,,,,,1,idle,,13,idle,,15,idle,,,,,,,,,,,,
event_ce003_2_01_s_58,40042,event_ce003_2_01_s,Speech,Locale_SubScenario:event_ce003_2_01_s_58,True,,130,1300,1.0,,ce_003_02,ce_003_02,,,,1,idle,,13,idle,,15,idle,,,,,,,,,,,,
event_ce003_2_01_s_59,40042,event_ce003_2_01_s,Self,Locale_SubScenario:event_ce003_2_01_s_59,False,,1300,1300,1.0,,ce_003_02,,,,,1,idle,,13,idle,,15,idle,,,,,,,,,,,,
event_ce003_2_01_s_60,40042,event_ce003_2_01_s,Monologue,Locale_SubScenario:event_ce003_2_01_s_60,False,,black,black,1.0,bgm_story_inwonderland,ce_003_02,,,black,,1,idle,,13,idle,,15,idle,,,,,,,,,,,,
event_ce003_2_01_s_61,40042,event_ce003_2_01_s,Monologue,Locale_SubScenario:event_ce003_2_01_s_61,False,,black,black,1.0,,ce_003_02,,,,,1,idle,,13,idle,,15,idle,,,,,,,,,,,,
event_ce003_2_01_s_62,40042,event_ce003_2_01_s,Speech,Locale_SubScenario:event_ce003_2_01_s_62,True,,15,150,1.0,,ce_003_03,ce_003_03,,,,1,surprise,,13,surprise,,15,idle,,,,,,,,,,,,
event_ce003_2_01_s_63,40042,event_ce003_2_01_s,Self,Locale_SubScenario:event_ce003_2_01_s_63,False,,150,150,1.0,,ce_003_03,,,,,1,surprise,,13,surprise,,15,idle,,,,,,,,,,,,
event_ce003_2_01_s_64,40042,event_ce003_2_01_s,Speech,Locale_SubScenario:event_ce003_2_01_s_64,True,,S_10,S_10,1.0,,ce_003_01,ce_003_01,,,,1,surprise,,13,surprise,,15,idle,,,,,,,,,,,,
event_ce003_2_01_s_65,40042,event_ce003_2_01_s,Speech,Locale_SubScenario:event_ce003_2_01_s_65,True,,S_10,30,1.0,,ade,ade,,,,1,surprise,,13,surprise,,15,idle,ade,3,idle,,soda,5,idle,,cocoa,7,serious,
event_ce003_2_01_s_66,40042,event_ce003_2_01_s,Speech,Locale_SubScenario:event_ce003_2_01_s_66,True,,30,30,1.0,,ade,ade,,,,1,surprise,,13,surprise,,15,idle,,3,idle,,,5,idle,,,7,serious,
event_ce003_2_01_s_67,40042,event_ce003_2_01_s,Self,Locale_SubScenario:event_ce003_2_01_s_67,False,,30,30,1.0,,ade,,,,,1,surprise,,13,idle,,15,idle,,3,idle,,,5,idle,,,7,serious,
event_ce003_2_01_s_68,40042,event_ce003_2_01_s,Speech,Locale_SubScenario:event_ce003_2_01_s_68,True,,130,130,1.0,,ce_003_02,ce_003_02,,,,1,surprise,,13,idle,,15,idle,,3,idle,,,5,idle,,,7,serious,
event_ce003_2_01_s_69,40042,event_ce003_2_01_s,Speech,Locale_SubScenario:event_ce003_2_01_s_69,True,,30,30,1.0,,ade,ade,,,,1,surprise,,13,idle,,15,idle,,3,delight,,,5,idle,,,7,serious,
event_ce003_2_01_s_70,40042,event_ce003_2_01_s,Speech,Locale_SubScenario:event_ce003_2_01_s_70,True,,30,S_50,1.0,,soda,soda,,,,1,surprise,,13,idle,,15,idle,,3,delight,,,5,idle,,,7,serious,
event_ce003_2_01_s_71,40042,event_ce003_2_01_s,Speech,Locale_SubScenario:event_ce003_2_01_s_71,True,,S_50,XS_70,1.0,,cocoa,cocoa,,,,1,surprise,,13,idle,,15,idle,,3,delight,,,5,idle,,,7,serious,
