id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,set_filter_01,speaker,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
event_ce006_3_03_s_72,40080,event_ce006_3_03_s,Speech,com,Locale_MainScenario:event_ce006_3_03_s_72,True,,12,12,1.0,,,,com,,,16,idle,,,12,idle
event_ce006_3_03_s_73,40080,event_ce006_3_03_s,Speech,com,Locale_MainScenario:event_ce006_3_03_s_73,True,,12,12,1.0,,,,com,,,16,idle,,,12,idle
event_ce006_3_03_s_74,40080,event_ce006_3_03_s,Speech,com,Locale_MainScenario:event_ce006_3_03_s_74,True,,12,12,1.0,,,,com,,,16,idle,,,12,idle
event_ce006_3_03_s_75,40080,event_ce006_3_03_s,Speech,com,Locale_MainScenario:event_ce006_3_03_s_75,True,,12,12,1.0,,,,com,,,16,idle,,,12,idle
event_ce006_3_03_s_76,40080,event_ce006_3_03_s,Speech,com,Locale_MainScenario:event_ce006_3_03_s_76,True,,12,12,1.0,,,,com,,,16,idle,,,12,idle
event_ce006_3_03_s_77,40080,event_ce006_3_03_s,Speech,com,Locale_MainScenario:event_ce006_3_03_s_77,True,,12,120,1.0,,,,com,,,16,idle,,,12,idle
event_ce006_3_03_s_78,40080,event_ce006_3_03_s,Speech,com,Locale_MainScenario:event_ce006_3_03_s_78,True,,120,120,1.0,,,,com,,,16,idle,,,12,idle
event_ce006_3_03_s_79,40080,event_ce006_3_03_s,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_s_79,False,,160,160,1.0,,,,ce006_02,,,16,no,,,12,idle
event_ce006_3_03_s_80,40080,event_ce006_3_03_s,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_s_80,True,,160,160,1.0,,,,ce006_02,,,16,delight,,,12,idle
event_ce006_3_03_s_81,40080,event_ce006_3_03_s,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_s_81,True,,160,160,1.0,,,,ce006_02,,,16,delight,,,12,idle
event_ce006_3_03_s_82,40080,event_ce006_3_03_s,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_s_82,True,,160,160,1.0,,,,ce006_02,,,16,idle,,,12,idle
event_ce006_3_03_s_83,40080,event_ce006_3_03_s,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_s_83,True,,160,160,1.0,,,,ce006_02,,,16,idle,,,12,idle
event_ce006_3_03_s_84,40080,event_ce006_3_03_s,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_s_84,True,,160,160,1.0,,,,ce006_02,,,16,idle,,,12,idle
event_ce006_3_03_s_85,40080,event_ce006_3_03_s,Speech,com,Locale_MainScenario:event_ce006_3_03_s_85,False,,black,black,1.0,,,,com,,,2,idle,,,12,idle
event_ce006_3_03_s_86,40080,event_ce006_3_03_s,Speech,com,Locale_MainScenario:event_ce006_3_03_s_86,True,,120,120,1.0,,,,com,,,2,idle,,,12,idle
event_ce006_3_03_s_87,40080,event_ce006_3_03_s,Speech,com,Locale_MainScenario:event_ce006_3_03_s_87,True,,120,120,1.0,,,,com,,,2,idle,,,12,idle
event_ce006_3_03_s_88,40080,event_ce006_3_03_s,Speech,com,Locale_MainScenario:event_ce006_3_03_s_88,True,,120,120,1.0,,,,com,,,2,idle,,,12,idle
event_ce006_3_03_s_89,40080,event_ce006_3_03_s,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_s_89,True,,120,1,1.3,,,,ce006_02,,,2,idle,,,12,idle
event_ce006_3_03_s_90,40080,event_ce006_3_03_s,Speech,com,Locale_MainScenario:event_ce006_3_03_s_90,True,,1,1,1.0,,,,com,,,2,idle,,,12,idle
event_ce006_3_03_s_91,40080,event_ce006_3_03_s,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_s_91,True,,1,1,1.0,,,,ce006_02,,,2,idle,,,12,idle
event_ce006_3_03_s_92,40080,event_ce006_3_03_s,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_s_92,False,,1,1,1.0,,,,ce006_02,,,2,no,,,12,idle
event_ce006_3_03_s_93,40080,event_ce006_3_03_s,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_s_93,True,,1,1,1.0,,,,ce006_02,,,2,no,,,12,idle
event_ce006_3_03_s_94,40080,event_ce006_3_03_s,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_s_94,True,,1,1,1.0,,,,ce006_02,,,2,no,,,12,idle
event_ce006_3_03_s_95,40080,event_ce006_3_03_s,Speech,com,Locale_MainScenario:event_ce006_3_03_s_95,False,,1,1,1.0,,,,com,,,2,no,,,12,idle
event_ce006_3_03_s_96,40080,event_ce006_3_03_s,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_s_96,True,,1,1,1.0,,,,ce006_02,,,2,no,,,12,idle
event_ce006_3_03_s_97,40080,event_ce006_3_03_s,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_s_97,True,,1,1,1.0,,,,ce006_02,,,2,no,,,12,idle
event_ce006_3_03_s_98,40080,event_ce006_3_03_s,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_s_98,True,,1,1,1.0,,,,ce006_02,,,2,no,,,12,idle
event_ce006_3_03_s_99,40080,event_ce006_3_03_s,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_s_99,True,,1,1,1.0,,,,ce006_02,,,2,no,,,12,idle
event_ce006_3_03_s_100,40080,event_ce006_3_03_s,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_s_100,True,,1,1,1.0,,,,ce006_02,,,2,no,,,12,idle
event_ce006_3_03_s_101,40080,event_ce006_3_03_s,Speech,com,Locale_MainScenario:event_ce006_3_03_s_101,True,,1,1,1.0,,,,com,,,2,no,,,12,idle
event_ce006_3_03_s_102,40080,event_ce006_3_03_s,Speech,com,Locale_MainScenario:event_ce006_3_03_s_102,True,,1,1,1.0,,,,com,,,2,no,,,12,idle
event_ce006_3_03_s_103,40080,event_ce006_3_03_s,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_s_103,True,,1,20,1.3,,,,ce006_02,,,2,idle,,,12,idle
event_ce006_3_03_s_104,40080,event_ce006_3_03_s,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_s_104,True,,20,20,1.0,,,,ce006_02,,,2,idle,,,12,idle
event_ce006_3_03_s_105,40080,event_ce006_3_03_s,Narration,com,Locale_MainScenario:event_ce006_3_03_s_105,False,,black,black,1.0,sfx_scn_metalpunch,,,,,,2,idle,,,12,idle
event_ce006_3_03_s_106,40080,event_ce006_3_03_s,Narration,com,Locale_MainScenario:event_ce006_3_03_s_106,False,,black,black,1.0,,,,,,,2,idle,,,12,idle
event_ce006_3_03_s_107,40080,event_ce006_3_03_s,Speech,com,Locale_MainScenario:event_ce006_3_03_s_107,False,,120,120,1.0,,,,com,,,2,idle,,,12,idle
event_ce006_3_03_s_108,40080,event_ce006_3_03_s,Speech,com,Locale_MainScenario:event_ce006_3_03_s_108,False,,120,120,1.0,,,,ce006_02,,,2,no,,,12,idle
event_ce006_3_03_s_109,40080,event_ce006_3_03_s,Narration,com,Locale_MainScenario:event_ce006_3_03_s_109,False,,black,black,1.0,sfx_scn_metalpunch3,,,,,,2,no,,,12,idle
event_ce006_3_03_s_110,40080,event_ce006_3_03_s,Narration,com,Locale_MainScenario:event_ce006_3_03_s_110,False,,black,black,1.0,sfx_scn_metalpunch,,,,,,2,no,,,12,idle
event_ce006_3_03_s_111,40080,event_ce006_3_03_s,Narration,com,Locale_MainScenario:event_ce006_3_03_s_111,False,,black,black,1.0,sfx_scn_spark,,,,,,2,no,,,12,idle
event_ce006_3_03_s_112,40080,event_ce006_3_03_s,Narration,com,Locale_MainScenario:event_ce006_3_03_s_112,False,,black,black,1.0,,,,,,,2,no,,,12,idle
event_ce006_3_03_s_113,40080,event_ce006_3_03_s,Speech,com,Locale_MainScenario:event_ce006_3_03_s_113,False,,1,1,1.0,,,,com,,,2,no,,,12,idle
event_ce006_3_03_s_114,40080,event_ce006_3_03_s,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_s_114,True,,1,1,1.0,,,,ce006_02,,,2,no,,,12,idle
event_ce006_3_03_s_115,40080,event_ce006_3_03_s,Speech,com,Locale_MainScenario:event_ce006_3_03_s_115,True,,1,1,1.0,,,,com,,,2,no,,,12,idle
event_ce006_3_03_s_116,40080,event_ce006_3_03_s,Speech,com,Locale_MainScenario:event_ce006_3_03_s_116,True,,1,1,1.0,,,,com,,,2,no,,,12,idle
event_ce006_3_03_s_117,40080,event_ce006_3_03_s,Speech,com,Locale_MainScenario:event_ce006_3_03_s_117,True,,1,1,1.0,,,,com,,,2,no,,,12,idle
event_ce006_3_03_s_118,40080,event_ce006_3_03_s,Speech,com,Locale_MainScenario:event_ce006_3_03_s_118,True,,1,1,1.0,,,,com,,,2,no,,,12,idle
event_ce006_3_03_s_119,40080,event_ce006_3_03_s,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_s_119,True,,1,1,1.0,,,,ce006_02,,,2,no,,,12,idle
event_ce006_3_03_s_120,40080,event_ce006_3_03_s,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_s_120,True,,1,1,1.0,,,,ce006_02,,,2,no,,,12,idle
event_ce006_3_03_s_121,40080,event_ce006_3_03_s,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_s_121,True,,1,1,1.0,,,,ce006_02,,,2,no,,,12,idle
event_ce006_3_03_s_122,40080,event_ce006_3_03_s,Speech,com,Locale_MainScenario:event_ce006_3_03_s_122,False,,1,120,1.3,,,,com,,,2,no,,,12,idle
event_ce006_3_03_s_123,40080,event_ce006_3_03_s,Narration,com,Locale_MainScenario:event_ce006_3_03_s_123,False,,black,black,1.0,sfx_scn_metalpunch3,none,,,,,2,no,,,12,idle
event_ce006_3_03_s_124,40080,event_ce006_3_03_s,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_s_124,True,,20,20,1.0,,,,ce006_02,,,2,no,,,12,idle
event_ce006_3_03_s_125,40080,event_ce006_3_03_s,Narration,com,Locale_MainScenario:event_ce006_3_03_s_125,False,,black,black,1.0,sfx_scn_metalpunch3,,,,,,2,no,,,12,idle
event_ce006_3_03_s_126,40080,event_ce006_3_03_s,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_s_126,True,,20,20,1.0,,,,ce006_02,,,2,no,,,12,idle
event_ce006_3_03_s_127,40080,event_ce006_3_03_s,Narration,com,Locale_MainScenario:event_ce006_3_03_s_127,False,,black,black,1.0,sfx_scn_metalpunch3,,,,,,2,no,,,12,idle
event_ce006_3_03_s_128,40080,event_ce006_3_03_s,Narration,com,Locale_MainScenario:event_ce006_3_03_s_128,False,,black,black,1.0,sfx_scn_metalpunch,,,,,,2,no,,,12,idle
event_ce006_3_03_s_129,40080,event_ce006_3_03_s,Speech,com,Locale_MainScenario:event_ce006_3_03_s_129,False,,120,120,1.0,,collab_bgm_sb_landscapeofthepast,,com,black,,2,no,,,12,idle
event_ce006_3_03_s_130,40080,event_ce006_3_03_s,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_s_130,True,,120,1,1.3,,,,ce006_02,,,2,idle,,,12,idle
event_ce006_3_03_s_131,40080,event_ce006_3_03_s,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_s_131,True,,1,1,1.0,,,,ce006_02,,,2,idle,,,12,idle
event_ce006_3_03_s_132,40080,event_ce006_3_03_s,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_s_132,True,,1,1,1.0,,,,ce006_02,,,2,idle,,,12,idle
event_ce006_3_03_s_133,40080,event_ce006_3_03_s,Speech,com,Locale_MainScenario:event_ce006_3_03_s_133,True,,1,1,1.0,,,,com,,,2,idle,,,12,idle
event_ce006_3_03_s_134,40080,event_ce006_3_03_s,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_s_134,True,,1,1,1.0,,,,ce006_02,,,2,idle,,,12,idle
event_ce006_3_03_s_135,40080,event_ce006_3_03_s,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_s_135,False,,1,20,1.3,,,,ce006_02,,,2,idle,,,12,idle
event_ce006_3_03_s_136,40080,event_ce006_3_03_s,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_s_136,True,,20,20,1.0,,,,ce006_02,,,2,idle,,,12,idle
event_ce006_3_03_s_137,40080,event_ce006_3_03_s,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_s_137,True,,20,20,1.0,,,,ce006_02,,,2,idle,,,12,idle
event_ce006_3_03_s_138,40080,event_ce006_3_03_s,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_s_138,True,,20,20,1.0,,,,ce006_02,,,2,idle,,,12,idle
event_ce006_3_03_s_139,40080,event_ce006_3_03_s,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_s_139,True,,20,20,1.0,,,,ce006_02,,,2,idle,,,12,idle
event_ce006_3_03_s_140,40080,event_ce006_3_03_s,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_s_140,True,,20,20,1.0,,,,ce006_02,,,2,idle,,,12,idle
event_ce006_3_03_s_141,40080,event_ce006_3_03_s,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_s_141,True,,20,20,1.0,,,,ce006_02,,,2,idle,,,12,idle
event_ce006_3_03_s_142,40080,event_ce006_3_03_s,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_s_142,True,,20,20,1.0,,,,ce006_02,,,2,idle,,,12,idle
event_ce006_3_03_s_143,40080,event_ce006_3_03_s,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_s_143,False,,20,20,1.0,,,,com,,,2,idle,,,12,idle
event_ce006_3_03_s_144,40080,event_ce006_3_03_s,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_s_144,True,,20,20,1.0,,,,ce006_02,,,2,idle,,,12,idle
event_ce006_3_03_s_145,40080,event_ce006_3_03_s,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_s_145,True,,20,20,1.0,,,,ce006_02,,,2,idle,,,12,idle
event_ce006_3_03_s_146,40080,event_ce006_3_03_s,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_s_146,True,,20,20,1.0,,,,ce006_02,,,2,idle,,,12,idle
