id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_sound,jump_target
event_BunnyX777_01_e_48,40014,event_BunnyX777_01_e,Speech,Locale_SubScenario:event_BunnyX777_01_e_48,True,,1,idle,,100,100,1.0,,rouge,rouge,,
event_BunnyX777_01_e_49,40014,event_BunnyX777_01_e,Self,Locale_SubScenario:event_BunnyX777_01_e_49,False,,1,idle,,100,100,1.0,,,,,
event_BunnyX777_01_e_50,40014,event_BunnyX777_01_e,Narration,Locale_SubScenario:event_BunnyX777_01_e_50,False,,1,idle,,100,100,1.0,,,,sfx_scn_coin,
event_BunnyX777_01_e_51,40014,event_BunnyX777_01_e,Monologue,Locale_SubScenario:event_BunnyX777_01_e_51,False,,1,idle,,100,10,1.0,,,,,
event_BunnyX777_01_e_52,40014,event_BunnyX777_01_e,Speech,Locale_SubScenario:event_BunnyX777_01_e_52,True,,1,idle,,10,10,1.0,,rouge,rouge,,
event_BunnyX777_01_e_53,40014,event_BunnyX777_01_e,Speech,Locale_SubScenario:event_BunnyX777_01_e_53,True,,1,idle,,10,10,1.0,,rouge,rouge,,
event_BunnyX777_01_e_54,40014,event_BunnyX777_01_e,Speech,Locale_SubScenario:event_BunnyX777_01_e_54,True,,1,idle,,10,10,1.0,,rouge,rouge,,
event_BunnyX777_01_e_55,40014,event_BunnyX777_01_e,Self,Locale_SubScenario:event_BunnyX777_01_e_55,False,,1,idle,,10,10,1.0,,,,,
event_BunnyX777_01_e_56,40014,event_BunnyX777_01_e,Speech,Locale_SubScenario:event_BunnyX777_01_e_56,True,,1,idle,,10,10,1.0,,rouge,rouge,,
event_BunnyX777_01_e_57,40014,event_BunnyX777_01_e,Speech,Locale_SubScenario:event_BunnyX777_01_e_57,True,,1,idle,,10,10,1.0,,rouge,rouge,,
event_BunnyX777_01_e_58,40014,event_BunnyX777_01_e,Choice,Locale_SubScenario:event_BunnyX777_01_e_58,False,,1,idle,,10,10,1.0,,,,,event_BunnyX777_01_e_60
event_BunnyX777_01_e_59,40014,event_BunnyX777_01_e,Choice,Locale_SubScenario:event_BunnyX777_01_e_59,False,,1,idle,,10,10,1.0,,,,,event_BunnyX777_01_e_62
event_BunnyX777_01_e_60,40014,event_BunnyX777_01_e,Monologue,Locale_SubScenario:event_BunnyX777_01_e_60,False,,1,idle,,10,100,1.0,,,,,
event_BunnyX777_01_e_61,40014,event_BunnyX777_01_e,Monologue,Locale_SubScenario:event_BunnyX777_01_e_61,False,,1,idle,,100,100,1.0,,,,,event_BunnyX777_01_e_64
event_BunnyX777_01_e_62,40014,event_BunnyX777_01_e,Monologue,Locale_SubScenario:event_BunnyX777_01_e_62,False,,1,idle,,10,100,1.0,,,,,
event_BunnyX777_01_e_63,40014,event_BunnyX777_01_e,Monologue,Locale_SubScenario:event_BunnyX777_01_e_63,False,,1,idle,,100,100,1.0,,,,,event_BunnyX777_01_e_64
event_BunnyX777_01_e_64,40014,event_BunnyX777_01_e,Speech,Locale_SubScenario:event_BunnyX777_01_e_64,True,,1,idle,,100,100,1.0,none,rouge,rouge,,
event_BunnyX777_01_e_65,40014,event_BunnyX777_01_e,Speech,Locale_SubScenario:event_BunnyX777_01_e_65,True,,1,idle,,100,10,1.0,,rouge,rouge,,
event_BunnyX777_01_e_66,40014,event_BunnyX777_01_e,Speech,Locale_SubScenario:event_BunnyX777_01_e_66,True,,1,idle,,10,10,1.0,bgm_story_backtonormal,rouge,rouge,,
event_BunnyX777_01_e_67,40014,event_BunnyX777_01_e,Speech,Locale_SubScenario:event_BunnyX777_01_e_67,True,,1,idle,,10,10,1.0,,rouge,rouge,,
event_BunnyX777_01_e_68,40014,event_BunnyX777_01_e,Speech,Locale_SubScenario:event_BunnyX777_01_e_68,True,,1,idle,,10,10,1.0,,rouge,rouge,,
event_BunnyX777_01_e_69,40014,event_BunnyX777_01_e,Speech,Locale_SubScenario:event_BunnyX777_01_e_69,True,,1,idle,,10,10,1.0,,rouge,rouge,,
event_BunnyX777_01_e_70,40014,event_BunnyX777_01_e,Speech,Locale_SubScenario:event_BunnyX777_01_e_70,True,,1,idle,,10,100,1.0,,rouge,rouge,,
event_BunnyX777_01_e_71,40014,event_BunnyX777_01_e,Speech,Locale_SubScenario:event_BunnyX777_01_e_71,True,,1,idle,,100,100,1.0,,rouge,rouge,,
event_BunnyX777_01_e_72,40014,event_BunnyX777_01_e,Self,Locale_SubScenario:event_BunnyX777_01_e_72,False,,1,idle,,100,100,1.0,,,,,
event_BunnyX777_01_e_73,40014,event_BunnyX777_01_e,Speech,Locale_SubScenario:event_BunnyX777_01_e_73,True,,1,idle,,100,100,1.0,,rouge,rouge,,
event_BunnyX777_01_e_74,40014,event_BunnyX777_01_e,Speech,Locale_SubScenario:event_BunnyX777_01_e_74,True,,1,idle,,100,100,1.0,,rouge,rouge,,
event_BunnyX777_01_e_75,40014,event_BunnyX777_01_e,Speech,Locale_SubScenario:event_BunnyX777_01_e_75,True,,1,idle,,100,100,1.0,,rouge,rouge,,
