id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,set_camera_shake,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
event_nyanyaparadise_02_s_36,40022,event_nyanyaparadise_02_s,Speech,Locale_SubScenario:event_nyanyaparadise_02_s_36,False,,31,31,1.0,,,ruru,ruru,,,,1,special,,,15,idle,,3,idle,
event_nyanyaparadise_02_s_37,40022,event_nyanyaparadise_02_s,Narration,Locale_SubScenario:event_nyanyaparadise_02_s_37,False,,31,31,1.0,,,,,,,,1,special,,,15,idle,,3,idle,
event_nyanyaparadise_02_s_38,40022,event_nyanyaparadise_02_s,Monologue,Locale_SubScenario:event_nyanyaparadise_02_s_38,False,,31,31,1.0,,,,,,,,1,special,,,15,idle,,3,idle,
event_nyanyaparadise_02_s_39,40022,event_nyanyaparadise_02_s,Speech,Locale_SubScenario:event_nyanyaparadise_02_s_39,False,,31,XS_10,1.0,,,ruru,ruru,,,,1,surprise,,,15,idle,,3,idle,
event_nyanyaparadise_02_s_40,40022,event_nyanyaparadise_02_s,Speech,Locale_SubScenario:event_nyanyaparadise_02_s_40,True,,XS_10,XS_10,1.0,,,ruru,ruru,,,,1,surprise,,,15,idle,,3,idle,
event_nyanyaparadise_02_s_41,40022,event_nyanyaparadise_02_s,Narration,Locale_SubScenario:event_nyanyaparadise_02_s_41,False,,XS_10,XS_10,1.0,,,,,,,,1,surprise,ruru,,15,idle,,3,idle,
event_nyanyaparadise_02_s_42,40022,event_nyanyaparadise_02_s,Narration,Locale_SubScenario:event_nyanyaparadise_02_s_42,False,,XS_10,XS_10,1.0,,,,,,,,,,,,15,idle,,3,idle,
event_nyanyaparadise_02_s_43,40022,event_nyanyaparadise_02_s,Monologue,Locale_SubScenario:event_nyanyaparadise_02_s_43,False,,XS_10,XS_10,1.0,,,,,,,,,,,,15,idle,,3,idle,
event_nyanyaparadise_02_s_44,40022,event_nyanyaparadise_02_s,Speech,Locale_SubScenario:event_nyanyaparadise_02_s_44,True,,XS_10,L_150,2.0,,,nero,nero,,,,,,,,15,idle,,3,idle,
event_nyanyaparadise_02_s_45,40022,event_nyanyaparadise_02_s,Speech,Locale_SubScenario:event_nyanyaparadise_02_s_45,True,,L_150,L_150,1.0,,,nero,nero,,,,,,,,15,idle,,3,idle,
event_nyanyaparadise_02_s_46,40022,event_nyanyaparadise_02_s,Speech,Locale_SubScenario:event_nyanyaparadise_02_s_46,True,Park,XS_10,XS_100,1.0,,,ruru,ruru,Low_2,black,ruru,1,sad,,,15,idle,,3,idle,storekeeper
event_nyanyaparadise_02_s_47,40022,event_nyanyaparadise_02_s,Speech,Locale_SubScenario:event_nyanyaparadise_02_s_47,True,,XS_100,XS_100,1.0,,,ruru,ruru,,,,1,sad,,,15,idle,,,,
event_nyanyaparadise_02_s_48,40022,event_nyanyaparadise_02_s,Self,Locale_SubScenario:event_nyanyaparadise_02_s_48,False,,XS_100,XS_100,1.0,,,,,,,,1,sad,,,15,idle,,,,
event_nyanyaparadise_02_s_49,40022,event_nyanyaparadise_02_s,Speech,Locale_SubScenario:event_nyanyaparadise_02_s_49,True,,XS_100,XS_100,1.0,,,nero,nero,,,,1,sad,,,15,idle,,,,
event_nyanyaparadise_02_s_50,40022,event_nyanyaparadise_02_s,Monologue,Locale_SubScenario:event_nyanyaparadise_02_s_50,False,,XS_100,XS_10,1.0,,,,,,,,1,sad,,,15,idle,,,,
event_nyanyaparadise_02_s_51,40022,event_nyanyaparadise_02_s,Monologue,Locale_SubScenario:event_nyanyaparadise_02_s_51,False,,XS_10,XS_10,1.0,,,,,,,,1,sad,,,15,idle,,,,
event_nyanyaparadise_02_s_52,40022,event_nyanyaparadise_02_s,Narration,Locale_SubScenario:event_nyanyaparadise_02_s_52,False,,XS_10,XS_10,1.0,sfx_scn_dabbling,,,,,,,1,idle,,,15,idle,,,,
event_nyanyaparadise_02_s_53,40022,event_nyanyaparadise_02_s,Monologue,Locale_SubScenario:event_nyanyaparadise_02_s_53,False,,XS_10,1,1.0,,,,,,,,1,idle,,,15,idle,,,,
event_nyanyaparadise_02_s_54,40022,event_nyanyaparadise_02_s,Self,Locale_SubScenario:event_nyanyaparadise_02_s_54,False,,1,1,1.0,,,,,,,,1,idle,,,15,idle,,,,
event_nyanyaparadise_02_s_55,40022,event_nyanyaparadise_02_s,Speech,Locale_SubScenario:event_nyanyaparadise_02_s_55,True,,1,15,2.0,,,nero,nero,,,,1,idle,,,15,idle,,,,
event_nyanyaparadise_02_s_56,40022,event_nyanyaparadise_02_s,Narration,Locale_SubScenario:event_nyanyaparadise_02_s_56,False,,15,15,1.0,sfx_scn_fillacup,,,,,,,1,idle,,,15,idle,,,,
event_nyanyaparadise_02_s_57,40022,event_nyanyaparadise_02_s,Self,Locale_SubScenario:event_nyanyaparadise_02_s_57,False,,15,15,1.0,,none,,,,,,1,idle,,,15,idle,,,,
event_nyanyaparadise_02_s_58,40022,event_nyanyaparadise_02_s,Speech,Locale_SubScenario:event_nyanyaparadise_02_s_58,True,,15,L_150,1.0,,,nero,nero,,,,1,idle,,,15,idle,,,,
event_nyanyaparadise_02_s_59,40022,event_nyanyaparadise_02_s,Speech,Locale_SubScenario:event_nyanyaparadise_02_s_59,True,,L_150,L_150,1.0,,bgm_story_orangepop,nero,nero,,,,1,idle,,,15,idle,,,,
event_nyanyaparadise_02_s_60,40022,event_nyanyaparadise_02_s,Self,Locale_SubScenario:event_nyanyaparadise_02_s_60,False,,L_150,L_150,1.0,,,,,,,,1,idle,,,15,idle,,,,
event_nyanyaparadise_02_s_61,40022,event_nyanyaparadise_02_s,Speech,Locale_SubScenario:event_nyanyaparadise_02_s_61,True,,L_150,L_150,1.0,,,nero,nero,,,,1,idle,,,15,idle,,,,
event_nyanyaparadise_02_s_62,40022,event_nyanyaparadise_02_s,Self,Locale_SubScenario:event_nyanyaparadise_02_s_62,False,,L_150,L_150,1.0,,,,,,,,1,idle,,,15,idle,,,,
event_nyanyaparadise_02_s_63,40022,event_nyanyaparadise_02_s,Speech,Locale_SubScenario:event_nyanyaparadise_02_s_63,True,,L_150,L_150,1.0,,,nero,nero,,,,1,idle,,,15,idle,,,,
event_nyanyaparadise_02_s_64,40022,event_nyanyaparadise_02_s,Speech,Locale_SubScenario:event_nyanyaparadise_02_s_64,True,,L_150,L_150,1.0,,,nero,nero,,,,1,idle,,,15,idle,,,,
event_nyanyaparadise_02_s_65,40022,event_nyanyaparadise_02_s,Speech,Locale_SubScenario:event_nyanyaparadise_02_s_65,True,,L_150,L_150,1.0,,,nero,nero,,,,1,idle,,,15,idle,,,,
event_nyanyaparadise_02_s_66,40022,event_nyanyaparadise_02_s,Speech,Locale_SubScenario:event_nyanyaparadise_02_s_66,True,,L_150,L_150,1.0,,,nero,nero,,,,1,idle,,,15,idle,,,,
event_nyanyaparadise_02_s_67,40022,event_nyanyaparadise_02_s,Narration,Locale_SubScenario:event_nyanyaparadise_02_s_67,False,,black,black,1.0,,,,,,,,1,idle,,,15,idle,,,,
event_nyanyaparadise_02_s_68,40022,event_nyanyaparadise_02_s,Speech,Locale_SubScenario:event_nyanyaparadise_02_s_68,True,,1,1,1.0,,,ruru,ruru,,,,1,idle,,,15,idle,,,,
event_nyanyaparadise_02_s_69,40022,event_nyanyaparadise_02_s,Speech,Locale_SubScenario:event_nyanyaparadise_02_s_69,True,,1,1,1.0,,,ruru,ruru,,,,1,idle,,,15,idle,,,,
event_nyanyaparadise_02_s_70,40022,event_nyanyaparadise_02_s,Monologue,Locale_SubScenario:event_nyanyaparadise_02_s_70,False,,1,1,1.0,,,,,,,,1,idle,,,15,idle,,,,
event_nyanyaparadise_02_s_71,40022,event_nyanyaparadise_02_s,Monologue,Locale_SubScenario:event_nyanyaparadise_02_s_71,False,,1,XS_10,1.0,,,,,,,,1,idle,,,15,idle,,,,
event_nyanyaparadise_02_s_72,40022,event_nyanyaparadise_02_s,Speech,Locale_SubScenario:event_nyanyaparadise_02_s_72,True,,XS_10,XS_10,1.0,,,ruru,ruru,,,,1,delight,,,15,idle,,,,
event_nyanyaparadise_02_s_73,40022,event_nyanyaparadise_02_s,Narration,Locale_SubScenario:event_nyanyaparadise_02_s_73,False,,XS_10,XS_10,1.0,sfx_scn_catyummy,,,,,,,1,delight,,,15,idle,,,,
event_nyanyaparadise_02_s_74,40022,event_nyanyaparadise_02_s,Speech,Locale_SubScenario:event_nyanyaparadise_02_s_74,True,,XS_10,XS_100,1.0,,,ruru,ruru,,,,1,shy,,,15,idle,,,,
event_nyanyaparadise_02_s_75,40022,event_nyanyaparadise_02_s,Narration,Locale_SubScenario:event_nyanyaparadise_02_s_75,False,,XS_100,XS_100,1.0,sfx_scn_catyummy,,,,,,,1,shy,,,15,idle,,,,
event_nyanyaparadise_02_s_76,40022,event_nyanyaparadise_02_s,Speech,Locale_SubScenario:event_nyanyaparadise_02_s_76,True,,XS_100,XS_100,1.0,,,ruru,ruru,,,,1,shy,,,15,idle,,,,
event_nyanyaparadise_02_s_77,40022,event_nyanyaparadise_02_s,Self,Locale_SubScenario:event_nyanyaparadise_02_s_77,False,,XS_100,L_1500,2.0,,,,,,,,1,shy,,,15,idle,,,,
event_nyanyaparadise_02_s_78,40022,event_nyanyaparadise_02_s,Self,Locale_SubScenario:event_nyanyaparadise_02_s_78,False,,L_1500,L_1500,1.0,,,,,,,,1,shy,,,15,idle,,,,
event_nyanyaparadise_02_s_79,40022,event_nyanyaparadise_02_s,Speech,Locale_SubScenario:event_nyanyaparadise_02_s_79,True,,L_1500,L_1500,1.0,,,nero,nero,,,,1,shy,,,15,idle,,,,
event_nyanyaparadise_02_s_80,40022,event_nyanyaparadise_02_s,Speech,Locale_SubScenario:event_nyanyaparadise_02_s_80,True,,L_1500,L_150,1.0,,,nero,nero,,,,1,shy,,,15,idle,,,,
event_nyanyaparadise_02_s_81,40022,event_nyanyaparadise_02_s,Speech,Locale_SubScenario:event_nyanyaparadise_02_s_81,True,,L_150,L_150,1.0,,,nero,nero,,,,1,shy,,,15,idle,,,,
event_nyanyaparadise_02_s_82,40022,event_nyanyaparadise_02_s,Speech,Locale_SubScenario:event_nyanyaparadise_02_s_82,True,,L_150,L_150,1.0,,,nero,nero,,,,1,shy,,,15,idle,,,,
event_nyanyaparadise_02_s_83,40022,event_nyanyaparadise_02_s,Self,Locale_SubScenario:event_nyanyaparadise_02_s_83,False,,L_150,L_150,1.0,,,,,,,,1,shy,,,15,idle,,,,
event_nyanyaparadise_02_s_84,40022,event_nyanyaparadise_02_s,Speech,Locale_SubScenario:event_nyanyaparadise_02_s_84,True,,L_150,L_1500,1.0,,,nero,nero,,,,1,shy,,,15,idle,,,,
event_nyanyaparadise_02_s_85,40022,event_nyanyaparadise_02_s,Self,Locale_SubScenario:event_nyanyaparadise_02_s_85,False,,L_1500,L_1500,1.0,,,,,,,,1,shy,,,15,idle,,,,
event_nyanyaparadise_02_s_86,40022,event_nyanyaparadise_02_s,Speech,Locale_SubScenario:event_nyanyaparadise_02_s_86,True,,L_1500,L_1500,1.0,,,nero,nero,,,,1,shy,,,15,idle,,,,
event_nyanyaparadise_02_s_87,40022,event_nyanyaparadise_02_s,Monologue,Locale_SubScenario:event_nyanyaparadise_02_s_87,False,,black,black,1.0,,,,,,,,1,shy,,,15,idle,,,,
