id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,fade,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim
event_overthehorizon_01_s_13,40081,event_overthehorizon_01_s,Speech,Locale_SubScenario:event_overthehorizon_01_s_13,True,,113,113,1.0,,anis,anis,,,,1,idle,,13,idle,,15,idle,,,,,,,,,,
event_overthehorizon_01_s_14,40081,event_overthehorizon_01_s,Speech,Locale_SubScenario:event_overthehorizon_01_s_14,True,,113,113,1.0,,anis,anis,,,,1,idle,,13,idle,,15,idle,,,,,,,,,,
event_overthehorizon_01_s_15,40081,event_overthehorizon_01_s,Speech,Locale_SubScenario:event_overthehorizon_01_s_15,True,,113,113,1.0,,rapi,rapi,,,,1,idle,,13,idle,,15,idle,,,,,,,,,,
event_overthehorizon_01_s_16,40081,event_overthehorizon_01_s,Self,Locale_SubScenario:event_overthehorizon_01_s_16,False,,113,113,1.0,,rapi,,,,,1,idle,,13,idle,,15,idle,,,,,,,,,,
event_overthehorizon_01_s_17,40081,event_overthehorizon_01_s,Speech,Locale_SubScenario:event_overthehorizon_01_s_17,True,,113,113,1.0,,anis,anis,,,,1,idle,,13,void,,15,idle,,,,,,,,,,
event_overthehorizon_01_s_18,40081,event_overthehorizon_01_s,Speech,Locale_SubScenario:event_overthehorizon_01_s_18,True,,113,113,1.0,,anis,anis,,,,1,idle,,13,void,,15,idle,,,,,,,,,,
event_overthehorizon_01_s_19,40081,event_overthehorizon_01_s,Speech,Locale_SubScenario:event_overthehorizon_01_s_19,True,,113,113,1.0,,anis,anis,,,,1,idle,,13,worry,,15,idle,,,,,,,,,,
event_overthehorizon_01_s_20,40081,event_overthehorizon_01_s,Self,Locale_SubScenario:event_overthehorizon_01_s_20,False,,113,113,1.0,,anis,,,,,1,idle,,13,worry,,15,idle,,,,,,,,,,
event_overthehorizon_01_s_21,40081,event_overthehorizon_01_s,Speech,Locale_SubScenario:event_overthehorizon_01_s_21,False,,113,1315,1.5,,neon,neon,,,,1,idle,,13,worry,,15,surprise,,,,,,,,,,
event_overthehorizon_01_s_22,40081,event_overthehorizon_01_s,Speech,Locale_SubScenario:event_overthehorizon_01_s_22,True,,1315,1315,1.0,,neon,neon,,,,1,idle,,13,worry,,15,surprise,,,,,,,,,,
event_overthehorizon_01_s_23,40081,event_overthehorizon_01_s,Speech,Locale_SubScenario:event_overthehorizon_01_s_23,True,,1315,1315,1.0,,anis,anis,,,,1,idle,,13,worry,,15,surprise,,,,,,,,,,
event_overthehorizon_01_s_24,40081,event_overthehorizon_01_s,Speech,Locale_SubScenario:event_overthehorizon_01_s_24,True,,1315,1315,1.0,,anis,anis,,,,1,idle,,13,worry,,15,surprise,,,,,,,,,,
event_overthehorizon_01_s_25,40081,event_overthehorizon_01_s,Speech,Locale_SubScenario:event_overthehorizon_01_s_25,False,,1315,1315,1.0,,neon,neon,,,,1,idle,,13,worry,,15,surprise,,,,,,,,,,
event_overthehorizon_01_s_26,40081,event_overthehorizon_01_s,Speech,Locale_SubScenario:event_overthehorizon_01_s_26,True,,1315,113,1.0,,rapi,rapi,,,,1,idle,,13,worry,,15,surprise,,,,,,,,,,
event_overthehorizon_01_s_27,40081,event_overthehorizon_01_s,Self,Locale_SubScenario:event_overthehorizon_01_s_27,False,,113,113,1.0,,rapi,,,,,1,idle,,13,worry,,15,surprise,,,,,,,,,,
event_overthehorizon_01_s_28,40081,event_overthehorizon_01_s,Speech,Locale_SubScenario:event_overthehorizon_01_s_28,True,,113,113,1.0,,anis,anis,,,,1,idle,,13,worry,,15,idle,,,,,,,,,,
event_overthehorizon_01_s_29,40081,event_overthehorizon_01_s,Speech,Locale_SubScenario:event_overthehorizon_01_s_29,True,,113,113,1.0,,anis,anis,,,,1,idle,,13,idle,,15,idle,,,,,,,,,,
event_overthehorizon_01_s_30,40081,event_overthehorizon_01_s,Speech,Locale_SubScenario:event_overthehorizon_01_s_30,True,,113,113,1.0,,rapi,rapi,,,,1,idle,,13,idle,,15,idle,,,,,,,,,,
event_overthehorizon_01_s_31,40081,event_overthehorizon_01_s,Speech,Locale_SubScenario:event_overthehorizon_01_s_31,True,,113,113,1.0,,rapi,rapi,,,,1,idle,,13,idle,,15,idle,,,,,,,,,,
event_overthehorizon_01_s_32,40081,event_overthehorizon_01_s,Speech,Locale_SubScenario:event_overthehorizon_01_s_32,True,,113,113,1.0,,rapi,rapi,,,,1,idle,,13,idle,,15,idle,,,,,,,,,,
event_overthehorizon_01_s_33,40081,event_overthehorizon_01_s,Self,Locale_SubScenario:event_overthehorizon_01_s_33,False,,113,1,1.0,,rapi,,,,,1,idle,,13,idle,,15,idle,,,,,,,,,,
event_overthehorizon_01_s_34,40081,event_overthehorizon_01_s,Speech,Locale_SubScenario:event_overthehorizon_01_s_34,True,,1,1,1.0,,rapi,rapi,,,,1,idle,,13,idle,,15,idle,,,,,,,,,,
event_overthehorizon_01_s_35,40081,event_overthehorizon_01_s,Self,Locale_SubScenario:event_overthehorizon_01_s_35,False,,1,1,1.0,none,rapi,,,,,1,idle,,13,idle,,15,idle,,,,,,,,,,
event_overthehorizon_01_s_36,40081,event_overthehorizon_01_s,Self,Locale_SubScenario:event_overthehorizon_01_s_36,False,,1,10,1.0,,rapi,,,,,1,idle,,13,idle,,15,idle,,,,,,,,,,
event_overthehorizon_01_s_37,40081,event_overthehorizon_01_s,Narration,Locale_SubScenario:event_overthehorizon_01_s_37,False,Corridor,black,black,1.0,,cielo_unknown,,black,,,1,idle,,13,idle,,15,idle,cielo_unknown,3,idle,,sora,5,idle,,,
event_overthehorizon_01_s_38,40081,event_overthehorizon_01_s,Speech,Locale_SubScenario:event_overthehorizon_01_s_38,True,,300,300,1.0,bgm_story_cottoncandy,cielo_unknown,cielo_unknown,,,,1,idle,,13,idle,,15,idle,,3,idle,,,5,idle,,,
event_overthehorizon_01_s_39,40081,event_overthehorizon_01_s,Speech,Locale_SubScenario:event_overthehorizon_01_s_39,True,,300,30,1.0,,cielo_unknown,cielo_unknown,,,,1,idle,,13,idle,,15,idle,,3,idle,,,5,idle,,,
event_overthehorizon_01_s_40,40081,event_overthehorizon_01_s,Speech,Locale_SubScenario:event_overthehorizon_01_s_40,True,,S_150,S_150,1.0,,neon,neon,,,,1,idle,,13,delight,,15,delight,,3,idle,,,5,idle,,,
event_overthehorizon_01_s_41,40081,event_overthehorizon_01_s,Speech,Locale_SubScenario:event_overthehorizon_01_s_41,True,,S_150,130,1.0,,anis,anis,,,,1,idle,,13,delight,,15,delight,,3,idle,,,5,idle,,,
event_overthehorizon_01_s_42,40081,event_overthehorizon_01_s,Speech,Locale_SubScenario:event_overthehorizon_01_s_42,True,,130,10,1.0,,rapi,rapi,,,,1,idle,,13,delight,,15,delight,,3,idle,,,5,idle,,,
event_overthehorizon_01_s_43,40081,event_overthehorizon_01_s,Choice,Locale_SubScenario:event_overthehorizon_01_s_43,False,,10,10,1.0,,rapi,,,event_overthehorizon_01_s_45,,1,idle,,13,delight,,15,delight,,3,idle,,,5,idle,,,
event_overthehorizon_01_s_44,40081,event_overthehorizon_01_s,Choice,Locale_SubScenario:event_overthehorizon_01_s_44,False,,10,10,1.0,,rapi,,,event_overthehorizon_01_s_45,,1,idle,,13,delight,,15,delight,,3,idle,,,5,idle,,,
event_overthehorizon_01_s_45,40081,event_overthehorizon_01_s,Speech,Locale_SubScenario:event_overthehorizon_01_s_45,False,,10,30,1.0,,cielo_unknown,cielo_unknown,,,,1,idle,,13,idle,,15,delight,,3,delight_02,,,5,idle,,,
event_overthehorizon_01_s_46,40081,event_overthehorizon_01_s,Speech,Locale_SubScenario:event_overthehorizon_01_s_46,True,,30,30,1.0,,cielo_unknown,cielo_unknown,,,,1,idle,,13,idle,,15,delight,,3,delight_02,,,5,idle,,,
event_overthehorizon_01_s_47,40081,event_overthehorizon_01_s,Speech,Locale_SubScenario:event_overthehorizon_01_s_47,True,,30,30,1.0,,cielo_unknown,cielo_unknown,,,,1,idle,,13,idle,,15,idle,,3,delight_02,,,5,idle,,,
event_overthehorizon_01_s_48,40081,event_overthehorizon_01_s,Speech,Locale_SubScenario:event_overthehorizon_01_s_48,True,,30,30,1.0,,cielo_unknown,cielo_unknown,,,,1,idle,,13,idle,,15,idle,,3,delight_02,,,5,idle,,,
event_overthehorizon_01_s_49,40081,event_overthehorizon_01_s,Speech,Locale_SubScenario:event_overthehorizon_01_s_49,True,,30,300,1.0,,cielo_unknown,cielo_unknown,,,,1,idle,,13,idle,,15,idle,,3,delight_02,,,5,idle,,,
event_overthehorizon_01_s_50,40081,event_overthehorizon_01_s,Speech,Locale_SubScenario:event_overthehorizon_01_s_50,False,,300,100,1.0,,rapi,rapi,,,,1,worry,,13,idle,,15,idle,,3,delight_02,,,5,idle,,,
event_overthehorizon_01_s_51,40081,event_overthehorizon_01_s,Speech,Locale_SubScenario:event_overthehorizon_01_s_51,True,,100,1300,1.0,,anis,anis,,,,1,worry,,13,worry,,15,idle,,3,delight_02,,,5,idle,,,
event_overthehorizon_01_s_52,40081,event_overthehorizon_01_s,Speech,Locale_SubScenario:event_overthehorizon_01_s_52,True,,1300,S_1500,1.0,,neon,neon,,,,1,worry,,13,worry,,15,idle,cielo,3,delight_02,cielo_unknown,,5,idle,,,
event_overthehorizon_01_s_53,40081,event_overthehorizon_01_s,Self,Locale_SubScenario:event_overthehorizon_01_s_53,False,,S_1500,S_1500,1.0,,neon,,,,,1,worry,,13,worry,,15,idle,,3,delight_02,,,5,idle,,,
event_overthehorizon_01_s_54,40081,event_overthehorizon_01_s,Speech,Locale_SubScenario:event_overthehorizon_01_s_54,True,,500,500,1.0,,unknown,unknown,,,,1,idle,,13,idle,,15,idle,,3,delight_02,,,5,idle,,,
event_overthehorizon_01_s_55,40081,event_overthehorizon_01_s,Speech,Locale_SubScenario:event_overthehorizon_01_s_55,True,,500,500,1.0,,unknown,unknown,,,,1,idle,,13,idle,,15,idle,,3,delight_02,,,5,idle,,,
event_overthehorizon_01_s_56,40081,event_overthehorizon_01_s,Speech,Locale_SubScenario:event_overthehorizon_01_s_56,True,,500,300,1.0,,unknown,unknown,,,,1,idle,,13,idle,,15,idle,,3,no_2,,,5,idle,,,
event_overthehorizon_01_s_57,40081,event_overthehorizon_01_s,Speech,Locale_SubScenario:event_overthehorizon_01_s_57,True,,300,30,1.0,,unknown,unknown,,,,1,idle,,13,idle,,15,idle,,3,no_2,,,5,idle,,,
event_overthehorizon_01_s_58,40081,event_overthehorizon_01_s,Speech,Locale_SubScenario:event_overthehorizon_01_s_58,True,,30,30,1.0,,cielo,cielo,,,,1,idle,,13,idle,,15,idle,,3,idle,,,5,idle,,,
event_overthehorizon_01_s_59,40081,event_overthehorizon_01_s,Speech,Locale_SubScenario:event_overthehorizon_01_s_59,True,,30,50,1.0,,sora,sora,,,,1,idle,,13,idle,,15,idle,,3,idle,,,5,idle,,,
event_overthehorizon_01_s_60,40081,event_overthehorizon_01_s,Speech,Locale_SubScenario:event_overthehorizon_01_s_60,True,,50,50,1.0,,sora,sora,,,,1,idle,,13,idle,,15,idle,,3,idle,,,5,idle,,,
event_overthehorizon_01_s_61,40081,event_overthehorizon_01_s,Speech,Locale_SubScenario:event_overthehorizon_01_s_61,True,,50,500,1.0,,sora,sora,,,,1,idle,,13,idle,,15,idle,,3,idle,,,5,idle,,,
event_overthehorizon_01_s_62,40081,event_overthehorizon_01_s,Speech,Locale_SubScenario:event_overthehorizon_01_s_62,True,,500,500,1.0,,sora,sora,,,,1,idle,,13,idle,,15,idle,,3,idle,,,5,idle,,,
event_overthehorizon_01_s_63,40081,event_overthehorizon_01_s,Self,Locale_SubScenario:event_overthehorizon_01_s_63,False,,500,500,1.0,,sora,,,,,1,idle,,13,idle,,15,idle,,3,idle,,,5,idle,,,
event_overthehorizon_01_s_64,40081,event_overthehorizon_01_s,Speech,Locale_SubScenario:event_overthehorizon_01_s_64,True,,500,50,1.0,,sora,sora,,,,1,idle,,13,idle,,15,idle,,3,idle,,,5,idle,,,
event_overthehorizon_01_s_65,40081,event_overthehorizon_01_s,Speech,Locale_SubScenario:event_overthehorizon_01_s_65,True,,50,50,1.0,,sora,sora,,,,1,idle,,13,idle,,15,idle,,3,idle,,,5,idle,,,
event_overthehorizon_01_s_66,40081,event_overthehorizon_01_s,Speech,Locale_SubScenario:event_overthehorizon_01_s_66,True,,50,50,1.0,,sora,sora,,,,1,idle,,13,idle,,15,idle,,3,idle,,,5,idle,,,
event_overthehorizon_01_s_67,40081,event_overthehorizon_01_s,Speech,Locale_SubScenario:event_overthehorizon_01_s_67,False,,130,1300,0.5,,anis,anis,,,,1,no,,13,worry,,15,idle,,3,idle,,,5,idle,,,
event_overthehorizon_01_s_68,40081,event_overthehorizon_01_s,Speech,Locale_SubScenario:event_overthehorizon_01_s_68,False,,10,100,0.5,,rapi,rapi,,,,1,no,,13,worry,,15,idle,,3,idle,,,5,idle,,,
event_overthehorizon_01_s_69,40081,event_overthehorizon_01_s,Speech,Locale_SubScenario:event_overthehorizon_01_s_69,True,,300,300,1.0,,cielo,cielo,,,,1,no,,13,worry,,15,idle,,3,idle,,,5,idle,,,
event_overthehorizon_01_s_70,40081,event_overthehorizon_01_s,Speech,Locale_SubScenario:event_overthehorizon_01_s_70,True,,300,500,1.0,,sora,sora,,,,1,no,,13,worry,,15,idle,,3,idle,,,5,idle,,,
event_overthehorizon_01_s_71,40081,event_overthehorizon_01_s,Self,Locale_SubScenario:event_overthehorizon_01_s_71,False,,500,500,1.0,,sora,,,,,1,no,,13,worry,,15,idle,,3,idle,,,5,idle,,,
event_overthehorizon_01_s_72,40081,event_overthehorizon_01_s,Speech,Locale_SubScenario:event_overthehorizon_01_s_72,True,,1300,1300,1.0,,anis,anis,,,,1,no,,13,worry,,15,idle,,3,idle,,,5,idle,,,
event_overthehorizon_01_s_73,40081,event_overthehorizon_01_s,Speech,Locale_SubScenario:event_overthehorizon_01_s_73,True,,1300,100,1.0,,rapi,rapi,,,,1,think,,13,worry,,15,idle,,3,idle,,,5,idle,,,
event_overthehorizon_01_s_74,40081,event_overthehorizon_01_s,Speech,Locale_SubScenario:event_overthehorizon_01_s_74,True,,S_1500,S_1500,1.0,,neon,neon,,,,1,think,,13,worry,,15,idle,,3,idle,,,5,idle,,,
event_overthehorizon_01_s_75,40081,event_overthehorizon_01_s,Speech,Locale_SubScenario:event_overthehorizon_01_s_75,True,,S_1500,1300,1.0,,anis,anis,,,,1,think,,13,worry,,15,idle,,3,idle,,,5,idle,,,
event_overthehorizon_01_s_76,40081,event_overthehorizon_01_s,Speech,Locale_SubScenario:event_overthehorizon_01_s_76,True,,300,300,1.0,,cielo,cielo,,,,1,think,,13,worry,,15,idle,,3,surprise,,,5,idle,,,
event_overthehorizon_01_s_77,40081,event_overthehorizon_01_s,Speech,Locale_SubScenario:event_overthehorizon_01_s_77,True,,XS_700,XS_70,1.0,,sky,sky,,,,1,idle,,13,worry,,15,idle,,3,surprise,,,5,idle,sky,7,think
event_overthehorizon_01_s_78,40081,event_overthehorizon_01_s,Speech,Locale_SubScenario:event_overthehorizon_01_s_78,True,,30,30,1.0,,cielo,cielo,,,,1,idle,,13,worry,,15,idle,,3,idle,,,5,idle,,7,think
event_overthehorizon_01_s_79,40081,event_overthehorizon_01_s,Speech,Locale_SubScenario:event_overthehorizon_01_s_79,True,,30,30,1.0,,cielo,cielo,,,,1,idle,,13,worry,,15,idle,,3,idle,,,5,idle,,7,think
event_overthehorizon_01_s_80,40081,event_overthehorizon_01_s,Speech,Locale_SubScenario:event_overthehorizon_01_s_80,True,,XS_70,XS_70,1.0,,sky,sky,,,,1,idle,,13,worry,,15,idle,,3,idle,,,5,idle,,7,think
event_overthehorizon_01_s_81,40081,event_overthehorizon_01_s,Speech,Locale_SubScenario:event_overthehorizon_01_s_81,True,,XS_70,XS_70,1.0,,sky,sky,,,,1,idle,,13,worry,,15,idle,,3,idle,,,5,idle,,7,think
event_overthehorizon_01_s_82,40081,event_overthehorizon_01_s,Speech,Locale_SubScenario:event_overthehorizon_01_s_82,True,,30,30,1.0,,cielo,cielo,,,,1,idle,,13,idle,,15,idle,,3,no,,,5,idle,,7,think
event_overthehorizon_01_s_83,40081,event_overthehorizon_01_s,Speech,Locale_SubScenario:event_overthehorizon_01_s_83,True,,30,50,1.0,,sora,sora,,,,1,idle,,13,idle,,15,idle,,3,no,,,5,idle,,7,think
event_overthehorizon_01_s_84,40081,event_overthehorizon_01_s,Speech,Locale_SubScenario:event_overthehorizon_01_s_84,True,,50,XS_70,1.0,,sky,sky,,,,1,idle,,13,idle,,15,idle,,3,no,,,5,idle,,7,think
event_overthehorizon_01_s_85,40081,event_overthehorizon_01_s,Speech,Locale_SubScenario:event_overthehorizon_01_s_85,True,,XS_70,XS_70,1.0,,sky,sky,,,,1,idle,,13,idle,,15,idle,,3,no,,,5,idle,,7,think
event_overthehorizon_01_s_86,40081,event_overthehorizon_01_s,Speech,Locale_SubScenario:event_overthehorizon_01_s_86,True,,10,10,1.0,,rapi,rapi,,,,1,idle,,13,idle,,15,idle,,3,no,,,5,idle,,7,think
event_overthehorizon_01_s_87,40081,event_overthehorizon_01_s,Speech,Locale_SubScenario:event_overthehorizon_01_s_87,True,,10,10,1.0,,rapi,rapi,,,,1,idle,,13,idle,,15,idle,,3,no,,,5,idle,,7,think
event_overthehorizon_01_s_88,40081,event_overthehorizon_01_s,Self,Locale_SubScenario:event_overthehorizon_01_s_88,False,,10,10,1.0,,rapi,,,,,1,idle,,13,idle,,15,idle,,3,no,,,5,idle,,7,think
event_overthehorizon_01_s_89,40081,event_overthehorizon_01_s,Speech,Locale_SubScenario:event_overthehorizon_01_s_89,True,,XS_70,XS_70,1.0,,sky,sky,,,,1,idle,,13,idle,,15,idle,,3,no,,,5,idle,,7,think
event_overthehorizon_01_s_90,40081,event_overthehorizon_01_s,Speech,Locale_SubScenario:event_overthehorizon_01_s_90,True,,XS_70,50,1.0,,sora,sora,,,,1,idle,,13,idle,,15,idle,,3,no,,,5,idle,,7,think
event_overthehorizon_01_s_91,40081,event_overthehorizon_01_s,Speech,Locale_SubScenario:event_overthehorizon_01_s_91,True,,50,500,1.0,,sora,sora,,,,1,idle,,13,idle,,15,idle,,3,no,,,5,idle,,7,think
