id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,play_sound,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
event_phantomthiefvsdetective_01_e_23,40059,event_phantomthiefvsdetective_01_e,Speech,miranda,miranda,Locale_SubScenario:event_phantomthiefvsdetective_01_e_23,True,,S_140,S_140,1.0,,,,,,2,idle,,,12,delight,,,14,shy,
event_phantomthiefvsdetective_01_e_24,40059,event_phantomthiefvsdetective_01_e,Speech,miranda,miranda,Locale_SubScenario:event_phantomthiefvsdetective_01_e_24,True,,S_140,S_140,1.0,,,,,,2,idle,,,12,delight,,,14,shy,
event_phantomthiefvsdetective_01_e_25,40059,event_phantomthiefvsdetective_01_e,Choice,miranda,,Locale_SubScenario:event_phantomthiefvsdetective_01_e_25,False,,S_140,S_140,1.0,,event_phantomthiefvsdetective_01_e_27,,,,2,idle,,,12,delight,,,14,shy,
event_phantomthiefvsdetective_01_e_26,40059,event_phantomthiefvsdetective_01_e,Choice,miranda,,Locale_SubScenario:event_phantomthiefvsdetective_01_e_26,False,,S_140,S_140,1.0,,event_phantomthiefvsdetective_01_e_30,,,,2,idle,,,12,delight,,,14,shy,
event_phantomthiefvsdetective_01_e_27,40059,event_phantomthiefvsdetective_01_e,Speech,miranda,miranda,Locale_SubScenario:event_phantomthiefvsdetective_01_e_27,False,,S_140,S_140,1.0,,,,,,2,idle,,,12,delight,,,14,idle,
event_phantomthiefvsdetective_01_e_28,40059,event_phantomthiefvsdetective_01_e,Speech,miranda,miranda,Locale_SubScenario:event_phantomthiefvsdetective_01_e_28,True,,S_140,S_140,1.0,,,,,,2,idle,,,12,delight,,,14,idle,
event_phantomthiefvsdetective_01_e_29,40059,event_phantomthiefvsdetective_01_e,Speech,miranda,miranda,Locale_SubScenario:event_phantomthiefvsdetective_01_e_29,True,,S_140,S_1400,1.0,,event_phantomthiefvsdetective_01_e_33,,,,2,idle,,,12,delight,,,14,idle,
event_phantomthiefvsdetective_01_e_30,40059,event_phantomthiefvsdetective_01_e,Speech,miranda,miranda,Locale_SubScenario:event_phantomthiefvsdetective_01_e_30,True,,S_140,S_140,1.0,,,,,,2,idle,,,12,delight,,,14,idle,
event_phantomthiefvsdetective_01_e_31,40059,event_phantomthiefvsdetective_01_e,Speech,miranda,miranda,Locale_SubScenario:event_phantomthiefvsdetective_01_e_31,True,,S_140,S_140,1.0,,,,,,2,idle,,,12,delight,,,14,idle,
event_phantomthiefvsdetective_01_e_32,40059,event_phantomthiefvsdetective_01_e,Speech,miranda,miranda,Locale_SubScenario:event_phantomthiefvsdetective_01_e_32,True,,S_140,S_1400,1.0,,event_phantomthiefvsdetective_01_e_33,,,,2,idle,,,12,delight,,,14,idle,
event_phantomthiefvsdetective_01_e_33,40059,event_phantomthiefvsdetective_01_e,Speech,miranda,miranda,Locale_SubScenario:event_phantomthiefvsdetective_01_e_33,True,,S_1400,S_140,1.0,,,,,,2,idle,,,12,delight,,,14,delight,
event_phantomthiefvsdetective_01_e_34,40059,event_phantomthiefvsdetective_01_e,Self,miranda,,Locale_SubScenario:event_phantomthiefvsdetective_01_e_34,False,,S_140,S_140,1.0,,,,,,2,idle,,,12,delight,,,14,delight,
event_phantomthiefvsdetective_01_e_35,40059,event_phantomthiefvsdetective_01_e,Self,miranda,,Locale_SubScenario:event_phantomthiefvsdetective_01_e_35,False,,S_140,S_140,1.0,,,,,,2,idle,,,12,delight,,,14,delight,
event_phantomthiefvsdetective_01_e_36,40059,event_phantomthiefvsdetective_01_e,Speech,miranda,miranda,Locale_SubScenario:event_phantomthiefvsdetective_01_e_36,False,,S_140,S_1400,1.0,,,,,,2,idle,,,12,delight,,,14,angry,
event_phantomthiefvsdetective_01_e_37,40059,event_phantomthiefvsdetective_01_e,Speech,miranda,miranda,Locale_SubScenario:event_phantomthiefvsdetective_01_e_37,True,,S_1400,S_1400,1.0,,,,,,2,idle,,,12,delight,,,14,think,
event_phantomthiefvsdetective_01_e_38,40059,event_phantomthiefvsdetective_01_e,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_01_e_38,True,,L_20,L_20,1.0,,,,,,2,idle,,,12,delight,,,14,think,
event_phantomthiefvsdetective_01_e_39,40059,event_phantomthiefvsdetective_01_e,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_01_e_39,True,,L_20,L_20,1.0,,,,,,2,idle,,,12,delight,,,14,think,
event_phantomthiefvsdetective_01_e_40,40059,event_phantomthiefvsdetective_01_e,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_01_e_40,True,,L_20,L_20,1.0,,,,,,2,idle,,,12,delight,,,14,think,
event_phantomthiefvsdetective_01_e_41,40059,event_phantomthiefvsdetective_01_e,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_01_e_41,True,,L_20,L_20,1.0,,,,,,2,idle,,,12,delight,,,14,think,
event_phantomthiefvsdetective_01_e_42,40059,event_phantomthiefvsdetective_01_e,Speech,miranda,miranda,Locale_SubScenario:event_phantomthiefvsdetective_01_e_42,True,,S_140,S_140,1.0,,,,,,2,idle,,,12,delight,,,14,delight,
event_phantomthiefvsdetective_01_e_43,40059,event_phantomthiefvsdetective_01_e,Speech,miranda,miranda,Locale_SubScenario:event_phantomthiefvsdetective_01_e_43,True,,S_140,S_140,1.0,,,,,,2,idle,,,12,delight,,,14,delight,
event_phantomthiefvsdetective_01_e_44,40059,event_phantomthiefvsdetective_01_e,Speech,miranda,miranda,Locale_SubScenario:event_phantomthiefvsdetective_01_e_44,True,,S_140,S_140,1.0,,,,,,2,idle,,,12,delight,,,14,delight,
event_phantomthiefvsdetective_01_e_45,40059,event_phantomthiefvsdetective_01_e,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_01_e_45,True,,L_20,L_20,1.0,,,,,,2,smile,,,12,delight,,,14,delight,
event_phantomthiefvsdetective_01_e_46,40059,event_phantomthiefvsdetective_01_e,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_01_e_46,True,,L_20,L_20,1.0,,,,,,2,smile,,,12,delight,,,14,delight,
event_phantomthiefvsdetective_01_e_47,40059,event_phantomthiefvsdetective_01_e,Speech,quency,quency,Locale_SubScenario:event_phantomthiefvsdetective_01_e_47,True,,L_20,120,1.0,,,,,,2,smile,,,12,delight,,,14,delight,
event_phantomthiefvsdetective_01_e_48,40059,event_phantomthiefvsdetective_01_e,Monologue,quency,,Locale_SubScenario:event_phantomthiefvsdetective_01_e_48,False,,120,120,1.0,,,,,,2,smile,,,12,idle,,,14,delight,
event_phantomthiefvsdetective_01_e_49,40059,event_phantomthiefvsdetective_01_e,Self,quency,,Locale_SubScenario:event_phantomthiefvsdetective_01_e_49,False,,120,120,1.0,,,,,,2,smile,,,12,idle,,,14,delight,
event_phantomthiefvsdetective_01_e_50,40059,event_phantomthiefvsdetective_01_e,Self,quency,,Locale_SubScenario:event_phantomthiefvsdetective_01_e_50,False,,120,120,1.0,,,,,,2,smile,,,12,idle,,,14,delight,
event_phantomthiefvsdetective_01_e_51,40059,event_phantomthiefvsdetective_01_e,Speech,miranda,miranda,Locale_SubScenario:event_phantomthiefvsdetective_01_e_51,True,,120,S_140,1.0,,,,,,2,smile,,,12,idle,,,14,delight,
event_phantomthiefvsdetective_01_e_52,40059,event_phantomthiefvsdetective_01_e,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_01_e_52,True,,L_20,L_20,1.0,,,,,,2,surprise,,,12,idle,,,14,delight,
event_phantomthiefvsdetective_01_e_53,40059,event_phantomthiefvsdetective_01_e,Speech,miranda,miranda,Locale_SubScenario:event_phantomthiefvsdetective_01_e_53,True,,S_140,S_140,1.0,,,,,,2,surprise,,,12,idle,,,14,idle,
event_phantomthiefvsdetective_01_e_54,40059,event_phantomthiefvsdetective_01_e,Speech,miranda,miranda,Locale_SubScenario:event_phantomthiefvsdetective_01_e_54,True,,S_140,S_140,1.0,,,,,,2,surprise,,,12,idle,,,14,idle,
event_phantomthiefvsdetective_01_e_55,40059,event_phantomthiefvsdetective_01_e,Speech,miranda,miranda,Locale_SubScenario:event_phantomthiefvsdetective_01_e_55,True,,S_140,S_140,1.0,,,,,,2,surprise,,,12,idle,,,14,idle,
event_phantomthiefvsdetective_01_e_56,40059,event_phantomthiefvsdetective_01_e,Speech,miranda,miranda,Locale_SubScenario:event_phantomthiefvsdetective_01_e_56,True,,S_140,S_140,1.0,,,,,,2,surprise,,,12,idle,,,14,idle,
event_phantomthiefvsdetective_01_e_57,40059,event_phantomthiefvsdetective_01_e,Speech,miranda,miranda,Locale_SubScenario:event_phantomthiefvsdetective_01_e_57,True,,S_140,S_140,1.0,,,,,,2,surprise,,,12,idle,,,14,idle,
event_phantomthiefvsdetective_01_e_58,40059,event_phantomthiefvsdetective_01_e,Self,miranda,,Locale_SubScenario:event_phantomthiefvsdetective_01_e_58,False,,S_140,S_140,1.0,,,,,,2,surprise,,,12,idle,,,14,idle,
event_phantomthiefvsdetective_01_e_59,40059,event_phantomthiefvsdetective_01_e,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_01_e_59,True,,L_20,L_20,1.0,,,,,,2,no,,,12,idle,,,14,idle,
event_phantomthiefvsdetective_01_e_60,40059,event_phantomthiefvsdetective_01_e,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_01_e_60,True,,L_20,L_20,1.0,,,,,,2,no,,,12,idle,,,14,idle,
event_phantomthiefvsdetective_01_e_61,40059,event_phantomthiefvsdetective_01_e,Speech,miranda,miranda,Locale_SubScenario:event_phantomthiefvsdetective_01_e_61,True,,S_140,S_140,1.0,,,,,,2,no,,,12,idle,,,14,idle,
event_phantomthiefvsdetective_01_e_62,40059,event_phantomthiefvsdetective_01_e,Speech,quency,quency,Locale_SubScenario:event_phantomthiefvsdetective_01_e_62,True,,S_140,120,1.0,,,,,,2,no,,,12,idle,,,14,idle,
event_phantomthiefvsdetective_01_e_63,40059,event_phantomthiefvsdetective_01_e,Speech,quency,quency,Locale_SubScenario:event_phantomthiefvsdetective_01_e_63,True,,120,120,1.0,,,,,,2,no,,,12,idle,,,14,idle,
event_phantomthiefvsdetective_01_e_64,40059,event_phantomthiefvsdetective_01_e,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_01_e_64,True,,120,1,1.0,,,,,,2,smile,,,12,idle,,,14,idle,
event_phantomthiefvsdetective_01_e_65,40059,event_phantomthiefvsdetective_01_e,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_01_e_65,True,,1,1,1.0,,,,,,2,smile,,,12,idle,,,14,idle,
event_phantomthiefvsdetective_01_e_66,40059,event_phantomthiefvsdetective_01_e,Speech,quency,quency,Locale_SubScenario:event_phantomthiefvsdetective_01_e_66,True,,1,1,1.0,,,,,,2,smile,,,12,idle,,,14,idle,
event_phantomthiefvsdetective_01_e_67,40059,event_phantomthiefvsdetective_01_e,Speech,quency,quency,Locale_SubScenario:event_phantomthiefvsdetective_01_e_67,True,,1,120,1.0,,,,,,2,smile,,,12,delight,,,14,idle,
event_phantomthiefvsdetective_01_e_68,40059,event_phantomthiefvsdetective_01_e,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_01_e_68,False,,120,L_20,1.0,,,,,,2,shy,,,12,delight,,,14,idle,
event_phantomthiefvsdetective_01_e_69,40059,event_phantomthiefvsdetective_01_e,Speech,quency,quency,Locale_SubScenario:event_phantomthiefvsdetective_01_e_69,True,,L_20,1,1.0,,,,,,2,shy,,,12,idle,,,14,idle,
event_phantomthiefvsdetective_01_e_70,40059,event_phantomthiefvsdetective_01_e,Speech,quency,quency,Locale_SubScenario:event_phantomthiefvsdetective_01_e_70,True,,1,120,1.0,,,,,,2,shy,,,12,delight,,,14,idle,
event_phantomthiefvsdetective_01_e_71,40059,event_phantomthiefvsdetective_01_e,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_01_e_71,True,,120,L_20,1.0,,,,,,2,sad,,,12,delight,,,14,idle,
event_phantomthiefvsdetective_01_e_72,40059,event_phantomthiefvsdetective_01_e,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_01_e_72,True,,L_20,L_20,1.0,,,,,,2,no,,,12,delight,,,14,idle,
event_phantomthiefvsdetective_01_e_73,40059,event_phantomthiefvsdetective_01_e,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_01_e_73,True,,L_20,L_20,1.0,,,,,,2,no,,,12,delight,,,14,idle,
event_phantomthiefvsdetective_01_e_74,40059,event_phantomthiefvsdetective_01_e,Speech,miranda,miranda,Locale_SubScenario:event_phantomthiefvsdetective_01_e_74,True,,S_140,S_140,1.0,,,,,,2,no,,,12,delight,,,14,idle,
event_phantomthiefvsdetective_01_e_75,40059,event_phantomthiefvsdetective_01_e,Speech,quency,quency,Locale_SubScenario:event_phantomthiefvsdetective_01_e_75,True,,S_140,1,1.0,,,,,,2,no,,,12,delight,,,14,idle,
event_phantomthiefvsdetective_01_e_76,40059,event_phantomthiefvsdetective_01_e,Monologue,phantom,,Locale_SubScenario:event_phantomthiefvsdetective_01_e_76,False,,1,1,1.0,,,,,,2,no,phantom,,12,idle,,,14,idle,
event_phantomthiefvsdetective_01_e_77,40059,event_phantomthiefvsdetective_01_e,Monologue,quency,,Locale_SubScenario:event_phantomthiefvsdetective_01_e_77,False,,1,13,1.0,,,,,,,,,,12,idle,quency,,14,idle,
event_phantomthiefvsdetective_01_e_78,40059,event_phantomthiefvsdetective_01_e,Monologue,miranda,,Locale_SubScenario:event_phantomthiefvsdetective_01_e_78,False,,13,13,1.0,,,,,,,,,,,,,,14,idle,miranda
event_phantomthiefvsdetective_01_e_79,40059,event_phantomthiefvsdetective_01_e,Self,,,Locale_SubScenario:event_phantomthiefvsdetective_01_e_79,False,,13,13,1.0,,,,,,,,,,,,,,,,
event_phantomthiefvsdetective_01_e_80,40059,event_phantomthiefvsdetective_01_e,Self,,,Locale_SubScenario:event_phantomthiefvsdetective_01_e_80,False,,13,13,1.0,,,,,,,,,,,,,,,,
event_phantomthiefvsdetective_01_e_81,40059,event_phantomthiefvsdetective_01_e,Narration,,,Locale_SubScenario:event_phantomthiefvsdetective_01_e_81,False,Hotel_n,black,black,1.0,none,,sfx_scn_rustydooropen,black,,,,,,,,,,,,
event_phantomthiefvsdetective_01_e_82,40059,event_phantomthiefvsdetective_01_e,Speech,,unknown,Locale_SubScenario:event_phantomthiefvsdetective_01_e_82,False,,1,1,1.0,,,,,,,,,,,,,,,,
event_phantomthiefvsdetective_01_e_83,40059,event_phantomthiefvsdetective_01_e,Speech,,unknown,Locale_SubScenario:event_phantomthiefvsdetective_01_e_83,False,,1,10,1.0,,,,,,,,,,,,,,,,
event_phantomthiefvsdetective_01_e_84,40059,event_phantomthiefvsdetective_01_e,Speech,,unknown,Locale_SubScenario:event_phantomthiefvsdetective_01_e_84,False,,10,10,1.0,,,,,,,,,,,,,,,,
event_phantomthiefvsdetective_01_e_85,40059,event_phantomthiefvsdetective_01_e,Speech,,unknown,Locale_SubScenario:event_phantomthiefvsdetective_01_e_85,False,,10,100,1.0,,,,,,,,,,,,,,,,
